"来源："	"李卫锋2018《汾阳方言研究》；赵骏程1963《汾阳话与普通话》；Hynuza增补"
"说明："	"代表城关音系"
"#符号说明：-白=文*俗?待考"	
"#调值"	"［1］324［2］22［3］312［5］55［7］2［8］312"
"#ɿ"	
"p"	"［1］屄［3］比秕彼鄙［5］备被-婢避璧鐾臂敝蔽弊毖毙篦陛闭币病-{游百~}"
"pʰ"	"［1］批坯披砒帔［2］皮疲琵痹平-{太~，~陆：村名}［3］脾痞庇□{~开：把细长木棍劈开成为更细的长条}［5］屁"
"m"	"［2］明-迷谜糜弥眉楣［3］米［5］命-眯"
"t"	"［1］低羝{羖~：未骟公绵羊}钉-{名词}［3］顶-底抵柢［5］地弟第递帝蒂钉-{动词}靪{补~}逮-{~捕}定-{~醒}"
"tʰ"	"［1］梯听-［2］提堤题啼蹄停-{~~儿地：祈使语，令安静、不动}［3］体［5］剃涕替嚏屉"
"l"	"［2］凌-{冬~}厘狸离{~石：地名}篱璃梨犁劙{~开：拿刀尖划开}铃-［3］礼里{二~地}理娌鲤李［5］利俐痢莉丽隶例厉励吏离{~开，~𣝗儿桃儿，~得远}"
"ts"	"［1］资姿咨兹滋辎吱之芝支枝肢脂几{~乎}机饥肌基稽鸡精-{~明}菁-{玉蔓~：苤蓝}［3］子{~弟}籽姊紫梓几{~块}己挤止址旨指纸济井-{~儿：水井}［5］镜-净-字自至志痣记纪忌计季技寄既冀继祭际剂济嫉寂地{结构助词。这~，那~，好好~，兀~，美歪~}"
"tsʰ"	"［1］跐{~踩，用力踩踏}欺妻凄青-{黑~}清-{~汤寡水}［2］脐期慈磁瓷词祠辞雌齐其旗棋麒箕奇骑歧葵{蜀~：花名}［3］此起岂杞祈启齿侈豉［5］次伺刺赐剘{~柴：用铡刀切柴禾}气汽弃器翅契"
"s"	"［1］斯撕嘶司思私丝施尸师狮蛳诗希稀西牺恓{~惶：可怜}嘻师星-{~宿}腥-{恶~，猪~气}燍{~气：馊味}兴-{唐~庄}［2］时匙畦{一~子菜：一块菜地}饧-{~瓜儿，~油}肥-{脚~：脚掌宽}［3］醒-{定~}死史驶使始矢屎洗喜玺擤𪖥［5］寺恃侍嗣四似俟肆巳祀士仕市柿氏视事是试嗜示系细戏婿"
"nᶻ"	"［1］□{用手或脚碾碎}［2］宜谊尼泥倪宁-{昌~宫：地名}［5］腻"
"Ø"	"［1］衣依医揖应-{~允}［2］移宜谊沂仪遗夷姨胰疑贻蝇-赢-［3］已以倚椅蚁尾{~巴}委{~咐}［5］义议易毅肄意异艺亿忆翼影-{~乎乎：影子}映-{~镜儿：照镜子}"
"#ʅ"	
"tʂ"	"［1］知蜘蒸-{~馍馍}［3］整-{~好：整理好}［5］致滞制稚雉置治智痔蛭掷正-{翻~，~手，栓~}"
"tʂʰ"	"［1］痴鸱［2］迟池驰弛持［3］耻"
"ʂ"	"［1］升-{一~米}声-{~音}［2］□{活~：形容人缘好或子孙满堂}城-{~子里，南偏~，潴~。村名}成-{1.~管。2.~家庄：村名}［5］世逝誓势剩-{~下}"
"#ʮ"	
"nᶻ"	"［3］女={~的，~生，~人}"
"l"	"［2］驴闾［3］吕铝侣旅缕褛屡垒-{~墙}虑滤泪-累-{~事：碍事}"
"ts"	"［1］居拘驹车{象棋子}［3］矩举嘴-［5］句距据剧锯具俱惧醉-聚苣"
"tsʰ"	"［1］区驱趋蛆［2］瞿渠［3］取{争~}［5］去趣觑"
"s"	"［1］虚墟嘘诩荽兄-{~弟}［2］须徐需遂-{半身不~}［3］许［5］序叙绪絮穗随-{陪~}岁-讳-{忌~}"
"Ø"	"［2］于余鱼渔迂盂愚虞榆逾愉［3］语雨与宇禹羽苇-{~子}［5］御誉欲裕预豫遇寓愈喻芋娱郁玉"
"#i"	
"p"	"［1］边-编-鞭-［3］别*{把枪~在腰里}［5］变-便-{方~}遍-辫"
"pʰ"	"［1］偏-［2］便-{~宜}［3］片-{~子：X光底片，或指电影}谝{~能}［5］片-{一~}骗-{夹哄带~}"
"m"	"［2］□{~~斜斜：悄没声儿的坏}棉-绵-［5］面-"
"t"	"［1］掂-踮［3］点-典-敁［5］店-垫-簟{~席：草编的席}奠-殿-靛"
"tʰ"	"［1］天-添-填-{~空}［2］田-{姓或地名用}填-{填塞}甜-［5］舔"
"l"	"［2］连-莲-帘-镰-裢-［3］脸-［5］炼-链-殓-恋?{捩~：孩子不听话，不停提要求}练?{~腰：向背后下腰}"
"tɕ"	"［1］遮-{~羞，遮住，遮苫}尖-肩-坚-煎-沾-毡-{赶~儿}［3］姐展-搌-{~布：洗碗布}剪-［5］借□{属相蛇}占-{霸~}箭-见-贱-溅-剑-腱-{牛~子}件-键-毽-缠-{~脚}"
"tɕʰ"	"［1］签-{竹~~}千-牵-锨-{铁~}杴-{铁~}车-先-迁-［2］茄钳{手~子}前-钱-缠-［3］且扯-{拉~；~羹：拉面}浅-槛-{门~子}［5］欠-芡-纤-{拉~}歉-椠{~板：门上的匾额}"
"ɕ"	"［1］些赊-扇-{动词}搧羶-先-{~生：老师}仙-鲜-{~灵灵：很新鲜}涎-［2］邪斜蛇-河-{~滩；峪道~}寒-{伤~；~食节}［3］写荷{拿}舍-{~不得}显-癣-藓-闪-{打~：闪电}［5］灺谢泄泻卸社-{公~；~会}舍-{房~；上林~}麝-现-{~吃~做}县-线-献-{供~：供品}扇-骟-苫-{覆盖}鼾-{打~睡：打呼噜}旱-{~地；天~}汉-{老~：丈夫}善-赦-射-{注~}汗-{脚~臭}䗣{油~：蚜虫}"
"ȵ"	"［2］年-拈-黏-［3］碾-辇-撵-捻{绳儿：用手捻线}［5］念-砚-酽捻{~子：烟花爆竹引线}"
"k"	"［1］哥-{妻~}干-{干燥意}杆-竿-肝-{~花}泔-疳［3］赶-擀［5］干-{~不~}"
"kʰ"	"［1］看-{~财奴}勘{~借}［3］顑{受~：生活条件不好}砍-□{~住：跌倒或碰伤}［5］看-"
"ŋ"	"［1］屙安-{~灯，~宽带}鞍-{马~子}庵-{福慧~：街道名}［2］严-{~偶：严丝合缝}［3］唵-{~吃麨面}我掩-［5］饿-案-{~板儿}岸-"
"Ø"	"［1］烟-咽-{~喉}蔫-胭-［2］沿-{河~儿}爷盐-阎-{~王}檐-蜒-{虫类爬行貌}缘-{对~法：有缘分}［3］喏-{唱~}也野黡{黑~~：黑痣}靥{笑~~：酒窝}惹-{~不起}染-掩?{~壁儿:影壁}［5］夜液腋咽-沿-{边边~~}堰-焰-验-"
"#u"	
"p"	"［1］波玻菠播搬-般-［3］簸{颠~}［5］簸{~箕儿}婆{~~：外婆}半-伴-{陪~}拌-"
"pʰ"	"［1］潘-{姓氏}坡颇［2］婆{丈夫的母亲}盘-［3］叵拚{~出的了}［5］破判-{~卷子}"
"m"	"［2］磨{~刀儿}魔摩瞒-{~不住}模{~特儿}蔓-{~菁}［3］满-抹{~油}［5］慢-{~坡坡：不陡的坡}磨{石~}□{夹~：蛮干莽撞}镘{掂铜钱赌博时说的，巴子，~儿}"
"t"	"［1］𠛫{~刮子：扇耳光}端-{~盘子；~五}［3］朵躲短-［5］剁垛跺断-段-缎-惰椴{~木扁担}"
"tʰ"	"［1］猯貒［2］团-抟［3］妥椭［5］唾"
"n"	"［3］暖-［5］糯懦"
"l"	"［1］啰{啰嗦}"
"tʂ"	"［1］砖-钻-［3］转-左佐昨［5］转-坐座钻-"
"tʂʰ"	"［1］爨{~子：热开水的长筒壶；~茶倒水}汆*{本字为爨。~子：热开水的长筒壶}穿-撺-［2］欑{~火}椽-船-篅{~盒儿：以前用于装饭菜或送礼的木盒}［3］喘-［5］篡-串-窜-"
"ʂ"	"［1］酸-唆梭挲{卜~：抚摸}蓑［3］所锁琐索{~性}［5］算-蒜-"
"ɻ"	"［3］软-"
"k"	"［1］锅棺-官-{~道；~名}［3］管-果裹［5］观-{长春~}灌-罐-过冠-"
"kʰ"	"［1］科蝌棵颗{一~}宽-［3］款-{~~儿地：小心翼翼地}颗{~~：颗粒}［5］骒{~马}课嗑{~瓜子}阔?{~事}"
"x"	"［2］欢-和{~平；~~：共同；~面}禾［3］火伙□{一~：一下子}［5］换-唤-货祸和{连词，介词}患-"
"Ø"	"［1］剜-豌-弯-窝倭踒莴涡捼［2］丸-完-［3］碗-腕-午{晌~}［5］卧"
"#y"	
"l"	"［2］圙{圐~：圈的分音词}［5］𥽸{有粘稠度，稀饭熬得~}恋{~人：粘人}"
"tɕ"	"［1］□{从某物上面往下拽}［3］捲-［5］卷-{~子：试卷}绢-圈-{猪~}眷-"
"tɕʰ"	"［1］圈-{圆~~}［2］痊-拳-{打~}颧-蜷-鬈{~子：头发漩涡}全-{~环：完整}泉-{三~镇，镇名}［3］圈-{~住：关在一定的空间里}［5］劝-"
"ɕ"	"［1］靴揎塇暄-［5］旋-漩-镟楦桊{牛鼻~：拴牛鼻子的器物}"
"Ø"	"［1］冤-［2］辕-{驾~，~条}元-原-圆-{团~}园-{~子}垣-{~头，村名}［3］远-［5］院-{~里}"
"#a"	
"p"	"［1］巴芭疤粑笆扒*{~墙墙：爬墙}［3］把{动词}靶［5］把{名词}罢坝霸钯"
"pʰ"	"［2］耙爬琶杷［3］怕帕"
"m"	"［2］妈{老派面称}麻蟆［3］马码蚂玛［5］骂"
"t"	"［1］爹{老派，称呼父亲}［2］打［3］大="
"tʰ"	"［1］他她它"
"n"	"［2］南{~无}𪐀{~糕}拿［3］哪"
"l"	"［1］拉垃啦［2］□{~喽手：划破手}□{毛衣结得~：毛衣织得稀拉不紧凑}［3］□{~糊：马虎}［5］落{~下}"
"ts"	"［1］喳渣蹅扎{马~~}臜{腌~}将{取~来：拿来}［2］咱{新派}［3］斩?{~肉；~断}［5］乍诈炸{~药}榨栅{~~：栅栏}奓*{~死毛头：头发竖起}"
"tsʰ"	"［1］差={相~}叉杈［2］查碴茬茶搽咱{老派}扠?{~住门：用门闩将门封住}□{~家：安排灵柩安葬等事宜的人}［3］叉镲拃{大拇指与中指撑开的最大长度}衩［5］差={~不多}岔诧□{~声：声音嘶哑}"
"s"	"［1］痧砂沙纱痧鲨莎仨［3］撒洒［5］厦沙{挑拣}"
"tʂ"	"［1］争-{~气}睁-{~开眼}"
"ʂ"	"［1］生-{~豆芽，~火}甥［3］傻"
"ɻ"	"［2］□{叹词，表示羡慕的惊讶}"
"ɳ"	"［2］□{~开些儿}"
"k"	"［3］玍*{性情乖僻}嘎［5］尬"
"kʰ"	"［1］咖［3］卡"
"ŋ"	"［1］腌{~臜}［3］哑［5］𨉣{~腰：弯腰}"
"x"	"［1］呵{~气}哈*{~喇味,𦤬𦤧}［2］罅{~开门缝}［5］下-吓-夏-"
"Ø"	"［2］家{变音：如贾~庄；谁~孩；二的~}［5］啊"
"#ia"	
"p"	"［1］絣?{~被子：用大针脚缝被子}［5］迸-蹦-"
"pʰ"	"［1］澎?{水~出来了：水溢出来了}［2］棚-［3］□{~开腿：两腿分开很大的距离}"
"m"	"［1］虻-{~蝇}𥌯?{~眉五骨：傻愣，满不在乎的样子}［3］猛-{~不防：冷不防}"
"l"	"［1］□{卜~：扑棱，快速扭动或者胡乱踢腿甩臂}［3］俩两-{数量}"
"tɕ"	"［1］加枷耕-羹-{剔~；抿~儿；拌~；面~~；面食}痂袈嘉佳家稼［3］假贾［5］架驾嫁价假{放~}"
"tɕʰ"	"［1］揢*抲{~孩儿：抱孩子}［3］卡{~住|~子}［5］□{~杀}"
"ɕ"	"［1］虾霞［2］暇瑕遐行{~~：小孩学走路}［5］下={~贱}杏-{~仁，~梅}厦={~门}夏="
"ȵ"	"［1］牙芽蚜伢衙［5］砑硬-压*"
"Ø"	"［1］丫桠［3］雅［5］亚=压{~力}押={押金}"
"#ua"	
"k"	"［1］瓜呱刮{~脸：男性剃胡须}［2］□{~~：碗底下的圈脚}［3］寡剐［5］挂卦褂"
"kʰ"	"［1］夸［3］垮胯［5］跨挎挂{~名儿}"
"x"	"［1］花华{中~}哗［2］铧划{~船}［5］话化华桦画划{计~}"
"tʂ"	"［1］抓［3］爪"
"tʂʰ"	"［2］□{~~：水流貌}"
"ʂ"	"［1］□{~咧：指责他人做无意义的事情}［3］耍"
"ɳ"	"［2］□{~~：婴儿重复伸屈五指}"
"Ø"	"［1］挖娃鸹蛙［3］瓦搲［5］凹洼"
"#ya"	
"tɕ"	"［1］□{拟声词，形容生气时大声呵斥的声音}［3］犷?{形容态度或质地生硬}"
"ɕ"	"［2］横-"
"Ø"	"［3］哕"
"#ɯ"	
"t"	"［1］多［5］大-"
"tʰ"	"［1］拖［2］驮跎驼陀柁"
"n"	"［1］那{表示那里}［2］挪"
"l"	"［2］螺骡罗箩萝锣脶［3］裸□{碰触}［5］摞乱"
"tsʰ"	"［1］搓蹉［2］矬［5］挫锉错"
"tʂ"	"［1］招-这{表示这里}［5］照-赵-"
"tʂʰ"	"［1］车=超-{高~不喽：好不到哪儿}［2］朝-潮-［3］扯="
"ʂ"	"［1］烧-奢［2］蛇=［3］少-［5］□{由于日久而褪色}射=舍={宿~}社={~会主义}烧{早~，晚~：霞}"
"ɻ"	"［2］饶-［3］惹=［5］绕-"
"k"	"［1］高-羔-糕-膏-{~药}歌=哥={~们儿}［5］告-个{~别}"
"kʰ"	"［1］苛［3］可［5］可{~好：正巧}靠-铐-栲{~栳儿：一种莜面面食}犒-"
"ŋ"	"［1］讹［2］熬-鹅俄蛾娥硪{石~}［3］我=［5］鏊燠{~锅水：反复烧开的锅底水}膏-{~油：给机器上润滑油}"
"x"	"［1］蒿-{~草}［2］何河=荷［5］贺好-{喜欢}"
"#iɯ"	
"p"	"［1］膘-鳔-［3］裱-{~画儿}"
"pʰ"	"［1］飘-漂-［2］嫖-瓢［3］漂-［5］票-"
"m"	"［2］苗-描-［5］妙-{~式式地：身材好}庙-"
"t"	"［1］刁-雕-{~抹：化妆}［5］吊-调-钓-藋{灰~儿：一种草名}"
"tʰ"	"［1］挑-［2］条-调-笤［3］挑-［5］跳-粜-"
"l"	"［2］獠缭撩-燎-{~窝：灶火下面接炭灰的洞}敹?{粗略地缝}［3］了-{结束}燎-［5］瞭-料-尥{~蹶子}□{~菜：洗菜}□{圪~：翘的分音词}"
"tɕ"	"［1］浇-娇-焦-椒-［3］绞?缴{~脸}［5］叫-□{~巴巴：形容很穷}噍{牛倒~：牛反刍}"
"tɕʰ"	"［1］跷-{高~}悄-缲-{~边边：锁边}劁{~猪：给母猪做结扎}［2］乔-桥-荞-［5］翘-鞘-峭-"
"ɕ"	"［1］消-硝-肖-萧-［3］小-晓-{~不得：不知道}［5］笑-"
"ȵ"	"［3］鸟-［5］尿-"
"Ø"	"［1］猺{黄~：黄鼠狼}妖-{~式式：娉婷妖娆貌}吆-腰-邀-{~狗，~蝇子}［2］摇-遥-窑-［3］舀-{~水}［5］要-鹞-"
"#iɔ"	
"l"	"［2］良粮凉梁粱量{~尺寸}［3］两{斤~}［5］亮晾谅辆量{数~}"
"tɕ"	"［1］江将{~来}姜豇疆缰［3］讲奖蒋桨［5］匠将{~领}浆酱犟糨謽强?{~弄好：好不容易}降{升~}虹{~啦：出彩虹了}"
"tɕʰ"	"［1］腔枪强{比我~}戗{~风}［2］强{~壮}墙藏{躲藏。耍~耍：玩藏猫猫}［3］强{~迫}抢［5］呛戗{够~}"
"ɕ"	"［2］香乡相{~互}箱厢{车~}湘镶［2］厢{这~：这边}降{投~}详祥［3］享响饷想［5］向项象像橡相{~面}"
"ȵ"	"［2］娘［3］仰{老派。~尘}"
"Ø"	"［1］秧殃央［2］羊洋佯阳扬杨［3］养痒仰疡氧［5］样恙怏颺"
"#uɔ"	
"p"	"［1］帮邦梆［3］绑榜膀{肩~}［5］谤傍棒镑蚌"
"pʰ"	"［2］旁膀{~胱}［5］胖={~大海}"
"m"	"［1］馍*［2］忙芒{~果}茫盲氓牤=［3］莽蟒"
"f"	"［1］方芳妨［2］房坊{豆腐~}防妨［3］仿纺访坊［5］放"
"ʋ"	"［2］亡芒{麦~~}［3］网［5］忘{~啦}"
"t"	"［1］当{~头儿}裆［3］党挡{~风}档{~案}［5］当{妥~}荡挡{~住}宕"
"tʰ"	"［1］汤［2］唐糖塘搪堂膛樘螳棠陀{阿弥~佛}［3］倘淌躺蹚［5］趟烫"
"n"	"［3］囊［3］曩?{~年：那一年}馕［5］齉{鼻~}馕?{~口：食物可口吃得过瘾}"
"l"	"［2］狼郎廊榔螂琅鋃［3］朗［5］浪"
"ts"	"［1］脏{~乱差}赃［5］藏{西~}脏{心~}葬奘"
"tsʰ"	"［1］仓苍［2］藏{埋~}"
"s"	"［1］桑丧{~事}［3］嗓搡［5］丧{~失}"
"tʂ"	"［1］张章樟彰庄桩装妆［3］长{厂~}涨掌［5］丈仗杖账帐障幛状壮撞"
"tʂʰ"	"［1］昌疮霜{~降}窗双{一~筷子}［2］长{~短}常尝偿场{打~}肠床［3］厂敞场{操~}氅闯［5］唱倡畅创撞{老派}"
"ʂ"	"［1］商伤殇孀［3］赏爽［5］上{~学}尚裳绱{~鞋：缝制鞋底和鞋帮}"
"ɻ"	"［2］瓤穰［3］壤嚷［5］□{~粪：施肥}让瓤{~山药}"
"ɳ"	"［2］□{衣裳~啦：衣服旧了快要破}□{~住脖子：脖子抽筋直不了}［3］擃攮{①用力推，~搡；②匕首，~子}"
