"来源："	"李卫锋2018《汾阳方言研究》；赵骏程1963《汾阳话与普通话》；Hynuza增补"
"l"	"［1］溜{~舔：巴结}□{圪~：樛的分音词，弯曲}［2］流硫琉留榴瘤刘［3］柳陆{~陆，村名}［5］六溜{一~：一行}镏{金~子：金戒指}遛馏{烹饪中的蒸法}"
"tɕ"	"［2］究纠鸠阄咎鬏啾［3］九久玖酒韭灸［5］就{~菜}救旧舅柩"
"tɕʰ"	"［1］秋鞦求球{足~}裘囚泅丘［2］㞗*{詈词，男阴}［3］糗"
"ɕ"	"［1］休羞修［3］朽［5］秀绣锈袖宿{星~}嗅"
"ȵ"	"［2］牛［3］扭=纽=［5］拗{执~}"
"Ø"	"［1］优忧悠幽［2］尤犹由邮油蝣游莜黝［3］有友酉［5］又右佑幼柚釉诱"
"#ʉ"	
"p"	"［3］补捕堡-［5］布佈怖步埠部簿菢{~鸡娃儿}抱-{~住}"
"pʰ"	"［1］铺{~张}［2］匍葡菩蒲脯{鸡~子}［3］浦谱普［5］铺{~子}"
"m"	"［2］模{~范}摹毛-{桃~}蘑膜［2］蔓{玉~菁：苤蓝}［3］母拇亩牡某［5］慕幕墓暮募牧"
"#v̩"	
"f"	"［1］肤{~浅}乎呼夫敷麸污?{~喽衣裳：把衣服弄脏了}［2］肤{皮~}符葫瑚浮俘芙扶孵跗呼胡湖狐壶斛蜉［3］抚釜腐辅虎琥腑俯府斧腐唬浒甫脯{果~}［5］驸傅父富附讣负妇副赴符互户沪瓠"
"Ø"	"［1］乌坞污{~染}巫诬吾［2］无芜吴蜈梧［3］武伍捂侮舞鹉妩吾午［5］恶{可~}误悟务雾戊晤鹜"
"#ɯʋ"	
"t"	"［1］□{圪~子：拳头}都{首~}嘟［3］肚{猪~子}赌堵睹［5］肚{~皮}妒度渡镀杜"
"tʰ"	"［2］图涂途徒屠荼［3］土吐［5］兔"
"n"	"［3］弩努{尽量使出力气}［5］怒"
"tʂ"	"［1］猪诸潴朱诛蛛株硃珠［3］组诅阻主拄煮嘱瞩帚黍{䵚~：高粱}［5］著注住柱驻蛀助铸贮"
"tʂʰ"	"［1］舒{~手：伸手}初{~一，指年级}［2］除初{~二，用于农历每月前十天的序数}锄厨橱刍雏［3］暑{老派}处{~理}楚杵储褚础［5］处{到~}"
"ʂ"	"［1］书输梳疏淑舒枢抒蔬殊［3］数{动词}暑{新派}署薯曙鼠［5］数{名词}竖树庶恕墅戍"
"ɳ"	"［3］女"
"ɻ"	"［2］如茹［3］儒孺蠕汝乳擩［5］玉{~蔓菁：苤蓝，变读}"
"k"	"［1］□{老鼠}孤箍姑沽咕菇诂牯辜鸪{鹁~儿}［3］古估鼓股贾{商~}蛊汩［5］估{~衣}故固锢雇顾"
"kʰ"	"［1］枯骷［3］苦［5］库裤绔"
"#ã"	
"p"	"［1］班斑颁扳般=搬=瘢［3］版板扁{~担儿}［5］半=办绊扮瓣"
"pʰ"	"［1］攀［1］潘=蟠［5］判={~断}叛盼襻"
"m"	"［2］妈{老派背称；新派面称+背称}埋{~怨}蛮瞒={隐~}［3］满={~意}［5］慢={~动作}漫幔"
"f"	"［1］番翻幡［2］烦樊凡矾帆蕃藩繁［3］反返［5］饭贩范犯泛"
"ʋ"	"［3］晚挽绾?{~袖子：撸起袖子}［5］万蔓{拉~：红薯类的植物开始长枝叶}"
"t"	"［1］单{~位}丹耽担{~心}觇{~起的脑：抬起头来}［3］胆疸掸［5］旦但担{~子}蛋弹{子~}石{量词}淡啖诞□{迈脚过去}掸{~面：箩面}"
"tʰ"	"［1］滩摊瘫贪［2］坛潭檀谈痰弹{~簧}［3］毯坦［5］炭叹探"
"n"	"［2］男南楠难{~受}［3］赧［5］难{困~}"
"l"	"［2］兰拦栏蓝篮阑澜斓岚婪燣{轻炒}［3］懒览榄揽缆漤{~柿子}□{圪~：“杆”的分音后字}［5］烂滥"
"ts"	"［1］簪［3］攒斩盏崭［5］赞暂錾蘸绽栈站"
"tsʰ"	"［1］参{~加}餐搀［2］残蚕惭馋谗［3］惨产铲刬?{只，单单}［5］灿□{~开：从一点向周围扩散开}"
"s"	"［1］三山衫杉删珊［3］散{~开}伞馓闪={~电}陕［5］散{分~}"
"tʂ"	"［1］占{~卜}毡=瞻［3］展={~览}［5］占={~座儿}战"
"tʂʰ"	"［1］蝉禅{~经}缠=蟾［3］谄［5］颤韂"
"ʂ"	"［5］扇={电~}善=膳鳝擅赡单禅{~让}"
"ɳ"	"［2］諵喃［5］𩅠{陷入泥中}"
"ɻ"	"［2］然燃［3］染{传~}冉"
"k"	"［1］甘=柑泔=坩干={~净}肝={~病}杆={杠~儿}尴［3］感敢橄赶={~紧}［5］干{~部}"
"kʰ"	"［1］看={~守所}刊堪勘龛［3］砍=坎槛={门~儿}［5］看="
"ŋ"	"［1］安={~全}鞍={~前马后}庵={桃花~}淹［3］淹{用桶或瓢舀液体}［5］按岸案={破~}暗黯"
"x"	"［1］憨酣［2］衔寒={风~}含函韩=还{~是}咸-{~菜}［3］罕喊［5］汗=汉={~族}旱={干~}焊翰撼憾"
"#iã"	
"p"	"［1］边={~疆}鞭=编=蝙［3］扁=匾贬［5］卞汴便={方~面}变={~化}辩辨遍=辫="
"pʰ"	"［1］篇=偏={~旁}［2］便={~宜}［5］片=骗={~子}"
"m"	"［2］眠棉={纯~}绵={海~}［3］勉免冕娩缅腼［5］面={~包}"
"t"	"［1］颠=蹎?{卜~：奔跑}［3］点={糕~}典{字~}［5］电奠殿="
"tʰ"	"［1］天={~安门}［3］田={责任~}［3］腆"
"l"	"［2］连={~长}莲={女性名字用字}怜联廉［3］敛脸=［5］炼=练=殓="
"tɕ"	"［1］奸艰兼间{中~}肩={~章}坚={~持}煎={~鸡蛋}监{~工}［3］捡简茧减俭检碱毑*{~爷：外公}剪={~纸}［5］件=建健箭={火~}渐间{~接}涧锏{~~：切成条的食物}践饯见{~喜，村名}剑=键舰"
"tɕʰ"	"［1］铅千={~金}谦鹐啄牵={~牛花}签={~名儿}［2］钱=前={~进}虔潜［3］浅=遣［5］欠=嵌歉签{~到}"
"ɕ"	"［1］先=鲜={新~}仙={何~姑}纤嫌{~弃}［2］闲贤衔咸={~盐}嫌{~疑}［3］显={明~}险［5］县=线=限现={~金}献={贡~}宪羡馅陷{~害}"
"ȵ"	"［2］年={~级}颜岩{仁~，村名}［3］眼［5］雁{老派}念="
"Ø"	"［1］烟={~草}胭=咽={~炎}焉燕{~京}阉殷{~色}［2］岩={~石}严={~肃}盐={~水}炎延筵言研阎={姓}沿=［3］掩魇俨演{~戏}衍［5］宴厌燕={~窝}验=艳焰雁{新派}谚晏"
"#uã"	
"t"	"［1］端={~正}［5］段={姓}断={判~}锻缎={绸~}"
"tʰ"	"［2］团={~结}"
"l"	"［2］孪挛銮{~驾：不好的打扮}鸾［3］卵［5］乱={捣~}恋{~爱，旧文读}"
"tʂ"	"［1］钻=专=［3］纂转={~学}［5］钻=传{~记}赚撰篆转={~盘}"
"tʂʰ"	"［1］川=［2］船={~长}传={~达}［3］𣀔{~皮：去谷物皮。~破：皮肤被反复摩擦磨破}［5］串={~联}窜="
"ʂ"	"［1］酸={硫~}栓拴闩{~正：人老实善良品性好}［5］涮疝算={~术}"
"ɻ"	"［3］软={~难斗：形容某人不好相处}阮"
"k"	"［1］官={~僚}倌关观={~察}鳏冠={鸡~花}［3］馆管={~道}［5］贯惯掼观={道~}冠={~军}罐={~头}"
"kʰ"	"［1］宽={长~高}［3］款={大~}"
"x"	"［1］欢=［2］横{~顺}还{~原}环鬟寰［3］缓［5］幻换=唤=焕涣患=宦"
"Ø"	"［1］弯=湾［2］完=顽玩丸=［3］宛婉碗=腕="
"#yã"	
"tɕ"	"［1］捐娟［3］啳*{~人：骂人}［5］卷={~面儿}眷=倦绢="
"tɕʰ"	"［2］拳={~击}权全={完~中学}泉={神~}［3］犬［5］劝="
"ɕ"	"［1］宣喧轩［2］煊{馒头、黄儿糕等蒸得很疏松}玄悬旋=［3］选［5］眩"
"Ø"	"［1］冤=渊［2］援袁猿圆={~规}园{公~儿}员元=原=源缘={~分}［3］远=［5］院={医~}怨愿"
"#əŋ"	
"p"	"［1］奔{~走}锛崩绷［3］本［5］奔{投~}笨泵蹦=磅?坌{~喽眼：土眯了眼}"
"pʰ"	"［1］喷{~水}烹［2］盆朋棚={灵~}硼鹏彭膨蓬篷［3］捧［5］碰"
"m"	"［1］们焖蒙朦懵闷［2］们门盟萌虻=［3］猛={起得~啦}蜢懵［5］闷孟梦□{浸泡}"
"f"	"［1］分{~开}吩芬纷风枫疯丰封峰锋蜂［2］汾坟焚冯逢缝［3］粉讽［5］分{~量}份忿愤粪奋凤缝俸"
"ʋ"	"［2］文蚊纹闻［3］吻刎［5］问璺"
"t"	"［1］登蹬灯［3］等戥［5］邓凳瞪澄磴镫"
"tʰ"	"［2］疼誊藤腾［3］熥{将食物再次蒸热}"
"n"	"［2］能𨃳{脚尖点地站立}"
"l"	"［1］棱*{侧~：侧身}［2］棱［3］冷［5］楞愣"
"ts"	"［1］怎曾{姓}增榛臻争={~取}睁=［3］怔{愣~}［5］赠憎缯{细绳捆，~辫子}挣{~钱}"
"tsʰ"	"［1］撑［2］曾{~经}层撑岑［3］碜［5］蹭衬"
"s"	"［1］僧森参{人~}糁籸{麻~}甥=生={学~，~活}笙牲［3］省{~长}［5］渗瘆"
"tʂ"	"［1］真珍甄贞侦祯斟畛征针正{~月}蒸={~发}筝{风~}［3］疹诊整={~齐}拯［5］振震镇阵正={~好}证症政郑枕赈"
"tʂʰ"	"［1］称{~东西}惩嗔［2］陈尘辰晨臣橙澄沉成={~功}城=诚承呈程乘{~除}盛={~饭}丞［3］逞［5］秤称{相~}趁成{七~新}"
"ʂ"	"［1］身申伸深升={上~}声={~母}娠［2］神绳［3］审婶沈［5］肾甚盛{茂~}圣胜慎剩="
"ɳ"	"［2］拧{~紧}［3］□{转圆周剪}"
"ɻ"	"［1］扔仍［2］人仁任{姓}［3］忍［5］认刃任{责~}葚{桑~}"
"k"	"［1］根跟更{~改}庚赓耕=羹=［3］哽梗埂耿［5］更{~好}"
"kʰ"	"［1］坑吭［2］肯恳垦［5］靠?{~前，变读}"
"ŋ"	"［1］恩［3］俺{第一人称领属格，~妈：我妈}［5］摁{~手印}"
"x"	"［1］哼［2］亨横={~竖}衡恒痕［3］很狠［5］恨横{蛮~}"
"#ĩ"	
"p"	"［1］兵宾滨槟冰彬［3］禀丙柄炳饼=秉［5］殡鬓并病=甭"
"pʰ"	"［1］拼{~图儿}姘乒［2］贫凭频平={~房儿}苹萍评坪屏瓶［3］品［5］聘喷{~香}拼{~一个凉菜}"
"m"	"［2］民名鸣明={光~}铭［3］抿敏皿闵悯闽［5］命={~好}渳*{~甜甜：吃糖}"
"t"	"［1］丁叮盯疔靪［3］顶={~用}鼎［5］订定=锭钉={~书}"
"tʰ"	"［1］厅听={~写}亭廷庭蜓［2］停={~车}［3］挺［5］听={~等的，~候}"
"l"	"［1］拎［2］林淋琳霖临鳞麟邻玲伶铃=羚零苓瓴翎陵凌=菱绫灵［3］领岭=凛檩廪［5］吝赁令另{单~：另外}"
"tɕ"	"［1］今斤巾筋金津衿{~腰带}紟襟京惊鲸荆经茎晶精={~干：精明强干}睛=更{打~}禁{~用：耐用}兢菁={~华}［3］紧{松~}锦仅谨景井={~盖儿}警尽{先~你用吧}［5］近靳妗进晋尽{~量}烬浸竞竟镜=境禁{~止}敬静=净靖径劲"
"tɕʰ"	"［1］亲{~戚}钦侵轻青={~少年}清={~明}蜻倾{~斜}卿［2］芹勤琴秦禽擒噙情晴擎［3］寝请顷［5］亲{~家}沁揿庆磬罄吣"
"ɕ"	"［1］心芯辛新薪欣馨兴={~盛}星={~期}腥={鱼~味}葚{桑~}［2］行{~走}刑形型邢寻{~人}［3］省{反~}醒［5］信衅幸悻姓杏{~花，村名}囟{~门门}兴{高~}"
"ȵ"	"［2］银宁={安~}咛拧={~绳绳}凝［5］硬={来~的}宁={姓}佞"
"Ø"	"［1］因姻茵音阴寅尹殷{姓}英瑛鹰莺婴樱鹦缨［2］寅吟淫迎盈营萤荥茔莹［3］引隐瘾饮{~料}影={~响}颖［5］印映={反~}饮{~马}窨{地~子}应荫孕{避~}"
"#uŋ"	
"t"	"［1］敦墩礅蹾吨蹲冬咚东［3］盹趸{~卖}董［5］顿饨沌钝炖囤盾遁动洞冻栋"
"tʰ"	"［1］通{交~}赨{~红}［2］臀豚屯同铜桐童瞳［3］统筒桶［5］痛通{三~鼓}"
"n"	"［2］农脓浓侬［5］嫩"
"l"	"［2］仑伦轮囵沦论{~语}龙珑笼聋隆［3］拢陇垄□{圪~：“滚”的分音后字}［5］论{讨~}弄"
"tʂ"	"［1］尊遵宗综棕骔鬃中{~央}忠盅衷终钟衠螽{百~：蝗虫}［3］总肿种{~子}准冢［5］纵中{~风}仲种{~树}重{~量}众"
"tʂʰ"	"［1］皴聪葱匆村春椿充冲{~突}中{当~}［2］存从丛唇纯虫重{~新}崇［3］忖蠢宠［5］寸冲{味道太~}"
"ʂ"	"［1］孙松嵩［2］怂［3］损笋隼榫［5］送宋讼颂诵顺舜"
"ɻ"	"［2］戎绒茸冗融{新派}容{新派}溶{新派}蓉{新派}熔{新派}榕{新派}镕{新派}荣{新派}［5］闰润"
"k"	"［1］工攻功公蚣弓躬恭宫供{~给}［3］巩拱汞矿{~子。铁矿石}［5］贡共供{~养}棍"
"kʰ"	"［1］空{~的}昆坤［3］捆恐孔啃［5］空{填~}控困"
"x"	"［1］烘轰昏婚荤［2］红宏洪虹{彩~}鸿浑魂馄弘泓訇［3］哄［5］混"
"Ø"	"［1］温瘟翁嗡［3］稳［5］瓮"
"#yŋ"	
"tɕ"	"［1］君军均钧［3］窘迥菌［3］郡俊峻骏竣㓋{~~肉：肉冻儿}粽"
"tɕʰ"	"［2］穷琼穹{~顶}群裙［5］穹{猫腰~胯：弯腰驼背}"
"ɕ"	"［1］勋熏{烟~}胸凶兄={难~难弟}［2］旬荀询循巡熊雄［3］唝猪拱嘴［5］逊训驯迅薰{~甜}殉熏{~枣}"
"Ø"	"［1］庸拥晕臃［2］员{~庄}云芸耘纭匀融{老派}容{老派}溶{老派}蓉{老派}熔{老派}榕{老派}镕{老派}荣{老派}［3］允陨涌勇恿蛹踊永咏泳［5］用佣韵运酝熨{~衣}服蕴孕{怀~}"
"#ɛʔ"	
"p"	"［7］八剥驳{杂~~}［8］拔{~尖儿}跋冹{~人}脖鹁{~鸪儿}把{介词}"
"pʰ"	"［7］胖-"
"m"	"［8］抹{揩~}摸{约~}拔?{~笔帽}末{~子：最后一个}"
"f"	"［7］发法［8］乏伐筏罚"
"ʋ"	"［8］袜"
"t"	"［7］答搭瘩褡{~被子}［8］达哒{赤脚八~：赤脚}"
"tʰ"	"［7］獭踏{~实}蹋{糟~}塌托{手承物}溻{~湿}遢{邋~}榻{~~米}拓{~碑}塔沓庹?{等~：比划}脱{~帽儿}［8］趿{~拉鞋}"
"n"	"［7］喏{给与东西时的语气词}［8］衲纳□{睡~：睡着了说梦话/梦魇}"
"l"	"［7］邋［8］喇辣蜡肋{~支扇：肋骨}腊{~月}蝲{~蛄}笿{食~}乐落"
"ts"	"［7］作{~难；~踏；老~家}扎{~挣}摘窄眨则{否~}择责趾{脚~头儿}指{手~头儿}□{~蹋：糟蹋}咂{圪~：吸嘬}侧{~棱:向一边侧身}咱{~们}匝{~道}睫［8］闸炸{~油条}煠轧砸杂泽宅仄凿铡辙{车~道}蒺{~篱儿}□{用缝纫机缝，~上几针}"
"tsʰ"	"［7］册拆策侧{~面儿}测厕擦察插锸{~炭：铲炭}逪{刮~：有来往有交情}岔{~出气}皟{白~~：白不拉擦}"
"s"	"［7］涩色啬穑{~地：尚未重新耕的地}𢶍{搕~:垃圾}杀刹煞靸{~鞋}挲{拨~：拨拉}撒{~酒疯}虱瑟萨{菩~}䜺{~~：碾碎的豆子玉米等}栅{开~，文水县一村名}"
"ɳ"	"［8］㘝{把衣服被子掖进去}"
"ɻ"	"［7］热"
"ŋ"	"［7］押鸭压{~住}"
"x"	"［7］哈{~巴狗}瞎［8］匣峡{向阳~，石~：地名}"
"#iɛʔ"	
"p"	"［7］百柏伯掰擘褙{袼~片：用碎布或旧布加衬纸裱成的厚片，用来制布鞋}［8］帛白{~的}"
"pʰ"	"［7］拍迫魄□{箭~~：高粱秆箅子}"
"m"	"［8］蚂*{~蜉儿：蚂蚁}麦脉"
"tɕ"	"［7］夹甲胛{肩~膀子}角觉{~悟}隔{~开；~过}槅{~棍；被~子}□{~mu：蛮干莽撞}矸{~石，煤中石}［8］□{介词，~这儿走：从这里走}"
"tɕʰ"	"［7］掐{~疙瘩：一种面食}恰确却鹊客{~人；上~；送~；前~避后~}"
"ɕ"	"［7］讗{道~：聊天}侠狭呷辖浃{~人：使人觉得寒冷}［8］学{~生}"
"Ø"	"［7］约{~摸}［8］乐{音~}岳狱"
"#uɛʔ"	
"tʂ"	"［7］捉桌卓啄琢"
"tʂʰ"	"［7］戳促龊"
"ʂ"	"［7］刷缩鎙{手~：手镯}朔蟀摔率甩{~后}"
"ɳ"	"［8］搙?{~折：头朝下撞折}"
"k"	"［7］聒刮掴趏{到处跑}虢{~义河}"
"kʰ"	"［7］扩括廓"
"x"	"［8］滑猾获"
"Ø"	"［7］握沃龌"
"#yɛʔ"	
"tɕʰ"	"［7］确{粘}"
"ɕ"	"［8］穴"
"Ø"	"［7］熨{~贴}浴欲育悦阅越域曰粤跃"
"#əʔ"	
"p"	"［7］不北-{~关，~面儿}钵帛［8］卜拨钹勃饽博搏膊薄笸{~篮}鼻{~涕}"
"pʰ"	"［7］泼泊扑仆朴勃渤醭豰𡋯{面~}㶿{烟从灶火里涌出来}"
"m"	"［8］摸沫没殁莫寞漠陌木目穆睦"
"f"	"［7］佛{~像}福幅［8］复佛{仿~}服伏腹缚{~笤帚}覆"
"ʋ"	"［8］物勿"
"t"	"［7］得{~到}德"
"tʰ"	"［7］托{~人}特"
"n"	"［7］那{~圪节，~厢，~一块}"
"l"	"［8］勒{~住}落{~灰}"
"ts"	"［7］子{子尾}滓只"
"tsʰ"	"［7］娶-{~媳妇子，儿~女嫁}［8］取-{拿}"
"s"	"［7］塞厮{~跟；~儿：儿子}"
"tʂ"	"［7］掷哲秩质折{~断}浙蜇蛰{~伏}执织职植殖{繁~}值{~班}炙辙{南辕北~}褶蔗挚帜摭{~摞：收拾}这{~圪节，~厢，~一块}［8］着{~火}直侄者值{不~当的}"
"tʂʰ"	"［7］彻撤斥尺吃饬赤=［8］着{睡~，拍~}"
"ʂ"	"［7］失湿设涉摄慑识式适释饰赤{~脊背}赦{~免}［8］舌十折{拗~}什拾石{~头}食佘姓实室勺芍蚀殖{骨~：尸骨}□{~出的：由于惯性或自主发力冲出去}"
"ɳ"	"［8］镊蹑"
"ɻ"	"［8］日若弱偌"
"k"	"［7］鸽割葛各阁搁格革隔={~离}嗝戈合{不~群；羊杂~}窟{~窿}脶{~老子：手指纹的一种}［8］胳圪疙旮核{~桃}蛤{~蟆}袼{~褙片：用碎布或旧布加衬纸裱成的厚片，用来制布鞋}栲{竹木编制的盛物农具}囫{~囵}羖{~羝：未骟公绵羊}葫{~芦儿}"
"kʰ"	"［7］瞌磕客={~气}咳{~嗽}刻渴克壳圐{~圙：四面围起的圈，有大小之别}可{~是，~好咧}"
"ŋ"	"［7］恶{~人}鄂额扼搕{~𢶍：垃圾}㷈{~火：封火}"
"x"	"［7］喝黑郝赫吓{恐~}曷?{~地儿：疑问词，哪里}［8］合{~适}核{~对}鹤阂"
"#ieʔ"	
"p"	"［7］笔毕必北={~京}碧荸璧壁鳖憋煏逼□{饱腹的样子}［8］别{~人；~针儿}鼻{~子}"
"pʰ"	"［7］匹撇僻辟劈潎{舀液体表面的一层}辔"
"m"	"［8］灭密蜜墨觅默蔑泌"
"t"	"［7］跌谪的得{~空儿，舍不~}咥{~喝：吃喝}觌{~打对面：面对面}去{趋向动词，出~}［8］碟蝶谍迭迭狄嫡笛
敌"
"tʰ"	"［7］铁贴帖踢剔惕"
"l"	"［7］挒{圪~子：条状缠绕的东西}□{卜~：扔}咧{句末助词}［8］立笠粒力历列烈裂劣栗猎捩{~过：扭转}"
"tɕ"	"［7］接戟墼击激迹积绩汲级寂圾急疾吉即鲫脊辑籍洁脚集{~合}捷婕劫接杰节结揭竭羯疖颉{鹊~岭，地名}棘{沙~汁儿}□{卜~：快速跑}给{供~}稷［8］及截□{失去平衡，~~板儿：跷跷板}集{赶~}"
"tɕʰ"	"［7］戚七妾切沏砌漆缉{~书皮}泣窃怯葺{~理}挈{~领}乞趄"
"ɕ"	"［7］吸昔惜息媳熄歇蝎夕锡隰析晰袭薛楔悉膝屑蟋谐偕熻{烤制，~红薯}揳{打}［8］习席协胁亵挟籺?{糕~：未炸的黄米糕}"
"ȵ"	"［8］业聂孽拟匿溺捏逆虐疟镊"
"Ø"	"［7］一乙役疫腌{~咸菜}噎益抑缢［8］页叶药钥溢译驿逸"
"#uəʔ"	
"t"	"［7］㞘{屁股}咄掇敪厾撴{~弄}［8］毒独读牍犊夺督涂{糊~}渎铎踱□{烟~：烟囱}"
"tʰ"	"［7］凸突秃脱{~衣裳}"
"l"	"［7］□{圪~：粗的棍子}［8］六=绿禄碌录律陆鹿辘雒{姓}骆{姓}率{频~}"
"tʂ"	"［7］作做竹筑拙触烛祝啄琢妯朮粥［8］妯卒嘱逐浊酌镯碡昨"
"tʂʰ"	"［7］出畜{~牲}处{去~}绌蹙簇猝𥼀?{~面糊，~疙瘩，搅动熬煮成粘稠糊状}"
"ʂ"	"［7］说{~话}叔束述淑［8］赎蜀属术熟戍"
"ɻ"	"［8］入辱褥肉{~桂}"
"k"	"［7］国骨郭谷蝈毂"
"kʰ"	"［7］哭酷窟𣝗核{枣~儿}"
"x"	"［7］或惑霍忽惚糊{~涂}豁藿劐镬［8］活鹄"
"Ø"	"［7］屋兀杌捼?{用力使弯曲}忤{~逆}［8］五往{~北}"
"#yeʔ"	
"l"	"［8］掠略捋{~起袖子：撸袖子}"
"tɕ"	"［7］足{~够}掘倔桔橘厥撅噘瘚䦆撧{~断：扯断}［8］橛{~子眼}局锔绝决诀族嚼爵啳*{日~：骂人}□{面~啦：面坨了}"
"tɕʰ"	"［7］菊掬鞠曲蛐屈雀黢焌{~灯儿：火柴}缺瘸撮{用簸箕~}"
"ɕ"	"［7］畜{~牧业}蓄血雪削速宿{~舍}蓿戌粟肃恤［8］俗续踅{~摸}"
"Ø"	"［8］月峪"
"#n̩"	
"Ø"	"［3］你"
"#ə˞"	
"Ø"	"［2］儿而［3］耳饵洱［5］二"
