"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"					
"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"mon"	"mon"	2	"镘"		
"mon"	"mon"	2	"姏"		
"mon"	"mon"	2	"蹣"		
"mon"	"mon"	2	"蹒"		
"mon"	"mon"	3	"滿"		
"mon"	"mon"	3	"满"		
"mon"	"mon"	3	"懣"		
"mon"	"mon"	3	"鏋"		
"don"	"ton"	1	"端"		
"don"	"ton"	1	"耑"		
"don"	"ton"	1	"剬"		
"don"	"ton"	1	"篅"		
"don"	"ton"	2	"團"		
"don"	"ton"	2	"摶"		
"don"	"ton"	2	"漙"		
"don"	"ton"	2	"剸"		
"don"	"ton"	2	"慱"		
"don"	"ton"	2	"槫"		
"don"	"ton"	2	"糰"		
"don"	"ton"	2	"䊜"		
"don"	"ton"	2	"𧓘"		
"don"	"ton"	2	"𩜵"		
"don"	"ton"	2	"𥻁"		
"don"	"ton"	2	"敦"		
"don"	"ton"	2	"鶉"		
"don"	"ton"	2	"鹑"		
"don"	"ton"	2	"𩋦"		
"don"	"ton"	3	"短"		
"don"	"ton"	3	"斷"		
"don"	"ton"	3	"断"		
"don"	"ton"	5	"段"		
"don"	"ton"	5	"塅"		
"don"	"ton"	5	"椴"		
"don"	"ton"	5	"腶"		
"don"	"ton"	5	"碫"		
"don"	"ton"	5	"緞"		
"don"	"ton"	5	"缎"		
"don"	"ton"	5	"毈"		
"don"	"ton"	5	"鍛"		
"don"	"ton"	5	"锻"		
"don"	"ton"	5	"塅"		
"don"	"ton"	5	"𩋦"		
"don"	"ton"	5	"斷"		
"don"	"ton"	5	"断"		
"don"	"ton"	5	"籪"		
"don"	"ton"	5	"簖"		
"don"	"ton"	6	"段"		
"don"	"ton"	6	"塅"		"地名，面積較大的平坦地區"
"don"	"ton"	6	"斷"		
"don"	"ton"	6	"断"		
"don"	"ton"	6	"凼"		"水坑；田地裏漚肥的小坑"
"ton"	"tʰon"	1	"湍"		
"ton"	"tʰon"	1	"貒"		
"ton"	"tʰon"	3	"瘓"		
"ton"	"tʰon"	3	"痪"		
"ton"	"tʰon"	3	"疃"		
"ton"	"tʰon"	3	"畽"		
"ton"	"tʰon"	5	"彖"		
"ton"	"tʰon"	5	"褖"		
"lon"	"lon"	1	"臠"		"萎靡不振：～起～起"
"lon"	"lon"	1	"脔"		
"lon"	"lon"	2	"鸞"		
"lon"	"lon"	2	"鸾"		
"lon"	"lon"	2	"巒"		
"lon"	"lon"	2	"峦"		
"lon"	"lon"	2	"欒"		
"lon"	"lon"	2	"灤"		
"lon"	"lon"	2	"圝"		
"lon"	"lon"	2	"圞"		"圓也"
"lon"	"lon"	2	"臠"		
"lon"	"lon"	2	"鑾"		
"lon"	"lon"	3	"暖"		
"lon"	"lon"	3	"卵"		
"lon"	"lon"	5	"亂"		
"lon"	"lon"	5	"乱"		
"lon"	"lon"	5	"薍"		
"lon"	"lon"	6	"亂"		
"lon"	"lon"	6	"乱"		
"zon"	"tson"	1	"鑽"		
"zon"	"tson"	1	"攢"		
"zon"	"tson"	1	"攒"		
"zon"	"tson"	1	"巑"		
"zon"	"tson"	1	"菆"		
"zon"	"tson"	1	"𨉖"		
"zon"	"tson"	2	"攢"		
"zon"	"tson"	2	"攒"		
"zon"	"tson"	2	"欑"		
"zon"	"tson"	3	"纘"		
"zon"	"tson"	3	"缵"		
"zon"	"tson"	3	"攢"		
"zon"	"tson"	3	"攒"		
"zon"	"tson"	3	"趲"		
"zon"	"tson"	3	"趱"		
"zon"	"tson"	3	"纂"		
"zon"	"tson"	3	"篹"		
"zon"	"tson"	3	"籑"		
"zon"	"tson"	3	"撰"		
"zon"	"tson"	3	"僎"		
"zon"	"tson"	3	"譔"		
"zon"	"tson"	3	"䂎"		"鑽也"
"zon"	"tson"	5	"鑽"		
"zon"	"tson"	5	"籫"		
"con"	"tsʰon"	1	"汆"		
"con"	"tsʰon"	1	"躥"		
"con"	"tsʰon"	5	"竄"		
"con"	"tsʰon"	5	"躥"		
"con"	"tsʰon"	5	"攛"		
"con"	"tsʰon"	5	"篡"		
"con"	"tsʰon"	5	"簒"		
"con"	"tsʰon"	5	"爨"		
"son"	"son"	1	"酸"		
"son"	"son"	1	"痠"		
"son"	"son"	1	"狻"		
"son"	"son"	5	"算"		
"son"	"son"	5	"匴"		
"son"	"son"	5	"筭"		
"son"	"son"	5	"祘"		
"son"	"son"	5	"蒜"		
"gon"	"kon"	1	"官"		
"gon"	"kon"	1	"倌"		
"gon"	"kon"	1	"棺"		
"gon"	"kon"	1	"冠"		
"gon"	"kon"	1	"觀"		
"gon"	"kon"	1	"观"		
"gon"	"kon"	2	"𢑆"		"彎（腰）：～起个腰"
"gon"	"kon"	3	"管"		
"gon"	"kon"	3	"舘"		
"gon"	"kon"	3	"館"		
"gon"	"kon"	3	"馆"		
"gon"	"kon"	3	"琯"		
"gon"	"kon"	3	"痯"		
"gon"	"kon"	3	"輨"		
"gon"	"kon"	3	"錧"		
"gon"	"kon"	3	"綰"		
"gon"	"kon"	3	"绾"		
"gon"	"kon"	3	"筦"		
"gon"	"kon"	3	"脘"		
"gon"	"kon"	3	"斡"		
"gon"	"kon"	5	"灌"		
"gon"	"kon"	5	"罐"		
"gon"	"kon"	5	"鑵"		
"gon"	"kon"	5	"瓘"		
"gon"	"kon"	5	"爟"		
"gon"	"kon"	5	"鸛"		
"gon"	"kon"	5	"鹳"		
"gon"	"kon"	5	"雚"		
"gon"	"kon"	5	"觀"		
"gon"	"kon"	5	"观"		
"gon"	"kon"	5	"冠"		
"gon"	"kon"	5	"涫"		
"gon"	"kon"	5	"錧"		
"gon"	"kon"	5	"祼"		
"gon"	"kon"	5	"毌"		
"gon"	"kon"	5	"貫"		
"gon"	"kon"	5	"贯"		
"gon"	"kon"	5	"摜"		
"gon"	"kon"	5	"掼"		
"gon"	"kon"	5	"丱"		
"gon"	"kon"	5	"綸"		
"gon"	"kon"	5	"纶"		
"gon"	"kon"	7	"个"		"「个樣」的合音"
"gon"	"kon"	7	"個"		
"gon"	"kon"	7	"个"		
"kon"	"kʰon"	1	"寬"		
"kon"	"kʰon"	1	"寛"		
"kon"	"kʰon"	1	"宽"		
"kon"	"kʰon"	1	"髖"		
"kon"	"kʰon"	1	"髋"		
"kon"	"kʰon"	1	"臗"		
"kon"	"kʰon"	3	"歀"		
"kon"	"kʰon"	3	"款"		
"kon"	"kʰon"	3	"欵"		
"kon"	"kʰon"	3	"窾"		
"kon"	"kʰon"	3	"䕀"		
"kon"	"kʰon"	3	"䥗"		
"kon"	"kʰon"	3	"莞"		
"kon"	"kʰon"	3	"浣"		
"kon"	"kʰon"	3	"澣"		
"kon"	"kʰon"	3	"皖"		
"kon"	"kʰon"	3	"梡"		
"kon"	"kʰon"	3	"睆"		
"kon"	"kʰon"	3	"盥"		
"kon"	"kʰon"	5	"墈"		
"kon"	"kʰon"	5	"磡"		
"xon"	"xon"	1	"歡"		
"xon"	"xon"	1	"欢"		
"xon"	"xon"	1	"懽"		
"xon"	"xon"	1	"讙"		
"xon"	"xon"	1	"獾"		
"xon"	"xon"	1	"貛"		
"xon"	"xon"	1	"䝔"		
"xon"	"xon"	1	"驩"		
"xon"	"xon"	1	"嚾"		
"xon"	"xon"	2	"桓"		
"xon"	"xon"	2	"洹"		
"xon"	"xon"	2	"荁"		
"xon"	"xon"	2	"貆"		
"xon"	"xon"	2	"豲"		
"xon"	"xon"	2	"萑"		
"xon"	"xon"	2	"瓛"		
"xon"	"xon"	2	"莞"		
"xon"	"xon"	2	"完"		
"xon"	"xon"	2	"垸"		
"xon"	"xon"	2	"捖"		
"xon"	"xon"	2	"凡"		
"xon"	"xon"	2	"芃"		
"xon"	"xon"	2	"汎"		
"xon"	"xon"	2	"紈"		
"xon"	"xon"	2	"纨"		
"xon"	"xon"	3	"緩"		
"xon"	"xon"	3	"缓"		
"xon"	"xon"	5	"奐"		
"xon"	"xon"	5	"奂"		
"xon"	"xon"	5	"喚"		
"xon"	"xon"	5	"唤"		
"xon"	"xon"	5	"換"		
"xon"	"xon"	5	"换"		
"xon"	"xon"	5	"渙"		
"xon"	"xon"	5	"涣"		
"xon"	"xon"	5	"煥"		
"xon"	"xon"	5	"焕"		
"xon"	"xon"	5	"瘓"		
"xon"	"xon"	5	"痪"		
"xon"	"xon"	5	"患"		
"xon"	"xon"	5	"槵"		
"xon"	"xon"	5	"漶"		
"xon"	"xon"	5	"宦"		
"xon"	"xon"	5	"逭"		
"xon"	"xon"	5	"幻"		
"xon"	"xon"	5	"豢"		
"xon"	"xon"	5	"圂"		
"xon"	"xon"	5	"溷"		
"xon"	"xon"	5	"擐"		
"xon"	"xon"	5	"轘"		
"xon"	"xon"	5	"繯"		
"xon"	"xon"	5	"缳"		
"xon"	"xon"	5	"還"		
"xon"	"xon"	6	"換"		
"xon"	"xon"	6	"换"		
"on"	"on"	2	"完"		
"on"	"on"	3	"宛"		
"on"	"on"	3	"婉"		
"on"	"on"	3	"碗"		
"on"	"on"	3	"盌"		
"on"	"on"	3	"畹"		
"on"	"on"	3	"琬"		
"on"	"on"	3	"腕"		
"on"	"on"	3	"𢮝"		
"on"	"on"	3	"捥"		
"on"	"on"	3	"蜿"		
"on"	"on"	3	"踠"		
"on"	"on"	3	"惋"		
"on"	"on"	3	"菀"		
"on"	"on"	3	"桉"		
"on"	"on"	3	"案"		
"on"	"on"	3	"綰"		
"on"	"on"	3	"绾"		
"on"	"on"	3	"薍"		
"on"	"on"	5	"玩"		"古～"
"on"	"on"	5	"翫"		
"on"	"on"	5	"忨"		
"on"	"on"	5	"杬"		
"ben"	"pən"	1	"奔"		
"ben"	"pən"	1	"犇"		
"ben"	"pən"	1	"賁"		
"ben"	"pən"	1	"贲"		
"ben"	"pən"	1	"崩"		
"ben"	"pən"	1	"痭"		
"ben"	"pən"	1	"弸"		
"ben"	"pən"	1	"掤"		
"ben"	"pən"	1	"繃"		
"ben"	"pən"	1	"綳"		
"ben"	"pən"	1	"绷"		
"ben"	"pən"	1	"祊"		
"ben"	"pən"	1	"𢆸"		
"ben"	"pən"	1	"絣"		
"ben"	"pən"	1	"𢏳"		
"ben"	"pən"	2	"盆"		
"ben"	"pən"	2	"湓"		
"ben"	"pən"	2	"瓫"		
"ben"	"pən"	2	"朋"		
"ben"	"pən"	2	"棚"		
"ben"	"pən"	2	"硼"		
"ben"	"pən"	2	"堋"		
"ben"	"pən"	2	"𨂃"		
"ben"	"pən"	2	"鵬"		
"ben"	"pən"	2	"鹏"		
"ben"	"pən"	2	"彭"		
"ben"	"pən"	2	"澎"		
"ben"	"pən"	2	"膨"		
"ben"	"pən"	2	"蟛"		
"ben"	"pən"	2	"蟚"		
"ben"	"pən"	2	"甭"		
"ben"	"pən"	3	"本"		
"ben"	"pən"	3	"濆"		
"ben"	"pən"	3	"畚"		
"ben"	"pən"	5	"笨"		
"ben"	"pən"	5	"体"		
"ben"	"pən"	5	"逩"		
"ben"	"pən"	5	"奔"		
"ben"	"pən"	5	"捹"		
"ben"	"pən"	5	"𤘝"		
"ben"	"pən"	5	"𣴞"		
"ben"	"pən"	5	"蹦"		
"ben"	"pən"	5	"堋"		
"ben"	"pən"	5	"繃"		
"ben"	"pən"	5	"甏"		
"ben"	"pən"	6	"笨"		
"pen"	"pʰən"	1	"噴"		
"pen"	"pʰən"	1	"喷"		
"pen"	"pʰən"	1	"烹"		
"pen"	"pʰən"	1	"澎"		
"pen"	"pʰən"	1	"匉"		
"pen"	"pʰən"	1	"砰"		
"pen"	"pʰən"	1	"伻"		
"pen"	"pʰən"	5	"噴"		
"pen"	"pʰən"	5	"喷"		
"pen"	"pʰən"	5	"掽"		
"pen"	"pʰən"	5	"碰"		
"men"	"mən"	1	"蚊"		
"men"	"mən"	2	"門"		
"men"	"mən"	2	"门"		
"men"	"mən"	2	"捫"		
"men"	"mən"	2	"扪"		
"men"	"mən"	2	"穈"		
"men"	"mən"	2	"璊"		
"men"	"mən"	2	"瞞"		
"men"	"mən"	2	"亹"		
"men"	"mən"	2	"虋"		
"men"	"mən"	2	"汶"		
"men"	"mən"	2	"萌"		
"men"	"mən"	2	"氓"		
"men"	"mən"	2	"甿"		
"men"	"mən"	2	"蝱"		
"men"	"mən"	2	"虻"		
"men"	"mən"	3	"猛"		
"men"	"mən"	3	"錳"		
"men"	"mən"	3	"锰"		
"men"	"mən"	3	"蜢"		
"men"	"mən"	3	"艋"		
"men"	"mən"	5	"悶"		
"men"	"mən"	5	"闷"		
"men"	"mən"	6	"悶"		"～車，～船"
"men"	"mən"	6	"門"		"～口：跟前；附近"
"fen"	"ɸən"	1	"分"		
"fen"	"ɸən"	1	"芬"		
"fen"	"ɸən"	1	"吩"		
"fen"	"ɸən"	1	"紛"		
"fen"	"ɸən"	1	"纷"		
"fen"	"ɸən"	1	"雰"		
"fen"	"ɸən"	1	"氛"		
"fen"	"ɸən"	1	"棻"		
"fen"	"ɸən"	1	"餴"		
"fen"	"ɸən"	1	"饙"		
"fen"	"ɸən"	1	"昏"		
"fen"	"ɸən"	1	"昬"		
"fen"	"ɸən"	1	"婚"		
"fen"	"ɸən"	1	"惛"		
"fen"	"ɸən"	1	"殙"		
"fen"	"ɸən"	1	"睧"		
"fen"	"ɸən"	1	"閽"		
"fen"	"ɸən"	1	"阍"		
"fen"	"ɸən"	1	"棔"		
"fen"	"ɸən"	1	"葷"		
"fen"	"ɸən"	1	"荤"		
"fen"	"ɸən"	1	"渾"		
"fen"	"ɸən"	1	"浑"		
"fen"	"ɸən"	1	"薨"		
"fen"	"ɸən"	1	"甍"		
"fen"	"ɸən"	2	"汾"		
"fen"	"ɸən"	2	"枌"		
"fen"	"ɸən"	2	"岎"		
"fen"	"ɸən"	2	"朌"		
"fen"	"ɸən"	2	"羒"		
"fen"	"ɸən"	2	"蚠"		
"fen"	"ɸən"	2	"鼢"		
"fen"	"ɸən"	2	"蚡"		
"fen"	"ɸən"	2	"焚"		
"fen"	"ɸən"	2	"賁"		
"fen"	"ɸən"	2	"贲"		
"fen"	"ɸən"	2	"墳"		
"fen"	"ɸən"	2	"坟"		
"fen"	"ɸən"	2	"蕡"		
"fen"	"ɸən"	2	"幩"		
"fen"	"ɸən"	2	"濆"		
"fen"	"ɸən"	2	"羵"		
"fen"	"ɸən"	2	"豶"		
"fen"	"ɸən"	2	"豮"		
"fen"	"ɸən"	2	"鼖"		
"fen"	"ɸən"	2	"魂"		
"fen"	"ɸən"	2	"餛"		
"fen"	"ɸən"	2	"馄"		
"fen"	"ɸən"	2	"餫"		
"fen"	"ɸən"	2	"渾"		
"fen"	"ɸən"	2	"浑"		
"fen"	"ɸən"	2	"琿"		
"fen"	"ɸən"	2	"珲"		
"fen"	"ɸən"	2	"珩"		
"fen"	"ɸən"	2	"衡"		
"fen"	"ɸən"	2	"横"		
"fen"	"ɸən"	2	"黌"		
"fen"	"ɸən"	3	"粉"		
"fen"	"ɸən"	3	"坋"		
"fen"	"ɸən"	3	"混"		
"fen"	"ɸən"	3	"焜"		
"fen"	"ɸən"	3	"渾"		
"fen"	"ɸən"	3	"浑"		
"fen"	"ɸən"	3	"鯶"		
"fen"	"ɸən"	3	"沄"		
"fen"	"ɸən"	5	"分"		
"fen"	"ɸən"	5	"份"		
"fen"	"ɸən"	5	"忿"		
"fen"	"ɸən"	5	"憤"		
"fen"	"ɸən"	5	"愤"		
"fen"	"ɸən"	5	"僨"		
"fen"	"ɸən"	5	"偾"		
"fen"	"ɸən"	5	"噴"		
"fen"	"ɸən"	5	"喷"		
"fen"	"ɸən"	5	"濆"		
"fen"	"ɸən"	5	"賁"		
"fen"	"ɸən"	5	"贲"		
"fen"	"ɸən"	5	"糞"		
"fen"	"ɸən"	5	"粪"		
"fen"	"ɸən"	5	"瀵"		
"fen"	"ɸən"	5	"奮"		
"fen"	"ɸən"	5	"拚"		
"fen"	"ɸən"	5	"混"		
"fen"	"ɸən"	5	"諢"		
"fen"	"ɸən"	5	"诨"		
"fen"	"ɸən"	5	"圂"		
"fen"	"ɸən"	5	"溷"		
"fen"	"ɸən"	5	"慁"		
"fen"	"ɸən"	5	"横"		
"fen"	"ɸən"	6	"份"		
"fen"	"ɸən"	6	"混"		
"den"	"tən"	1	"登"		
"den"	"tən"	1	"燈"		
"den"	"tən"	1	"鐙"		
"den"	"tən"	1	"镫"		
"den"	"tən"	1	"灯"		
"den"	"tən"	1	"簦"		
"den"	"tən"	1	"豋"		
"den"	"tən"	1	"㲪"		
"den"	"tən"	1	"竳"		
"den"	"tən"	1	"敦"		
"den"	"tən"	1	"惇"		
"den"	"tən"	1	"墩"		
"den"	"tən"	1	"暾"		
"den"	"tən"	1	"燉"		
"den"	"tən"	1	"䃦"		
"den"	"tən"	1	"豚"		
"den"	"tən"	1	"躉"		
"den"	"tən"	1	"蹲"		
"den"	"tən"	2	"滕"		
"den"	"tən"	2	"藤"		
"den"	"tən"	2	"籐"		
"den"	"tən"	2	"騰"		
"den"	"tən"	2	"腾"		
"den"	"tən"	2	"謄"		
"den"	"tən"	2	"縢"		
"den"	"tən"	2	"螣"		
"den"	"tən"	2	"疼"		
"den"	"tən"	2	"豚"		
"den"	"tən"	2	"臀"		
"den"	"tən"	2	"屯"		
"den"	"tən"	2	"坉"		
"den"	"tən"	2	"囤"		
"den"	"tən"	2	"飩"		
"den"	"tən"	2	"饨"		
"den"	"tən"	2	"芚"		
"den"	"tən"	2	"軘"		
"den"	"tən"	2	"迍"		
"den"	"tən"	2	"魨"		
"den"	"tən"	2	"鲀"		
"den"	"tən"	2	"窀"		
"den"	"tən"	2	"邆"		
"den"	"tən"	3	"等"		
"den"	"tən"	3	"戥"		
"den"	"tən"	3	"𣎴"		
"den"	"tən"	3	"敦"		
"den"	"tən"	3	"䃦"		
"den"	"tən"	3	"躉"		
"den"	"tən"	5	"櫈"		
"den"	"tən"	5	"凳"		
"den"	"tən"	5	"橙"		
"den"	"tən"	5	"瞪"		
"den"	"tən"	5	"鄧"		
"den"	"tən"	5	"蹬"		
"den"	"tən"	5	"鐙"		
"den"	"tən"	5	"镫"		
"den"	"tən"	5	"嶝"		
"den"	"tən"	5	"隥"		
"den"	"tən"	5	"墱"		
"den"	"tən"	5	"磴"		
"den"	"tən"	5	"沌"		
"den"	"tən"	5	"鈍"		
"den"	"tən"	5	"钝"		
"den"	"tən"	5	"頓"		
"den"	"tən"	5	"顿"		
"den"	"tən"	5	"噸"		
"den"	"tən"	5	"囤"		
"den"	"tən"	5	"盹"		
"den"	"tən"	5	"炖"		
"den"	"tən"	5	"扽"		
"den"	"tən"	5	"燉"		
"den"	"tən"	5	"盾"		
"den"	"tən"	5	"遁"		
"den"	"tən"	5	"遯"		
"den"	"tən"	6	"鄧"		
"den"	"tən"	6	"鈍"		
"den"	"tən"	6	"钝"		
"ten"	"tʰən"	1	"鼟"		
"ten"	"tʰən"	1	"吞"		
"ten"	"tʰən"	1	"啍"		
"ten"	"tʰən"	1	"涒"		
"ten"	"tʰən"	1	"焞"		
"ten"	"tʰən"	1	"暾"		
"ten"	"tʰən"	1	"燉"		
"ten"	"tʰən"	1	"飩"		"破讀"
"ten"	"tʰən"	3	"汆"		
"ten"	"tʰən"	3	"隥"		"～子：台階"
"ten"	"tʰən"	5	"褪"		
"ten"	"tʰən"	5	"稱"		"～頭：指擔子兩頭的重量相當"
"len"	"lən"	1	"掄"		
"len"	"lən"	1	"抡"		
"len"	"lən"	2	"倫"		
"len"	"lən"	2	"伦"		
"len"	"lən"	2	"淪"		
"len"	"lən"	2	"沦"		
"len"	"lən"	2	"論"		
"len"	"lən"	2	"论"		
"len"	"lən"	2	"輪"		
"len"	"lən"	2	"轮"		
"len"	"lən"	2	"掄"		
"len"	"lən"	2	"抡"		
"len"	"lən"	2	"崘"		
"len"	"lən"	2	"崙"		
"len"	"lən"	2	"侖"		
"len"	"lən"	2	"綸"		
"len"	"lən"	2	"圇"		
"len"	"lən"	2	"蜦"		
"len"	"lən"	2	"䑳"		
"len"	"lən"	3	"冷"		
"len"	"lən"	5	"論"		
"len"	"lən"	5	"论"		
"len"	"lən"	5	"埨"		
"len"	"lən"	5	"嫰"		
"len"	"lən"	5	"媆"		
"len"	"lən"	5	"嫩"		
"len"	"lən"	6	"嫩"		
"zen"	"tsən"	1	"簪"		
"zen"	"tsən"	1	"曾"		
"zen"	"tsən"	1	"增"		
"zen"	"tsən"	1	"繒"		
"zen"	"tsən"	1	"缯"		
"zen"	"tsən"	1	"罾"		
"zen"	"tsən"	1	"橧"		
"zen"	"tsən"	1	"矰"		
"zen"	"tsən"	1	"憎"		
"zen"	"tsən"	1	"噌"		
"zen"	"tsən"	1	"鄫"		
"zen"	"tsən"	1	"爭"		
"zen"	"tsən"	1	"争"		
"zen"	"tsən"	1	"崢"		
"zen"	"tsən"	1	"峥"		
"zen"	"tsən"	1	"掙"		
"zen"	"tsən"	1	"挣"		
"zen"	"tsən"	1	"猙"		
"zen"	"tsən"	1	"狰"		
"zen"	"tsən"	1	"睜"		
"zen"	"tsən"	1	"睁"		
"zen"	"tsən"	1	"琤"		
"zen"	"tsən"	1	"錚"		
"zen"	"tsən"	1	"铮"		
"zen"	"tsən"	1	"鬇"		
"zen"	"tsən"	1	"箏"		
"zen"	"tsən"	1	"筝"		
"zen"	"tsən"	1	"綪"		
"zen"	"tsən"	1	"丁"		
"zen"	"tsən"	1	"榛"		
"zen"	"tsən"	1	"蓁"		
"zen"	"tsən"	1	"獉"		
"zen"	"tsən"	1	"臻"		
"zen"	"tsən"	1	"溱"		
"zen"	"tsən"	1	"尊"		
"zen"	"tsən"	1	"遵"		
"zen"	"tsən"	1	"樽"		
"zen"	"tsən"	1	"罇"		
"zen"	"tsən"	1	"𤮐"		
"zen"	"tsən"	1	"蹲"		
"zen"	"tsən"	1	"鱒"		
"zen"	"tsən"	1	"鳟"		
"zen"	"tsən"	1	"鐏"		
"zen"	"tsən"	1	"嶟"		
"zen"	"tsən"	1	"㕙"		
"zen"	"tsən"	1	"踆"		
"zen"	"tsən"	1	"逡"		
"zen"	"tsən"	2	"岑"		
"zen"	"tsən"	2	"涔"		
"zen"	"tsən"	2	"梣"		
"zen"	"tsən"	2	"鐕"		
"zen"	"tsən"	2	"曾"		
"zen"	"tsən"	2	"層"		
"zen"	"tsən"	2	"嶒"		
"zen"	"tsən"	2	"䟫"		
"zen"	"tsən"	2	"棖"		
"zen"	"tsən"	2	"枨"		
"zen"	"tsən"	2	"掁"		
"zen"	"tsən"	2	"橙"		
"zen"	"tsən"	2	"存"		
"zen"	"tsən"	3	"怎"		
"zen"	"tsən"	3	"撙"		
"zen"	"tsən"	3	"僔"		
"zen"	"tsən"	5	"譖"		
"zen"	"tsən"	5	"谮"		
"zen"	"tsən"	5	"贈"		
"zen"	"tsən"	5	"赠"		
"zen"	"tsən"	5	"甑"		
"zen"	"tsən"	5	"掙"		
"zen"	"tsən"	5	"挣"		
"zen"	"tsən"	5	"諍"		
"zen"	"tsən"	5	"诤"		
"zen"	"tsən"	5	"鐏"		
"zen"	"tsən"	5	"俊"		
"zen"	"tsən"	5	"竣"		
"zen"	"tsən"	5	"峻"		
"zen"	"tsən"	5	"陖"		
"zen"	"tsən"	5	"浚"		
"zen"	"tsən"	5	"捘"		
"zen"	"tsən"	5	"葰"		
"zen"	"tsən"	5	"焌"		
"zen"	"tsən"	5	"駿"		
"zen"	"tsən"	5	"骏"		
"zen"	"tsən"	5	"畯"		
"zen"	"tsən"	5	"餕"		
"zen"	"tsən"	5	"馂"		
"zen"	"tsən"	5	"𦿉"		
"zen"	"tsən"	5	"鵔"		
"zen"	"tsən"	5	"濬"		
"zen"	"tsən"	5	"雋"		
"zen"	"tsən"	5	"儁"		
"zen"	"tsən"	5	"寯"		
"zen"	"tsən"	5	"枃"		
"zen"	"tsən"	6	"澄"		"～子"
"zen"	"tsən"	6	"捘"		"按；壓"
"cen"	"tsʰən"	1	"參"		
"cen"	"tsʰən"	1	"参"		
"cen"	"tsʰən"	1	"撐"		
"cen"	"tsʰən"	1	"瞠"		
"cen"	"tsʰən"	1	"搶"		
"cen"	"tsʰən"	1	"傖"		
"cen"	"tsʰən"	1	"伧"		
"cen"	"tsʰən"	1	"噌"		
"cen"	"tsʰən"	1	"村"		
"cen"	"tsʰən"	1	"邨"		
"cen"	"tsʰən"	1	"皴"		
"cen"	"tsʰən"	1	"踆"		
"cen"	"tsʰən"	3	"忖"		
"cen"	"tsʰən"	3	"刌"		
"cen"	"tsʰən"	3	"𢩭"		
"cen"	"tsʰən"	5	"蹭"		
"cen"	"tsʰən"	5	"寸"		
"cen"	"tsʰən"	5	"吋"		
"cen"	"tsʰən"	5	"撐"		
"cen"	"tsʰən"	5	"橕"		
"cen"	"tsʰən"	5	"牚"		
"cen"	"tsʰən"	5	"櫬"		
"cen"	"tsʰən"	5	"襯"		
"cen"	"tsʰən"	5	"䞋"		
"cen"	"tsʰən"	5	"嚫"		
"cen"	"tsʰən"	5	"齔"		
"cen"	"tsʰən"	5	"龀"		
"cen"	"tsʰən"	5	"齓"		
"cen"	"tsʰən"	5	"龀"		
"cen"	"tsʰən"	5	"讖"		
"cen"	"tsʰən"	5	"谶"		
"cen"	"tsʰən"	5	"䟫"		"～嘴：吵嘴"
"sen"	"sən"	1	"森"		
"sen"	"sən"	1	"參"	"参"	"人～"
"sen"	"sən"	1	"槮"		
"sen"	"sən"	1	"椮"		
"sen"	"sən"	1	"蓡"		
"sen"	"sən"	1	"僧"		
"sen"	"sən"	1	"生"		
"sen"	"sən"	1	"牲"		
"sen"	"sən"	1	"甥"		
"sen"	"sən"	1	"笙"		
"sen"	"sən"	1	"鼪"		
"sen"	"sən"	1	"𥠀"		
"sen"	"sən"	1	"孫"		
"sen"	"sən"	1	"孙"		
"sen"	"sən"	1	"猻"		
"sen"	"sən"	1	"狲"		
"sen"	"sən"	1	"蓀"		
"sen"	"sən"	1	"荪"		
"sen"	"sən"	1	"搎"		
"sen"	"sən"	1	"飧"		
"sen"	"sən"	1	"飡"		
"sen"	"sən"	2	"循"		
"sen"	"sən"	2	"巡"		
"sen"	"sən"	2	"廵"		
"sen"	"sən"	2	"馴"		
"sen"	"sən"	2	"驯"		
"sen"	"sən"	2	"紃"		
"sen"	"sən"	2	"旬"		
"sen"	"sən"	2	"洵"		
"sen"	"sən"	2	"詢"		
"sen"	"sən"	2	"询"		
"sen"	"sən"	2	"恂"		
"sen"	"sən"	2	"珣"		
"sen"	"sən"	2	"荀"		
"sen"	"sən"	2	"郇"		
"sen"	"sən"	2	"峋"		
"sen"	"sən"	2	"徇"		
"sen"	"sən"	2	"眴"		
"sen"	"sən"	3	"筍"		
"sen"	"sən"	3	"栒"		
"sen"	"sən"	3	"笋"		
"sen"	"sən"	3	"損"		
"sen"	"sən"	3	"损"		
"sen"	"sən"	3	"隼"		
"sen"	"sən"	3	"榫"		
"sen"	"sən"	3	"簨"		
"sen"	"sən"	3	"㾪"		
"sen"	"sən"	3	"省"		
"sen"	"sən"	3	"眚"		
"sen"	"sən"	5	"滲"		
"sen"	"sən"	5	"渗"		
"sen"	"sən"	5	"涁"		
"sen"	"sən"	5	"沁"		
"sen"	"sən"	5	"遜"		
"sen"	"sən"	5	"逊"		
"sen"	"sən"	5	"孫"		
"sen"	"sən"	5	"孙"		
"sen"	"sən"	5	"巽"		
"sen"	"sən"	5	"噀"		
"sen"	"sən"	5	"顨"		
"sen"	"sən"	5	"徇"		
"sen"	"sən"	5	"殉"		
"sen"	"sən"	5	"侚"		
"zhen"	"tʃən"	1	"珍"		
"zhen"	"tʃən"	1	"胗"		
"zhen"	"tʃən"	1	"針"		
"zhen"	"tʃən"	1	"针"		
"zhen"	"tʃən"	1	"鍼"		
