"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"					
"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"zhy"	"tɕy"	3	"拒"		"同「矩」：方陣也"
"zhy"	"tɕy"	3	"舉"	"擧"	"～起；推～；～國"
"zhy"	"tɕy"	3		"举"	"～起；推～；～國"
"zhy"	"tɕy"	3	"櫸"	"榉"	"木名"
"zhy"	"tɕy"	3	"莒"		"周國名"
"zhy"	"tɕy"	3	"筥"		"盛米器"
"zhy"	"tɕy"	3	"枸"		"木名"
"zhy"	"tɕy"	3	"蒟"		"～蒻：艸名"
"zhy"	"tɕy"	3	"踽"	"偊"	"～～獨行"
"zhy"	"tɕy"	3	"窶"	"窭"	"貧也"
"zhy"	"tɕy"	3	"宁"		"門屏之閒也"
"zhy"	"tɕy"	3	"貯"	"贮"	"～藏"
"zhy"	"tɕy"	3	"羜"		"小羊也"
"zhy"	"tɕy"	3	"主"		"～權；～張；～客；神～"
"zhy"	"tɕy"	3	"拄"		"支也"
"zhy"	"tɕy"	3	"炷"		"燈～"
"zhy"	"tɕy"	3	"𠰍"		"口不正也"
"zhy"	"tɕy"	3	"鉒"	"𰽯"	"鑛名"
"zhy"	"tɕy"	3	"麈"		"～尾；～教"
"zhy"	"tɕy"	3	"渚"		"洲～"
"zhy"	"tɕy"	3	"煑"	"煮"	"烹也"
"zhy"	"tɕy"	3	"楮"		"木名"
"zhy"	"tɕy"	3	"褚"		"綿也；姓；囊也"
"zhy"	"tɕy"	3	"陼"		"同「渚」"
"zhy"	"tɕy"	3	"翥"		"飛舉也"
"zhy"	"tɕy"	3	"枓"		"斟水器也"
"zhy"	"tɕy"	5	"巨"		"大也"
"zhy"	"tɕy"	5	"拒"		"抗～"
"zhy"	"tɕy"	5	"炬"		"爉～"
"zhy"	"tɕy"	5	"怇"		"慢也"
"zhy"	"tɕy"	5	"鉅"	"钜"	"大也，同「巨」"
"zhy"	"tɕy"	5	"距"		"～離"
"zhy"	"tɕy"	5	"詎"	"讵"	"豈也；曾也"
"zhy"	"tɕy"	5	"秬"		"黑黍也"
"zhy"	"tɕy"	5	"苣"		"萵～"
"zhy"	"tɕy"	5	"蚷"		"角～：蟲名"
"zhy"	"tɕy"	5	"䣰"		"同「醵」"
"zhy"	"tɕy"	5	"駏"	"𱅃"	"～驢：獸名"
"zhy"	"tɕy"	5	"具"		"器～；才～；～備"
"zhy"	"tɕy"	5	"埧"		"隄塘也"
"zhy"	"tɕy"	5	"椇"		"果名；俎名"
"zhy"	"tɕy"	5	"颶"	"飓"	"～風"
"zhy"	"tɕy"	5	"豦"	"𤢓"	"獸名"
"zhy"	"tɕy"	5	"據"	"据"	"根～；憑～"
"zhy"	"tɕy"	5	"勮"		"勤務也；懼也"
"zhy"	"tɕy"	5	"遽"		"急～"
"zhy"	"tɕy"	5	"醵"	"䣰"	"合資也"
"zhy"	"tɕy"	5	"鐻"	"𮣷"	"樂器；同「𧇽」"
"zhy"	"tɕy"	5	"臄"		"口蓋也"
"zhy"	"tɕy"	5	"倨"		"～傲"
"zhy"	"tɕy"	5	"踞"		"蹲～；蟠～"
"zhy"	"tɕy"	5	"鋸"	"锯"	"斧～"
"zhy"	"tɕy"	5	"句"		"語～；章～"
"zhy"	"tɕy"	5	"泃"		"水名"
"zhy"	"tɕy"	5	"怐"		"恐也"
"zhy"	"tɕy"	5	"齣"	"𱌮"	"戲劇之一；一回曰一～"
"zhy"	"tɕy"	5		"出"	"同「齣」：戲劇之一；一回曰一～"
"zhy"	"tɕy"	5	"瞿"		"～～"
"zhy"	"tɕy"	5	"懼"	"愳"	"恐～"
"zhy"	"tɕy"	5		"惧"	"恐～"
"zhy"	"tɕy"	5	"屨"	"屦"	"艸履也"
"zhy"	"tɕy"	5	"窶"	"窭"	"貧也"
"zhy"	"tɕy"	5	"齲"	"龋"	"齒蠹也"
"zhy"	"tɕy"	5	"𧇽"	"虡"	"懸鐘鼓之架也"
"zhy"	"tɕy"	5		"簴"	"懸鐘鼓之架也"
"zhy"	"tɕy"	5	"劊"	"刽"	"～子手"
"zhy"	"tɕy"	5	"佇"	"伫"	"久立也"
"zhy"	"tɕy"	5	"竚"	"𥩟"	"久立也"
"zhy"	"tɕy"	5	"苧"	"苎"	"～麻"
"zhy"	"tɕy"	5	"紵"	"纻"	"～絮"
"zhy"	"tɕy"	5	"住"		"止也；居～"
"zhy"	"tɕy"	5	"注"		"～意；～入；挹～；～解"
"zhy"	"tɕy"	5	"註"	"𬣣"	"～冊；～釋"
"zhy"	"tɕy"	5	"柱"		"砥～"
"zhy"	"tɕy"	5	"炷"		"燈芯也"
"zhy"	"tɕy"	5	"蛀"		"～木蟲"
"zhy"	"tɕy"	5	"駐"	"驻"	"～馬；～紮"
"zhy"	"tɕy"	5	"著"		"顯～；～述"
"zhy"	"tɕy"	5	"箸"	"筯"	"食具也"
"zhy"	"tɕy"	5	"鑄"	"鋳"	"～造"
"zhy"	"tɕy"	5		"铸"	"～造"
"zhy"	"tɕy"	5	"馵"	"𱄼"	"馬也"
"zhy"	"tɕy"	5	"屬"	"属"	"注也；～目；～意"
"zhy"	"tɕy"	5	"翥"		"鳳～"
"zhy"	"tɕy"	5	"屢"	"屡"	"頻也"
"zhy"	"tɕy"	5	"霔"		"大雨"
"zhy"	"tɕy"	5	"岠"		"大山也"
"zhy"	"tɕy"	5	"拄"		"撐也"
"zhy"	"tɕy"	5	"劇"	"剧"	"戲～"
"zhy"	"tɕy"	5	"拘"		"～板"
"zhy"	"tɕy"	6	"柱"		"屋～；～子"
"zhy"	"tɕy"	6	"苧"	"苎"	"～麻"
"zhy"	"tɕy"	6	"佇"	"伫"	"延～：久立也"
"zhy"	"tɕy"	6	"竚"	"𥩟"	"延～：久立也"
"zhy"	"tɕy"	6	"紵"	"纻"	"同「苧」"
"zhy"	"tɕy"	6	"鉅"	"钜"	"剛～"
"zhy"	"tɕy"	6	"苣"		"萵～"
"zhy"	"tɕy"	6	"秬"		"黑黍"
"zhy"	"tɕy"	6	"椇"		"枳～：果名"
"zhy"	"tɕy"	6	"住"		"居～；～房"
"zhy"	"tɕy"	7	"局"		"結～；～部；～促"
"zhy"	"tɕy"	7	"侷"		"～促，同「局」"
"zhy"	"tɕy"	7	"跼"		"曲也"
"zhy"	"tɕy"	7	"挶"		"舁土之器；畚～"
"zhy"	"tɕy"	7	"梮"		"山行之具"
"zhy"	"tɕy"	7	"鋦"	"锔"	"以鐵縛物也"
"zhy"	"tɕy"	7	"匊"	"掬"	"兩手一～"
"zhy"	"tɕy"	7	"菊"		"～花；～月：農曆九月"
"zhy"	"tɕy"	7	"鞠"		"養也；～躬"
"zhy"	"tɕy"	7	"踘"		"蹴～"
"zhy"	"tɕy"	7	"鞫"	"諊"	"訊～"
"zhy"	"tɕy"	7	"椈"		"木名"
"zhy"	"tɕy"	7	"躹"		"～躬，同「鞠」"
"zhy"	"tɕy"	7	"橘"	"桔"	"果名"
"zhy"	"tɕy"	7	"劀"		"割惡瘡肉也"
"zhy"	"tɕy"	7	"鷸"	"鹬"	"鳥名；～蚌相爭"
"zhy"	"tɕy"	7	"劇"	"剧"	"戲～"
"zhy"	"tɕy"	7	"毱"		"皮毛丸也"
"zhy"	"tɕy"	7	"輂"	"𰺅"	"禹所乘"
"zhy"	"tɕy"	7	"䎤"	"𦔁"	"耕麥地"
"chy"	"tɕʰy"	1	"區"	"区"	"～別；～域"
"chy"	"tɕʰy"	1	"嶇"	"岖"	"崎～"
"chy"	"tɕʰy"	1	"樞"	"枢"	"～紐"
"chy"	"tɕʰy"	1	"軀"	"躯"	"身～"
"chy"	"tɕʰy"	1	"驅"	"駆"	"～逐；～使"
"chy"	"tɕʰy"	1	"駈"	"驱"	"～逐；～使"
"chy"	"tɕʰy"	1	"敺"	"𰕅"	"～逐；～使"
"chy"	"tɕʰy"	1	"貙"	"䝙"	"獸名"
"chy"	"tɕʰy"	1	"去"		"同「驅」"
"chy"	"tɕʰy"	1	"佉"		"～沙；～楼"
"chy"	"tɕʰy"	1	"呿"	"𠳷"	"張口皃；臥息也"
"chy"	"tɕʰy"	1	"胠"		"開也"
"chy"	"tɕʰy"	1	"祛"		"袂也"
"chy"	"tɕʰy"	1	"阹"		"依山而圈也"
"chy"	"tɕʰy"	1	"袪"		"逐也"
"chy"	"tɕʰy"	1	"魼"	"𱇜"	"魚名"
"chy"	"tɕʰy"	1	"咮"		"鳥口"
"chy"	"tɕʰy"	3	"杵"		"舂～；木～"
"chy"	"tɕʰy"	3	"處"	"处"	"～理；相～；居～；～女"
"chy"	"tɕʰy"	3	"𣎴"		"木餘也"
"chy"	"tɕʰy"	3	"去"		"除也"
"chy"	"tɕʰy"	5	"去"		"來～；～留"
"chy"	"tɕʰy"	5	"處"	"处"	"～所；～暑"
"chy"	"tɕʰy"	5	"絮"		"調也"
"chy"	"tɕʰy"	5	"𨧱"	"𨱊"	"鎖鈕也；～銊"
"chy"	"tɕʰy"	5	"𦁐"		"狄衣也"
"chy"	"tɕʰy"	5	"屈"		"～子：屈戌"
"chy"	"tɕʰy"	5	"呿"	"𠳷"	"臥吐息"
"chy"	"tɕʰy"	6	"杵"		"噘：嘴巴一～起"
"chy"	"tɕʰy"	7	"屈"		"～服；～曲；姓"
"chy"	"tɕʰy"	7	"詘"	"诎"	"屈也；卷也；折服也"
"chy"	"tɕʰy"	7	"出"		"～入；同「齣」：戲劇之一；一回曰一～"
"chy"	"tɕʰy"	7	"倔"		"～強，通作「屈彊」"
"chy"	"tɕʰy"	7	"崛"		"山短高也；～起"
"chy"	"tɕʰy"	7	"𨧱"	"𨱊"	"鎖鈕也；～銊"
"chy"	"tɕʰy"	7	"黜"		"貶也"
"chy"	"tɕʰy"	7	"絀"	"绌"	"貶也"
"chy"	"tɕʰy"	7	"齣"	"𱌮"	"戲劇之一；一回曰一～"
"chy"	"tɕʰy"	7	"窋"		"后稷子名不～"
"gny"	"ɲy"	3	"女"		"～子；男～"
"gny"	"ɲy"	3	"汝"		"水名；爾～"
"gny"	"ɲy"	5	"女"		"以女妻人也"
"shy"	"ɕy"	1	"吁"		
"shy"	"ɕy"	1	"訏"		
"shy"	"ɕy"	1	"𬣙"		
"shy"	"ɕy"	1	"盱"		
"shy"	"ɕy"	1	"芋"		
"shy"	"ɕy"	1	"冔"		
"shy"	"ɕy"	1	"虚"		
"shy"	"ɕy"	1	"墟"		
"shy"	"ɕy"	1	"嘘"		
"shy"	"ɕy"	1	"歔"		
"shy"	"ɕy"	1	"喣"		
"shy"	"ɕy"	1	"呴"		
"shy"	"ɕy"	1	"姁"		
"shy"	"ɕy"	1	"嫗"		
"shy"	"ɕy"	1	"妪"		
"shy"	"ɕy"	1	"抒"		
"shy"	"ɕy"	1	"紓"		
"shy"	"ɕy"	1	"纾"		
"shy"	"ɕy"	1	"舒"		
"shy"	"ɕy"	1	"攄"		
"shy"	"ɕy"	1	"摅"		
"shy"	"ɕy"	1	"樗"		
"shy"	"ɕy"	1	"摴"		
"shy"	"ɕy"	1	"鄃"		
"shy"	"ɕy"	1	"輸"		
"shy"	"ɕy"	1	"输"		
"shy"	"ɕy"	1	"書"		
"shy"	"ɕy"	1	"书"		
"shy"	"ɕy"	2	"殊"		
"shy"	"ɕy"	2	"朱"		
"shy"	"ɕy"	2	"殳"		
"shy"	"ɕy"	2	"薯"		
"shy"	"ɕy"	2	"藷"		
"shy"	"ɕy"	2	"𫉄"		
"shy"	"ɕy"	3	"許"		
"shy"	"ɕy"	3	"许"		
"shy"	"ɕy"	3	"詡"		
"shy"	"ɕy"	3	"诩"		
"shy"	"ɕy"	3	"栩"		
"shy"	"ɕy"	3	"鄦"		
"shy"	"ɕy"	3	"𰻡"		
"shy"	"ɕy"	3	"憮"		
"shy"	"ɕy"	3	"怃"		
"shy"	"ɕy"	3	"咻"		
"shy"	"ɕy"	3	"序"		
"shy"	"ɕy"	3	"緒"		
"shy"	"ɕy"	3	"绪"		
"shy"	"ɕy"	3	"暑"		
"shy"	"ɕy"	3	"黍"		
"shy"	"ɕy"	3	"墅"		
"shy"	"ɕy"	3	"鼠"		
"shy"	"ɕy"	3	"癙"		
"shy"	"ɕy"	5	"酗"		
"shy"	"ɕy"	5	"序"		
"shy"	"ɕy"	5	"緒"		
"shy"	"ɕy"	5	"绪"		
"shy"	"ɕy"	5	"煦"		
"shy"	"ɕy"	5	"昫"		
"shy"	"ɕy"	5	"姁"		
"shy"	"ɕy"	5	"藇"		
"shy"	"ɕy"	5	"𰰠"		
"shy"	"ɕy"	5	"腧"		
"shy"	"ɕy"	5	"樹"		
"shy"	"ɕy"	5	"树"		
"shy"	"ɕy"	5	"澍"		
"shy"	"ɕy"	5	"尌"		
"shy"	"ɕy"	5	"裋"		
"shy"	"ɕy"	5	"豎"		
"shy"	"ɕy"	5	"竖"		
"shy"	"ɕy"	5	"𥪡"		
"shy"	"ɕy"	5	"竪"		
"shy"	"ɕy"	5	"庻"		
"shy"	"ɕy"	5	"庶"		
"shy"	"ɕy"	5	"戍"		
"shy"	"ɕy"	5	"㖅"		
"shy"	"ɕy"	5	"𡂡"		
"shy"	"ɕy"	5	"𪢒"		
"shy"	"ɕy"	5	"恕"		
"shy"	"ɕy"	5	"墅"		
"shy"	"ɕy"	5	"杼"		
"shy"	"ɕy"	5	"署"		
"shy"	"ɕy"	5	"曙"		
"shy"	"ɕy"	6	"薯"		
"shy"	"ɕy"	6	"樹"		
"shy"	"ɕy"	6	"树"		
"shy"	"ɕy"	6	"澍"		
"shy"	"ɕy"	6	"尌"		
"shy"	"ɕy"	6	"豎"		
"shy"	"ɕy"	6	"竖"		
"shy"	"ɕy"	6	"𥪡"		
"shy"	"ɕy"	6	"竪"		
"shy"	"ɕy"	7	"术"		
"shy"	"ɕy"	7	"怵"		
"shy"	"ɕy"	7	"訹"		
"shy"	"ɕy"	7	"𰵓"		
"shy"	"ɕy"	7	"述"		
"shy"	"ɕy"	7	"術"		
"shy"	"ɕy"	7	"沭"		
"shy"	"ɕy"	7	"秫"		
"shy"	"ɕy"	7	"鉥"		
"shy"	"ɕy"	7	"𬬸"		
"y"	"y"	1	"淤"		
"y"	"y"	1	"瘀"		
"y"	"y"	1	"迂"		
"y"	"y"	1	"紓"		
"y"	"y"	1	"纾"		
"y"	"y"	2	"于"		
"y"	"y"	2	"圩"		
"y"	"y"	2	"盂"		
"y"	"y"	2	"竽"		
"y"	"y"	2	"玗"		
"y"	"y"	2	"杅"		
"y"	"y"	2	"邘"		
"y"	"y"	2	"釪"		
"y"	"y"	2	"𰽗"		
"y"	"y"	2	"於"		
"y"	"y"	2	"余"		
"y"	"y"	2	"畬"		
"y"	"y"	2	"狳"		
"y"	"y"	2	"艅"		
"y"	"y"	2	"餘"		
"y"	"y"	2	"馀"		
"y"	"y"	2	"俞"		
"y"	"y"	2	"愉"		
"y"	"y"	2	"逾"		
"y"	"y"	2	"踰"		
"y"	"y"	2	"榆"		
"y"	"y"	2	"揄"		
"y"	"y"	2	"隃"		
"y"	"y"	2	"渝"		
"y"	"y"	2	"媮"		
"y"	"y"	2	"羭"		
"y"	"y"	2	"毹"		
"y"	"y"	2	"喻"		
"y"	"y"	2	"覦"		
"y"	"y"	2	"觎"		
"y"	"y"	2	"瑜"		
"y"	"y"	2	"窬"		
"y"	"y"	2	"牏"		
"y"	"y"	2	"歈"		
"y"	"y"	2	"蝓"		
"y"	"y"	2	"褕"		
"y"	"y"	2	"魚"		
"y"	"y"	2	"鱼"		
"y"	"y"	2	"漁"		
"y"	"y"	2	"渔"		
"y"	"y"	2	"禺"		
"y"	"y"	2	"愚"		
"y"	"y"	2	"喁"		
"y"	"y"	2	"隅"		
"y"	"y"	2	"嵎"		
"y"	"y"	2	"齵"		
"y"	"y"	2	"𱌹"		
"y"	"y"	2	"舁"		
"y"	"y"	2	"臾"		
"y"	"y"	2	"萸"		
"y"	"y"	2	"諛"		
"y"	"y"	2	"谀"		
"y"	"y"	2	"腴"		
"y"	"y"	2	"與"		
"y"	"y"	2	"与"		
"y"	"y"	2	"歟"		
"y"	"y"	2	"欤"		
"y"	"y"	2	"璵"		
"y"	"y"	2	"玙"		
"y"	"y"	2	"輿"		
"y"	"y"	2	"舆"		
"y"	"y"	2	"轝"		
"y"	"y"	2	"𬛼"		
"y"	"y"	2	"旟"		
"y"	"y"	2	"𭤰"		
"y"	"y"	2	"娛"		
"y"	"y"	2	"娱"		
"y"	"y"	2	"虞"		
"y"	"y"	2	"雩"		
"y"	"y"	2	"予"		
"y"	"y"	2	"伃"		
"y"	"y"	2	"妤"		
"y"	"y"	2	"如"		
"y"	"y"	2	"袽"		
"y"	"y"	2	"筎"		
"y"	"y"	2	"洳"		
"y"	"y"	2	"銣"		
"y"	"y"	2	"铷"		
"y"	"y"	2	"鴽"		
"y"	"y"	2	"𫛪"		
"y"	"y"	2	"蕠"		
"y"	"y"	2	"挐"		
"y"	"y"	2	"茹"		
"y"	"y"	2	"儒"		
"y"	"y"	2	"濡"		
"y"	"y"	2	"薷"		
"y"	"y"	2	"襦"		
"y"	"y"	2	"獳"		
"y"	"y"	2	"蠕"		
"y"	"y"	2	"顬"		
"y"	"y"	2	"颥"		
"y"	"y"	2	"嚅"		
"y"	"y"	2	"𩍥"		
"y"	"y"	2	"醹"		
"y"	"y"	2	"衙"		
"y"	"y"	3	"羽"		
"y"	"y"	3	"雨"		
"y"	"y"	3	"語"		
"y"	"y"	3	"语"		
"y"	"y"	3	"圄"		
"y"	"y"	3	"𣣄"		
"y"	"y"	3	"齬"		
"y"	"y"	3	"龉"		
"y"	"y"	3	"鋙"		
"y"	"y"	3	"铻"		
"y"	"y"	3	"俁"		
"y"	"y"	3	"俣"		
"y"	"y"	3	"麌"		
"y"	"y"	3	"噳"		
"y"	"y"	3	"禹"		
"y"	"y"	3	"瑀"		
"y"	"y"	3	"鄅"		
"y"	"y"	3	"萭"		
"y"	"y"	3	"與"		
"y"	"y"	3	"与"		
"y"	"y"	3	"嶼"		
"y"	"y"	3	"屿"		
"y"	"y"	3	"鱮"		
"y"	"y"	3	"𫚈"		
"y"	"y"	3	"嫗"		
"y"	"y"	3	"妪"		
"y"	"y"	3	"傴"		
"y"	"y"	3	"伛"		
"y"	"y"	3	"圉"		
"y"	"y"	3	"庾"		
"y"	"y"	3	"瘐"		
"y"	"y"	3	"楰"		
"y"	"y"	3	"宇"		
"y"	"y"	3	"予"		
"y"	"y"	3	"伃"		
"y"	"y"	3	"妤"		
"y"	"y"	3	"窳"		
"y"	"y"	3	"噢"		
"y"	"y"	3	"汝"		
"y"	"y"	3	"籹"		
"y"	"y"	3	"女"		
"y"	"y"	3	"乳"		
"y"	"y"	3	"擩"		
"y"	"y"	3	"醹"		
"y"	"y"	3	"蕊"		
"y"	"y"	3	"蘂"		
"y"	"y"	3	"蕋"		
"y"	"y"	3	"繠"		
"y"	"y"	5	"與"		
"y"	"y"	5	"与"		
"y"	"y"	5	"譽"		
"y"	"y"	5	"誉"		
"y"	"y"	5	"鸒"		
"y"	"y"	5	"𱊭"		
"y"	"y"	5	"𩁕"		
"y"	"y"	5	"𪇬"		
"y"	"y"	5	"藇"		
"y"	"y"	5	"𰰠"		
"y"	"y"	5	"礜"		
"y"	"y"	5	"𪿝"		
"y"	"y"	5	"禺"		
"y"	"y"	5	"寓"		
"y"	"y"	5	"庽"		
"y"	"y"	5	"遇"		
"y"	"y"	5	"御"		
"y"	"y"	5	"禦"		
"y"	"y"	5	"籞"		
"y"	"y"	5	"馭"		
"y"	"y"	5	"驭"		
"y"	"y"	5	"裕"		
"y"	"y"	5	"飫"		
"y"	"y"	5	"饫"		
"y"	"y"	5	"饇"		
"y"	"y"	5	"𱃲"		
"y"	"y"	5	"喻"		
"y"	"y"	5	"諭"		
"y"	"y"	5	"谕"		
"y"	"y"	5	"愈"		
"y"	"y"	5	"癒"		
"y"	"y"	5	"瘉"		
"y"	"y"	5	"預"		
"y"	"y"	5	"预"		
"y"	"y"	5	"澦"		
"y"	"y"	5	"滪"		
"y"	"y"	5	"蕷"		
"y"	"y"	5	"蓣"		
"y"	"y"	5	"豫"		
"y"	"y"	5	"玉"		
"y"	"y"	5	"鈺"		
"y"	"y"	5	"钰"		
"y"	"y"	5	"尉"		
"y"	"y"	5	"𥸤"		
"y"	"y"	5	"籲"		
"y"	"y"	5	"龥"		
"y"	"y"	5	"𬱳"		
"y"	"y"	5	"吁"		
"y"	"y"	5	"雨"		
"y"	"y"	5	"芋"		
"y"	"y"	5	"喻"		
"y"	"y"	5	"語"		
"y"	"y"	5	"语"		
"y"	"y"	5	"嫗"		
"y"	"y"	5	"妪"		
"y"	"y"	5	"棜"		
"y"	"y"	5	"孺"		
"y"	"y"	5	"茹"		
"y"	"y"	5	"洳"		
"y"	"y"	5	"銣"		
"y"	"y"	5	"铷"		
"y"	"y"	5	"芋"		
"y"	"y"	7	"域"		
"y"	"y"	7	"棫"		
"y"	"y"	7	"蜮"		
"y"	"y"	7	"罭"		
"y"	"y"	7	"閾"		
"y"	"y"	7	"阈"		
"y"	"y"	7	"彧"		
"y"	"y"	7	"淢"		
"y"	"y"	7	"緎"		
"y"	"y"	7	"𰬟"		
"y"	"y"	7	"魊"		
"y"	"y"	7	"蔚"		
"y"	"y"	7	"熨"		"～貼"
"y"	"y"	7	"鬱"		
"y"	"y"	7	"欝"		
"y"	"y"	7	"郁"		
"y"	"y"	7	"惌"		
"y"	"y"	7	"菀"		
"y"	"y"	7	"黦"		
"y"	"y"	7	"廿"		
"y"	"y"	7	"入"		
"y"	"y"	7	"役"		
"y"	"y"	7	"疫"		
"y"	"y"	7	"𧘣"		
"y"	"y"	7	"垼"		
"y"	"y"	7	"坄"		
"y"	"y"	7	"𢺴"		"使彎曲：把竹子～彎"
"ba"	"pɑ"	1	"巴"		
"ba"	"pɑ"	1	"芭"		
"ba"	"pɑ"	1	"笆"		
"ba"	"pɑ"	1	"粑"		
"ba"	"pɑ"	1	"疤"		
"ba"	"pɑ"	1	"杷"		
"ba"	"pɑ"	1	"琶"		
"ba"	"pɑ"	1	"妑"		
"ba"	"pɑ"	1	"羓"		
"ba"	"pɑ"	1	"爸"		
"ba"	"pɑ"	1	"豝"		
"ba"	"pɑ"	1	"葩"		
"ba"	"pɑ"	1	"鈀"		
"ba"	"pɑ"	1	"钯"		
"ba"	"pɑ"	1	"扒"		
"ba"	"pɑ"	1	"叭"		
"ba"	"pɑ"	2	"爬"		
"ba"	"pɑ"	2	"筢"		
"ba"	"pɑ"	2	"跁"		
"ba"	"pɑ"	2	"鈀"		
"ba"	"pɑ"	2	"钯"		
"ba"	"pɑ"	2	"耙"		
"ba"	"pɑ"	2	"扒"		
"ba"	"pɑ"	3	"把"		
"ba"	"pɑ"	3	"靶"		
"ba"	"pɑ"	3	"㞎"		"～～：屎或泛指骯髒之物"
"ba"	"pɑ"	5	"杷"		
"ba"	"pɑ"	5	"弝"		
"ba"	"pɑ"	5	"耙"		
"ba"	"pɑ"	5	"吧"		
"ba"	"pɑ"	5	"羓"		
"ba"	"pɑ"	5	"𥝧"		
"ba"	"pɑ"	5	"欛"		
"ba"	"pɑ"	5	"霸"		
"ba"	"pɑ"	5	"覇"		
"ba"	"pɑ"	5	"灞"		
"ba"	"pɑ"	5	"壩"		
"ba"	"pɑ"	5	"垻"		
"ba"	"pɑ"	5	"坝"		
"ba"	"pɑ"	5	"伯"		
"ba"	"pɑ"	5	"罷"		
"ba"	"pɑ"	5	"罢"		
"ba"	"pɑ"	5	"䆉"		
"ba"	"pɑ"	5	"𫁂"		
"ba"	"pɑ"	6	"罷"		
"ba"	"pɑ"	6	"罢"		
"ba"	"pɑ"	6	"稗"		
"ba"	"pɑ"	7	"八"		
"ba"	"pɑ"	7	"捌"		
"ba"	"pɑ"	7	"哵"		
"ba"	"pɑ"	7	"爸"		
"pa"	"pʰɑ"	1	"趴"		
"pa"	"pʰɑ"	1	"葩"		
"pa"	"pʰɑ"	3	"拍"		
"pa"	"pʰɑ"	3	"啪"		"象聲詞"
"pa"	"pʰɑ"	3	"趴"		"兩腿分開"
"pa"	"pʰɑ"	5	"怕"		
"pa"	"pʰɑ"	7	"拍"		
"pa"	"pʰɑ"	7	"拔"		
"pa"	"pʰɑ"	7	"坺"		
"pa"	"pʰɑ"	7	"犮"		
"pa"	"pʰɑ"	7	"茇"		
"pa"	"pʰɑ"	7	"跋"		
"pa"	"pʰɑ"	7	"鈸"		
"pa"	"pʰɑ"	7	"钹"		
"pa"	"pʰɑ"	7	"軷"		
"pa"	"pʰɑ"	7	"𫐈"		
"pa"	"pʰɑ"	7	"胈"		
"pa"	"pʰɑ"	7	"魃"		
"pa"	"pʰɑ"	7	"鼥"		
"ma"	"mɑ"	1	"媽"		
"ma"	"mɑ"	1	"妈"		
"ma"	"mɑ"	1	"嗎"		
"ma"	"mɑ"	1	"吗"		
"ma"	"mɑ"	1	"螞"		
"ma"	"mɑ"	1	"蚂"		
"ma"	"mɑ"	1	"麼"		
"ma"	"mɑ"	1	"麽"		
"ma"	"mɑ"	1	"嬤"		
"ma"	"mɑ"	1	"嬷"		
"ma"	"mɑ"	1	"𥉞"		
"ma"	"mɑ"	2	"麻"		
"ma"	"mɑ"	2	"蔴"		
"ma"	"mɑ"	2	"嘛"		
"ma"	"mɑ"	2	"痳"		
"ma"	"mɑ"	2	"蟆"		
"ma"	"mɑ"	3	"馬"		
"ma"	"mɑ"	3	"马"		
"ma"	"mɑ"	3	"嗎"		
"ma"	"mɑ"	3	"吗"		
"ma"	"mɑ"	3	"螞"		
"ma"	"mɑ"	3	"蚂"		
"ma"	"mɑ"	3	"瑪"		
"ma"	"mɑ"	3	"玛"		
"ma"	"mɑ"	3	"碼"		
"ma"	"mɑ"	3	"码"		
"ma"	"mɑ"	3	"鎷"		
"ma"	"mɑ"	3	"𨰾"		
"ma"	"mɑ"	3	"𧜗"		
"ma"	"mɑ"	3	"䘞"		
"ma"	"mɑ"	5	"罵"		
"ma"	"mɑ"	5	"駡"		
"ma"	"mɑ"	5	"骂"		
"ma"	"mɑ"	5	"禡"		
"ma"	"mɑ"	5	"祃"		
"ma"	"mɑ"	5	"螞"		
"ma"	"mɑ"	5	"蚂"		
"ma"	"mɑ"	5	"蕒"		
"ma"	"mɑ"	5	"荬"		
"ma"	"mɑ"	6	"駡"		
"ma"	"mɑ"	6	"骂"		
"ma"	"mɑ"	7	"嚜"		
"ma"	"mɑ"	7	"抹"		
"ma"	"mɑ"	7	"瀎"		
"fa"	"ɸɑ"	1	"花"		
"fa"	"ɸɑ"	1	"華"		
"fa"	"ɸɑ"	1	"华"		
"fa"	"ɸɑ"	1	"嘩"		
"fa"	"ɸɑ"	1	"哗"		
"fa"	"ɸɑ"	1	"蘤"		
"fa"	"ɸɑ"	2	"划"		"～船"
"fa"	"ɸɑ"	2	"找"		
"fa"	"ɸɑ"	2	"華"		
"fa"	"ɸɑ"	2	"华"		
"fa"	"ɸɑ"	2	"樺"		
"fa"	"ɸɑ"	2	"桦"		
"fa"	"ɸɑ"	2	"譁"		
"fa"	"ɸɑ"	2	"嘩"		
"fa"	"ɸɑ"	2	"哗"		
"fa"	"ɸɑ"	2	"驊"		
"fa"	"ɸɑ"	2	"骅"		
"fa"	"ɸɑ"	2	"釫"		
"fa"	"ɸɑ"	2	"𬬨"		
"fa"	"ɸɑ"	2	"鋘"		
"fa"	"ɸɑ"	2	"𬭌"		
"fa"	"ɸɑ"	2	"鏵"		
"fa"	"ɸɑ"	2	"铧"		
"fa"	"ɸɑ"	5	"化"		
"fa"	"ɸɑ"	5	"華"		
"fa"	"ɸɑ"	5	"华"		
"fa"	"ɸɑ"	5	"崋"		
"fa"	"ɸɑ"	5	"樺"		
