# 	聲韻 	聲調 	字元 	字數 #http://humanum.arts.cuhk.edu.hk/Lexis/lexi-mf/dialectIndex.php?point=Q
1 	iɔŋ3 	上聲21 	嘗		1
2 	i 	平聲54 	醫, 伊, 衣, 裔, 依		5
3 	i 	上聲21 	夷, 已, 以, 椅, 匙, 胰, 移, 倚, 遺, 指, 姨		11
4 	i 	陰去33 	億, 意, 薏		3
5 	i 	陽去44 	易, 頤, 飴, 翼, 貽, 異, 羿, 怡		8
6 	i 	陰入24 	奕, 溢, 疫, 繹, 佚, 邑, 迭, 壹, 驛, 乙, 一, 逸, 液, 挹, 肄, 抑, 噎, 亦, 益, 譯		20
7 	i 	陽入42 	易, 肄, 矣, 實		4
8 	u 	平聲54 	汚, 烏, 巫, 塢, 誣, 鎢		6
9 	u 	上聲21 	壺, 瓠, 無, 符, 狐, 弧, 蕪, 糊, 胡, 湖, 鬍, 武, 蝴, 撫, 嫵, 鵡		16
10 	u 	陰去33 	汚, 惡		2
11 	u 	陽去44 	務, 鶩, 霧		3
12 	u 	陰入24 	勿, 屋, 握, 澆, 沃		5
13 	y 	平聲54 	威, 畏		2
14 	y 	上聲21 	宇, 禹, 委, 孺, 羽, 逶, 圍, 萎, 帷, 渝, 唯, 維, 逾, 偉, 隅, 違, 葦, 汙, 薯, 臾, 韋, 予, 如, 於, 妤, 餘, 諛, 余, 儒, 乳, 榆, 迂, 萸, 盂, 俞, 于		36
15 	y 	陰去33 	畏		1
16 	y 	陽去44 	喟, 衛, 予, 螬, 僞, 踰, 渭, 芋, 位, 愈, 喻, 胃, 譽, 預		14
17 	y 	陰入24 	欲, 慾, 與, 郁, 尉, 域, 毓, 聿, 豫, 育, 熨, 裕		12
18 	y 	陽入42 	屬, 辱, 贖, 浴, 囑, 褥		6
19 	a 	平聲54 	阿, 鴉		2
20 	a 	上聲21 	啞		1
21 	a 	陰入24 	鴨, 壓, 押		3
22 	a 	陽入42 	下, 下, 峽		3
23 	ia 	上聲21 	野, 佘, 也, 冶, 亦, 椰, 耶		7
24 	ia 	陽去44 	麝, 夜		2
25 	ia 	陽入42 	社, 役, 野, 射		4
26 	ua 	平聲54 	鍋, 萵, 媧, 蝸, 窩, 蛙, 娃, 挖, 窪		9
27 	ua 	上聲21 	鏵, 樺, 和, 華		4
28 	ua 	陽去44 	謂, 話		2
29 	ua 	陽入42 	畫, 劃, 瓦		3
30 	ɛ 	平聲54 	眵		1
31 	ɛ 	陰入24 	壓, 軛, 呃		3
32 	iɛ 	陽入42 	吃, 饁		2
33 	uɛ 	平聲54 	歪, 哀		2
34 	uɛ 	上聲21 	倚, 淮, 懷, 唯, 槐		5
35 	uɛ 	陰去33 	愛		1
36 	uɛ 	陽去44 	為		1
37 	uɛ 	陽入42 	餧, 我		2
38 	yɛ 	上聲21 	飛, 浮, 蕨		3
39 	yɛ 	陰去33 	蛇		1
40 	yɛ 	陽去44 	為, 衛		2
41 	yɛ 	陰入24 	越, 粤, 曰, 悅, 銳, 閱		6
42 	yɛ 	陽入42 	舌		1
43 	ɔ 	平聲54 	荷, 漚, 阿		3
44 	ɔ 	上聲21 	何, 河		2
45 	ɔ 	陰入24 	惡, 噁, 漚, 沃, 會, 握		6
46 	ɔ 	陽入42 	學		1
47 	iɔ 	陰入24 	約, 若, 鑰, 躍, 吁		5
48 	iɔ 	陽入42 	藥		1
49 	o 	平聲54 	煨		1
50 	o 	上聲21 	徊, 迴, 回, 茴		4
51 	o 	陰去33 	慾, 嬡, 欲, 愛, 禾		5
52 	o 	陰入24 	物		1
53 	o 	陽入42 	兀, 杌		2
54 	œ 	上聲21 	耳, 而, 兒, 餌, 爾		5
55 	œ 	陰入24 	嘔		1
56 	e 	平聲54 	嘔, 毆, 區, 歐, 甌		5
57 	e 	陰去33 	狗, 侯, 喉, 吼		4
58 	ai 	平聲54 	挨, 埃		2
59 	ai 	上聲21 	鞋, 矮		2
60 	ai 	陰去33 	瞀, 隘		2
61 	ai 	陽入42 	唉		1
62 	uai 	平聲54 	歪		1
63 	uai 	上聲21 	為, 割		2
64 	uai 	陽入42 	歪		1
65 	au 	平聲54 	謷		1
66 	au 	上聲21 	豪, 襖, 懊, 高, 毫, 拗		6
67 	au 	陰去33 	坳, 拗		2
68 	iau 	平聲54 	夭, 么, 妖, 邀, 腰		5
69 	iau 	上聲21 	堯, 遙, 舀, 姚, 謠, 擾		6
70 	iau 	陰去33 	要, 搖, 窰, 要		4
71 	iau 	陽去44 	曜, 躍, 要, 耀		4
72 	iau 	陽入42 	韶, 邵, 紹		3
73 	iu 	平聲54 	幽, 攸, 悠, 憂, 優		5
74 	iu 	上聲21 	游, 囿, 有, 友, 由, 柔, 蹂, 浮		8
75 	iu 	陰去33 	孵, 油, 郵, 宥, 尤		5
76 	iu 	陽去44 	幼, 蚴, 釉, 祐, 右, 誘		6
77 	iu 	陽入42 	酉, 又		2
78 	iŋ 	平聲54 	堙, 掩, 煙, 胭, 咽, 鄢		6
79 	iŋ 	上聲21 	蟬, 仁, 然, 任, 延, 掩, 嬋, 炎, 褲, 盈, 蟾		11
80 	iŋ 	陰去33 	隱, 嚥, 宴, 燕, 焉, 豔, 厭, 鹽		8
81 	iŋ 	陽去44 	任, 醃, 仍, 胤, 孕, 穎		6
82 	uiŋ 	平聲54 	鞍, 彎, 安		3
83 	uiŋ 	上聲21 	碗, 苑, 婉, 還, 豌, 韓, 寒, 環, 寰		9
84 	uiŋ 	陰去33 	黿, 晏, 案, 按		4
85 	uiŋ 	陽去44 	銲		1
86 	uiŋ 	陽入42 	旱		1
87 	yiŋ 	平聲54 	淵, 冤, 彎, 灣		4
88 	yiŋ 	上聲21 	圓, 紈, 船, 媴, 猿, 垣, 轅, 袁, 援, 遠, 媛, 桓, 員		13
89 	yiŋ 	陰去33 	丸, 怨, 鉛, 沿		4
90 	yiŋ 	陽去44 	暈, 銲		2
91 	aŋ 	平聲54 	航, 俺		2
92 	aŋ 	上聲21 	根, 函, 涵, 咸, 降, 含, 銜		7
93 	aŋ 	陽去44 	摁, 焰		2
94 	iaŋ 	上聲21 	成, 城		2
95 	iaŋ 	陰去33 	贏, 營, 映		3
96 	iaŋ 	陽去44 	焰, 螢, 炎, 映		4
97 	iaŋ 	陽入42 	閃		1
98 	uaŋ 	平聲54 	汪		1
99 	uaŋ 	上聲21 	亡, 隍, 忘, 蝗, 往, 皇, 凰, 枉		8
100 	uaŋ 	陰去33 	磺, 皇, 王, 黃		4
101 	uaŋ 	陽去44 	望, 旺		2
102 	uaŋ 	陽入42 	煌		1
103 	ɔŋ 	平聲54 	溫, 翁, 瘟, 庵, 央, 秧, 韞		7
104 	ɔŋ 	上聲21 	諢, 穩, 鴻, 洪, 紅, 縫, 逢, 航, 弘, 宏, 杭		11
105 	ɔŋ 	陰去33 	喑, 諳, 丸, 魂, 甕, 暗		6
106 	ɔŋ 	陽入42 	䞑		1
107 	iɔŋ 	平聲54 	秧, 泱, 殃, 怏, 央, 鴦		6
108 	iɔŋ 	上聲21 	嫦, 常, 裳, 養, 影		5
109 	iɔŋ 	陰去33 	洋, 揚, 陽, 楊, 羊, 王		6
110 	iɔŋ 	陽去44 	恙, 漾, 樣, 攘		4
111 	iɔŋ 	陽入42 	上		1
112 	uɔŋ 	上聲21 	聞, 紋, 紊, 文		4
113 	uɔŋ 	陽去44 	妄, 望, 爰, 旺		4
114 	aiŋ 	平聲54 	鷹, 鸚, 櫻, 嬰, 恩, 纓		6
115 	aiŋ 	上聲21 	恆, 閒, 飲, 梘, 衡, 行		6
116 	aiŋ 	陰去33 	應		1
117 	aiŋ 	陽去44 	饜		1
118 	uaiŋ 	上聲21 	煩, 礬, 藩, 焚, 輓, 繁, 環, 挽, 凡, 樊, 晚		11
119 	uaiŋ 	陽去44 	萬		1
120 	eiŋ 	平聲54 	英, 瑛, 因, 姻, 殷, 蔭, 櫻, 陰, 音		9
121 	eiŋ 	上聲21 	寅, 引, 隱, 淫, 飲, 演		6
122 	eiŋ 	陰去33 	印, 應, 胗		3
123 	eiŋ 	陽去44 	穎, 伓		2
124 	ieiŋ 	上聲21 	衍, 然, 延, 仁, 燃, 炎		6
125 	œyŋ 	平聲54 	公, 㙲, 雍		3
126 	œyŋ 	上聲21 	溶, 鋆, 瑩, 唇, 踴, 雲, 嶸, 云, 勻, 勇, 耘, 永, 榕, 茸, 容, 蓉, 鎔, 融, 絨, 擁, 營, 熔, 戎, 榮, 庸, 筠		26
127 	œyŋ 	陰去33 	澭, 淹		2
128 	œyŋ 	陽去44 	用, 詠, 泳, 韻, 運, 暈		6
129 	pi 	平聲54 	碑, 拔		2
130 	pi 	上聲21 	比, 匕, 枇, 陛, 脾, 妣, 琶		7
131 	pi 	陰去33 	箅, 毖, 閉, 庇, 斃		5
132 	pi 	陽去44 	備, 幣, 畢, 弊, 婢, 被, 蔽, 敝		8
133 	pi 	陰入24 	必, 祕, 畢, 碧, 壁, 逼, 筆		7
