冯		foŋ2																										
凤		foŋ5																										
服		fok8																										
梦		moŋ5																										
目		mok7																										
六		lok7																										
肃		sok7																										
中	~间	tʃoŋ1																										
竹		tʃok7																										
虫		tʃʰoŋ2																										
众		tʃoŋ5																										
粥		tʃok7																										
铳		tʃʰoŋ5																										
叔		ʃok7																										
熟		sok8																										
绒		ioŋ2																										
肉		niok7																										
弓		koŋ1																										
宫		koŋ1																										
菊		kʰok7																										
穷		kʰoŋ2																										
畜	~牧	tsʰok7																										
熊		hoŋ2																										
封		foŋ1																										
蜂		foŋ1																										
缝	裁~	foŋ2																										
浓		noŋ2																										
龙		loŋ2																										
绿		lok8																										
足		tsok7																										
从	~来	tsʰoŋ2																										
松	~树	tsʰoŋ2																										
俗		/																										
重	~复	tʃʰoŋ2																										
重	轻~	tʃʰoŋ5																										
钟		tʃoŋ1																										
肿		tʃoŋ3																										
烛		tʃok7																										
冲		tʃʰoŋ1																										
舂		tʃoŋ1																										
辱		iok7																										
供	~应	koŋ1																										
拱		koŋ3																										
恐		kʰoŋ3																										
曲		kʰok7																										
共		kʰoŋ5																										
局		kʰok8																										
玉		niok8																										
胸		hoŋ1																										
凶		hoŋ1																										
容		ioŋ2																										
用		ioŋ5																										
欲		niok8																										
