pa	3a	22	把
ba	2	14	爬白
pʰa	1	44	拍
fa	2	14	法
ta	2	14	搭達
da	2	14	大茶彈
tʰa	3a	22	踏毯塔
tsa	3a	22	紮整
sa	3a	22	傘
za	2	14	蛇財雜石
tsʰa	1	44	擦尺
ka	3a	22	假
kʰa	1	44	坑客
ha	3a	22	渴
ɦa	2	14	鹹行額
ma	2	14	麥
na	2	14	南藍難
ŋa	2	14	牙
la	2	14	辣
Ǿa	1	44	鴨
pa	1	44	百
ta	3a	22	打
tʰa	5	35	炭
tsa	5	35	正
sa	1	44	沙杉衫生聲
ka	5	35	嫁
ha	5	35	喊
ɦa	3a	22	硬
ma	3a	22	罵
na	3a	22	爛亂
ŋa	3b	42	啞
ta	5	35	袋帶
tʰa	1	44	胎拆
ka	1	44	夾隔
ha	1	44	蝦
ma	3b	42	馬
na	3b	42	懶冷
ta	1	44	單爭摘
pə	3a	22	北
fə	1	44	歡
tə	2	14	斷
tʰə	3a	22	特
tsə	2	14	占
sə	3a	22	選色
zə	2	14	柴纏
tsʰə	3a	22	側測策
ʒə	2	14	船
kə	5	35	鋸割
kʰə	1	44	刻
nə	2	14	圓
tə	3a	22	短
tsə	3a	22	折窄
sə	5	35	曬扇算
zə	3a	22	繞賺
tsʰə	1	44	車
nə	3b	42	暖
tə	1	44	端
tsə	1	44	抓磚
sə	1	44	山殺酸閂
zə	3b	42	善
po	3a	22	飽
bo	2	14	房
pʰo	5	35	破
to	3a	22	錯找膽
do	2	14	糖長床嘗
tʰo	3a	22	廠
tso	5	35	左
so	3a	22	鎖
zo	2	14	勺
tsʰo	1	44	倉
ko	3a	22	果鴿各郭國
kʰo	3b	42	可
ho	2	14	鶴霍
ɦo	2	14	鵝含盒活惡黃王
mo	2	14	磨
no	3a	22	兩
lo	2	14	鑼螺蠟
po	5	35	放
bo	3a	22	婆
to	5	35	罩壯
do	4	242	淡上
tʰo	5	35	唱
so	3b	42	所
zo	4	242	坐
ko	5	35	個過
ho	3a	22	火
mo	3a	22	磨
po	1	44	包撥剝
to	1	44	多張裝樁桌中
tʰo	1	44	拖湯托瘡
so	1	44	三霜傷雙
ko	1	44	歌鋼光
ho	1	44	糠慌方
mo	3b	42	網
mo	1	44	摸
pu	2	14	薄
bu	2	14	簿步浮
pʰu	2	14	潑
fu	2	14	副
tu	3a	22	賭
du	2	14	圖杜樹桃讀毒
tʰu	3a	22	土討
tsu	3a	22	主早
su	3a	22	水縮屬
zu	2	14	錘族
tsʰu	3a	22	草畜
tʃu	3a	22	舉
ʃu	3a	22	鼠
ku	3a	22	古
kʰu	5	35	褲
hu	3a	22	府
ɦu	2	14	吳壺戶父握
mu	2	14	毛木目
lu	2	14	落鹿
Ǿu	3b	42	雨
pu	3a	22	寶
pʰu	3b	42	譜
fu	3a	22	苦好福服
tu	1	44	刀粥
tsu	5	35	做灶作
su	5	35	數
tsʰu	1	44	吹出
ʃu	1	44	書
ku	1	44	箍高穀
hu	5	35	去
ɦu	3a	22	芋
mu	3a	22	帽
