cid	character	initial	final	tone	note
1	多	t	uə	44	
2	拖	th	uə	44	
3	大	t	a	31	
4	锣	l	uə	42	
5	左	ts	uə	45	
6	歌	k	ə	44	
7	个	k	ə	31	
8	可	kh	ə	45	
9	鹅	ŋ	ə	42	
10	饿	ŋ	ə	31	
11	河	x	ə	42	
12	茄	tɕh	iɛ	42	
13	破	ph	uə	31	
14	婆	ph	uə	44	
15	磨	m	uə	44	～刀
15	磨	m	uə	31	～面
16	磨	m	uə	31	
17	躲	t	uə	45	
18	螺	l	uə	42	
19	坐	ts	uə	31	
20	锁	s	uə	45	
21	果	k	uə	45	
22	过	k	uə	31	
23	课	kh	ə	31	
24	火	x	uə	45	
25	货	x	uə	31	
26	祸	x	uə	31	
27	靴	ɕ	yɛ	44	
28	把	p	a	45	
29	爬	ph	a	42	
30	马	m	a	45	
31	骂	m	a	31	
32	茶	tsh	a	44	
33	沙	s	a	44	
34	假	tɕ	ia	45	
35	嫁	tɕ	ia	31	
36	牙	∅	ia	42	
37	虾	ɕ	ia	42	
38	下	ɕ	ia	31	
39	夏	ɕ	ia	31	
40	哑	∅	ia	45	
41	姐	tɕ	iɛ	45	
42	借	tɕ	iɛ	31	
43	写	ɕ	iɛ	45	
44	斜	ɕ	iɛ	42	
45	谢	ɕ	iɛ	31	
46	车	tʂh	ə	44	
47	蛇	ʂ	ə	42	
48	射	ʂ	ə	31	
49	爷	∅	iɛ	42	
50	野	∅	iɛ	45	
51	夜	∅	iɛ	31	
52	瓜	k	ua	44	
53	瓦	∅	ua	45	
54	花	x	ua	44	
55	化	x	ua	31	
56	华	x	ua	42	
57	谱	ph	u	45	
58	布	p	u	31	
59	铺	ph	u	44	
60	簿	p	u	31	
61	步	p	u	31	
62	赌	t	u	45	
63	土	th	u	45	
64	图	th	u	44	
65	杜	t	u	31	
66	奴	n	u	42	
67	路	l	əu	31	又
67	路	l	u	31	又
68	租	ts	u	44	
69	做	ts	uʌʔ	43	
70	错	tsh	uə	31	
71	箍	k	u	44	
72	古	k	u	45	
73	苦	kh	u	45	
74	裤	kh	u	31	
75	吴	∅	u	45	
76	五	∅	u	45	
77	虎	x	u	45	
78	壶	x	u	42	
79	户	x	u	31	
80	乌	∅	u	44	
81	女	n	y	45	
82	吕	l	uei	45	
83	徐	ɕ	y	45	
84	猪	tʂ	u	44	
85	除	tʂh	u	42	
86	初	tsh	u	44	
87	锄	tsh	u	42	
88	所	s	uə	45	
89	书	ʂ	u	44	
90	鼠	ʂ	u	45	
91	如	ʐ	u	42	
92	举	tɕ	y	45	
93	锯	tɕ	y	31	
94	去	tɕh	y	31	
95	渠	tɕh	y	42	
96	鱼	∅	y	42	
97	许	ɕ	y	45	
98	余	∅	y	42	
99	府	f	u	45	
100	付	f	u	31	
101	父	f	u	31	
102	武	∅	u	45	
103	雾	∅	u	31	
104	取	tɕh	y	45	
105	柱	tʂ	u	31	
106	住	tʂ	u	31	
107	数	s	u	45	
108	数	s	u	31	
109	主	tʂ	u	45	
110	输	ʂ	u	44	
111	竖	ʂ	u	31	
112	树	ʂ	u	31	
113	句	tɕ	y	31	
114	区	tɕh	y	42	
115	遇	∅	y	31	
116	雨	∅	y	45	
117	芋	∅	y	42	
118	裕	∅	y	31	
119	胎	th	ɛ	44	
120	台	th	ɛ	42	
121	袋	t	ɛ	31	
122	来	l	ɛ	42	
123	菜	tsh	ɛ	31	
124	财	tsh	ɛ	42	
125	该	k	ɛ	44	
126	改	k	ɛ	45	
127	开	kh	ɛ	44	
128	海	x	ɛ	45	
129	爱	ŋ	ɛ	31	
130	贝	p	ei	31	
131	带	t	ɛ	31	
132	盖	k	ɛ	31	
133	害	x	ɛ	31	
134	拜	p	ɛ	31	
