pa³³疤爸霸
xuɔ²¹³何河和禾合盒喝鹤霍活荷获
xuɔ⁵⁵火伙
xuɔ³⁵贺货祸
tsuɔ³³捉
tsuɔ²¹³昨作凿着酌桌啄浊镯
tsuɔ⁵⁵左
tsuɔ³⁵坐座做
tsʰuɔ³³搓
tsʰuɔ²¹³戳撮锉绰
tsʰuɔ³⁵错
suɔ³³梭蓑索梳
suɔ²¹³说勺缩
suɔ⁵⁵锁所
zuɔ²¹³弱若
uɔ³³窝握
uɔ³⁵卧
liuɔ²¹³略掠
ȵiuɔ²¹³疟
tɕiuɔ²¹³脚角觉嚼饺
tɕʰiuɔ²¹³确鹊却
ɕiuɔ²¹³学削
iuɔ²¹³钥跃药乐{音乐}
pu²¹³卜
pu⁵⁵补
pu³⁵布部簿步怖不
pʰu³³铺
pʰu²¹³朴扑仆曝葡
pʰu⁵⁵谱普浦蒲脯
pʰu³⁵铺
mu²¹³没{常说“不”}木目牧
mu⁵⁵亩母牡
fu³³敷
fu²¹³浮佛缚福腹复幅服伏葫胡壶
fu⁵⁵俯腑辅
fu³⁵户护富副妇负互付
vu²¹³吴无物
vu⁵⁵午五舞
vu³⁵误务雾戊
tu³³都{都是、都城}
tu²¹³独读督毒牍
tu⁵⁵肚赌堵
tu³⁵杜肚度渡妒镀
tʰu²¹³图途突徒涂屠秃
tʰu⁵⁵土吐
tʰu³⁵吐兔
nu²¹³奴
nu⁵⁵努
nu³⁵怒
lu²¹³炉芦录绿鹿六陆卢禄
lu⁵⁵卤鲁橹虏
lu³⁵路露
ku³³孤
ku²¹³骨谷
ku⁵⁵古鼓估股
ku³⁵故雇顾固
kʰu³³枯
kʰu²¹³酷
kʰu⁵⁵苦
kʰu³⁵库裤窟哭
xu³³呼虎
xu²¹³忽核获
tsu³³租猪朱珠诸蛛株
tsu²¹³卒族竹筑逐轴祝粥足烛
tsu⁵⁵祖阻煮主组拄嘱
tsu³⁵著苎箸助注柱住蛀注铸
tsʰu³³粗
tsʰu²¹³除厨出触畜促橱
tsʰu⁵⁵处鼠储
tsʰu³⁵醋处
su³³苏书舒输疏殊
su²¹³术秫速宿肃叔熟粟俗续赎束属蜀
su⁵⁵暑数
su³⁵素数树诉塑竖
zu²¹³如肉褥辱儒
zu⁵⁵乳入
u²¹³屋梧勿
u⁵⁵伍武
u³⁵悟恶务戊
pə²¹³ 北百白
pʰə³³ 拍
pʰə²¹³ 迫魄
mə²¹³ 麦脉陌
tə²¹³ 得德
lə³³ 勒
lə²¹³ 肋
kə²¹³ 格
kʰə²¹³ 刻克客
xə²¹³黑核
tsə³³ 遮
tsə²¹³ 蔗哲折浙择宅摺则摘泽
tsə⁵⁵者
tsʰə³³车
tsʰə²¹³彻侧测拆
tsʰə⁵⁵扯
tsʰə³⁵撤
sə³³赊
sə²¹³蛇涉舌涩塞色瑟啬
sə⁵⁵舍
sə³⁵射社设赦
zə⁵⁵惹
zə³⁵热
ə²¹³儿额扼轭而
ə⁵⁵耳
ə³⁵二
kɯ⁵⁵给
kʰɯ³⁵去
pai⁵⁵摆
pai³⁵拜
pʰai³³拍
pʰai²¹³排
pʰai³⁵派
mai²¹³埋
mai⁵⁵买
mai³⁵卖迈
tai³⁵代戴贷待袋带怠
tʰai³³胎
tʰai²¹³台苔特抬
tʰai³⁵态太泰
nai²¹³捺
nai⁵⁵奶乃
nai³⁵耐
lai²¹³来
lai³⁵赖
kai³³该阶街皆
kai²¹³革隔
kai⁵⁵改解
kai³⁵盖界戒芥疥介
kʰai³³开
kʰai⁵⁵凯楷
xai²¹³孩鞋
xai⁵⁵海蟹
xai³⁵害亥
ŋai²¹³崖癌
tsai³³灾栽斋
tsai²¹³窄责
tsai⁵⁵宰载
tsai³⁵再载在债寨
tsʰai³³猜钗差{出差}
tsʰai²¹³才材裁豺柴策册
tsʰai⁵⁵彩
tsʰai³⁵菜蔡
sai³³筛腮鳃
sai³⁵赛晒
ai³³哀挨
ai³⁵碍爱
kuai³³乖
kuai²¹³拐国
kuai³⁵怪
kʰuai³⁵会快块
xuai²¹³怀或淮槐
xuai³⁵坏
suai³³衰
suai³⁵帅
uai³³歪
uai³⁵外
pei³³杯背碑悲卑
pei³⁵辈背倍贝焙臂被
pʰei³³胚坯
pʰei²¹³陪赔培
pʰei³⁵配沛佩
mei²¹³梅媒枚煤霉
mei⁵⁵每美
mei³⁵妹
fei³³非飞
fei²¹³肥
fei⁵⁵匪
fei³⁵肺废吠痱费
vei²¹³危
vei⁵⁵委
vei³⁵为卫
tsei²¹³贼
tuei³³堆
tuei³⁵对队兑
tʰuei³³推
tʰuei²¹³褪颓
tʰuei⁵⁵腿
tʰuei³⁵退蜕
nuei³⁵内
luei²¹³雷
luei⁵⁵累垒
luei³⁵累类泪
kuei³³规龟归
kuei⁵⁵轨鬼诡
kuei³⁵跪贵桂柜
kʰuei³³亏
kʰuei²¹³葵魁奎
kʰuei³⁵溃愧
xuei³³灰挥辉
xuei²¹³回徽
xuei⁵⁵悔毁
xuei³⁵会汇慧惠贿晦溃{溃脓}绘讳
tsuei³³追
tsuei⁵⁵嘴
tsuei³⁵罪最醉坠
tsʰuei³³催吹炊崔
tsʰuei²¹³垂锤槌
tsʰuei³⁵脆翠
suei³³虽
suei²¹³随谁遂
suei⁵⁵水
suei³⁵岁碎税穗睡
zuei⁵⁵蕊
zuei³⁵锐瑞
uei³³威
uei²¹³唯维
uei⁵⁵伟桅伪违苇纬
uei³⁵位魏畏慰围胃喂谓猬
pao³³包雹褒鲍
pao⁵⁵保宝饱豹暴
pao³⁵报抱爆
pʰao³³抛
pʰao²¹³刨
pʰao⁵⁵跑
pʰao³⁵袍炮泡
mao³³猫{白读miao³³}
mao²¹³矛茅
mao⁵⁵毛卯
mao³⁵帽冒貌贸
nao²¹³挠
tao³³刀
tao⁵⁵导倒岛捣祷
tao³⁵倒到道盗
tʰao³³萄涛滔
tʰao²¹³桃逃淘陶
tʰao⁵⁵讨
tʰao³⁵套
nao⁵⁵脑恼
nao³⁵闹
lao²¹³劳捞牢
lao⁵⁵老
kao³³高膏糕羔
kao⁵⁵搞稿
kao³⁵告
kʰao⁵⁵考烤
kʰao³⁵靠
xao³³蒿
xao²¹³豪毫
xao⁵⁵好
xao³⁵好耗
tsao³³糟朝招召遭昭
tsao⁵⁵早枣蚤
tsao³⁵灶造罩赵兆照皂
tsʰao³³抄操糙超
tsʰao²¹³槽朝潮巢
tsʰao⁵⁵草炒吵
tsʰao³⁵躁燥
sao³³臊烧骚梢稍
sao⁵⁵嫂扫少绍
sao³⁵扫少
zao²¹³饶
zao⁵⁵绕扰
ao²¹³袄
ao³⁵懊傲奥
piao³³标
piao⁵⁵表
pʰiao³³飘漂
pʰiao²¹³瓢
pʰiao³⁵漂票
miao²¹³苗描
miao⁵⁵秒
miao³⁵妙庙
tiao³³雕刁貂
tiao³⁵钓掉
tʰiao³³挑
tʰiao²¹³条
tʰiao⁵⁵挑
tʰiao³⁵跳
ȵiao⁵⁵鸟
ȵiao³⁵尿{白读suei³³}
liao²¹³辽疗了燎聊
liao³⁵料
tɕiao³³交胶焦蕉椒骄郊教娇浇
tɕiao⁵⁵绞搅缴狡
tɕiao³⁵教校叫较觉轿蘸
tɕʰiao³³敲锹翘
tɕʰiao²¹³樵桥侨乔
tɕʰiao⁵⁵巧
tɕʰiao³⁵窍酵
ɕiao³³消销萧箫霄硝
ɕiao²¹³淆
ɕiao⁵⁵小晓
ɕiao³⁵孝校笑效
iao³³要腰妖邀幺
iao²¹³摇舀尧谣遥姚
iao⁵⁵咬
iao³⁵要耀
mɛu²¹³谋
mɛu⁵⁵某
tɛu³³兜
tɛu⁵⁵陡
tɛu³⁵斗豆
tʰɛu³³偷
tʰɛu²¹³投头
tʰɛu³⁵透
lɛu²¹³楼漏
kɛu³³勾钩沟
kɛu⁵⁵狗苟
kɛu³⁵够构购媾
kʰɛu⁵⁵口
kʰɛu³⁵叩寇
xɛu²¹³猴侯喉
xɛu⁵⁵吼
xɛu³⁵厚后候
tsɛu³³周州邹舟洲
tsɛu⁵⁵走肘
tsɛu³⁵奏昼宙咒皱
tsʰɛu²¹³绸筹愁仇酬
tsʰɛu⁵⁵丑
tsʰɛu³⁵凑臭
sɛu³³搜收馊
sɛu⁵⁵手守首
sɛu³⁵嗽瘦售兽受寿授
zɛu²¹³柔揉
ɛu³³欧
ɛu⁵⁵藕呕偶
miɛu³⁵谬
tiɛu³³丢
ȵiɛu²¹³牛
ȵiɛu⁵⁵纽扭
liɛu²¹³流刘留榴柳馏硫琉溜
tɕiɛu³³究阄纠
tɕiɛu⁵⁵酒九久韭灸
tɕiɛu³⁵就救臼舅旧柩
tɕʰiɛu³³秋丘
tɕʰiɛu²¹³囚泅求球
ɕiɛu³³修休羞
ɕiɛu⁵⁵朽
ɕiɛu³⁵秀锈绣袖绣宿嗅
iɛu³³优幽忧悠
iɛu²¹³尤邮由油游犹
iɛu⁵⁵有友酉
iɛu³⁵又右幼佑诱釉
min²¹³眉
paŋ³³班斑般搬帮邦颁扳
paŋ⁵⁵板榜版绑
paŋ³⁵扮办瓣半伴拌谤棒蚌
pʰaŋ³³潘
pʰaŋ²¹³攀盘庞旁
pʰaŋ³⁵盼判绊叛胖
maŋ²¹³蛮瞒忙盲
maŋ⁵⁵满莽
maŋ³⁵慢漫幔曼蔓
faŋ³³帆翻番方芳
faŋ²¹³烦繁防房妨
faŋ⁵⁵反纺访返坊仿
faŋ³⁵泛凡范犯贩饭放
vaŋ³³湾弯
vaŋ²¹³玩完丸顽
vaŋ⁵⁵晚碗挽
vaŋ³⁵万忘
taŋ³³担丹单旦当
taŋ⁵⁵胆弹党
taŋ³⁵担淡蛋但弹当荡
tʰaŋ³³贪滩摊汤
tʰaŋ²¹³谈痰檀坛弹堂糖塘棠唐
tʰaŋ⁵⁵毯坦
tʰaŋ³⁵探炭叹烫趟
naŋ²¹³南男难囊
naŋ³⁵难
laŋ²¹³篮蓝拦兰郎狼廊栏
laŋ⁵⁵朗览揽懒
laŋ³⁵滥烂浪
kaŋ³³甘柑肝竿秆干钢缸杆冈刚纲
kaŋ⁵⁵敢感赶岗港
kaŋ³⁵干杠
kʰaŋ³³堪康糠刊看慷
kʰaŋ²¹³扛
kʰaŋ⁵⁵坎
kʰaŋ³⁵看抗
xaŋ²¹³衔寒韩行杭航函
xaŋ⁵⁵喊罕
xaŋ³⁵汉旱焊汗巷
ŋan²¹³昂
ŋan³⁵岸
tsaŋ³³毡脏张章樟沾占颤赃
tsaŋ⁵⁵斩盏展长掌涨
tsaŋ³⁵暂站占赞战葬帐胀丈仗障杖栈藏账仗
tsʰaŋ³³参餐昌仓搀苍
tsʰaŋ²¹³蚕残铲缠常偿蝉惭馋藏偿
tsʰaŋ⁵⁵惨产场厂敞
tsʰaŋ³⁵灿长肠唱忏倡
saŋ³³三杉衫山删扇桑丧商伤散
saŋ⁵⁵陕闪伞赏嗓
saŋ³⁵散善膳丧上尚扇
zaŋ²¹³然燃瓤壤嚷
zaŋ⁵⁵染
zaŋ³⁵让
aŋ³³庵安鞍
aŋ³⁵暗案按
ȵiaŋ²¹³娘
ȵiaŋ³⁵酿
liaŋ²¹³良粮凉梁量粱
liaŋ³⁵量谅
tɕiaŋ³³浆将疆姜江僵
tɕiaŋ⁵⁵蒋讲桨
tɕiaŋ³⁵酱将匠降
tɕʰiaŋ³³腔枪羌
tɕʰiaŋ²¹³墙强
tɕʰiaŋ⁵⁵抢强
ɕiaŋ³³箱相镶香乡厢
ɕiaŋ²¹³祥详降翔
ɕiaŋ⁵⁵想响享
ɕiaŋ³⁵相象像向项橡
iaŋ³³央秧殃
iaŋ²¹³羊洋烊杨阳扬疡
iaŋ³⁵样恙
tuaŋ³³端
tuaŋ⁵⁵短
tuaŋ³⁵段断锻
tʰuaŋ²¹³团
nuaŋ⁵⁵暖
luaŋ²¹³鸾
luaŋ⁵⁵卵
luaŋ³⁵乱
kuaŋ³³光关官棺冠
kuaŋ⁵⁵管广
kuaŋ³⁵贯罐冠罐惯
kʰuaŋ³³宽筐矿框
kʰuaŋ²¹³狂
kʰuaŋ⁵⁵款
kʰuaŋ³⁵旷况
xuaŋ³³欢荒慌
xuaŋ²¹³环还黄皇簧蝗
xuaŋ⁵⁵缓谎恍晃
xuaŋ³⁵换幻患焕唤晃
tsuaŋ³³钻专砖庄装桩
tsuaŋ⁵⁵转
tsuaŋ³⁵赚状撞转传壮篆
tsʰuaŋ³³川穿疮窗创
tsʰuaŋ²¹³传床船椽
tsʰuaŋ⁵⁵喘闯创
tsʰuaŋ³⁵篡串创
suaŋ³³酸闩拴霜双
suaŋ³⁵算蒜爽
zuaŋ²¹³软
zuaŋ⁵⁵阮
uaŋ³³汪豌
uaŋ²¹³亡王
uaŋ⁵⁵网枉往惋腕婉
pĩ³³鞭编变边彬宾槟兵冰
pĩ⁵⁵扁匾辫丙柄饼禀秉
pĩ³⁵便辩遍鬓病并辫
pʰĩ³³拼篇
pʰĩ²¹³便贫凭平坪瓶频评屏萍
pʰĩ⁵⁵品
pʰĩ³⁵骗片聘
mĩ²¹³棉眠闽明名绵悯鸣铭冥
mĩ⁵⁵免敏勉
mĩ³⁵面命
tĩ³³颠丁钉汀
tĩ⁵⁵点典顶鼎
tĩ³⁵店电殿钉定垫锭
tʰĩ³³添听厅天
tʰĩ²¹³甜田填亭停廷庭
tʰĩ⁵⁵挺舔艇
ȵĩ²¹³年凝宁
ȵĩ⁵⁵碾
ȵĩ³⁵念
lĩ²¹³廉镰连联陵领岭宁灵零铃林淋临怜莲邻鳞帘磷麟棱凌菱
lĩ³⁵令练恋楝另
tɕĩ³³监尖兼今金艰间奸煎肩坚津巾竟斤筋均军菌京惊精经碱歼浸捐钧粳竟晶睛经
tɕĩ⁵⁵减检俭锦简井捡剪茧卷紧谨警景柬仅
tɕĩ³⁵鉴舰渐剑紧箭件建健荐见进晋卷圈倦尽劲近俊境敬镜静净靖径践眷绢茎颈
tɕʰĩ³³签谦侵钦迁千牵圈铅亲卿清轻青倾嵌顷
tɕʰĩ²¹³钳禽琴钱乾前全泉拳秦芹情晴擒虔权
tɕʰĩ⁵⁵浅犬请寝
tɕʰĩ³⁵欠权劝券亲群裙庆歉謦
ɕĩ³³心仙鲜掀先宣辛新薪欣薰兴纤轩勋猩
ɕĩ²¹³咸嫌寻闲贤弦悬行形刑循型
ɕĩ⁵⁵险癣显选笋省醒
ɕĩ³⁵陷馅限苋线馅羡献宪现玄迅县信旬巡训兴杏幸姓性讯衅
sĩ³³星腥
sĩ²¹³旋
ĩ³³淹阉音阴烟冤渊因姻鹰应英蝇莺婴腌胭殷晕樱鹦缨
ĩ²¹³严炎盐阎檐吟颜演延言研匀圆员园沿元原源袁银云盈赢营萤迎寅岩淫猿猿援
ĩ⁵⁵掩饮眼雁远引隐允影尹颖
ĩ³⁵验厌焰晏谚砚燕宴院缘印映愿怨韵运咽熨应孕
pəŋ³³奔
pəŋ⁵⁵本
pəŋ³⁵笨
pʰəŋ³³喷
pʰəŋ²¹³盆
məŋ³³闷
məŋ²¹³门盟
fəŋ³³分芬纷
fəŋ²¹³坟焚
fəŋ⁵⁵粉
fəŋ³⁵粪份奋愤
vəŋ³³温瘟
vəŋ²¹³文闻蚊
vəŋ⁵⁵稳吻
vəŋ³⁵问
təŋ³³灯登
təŋ⁵⁵等
təŋ³⁵凳邓
tʰəŋ³³吞
tʰəŋ²¹³藤腾誊
nəŋ²¹³能
ləŋ⁵⁵冷
kəŋ³³根跟更庚耕羹
kəŋ⁵⁵梗
kəŋ³⁵更
kʰəŋ³³坑
kʰəŋ⁵⁵垦肯恳啃
xəŋ²¹³痕恒衡
xəŋ⁵⁵很
xəŋ³⁵恨
tsəŋ³³针珍真蒸争正曾增蒸砧斟筝贞侦征
tsəŋ⁵⁵枕诊整疹
tsəŋ³⁵镇阵振震证症郑正政赠
tsʰəŋ³³称撑
tsʰəŋ²¹³沉层澄曾乘成城盛晨惩呈诚
tsʰəŋ³⁵趁秤称
səŋ³³森深身申升生牲甥声渗伸僧
səŋ²¹³什神绳
səŋ⁵⁵沈婶审省
səŋ³⁵肾慎胜剩圣盛甚圣
zəŋ²¹³人仁任刃韧仍
zəŋ⁵⁵忍
zəŋ³⁵任壬认
əŋ³³恩
əŋ³⁵硬
tuəŋ³³敦墩
tuəŋ³⁵顿盾钝遁
tʰuəŋ³⁵屯
nuəŋ³⁵嫩
luəŋ²¹³轮仑伦
luəŋ³⁵论
kuəŋ⁵⁵滚
kuəŋ³⁵棍
kʰuəŋ³³昆坤
kʰuəŋ⁵⁵捆
kʰuəŋ³⁵困
xuəŋ³³婚昏荤
xuəŋ²¹³魂浑弘
xuəŋ³⁵混
tsuəŋ³³尊遵
tsuəŋ⁵⁵准
tsʰuəŋ³³村春椿
tsʰuəŋ²¹³唇纯
tsʰuəŋ⁵⁵蠢
tsʰuəŋ³⁵寸存
suəŋ³³孙
suəŋ⁵⁵损
suəŋ³⁵顺舜
zuəŋ³⁵润闰
poŋ³³ 崩
pʰoŋ²¹³ 鹏朋彭篷捧膨蓬
pʰoŋ³⁵ 碰
moŋ²¹³ 萌
moŋ⁵⁵猛蒙
moŋ³⁵梦孟
foŋ³³风枫丰封封蜂疯锋
foŋ²¹³冯缝逢
foŋ⁵⁵讽
foŋ³⁵凤缝奉
toŋ³³东冬
toŋ⁵⁵董
toŋ³⁵冻栋动洞
tʰoŋ³³通
tʰoŋ²¹³同铜桐童瞳
tʰoŋ⁵⁵桶筒统
tʰoŋ³⁵痛
noŋ²¹³农浓脓
noŋ³⁵弄
loŋ²¹³笼聋隆龙
loŋ⁵⁵拢垄
koŋ³³公工功弓宫恭攻躬供
koŋ⁵⁵汞拱巩
koŋ³⁵贡共供
kʰoŋ³³空
kʰoŋ⁵⁵恐孔
kʰoŋ³⁵控空
xoŋ³³烘轰
xoŋ²¹³红洪横宏鸿
xoŋ⁵⁵哄
tsoŋ³³中终钟棕鬃宗综忠衷踪盅
tsoŋ⁵⁵种肿
tsoŋ³⁵中众重种仲纵
tsʰoŋ³³聪葱充冲舂匆
tsʰoŋ²¹³崇从宠重丛
tsʰoŋ⁵⁵宠
soŋ³³松
soŋ⁵⁵耸
soŋ³⁵送宋颂诵讼
zoŋ²¹³绒茸容蓉戎
oŋ³³翁瓮
tɕʰioŋ²¹³穷琼
ɕioŋ³³兄胸凶匈
ɕioŋ²¹³熊雄
ioŋ³³拥
ioŋ²¹³荣融溶熔
ioŋ⁵⁵勇涌咏泳永踊
ioŋ³⁵用
