#ɿ		
ts	①资知支枝肢之芝 ②直值植殖质执侄 ③子纸旨指止址子紫 ⑤智制字自这{白}	
tsʰ	①痴 ②辞池驰迟持尺赤 ③此耻 ⑤刺次	
s	①丝斯私司丝思师狮 ②时十什拾湿失实室食蚀石识适释 ③死史使驶 ⑤事是四世势逝誓市士示	
z	②日₁	
ɣ	②日₂	
#i		
p	②笔必鼻毕逼碧壁 ③比 ⑤闭币备	
pʰ	①屄 ②皮疲脾琵枇匹 ③鄙 ⑤屁	
m	①咪 ②迷眉密蜜 ③米 ⑤谜	
t	①低 ②敌的{∽确}滴嫡 ③底抵 ⑤地递	
tʰ	①梯 ②提堤题啼蹄踢惕 ③体 ⑤替	
l	②梨立犁离 ③礼吕旅里 ⑤丽利	
k	③给	
kʰ	⑤去{白}	
tɕ	①鸡几{茶∽}机叽肌饥讥基 ②及级吸极急集辑给{供∽}吉即 ③挤己纪几{∽何} ⑤记计济剂祭继伎技妓寄记忌纪既季系{∽鞋带}	
tɕʰ	①期凄栖欺期溪 ②奇齐吃七乞讫戚奇骑歧其棋旗 ③起启岂取₁ ⑤趣₁气汽弃企契砌去{白}	
ɕ	①须₁西牺兮犀携嘻熙希稀 ②徐席习泣袭悉膝息熄媳昔惜夕析锡 ③洗喜 ⑤细系{联~}戏	
ȵ	②尼逆泥宜 ③女₁你 ⑤腻义	
Ø	①衣依医伊 ②一乙亦益抑译揖谊液逸移夷姨胰遗 ③椅以已矣蚁 ⑤易异意亿忆翼肄	
#u		
p	②不 ③补 ⑤布怖步部簿	
pʰ	①铺{∽路} ②葡蒲菩勃渤卜仆扑朴瀑曝荸 ③普谱甫浦脯 ⑤铺	
m	②目木沐牧睦穆没{∽落}模 ③母 ⑤墓募慕幕暮茂贸	
t	①都 ②独₁犊₁读₁督₁毒₁ ③堵₁睹₁赌₁肚 ⑤杜₁肚₁度₁斗₂就{白₂}	
tʰ	②涂途图徒₁屠₁突₁秃₁头₂ ③土₁吐₁ ⑤吐兔₁	
I	②卢₁六₁楼₁ ③鲁₁ ⑤路₁	
n	②奴₁ ③努₁ ⑤怒₁	
k	①姑辜孤 ②骨谷 ③古估鼓贾{商∽}股 ⑤故固雇顾	
kʰ	①枯箍 ②哭酷 ③苦 ⑤库裤	
ts	①朱₁珠₁猪₁租₂州₂ ②竹₂筑₂祝₂逐₂烛₂足₂ ③主₁煮₁祖₂组₂ ⑤住₁助₂做₂	
tsʰ	①初₁粗₁ ②出₂除₂锄₁厨₁族 ③楚₂础₂处{∽理} ⑤醋₂处₁	
s	①书₁舒₁输₁梳₂疏₂蔬₂殊₁苏₂酥₂收₂ ②术₂叔₂熟₂续₂赎₂蜀₂属₂俗₂肃₂宿₂束₂速₂ ③鼠₂数{∽钱}  ⑤树₂竖₂数{∽学}素₂诉₂塑₂漱₂	
z	②肉如入 ③乳	
ɣ	②肉如入	
Ø	①乌巫诬污②无吴蜈吾梧勿物毋屋③五伍午武鹉侮舞舞⑤误悟务雾戊	
#uᶹ		
f	①夫呼肤麸呼敷孵 ②胡湖蝴糊乎壶俘扶芙符狐弗佛沸伏服忽复腹福幅蝠浮{新} ③虎浒府俯腑腐斧釜抚辅 ⑤户沪护互付附父傅赋妇负富副讣赴瓠	
v	①乌巫诬污②无吴蜈吾梧勿物毋屋③五伍午武鹉侮舞舞⑤误悟务雾戊	
#y		
tɕ	①居拘驹②菊鞠局桔③举矩⑤句剧锯据巨拒距具惧	
tɕʰ	①区驱躯蛆趋②渠瞿曲屈③取₂娶⑤去趣₂	
ɕ	①虚嘘墟须₂需绥 ②徐₂恤戊 ③许 ⑤絮	
ȵ	③女₂	
Ø	①迂②鱼渔于盂余愚娱虞俞愉舆③与雨宇语羽禹⑤玉芋预豫誉遇寓御裕喻尉	
#a		
p	①巴疤芭粑 ②八爸拔跋 ③把靶 ⑤坝罢	
pʰ	①琶杷□{软} ②爬耙 ③趴 ⑤怕帕	
m	①妈 ②麻抹{擦} ③马蚂 ⑤骂	
f	①花 ②华铧桦滑猾划{∽算}发法乏罚伐阀筏⑤华划{计∽}化话画	
v	①挖蛙 ②娃 ③瓦 ⑤洼	
t	①瘩{疙∽} ②答搭达跶{摔} ③打 ⑤大	
tʰ	①他 ②塔沓踏獭塌榻	
l	①拉 ②辣	
n	②拿 ③哪 ⑤那	
k	②夹{白} ③朒{肉，俗字}	
kʰ	③卡 ⑤胯	
x	①哈 ②还{白} ⑤下{白}	
ŋ	③□{为难}	
ts	①抓₁渣奓{张开}②扎札轧炸油闸铡杂⑤乍诈炸榨楂	
tsʰ	①叉杈差 ②茶搽查{调∽}察擦插 ⑤岔诧	
s	①沙纱痧杉萨②杀煞刷₁③洒撒傻耍₁	
#ia		
p	③瘪{扁} ⑤壁{白，岩∽}	
t	①爹	
tɕ	①加嘉家嫁稼{庄∽}佳②甲夹挟挟③假贾⑤价架驾嫁	
tɕʰ	②洽恰掐	
ɕ	①虾②霞遐斜{老}匣侠峡狭瞎辖⑤下夏	
ȵ	①黏 ⑤入{白，流話}	
Ø	①丫桠鸦②牙芽衙涯鸭押压③哑雅⑤亚压讶	
#ua		
k	①瓜②刮括③剐寡⑤挂卦褂	
kʰ	①夸 ③垮 ⑤跨	
ts	①抓₂ ②啄	
s	②刷₂③耍₂	
z	②挼{揉}	
Ø	①挖蛙 ②娃 ③瓦 ⑤洼	
#o		
p	①波菠玻②脖博搏薄驳拨钵缚③颇跛⑤播	
pʰ	①坡②婆泼③颇剖⑤破	
m	①摸摩②磨{∽刀}魔模{∽范}末沫莫漠寞膜③抹{∽杀} ⑤磨{石∽}	
t	①多②夺③朵躲⑤剁驮堕舵	
tʰ	①拖②托脱驮驼③妥唾椭	
n	②挪 ⑤糯	
l	①啰 ②罗萝箩锣逻 ③裸	
k	①哥歌戈锅②各阁鸽角割葛郭廓③果裹⑤个过	
kʰ	①科棵苛 ②壳磕瞌渴 ③可颗稞⑤课	
x	①喝②何河荷和合盒活鹤豁霍藿③火伙⑤货贺祸	
ŋ	②鹅 ③我	
ts	②作昨捉卓桌浊酌琢着{衣∽}拙③左⑤坐座	
tsʰ	①搓②凿戳⑤错措挫锉	
s	①蓑②索缩率蟀朔勺芍说烁硕③所琐锁	
z	②弱若	
u	①窝倭阿{~胶}②俄鹅蛾峨讹讴鳄谔鄂沃握恶 ⑤卧饿	
#io		
tɕ	②却脚觉爵角	
tɕʰ	②确鹊雀却	
ɕ	②学	
l	②略	
Ø	②约药岳钥乐{音~}	
#e̞		
p	②北白百伯柏	
pʰ	②拍迫魄	
m	②墨默麦脉	
f	②或	
t	②得德	
tʰ	②特	
l	②勒肋	
k	②格革隔疙 ③给 ⑤锯{白}	
kʰ	②客克刻咳	
x	②黑吓{~人}赫核骇	
ŋ	②扼额	
ts	①遮 ②哲浙则侧责摘窄 ③者 ⑤蔗这	
tsʰ	①车 ②册策拆宅测择泽彻撤辙 ③扯	
s	①赊奢 ②蛇舌设折{~本}色涩塞{堵~}骰涉摄啬虱 ③舍{~弃} ⑤社射赦舍{宿∽}	
z	②热 ③惹	
ɣ	②热 ③惹	
Ø	②而儿 ③耳 ⑤二	
#ie̞		
p	①憋 ②别鳖	
pʰ	②撇 ⑤㡀{坏}	
m	②灭蔑篾	
t	②跌叠碟蝶牒谍	
tʰ	②铁贴	
l	②列裂烈劣猎	
ȵ	②业捏孽	
tɕ	②节洁结杰接揭竭劫 ③姐 ⑤借	
tɕʰ	②妾切茄捷怯截 ③且	
ɕ	①些 ②协胁邪歇蝎屑穴泄 ③写 ⑤泻卸谢	
Ø	①耶椰 ②叶爷页 ③也野冶 ⑤夜	
#ue̞		
k	②国	
kʰ	②扩	
#ye̞		
tɕ	②绝决诀蕨獗	
tɕʰ	②缺	
ɕ	①靴 ②血恤雪薛	
Ø	②月曰粤越悦阅	
#ə		
kʰ	⑤去{白}	
Ø	②而儿 ③耳 ⑤二	
#ai		
p	①跛{瘸}掰 ③摆⑤败拜稗	
pʰ	②排牌 ⑤派	
m	②埋 ③买 ⑤卖迈	
f	②怀 ⑤坏	
v	①歪 ⑤外	
t	①呆 ③歹 ⑤代袋贷怠带待戴	
tʰ	①胎苔{舌~}②台抬苔{菜~} ⑤太态泰	
n	①奶{∽∽} ③奶 ⑤耐奈	
l	②来 ⑤赖	
k	①皆₁街该 ③改解₁ ⑤盖介₁戒₁	
kʰ	①开楷 ③凯楷 ⑤概慨溉	
x	①孩鞋偕谐还{~有} ③海蟹 ⑤害亥	
ŋ	①哀唉埃挨{紧靠} ②岩挨{~打} ③矮霭 ⑤爱艾碍隘	
ts	①灾栽斋 ③宰载{一年半~}崽仔 ⑤在再债寨载{~重}	
tsʰ	①差{出~}钗猜 ②才材财豺柴裁 ③采睬踩彩 ⑤菜蔡	
s	①腮筛衰摔 ③甩 ⑤晒赛塞{要~}帅	
#iai		
tɕ	①皆₂ ③解₂ ⑤介₂戒₂	
#uai		
k	①乖 ③拐 ⑤怪	
kʰ	③块傀 ⑤快筷刽会{~计}	
tsʰ	①揣{~荷包} ③揣{~测}喘	
s	①衰₂ ③甩₂ ⑤帅₂	
Ø	①歪 ⑤外	
#ei		
p	①杯卑碑悲 ⑤贝背臂辈倍焙秘	
pʰ	①批披坯胚 ②培陪赔 ⑤佩配沛	
m	①没 ②梅眉霉煤媒 ③美每 ⑤妹味寐媚	
f	①飞非菲妃灰恢诙挥辉徽 ②肥回蛔茴 ③匪悔晦毁 ⑤费肺废会绘烩汇贿惠穗彗慧秽讳卉	
v	①威煨 ②为{作~}危桅唯惟维帷违苇围微薇 ③委萎尾伟 ⑤卫为{∽什么}伪位魏畏喂尉慰未味胃谓猬	
t	①堆 ③趸 ⑤对兑碓队	
tʰ	①推 ②颓 ③腿 ⑤退褪	
n	⑤内	
