漢字	IPA	注释
邹	ʦɐu⁴⁵	
周	ʦɐu⁴⁵	
舟	ʦɐu⁴⁵	
糟	ʦɐu⁴⁵	
遭	ʦɐu⁴⁵	
揪	ʦɐu⁴⁵	
骤	ʦau⁵²	
淖	ʦau⁵²	
祚	ʦɐu⁵²	
胄	ʦɐu⁵²	
纣	ʦɐu⁵²	
造	ʦɐu⁵²	
皂	ʦɐu⁵²	
作	ʦɔk⁴	
桌	ʦɔk⁴	
捉	ʦɔk⁴	
昨	ʦɔk⁵²	
擢	ʦɔk⁵²	
浊	ʦɔk⁵²	
凿	ʦɔk⁵²	
壮	ʦɔŋ⁴⁴³	
葬	ʦɔŋ⁴⁴³	
装	ʦɔŋ⁴⁵	
桩	ʦɔŋ⁴⁵	
庄	ʦɔŋ⁴⁵	
妆	ʦɔŋ⁴⁵	
赃	ʦɔŋ⁴⁵	
撞	ʦɔŋ⁵²	
状	ʦɔŋ⁵²	
奘	ʦɔŋ⁵²	
幢	ʦɔŋ⁵²	
鹧	ʦe⁴⁴³	
者	ʦɛ³⁵	
姐	ʦɛ³⁵	
蔗	ʦɛ⁴⁴³	
借	ʦɛ⁴⁴³	
遮	ʦɛ⁴⁵	
榭	ʦɛ⁵²	
谢	ʦɛ⁵²	
槎	ʦʰa²¹	
猹	ʦʰa²¹	
搽	ʦʰa²¹	
茶	ʦʰa²¹	
诧	ʦʰa⁴⁴³	
衩	ʦʰa⁴⁵	
杈	ʦʰa⁴⁵	
叉	ʦʰa⁴⁵	
豺	ʦʰai²¹	
柴	ʦʰai²¹	
齐	ʦʰɐi²¹	
踩	ʦʰai³⁵	
沏	ʦʰɐi⁴⁴³	
钗	ʦʰai⁴⁵	
猜	ʦʰai⁴⁵	
棲	ʦʰɐi⁴⁵	
萋	ʦʰɐi⁴⁵	
凄	ʦʰɐi⁴⁵	
栖	ʦʰɐi⁴⁵	
妻	ʦʰɐi⁴⁵	
咤	ʦʰak⁴⁵	
拆	ʦʰak⁴⁵	
策	ʦʰak⁴⁵	
测	ʦʰak⁴⁵	
册	ʦʰak⁴⁵	
贼	ʦʰak⁵²	
劖	ʦʰam²¹	
馋	ʦʰam²¹	
惭	ʦʰam²¹	
蚕	ʦʰam²¹	
寻	ʦʰɐm²¹	
覃	ʦʰɐm²¹	
沉	ʦʰɐm²¹	
搀	ʦʰam³⁵	
惨	ʦʰam³⁵	
寝	ʦʰɐm³⁵	
忏	ʦʰam⁴⁴³	
侵	ʦʰɐm⁴⁵	
残	ʦʰan²¹	
循	ʦʰɐn²¹	
巡	ʦʰɐn²¹	
旬	ʦʰɐn²¹	
晴	ʦʰɐn²¹	
情	ʦʰɐn²¹	
秦	ʦʰɐn²¹	
逞	ʦʰɐn²¹	
惩	ʦʰɐn²¹	
程	ʦʰɐn²¹	
埕	ʦʰɐn²¹	
呈	ʦʰɐn²¹	
陈	ʦʰɐn²¹	
尘	ʦʰɐn²¹	
铲	ʦʰan³⁵	
产	ʦʰan³⁵	
拯	ʦʰɐn³⁵	
疹	ʦʰɐn³⁵	
诊	ʦʰɐn³⁵	
请	ʦʰɐn³⁵	
蠢	ʦʰɐn³⁵	
璨	ʦʰan⁴⁴³	
灿	ʦʰan⁴⁴³	
秤	ʦʰɐn⁴⁴³	
称	ʦʰɐn⁴⁴³	
趁	ʦʰɐn⁴⁴³	
衬	ʦʰɐn⁴⁴³	
餐	ʦʰan⁴⁵	
蜻	ʦʰɐn⁴⁵	
清	ʦʰɐn⁴⁵	
青	ʦʰɐn⁴⁵	
亲	ʦʰɐn⁴⁵	
椿	ʦʰɐn⁴⁵	
春	ʦʰɐn⁴⁵	
称	ʦʰɐn⁴⁵	
橙	ʦʰɐŋ²¹	
澄	ʦʰɐŋ²¹	
曾	ʦʰɐŋ²¹	
层	ʦʰɐŋ²¹	
蹭	ʦʰɐŋ⁴⁴³	
罉	ʦʰɐŋ⁴⁵	
瞠	ʦʰɐŋ⁴⁵	
撑	ʦʰɐŋ⁴⁵	
插	ʦʰap⁴	
箿	ʦʰɐp⁴⁵	
辑	ʦʰɐp⁴⁵	
缉	ʦʰɐp⁴⁵	
獭	ʦʰat⁴	
刷	ʦʰat⁴	
察	ʦʰat⁴	
擦	ʦʰat⁴	
漆	ʦʰɐt⁴⁵	
戚	ʦʰɐt⁴⁵	
柒	ʦʰɐt⁴⁵	
七	ʦʰɐt⁴⁵	
出	ʦʰɐt⁴⁵	
敕	ʦʰɐt⁴⁵	
赤	ʦʰɐt⁴⁵	
斥	ʦʰɐt⁴⁵	
尺	ʦʰɐt⁴⁵	
缫	ʦʰau²¹	
溧	ʦʰau²¹	
巢	ʦʰau²¹	
售	ʦʰɐu²¹	
囚	ʦʰɐu²¹	
筹	ʦʰɐu²¹	
稠	ʦʰɐu²¹	
酬	ʦʰɐu²¹	
绸	ʦʰɐu²¹	
槽	ʦʰɐu²¹	
漕	ʦʰɐu²¹	
曹	ʦʰɐu²¹	
炒	ʦʰau³⁵	
吵	ʦʰau³⁵	
草	ʦʰɐu³⁵	
躁	ʦʰɐu⁴⁴³	
燥	ʦʰɐu⁴⁴³	
凑	ʦʰɐu⁴⁴³	
糙	ʦʰɐu⁴⁴³	
钞	ʦʰau⁴⁵	
抽	ʦʰɐu⁴⁵	
操	ʦʰɐu⁴⁵	
戳	ʦʰɔk⁴	
闯	ʦʰɔŋ³⁵	
厂	ʦʰɔŋ³⁵	
窗	ʦʰɔŋ⁴⁵	
疮	ʦʰɔŋ⁴⁵	
舱	ʦʰɔŋ⁴⁵	
沧	ʦʰɔŋ⁴⁵	
苍	ʦʰɔŋ⁴⁵	
伧	ʦʰɔŋ⁴⁵	
仓	ʦʰɔŋ⁴⁵	
邪	ʦʰɛ²¹	
且	ʦʰɛ³⁵	
扯	ʦʰɛ³⁵	
奢	ʦʰɛ⁴⁵	
恃	ʦʰi²¹	
似	ʦʰi²¹	
脐	ʦʰi²¹	
糍	ʦʰi²¹	
鹚	ʦʰi²¹	
磁	ʦʰi²¹	
慈	ʦʰi²¹	
辞	ʦʰi²¹	
瓷	ʦʰi²¹	
祠	ʦʰi²¹	
茨	ʦʰi²¹	
词	ʦʰi²¹	
持	ʦʰi²¹	
迟	ʦʰi²¹	
驰	ʦʰi²¹	
弛	ʦʰi²¹	
池	ʦʰi²¹	
始	ʦʰi³⁵	
此	ʦʰi³⁵	
耻	ʦʰi³⁵	
侈	ʦʰi³⁵	
齿	ʦʰi³⁵	
眵	ʦʰi³⁵	
赐	ʦʰi⁴⁴³	
刺	ʦʰi⁴⁴³	
次	ʦʰi⁴⁴³	
翅	ʦʰi⁴⁴³	
厕	ʦʰi⁴⁴³	
雌	ʦʰi⁴⁵	
疵	ʦʰi⁴⁵	
魑	ʦʰi⁴⁵	
痴	ʦʰi⁴⁵	
嗤	ʦʰi⁴⁵	
蚩	ʦʰi⁴⁵	
鸱	ʦʰi⁴⁵	
卓	ʦʰiak⁴	
灼	ʦʰiak⁴	
绰	ʦʰiak⁴	
焯	ʦʰiak⁴	
祥	ʦʰiaŋ²¹	
详	ʦʰiaŋ²¹	
墙	ʦʰiaŋ²¹	
场	ʦʰiaŋ²¹	
肠	ʦʰiaŋ²¹	
抢	ʦʰiaŋ³⁵	
唱	ʦʰiaŋ⁴⁴³	
畅	ʦʰiaŋ⁴⁴³	
怅	ʦʰiaŋ⁴⁴³	
锵	ʦʰiaŋ⁴⁵	
枪	ʦʰiaŋ⁴⁵	
倡	ʦʰiaŋ⁴⁵	
娼	ʦʰiaŋ⁴⁵	
菖	ʦʰiaŋ⁴⁵	
昌	ʦʰiaŋ⁴⁵	
潜	ʦʰim²¹	
堑	ʦʰim⁴⁴³	
签	ʦʰim⁴⁵	
歼	ʦʰim⁴⁵	
钱	ʦʰin²¹	
前	ʦʰin²¹	
浅	ʦʰin³⁵	
纤	ʦʰin⁴⁵	
迁	ʦʰin⁴⁵	
阡	ʦʰin⁴⁵	
千	ʦʰin⁴⁵	
歼	ʦʰin⁴⁵	
妾	ʦʰip⁴	
辙	ʦʰit⁴	
设	ʦʰit⁴	
切	ʦʰit⁴	
撤	ʦʰit⁴	
彻	ʦʰit⁴	
瞧	ʦʰiu²¹	
樵	ʦʰiu²¹	
潮	ʦʰiu²¹	
肖	ʦʰiu⁴⁴³	
鞘	ʦʰiu⁴⁴³	
俏	ʦʰiu⁴⁴³	
昭	ʦʰiu⁴⁵	
钊	ʦʰiu⁴⁵	
锹	ʦʰiu⁴⁵	
悄	ʦʰiu⁴⁵	
超	ʦʰiu⁴⁵	
坐	ʦʰo²¹	白，～低：坐下
楚	ʦʰo³⁵	
础	ʦʰo³⁵	
错	ʦʰo⁴⁴³	
锉	ʦʰo⁴⁴³	
挫	ʦʰo⁴⁴³	
蹉	ʦʰo⁴⁵	
磋	ʦʰo⁴⁵	
雏	ʦʰo⁴⁵	
初	ʦʰo⁴⁵	
锄	ʦʰœ²¹	
裁	ʦʰoi²¹	
财	ʦʰoi²¹	
材	ʦʰoi²¹	
才	ʦʰoi²¹	
睬	ʦʰoi³⁵	
彩	ʦʰoi³⁵	
采	ʦʰoi³⁵	
赛	ʦʰoi⁴⁴³	
蔡	ʦʰoi⁴⁴³	
菜	ʦʰoi⁴⁴³	
摧	ʦʰoi⁴⁵	
催	ʦʰoi⁴⁵	
崔	ʦʰoi⁴⁵	
蓄	ʦʰok⁴⁵	
速	ʦʰok⁴⁵	
束	ʦʰok⁴⁵	
簇	ʦʰok⁴⁵	
促	ʦʰok⁴⁵	
矗	ʦʰok⁴⁵	
搐	ʦʰok⁴⁵	
畜	ʦʰok⁴⁵	
丛	ʦʰoŋ²¹	
从	ʦʰoŋ²¹	
虫	ʦʰoŋ²¹	
塚	ʦʰoŋ³⁵	
宠	ʦʰoŋ³⁵	
聪	ʦʰoŋ⁴⁵	
葱	ʦʰoŋ⁴⁵	
匆	ʦʰoŋ⁴⁵	
憧	ʦʰoŋ⁴⁵	
忡	ʦʰoŋ⁴⁵	
充	ʦʰoŋ⁴⁵	
冲	ʦʰoŋ⁴⁵	
瞅	ʦʰu³⁵	
丑	ʦʰu³⁵	
溴	ʦʰu⁴⁴³	
嗅	ʦʰu⁴⁴³	
觑	ʦʰu⁴⁴³	
趣	ʦʰu⁴⁴³	
措	ʦʰu⁴⁴³	
厝	ʦʰu⁴⁴³	
翠	ʦʰu⁴⁴³	
脆	ʦʰu⁴⁴³	
醋	ʦʰu⁴⁴³	
臭	ʦʰu⁴⁴³	
秋	ʦʰu⁴⁵	
粗	ʦʰu⁴⁵	
柱	ʦʰy²¹	
贮	ʦʰy²¹	
伫	ʦʰy²¹	
徐	ʦʰy²¹	
随	ʦʰy²¹	
署	ʦʰy²¹	
锤	ʦʰy²¹	
槌	ʦʰy²¹	
陲	ʦʰy²¹	
储	ʦʰy²¹	
楮	ʦʰy²¹	
杵	ʦʰy²¹	
蹰	ʦʰy²¹	
躇	ʦʰy²¹	
厨	ʦʰy²¹	
除	ʦʰy²¹	
娶	ʦʰy³⁵	
取	ʦʰy³⁵	
趋	ʦʰy⁴⁵	
蛆	ʦʰy⁴⁵	
炊	ʦʰy⁴⁵	
吹	ʦʰy⁴⁵	
雏	ʦʰy⁴⁵	
泉	ʦʰyn²¹	
全	ʦʰyn²¹	
存	ʦʰyn²¹	
喘	ʦʰyn³⁵	
踹	ʦʰyn³⁵	
揣	ʦʰyn³⁵	
寸	ʦʰyn⁴⁴³	
串	ʦʰyn⁴⁴³	
村	ʦʰyn⁴⁵	
穿	ʦʰyn⁴⁵	
川	ʦʰyn⁴⁵	
撮	ʦʰyt⁴	
猝	ʦʰyt⁴	
紫	ʦi³⁵	
梓	ʦi³⁵	
姊	ʦi³⁵	
子	ʦi³⁵	
趾	ʦi³⁵	
指	ʦi³⁵	
祉	ʦi³⁵	
纸	ʦi³⁵	
芷	ʦi³⁵	
址	ʦi³⁵	
旨	ʦi³⁵	
止	ʦi³⁵	
置	ʦi⁴⁴³	
痣	ʦi⁴⁴³	
智	ʦi⁴⁴³	
致	ʦi⁴⁴³	
挚	ʦi⁴⁴³	
志	ʦi⁴⁴³	
至	ʦi⁴⁴³	
滋	ʦi⁴⁵	
辎	ʦi⁴⁵	
淄	ʦi⁴⁵	
资	ʦi⁴⁵	
兹	ʦi⁴⁵	
姿	ʦi⁴⁵	
咨	ʦi⁴⁵	
孜	ʦi⁴⁵	
蜘	ʦi⁴⁵	
脂	ʦi⁴⁵	
栀	ʦi⁴⁵	
肢	ʦi⁴⁵	
知	ʦi⁴⁵	
枝	ʦi⁴⁵	
吱	ʦi⁴⁵	
芝	ʦi⁴⁵	
卮	ʦi⁴⁵	
支	ʦi⁴⁵	
之	ʦi⁴⁵	
牸	ʦi⁵²	
字	ʦi⁵²	
自	ʦi⁵²	
稚	ʦi⁵²	
痔	ʦi⁵²	
峙	ʦi⁵²	
治	ʦi⁵²	
嗣	ʦi⁵²	
饲	ʦi⁵²	
祀	ʦi⁵²	
寺	ʦi⁵²	
巳	ʦi⁵²	
酌	ʦiak⁴	
芍	ʦiak⁴	
勺	ʦiak⁴	
鹊	ʦiak⁴	
雀	ʦiak⁴	
嚼	ʦiak⁴	
爵	ʦiak⁴	
掌	ʦiaŋ³⁵	
蒋	ʦiaŋ³⁵	
桨	ʦiaŋ³⁵	
奖	ʦiaŋ³⁵	
瘴	ʦiaŋ⁴⁴³	
嶂	ʦiaŋ⁴⁴³	
障	ʦiaŋ⁴⁴³	
胀	ʦiaŋ⁴⁴³	
账	ʦiaŋ⁴⁴³	
帐	ʦiaŋ⁴⁴³	
涨	ʦiaŋ⁴⁴³	
酱	ʦiaŋ⁴⁴³	
将	ʦiaŋ⁴⁴³	
蟑	ʦiaŋ⁴⁵	
樟	ʦiaŋ⁴⁵	
彰	ʦiaŋ⁴⁵	
章	ʦiaŋ⁴⁵	
张	ʦiaŋ⁴⁵	
浆	ʦiaŋ⁴⁵	
将	ʦiaŋ⁴⁵	
杖	ʦiaŋ⁵²	
丈	ʦiaŋ⁵²	
橡	ʦiaŋ⁵²	
像	ʦiaŋ⁵²	
象	ʦiaŋ⁵²	
匠	ʦiaŋ⁵²	
占	ʦim⁴⁴³	
瞻	ʦim⁴⁵	
詹	ʦim⁴⁵	
沾	ʦim⁴⁵	
尖	ʦim⁴⁵	
渐	ʦim⁵²	
展	ʦin³⁵	
碾	ʦin³⁵	
剪	ʦin³⁵	
战	ʦin⁴⁴³	
箭	ʦin⁴⁴³	
荐	ʦin⁴⁴³	
饯	ʦin⁴⁴³	
颤	ʦin⁴⁴³	
毡	ʦin⁴⁵	
笺	ʦin⁴⁵	
践	ʦin⁵²	
贱	ʦin⁵²	
褶	ʦip⁴	
辄	ʦip⁴	
接	ʦip⁴	
浙	ʦit⁴	
哲	ʦit⁴	
蜇	ʦit⁴	
节	ʦit⁴	
疖	ʦit⁴	
截	ʦit⁵²	
睫	ʦit⁵²	
婕	ʦit⁵²	
捷	ʦit⁵²	
沼	ʦiu³⁵	
照	ʦiu⁴⁴³	
醮	ʦiu⁴⁴³	
招	ʦiu⁴⁵	
蕉	ʦiu⁴⁵	
焦	ʦiu⁴⁵	
椒	ʦiu⁴⁵	
赵	ʦiu⁵²	
诏	ʦiu⁵²	
兆	ʦiu⁵²	
召	ʦiu⁵²	
阻	ʦo³⁵	文
左	ʦo³⁵	
佐	ʦo⁴⁴³	
坐	ʦo⁵²	文，读书音
座	ʦo⁵²	
唑	ʦo⁵²	
助	ʦo⁵²	
阻	ʦœ³⁵	白
俎	ʦœ³⁵	
滓	ʦoi³⁵	
宰	ʦoi³⁵	
再	ʦoi⁴⁴³	
栽	ʦoi⁴⁵	
哉	ʦoi⁴⁵	
灾	ʦoi⁴⁵	
罪	ʦoi⁵²	
在	ʦoi⁵²	
足	ʦok⁴⁵	
筑	ʦok⁴⁵	
祝	ʦok⁴⁵	
嘱	ʦok⁴⁵	
烛	ʦok⁴⁵	
竹	ʦok⁴⁵	
粥	ʦok⁴⁵	
族	ʦok⁵²	
镯	ʦok⁵²	
逐	ʦok⁵²	
轴	ʦok⁵²	
妯	ʦok⁵²	
续	ʦok⁵²	
俗	ʦok⁵²	
总	ʦoŋ³⁵	
踵	ʦoŋ³⁵	
肿	ʦoŋ³⁵	
粽	ʦoŋ⁴⁴³	
纵	ʦoŋ⁴⁴³	
众	ʦoŋ⁴⁴³	
中	ʦoŋ⁴⁴³	
鬃	ʦoŋ⁴⁵	
踪	ʦoŋ⁴⁵	
棕	ʦoŋ⁴⁵	
综	ʦoŋ⁴⁵	
宗	ʦoŋ⁴⁵	
钟	ʦoŋ⁴⁵	
盅	ʦoŋ⁴⁵	
终	ʦoŋ⁴⁵	
忠	ʦoŋ⁴⁵	
中	ʦoŋ⁴⁵	
舂	ʦoŋ⁴⁵	
仲	ʦoŋ⁵²	
颂	ʦoŋ⁵²	
诵	ʦoŋ⁵²	
讼	ʦoŋ⁵²	
祖	ʦu³⁵	
俎	ʦu³⁵	
组	ʦu³⁵	
酒	ʦu³⁵	
做	ʦu⁴⁴³	
州	ʦu⁴⁵	白，～背
洲	ʦu⁴⁵	白
租	ʦu⁴⁵	
袖	ʦu⁵²	
就	ʦu⁵²	
嘴	ʦy³⁵	
煮	ʦy³⁵	
主	ʦy³⁵	
沮	ʦy³⁵	
咀	ʦy³⁵	
醉	ʦy⁴⁴³	
最	ʦy⁴⁴³	
铸	ʦy⁴⁴³	
蛀	ʦy⁴⁴³	
著	ʦy⁴⁴³	
驻	ʦy⁴⁴³	
注	ʦy⁴⁴³	
椎	ʦy⁴⁵	
追	ʦy⁴⁵	
蛛	ʦy⁴⁵	
猪	ʦy⁴⁵	
诸	ʦy⁴⁵	
株	ʦy⁴⁵	
珠	ʦy⁴⁵	
茱	ʦy⁴⁵	
诛	ʦy⁴⁵	
侏	ʦy⁴⁵	
朱	ʦy⁴⁵	
叙	ʦy⁵²	
序	ʦy⁵²	
聚	ʦy⁵²	
纂	ʦyn⁴⁴³	
尊	ʦyn⁴⁵	
砖	ʦyn⁴⁵	
专	ʦyn⁴⁵	
茁	ʦyt⁴	
拙	ʦyt⁴	
缀	ʦyt⁴	
绝	ʦyt⁵²	
坞	u⁴⁴³	
呜	u⁴⁵	
污	u⁴⁵	
乌	u⁴⁵	
桦	wa²¹	
华	wa²¹	
哇	wa⁴⁵	
娃	wa⁴⁵	
蛙	wa⁴⁵	
洼	wa⁴⁵	
话	wa⁵²	
槐	wai²¹	
淮	wai²¹	
怀	wai²¹	
崴	wai³⁵	
威	wɐi⁴⁵	白
坏	wai⁵²	
喂	wɐi⁵²	文
胃	wɐi⁵²	文
位	wɐi⁵²	文
卫	wɐi⁵²	文
惑	wak⁵²	
或	wak⁵²	
划	wak⁵²	
鲩	wan²¹	
寰	wan²¹	
环	wan²¹	
还	wan²¹	
殒	wɐn²¹	
允	wɐn²¹	
筠	wɐn²¹	
耘	wɐn²¹	
匀	wɐn²¹	
云	wɐn²¹	
永	wɐn²¹	
尹	wɐn²¹	
荣	wɐn²¹	
魂	wɐn²¹	
挽	wan³⁵	
玩	wan³⁵	
酝	wɐn³⁵	
稳	wɐn³⁵	
湾	wan⁴⁵	
弯	wan⁴⁵	
氲	wɐn⁴⁵	
晕	wɐn⁴⁵	
熏	wɐn⁴⁵	
瘟	wɐn⁴⁵	
温	wɐn⁴⁵	
昏	wɐn⁴⁵	
患	wan⁵²	
宦	wan⁵²	
幻	wan⁵²	
韵	wɐn⁵²	
运	wɐn⁵²	
泳	wɐn⁵²	
咏	wɐn⁵²	
颖	wɐn⁵²	
混	wɐn⁵²	
浑	wɐn⁵²	
泓	wɐŋ²¹	
宏	wɐŋ²¹	
弘	wɐŋ²¹	
横	wɐŋ²¹	
挖	wat⁴	
屈	wɐt⁴⁵	
滑	wat⁵²	
猾	wat⁵²	
镬	wɔk⁵²	
获	wɔk⁵²	
往	wɔŋ²¹	
王	wɔŋ²¹	
蜡	wɔŋ²¹	
簧	wɔŋ²¹	
蝗	wɔŋ²¹	
璜	wɔŋ²¹	
煌	wɔŋ²¹	
惶	wɔŋ²¹	
遑	wɔŋ²¹	
隍	wɔŋ²¹	
凰	wɔŋ²¹	
黄	wɔŋ²¹	
皇	wɔŋ²¹	
枉	wɔŋ³⁵	
汪	wɔŋ⁴⁵	
旺	wɔŋ⁵²	
遗	wi²¹	
纬	wi²¹	
苇	wi²¹	
伟	wi²¹	
维	wi²¹	
惟	wi²¹	
唯	wi²¹	
围	wi²¹	
违	wi²¹	
讳	wi²¹	
委	wi³⁵	
毁	wi³⁵	
慰	wi⁴⁴³	
喂	wi⁴⁴³	
畏	wi⁴⁴³	
慧	wi⁴⁴³	
威	wi⁴⁵	文
辉	wi⁴⁵	
晖	wi⁴⁵	
挥	wi⁴⁵	
胃	wi⁵²	文
位	wi⁵²	文
卫	wi⁵²	文
禾	wo²¹	
蜗	wo⁴⁵	
窝	wo⁴⁵	
涡	wo⁴⁵	
倭	wo⁴⁵	
莴	wo⁴⁵	
娲	wo⁴⁵	
锅	wo⁴⁵	
祸	wo⁵²	
蛔	woi²¹	
迴	woi²¹	
茴	woi²¹	
回	woi²¹	
徊	woi²¹	
猥	woi⁴⁵	
煨	woi⁴⁵	
偎	woi⁴⁵	
烩	woi⁵²	
荟	woi⁵²	
会	woi⁵²	
汇	woi⁵²	
援	wɵn²¹	
缓	wɵn²¹	
腕	wɵn³⁵	
碗	wɵn³⁵	
惋	wɵn³⁵	
豌	wɵn³⁵	
痪	wɵn⁵²	
焕	wɵn⁵²	
涣	wɵn⁵²	
唤	wɵn⁵²	
换	wɵn⁵²	
活	wɵt⁵²	
糊	wu²¹	
蝴	wu²¹	
瑚	wu²¹	
湖	wu²¹	
猢	wu²¹	
葫	wu²¹	
壶	wu²¹	
胡	wu²¹	
狐	wu²¹	
浒	wu³⁵	
瘀	y³⁵	
淤	y³⁵	
迂	y⁴⁵	
