
字韵声	ɿ
字韵声	阴平	阳平	上声	去声
ts	资滋{往外喷射}咨姿		紫仔{鸡仔儿，多用儿化}子籽	字自渍恣
tsʰ	跐{跐溜，脚下滑了一下。}刺{刺啦，象声词，形容东西撕裂声}	词辞瓷慈	此	次伺刺赐
s	思撕厮嘶	习席袭	死	四寺饲祀


字韵声	ʅ
字韵声	阴平	阳平	上声	去声
tʂ	知之指{手指头儿}汁掷{掷骰子}	值职执植	纸旨指只	至制质志
tʂʰ	痴吃嗤	迟持池驰	齿耻尺	赤斥敕炽
ʂ	诗师尸	十时石食	使史始屎	是事市士
ʐ	□{象声词，速度很快的样子。你看他~~里就走过来，都带着风。}			日

字韵声	i
字韵声	阴平	阳平	上声	去声
p	屄逼	鼻	彼比鄙秕	婢币壁避
pʰ	披批劈	啤脾皮疲	匹痞癖	屁辟僻譬
m	眯□{细~子，小孩的囱门。}	迷谜弥醚	米	秘密觅蜜
t	低堤提{提溜}滴	迪敌笛狄	抵底	地弟第递
tʰ	踢梯	题蹄替	体	涕剔
n		泥{泥土}尼呢{呢子衣}	你拟	腻泥{泥子粉}溺
l	喱{干嘛哩}	离犁黎梨	里理礼李	利丽历厉莉荔枝
ts	叽挤{挤嘟，紧靠着}积	集极	挤{拥挤}	继剂{一剂药}
tsʰ	七期妻漆	齐{齐切切，整齐}		沏砌迄
s	西息析	席	洗	细
ʨ	基机鸡击	及吉级急	几己	既记计
ʨʰ		奇旗其棋	起启企乞	去契
ɕ	希吸熙		喜玺	系戏
ȵ	妮
ø	一衣依伊	疑咦姨	以已蚁	亿意义异

字韵声	u
字韵声	阴平	阳平	上声	去声
p	不	吥{象声词放屁的声音}	补捕哺堡	部布步簿
pʰ	铺扑	仆菩蒲葡	谱朴普堡	铺曝瀑
m	摸{摸拉，擦拭的意思}	模	母亩姆拇	慕牧幕沐
f	夫肤敷扶	符浮俘孵	甫斧抚腐	富妇父负
t	都嘟督	读毒独犊	赌睹堵笃	度肚妒杜
tʰ	突秃	徒涂途屠	土	兔吐
n		奴	努弩	怒
l	撸噜	卢芦庐炉如儒濡蠕	鲁卤掳乳辱	露路鹿禄入溽缛蓐
ts	租	足族卒	组祖诅俎	做{做活儿，干活的意思。}
tsʰ	粗			促醋簇蹙
s	苏酥	俗{俗气}		速素诉肃
tʂ	诸猪珠朱	竹烛逐竺	煮主拄	助祝驻著
tʂʰ	初出齣{一出戏，一场戏}樗	厨除锄雏	储楚褚处	触处怵矗
ʂ	书梳输疏	赎熟塾	暑鼠数蜀	庶恕数树
k	孤姑估菇		古蛊股鼓	故固顾雇
kʰ	枯哭窟		苦	裤酷库
x	呼糊忽乎	胡壶狐核	虎浒	户护互斛
ø	乌污巫屋	吾吴蜈芜	武午舞捂	物杌误务

字韵声	y
字韵声	阴平	阳平	上声	去声
n			女
l	捋{捋袖子}	驴闾榈	旅屡履缕	绿滤氯
ts	车足{识~ ，满足的意思}			聚拒
tsʰ	蛆黢{黢黑，特别黑}		娶取曲{哼着小曲儿}
s	嘘	俗{风俗}	诩栩	续旭序绪婿
ʨ	居驹狙顼	局菊桔	沮举矩	据句巨
ʨʰ	驱区躯	渠衢龋		趣觑祛
ɕ	需须虚	徐	许	序旭蓄
ȵ			女
ø	吁瘀迂	鱼渝于	语雨禹与	域遇欲育

字韵声	ᴀ
字韵声	阴平	阳平	上声	去声
p	八巴{巴掌}巴吧叭	拔跋魃菝	靶钯□{~~，屎}把{百把块钱}	爸坝霸罢欛{欛同把，刀把儿}
pʰ	趴啪葩	爬琶耙杷		怕帕
m	妈抹	吗麻蟆	马码玛蚂	骂蚂杩
f	发	罚伐阀筏	法砝	发珐
t	搭嗒耷	答达妲鞑	打	大
tʰ	他她它塌趿{趿拉板儿，拖鞋}	塔獭		踏榻沓
n		拿	哪	那纳娜呐
ȵ				娘
l	拉邋垃啦	旯拉{手上口子，即手被割破了}	喇	辣腊蜡落
ts	匝咂	杂砸	咋
tsʰ	擦嚓		礤
s	仨{三个的合音}		撒洒	萨卅飒
tʂ	扎渣喳楂	轧札扎闸	眨拃{量词，一手拃}	炸诈榨栅
tʂʰ	差嚓馇{馇粥，熬粥的意思}	查茬察茶	衩裤衩儿蹅{踩，蹅了一脚泥}	诧岔
ʂ	沙莎纱鲨	啥	傻	刹厦沙{把米面等里面的脏东西筛出来}
k	旮	嘎		尬
kʰ	咔咖喀		卡
ŋ	安鞍庵桉		俺	案岸暗按
x	哈{哈气，点头哈腰}	蛤		哈{叹词，表示惊讶}
ø	阿	啊	啊	啊


字韵声	iᴀ
字韵声	阴平	阳平	上声	去声
p	□{象声词}			□{象声词}
pʰ	□{象声词}			{象声词}
l			俩{两个的合音}
tsʰ				□{象声词，拍~~，教小孩拍手时的用语}
ʨ	家加佳嘉	夹颊	假贾甲钾	架嫁价驾
ʨʰ	掐		卡	恰洽
ɕ	瞎虾	霞侠峡辖		夏吓厦狎
ø	呀丫鸭押	牙衙崖芽	雅娅哑	亚讶

字韵声	uᴀ
字韵声	阴平	阳平	上声	去声
tʂ	抓□{象声词，孩子啼哭的声音}		爪
tʂʰ	欻{象声词，形容速度快}□{□石子，一种玩石子儿游戏}
ʂ	刷唰		耍	刷
k	瓜刮		寡剐	挂卦褂呱{呱呱，形容爱说话}
kʰ	夸		垮	跨挎胯
x	花哗{哗啦，象声词}	华滑		化话画桦
ø	蛙娲挖	娃	瓦	袜

字韵声	o
字韵声	阴平	阳平	上声	去声
ø	噢	哦	嚄	哦

字韵声	uo
字韵声	阴平	阳平	上声	去声
p	波播剥拨	博薄勃脖	簸跛	擘
pʰ	颇坡泼泊	婆皤鄱	叵笸	魄破迫珀
m	摸	魔摩磨模	抹	墨沫没末
f		佛
ts	咗嘬{吸}	昨	左佐	座坐作
tsʰ	搓撮	瘥矬{矮}		错挫锉
s	梭唆蓑		所锁索	缩
t	多哆	掇夺踱	朵	堕剁垛惰
