漢字	IPA	注释
驮	tʰo2	～起来
屯	tʰɵn2	又读
屯	tʰɐn2	又读
褪	tʰoi5	～色
褪	tʰɐn5	动词，移动，挪
腿	tʰoi3	踢～运动
僮	tsɔŋ6	壮族的古称
砼	tʰoŋ2	～方：水泥浇注
贴	tʰip7b	体～
贴	nip7b	～对联
填	tʰin2	～空
填	tin1	布～,村名巅
趯	tɐt7a	动词，辛苦地跑
趯	tɐt7a	动词，塞，随便放
腾	tʰɐŋ1	动词，蹬，踹
疼	tʰɐŋ2	读书音
绹	tʰɐu2	动词，用绳索捆绑
涛	tʰɐu1	又读
趟	tʰɔŋ5	～水过河
帑	tʰɔŋ3	公～
搪	tʰɔŋ3	推～
嘡	tʰɔŋ1	像声词
㓥	tʰɔŋ1	动词，宰杀，或切开比较大的口子
軚	tʰai2	俗写，指方向盘
舦	tʰai2	船的舵
肽	tʰai1	俗写，轮胎
太	tʰai1	俗写，指领带
錔	tʰap7b	笔～：笔套
䍇	tʰap7b	坛子
䂿	tɐp8	动词，从高处掉下来；丢失；捶击
挞	tat7b	动词，使劲地向下摔
铊	tʰa1	以上字均为读书音
趿	tʰat7b	穿鞋子不提鞋帮
她	tʰa1	以上字均为读书音
它	tʰa1	以上字均为读书音
他	tʰa1	以上字均为读书音
琐	so3	枷～
琐	so1	～碎
嗍	sɔk7b	吸饮；深吸气
祟	sy3	鬼～：偷偷摸摸
挼	no1	揉搓；～眼，亦写作“捼”
嗉	sy5	～囊
宿	sok7a	住～
宿	su5	星～
馊	sɐu1	～味
餸	soŋ5	菜
松	soŋ1	轻～
松	tsʰoŋ2	～树
数	su3	～数
数	su5	～学
匙	si2	锁～
舐	sai2	动词，舔
室	sɐt7a	戌
寔	sɐt8	陈～：陈氏祖先
莳	si2	～田：插秧
蚀	sit8	～本：亏本
省	sɐŋ3	动词，用力刷洗器具等，或俗写作"㨘"
省	sɐŋ3	动词，训斥
鉎	sɐn5	名词，铁锈
谂	nɐm3	动词，思索、考虑、想
抌	tɐm1	～～□kʰek7a：徒劳无功
抌	tɐm3	动词，捶击
抌	tɐm6	动词，踹，用脚蹬踏
呻	sɐn5	动词，诉苦，发牢骚
舍	se5	宿～
舍	se3	～得
睄	sau6	动词，睨视
睄	sau6	动词，狼狈地吃
少	siu3	多～
少	siu5	～年
上	siaŋ6	～海
上	siaŋ2	～山
杉	sam5	～树
杉	tsʰam5	松～
霎	sap7b	动词，快速地扫视一下
歃	sap7b	～血为盟
傻	sœ5	□œ5～：差劲，水平低
啥	sa3	读书音
唦	sa2	～璃弄捶：乱来
䒏	tsɐŋ3	艳～：烦躁、焦戾、暴躁。又读
䒏	tsɐŋ1	静～：烦躁、焦戾、暴躁。又读
篸	tsʰam3	一种簸箕
扫	sɐu5	～地
臊	sɐu1	～气
丧	sɔŋ5	～失
丧	sɔŋ1	开～
散	san3	药～
散	san5	解～
糁	sɐm3	动词，撒：～芝麻：撒芝麻
嘥	sai1	浪费；贬损
塞	sak7a	活～
塞	sak7a	动词，用软而韧的枝状物抽打
塞	tsʰoi5	边～
塞	sak7a	名词，重孙
洒	sa6	嘞～：一片狼藉
撒	lip8	动词，捋，顺方向抚摸
撒	sa3	～手
焫	nat7b	俗写。热，烫。
腬	nɐu6	形容词，腻，食物油脂太多或太甜
腍	nɐm2	形容词，软
韧	jɐn6	坚～
绕	jiu3	围～
染	jim3	污～
染	jim2	～色
确	kʰɔk8	动词，玩；为兴趣而做
瘸	kʰɛ3	量词，种，用于事情等，一般与“嚼”配合使用
䠰	kʰɵn1	挛～：多向弯曲
瞿	kʰy2	姓，又读
瞿	ky6	姓，又读
区	kʰy1	地～
裘	kʰɐu2	姓
鳅	nu1	泥～
藭	kʰoŋ6	芎藭：中药名，俗写作“䓖”
琼	kʰɐn2	动词，澄，使液体中的杂质沉下去；凝结
䓖	kʰoŋ6	量词，簇，团
邛	kʰoŋ2	～崃：地名
㷫	hɐn5	热烘烘
惬	kʰip7b	～意
笡	tsʰɛ5	好～：很陡
笡	tsʰe3	歪～：不正
茄	kʰɛ1	屎
繑	kʰiu3	动词，缠绕。又读
繑	kʰiu1	动词，缠绕。又读
繑	kʰiu3	计谋
炝	tsʰiaŋ5	炫目，刺眼
蔃	kiaŋ3	根。树～：树根
戗	tsʰiaŋ1	又读
戗	tsʰiaŋ5	动词，逆光，炫目，刺眼
羌	kiaŋ1	～族
茜	sɐi1	水草
㨜	kʰin3	动词，用力扭、捏
虔	kʰin1	～洒：癌症，来自英语cancer
摼	hɐŋ1	动词，用棍棒敲击
谦	him1	动词，拿在手里
恰	tʰɐp7a	动词，～回：接上
恰	hɐp7a	～当
㓤	kɐt7a	俗字，动词，刺；扎
砌	tsʰɐi5	又读，现在较为常用
砌	tsʰi5	又读，少用
骑	kʰɛ2	～马
骑	ki6	一～红尘
奇	kʰi2	～怪
奇	ki1	～数
期	kʰi2	时～
瀑	pok8	～布
瀑	pɐu6	飞～
铺	pʰu1	～床
铺	pʰu5	店～
朴	pʰɔk7b	～素
朴	pʰiu2	姓
菩	po2	～萨
菩	pʰu2	～提
仆	pʰok7a	动词，摔，朝前摔倒
仆	pok8	～人
剖	tsap7b	写，记录
剖	fɐu3	解～
粕	pʰak7a	糟～
笸	pʰo2	～箩：盛物的竹器
泼	pʰɵt8	泡～～：形容十分松软
坡	pʰo1	～边村：在新城镇
呯	pʰiaŋ1	钱包。捞～：偷钱包
娉	pʰɐn1	椅、床等的靠背、护栏
乒	teŋ1	～乓波：乒乓球；～杯：碰杯
拚	pʰɵn3	～死有大害：以死相搏，豁出去了
撇	pʰit8	脸～～：软而烂
漂	pʰiu1	～泊
漂	pʰiu5	～亮
薸	pʰiu2	水生漂浮植物的泛称
擗	pʰiak8	俗字，动词，使劲地扔、甩
痞	mɐu1	地～
啤	pɛ1	动词，焊接
嘭	pʰɐŋ6	像声词
砰	pʰiaŋ6	～～：锣声
泡	pʰau1	灯～
泡	pʰɐu1	起～
泡	pʰɐu5	～冬瓜：松软的冬瓜
泡	pʰau5	浸～
泡	pʰɐu2	呕～：呕吐
耪	pʰɔŋ1	扁锄，用作翻地，搅拌，挖土等
襻	pʰan5	紧扎
派	pʰai1	～头
派	pʰai5	～遣
殴	ɐu1	群～：打群架
殴	ɐu5	～餐：打一顿
沤	ɐu5	久浸水
哦	o2	语气词
哦	hœ1	起哄、喝倒彩
诺	nɔk7b	角～：角落，两物之间的间隙，缝儿
弄	noŋ6	玩～
弄	loŋ6	舞～法：变魔术
燶	noŋ1	烧焦，糊
拧	nɐn6	动词，扭、转动，掉转方向
蘖	nip7b	分～
啮	ŋat7b	～牙
啮	ŋat8	老～～：很老的样子
啮	ŋat7b	形容词，臊，尿臭味
嬲	nɐu1	生气
嫋	niu1	形容词，细小，一般用在条状物品
嫋	niu5	蔫，萎缩；身材瘦弱
酿	jaŋ6	动词，烹饪方式，把馅料填进掏空的鱼、瓜、豆腐等再作烹调。
娘	niaŋ2	阿～：奶奶；家婆
娘	niaŋ5	阿～：新娘
撚	nɐn3	动词，精心地摆弄
撚	nɐn3	动词，踮
淰	nɐm6	形容词，潮湿，受潮
捻	nim1	拿
䁥	nit7b	躲藏
㥾	nɐt8	害怕、恐惧；担心
匿	nɐt7a	指示代词，那
抳	nɐi1	动词，掴
尼	nɐi1	表示人称复数的词缀
㶧	nat7b	粘合
呢	nɛ1	语气词
抐	nap7b	动词，夹。镊子
挠	nau5	长□tau5～：指物体很长
挠	jau1	单用作动词，用手指在皮肤上抓或搔
挠	nau3	阻～
呶	nu1	动词，嘴巴合起向前
孬	nau1	～种，读书音
攮	nɔŋ2	动词，投掷
揇	nam3	动词，钩持物件
揇	nam5	用手指一排
㫱	nan5	因蚊虫叮咬或刺激等形成的皮肤表面疙瘩
𨂾	nam5	动词，跨；用脚步测量长度
喃	nam1	～斋：做法事
难	nan2	艰～
难	nan6	灾～
褦	nɐŋ5	动词，连带、拖带
耐	noi3	变调音，指时间长。好～：很久
耐	noi6	～用
疓	nai5	疲倦，乏力
奶	nai1	少～
奶	nai2	牛～
𤶸	na1	补丁、疤痕
毣	mok7a	把嘴巴合起向前
牟	mɐu3	“唔好”的合音
牟	mɐu2	～求
抹	mat7b	～布
抹	mɵt7b	～桌
磨	mo6	石～
磨	mo2	～刀
冧	lɐm1	～酒：兰姆酒，来自英语rum
冧	lɐm5	动词，坍塌
冧	lɐm6	动词，堆砌，垒叠
冧	lɐm3	量词，头，只，用在大型动物；个，多指大男人
搣	mit7b	动词，撕
乜	mɛ3	歪
乜	mɐt7a	～嚼
米	mɐi1	长度
冞	mɐi1	动词，刻苦钻研。～书：刻苦读书
冞	mɐi1	动词，刻、削
咪	mi3	代词，什么
咪	mɐi6	就是
猛	mɐŋ6	动作好～
猛	mɐŋ2	凶～
䒐	mɐŋ3	烦躁、暴躁
曚	moŋ1	～～光：蒙蒙亮
檬	moŋ1	柠～
蒙	moŋ1	名词，头部等经撞击而鼓起的疙瘩
掹	mɐŋ1	动词，拉、扯、拨出、绷紧。～头发
掹	mɐŋ5	动词，拉、扯、拨出、绷紧。～大缆
扪	mɵn1	～肚：穿在外面的肚兜
妹	moi1	变调音，词缀，用于年轻女性
妹	moi6	姊～：妹妹昧
枚	moi3	动词，没牙齿的人用牙龈咀嚼
髦	mok7a	思考、谋划，算计
矛	mau5	河～：白条鱼
毛	mɐu1	发霉
芒	mɔŋ1	～果
芒	mɔŋ2	～种
蔓	man5	形容词，介于苦与酸之间呛鼻的味道，常与“苦”连用
摱	man1	动词，掰，攀，抓牢；扳，拉
屘	mi1	俗字，指最末尾
唛	mak7a	俗字，盯人，球类运动中的一种防守战术，来自英语的“mark”
□	mak7a	掰
□	mak7a	重孙的子女
卖	mai3	烧～：烧肉
卖	mai6	买～
埋	mai1	屎
骂	ma6	读书音
捋	lɵt8	动词，顺着抚摸。～胡须
捋	lɵt7b	动词，把东西聚拢来
摞	lœ1	动词，揉搓
摞	lœ6	动词，用笔划掉写错的字，或用脚拨开某物
落	kʰak7a	动词，卡住，绊住；用线、绳、布等圈闭起来
落	kʰak8	～腰跤：摔跤
瘰	ly2	～疬
椤	lo1	～柚：柚子；又指屁股
椤	lo2	杪～
脶	lo2	手指纹
啰	lo1	语气词
沦	lɐn3	动词，醮上液体或糊状物、粉状物等
挛	lɵn1	形容词，弯曲
熝	lok8	动词，用液体烫，俗写作渌
睩	lok7a	动词，睁大眼睛注视
㖨	lok7a	语气词
鸬	lu2	～鹚
噜	lu2	呼～
撸	lu2	～起
泷	sɔŋ1	～江：在罗定市
炩	lɐn5	变调音，形容词，锃亮，闪亮。又读
炩	leŋ5	变调音，形容词，锃亮，闪亮。又读
炩	lɐn6	闪～：闪电
令	lɐn3	变调音，斗～：五分钱的硬币，转指很少的钱
铃	leŋ1	变调音，拟声词，铃声
㝝	lɐm3	动词，闷在屋里不出去
拎	nɐn1	动词，拿
擸	lap7b	动词，用手掌或手臂向自己方向拨拢，揽取
埒	lɵt8	沟渠
挒	lit7b	动词，小孩子有目的地哭闹纠缠大人
咧	lɛ1	语气词
咧	lɛ2	骑～蚧：一种外貌奇特的树蛙
咧	lɛ3	动词，斜眼看
咧	lɛ5	缝隙
咧	lɛ6	动词，用手呈弧形把东西散开
咧	lɛ1	菜～：盛菜的大篮子
瞭	liu2	～望
撩	liu3	动词，搅拌
晾	lɔŋ6	动词，晾挂、晾晒衣物等。又读
晾	liaŋ6	又读
魉	liaŋ2	魑魅魍～
两	liaŋ3	半斤八～
两	liaŋ2	～个
摙	lin3	动词，人体或物体滚动翻转
摙	lin2	动词，把批量的东西分量移动
僆	liaŋ1	年少，又写作“㜕”
僆	liaŋ1	入～：上当；中计
敛	lim3	变调音，舔、舐
噒	lɐn1	动词，昆虫等伏着舔食
连	lin5	～地：用身体在地上揩擦、滚爬
䚕	lɐi6	动词，严厉地看
綟	lit7b	名词，在条状物上打的结
脷	li6	俗字，舌头
疬	lɐt8	淋巴腺肿
坜	lɐt7a	畦，田垄
历	lɐt8	～史；日～
嚟	lɐi1	动词，咬
哩	li1	咕～：苦力
□	li1	动词，讨便宜，免费获取
嘞	la6	语气词，征求别人同意或认同自己的意见
嘞	la6	～洒：一片狼藉
磊	ly2	光明～落
垒	loi1	动词，倒，随便地躺下
𦧲	lœ3	动词，慢慢吐出来
了	liu2	～结
簕	lak8	刺
叻	liak7b	俗字，形容词，聪明，能干等
涝	lɐu6	旱～
唠	lɐu1	～叨
唠	lɐu2	～嘈：絮叨
捞	lɐu1	我～你：我和你
唥	lɐŋ1	拟声词，一般指铃声
唥	lɐŋ3	狗～：土茯苓
唥	lɐŋ5	动词，串、锁
唥	lɐŋ6	乒铃嘣～：用力敲击物体的声音；连串的枪声或鞭炮声等
鎯	lɔŋ1	一个～：一分钱
㝗	lɔŋ5	动词，垫高、架起
啷	lɔŋ1	铃声
啷	lɔŋ3	动词，涮洗，摇动着器皿冲刷
谰	lan3	变调音，刻意表现自己，显摆
癞	lai5	生癞
濑	lai6	动词，将液体慢慢向下倒；丢失，遗漏
辣	la5	～椒
辣	lat7b	泼～
揦	la3	动词，抓，～埋：一把抓起
揦	la3	使腐蚀或辣眼鼻
剌	pʰɐi1	动词，削，雕刻，又写作岗
煀	wɐt7a	俗字，动词，红烧
溃	kʰoi3	～败
酷	hok8	冷～
酷	kʰu1	又读
酷	hɐu6	～似
窟	fɐt7a	～窿
窟	wɐt7a	屎～
枯	kʰu1	又读
扣	kʰɐu5	～住
叩	kʰɐu5	～头
劥	kʰɐŋ5	形容词，本义是烟、酒等味道浓烈，比喻人能耐大，有霸气
掯	kʰɐŋ5	把门带上。又读
掯	kʰɐŋ6	把门带上。又读
揢	kʰak7a	动词，逛。～街：逛街
瞌	hɐp7a	动词，闭上眼睛
榼	ɐp7a	动词，封盖，敷
棵	tip8	～村：在车岗镇
趷	kɐt8	动词，向上翘
柯	ŋo1	动词，铆
柯	o1	姓
炕	hɔŋ5	动词，烘烤，把食物放在锅中烤，使之变干
炕	kʰɔŋ5	～床
炕	hɔŋ5	动词，用力掴
扛	kʰɔŋ1	动词，用肩膀承托
看	hɵn5	～望
看	hɵn1	～更
槛	lam3	门～
坎	hɐm5	地～
坎	hɐm1	～坷
冚	kʰɐm3	动词，盖
冚	kʰɐm6	动词，用盖子等硬物掩盖
冚	hɐm6	全部，～屋：全家
嘅	kɛ5	胜～：干杯
嘅	kɛ5	语气词
嘅	kɛ1	形容词，秃的，磨蚀的
蹶	kʰɵt7b	一～不振
橛	kʰɵt8	一～：一截
蕨	kɵt7b	～村：在车岗镇
蕨	kʰɵt7b	～菜
谲	kɐt7a	诡～
傕	kʰɔk7b	姓
掘	kɐt8	动词，盯、瞪，严厉地看
觉	kau5	睡～
卷	kɵn3	试～；～起馆
锯	kœ5	又读
纠	tɐu3	～正
儆	kiaŋ6	动词，小心、爱惜器物
景	keŋ3	～梗：不可告人的事，蹊跷的事
噤	lɐi3	动词，反转、扭转身体等
浸	tsɐm5	～泡
浸	tsɐm6	～着：溺水
解	kai3	～放
解	hai6	姓
解	kai5	押～
嗟	tsɛ1	语气词
喼	kʰip7b	～帽：鸭舌帽，来自英语"cap"
箧	kʰip7b	手提箱
噍	tsiu6	动词，咀嚼
教	kau5	～育
剿	tsʰiu3	又读：～匪
剿	tsiu3	又读：征～
搅	kau6	捞～：混乱
铰	kau5	门、窗合页
饺	kau3	～子
挢	kiu3	动词，拭擦
弶	kɔŋ6	虾、蟹等的钳状前肢
践	tsʰin3	又读
櫼	tsʰim1	动词，在缝中打入楔子
煎	tsin1	～鱼
煎	tsin5	～药
间	kan5	离～
间	kan1	中～
架	ka6	动词，迈、跨
假	ka3	真～
贾	ka3	姓
贾	ku3	商～
夹	kʰap8	动词，捕
夹	kʰap8	过基～：银环蛇
夹	kʰip8	～住
夹	kap7b	～心饼干；～衣
偈	kɐi3	倾～：聊天
晷	kɐi3	又读
荠	tsʰɐi2	又读，～菜
荠	tsɐi5	又读，～菜
计	kɐi5	又读，～数
计	kɐi6	计谋：谂～,思考计谋
计	kɐi6	动词，严厉地望着
几	ki1	～乎；茶～
几	ki3	～多
辑	tsʰɐp7a	动词，跛行
亟	kɐt7a	～待
极	kɐt8	形容词，稠、浓
□	kɐt8	形容词，秃、钝，不尖
吉	kɐt7a	这，～个
及	kɐp8	动词，盯，目不转睛地看
乩	ki1	扶～：一种迷信活动
嚿	kɐu6	睁大眼睛注视着
嚿	kɐu6	俗写，量词：块、团
霍	kʰɔk7b	又读
获	wɔk7b	瓦，瓦特，电的功率单位，来自英语watt
豁	kʰɵt7b	～达
圂	wɐn5	豢，把家禽家畜圈起来
画	wa6	名词
画	wak8	～画
哗	wa3	叹词，表惊讶
忽	wɐt7a	又读
忽	fɐt7a	又读
睺	hɐu2	动词，伺机的意思
讧	hoŋ5	内～
黉	hoŋ2	～宫：古代称学宫
䉺	hɔŋ3	形容词，陈米的气味
揈	fɐŋ5	动词，摇摆，力量不算大
揈	fɐŋ6	动词，用力扔、甩；快速地摆动
吽	hoŋ6	佛教用字，嘛呢～
横	wɐŋ1	事情黄了；死了
珩	hɐŋ2	一种玉，多作人名用字
嘿	hɐi6	语气词
核	wɐt8	龙眼～
核	hɐt8	～心
荷	ho5	薄～
荷	ho2	～花
和	wo2	～气，～面
和	wo6	～诗
合	hɐp8	～法
合	kɐp7a	～河：新兴本地地名
合	kɐp7a	～份，俗写作“㪉”
喝	hɵt7b	动词，把刀放在石头等处摩擦，以使其锋利
耗	hɐu5	消～
耗	hɐu6	噩～
郝	kʰɔk7b	姓
好	hɐu3	～坏
好	hɐu5	喜～
薅	hɐu1	动词，除田草
蒿	hɐu1	蓬～
嚡	hai2	涩；粗糙，不光滑
嚡	hai3	嚡～声：叹息、叹气
骇	hoi6	～人听闻
骇	hai2	又读，惊～
孩	hoi2	小～,读书音
椁	kʰɔk7b	棺～：棺材
搉	kʰɔk7b	动词，用指节敲击
滚	kʰɐn3	～动
滚	kɐn3	～水
晷	ki3	又读
躀	kan5	动词，因被挡或绊而摔倒
冠	kɵn5	～军
冠	kan1	鸡～花
观	kɵn1	参～
冠	kɵn1	衣～
绢	kɵn1	
观	kɵn5	道～
拐	kai3	动词，睁大眼睛望
掴	kat7b	～耳光
咕	ku2	～咕声：因气愤、不满发牢骚
咕	ku1	～噜肉
贡	koŋ5	代词，这么；那么
贡	koŋ5	动词，摇，动；向泥土里拱，钻
㧬	oŋ3	动词，用力推
拱	koŋ3	代词，这样；那样
更	kɐŋ1	三～半夜
更	kɐŋ5	～加
鲠	kʰɐŋ3	动词，鱼刺、骨头等卡在嗓子里
哽	kɐŋ3	～咽
赓	kɐŋ1	姓
浭	kɐŋ5	动词，涉水
艮	kɐn6	八卦中的一卦
獦	kɵt7b	～獠
嗰	ko6	～啲：这么一点点
格	kak8	架，箸～：架在锅里承托着蒸盘的一对竹片
咯	lɔk7b	～～脆：非常松脆
干	kɵn1	天～；烘～肝
干	kɵn5	～部
鎅	kai5	动词，裁割、锯开
呷	hap7b	动词，扁口喝水或液态食品
伽	kʰɛ3	～蓝
伽	ka1	瑜～
缚	fɔk8	又写作攉
复	fok7a	～习
复	fok8	修～
甫	pʰu3	杜～
蜉	fu1	黑～酒
佛	fɐt8	拜～
佛	fɐt7a	仿～
伏	pok8	～低
伏	fok8	埋～
孵	fu1	～鸡仔
麸	fu1	麦～子
否	fɐu1	淘汰，来自英语fault
缝	pʰoŋ1	～尘
唪	poŋ6	量词，股，用于味道
瞓	fɐn5	俗字，动词，躺，睡
分	fɐn6	百～之一，～母
分	fɐn1	区～
啡	fɛ1	咖～
啡	fɛ6	动词，扔掉；偷
发	fat7b	头～；～财法
奀	ŋɐn1	俗字，形容词，瘦小
奀	ŋɐn1	动词，蜷缩身体向前钻
噩	ɔk7b	～耗
噩	ŋɔk8	浑～
恶	u5	可～
恶	ɔk7b	～霸
恶	u5	动词，弯腰俯身
轭	ak7a	镯子
呃	ŋak7a	俗字，动词，骗
哚	ka5	语气词
踱	tɔk7b	动词，理睬
踱	tɔk7b	指在绳子等条状物上打的疙瘩；植物的节
钝	tɐn2	单用
钝	tɐn6	迟～
怼	ty3	动词，捅；戳
怼	ty5	动词，被蜜蜂、蚊子等咬
度	tu2	就
度	tu6	欢～
度	tɔk8	动词，测量
㞘	tok7a	底部
厾	tok7a	动词，扎；捅
窦	tɐu5	窝
窦	tɐu6	姓～
斗	tɐu5	战～
斗	tɐu3	一～米
兜	tɐu1	主动。～打交：主动挑衅与别人打架
都	tu1	～市
戙	toŋ6	动词，竖
恫	toŋ6	～吓
峒	toŋ6	崆～山
栋	toŋ5	多用于人名
垌	toŋ6	耕作田地
侗	toŋ6	～族
氡	toŋ1	～气
岽	toŋ1	乌～：潮州山名，以产单丛茶著名
□	toŋ1	动词，披、盖
丢	tiu1	读书音
订	tɐn6	预～
订	tɐn5	～书机
钉	tiaŋ1	乌～～：糊涂，不知道，不清楚
钉	tiaŋ1	动词，啄；针对
丁	tiaŋ1	变调音，妹～：丫头对女孩子轻蔑的称呼
叮	teŋ1	一分～：一分钱
丁	tɐn1	～屋：为男孩子建造的房屋
哋	ti1	动词，挠痒痒
哋	ti2	～～震：颤抖
哋	ti1	～打：唢呐
哋	ti2	爹～：英语daddy，父亲，爸爸
喋	tip7b	小口地喝饮料
瓞	tit8	小瓜，传统对联常用字
铞	tiu5	钌～
调	tiu6	～动
调	tʰiu2	～和
玷	tim5	动词，碰、触摸
碘	tin3	～酊
碘	tin1	～酒
掂	tim6	妥当、妥帖
嗲	tɛ6	液体悬空而下，形成微小的水柱
嗲	tɛ6	动词，拉，～手：手拉手
谛	tʰɐi5	真～
诋	tɐi5	用语言挖苦
嫡	tɐt7a	又读
嫡	tek7a	又读
埞	tiaŋ6	名词，方位、地方
瞪	tɐŋ1	读书音
瞪	tɐŋ6	动词，挣大眼睛注视着
戥	tɐŋ6	陪同，～队：结伴
戥	tɐŋ3	厘～：秤中药的小秤
等	tɐŋ3	动词，撑开网、袋口等
噔	tɐŋ2	～噔tɐŋ3声：疾速的脚步声
扽	tɐn5	动词，抓着容器或口袋底部抖动，使其中的东西尽数倒出
扽	tɐn6	颠簸
倒	tɐu3	打～
凼	tɐm5	泥～：泥坑
氹	tʰɐm2	凹陷的坑
氹	tʰɐm3	哄，哄骗。～人：骗人
氹	tʰɐm5	动词，哄
当	tɔŋ1	应～
当	tɔŋ5	恰～
噉	tsyt7b	拟声词，老鼠的叫声
弹	tʰan5	动词，一般单用，表示弹手指或弹弓等动作
弹	tʰan2	～唱
弹	tan6	炮～
淡	tam6	～薄
啖	tam6	量词，口
单	tan1	～独
单	sin6	姓
担	tam5	扁～
担	tam1	～水
襶	tai1	褦～：不修边幅
呆	ŋoi2	～滞，读书音
打	ta1	一～
打	ta3	～人
打	ŋa6	动词，因占据而造成阻碍
跶	tʰat7b	动词，启动机器
跶	tʰat7b	因地滑摔倒
荙	tat8	著～菜
沓	tap8	动词，叠，垒
嗒	tap7b	动词，含、咂
耷	tɐp7a	动词，下垂
搓	tsʰo1	动词，用手掌揉捏
蹴	tsʰok7a	一～而就
琮	tsoŋ1	一种玉，多用于人名
螆	tsi1	小虫子
戳	tsʰɔk8	对男生殖器的俗称
鹑	liu1	～哥
创	tsʰɔŋ1	～伤
传	tsyn6	自～
传	tsyn6	旋涡
传	tsʰyn2	流～
啜	tsyt7b	动词，吸食；亲，吻
触	tsok7a	又读
触	tsʰok7a	又读
处	tsʰy3	相～
处	tsʰu5	～所
褚	tsy1	姓
丑	tsʰu2	仆明～：捉迷藏，儿童游戏
愁	sɐu2	忧～
愁	tsʰɐu2	发～
仇	tsʰɐu2	～恨
揰	tsʰoŋ5	动词，碰
崇	soŋ2	～山
崇	tsʰoŋ2	～高
翀	tsʰoŋ1	多用于人名
豉	si6	豆～
蚇	tsʰɐt7a	～蠖虫
呎	tsʰɐt7a	英尺旧称
尺	tsʰe1	古代乐谱的记音符号
墀	tsʰi2	丹～：天井
匙	tsʰi2	～羹
黐	tsʰi1	动词，粘
撑	tsʰɐŋ5	动词，瞪、睁
掣	tsɐi5	～肘；开关
坼	tsʰak7a	裂纹，裂缝
唓	tsʰɛ6	语气词
车	tsʰɛ1	汽～
车	ky1	～马炮
觘	tsʰau1	牛用角顶
嘲	tsau1	～笑
朝	tsiu1	今～
朝	tsʰiu2	～代
钞	tsʰau6	～～：钹
抄	tsʰau1	～写
抄	tsʰau5	翻动、找寻
畅	tsʰiaŋ5	动词，把大面额钞票兑换为零钞
敞	tsʰɔŋ3	宽～
敞	tʰɔŋ3	～开
徜	siaŋ2	～徉
缠	tsin6	一般单用作动词，用绳子等缠绕；缠着，贴身紧随。
缠	tsʰin2	死～烂打
拆	tsʰak7a	重孙的孙
差	tsʰa1	～别
差	tsʰai1	出～
差	tsʰi1	参～
岔	tsʰa1	分～
查	tsa1	姓～
查	tsʰa2	调～
茬	tsʰa2	～和：弄糟，使失败
嘈	tsʰɐu2	争吵，吵架
藏	tsɔŋ6	宝～
藏	tsʰɔŋ2	收～
参	tsʰam1	～加
参	sɐm1	党～
嚓	tsʰat7b	拟声词
簿	tsit7b	俗字，动词，通过挤压而喷出
埠	fɐu6	过～：出国
埠	pu6	到～,又写作"埗"
卜	pok7a	占～
擘	mak7a	动词，睁、张；撕
簸	po5	～箕
跛	pɐi1	～脚
㩧	pɔk7b	动词，用棍棒等敲、打
壆	pɔk7b	堤坝；垄
菠	po6	～地：坐在地上
并	pɐn5	～且
并	pɐn6	～排
表	piu3	～示
表	piu1	钟～
便	pʰin2	～宜
便	pin6	方～
滗	pi5	动词，把水从盛器中流出，留下泡着的东西
敝	pɐi5	动词，赔偿
哔	pɐt7a	～哋：什么,什么东西跸
埲	poŋ6	量词，堵，用于墙
埲	poŋ6	青～～：很绿
嘣	pɐŋ6	拟声词，重击声；爆炸声；枪击声
崩	pɐŋ3	变调音，～大碗：草本植物雷公根
呗	pɛ2	语气词
焙	poi6	～干
被	pi6	～迫
被	pʰi2	～褥
菢	pɐu6	～鸡仔
报	kʰɐp7a	动词，盖上
磅	pɔŋ6	动词，秤量，过磅
傍	pɔŋ6	依靠
傍	pʰɔŋ2	～晚
𢴬	pan5	动词，用棍棒使劲地打
拗	au1	弯曲
凹	nɐp8	形容词，做事反应慢；黏糊糊
暗	ɐm5	动词，哄小孩睡觉
岸	ɵn6	又读
揞	ɐm1	动词，用手捂
唵	ɐm6	拟声词，哄小孩张口吃东西
暧	oi3	～昧
嗌	ai5	动词，叫喊
艾	ŋai6	方兴未～
艾	ŋoi6	五月～：艾草
嗳	oi2	～～地：摇晃着哄婴儿睡觉时，嘴里哼唱的歌谣
嗳	oi6	拟声词，本是叫唤狗的声音，用在叫人带有轻蔑的意思
癌	ŋam2	～症
𠊎	ŋai1	～话：客家话
唉	ai2	～唉声：呻吟声
挨	ai1	～近
阿	o1	～胶
□	kʰa3	～裂：钩着裂开
□	pʰɛ1	扑克
□	pʰɛ2	金～：中国斗鱼，
□	pʰɛ2	动词，挑，拨
□	pʰɛ3	歪斜：疲累
□	ŋɛ1	拟声词，小孩哭声
□	ɛ1	叹词，表示招呼
□	wɛ2	车～：玩具，陀螺
□	wɛ3	动词，嘴巴向两边张开
□	tœ1	物体表面突出的、圆形的疙瘩
□	kœ6	唔～：觉得吃亏而不服气，不甘心
□	kʰœ2	跑，因寒冷而手脚僵硬，动作不便
□	ŋœ5	黄～～：黄得不顺眼
□	œ5	～傻：差劲，水平低
□	lo5	粮食等受潮而发出难闻的气味
□	so5	动词，海绵等东西吸液体的动作
□	kʰo1	英
□	ti3	扑克中的2,形似鸭子，取英语“duck"的首个字母为称
哋	ti3	哔～：什么,什么东西
□	ni1	动词，粘贴
□	pʰu6	动词，用力把液体往嘴外喷
□	ly1	钝：～口
