汉字	音标	注释
腊	la³	
蜡	la³	
暂	tsʰan²⁴	
三	san¹¹	
甘	kun¹¹	~蔗，不符合古今语音演变的对应规律
甘	kan¹¹	
柑	kan³³	
敢	kan²⁴	
喊	han⁵⁵	不符合古今语音演变的对应规律
站	tsʰan²⁴	车~
赚	tsʰun¹¹	不符合古今语音演变的对应规律
斩	tsan²⁴	
插	tsʰa⁵	
闸	tsʰa³	
杉	sa¹¹	不符合古今语音演变的对应规律
减	kan²⁴	
夹	ka³	
恰	ha³	
咸	han⁴²	
陷	han¹¹	
馅	han²⁴	
狭	ha³	
峡	ha³	
衫	san³³	
监	kan⁵⁵	~狱，不符合古今语音演变的对应规律
甲	ka³	
甲	ka³³	
岩	ŋan⁴²	
癌	ŋan⁴²	
衔	han⁴²	
舰	kin⁵⁵	不符合古今语音演变的对应规律
鸭	an³³	不符合古今语音演变的对应规律
压	a⁵	
贬	pin²⁴	
聂	ŋi⁵	不符合古今语音演变的对应规律
廉	lin⁴²	
镰	lin⁴²	禾~
镰	lin³³	茅~
猎	li³	
尖	tsin¹¹	
接	tsi⁵	
签	tsʰin¹¹	
妾	tsʰi⁵	
潜	tsʰin⁴²	
渐	tsʰin²⁴	
捷	tsʰi³	
沾	tʃin¹¹	
占	tʃin⁵⁵	~领
折	tʃi⁵	~叠
陕	ʃin²⁴	
闪	ʃin²⁴	
摄	ŋi⁵	不符合古今语音演变的对应规律
涉	ʃi³	
染	ŋin²⁴	
检	kin²⁴	
钳	kʰin⁴²	
验	ŋin²⁴	
险	ʃin²⁴	
厌	in⁵⁵	
盐	in⁴²	
阎	iɛi⁴²	不符合古今语音演变的对应规律
檐	in³³	
艳	in²⁴	
叶	i³	
页	i³	
剑	kin⁵⁵	
劫	ki⁵	
欠	kʰiun⁵⁵	不符合古今语音演变的对应规律
严	ŋin⁴²	
业	ŋi³	
胁	ʃi³	
点	tin²⁴	
点	tin⁵⁵	动词，不符合古今语音演变的对应规律
店	tin⁵⁵	
店	tin³³	饭~
添	tʰin¹¹	
帖	tʰi³	
贴	tʰi⁵	
甜	tʰin⁴²	
叠	tʰi³	
碟	tʰi³	
谍	tʰi³	
拈	ŋin¹¹	~起
念	ŋin²⁴	
兼	kin¹¹	
谦	hin¹¹	
歉	kʰin⁵⁵	
嫌	ʃin⁴²	
协	ʃi³	
法	fa³	
泛	fan⁵⁵	
凡	fan⁴²	
范	fan²⁴	
犯	fan²⁴	
禀	pɛn²⁴	
品	pʰɛn²⁴	
林	lɛn⁴²	
临	lɛn⁴²	
立	lɐi³	
笠	lɐi³	
粒	lɐi⁵	不符合古今语音演变的对应规律
浸	tsɛn⁵⁵	
侵	tsʰɛn¹¹	
寝	tsʰɛn²⁴	
集	tsʰɐi³	
心	sɛn¹¹	
寻	tsʰɛn⁴²	
习	sɐi³	
沉	tʃʰɛn⁴²	
森	sɛn⁴²	不符合古今语音演变的对应规律
参	tsʰan¹¹	人~，不符合古今语音演变的对应规律
针	tʃɛn¹¹	
枕	tʃɛn²⁴	~头
执	tʃi⁵	
汁	tʃi⁵	
深	tʃʰɛn¹¹	不符合古今语音演变的对应规律
沈	ʃɛn²⁴	
审	ʃɛn²⁴	
湿	ʃi⁵	
十	sɿ³	不符合古今语音演变的对应规律
壬	iɛn⁴²	
任	ŋiɛn¹¹	姓氏，不符合古今语音演变的对应规律
入	ŋi³	
今	kiɛn¹¹	
今	kiɛn³³	如~
金	kiɛn¹¹	
锦	kiɛn²⁴	
禁	kiɛn⁵⁵	~止
急	ki⁵	
级	kʰi³	不符合古今语音演变的对应规律
琴	kʰiɛn⁴²	
及	kʰi³	
吸	kʰi⁵	
音	iɛn¹¹	
阴	iɛn¹¹	
饮	iɛn²⁴	~酒
丹	tan¹¹	
单	tan¹¹	
单	tan³³	药~
旦	tan⁵⁵	
摊	tʰan¹¹	
滩	tʰan¹¹	
坦	tʰan²⁴	
炭	tʰan³³	
弹	tʰan⁴²	~琴
但	tʰan¹¹	
但	tʰan²⁴	
弹	tʰan²⁴	子~
达	tʰa³	
难	nan⁴²	~易
难	nan¹¹	患~
捺	nai⁵⁵	撇~，不符合古今语音演变的对应规律
兰	lan⁴²	
栏	lan⁴²	
懒	lan⁵⁵	
烂	lan¹¹	
辣	la³	
赞	tsan⁵⁵	
餐	tsʰan¹¹	
灿	tsʰan⁵⁵	
擦	tsʰa⁵	
残	tsʰan⁴²	
散	san²⁴	~开
伞	san⁵⁵	
散	san⁵⁵	分~
干	kun¹¹	~湿
肝	kun¹¹	
秆	kun²⁴	
干	kun⁵⁵	~活
割	kui⁵	
刊	kʰan¹¹	不符合古今语音演变的对应规律
岸	ŋan³³	
汉	hun⁵⁵	
鼾	/	
寒	hun⁴²	
韩	hun⁴²	
旱	hun⁵⁵	
汗	hun¹¹	
安	un¹¹	
案	un⁵⁵	
扮	pʰun⁵⁵	不符合古今语音演变的对应规律
八	pa⁵	
盼	pʰun⁵⁵	
办	pʰun²⁴	
拔	pʰui⁵	
抹	mui⁵	~布，不符合古今语音演变的对应规律
盏	tsan²⁴	
铲	tsʰan²⁴	
察	tsʰa⁵	
山	san¹¹	
产	tsʰan²⁴	不符合古今语音演变的对应规律
杀	sa⁵	
艰	kan¹¹	
间	kan¹¹	量词
间	kan³³	中~
简	kan²⁴	
拣	kan²⁴	
眼	ŋan⁵⁵	
眼	ŋan³³	龙~
闲	han⁴²	
限	han¹¹	
苋	han¹¹	
班	pan¹¹	
扳	pan²⁴	不符合古今语音演变的对应规律
板	pan²⁴	
攀	pan¹¹	不符合古今语音演变的对应规律
蛮	man⁴²	
慢	man¹¹	
铡	/	~刀
删	san¹¹	
奸	kan¹¹	
谏	kan²⁴	不符合古今语音演变的对应规律
颜	ŋan⁴²	
雁	ŋan²⁴	
瞎	ha³	
辖	ha³	
晏	an⁵⁵	晚
鞭	pin¹¹	
编	pʰin¹¹	不符合古今语音演变的对应规律
变	pin⁵⁵	
篇	pʰin¹¹	
偏	pʰin¹¹	
骗	pʰin⁵⁵	
便	pʰin⁴²	~宜
辩	pʰin²⁴	
便	pʰin¹¹	方~
别	pʰi³	离~
棉	min⁴²	
免	min¹¹	不符合古今语音演变的对应规律
面	min³³	
灭	mi³	
碾	tʃin²⁴	不符合古今语音演变的对应规律
连	lin⁴²	
联	lin⁴²	
列	li³	
烈	li³	
裂	li⁵	不符合古今语音演变的对应规律
煎	tsin¹¹	
剪	tsin²⁴	
箭	tsin⁵⁵	
迁	tsʰin¹¹	
浅	tsʰin²⁴	
钱	tsʰin⁴²	kʰɛi¹¹~
钱	tsʰin³³	
践	tsʰin²⁴	
贱	tsʰin¹¹	
仙	sin¹¹	
鲜	sin¹¹	新~
癣	sin²⁴	
线	sin⁵⁵	
薛	si⁵	
展	tʃin²⁴	
哲	tʃi⁵	
撤	tʃʰi⁵	
彻	tʃʰi⁵	
缠	tʃʰin⁴²	
战	tʃin⁵⁵	
折	tʃi⁵	~断
舌	ʃi³	
扇	ʃin⁵⁵	~动，不符合古今语音演变的对应规律
扇	ʃin³³	~子
设	ʃi⁵	
蝉	ʃin⁴²	
善	ʃin¹¹	
折	ʃi³	~本
然	in⁴²	
燃	in⁴²	
热	ŋi³	
乾	kʰiun⁴²	~坤
件	kʰin¹¹	一~事
件	kʰin²⁴	一~衣
杰	kʰi³	
孽	ŋi⁵	不符合古今语音演变的对应规律
延	in⁴²	
演	in²⁴	
建	kin⁵⁵	
揭	kʰi⁵	不符合古今语音演变的对应规律
健	kʰin²⁴	
言	ŋin⁴²	
掀	kʰiɛn¹¹	不符合古今语音演变的对应规律
宪	ʃin⁵⁵	
献	ʃin⁵⁵	
歇	ʃi⁵	
边	pin¹¹	
边	pin³³	侧~
扁	pin²⁴	
遍	pʰin⁵⁵	不符合古今语音演变的对应规律
片	pʰin⁵⁵	
片	pʰin²⁴	尿~，不符合古今语音演变的对应规律
撇	pʰi³	~捺
辫	pin³³	不符合古今语音演变的对应规律
眠	mɛn⁴²	不符合古今语音演变的对应规律
面	min¹¹	~条
篾	mi³³	
颠	tin¹¹	
典	tin²⁴	
天	tʰin¹¹	
铁	tʰi⁵	
田	tʰin⁴²	
填	tʰin⁴²	
电	tʰin²⁴	
垫	tʰin⁵⁵	不符合古今语音演变的对应规律
年	ŋin⁴²	
年	ŋin³³	~三十晡夜
捏	ŋi⁵	不符合古今语音演变的对应规律
怜	lin⁴²	
莲	lin⁴²	
练	lin⁴²	
荐	tsin⁵⁵	
节	tsi⁵	
节	tsi³	过~
千	tsʰin¹¹	
切	tsʰi⁵	
前	tsʰin⁴²	
前	tsʰin²⁴	~晡日，不符合古今语音演变的对应规律
截	tsʰi³	
先	sin¹¹	
屑	si⁵	木~
肩	kiun¹¹	~头
肩	kin¹¹	
坚	kin¹¹	
见	kin⁵⁵	
结	ki⁵	
结	kɛi³³	死~，不符合古今语音演变的对应规律
洁	ki⁵	
牵	kʰin¹¹	
研	ŋin¹¹	不符合古今语音演变的对应规律
显	ʃin²⁴	
贤	ʃin⁴²	
现	ʃin¹¹	
烟	in¹¹	
燕	in⁵⁵	~子
宴	in⁵⁵	
般	pan¹¹	
搬	pun¹¹	
半	pun⁵⁵	
钵	pui⁵	
拨	pui⁵	
潘	pʰun¹¹	
拼	pʰɛn⁵⁵	~命，不符合古今语音演变的对应规律
判	pʰun⁵⁵	
泼	pʰui⁵	
盘	pʰun⁴²	~钱
盘	pʰun³³	
伴	pʰun²⁴	
叛	pʰun⁵⁵	不符合古今语音演变的对应规律
馒	mun⁴²	
满	mun⁵⁵	
漫	man¹¹	
末	mui³	
端	tun¹¹	
短	tun²⁴	
锻	tʰun¹¹	~炼，不符合古今语音演变的对应规律
脱	tʰui⁵	
团	tʰun⁴²	
断	tʰun⁵⁵	
段	tʰun¹¹	
缎	tʰun¹¹	
夺	tʰui⁵	不符合古今语音演变的对应规律
暖	nun⁵⁵	
卵	lun³³	
乱	lun¹¹	
钻	tsun⁵⁵	~洞，不符合古今语音演变的对应规律
钻	tsun³³	~子
窜	tsʰun⁵⁵	
酸	sun¹¹	
算	sun⁵⁵	
蒜	sun⁵⁵	
官	kun¹¹	
观	kun¹¹	参~
管	kun²⁴	
馆	kun²⁴	
灌	kun⁵⁵	
冠	kun⁵⁵	~军
罐	kun⁵⁵	
括	kʰui⁵	包~，不符合古今语音演变的对应规律
宽	kʰun¹¹	
款	kʰan²⁴	
阔	kʰui⁵	
欢	fun¹¹	
唤	han⁵⁵	
完	van⁴²	
丸	van³³	
缓	hun²⁴	
换	hun¹¹	
活	fa³	
碗	vun²⁴	
顽	ŋan⁴²	
幻	van²⁴	
滑	va³	
猾	va³	
挖	va⁵	
篡	tʃʰun⁵⁵	不符合古今语音演变的对应规律
闩	sun¹¹	
刷	sui⁵	
关	kan¹¹	
惯	kun⁵⁵	
刮	ka⁵	
刮	ka³	镰~
还	van⁴²	~原
环	van⁴²	
患	fan²⁴	
弯	van¹¹	
恋	lin⁴²	不符合古今语音演变的对应规律
劣	lui³	
全	tsʰun⁴²	
泉	tsʰan⁴²	不符合古今语音演变的对应规律
绝	tsʰi³	
宣	sin¹¹	
选	sin²⁴	
雪	si⁵	
旋	tsʰun³³	头发~
转	tʃun²⁴	~圈，不符合古今语音演变的对应规律
传	tʃʰun⁴²	~达
传	tʃʰun²⁴	~记
专	tʃun¹¹	
砖	tʃun¹¹	
穿	tʃʰun¹¹	
串	tʃʰun⁵⁵	
船	ʃun⁴²	火~
船	ʃun³³	
说	ʃui⁵	
软	ŋiun⁵⁵	
卷	kiun²⁴	~起
卷	kiun²⁴	考~，不符合古今语音演变的对应规律
圈	kʰiun¹¹	走一~
圈	kʰiun³³	画~
拳	kʰiun⁴²	
权	kʰiun⁴²	
倦	kʰiun²⁴	
圆	iun⁴²	
圆	iun³³	汤~
员	iun⁴²	
院	iun⁵⁵	不符合古今语音演变的对应规律
缘	in⁴²	
铅	iun³³	
沿	in⁴²	
阅	i³	
反	fan²⁴	
贩	fan⁵⁵	
发	fa⁵	
翻	fan¹¹	
烦	fan⁴²	
饭	fan¹¹	
罚	fa³	
晚	man¹¹	细~崽，不符合古今语音演变的对应规律
晚	van²⁴	
万	van¹¹	
袜	ma³	
劝	kʰiun⁵⁵	
元	ŋiun⁴²	
原	ŋiun⁴²	
愿	ŋiun¹¹	
月	ŋiui³	
冤	in¹¹	
袁	in⁴²	
园	iun⁴²	
园	iun³³	菜~
远	iun⁵⁵	
越	i³	
粤	i³	
决	kʰi⁵	不符合古今语音演变的对应规律
诀	ki⁵	
缺	kʰi⁵	
血	ʃui⁵	
悬	ʃin⁴²	
玄	ʃin⁴²	
县	iun¹¹	不符合古今语音演变的对应规律
穴	ʃi³	
渊	iun¹¹	
吞	tʰɔn¹¹	
根	kɛn¹¹	
跟	kiɛn¹¹	~斗
跟	kɛn¹¹	
垦	kʰɛn²⁴	
痕	hɛn⁴²	
很	hɛn²⁴	
恨	hɛn²⁴	
恩	ɛn¹¹	
宾	pɛn¹¹	
笔	pɐi³³	
毕	pɐi⁵	
必	pɐi⁵	
匹	pʰɐi⁵	
贫	pʰɛn⁴²	
频	pʰɛn⁴²	
民	mɛn⁴²	
敏	mɛn²⁴	
密	mɐi³	
蜜	mɐi³	
邻	lɛn⁴²	
鳞	lɛn¹¹	不符合古今语音演变的对应规律
栗	lɐi³	
津	tsɛn¹¹	
进	tsɛn⁵⁵	
亲	tsʰɛn¹¹	~戚
七	tsʰɐi⁵	
漆	tsʰɐi⁵	
秦	tʃʰɛn⁴²	不符合古今语音演变的对应规律
尽	tsʰɛn¹¹	
疾	tsʰɐi³	
辛	sɛn¹¹	
新	sɛn¹¹	
信	sɛn⁵⁵	动词
信	sɛn³³	名词
讯	sɛn⁵⁵	
悉	sɐi⁵	
膝	tsʰɐi⁵	不符合古今语音演变的对应规律
珍	tʃɛn¹¹	
镇	tʃɛn²⁴	不符合古今语音演变的对应规律
陈	tʃʰɛn⁴²	
尘	tʃʰɛn⁴²	
阵	tʃʰɛn¹¹	
阵	tʃʰɛn²⁴	
侄	tʃʰɐi³	
衬	tsʰɛn⁵⁵	
虱	sɐi⁵	
真	tʃɛn¹¹	
诊	tʃʰɛn²⁴	不符合古今语音演变的对应规律
振	tʃɛn²⁴	不符合古今语音演变的对应规律
震	tʃɛn²⁴	不符合古今语音演变的对应规律
质	tʃi⁵	
神	ʃɛn⁴²	
实	sɿ³	
身	ʃɛn¹¹	
申	ʃɛn¹¹	
伸	ʃɛn¹¹	
失	ʃi⁵	
室	ʃi⁵	
晨	ʃɛn⁴²	
臣	ʃɛn⁴²	
肾	ʃɛn²⁴	
慎	ʃɛn²⁴	
人	ŋiɛn⁴²	
人	ŋiɛn³³	别~
仁	iɛn⁴²	
仁	iɛn³³	眼珠~
忍	ŋiɛn¹¹	不符合古今语音演变的对应规律
认	ŋiɛn¹¹	
日	ŋi³	
巾	kiɛn¹¹	
紧	kiɛn²⁴	
吉	ki⁵	
仅	kiɛn²⁴	不符合古今语音演变的对应规律
银	ŋiɔn³³	不符合古今语音演变的对应规律
因	iɛn¹¹	
印	iɛn⁵⁵	
乙	iui³	不符合古今语音演变的对应规律
一	i⁵	
引	iɛn²⁴	
引	iɛn³³	~线
逸	i⁵	不符合古今语音演变的对应规律
斤	kiɛn¹¹	
筋	kiɛn¹¹	
谨	kiɛn²⁴	
劲	kiɛn⁵⁵	
勤	kʰiɛn⁴²	
芹	kʰiɛn⁴²	
近	kʰiɔn⁵⁵	远~，不符合古今语音演变的对应规律
近	kʰiɛn²⁴	最~
欣	kʰiɛn¹¹	
殷	iɛn¹¹	
隐	iɛn²⁴	
奔	pɛn¹¹	不符合古今语音演变的对应规律
本	pɔn²⁴	
不	pui⁵	
盆	pʰɔn³³	
笨	pɔn⁵⁵	不符合古今语音演变的对应规律
勃	pʰø⁵	不符合古今语音演变的对应规律
门	mɔn³³	
闷	mɔn²⁴	
没	mui³	沉~
墩	tɔn¹¹	
顿	tɔn²⁴	不符合古今语音演变的对应规律
盾	tʰɔn²⁴	
钝	tʰɔn²⁴	
突	tʰui³	
嫩	nɔn¹¹	
论	lɔn¹¹	议~
尊	tsɔn¹¹	
卒	tsui⁵	
村	tsʰɔn¹¹	
寸	tsʰɔn⁵⁵	
存	tsʰɔn⁴²	
孙	sɔn¹¹	
损	sɔn²⁴	
昆	kʰɔn¹¹	不符合古今语音演变的对应规律
滚	kɔn²⁴	
棍	kɔn³³	
骨	kui⁵	
坤	kʰɔn¹¹	
捆	kʰɔn²⁴	
困	kʰɔn⁵⁵	
窟	kʰui⁵	~窿
窟	fui³	屎~
昏	fɔn¹¹	
婚	fɔn¹¹	
忽	fui³	
魂	fɔn⁴²	
浑	fɔn⁴²	
混	fɔn²⁴	相~
温	vɔn¹¹	
瘟	vɔn¹¹	
稳	vɔn²⁴	
伦	lɔn⁴²	
轮	lɔn⁴²	
律	lui³	
遵	tsɔn¹¹	
俊	tsɔn⁵⁵	
笋	sɔn²⁴	
迅	sɛn⁵⁵	不符合古今语音演变的对应规律
戌	sui⁵	
恤	si⁵	
旬	sɔn⁴²	
巡	sɔn⁴²	
殉	sɔn⁴²	不符合古今语音演变的对应规律
准	tʃɔn²⁴	
春	tʃʰɔn¹¹	~季
春	tʃʰɔn³³	鸡~
蠢	tʃʰɔn²⁴	
出	tʃʰui⁵	
唇	ʃɔn⁴²	
顺	ʃɔn¹¹	
术	ʃui³	
述	ʃui³	
舜	ʃɔn⁵⁵	
纯	ʃɔn⁴²	
闰	iɔn¹¹	
均	kiɔn¹¹	
橘	ki⁵	不符合古今语音演变的对应规律
菌	kʰɔn⁵⁵	细~
菌	kʰiɔn³³	蘑菇
匀	iɔn⁴²	
允	iɔn²⁴	
分	fɔn¹¹	
粉	fɔn²⁴	
奋	fɔn⁵⁵	
粪	fɔn⁵⁵	
纷	fɔn¹¹	
坟	fɔn⁴²	
愤	fɔn²⁴	
份	fɔn¹¹	
佛	fui³	
文	vɔn⁴²	
闻	vɔn⁴²	
蚊	mɔn³³	
问	mɔn⁵⁵	不符合古今语音演变的对应规律
物	vui³	
君	kiɔn¹¹	
军	kiɔn¹¹	
屈	kʰui⁵	
群	kʰɔn⁴²	
裙	kʰiɔn³³	
掘	kʰui⁵	不符合古今语音演变的对应规律
熏	ʃɔn¹¹	
勋	ʃɔn¹¹	
训	ʃɔn⁵⁵	
云	iɔn⁴²	
运	iɔn¹¹	
晕	iɔn⁴²	
帮	pɔŋ¹¹	
榜	pɔŋ²⁴	
博	pɔu⁵	
旁	pʰɔŋ⁴²	
傍	pʰɔŋ⁴²	不符合古今语音演变的对应规律
薄	pʰɔu³	
忙	mɔŋ⁴²	
蟒	mɔŋ²⁴	
莫	mɔu³	
莫	mɔu⁵	约~，不符合古今语音演变的对应规律
膜	mɔu³	
幕	mɔu³	
当	tɔŋ¹¹	
当	tɔŋ³³	别~
党	tɔŋ²⁴	
汤	tʰɔŋ¹¹	
烫	tʰɔŋ⁵⁵	
托	tʰɔu⁵	委~
托	tʰɔu⁵	~运
堂	tʰɔŋ⁴²	
唐	tʰɔŋ⁴²	
糖	tʰɔŋ⁴²	
塘	tʰɔŋ⁴²	大~：地名
塘	tʰɔŋ³³	
荡	tʰɔŋ²⁴	
诺	nɔu³	
郎	lɔŋ⁴²	
狼	lɔŋ⁴²	
廊	lɔŋ⁴²	
朗	lɔŋ²⁴	
浪	lɔŋ²⁴	
落	lɔu³	
洛	lɔu³	
乐	lɔu³	快~
络	lɔu³	
脏	tsɔŋ¹¹	肮~
葬	tsɔŋ⁵⁵	
作	tsɔu⁵	
仓	tsʰɔŋ¹¹	
藏	tsʰɔŋ⁴²	躲
藏	tsʰɔŋ²⁴	西~
脏	tsʰɔŋ²⁴	内~
凿	tsʰɔu³	
昨	tsʰa³	不符合古今语音演变的对应规律
桑	sɔŋ¹¹	
嗓	sɔŋ²⁴	
丧	sɔŋ⁵⁵	~失
索	sɔu⁵	
刚	kɔŋ¹¹	
缸	kɔŋ¹¹	
纲	kɔŋ¹¹	
钢	kɔŋ³³	
各	kɔu⁵	
阁	kɔu⁵	
康	kʰɔŋ¹¹	
糠	hɔŋ¹¹	
抗	kʰɔŋ⁵⁵	
昂	ŋɔŋ²⁴	不符合古今语音演变的对应规律
行	hɔŋ⁴²	
行	hɔŋ³³	一~字
航	hɔŋ⁴²	
鹤	hɔu³	
恶	ɔu⁵	凶~
娘	ŋiɔŋ³³	
凉	liɔŋ⁴²	
良	liɔŋ⁴²	
量	liɔŋ⁴²	丈~
粮	liɔŋ⁴²	
两	liɔŋ⁵⁵	~尺
两	liɔŋ²⁴	二~
亮	liɔŋ¹¹	
量	liɔŋ¹¹	重~
略	liɔu³	
将	tsiɔŋ¹¹	~来
浆	tsiɔŋ¹¹	
蒋	tsiɔŋ²⁴	
奖	tsiɔŋ²⁴	
酱	tsiɔŋ⁵⁵	
将	tsiɔŋ⁵⁵	大~
爵	tsiɔu⁵	
雀	tsiɔu³	
枪	tsʰiɔŋ¹¹	
抢	tsʰiɔŋ²⁴	
墙	tsʰiɔŋ⁴²	
匠	siɔŋ²⁴	不符合古今语音演变的对应规律
相	siɔŋ¹¹	互~
箱	siɔŋ³³	
想	siɔŋ²⁴	
相	siɔŋ⁵⁵	~片
削	siɔu⁵	
详	tsʰiɔŋ⁴²	
祥	tsʰiɔŋ⁴²	
象	siɔŋ²⁴	
像	tsʰiɔŋ⁵⁵	
张	tʃɔŋ¹¹	
长	tʃɔŋ²⁴	成~
涨	tʃɔŋ⁵⁵	
帐	tʃɔŋ³³	
账	tʃɔŋ⁵⁵	
胀	tʃɔŋ⁵⁵	
着	tʃɔu³	~衣，不符合古今语音演变的对应规律
畅	tʃʰɔŋ⁵⁵	
长	tʃʰɔŋ⁴²	~短
肠	tʃʰɔŋ⁴²	
场	tʃʰɔŋ⁴²	
丈	tʃʰɔŋ⁵⁵	~人佬
丈	tʃʰɔŋ³³	姨~
仗	tʃʰɔŋ²⁴	
杖	tʃʰɔŋ²⁴	
着	tʃʰɔu³	睡~
着	tʃʰɔu⁵	~水片，不符合古今语音演变的对应规律
庄	tsɔŋ¹¹	
装	tsɔŋ¹¹	
壮	tsɔŋ⁵⁵	
疮	tsʰɔŋ¹¹	
闯	tsʰɔŋ²⁴	
创	tsʰɔŋ²⁴	不符合古今语音演变的对应规律
床	tsʰɔŋ⁴²	
状	tsʰɔŋ²⁴	奖~
状	tsʰɔŋ³³	告~
霜	sɔŋ¹¹	
爽	sɔŋ²⁴	
章	tʃɔŋ¹¹	
樟	tʃɔŋ¹¹	
掌	tʃɔŋ²⁴	
障	tʃɔŋ⁵⁵	
昌	tʃʰɔŋ¹¹	
厂	tʃʰɔŋ²⁴	
唱	tʃʰɔŋ⁵⁵	
倡	tʃʰɔŋ¹¹	不符合古今语音演变的对应规律
商	ʃɔŋ¹¹	
伤	ʃɔŋ¹¹	
赏	ʃɔŋ²⁴	
常	ʃɔŋ⁴²	
尝	ʃɔŋ⁴²	
上	ʃɔŋ⁵⁵	~山
尚	ʃɔŋ²⁴	高~
尚	ʃɔŋ³³	和~
上	ʃɔŋ¹¹	山~
上	ʃɔŋ²⁴	山~
壤	ŋiɔŋ¹¹	不符合古今语音演变的对应规律
让	ŋiɔŋ¹¹	
若	iɔu³	
弱	ŋiɔu³	
疆	kiɔŋ¹¹	
姜	kiɔŋ¹¹	生~
姜	kiɔŋ¹¹	姓~
脚	kiɔu⁵	
脚	kiɔu³³	残汁
却	kʰiɔu⁵	
强	kʰiɔŋ⁴²	~大
强	kʰiɔŋ²⁴	勉~
仰	ŋɔŋ²⁴	
虐	ŋiɔu³	
香	ʃɔŋ¹¹	
乡	ʃɔŋ¹¹	
响	ʃɔŋ²⁴	
享	ʃɔŋ²⁴	
向	ʃɔŋ⁵⁵	
央	iɔŋ¹¹	
秧	iɔŋ¹¹	脱~
秧	iɔŋ³³	菜~
约	iɔu⁵	~定
约	iɔu³	条~
羊	iɔŋ⁴²	发~倜
羊	iɔŋ³³	
洋	iɔŋ⁴²	
杨	iɔŋ⁴²	
阳	iɔŋ⁴²	
养	iɔŋ⁵⁵	
痒	iɔŋ⁵⁵	
样	iɔŋ²⁴	模~
样	iɔŋ³³	一~
药	iɔu³	
跃	iɔu⁵	不符合古今语音演变的对应规律
光	kɔŋ¹¹	
广	kɔŋ²⁴	
郭	kɔu⁵	
旷	kʰɔŋ⁵⁵	
扩	kʰɔŋ⁵⁵	不符合古今语音演变的对应规律
荒	fɔŋ¹¹	
慌	fɔŋ¹¹	
谎	fɔŋ¹¹	
霍	kʰɔu⁵	
黄	vɔŋ⁴²	
黄	vɔŋ³³	牙~
皇	vɔŋ⁴²	
晃	fɔŋ²⁴	
镬	vɔu³	锅
汪	vɔŋ¹¹	姓氏
方	fɔŋ¹¹	
放	fɔŋ⁵⁵	
芳	fɔŋ¹¹	
妨	fɔŋ²⁴	不符合古今语音演变的对应规律
纺	fɔŋ²⁴	
仿	fɔŋ²⁴	
访	fɔŋ²⁴	
房	fɔŋ⁴²	~间
房	fɔŋ³³	
防	fɔŋ⁴²	
亡	mɔŋ⁴²	
网	mɔŋ²⁴	
忘	mɔŋ⁴²	不符合古今语音演变的对应规律
望	mɔŋ¹¹	
匡	kʰɔŋ¹¹	
筐	kʰɔŋ¹¹	
狂	kʰɔŋ⁴²	
况	kʰɔŋ⁵⁵	
枉	vɔŋ²⁴	
王	vɔŋ⁴²	
往	vɔŋ⁵⁵	
旺	vɔŋ¹¹	
邦	pɔŋ¹¹	
绑	pɔŋ²⁴	
剥	pɔu⁵	
驳	pɔu⁵	
胖	pʰɔŋ⁵⁵	
朴	pʰø⁵	不符合古今语音演变的对应规律
庞	pʰɔŋ⁴²	
棒	pʰɐŋ⁵⁵	不符合古今语音演变的对应规律
蚌	pʰɔŋ²⁴	
雹	pʰɔu³	
桩	tsɔŋ¹¹	
桌	tsɔu³³	
卓	tʃɔu⁵	
琢	tʃɔu⁵	
戳	tʃʰɔu⁵	
撞	tsʰɔŋ¹¹	
浊	tsʰø³	不符合古今语音演变的对应规律
捉	tsɔu³	
窗	tsʰɔŋ¹¹	
镯	tsʰɔu³	
双	sɐŋ¹¹	不符合古今语音演变的对应规律
朔	sɔu⁵	
江	kɔŋ¹¹	
讲	kɔŋ²⁴	
港	kɔŋ²⁴	
降	kɔŋ⁵⁵	下~
觉	kɔu⁵	感~
角	kɔu⁵	
腔	kʰɐŋ²⁴	不符合古今语音演变的对应规律
确	kʰɔu⁵	
壳	kʰɔu³	
岳	ŋɔu³	
乐	lɔu³	音~，不符合古今语音演变的对应规律
降	kɔŋ⁵⁵	投~，不符合古今语音演变的对应规律
项	hɔŋ¹¹	
巷	hɔŋ³³	
学	hɔu³	
握	vɔu⁵	
崩	pɛn¹¹	
北	pɐi⁵	
朋	pʰɐŋ⁴²	不符合古今语音演变的对应规律
墨	mɐi³	
默	mɐi³	
登	tɛn¹¹	
灯	tɛn¹¹	
等	tɛn²⁴	
凳	tɛn³³	
得	tɐi⁵	
德	tɐi⁵	
腾	tʰɛn⁴²	
藤	tʰɛn⁴²	
邓	tʰɛn¹¹	
特	tʰɐi³	
能	nɛn⁴²	
肋	la³	不符合古今语音演变的对应规律
勒	lɐi³	~紧
曾	tsɛn¹¹	姓~
增	tsɛn¹¹	
则	tsɐi⁵	
曾	tsʰɛn⁴²	~经
层	tsʰɛn⁴²	
赠	tsɛn¹¹	不符合古今语音演变的对应规律
贼	tsʰɐi³	
僧	tsɛn¹¹	不符合古今语音演变的对应规律
塞	sɐi⁵	~住
肯	hɛn²⁴	
肯	kʰɛn²⁴	
刻	kʰɐi⁵	
克	kʰɐi⁵	
黑	hɐi⁵	
恒	hɛn⁴²	
冰	pɛn¹¹	
逼	pɐi⁵	
凭	pʰɛn⁴²	
