	注释：-白读，=文读
h	[55]恢灰徽{安～}佛{如来～}核{果～；～桃，颗：一～珠}[42]回{下～分解，～来}晦{～气}[21]火伙{～食}回{一～生二～熟}茴贿悔□{～粽：包粽子}[22]□{陶瓷的全称}[33]汇{文～报；～款}会{开～}[24]或惑
∅	[55]煨{～米馃}□{用棍子打人}[42]杌{～子：单人坐的凳子}[21]儿{～童}节尔而{～且}耳={～机}饵{～料}□{（在桌上的范围内）拔拉}□{摩挲：～狗}[22]禾{～米：粳米}爱{可～}
#iu	
t	[55]丢[42]纣}商～王}[21]酬拄{抵（住）}[22]绸[33]住
tʰ	[55]柱抽馊-{饭～了}[21]丑{子～寅卯}[22]筹[33]□{凭屎～：蜣螂}
n	[55]□{拧，扭，掐，～花：包子上的褶}[21]纽扭[22]牛
l	[55]溜{～走，～冰}□{～水：给田灌水}[42]刘[21]流={～产，清～，～氓}留柳馏[22]榴{石～}琉{～璃}□{～□tyɔ55子：抓子儿}
ts	[55]珠{目～：眼睛}周舟州洲□{生～子：生痈}[21]酒帚[22]咒[33]就鸠咎
tsʰ	[55]秋{～天}鞦{～千}鳅{～子：泥鳅}□{～钱：攒钱}□{～子：瘊子}[21]仇{～敌}赎□{吸（气）}[33]树{大～}□饭{～子：刚煮好时在锅中呈中间高四周低的米饭}[24]囚
s	[55]修收受休[21]手首守[22]秀绣宿{星～}锈{铁～}兽[33]袖{领～}寿授售
k	[55]纠{～缠}舅{母～，～子：小舅子}[42]救求球□{虎～：蝗虫}[21]九久灸{针～}[22]究[33]旧
kʰ	[55]邱丘{一～塍}坵{一～塍}臼[21]□{掀}
h	[21]朽韭{～菜}
∅	[55]忧优悠{～久}幽[42]浮尤又犹酉游{姓，～击}[21]有友由游{仙～，旅～，～山玩水，上～}[22]邮油蓲{孵：～小鸡}[33]右祐诱柚釉幼
#ai	
p	[55]拔□{扽直}[42]排{～长；竹筏}牌簰{竹筏}[21]摆□{刮}[22]排{～毒，～除}[33]拜败[24]八
pʰ	[55]□{行为举止乖张}[22]排{～队}派[33]稗
m	[42]𣍐{～来□hu22：来不及}[21]买[33]卖
t	[55]呆{痴～}[42]待怠殆[21]底□{挡住}[22]蹄{～爪：猪肘子}□{往；从；沿着}
tʰ	[55]胎苔{舌～}[22]替苔{绿～}褪{色彩脱落}态{表～}
n	[21]乃奶{娘，妈妈}[22]泥{做～水：泥水匠}奶{妗～：舅妈}[33]耐奈
l	[22]犁□{～□li22：干净}[33]赖荔{～枝}
ts	[55]截{一～}斋□{镰刀；割；～草，～麦子}[42]在齐豺{水～：黄鼠狼；～狗}[21]滓{渣～洞}载{年～；～重}[22]债□{～一下：总共}[33]寨□{多}[24]节-{过～}
tsʰ	[55]钗差{出～}[21]猜采{～花大盗}
s	[55]洒筛{米～}西樨{木～花}□{间（苗）}[21]洗{～漆师傅：漆匠}[22]细
k	[55]该皆阶街鸡{～肾ẽĩ21□kʰu24：鸡内金}[42]丐{～帮}繫{拴，捆，绑，系：～鞋带}□{带鱼}[21]改解{讲～，～开}[22]溉介界{半～：半饱满；对～：两部分}尬{尴～}届戒疥钙□{～□li33䘆：蚯蚓}[24]荚{豆～萁：豆秸}
kʰ	[55]溪{小～}[21]楷凯[22]概慨{慷～，感～}契{～约}[33]□{东西，孰～：什么东西}
ŋ	[42]挨{～住，～骂}[22]呆{～板}倪□{木头不易被砍开}[33]碍
h	[55]蟹械薤{五辛（葱姜韭～姜）之一}[21]孩[24]瞎
∅	[55]哀埃[42]鞋□{（秤物时）秤尾低}[21]矮蔼[22]翳{目～，生～}[24]□{～□tsʰi55：喷嚏}
#uai	
k	[33]乖
kʰ	[21]蒯{姓}
h	[24]髮{结～夫妻}血
∅	[21]怀{～表}淮伪{虚～}为{作～}唯惟割{割：～破}
#œɛ	
p	[22]坝{堤}
pʰ	[55]被{～窝}[22]皮
m	[21]尾[33]妹
t	[33]渧{滴}□{狐～：刺猬}
tʰ	[24]獭{水～}
l	[42]舌[24]劣
k	[55]□{努：～喙}[42]岐徛{立，站：～柜台，～黑板；～尾：台阶；陡峭}饥{腹～：饿}崎{陡峭}[21]囝{泛指（无亲属关系的）小孩；嫩嫩～～：婴儿，小孩}[22]寄怪{～我}[24]掘羯{阉：～牛，～猪}
kʰ	[55]开{～手：开始；～门：钥匙}[22]快[24]阙{姓}
ŋ	[42]蚁{红～，白～}[22]鹅[33]外魏艾
h	[55]□{搅拌}[22]岁-{几～}[24]歇{～气，～工，～肩，～瞑：晚上睡觉}
#yœɛ	
n	[24]虐
I[24]掠	
ts	[55]绝[42]□{溅}[21]纸[22]漈{地名用字}□{旋转，噘嘴}[33]□{～尿：小孩子尿床}[24]爵䇽{晒谷子用的竹席}
tsʰ	[55]吹[24]□{喝}
s	[21]髓□{轻轻地挪动}[22]税[24]雪{～豆：豌豆}说{小～}
k	[24]决诀
kʰ	[24]缺
ŋ	[42]月
∅	[42]越{～来越好}[21]飞-{～过去}蕨[22]蛇秽{野～：野草}[33]为{～什么}[24]锐悦阅粤曰越{～南}
#ɑu	
p	[55]包胞[42]袍{龙～}暴爆曝={～光}[21]保堡宝饱□{□lɑu55～：忘记}[22]报豹□{□kʊ33栗～：打栗暴}[33]铇□{老鼠龈}
pʰ	[55]抱-{～囝}抛藨{□hu22～：覆盆子}[21]跑[22]泡{～骹，～茶}炮[33]抱={合～}泡{灯～}扑{～克}
m	[42]无{没有}□{～□tʰɑu22□siɑu22：非常}[21]卯[22]毛矛[33]冒帽貌
t	[55]刀[42]道盗萄□{远}[21]祷岛陶倒{𢫦～：打到，颠～}涛{人名}导{～游}□{圈、轮：一～麻将}[22]到倒{～水}
tʰ	[21]讨□{一～儿：一会儿}[22]套桃□{□mɑu42～□siɑu22：非常}[33]滔稻涛{胡锦～}导{领～}
n	[21]脑恼[33]闹
l	[55]捞□{～□pou21：忘记}□{～□pɑu42子：鸡的肾}[42]□{表示完成，昼～：下午}[21]扰劳老={～师}牢{～固}栳{栲～：针线筐}□{绞～丝：绞丝旁}[22]牢{坐～}涝痨流{～水}[33]□{找}□{□kʰɑu33～挨：难受}
ts	[55]遭[42]造[21]早枣皂{青红～白}爪{蹄～：猪肘子}□{稻子植株}□{油～瓜：油条}[22]罩笊曹{～操}槽
tsʰ	[55]操{体～}臊{鱼～气}抄[21]草剿钞炒吵[22]躁燥操{曹～}糙樵{柴火；讨～：砍柴}
s	[55]骚梢{乌～蛇}搜{～查；～集}□{搅；搅和}[21]扫{～地出门}[22]潲{～桶}
k	[55]高={姓}膏={牙～}篙羔糕交郊胶茭[42]咬{下巧切}[21]稿={草～}绞铰搞搅{～拌}较{比～}栲{～栳：针线筐}[22]告膏-{～油：猪油}教{～育，～师，～室}较{计～}珓{神～}□{大粪}
kʰ	[55]骹{脚；～腹头：膝盖}[42]犒[21]考□{～塘：把塘水放干}[22]烤靠□{～□uɔɛ42：高兴}[33]□{～□lɑu33挨：难受}
ŋ	[22]熬[33]傲鏊
h	[55]教{～书}[42]豪{土～}毫{一丝一～}耗{（杨）}浩[21]好{～坏}郝[22]豪{～杰}毫{～毛}好{喜～}耗{（张、曹）}酵孝[33]号{～码}校{～对；上～；学～}效
∅	[42]懊{～恼，～悔}奥[21]高-{个子～}稿-{麦～}豪{～栋：地名}袄拗{折}[24]□{乖}
#iɑu	
p	[55]膘{肥～}标{～准}镖彪[21]表{～格}錶{手～}俵{发：～汗；分发：～烟}
pʰ	[55]飘票漂{～亮}薸{米～}[21]薸{红～}[22]漂{～白}□{～□uẽĩ21：一种可以做斗笠的竹子}
m	[21]藐渺秒杳{～无音信}□{小～：小老婆}[22]苗描矛{～头}[33]庙妙谬□{收～子：地租}
t	[55]昭{王～君，司马～}赵貂刁雕[42]朝{改～换代}潮{～水}跳掉□{劫数}[21]□{～老：道士}[22]兆条调{～解}钓吊[33]召掉调{～动；音～}
tʰ	[55]超{～过}挑{～起，～刺儿}[21]挑{～拨}[22]粜
n	[22]饶{姓}[33]尿
l	[42]撩{惹：～祸}[21]燎{星星之火可以～原}疗聊辽绕瞭了{～结}□{蚬}[33]料廖{姓}
ts	[55]焦蕉椒招沼{～气}诏{～书}□{～料：佐料}□{大量煮：～茄}[21]□{液体溅出}[22]醮{食～：扫墓后一起吃饭}照
tsʰ	[55]缲{～边}烧樵{刘海砍～}[33]□{～目：眯缝着眼}
s	[55]鸮{山～：传说中像猫头鹰的一种鸟，叫声很吓人，也指鬼}梢{𢫦～：把植物的嫩枝打掉}俏消宵霄硝销嚣萧箫屑{～小之徒}□{蠓～屑：蠓虫}[21]小少{～年；多～}晓[22]笑鞘泅{游泳}□{□mɑu42□tʰɑu22～：非常}
k	[55]骄娇□{～椅：婴儿椅}[21]矫乔侨缴饺□{～□hʊ22碗：瓷质的碗}[22]桥□{撬：～门}[33]轿
kʰ	[21]巧窍
h	[55]侥
∅	[55]妖邀腰幺{～～零}吆鹞□{条：一～裤}}[42]韶绍邵[21]谣姚舀尧[22]窑{瓦～}要{～求；重～}摇[33]耀跃
#ɔɛ	
p	[42]□{坡：山～}[21]發-{～芽}[22]簸{～一～}[24]钵拨泼{活～}□{擦：～火柴}
pʰ	[22]破[24]扑{～上去}泼{～水}□{扇（动词）}
m	[42]袜[22]磨{～刀}麻{芝～}[24]抹{～脸}
#uɔɛ	
t	[42]戴{～红领巾}□{金～：莙荙菜}□{推}[22]带{腰～，～领}戴{姓～}[33]大{～小；～夫，～黄}[24]达□{骂}
tʰ	[55]拖{～拉机}[22]太{～～，～好}泰[24]忒{～好}□{抛光，磨光}
n	[22]□{排泄：～尿}
l	[42]辣
ts	[55]坐灾{～害}[42]最财-{～主}□{蟑螂}[22]再[24]□{缠绕；～骹布：裹脚布}
tsʰ	[22]蔡[24]察擦{摩～}
s	[55]沙{～子，～县，长～}[24]杀{屠～}撒{～种}□{皱纹}
k	[42]芥{～菜}槐{～树}□{披}□{背：～书包}[21]柺[22]盖{～子}怪{妖～}[24]葛{～粉}
kʰ	[24]渴阔
h	[55]亥□{跛了脚}[21]海怀{彭德～}毁{～灭}[22]□{～食：讨饭}[33]害坏
∅	[55]□{脾气倔}□{～门：开门}[42]我□{□kʰɑu22～：高兴}[21]倚{斜靠}
#ãĩ	
p	[55]班斑颁冰斑{老年～}[42]朋瓶□{～肩：溜肩膀儿}[21]反-{～手：左手；～边：睡觉时翻身}板版崩□{瘸骹～手：手脚不灵}[33]办
pʰ	[33]瓣
m	[22]闽蛮猛孟[33]漫慢□{你去～去：你去不去（“未曾”合音）}
t	[55]蘸登灯丁钉{（名词），铁～；蚂蟥～：两头钉}疗汀{～州}[42]腾亭□{推}[21]等顶{头～}典{～当}戥{小型的秤}[22]殿填凳藤{钉（动词），～住}订□{墿～：门路}[33]垫{坐～}邓锭
tʰ	[55]蛏厅□{～子□kɔŋ21：窗户}[21]腆{～肚子}挺[22]潭澄{水浑，澄一澄}[33]垫{～钱，～腹：垫肚子}
n	[21]能宁{～静；～可}[33]酿
l	[21]冷{～空气}□{㔶kãĩ21～：菜罩子}[22]菱-{～角}莲-{～篷}零铃薐{菠～：菠菜}
ts	[55]争{斗～}臻榛曾{姓}罾{四角的网}[42]层{徛～：台阶}[21]盏剪[22]甑{饭～}□{撬，～棍：撬棍}[33]增憎曾{～经}赠僧
tsʰ	[55]千□{～皮：剥（动物的）皮}[22]衬塍{～梗：田埂；莳～：插秧}
s	[55]先{你～去}森参{人～}牲{牺～}生{～活，先～，学～，～旦净末丑，～意}星腥[21]省{福建～}[22]糁{～枯：山茶油渣}渗蝇擤{～鼻}[33]鳞{鱼～}
k	[55]肩跟艰{（曹、张）}间{中～；挑拨离～}奸庚耕□{～瞑朝：昨天}[42]衔[21]碱简柬谏锏{杀手～}梗{桔～}炯□{油碱：类似元宵的食品}㔶{～□lãĩ21：菜罩子}[22]更{自力～生；～好}
kʰ	[55]牵{搀；～花：映山红}[21]肯[22]□{才；～来：才来}
ŋ	[21]研{碾，擀（皮儿）}眼[22]颜□{帐～：帐檐儿}[33]岸硬雁
h	[55]亨{官运～通}[21]很狠[22]衅{挑～}□{～水：淬火}[33]恨限苋杏={银～，～花村}幸{三生有～}
∅	[55]恩莺{～歌燕舞}樱{～桃}□{～二胡：拉二胡}[42]闲□{嫌弃}□{之前的，～工：先前}[21]笕{以竹通水}衔{军～}饮{米汤}恒行{人～道，～为}[22]应{答～}[33]□{存放时间过久的；～饭：隔夜饭；～粟：陈粮}
#uãĩ	
h	[55]帆藩翻番{～椒：辣椒}罚幡{驮～子：掮幡竹}[21]反={正～，造～}[22]贩
∅	[42]环{门～}矾[21]凡环{～境，上～}[33]万
#ẽĩ	
p	[55]彬宾槟殡{～葬}浜{一条～}兵斌[42]便{～宜}贫{～血}屏並{～且}凭{口说无～}[21]扁{～担，～食：馄饨}丙秉平={邓小～}[22]殡{出～}
pʰ	[21]品频{～道}凭{文～}评萍苹[22]烹聘
m	[42]抿[21]免勉娩民悯敏鸣皿铭盟{结～，海誓山～}明={证～，～～，～白}[22]眠明={清～，透～，失～}[33]命={革～，～令}焖{～饼，～蛋}
t	[55]珍{～惜，李时～}诊疹徵{～求}惩贞侦□{～头杉：杉树桩边新长出的小杉树}砧{铁～：砧子}[42]罈{酒～}停□{抽抽～：发抖}[21]筵顶{牛以角相抵，（动词）}鼎={～立}庭廷艇[22]沉陈尘镇[33]阵□{～酒：温酒}□{楼～：类似檩的四角木条}
tʰ	[22]趁{～钱：赚钱}
n	[42]耳-{～朵}[21]忍[22]人仁[33]认
l	[42]□{𢫦凚～：打寒战}[21]临{～江门：地名}邻磷{～火，～肥}陵凌菱={～形}灵{～山}伶蛉翎[22]林淋莲={～花庙}霖苓{茯～：中药}[33]令另
ts	[55]针华津真蒸筝精晶[42]秦尽{很；～热：很热}情={人～，有～}[21]枕尽{～你使}振成={～功}震拯{～救}整=□{稀饭～：稀饭稀，水尽～：水很清}[22]浸荐{推～}进晋证症政[33]净靖
tsʰ	[55]深亲{～情：亲戚；～家}称{～呼}清{～楚}[42]臣[21]逞{～能}呈趁{～早}乘成={～功}承丞[22]忖{思考}凊{～水：冷水}称{～重量，相～}秤{～杆}
s	[55]心辛新薪身申伸{～冤}升绅[42]神{～仙}辰□{慢慢～～：磨磨蹭蹭}[21]神{～经病}沈审婶□{～□kɔ24□kɔ24：形容神情呆滞的人}[22]信讯胜{～任；～败}囟{头～：囟门}圣城={～市}[33]甚肾慎剩{～余，过～}盛
k	[55]金襟{大～：对襟}妗{～奶：舅母}艰{（杨）}京荆鲸经{念～，～维}[42]鹹{～菜}琴凚{𢫦～□lẽĩ42：打寒战}[21]锦仅谨芹{西～，曹雪～}耿景警紧勤岑[22]禁{～不住；～止}劲{有～，～敌}敬□{一～～：故意，专门}[33]境竟竞径
kʰ	[55]钦卿[21]禽擒{七～孟获}恳{勤～}[22]擒{～拿}庆磬{钟～}□{提}
ŋ	[21]迎
h	[55]兴{～旺}[21]形型刑邢[22]兴{高～}馨欣□{用余热保温（有箅子隔着）：～菜}[33]眩
∅	[55]音阴荫窨{～花（动词）}因姻英□{不，～去，～肯，～食}唔{不，～去，～肯，～食}□{～□nia24目：眼睛乱转到处乱看}[42]肾{鸡～：鸡肫；鸡～□kʰu24：鸡内金}[21]饮{～酒}演引隐盈枧{地名用字}□{水蒸气}[22]阎印寅应{～当，～用，有求必～，报～}
#iẽĩ	
p	[55]鞭边{旁～，厝～仙：邻居}[42]范-{姓}辨辩汴辫{～□nia42：扎辫子}[21]贬扁{～鹊，压～}匾{牌～}[22]变[33]便{方～}
pʰ	[55]编篇偏遍{～地}[21]□{拍灰}[22]骗{～人}遍{一～}片[24]□{～子：瓶盖儿}□{～子：砧板}
m	[21]缅[22]绵棉[33]面{洗～}麵{～灰：面粉}□{～瓦ua42：砚}
t	[55]颠癫巅[42]缠{盘～}□{～□tɔŋ42：糊涂}[21]典{字～}[33]电{水～，～灯，～□tɔŋ55：电线杆}缠{～□liẽĩ33：缠绕}奠佃
tʰ	[55]添天[21]筅{～帚：刷锅的刷子}[22]□{～子：雪珠子}
n	[55]黏{～米，～起来}拈{～花惹草}[42]佞□{捏；挤；～牙膏：挤牙膏}[21]染辇[22]年[33]恋念{纪～}□{听，～见：听见，听到}
l	[42]赁{租～}[21]廉敛{收～}怜□{裤腰～：腰带}[22]帘连联{～系}臁{骹腹～：胫骨}[33]练炼□{缠～：缠绕}
ts	[55]煎{油～枣：糯米做的有馅儿的油炸成的圆形食品}尖歼瞻毡櫼{楔子}[42]渐[21]践{实～出真知}[22]占{～卜}佔{～领}钱箭饯{蜜～}战泉{～水：泉水}[33]贱
tsʰ	[55]簽{～字}籤{牙～}侵迁笺[21]潜寝浅遣[22]前[24]□{～～子：铙}
s	[55]仙鲜{新～}先{祖～，～生}[21]陕{～西}蟾{～宫折桂}鲜{朝～}婵{貂～}禅{～让，～位，刘～}[22]扇{（名词）蒲～}[33]善膳{～厅}羡□{驯服，牛狗等听话懂事}
k	[55]今{～朝：今天}坚□{～□niɛ42：怎么}[42]俭乾{～坤}[21]检[22]剑见[33]件
kʰ	[55]兼谦倾{～向，～家荡产}[22]钳{火～}欠歉
ŋ	[21]严[33]验
h	[55]锨{～塝：用锨铲塝上的草}[42]嫌贤{～慧}[21]险贤{普～菩萨，圣～}显[22]还{～钱}[33]现
∅	[55]阉焉{心不在～}烟鹦{～鹉}缨[42]壬[21]炎掩淫{奸～}然燃延颖吟[22]盐{～巴}厌淫{～羊霍}堰{都江～}燕{～子}□{紫～：万年青}[33]艳{鲜～}宴盐{醃}任{姓；责～}堰{围～}殷
#uẽĩ	
p	[55]扳般搬{～厝：搬家}[42]盘{～点}□{～早：给稻子脱粒}[22]盘{算～，磨～，六～山}半□{𢫦～斗：打跟斗}
pʰ	[55]潘{姓}[22]扮{～新娘：演新娘}盼判叛[33]伴拌{～面}
m	[21]满[22]瞒馒{～头}鳗[33]幔{帐～子}
t	[55]丹单{～位}端蹲{～点}[42]檀坛壇{天～}罈{酒～}[21]单{～身汉}□{跌}[22]旦[33]弹{～棉花，子～}
tʰ	[55]摊{分～}滩[21]团{～圆}[22]炭{～□sɛ24：黑色的鲶鱼}叹
n	[22]难{～易}□{疱}[33]难{患～}□{被虫子咬后起的疙瘩}
l	[42]鸾{金～殿}□{口水，～枷ka55：围嘴儿}[21]兰[22]拦栏[33]烂乱
ts	[22]赞
tsʰ	[21]铲□{～担：两头尖的扁担}[33]餐灿
s	[55]珊{人名用字}山[21]伞产[22]散{鞋带散了，分～}
k	[55]棺{合～：入敛}干{～支}乾{饼～；～湿}官观{参～}冠{～冕堂皇，衣～}关{～头，过～，开～}[42]寒{极冷，大～}[21]秆{稻草}赶-{～墟：赶集}管{～理，～仲}馆滚[22]贯灌罐观{道～}冠{～军}惯[33]汗-{出～}
kʰ	[55]宽[21]款
h	[55]肝欢[22]叹{～气}汉翰{～林}[33]汗={成吉思～}缓幻患宦愤奋唤焕
∅	[55]安鞍{马～山}氨[42]旱[21]韩碗稳刎□{□pʰiɑu22～：一种可以做斗笠的竹子}[22]按案□{～鱼：鳖}[33]焊{～铁壶}
#yẽĩ	
p	[55]分{～厝：分家}[33]饭
t	[55]瞪{～眼}□{弹：～指头}[42]懒{原文“惮”}□{门～：门槛}[21]传{祖～，～达}转{～眼，～送，～圈}[33]篆传{～记}
tʰ	[21]铲{～草：锄草}
n	[55]软{秤尾下垂}[21]软{～硬}阮[33]轫韧
l	[22]联{～衣裳：缝衣服}
ts	[55]专砖[42]全吮{吮吸}[22]泉[33]旋{头上的～}
tsʰ	[55]川□{～一圈：转一圈}[21]癣犬[22]窜篡串{～门，一～}穿{～针：穿针}
s	[55]鳝轩宣喧伸{～手}[21]选[22]线[33]僆{鸡～子：未成年的小母鸡}
k	[55]关{～灯，～门}捐根{～本，～据}筋近□{乌～豆：黑豆}[42]权□{较大的提手}[21]囝{儿子；指有亲属关系的孩子}捲{～起}[22]键建健拳眷卷{试～}绢娟券墘{～塍：梯田}[33]县
kʰ	[55]圈{圆～}[22]劝
ŋ	[42]□{～心：心甘情愿}[22]言元原源[33]愿
h	[42]悬{头～梁锥刺股}[21]掀{～帽：脱帽}芫{～荽子：香菜}䘆□{kai22□li33～：蚯蚓}[22]宪献弦园{幼儿～，公～}玄鼾楦{鞋～}
∅	[55]湾弯冤渊□{骹□nia21～：膝盖窝}[42]完船文{～武双全；人名用字}[21]袁辕援{～救}远{跳～}圆员䘼{袖子}□{□ua55～：一种比搪瓷更不容易生锈的金属}[22]丸{药～，弹～之地}缘沿铅晏{晚；～点：（车）晚点}□{博～：互相帮忙}[33]院怨
#ãŋ	
p	[55]□{跨；迈}[42]棒{～～糖}□{～□tʰiɔŋ55：鞭炮}[21]庞[22]柄[33]病
pʰ	[55]攀[21]螃[22]澎膨彭
m	[55]蒙{～目珠：蒙眼睛}[21]蜢{□kãŋ24～：螳螂}[22]暝{暗～：晚上，三十年～：除夕}芒{麦～儿}盲{～目}明-{～朝，～年}□{肩～头：肩膀}
t	[55]担{～任；挑～}□{（艾）灸}[42]耽谭淡痰甜蛋但诞[21]胆点[22]店
tʰ	[55]贪□{𢫦～着：够不着}[21]谈躺毯坦[22]探{试～}
n	[42]□{睁（眼）}[22]南楠男[33]念{～书}
l	[42]爁{不小心被火的尾巴烫到了；大火快烧}□{撩开}□{带汤煮：～鱼}[21]览揽榄缆[22]蓝[33]滥舰篮={～球}□{～子：小勺子}□{背阴}□{赤～：赤练蛇}
ts	[55]□{按}[42]暂静[21]□{头～：丧髻}簪斩展井[22]晴站{车～}[33]錾栈
tsʰ	[55]参{～加}青{～□tiɛ42：鲇鱼}[21]惨惭蝉{～连}醒残[22]蚕膻{臭～}[33]撑{～开}
s	[55]三{～叉草：莎草，～十年暝：除夕}杉衫生-{怕～面：怕生}甥牲{头～：牲口}珊{～瑚}□{对～：划拳}[21]闪省{节～}□{扁～：撮箕}[22]檐{屋～}删篮-{～子}
k	[55]尴更{三～半夜}羹{～子：汤匙}□{～酒：劝酒}[21]减哽埂梗{～塞}赶{追～}[22]幹{～部}降{～伏，～落伞}[33]监{～察，～狱；国子～}鉴[24]橄□{～蜢mãŋ21：螳螂}
kʰ	[55]坑{山～谷ku24□lu24磡：人迹罕至的深山；万人～}勘刊[21]抗坎砍{～头}□{点：～头}[22]堪
ŋ	[21]昂
h	[55]杏-{～子}[42]咸{～丰，老少～宜}[21]喊罕□{我～人：我们}[22]蚶酣夯{𢫦～}
∅	[55]□{～□mɛ24：小的癫蛤蟆}[42]桁{～条}[21]函[22]□{还有；还是}
#iãŋ	
p	[21]饼[22]坪{黍～：晒谷场}平-{～地；便宜}
pʰ	[55]拼{～命}栟{两柱之间的木板}[21]□{花～：门楼}
m	[22]名[33]命-{救～}
t	[55]㬹{手～曲：手肘；骹～：脚后跟}[42]掷[21]程{工～；姓}鼎-{～前公：灶王爷，～□ha55：锅箍}争{～喙：吵架}[33]定
tʰ	[22]□{松土}[33]郑听{～见}
n	[21]蔫
l	[42]领岭[21]咙{喉u42～管：喉咙}[22]□{～床：用纸扎的房子}[33]令{话～：行酒令}
ts	[55]正{～月}[21]整[22]情{亲～：亲戚}正{端～}
tsʰ	[55]声[21]请[33]□{活络}
s	[21]捨{～得}[22]渗性姓
k	[55]惊吓[42]行{～走}□{～□si22：富有}[22]擎{举，～天柱}镜
kʰ	[55]轻
h	[55]兄{（杨、张）}
∅	[42]成-{话～；谈～：}城-{浦～：地名}[22]眏{～牛：放牛}赢营{～长，军～}[33]焰{～刀：闪电}□{～刀：闪电}萤{火～虫}
#uãŋ	
k	[55]光[21]杆{秤～}广梗{～菜}[22]桄{一～线}□{床、梯子上的横档}
kʰ	[22]扩{～音器}矿况旷
h	[55]犯{～法}荒慌方芳{～草}[42]泛{～～之交}[21]谎晃{～目珠：晃眼睛}肪{脂～}纺访仿{模～；～佛；～效}妨[22]桓簧{弹～}横{～直}楻{木桶}[33]範{模～}犯{～人}
∅	[42]妄[21]皖玩{～具}顽晚挽宛蟥{蚂～钉：两头钉}文{～章，斯～}亡枉往纹闻{新～}[22]黄{大～，～芪}皇蝗王={姓}[33]汪姓忘望={希～}旺
#aœ̃ŋ	
p	[55]奔□{将半熟的食物弄熟：～饭}[42]盆{痰～：痰孟}□{𢫦～□laœ̃ŋ42：打滚}[21]本[22]粪{畚～箕子：簸箕}□{～眠：熬夜}[33]笨
pʰ	[22]喷{～水}
m	[21]盟{联～，山～海誓}[33]闷
t	[55]断{决～，～了，～案}敦墩中{～间}驐{～鸡：阉鸡}[42]重{～复}□{暖和}[21]钝冢{坟墓}[22]顿{停～}中{～奖}[33]段{一～}缎仲□{掉落；丢失}
tʰ	[55]吞窗□{放锅里重新加热}[22]团{一～乱麻，饭～}褪{～衣裳}
n	[21]□{纸～子：纸媒儿}□{捻（碎）}[22]浓[33]嫩润
l	[42]囵{囫～：圆（的）}□{𢫦□paœ̃ŋ42～：打滚}□{斜坡}[22]伦轮龙沦仑隆[33]论{～语；议～}□{～鸡：鸡娘，母鸡；～卵：探测鸡是否有蛋}
ts	[55]尊遵终钟[42]存从{跟～；～容}松{～树}荐{铺床铺的稻帘子}[21]准肿种{～子；～树}[22]钻{木工用具；～孔}俊众{种（动词），～花生}圳{深～；田边的水沟}[33]□{穿}
tsʰ	[55]村椿春充冲舂[21]蠢[22]寸铳
s	[55]卵{白煠～：水煮蛋}酸孙□{□kʰaœ̃ŋ55～花：木槿}[21]寻损荀笋榫旬循巡殉纯醇磉{柱下石}[22]算蒜汛{防～}[33]逊迅顺舜
k	[55]巾斤均钧君军弓躬宫恭[42]群郡琼囫{～囵：圆（的）}[21]合{八～一斗}管{水～}港拱□{水～：水瓢}[22]裙穷供{～爹奶：赡养父母，～销社}
kʰ	[55]昆坤菌□{～□saœ̃ŋ55花：木槿}[21]垦{～荒}[22]困熏{～人：呛人}
ŋ	[22]银
h	[55]昏婚分{～开；分关簿：阄书}芬纷荤兄{（曹）}胸凶{吉～}兇{～恶}[21]粉焚勋雄[22]痕魂训熊[33]份
∅	[55]温瘟翁{尊称辈分大年高的男子}雍壅{～火种}□{速度快}[42]浑云□{溺爱；娇惯}□{边沿，桌～：桌边}[21]匀允荣永泳咏营={～业}容蓉镕庸勇拥涌绒{灯芯～}茸{鹿～}[22]丸{～子}□{扶}□{围着；～身裙：围裙}[33]淹闰韵运用
#ɔŋ	
p	[55]帮邦蚌枋{栿}[42]房{填～}[21]榜旁防绑傍□{～刀布：鐾刀布}□{㮇笔}[22]放冯房{～道：地名}[33]磅{～秤}塝{田坎}
pʰ	[55]胖蜂[21]捧膀[22]篷{一～风顺：一帆风顺}棚蓬{朝气～勃}□{虚空；～子：秕子}[33]缝{一条～}
m	[55]□{捂住}[42]网[21]蚊忙莽蟒盲{文～}蒙{～古}懵[22]门芒{～种}茫□{丈～囝：男孩}[33]问望{～天椒}梦
t	[55]当{～时，～家师：住持}东{～司：厕所}冬重{轻～}[42]堂唐塘长{～短，～暝气：叹气}铜桐{梧～}动□{□tẽĩ42～：糊涂}[21]屯{上～：地名}党挡档棠撞董懂同童瞳[22]顿{牛～}当{～作，～铺}冻栋筒肠-{小～气：疝气}□{～事：珍惜，爱惜}□{□ki42～□a21：连接上下梁的柱子}[33]锻段{阶～，～长}盾遁洞荡{浪～汉}盪{涮洗；～雨：淋雨}[24]中{～央：中央}
tʰ	[55]汤通[21]桶捅统{长～靴}[22]烫糖痛桐{～油}虫
n	[21]暖农攘[22]囊{锦～}瓤{馅儿}[33]脓
l	[42]□{在汤中煮熟后再捞出凉拌的烹饪法}[21]朗拢攘□{装衣服、被品的箱子}[22]郎{儿～}廊垅砻陇笼狼{～箕：长老了的蕨}[33]浪弄{巷}
