	注释：-白读，=文读
ts	[55]髒{肮～}赃庄装桩棕鬃综踪宗[42]壮纵崇□{萝蔔～：萝卜缨儿}[21]总[22]葬=肠{香～}粽丛□{～菜：腌菜}[33]藏{西～}臟{脾～}状{告～}[24]状{～元}
tsʰ	[55]仓苍疮菖聪匆葱囱□{畦}□{～头：药引}□{木质四角装粮工具}[21]闯敞{宽～}宠[22]闩{门～}创床{屉：一～包}
s	[55]栓桑丧{～事；～失}双霜鬆{放～}嵩[21]操推[22]郎{女婿，新～}聋送宋㝗{稀疏}[33]颂{歌～}讼
k	[55]甘柑江扛豇公{鼎前～：灶王爷}蚣工{针～车：缝纫机}功攻[42]含{～水；～片}㔶{～拢：盖上}[21]感岗{下～}缸讲巩{冯～}敢□{□tʰãĩ55子～：窗户}[22]笐{竹～}棍冈岗{徛～}刚纲钢杠降{霜～}虹{指彩虹}贡汞□{冒出，～脓：化脓}[33]共
kʰ	[55]康糠空{～间}[21]慷孔{～子菜：芹菜}巩{～固}恐[22]囥{藏}控空{有～}磡{砌起来的坎}
h	[55]芳烘风枫疯讽丰封峰锋吩{～咐}[42]洪鸿哄逢轰{～炸}[21]哄[22]坊{油～：油炸}[33]混{～日子}项巷{大街小～}凤{奉～公守法}[24]弘虹{霓～灯}
∅	[55]庵央{中～}秧{拔～}翁{姓；不倒～}□{日头～：向日葵}[42]行{一～}红[21]行{银～}航杭宏[22]暗{～暝：晚上；乌～：黑暗}瓮蕹{～菜：空心菜}齆{～鼻：鼻子不通}蛹{蚕～，蚕茧}笐{晒衣服的}□{日头～子：葵花籽}
#iɔŋ	
t	[55]张丈[42]□{□hiɛ24～：知道}[21]长{县～}场[22]帐涨账胀仗{𢫦～}[33]长{剩}
tʰ	[55]□{□pãŋ42～：鞭炮}[22]畅匠
n	[42]两{～个}[22]娘[33]□{要；～不～：要不要}
l	[21]良两{几～几钱}辆[22]凉量{～长短}粮梁粱[33]亮谅量{数～}
ts	[55]将{～来}浆章樟障瘴[21]蒋奖桨详祥掌[22]酱将{大～}墙裳□{把柴火放到柴垛上的行为}[33]上{～面}
tsʰ	[55]枪昌娼上{鞔鞋帮儿}绱{鞔鞋帮儿}[21]抢[22]唱倡
s	[55]相{互～}箱厢湘襄镶像{很～}商伤□{松～：松脂}[21]想赏饷偿[22]相{～貌}[33]象橡尚
k	[42]强{～盗，勉～}[55]僵薑{生～}姜{～太公}羌[22]□{行；好}
kʰ	[55]疆缰匡眶腔[33]强{倔～}
ŋ	[21]□{水～：人工的引水渠}
h	[55]香{～菇}乡[21]享响[22]向
∅	[55]央{～求}秧{～菜：种菜籽}殃映[42]尝上{～山}[21]常仰养影[22]羊洋融烊{融化}佯{躲～□tsɛ22：捉迷藏}王-{阎老～}杨阳扬疡□{洇}□{～子：精液}[33]让样□{□ku21～：上供}
