#ɿ
p [1]屄[3]比匕妣彼[5]闭蔽弊篦毙箅
pʰ [1]批披坯□{竹子~了：裂开}[2]皮啤脾疲毗琵枇貔纰[3]痹-痞庇-□{~棒头：掰玉米}[5]屁
ts [1]孜资姿滋兹咨辎之知吱支枝芝肢蜘龇姬鸡基机饥肌讥畸荠1{~菜}[2]眨-吱-{老鼠~咕~咕}[3]子仔-{~猪}紫籽姊止脂址旨只=指=几挤己纪1{~律}济[5]字自至志治致制智痣痔置稚奇1{~数}季寄纪2{姓~}计既继祭记剂技际忌系1{~鞋带}冀稽悸稷伎嫉
tsʰ [1]痴期妻萋欺凄眵{眼~ }[2]词辞迟持池驰弛荠2{荸~}匙茨瓷慈雌磁鹚粢其齐骑奇2{~怪}旗琪琦祁祈棋崎岐麒歧脐鳍芪{黄~}畦{花~}邪{避~}[3]此耻侈豉绮乞=岂起企启杞[5]伺刺赐次翅气汽弃器
s [1]思司斯私丝撕厮嘶咝师诗施逝尸系西熙希溪夕兮嘻稀牺嘻曦熹犀嬉[2]时[3]死使屎始驶矢喜洗[5]四似寺肆饲是市事士世示势誓试侍柿嗜嗣逝氏视细系2{~系}泄泻
∅ [1]衣依□{吃，贬义}医伊[2]姨-胰疑宜仪移遗夷怡谊颐沂彝阎[3]以已椅倚[5]义意易异亿艺逸-议肄毅驿屹薏

#i
p [1]便1{方~}变边遍编鞭煸[3]扁贬匾[5]卞毕辩辨辫变
pʰ [1]篇偏翩[2]骈便2{~宜}[5]片骗
m [1]昧-眯咪[2]猕棉眠绵[3]米免勉冕缅娩腼丏[5]面
t [1]堤=低滇掂癫[3]底抵邸诋点典碘[5]地第弟递蒂递帝谛缔娣店电垫甸殿滇巅奠佃靛惦钿踮屉-{抽~}
tʰ [1]梯天添[2]提题蹄啼缇填甜田恬[3]体舔腆[5]替屉{笼~}惕剃剔涕悌
n [1]念1{~叨}拈蔫[2]尼泥霓倪年黏粘1{~性}怜-[3]你拟撵碾捻脸[5]腻念2{~书}
l [2]连莲联廉帘涟镰鲢怜=[3]敛[5]恋练炼链殓楝
tɕ [1]尖兼肩坚煎搛[3]剪检茧睑[5]见件荐建键健渐毽剑贱溅箭践谏饯
tɕʰ [1]千签牵迁芊谦纤1{化~ }[2]前钱乾钳虔黔缠-[3]浅潜遣谴缱[5]欠倩歉纤2{拉~}堑芡
ɕ [1]先仙鲜1{ }掀杴[2]嫌贤弦娴舷痫[3]显宪险冼蚬闪-[5]线县现献腺羡鲜2{艳丽}
∅ [1]堤-烟焉腌嫣阉胭爷1{伯伯}[2]言研盐延严沿炎闫妍岩檐爷2{叔叔}芫[3]演衍掩魇兖奄俨[5]艳燕验咽堰彦厌宴砚谚唁

#uᵝ
p[3]补卜{姓}捕哺埔[5]部步簿怖埠
pʰ [1] 铺1{~床}潽{煮粥等汤汁溢出锅外}[2]仆蒲璞葡菩[3]普浦谱脯濮溥普圃[5] 铺2{~子}

#v̩
f [1]夫麸呋肤敷[2]芙扶罘孚浮俘抚蜉孵符巫涪诬[3]府腐腑甫辅斧釜否缶[5]父赙傅富副讣赴赋附阜驸负付妇

#a
p [1]扒1{~住}吧{网吧}巴疤芭叭[3]把1{~手}靶[5]罢霸坝把2{刀~}
pʰ [1]趴葩[2]爬1{ }扒2{~手}耙琶杷[3]爬2{~牯：阉割过的公牛}[5]怕
m [1]妈[2]麻[3]马码玛[5]骂
t [3]打[5]大1
tʰ [1]他她它
l [1]拉[2]旯拿[3]喇哪1□{腿叉开}[5]那
ts [1]楂查1{姓}喳咋1{~呼}[2]眨2{ }[3]咋2诈1{ }渣1散[5]炸1{ }渣2诈2{~骗}榨奓{~毛}
tsʰ [1]差叉衩1{裤衩}[2]擦查2{ }茶茬搽碴1{划破}[3]镲{乐器名}[5]嚓岔杈衩2{开衩}
s[1]沙砂痧莎纱鲨[2]啥[3]洒撒傻[5]厦1{大厦}
k [1]旮家-架-[2]尕嘎{嘎嘎：拟声词}[5]尬界-1{搭~：事物之间有关系}
kʰ [1]咖揢抓[2]□{~强：争强好胜}[3]卡咯{~血}
x [1]哈[5]下
∅ [1]□{~饭：劝人多吃饭}丫阿[2]□{门~一点：敞开一点}[3]哑[5]压-轧桠

#ia
