tsɿ	1	资姿咨饲			
tsɿ	2	瓷糍慈磁辞词祠			
tsɿ	3	紫姊子梓			
tsɿ	5	字=自=			
tsɿ	6	似字-自-寺-			
tsʰɿ	1	雌疵			
tsʰɿ	3	此			
tsʰɿ	5	刺赐次秩			
sɿ	1	斯厮撕私师狮司丝思			
sɿ	3	死			
sɿ	5	四肆伺侍士仕寺=事=			
sɿ	6	祀事-			
tʃɿ	1	知蜘支枝肢栀脂之芝织-隻=			
tʃɿ	2	池驰迟持			
tʃɿ	3	纸旨指止趾址只[~有]			
tʃɿ	5	制智翅致稚至治志痣汁=质掷侄痔职织=炙=			
tʃʰɿ	1	痴嗤直值摛[伸：把手一~]瞝[看：~见]			
tʃʰɿ	3	齿侈耻匙			
tʃʰɿ	5	置滞尺=炙=赤直值殖植秩			
tʃʰɿ	6	跐[滑：起绊咖一跤]			
ʃɿ	1	施尸诗十食拾[~起来]			
ʃɿ	2	时鲥			
ʃɿ	3	豉[~矢]屎始使史驶豕			
ʃɿ	5	示视嗜恃试舐=实室失世释石=			
ʃɿ	6	是氏柿市			
pi	1	笔逼-瘪[很:~淡]			
pi	2	皮疲脾琵枇			
pi	3	比秕[~谷]			
pi	5	逼=陛别[区~]毕必弼碧璧壁=			
pi	6	避箅[~子]			
pʰi	1	蓖批披鼻			
pʰi	2	鼻			
pʰi	3	匹=[~夫有责]彼丕鄙庇痹			
pʰi	5	屁鼻撇匹-[~马]僻劈=别[离~]			
mi	1	蜜-			
mi	2	眉-			
mi	3	米			
mi	5	蜜觅密=尾-[尾巴：~毛]灭			
mi	6	谜-			
ti	1	低			
ti	2	堤题提=蹄啼			
ti	3	底抵的[目~]			
ti	5	涕隶滴=嫡笛敌跌[丢失:~咖哒]			
ti	6	帝第递弟地			
tʰi	1	跌=贴铁梯贴			
tʰi	3	体			
tʰi	5	替剃屉帖[请~]叠碟牒蝶谍踢剔狄			
tʰi	6	笠-			
li	1	力-			
li	2	犁黎离篱璃			
li	3	旅礼你李里理鲤			
li	5	例厉励丽猎立笠=粒列烈裂律率匿历力=劣			
li	6	泪-利吏痢茘			
ʨi	1	鸡饥肌基几[~乎]机讥饥接劫急揭节击结屐绩-鲫-汁-			
ʨi	2	徐-齐脐奇骑岐祁鳍其棋期[时~]旗祈			
ʨi	3	挤几[茶~]已纪几[~个]脊给[供~]姐=嘴-			
ʨi	5	祭际济剂稽企计继系[~鞋带]髻技妓寄记忌既集级及吸洁疾吉即积迹藉极寂激击季籍借=绩=鲫=醉-蛆子-			
ʨi	6	倚			
ʨʰi	1	妻欺妾切七漆趋-			
ʨʰi	3	娶-启起杞岂且取			
ʨʰi	5	聚-去-砌契器弃气汽捷怯泣杰截绝[~种]膝讫戚喫=□[~菜：夹菜]			
ȵi	1	热=日-			
ȵi	2	泥倪宜仪谊尼疑			
ȵi	3	蚁拟			
ȵi	5	义毅聂镊蹑业逆			
ȵi	6	腻□[~船，修船使其不漏水]艺			
ɕi	1	些泻须需西犀溪牺熙希稀协歇蝎雪熄媳析-			
ɕi	2	邪斜=			
ɕi	3	洗徙嬉熙喜嬉写			
ɕi	5	席卸懈序-细婿系[联~]岁戏胁习蝎袭薛泄屑[木~]血=穴悉戌恤息惜昔席夕谢=锡=析=			
ɕi	6	繫[器物上用手提的部分:粪桶~]			
i	1	叶一揖噎-凹-			
i	2	移夷姨饴遗沂怡爷=			
i	3	已			
i	5	意异页辑乙忆亿抑益亦译易[交~]液缢腋夜=瞖[~子]翼噎=□[这:一个]			
i	6	易[容~]敥[撒:~种]			
pu	2	蒲菩脯			
pu	3	补			
pu	5	布怖不步=			
pu	6	部簿步-埠讣卜[萝~]			
pʰu	1	铺[~设]捕仆-[~倒]			
pʰu	3	谱普甫脯浦			
pʰu	5	铺[店~]朴卜[~姓]扑仆[~人]勃赴=[~倒]			
mu	1	木			
mu	3	母拇			
mu	5	暮慕目穆牧			
mu	6	墓募			
fv	1	呼夫俘麸缚斛服肤敷			
fv	2	胡湖狐壶胡符扶芙浮=			
fv	3	虎浒府腑俯斧抚釜腐辅			
fv	5	付赋傅负富副复忽彿佛勿福幅蝠腹覆[反~]伏附互戽瓠[~子瓜]			
fv	6	户沪父妇护孵			
kv	1	姑孤箍估[~计]谷			
kv	3	古牯股鼓估			
kv	5	故固锢雇顾骨=过			
kv	6	咕[漱口：~口]			
kʰv	1	枯哭			
kʰv	3	苦□[撅:~起嘴巴]			
kʰv	5	库裤酷			
v̩	1	乌污巫诬屋			
v̩	2	吴蜈吾梧无			
v̩	3	五伍午武舞=侮鹉			
v̩	5	务物戊误=			
v̩	6	悟雾误-			
ʨy	1	猪诸居车[马~炮]蛛株朱硃珠拘驹掬			
ʨy	2	除渠厨瞿锤-储			
ʨy	3	煮举拄[~拐杖]主矩[规~]			
ʨy	5	巨拒距据著箸锯=注蛀铸惧具橘菊局剧			
ʨy	6	柱驻住			
ʨʰy	1	区驱出屈-吹-			
ʨʰy	3	处[相~]			
ʨʰy	5	处[~所]去=屈=			
ɕy	1	书舒墟虚嘘输殊			
ɕy	2	徐=谁-储			
ɕy	3	暑鼠黍署薯许水-			
ɕy	5	术叙绪絮庶恕述序=			
ɕy	6	竖树			
y	1	淤迂			
y	2	鱼渔如淤儒愚虞娱于盂榆逾愉儿-			
y	3	女汝语与乳雨宇禹羽			
