cid	character	initial	final	tone	note
1	多	ts	ɔi	33	训读
2	拖	th	ua	33	
3	大	t	ua	33	
3	大	t	a	442	
4	锣	l	ɔ	22	
5	左	ts	ɔ	21	
6	歌	k	ua	33	
7	个	k	ai	22	训读
8	可	kh	ɔ	21	
9	鹅	ɡ	ɔ	22	
10	饿	ɡ	ɔ	33	
11	河	h	ɔ	22	
12	茄	kh	e	22	
13	破	ph	ua	13	
14	婆	p	ɔ	22	
14	婆	ph	ɔ	22	
15	磨	b	ua	22	
16	磨	b	ua	22	
17	躲	t	ɔ	22	
18	螺	l	ia	22	
19	坐	ts	e	442	
20	锁	s	ɔ	21	
21	果	k	ua	21	
22	过	k	ɔi	13	
23	课	kh	ua	13	
24	火	h	ɔi	21	
25	货	h	ɔi	13	
26	祸	∅	ua	442	
27	靴	kh	ɔi	33	
28	把	p	a	21	
29	爬	p	ia	22	
30	马	b	ia	21	
31	骂	m	ia	33	
32	茶	t	ia	22	
33	沙	s	ua	33	
34	假	k	ia	21	
35	嫁	k	ia	13	
36	牙	ɡ	ia	22	
37	虾	h	ia	33	
38	下	∅	ia	442	
39	夏	h	ia	33	
40	哑	∅	ia	21	
41	姐	ts	e	21	
42	借	ts	ieu	53	
43	写	s	ia	21	
44	斜	tsh	ia	22	
45	谢	ts	ia	33	
45	谢	s	ia	442	
46	车	tsh	ia	33	
47	蛇	z	ua	22	
48	射	s	ia	442	
49	爷	∅	ia	22	
50	野	∅	ia	21	
51	夜	m	ia	22	训读“暝”
52	瓜	k	ɔi	33	
53	瓦	h	ia	442	
53	瓦	ŋ	a	21	
54	花	h	ɔi	33	
55	化	h	ua	13	
56	华	h	ua	22	
57	谱	ph	u	21	
58	布	p	eu	13	
58	布	p	u	13	
59	铺	ph	eu	33	
60	簿	ph	eu	442	
61	步	p	u	442	
62	赌	t	u	21	
63	土	th	u	21	
64	图	th	u	22	
65	杜	t	u	13	
66	奴	n	eu	22	
67	路	l	eu	33	
68	租	ts	eu	33	
69	做	ts	ɔ	53	
70	错	tsh	ɔ	13	
71	箍	kh	eu	33	
72	古	k	eu	21	
72	古	k	u	21	
73	苦	kh	eu	21	
74	裤	kh	eu	13	
75	吴	ŋ	eu	22	
76	五	ŋ	eu	442	
77	虎	h	eu	21	
78	壶	h	u	22	
79	户	h	u	442	
80	乌	∅	eu	33	
80	乌	∅	u	33	
81	女	n	i	21	
82	吕	l	ui	21	
83	徐	tsh	u	22	
84	猪	t	u	33	
85	除	tsh	u	22	
86	初	tsh	ɔ	33	
87	锄	tsh	ɔ	22	
88	所	s	ɔ	21	
89	书	ts	u	33	
90	鼠	tsh	u	21	
91	如	j	i	22	
92	举	k	i	21	
93	锯	k	u	13	
94	去	kh	u	13	
95	渠	kh	ɔi	22	
96	鱼	h	u	22	
97	许	h	i	21	
98	余	j	i	22	
99	府	h	u	21	
100	付	h	u	442	
101	父	h	u	442	
102	武	m	u	21	
103	雾	b	eu	33	
103	雾	m	u	442	
104	取	th	ɔ	21	训读“讨”
105	柱	th	ieu	442	
105	柱	t	si	53	
106	住	t	iu	33	
106	住	t	si	442	
107	数	s	ui	13	训读“算”
108	数	s	ieu	13	
109	主	ts	i	21	
110	输	s	u	33	
110	输	s	i	33	
111	竖	t	ik	2	训读“直”
112	树	tsh	iu	33	
112	树	s	i	442	
113	句	k	u	13	
114	区	kh	i	33	
115	遇	∅	i	442	
116	雨	h	eu	442	
116	雨	j	i	21	
117	芋	∅	eu	33	
118	裕	∅	i	442	
119	胎	th	i	33	
119	胎	th	ai	53	
120	台	th	ai	22	
121	袋	t	ia	33	
122	来	l	ai	22	
123	菜	tsh	ai	13	
124	财	ts	ai	22	
124	财	tsh	ai	22	
125	该	k	ai	33	
126	改	k	ɔi	21	
127	开	kh	ui	33	
128	海	h	ai	21	
129	爱	ŋ	ai	13	
130	贝	p	ɔi	13	
131	带	t	ua	13	
132	盖	k	ai	13	
133	害	h	ai	442	
134	拜	p	ai	13	
135	排	p	ai	22	
135	排	ph	ai	22	
136	埋	m	ai	22	
137	戒	k	ai	13	
138	摆	p	ai	21	
139	派	ph	ai	13	
140	牌	p	ai	22	
141	买	b	ɔi	21	
142	卖	b	ɔi	33	
143	柴	tsh	a	22	
144	晒	s	ai	13	
144	晒	ph	ak	2	训读“曝”
145	街	k	ɔi	33	
146	解	k	ɔi	21	
147	鞋	∅	ɔi	22	
148	蟹	h	ɔi	442	
149	矮	∅	ɔi	21	
150	败	p	ai	442	
151	币	p	i	442	
152	制	ts	ɔi	13	
153	世	s	i	13	
154	艺	ŋ	ai	442	
155	米	b	i	21	
155	米	m	ai	53	
156	低	t	ɔi	33	
157	梯	th	ui	33	
158	剃	th	i	13	
159	弟	t	i	442	
160	递	t	i	442	
161	泥	th	eu	22	训读“涂”
162	犁	l	ɔi	22	
163	西	s	ai	33	
164	洗	s	ɔi	21	
165	鸡	k	ɔi	33	
166	溪	kh	ɔi	33	
167	契	kh	ɔi	13	
168	系	h	i	13	
169	杯	p	ui	53	
170	配	ph	ui	13	
171	赔	p	ɔi	22	
172	背	p	ɔi	13	
173	煤	b	ɔi	22	
174	妹	m	ɔi	33	
174	妹	m	ui	53	
175	对	t	ui	13	
176	雷	l	ui	22	
177	罪	ts	ɔi	442	
178	碎	tsh	ui	13	
179	灰	h	ui	33	
180	回	h	ui	22	
181	外	h	ua	33	
181	外	ŋ	uai	442	
182	会	h	ɔi	442	
183	怪	k	uai	13	
184	块	kh	uai	13	
185	怀	∅	uai	22	
186	坏	∅	uai	33	
187	拐	k	uai	21	
188	挂	kh	ua	13	
189	歪	w	ai	33	
190	画	∅	ɔi	442	
191	快	kh	uai	13	
192	话	∅	ɔi	33	
193	岁	h	ɔi	13	
194	卫	∅	ui	442	
195	肺	h	ui	13	
196	桂	k	ui	13	
197	碑	p	ui	33	
198	皮	ph	ɔi	22	
199	被	ph	ɔi	442	
200	紫	ts	i	21	
201	刺	tsh	i	13	
202	知	ts	ai	33	
203	池	tsh	i	22	
