
音节	ɿ
f	灰恢麾非飞妃挥辉徽	回茴肥浮=	毁匪否翡	晦废肺吠费痱阜贿悔绘	汇会{(开~)}惠慧讳
t	堆兜=	抬-		对碓队兑	袋-
tʰ	推		腿	退蜕
l	□{(~拢：料理)}	雷拿-	吕屡缕垒儡	锐	虑滤内类泪
ts	追锥槌	锤垂白{(文：sei)}		最醉文{(白：ʨi)}缀	罪𡎺{用力把物体推进去}
tsʰ	猜差{(出～)}崔催吹炊			趣碎翠	□踤{(差一点倒下，扑下)}
s	腮鳃虽=	随垂=谁	水=	碎岁税睡粹遂穗


音节	uei
音节	阴平33	阳平11	上声44	阴去35	阳去13
k	魁圭闺规龟	葵逵	诡轨鬼	桂贵癸	跪柜骨
kʰ	亏窥			溃愧
Ø	威煨	桅微危维惟唯违围伟苇纬	尾萎委	卫秽伪魏畏慰胃	未味为{(做~)}位谓

音节	au
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	褒包胞□{(~臀肉)}	袍刨浮-	保堡宝饱	报豹龅{(突出)}	抱暴菢饱雹曝瀑
pʰ			跑	爆泡抛炮雹
m	猫	毛矛茅	卯		冒帽貌贸=
t	刀	淘掏桃逃淘陶萄	祷岛倒{(打~)}	到倒{(~水)}	道导稻盗
tʰ	滔		讨	套
l		劳捞牢唠涝挠	脑恼老		闹□{(错误)}
ts	遭糟	曹槽巢	早枣蚤澡爪	躁灶罩臊	造皂
tsʰ	操抄钞		草騲吵炒	糙
s	骚梢捎		扫{(~地)}嫂	扫{(~帚)}消
ʈ	朝{今~}昭诏招沼	朝{(～代)}潮		照	赵兆召
ʈʰ	超
ʂ	烧	韶	少{(多~)}	少{(~年)}	绍邵效


k	高膏篙羔糕胶		稿搞	告较{(调换)}教-窖觉-
kʰ	敲-		考烤	靠犒
ŋ		熬		懊奥坳	袄咬
x	蒿薅	豪壕毫肴淆	好{(~坏)}	好{(喜~)}耗	浩号

音节	iau
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	膘标彪	瓢嫖	表
pʰ	膘飘		漂鳔	票
m		苗描锚	秒渺牡=		庙妙
t	叼刁雕貂	调{(~和)}条	鸟-	钓吊掉调{(～查)}藋
tʰ	挑			跳粜
l		燎疗聊撩辽瞭			料了
ʨ	交郊焦蕉椒骄娇浇	樵瞧醮矫乔侨桥荞	绞狡搅缴剿饺铰	教=较校觉=叫	轿
ʨʰ	敲=锹缲□{(凑几个人)}		悄巧	俏窍
ȵ		佼饶铙	鸟=		尿
ɕ	消霄宵硝销嚣萧箫		小晓		孝酵校笑
Ø	妖邀腰要{(~求)}	摇谣窑姚	扰绕舀	要{(想~)}	鹞


音节	əu
音节	阴平33	阳平11	上声44	阴去35	阳去13
t	都	徒屠涂途图	赌堵肚土朵	妒	杜度渡镀豆笃督
tʰ			土	吐兔透独读毒	突秃犊牍
l	□{(锈)}	奴庐炉芦鸬卢驴	努鲁橹虏卤	鹿禄绿氯六陆	怒路露鹭
ts	租		组祖阻走	做	助足
tsʰ	粗初	锄	楚	醋	族促猝{(暂忘：～起嗒)}
s	苏酥蔬梳疏		数{(动词)}	数{(名词)}素诉	续宿缩粟俗速=肃
ʈ	周舟州洲	仇{(姓)}酬售绸稠筹	帚肘	咒宙昼	竹筑祝粥烛蜀
ʈʰ	抽		丑	臭纣	畜逐触
ʂ	收		手首守	熟赎兽	淑叔属受授寿嘱

音节	iəu
音节	阴平33	阳平11	上声44	阴去35	阳去13
t	丢
l	溜	流刘留硫琉	柳榴		廖
ʨ	纠鸠究	囚泅求球	酒九久韭灸臼	救咎柩	旧舅就
ʨʰ	秋丘			曲{(酒~)}	轴束曲{(~折)}蓄{(有意培植)}
ȵ		牛	纽扭	褥	肉
ɕ	修羞休		朽	绣锈嗅=袖


Ǿ	忧优悠幽	揉柔尤邮由油游犹	有友酉	佑莠诱柚釉幼郁育辱	又右狱欲浴

音节	ẽ
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	般搬奔崩	盘彭膨		半	绊伴拌
pʰ	潘烹			拼判叛
m		瞒	满{(～了)}
f	欢		缓皖	唤焕	换患宦幻汗-
t	端登灯	团腾藤疼誉	短等=	断{(决~)}凳镫	断{(～绝)}段锻
tʰ			喘
l		鸾能	暖		乱
ts	曾增蹭筝争=睁蹲=	层	撰	钻攒
tsʰ				篡窜憎赠衬□{(~嗒：太辛苦了)}
s	森参{(人~)}闩-栓-酸僧生牲笙甥		省	算蒜
ʈ	占{(~卜)}瞻			占{(~领)}战颤
ʂ			闪陕	扇	善膳


音节	ĩ
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	鞭边蝙扁辫编	卞	匾贬	变	辨辩便
pʰ	编		□{(~子：尿布)}	骗	遍片
m	弥	迷媚绵棉眠眉-	米免勉渑缅	蜜密觅	谜麋面
t	颠	甜田填	点典腆等-	店掂	电簟奠佃殿垫
tʰ	天添吞		舔	添
l		廉镰连联莲帘怜	脸敛殓	□{(在地上打滚)}	恋
ʨ	尖兼肩坚	钳前钱潜乾虔全泉	检剪笕茧	剑煎箭建键荐见饯	渐俭践贱件健腱
ʨʰ	歼签谦迁遣千牵笺		浅	欠歉
ȵ	拈研	燃言年	染捏		验念
ɕ	牺先仙轩宣-掀=	嫌弦-	险鲜癣显选	线羡宪献现嗅-	县=
k	跟根庚粳羹哽埂梗耕			更	□{(按住)}
kʰ	亨		肯恳垦耿
ŋ	恩				砚硬
x		痕恒衡贤	很茎		县-恨杏


Ǿ	淹阉烟	炎盐檐焉延涎筵	冉掩演魇	厌艳焰堰宴燕键{(踢～子)}

音节	uẽ
音节	阴平33	阳平11	上声44	阴去35	阳去13
k	官棺冠{(衣~)}		管馆	观-贯灌罐冠{(~军)}
kʰ	宽		款
Ǿ		丸-	碗腕-

音节	yẽ
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ	专砖捐	缠传{(~达)}船拳权颧	碾展转	眷绢	篆传{(～记)}倦蜷
ʨ	川穿圈		犬喘	串劝券
ȵ			软
ɕ	掀=宣=喧	蟾蝉弦=椽玄悬血禅	陕	眩扇□{(丢掉)}	禅
Ǿ	冤渊	椽员圆缘沿铅元原源袁辕丸	远	怨	院愿

音节	ã
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	斑班颁扳	螃	板版□{(把东西摔碎)}	扮□{(~倒)}	蚌瓣办滂


pʰ	攀			盼襻
m		蛮	晚-{(～伢子)}		慢馒漫蔓
f	翻番帆	藩凡繁烦矾环桓	反	泛贩范	犯饭
t	耽担{(~任)}丹单	谭潭谈弹{(~琴)}檀昙掸	胆	担{(挑~)}旦	淡但诞蛋弹{(子~)}
tʰ	贪滩摊		坦毯	探叹炭
l		南男难{(～易)}兰篮蓝栏拦	婪缆揽懒览冷		滥烂难{(患~)}
ts	簪争-	残蚕惭涎{痰}馋搀谗	錾斩蘸盏	站赞溅	暂赚栈站{(车~)}
tsʰ	参渗餐		惨产铲	灿疝创
s	三衫珊山删栓=闩=		伞散{(~开)}	散{(分~)}
k	干甘肝柑泔艰间{(中~)}奸		竿感敢橄减干{(~湿)}杆赶简拣柬	尴监间{(~断)}谏涧锏□{(网鱼虾的工具)}
kʰ	堪勘刊坑-		砍坎罕龛	看
ŋ	庵安鞍	颜	眼	按案揞	岸
x	酣憨鼾夯	含函寒咸闲韩衔	喊	汉翰	苋限嵌旱焊陷汗=

音节	iã
音节	阴平33	阳平11	上声44	阴去35	阳去13
p		坪-	饼-	偋-{(-藏)}	病-


m		名-			命-
t	钉-{(名词)}			钉-{(动词)}	町
tʰ				听-
l			领-岭-
ʨ		晴-	井-颈-
ʨʰ	清-轻-青-		请-
ɕ	星-		醒-	腥-
Ǿ		赢-萤-	影-

音节	uã
音节	阴平33	阳平11	上声44	阴去35	阳去13
k	观=鳏关			惯
kʰ	筐		框	□{(鼓起)}
Ǿ	豌湾弯挖-	顽丸=玩	腕=晚挽勉宛		万

音节	ən
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	冯□{(膨胀)}	朋棚蓬篷
pʰ			捧	喷{(~嚏)}


m		蒙	蟒莽猛蠓懵		孟梦
f	分芬纷晕风枫疯丰峰蜂锋封	魂焚坟逢缝浑冯	粉讽	喷{(~水)}粪奋愤忿俸	混份凤
t	敦墩冬东	屯豚饨臀囤同铜桶筒童瞳	懂董	顿盾冻栋	沌钝遁动洞
tʰ	通		桶捅统	痛
l	聋	伦轮沦龙农脓浓隆能垄	拢陇		论嫩弄
ts	臻榛尊蹲=遵宗综棕鬃	存丛从	总	粽俊纵
tsʰ	村皴聪葱匆囱		忖怂	寸
s	孙松嵩	寻=旬循荀巡唇殉	损榫	逊宋送颂讼诵
ʈ	针斟珍真征蒸正贞侦终中{(当~)}忠	沉陈臣尘澄承程呈成城诚冗虫重{(~复)}	枕诊疹拯整冢种肿	震振证症正政中{(射~)}众种{(~树)}	阵慎郑仲重{(轻~)}
ʈʰ	称{(~呼)}舂冲充		惩逞宠	趁镇秤{(一杆～)}铳
ʂ	身升深伸申声	神娠晨辰乘绳塍	沈婶审	甚葚肾胜盛圣□{(罗嗦)}	剩
k	公蚣工功讧躬宫		拱巩	贡供羾{(钻)}	共


kʰ	空		孔恐	控
x	轰烘冯	虹=弘红洪横宏	哄

音节	iən
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	彬宾槟冰浜兵	贫频盆凭平评瓶萍屏坪=	禀笨本丙柄饼=秉	殡鬓并迸	病=
pʰ			品	聘拼
m	蚊-	闽民门明盟鸣铭萌名=	悯敏抿皿	闷	命=
t	丁靳汀钉={(名词)}	亭停廷庭蜓	顶鼎	订锭钉={(动词)}	定
tʰ	厅		艇挺	听=
l	□{(悄悄地走)}	林淋临邻怜鳞磷陵凌菱零灵铃伶翎	檩岭=领=		令另
ʨ	今金津巾斤筋京荆惊擎精晶经	寻-岑琴禽擒秦勤芹鲸情晴=穷	锦紧谨景井=颈=警	禁襟进晋劲境敬竟镜径	揿尽近静靖净
ʨʰ	钦亲卿蜻清=轻=青=		寝请=澿{(颤抖：冷得～起)}	侵浸仅庆磬


ȵ	银	吟凝迎宁		吝	认
ɕ	心辛新薪欣兴{(~旺)}凶腥=星=馨胸兄=	行形型刑熊雄	醒=	信讯衅汛姓兴{(高~)}性	幸
Ǿ	音阴荫因窨姻殷鹰蝇莺鹦樱英婴缨雍	人仁寅仍扔盈瓤庸容蓉赢=绒戎融茸	饮忍引隐影=颖拥勇甬	印应{(~当)}映	任纫刃用

音节	uən
音节	阴平33	阳平11	上声44	阴去35	阳去13
k			滚	棍
kʰ	昆坤昏婚荤		捆	困
Ǿ	温瘟翁	文纹闻蚊=	稳吻刎	瓮	问

音节	yən
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ	匀均钧君军	群裙琼窘	准		菌郡
ʨʰ	春椿		蠢
ɕ	熏勋薰	纯醇	迥	舜训楦	顺


Ǿ	晕	云荣营萤=	允尹永	韵泳咏	运孕

音节	õ
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	帮邦	旁庞	榜绑	谤棒	傍
pʰ				胖
m		忙芒茫盲虻		望{(远望)}
t	当{(~时)}	堂棠堂糖塘	党挡	当{(典~)}	荡宕
tʰ	汤		倘躺	烫趟
l		朗廊狼囊	朗		浪
ts	赃荘装	床		葬壮	藏=状
tsʰ	仓苍疮窗		撞	创
s	桑丧{(哭~)}双霜		爽嗓	丧{(办~事)}
ʈ	张章樟	长{(形容词)}肠场	长{(动词)}涨掌	帐胀仗账障瘴	丈杖
ʈʰ	昌倡娼		闯厂	畅唱
ʂ		常尝裳降{(投~)}			尚上{(~面)}
k	冈岗纲刚钢缸光	狂	逛港讲-	杠扛逛虹-
kʰ	康糠坑=		慷	抗矿况矿
ŋ		昂
x	荒慌方芳	行航杭黄簧皇蝗肪防房防	谎晃仿纺访	放	项巷
Ǿ	汪	王亡忘	枉往网		旺妄望


音节	iõ
音节	阴平33	阳平11	上声44	阴去35	阳去13
l		良量{(～长短)}粮梁粱	两		量{(数~)}凉
ʨ	浆{(～衣服)}将{(~来)}江姜	墙详祥强	蒋奖浆桨讲=	酱将{(大~)}降{(~下)}	匠
ʨʰ	枪腔		抢	□{(不正)}
ȵ		娘	仰		嚷酿让
ɕ	相{(互~)}箱厢湘襄镶商伤香乡兄-		想赏晌享响	像相{(～貌)}向	象橡壤
Ǿ	央秧殃	羊洋烊杨阳扬疡	养
