
音节	ɿ
音节	阴平33	阳平11	上声44	阴去35	阳去13
ts	姿资咨兹滋辎	瓷磁词辞祠糍	紫子姊梓滓	埘{(鸡窝：鸡~)}	字自寺巳
tsʰ	雌疵		此	刺赐次
s	斯厮撕私司丝思师狮		死使	四肆嗣伺饲嗜	似祀是上氏示视恃侍士仕柿事


音节	ʅ
音节	阴平33	阳平11	上声44	阴去35	阳去13
ts	知蜘支枝肢栀脂之芝	迟驰池持	纸旨指止趾址只{(~有)}	制智翅致至志置痣蛰	滞稚雉痔治执汁质织职掷只=
tsʰ	痴嗤眵		侈耻齿	直值	侄植秩斥赤=尺=
s	施尸诗	时匙	豕矢豉屎始史驶	世势逝誓试十拾实食蚀式饰	湿识室适释市石=

音节	ɯ
音节	阴平55	阳平11	上声44	阴去35	阳去13
Ø	儿	而	汝耳尔		二饵

音节	i
音节	阴平33	阳平11	上声44	阴去35	阳去13
p		皮疲脾琵枇	彼比鄙	毙闭泌弊蔽	币陛被笔毕必婢逼檗擘备鼻篦憋
pʰ	披庇批			屁	蓖臂譬避秕匹碧弼比壁=劈=
t	低的{(目~)}	堤题提蹄啼	底抵	帝	弟第递地敌滴=嫡笛狄
tʰ	梯		体	替涕剃屉隶剔	踢


l	□{(小鱼篓：鱼~子)}	犁黎离篱璃梨狸	旅礼李里理鲤履	历厉丽吏立粒笠栗律力	荔利痢沥{(让水自然的流掉)}
ʨ	鸡稽饥肌基几{(~乎)}机讥	齐骑歧祁鳍其棋旗期徐脐=	挤几{(茶~)}己纪嘴	祭际济脐-芥剂计继寄记忌既醉-季	聚娶企{(~业)}技妓骤辑集急缉髻鲫积迹籍藉绩击激脊吉
ʨʰ	蛆妻趋欺		祈取启起杞岂企{(~图)}	砌契泣戚戏-气器汽弃	辑激级集及七缉漆膝乞讫极寂疾吃=籍藉
ȵ		泥倪宜议蚁谊疑尼严阎	你拟俨	日	匿艺议义毅逆溺
ɕ	些须需西犀溪畦熙希稀绥虽-	褯徐奚兮携旋	洗徙玺嬉喜髓	细絮系锡戏=析	吸绪叙序婿系习袭悉恤息熄媳昔惜夕席
Ǿ	伊医衣依	移姨饴遗夷	倚椅已以	缢瞖易冀意异一逸忆亿抑译翼=益	肄揖


音节	u
音节	阴平33	阳平11	上声44	阴去35	阳去13
p		蒲菩脯	补	布怖不	部簿步埠
pʰ	铺{～设}	脯	谱普浦捕	铺{(店~)}伏{(趴着)}	勃朴卜扑仆
f	呼夫肤敷麸	胡湖狐壶乎符扶芙俘	火-府俯抚腐斧甫腑虎辅	辅付赋傅赴讣附富副幅蝠	户互护瓠父妇负复{(～兴)}忽佛福腹服伏覆
k	锅-姑孤箍估		古牯股鼓	过-故锢雇顾	窟谷酷
kʰ	枯窠		苦	库裤	哭
Ǿ	窝-乌污坞巫诬	禾-吴蜈吾梧无	五伍午武舞侮鹉	恶物屋	误悟务雾娱戊

音节	y
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ	猪诸居车{(～马炮)}拘-	徐除储渠厨瞿锤{(敲打)}薯-	褚煮举主	著据驻注蛀铸驹句拘=剧局□{(用力的掏出来)}	苎箸巨拒距拄住柱俱矩具惧橘
ʨʰ	枢区驱		处{(~所)}杵	处{(相~)}	出屈
ȵ			女语	蕊
ɕ	书舒虚嘘输墟	薯=殊	水-鼠	庶恕署术述	竖树


Ǿ	淤迂	如鱼渔余于儒愚虞吁寓盂榆	与乳雨宇禹羽	孺	御誉预豫逾娱遇愉寓榆愈芋喻裕入域疫役玉

音节	a
音节	阴平33	阳平11	上声44	阴去35	阳去13
p		排牌筏□{(击打)}	摆	拜	稗败北百柏伯白=
pʰ		泊{(梁山~)}	□{(悬空挑起物体)}	派	魄帛
m		埋	买	麦脉默墨	迈没
f		怀槐淮			坏
t	呆	抬=台		戴带	贷待怠殆代袋=得德
tʰ	胎苔			太态泰	特
l	□{(下半身瘫痪：~子)}□{(~子：口水)}	来	奶乃	肋㸊{(烫)}勒-	耐奈赖勒=
ts	灾栽斋□{(敲打)}	才财材裁柴豺	宰	再载债	在寨责则
tsʰ	猜钗差{(出~)}	择泽宅	彩采睬	菜蔡贼	侧测拆策册栅
s	筛衰塞			赛晒帅	色啬涩瑟虱塞
ʈ			者-		折{(～断)}浙哲蛰


ʈʰ				撤
ʂ				赦	摄涉设
k	该阶街		改解懈	概溉慨盖丐界介芥届戒	革格隔
kʰ	开揩		凯楷皆		克刻客
ŋ	哀娭	呆埃崖挨岩	矮隘蔼	爱碍艾	雁额
x		孩鞋	海蟹=		亥黑赫核辖害

音节	ua
音节	阴平33	阳平11	上声44	阴去35	阳去13
k	乖		拐	怪	国
kʰ			块傀	会{(~计)}快筷刽桧	外
Ø	挖=歪

音节	ya
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ		□{(重打：～他一餐)}			撅掘厥蕨决倔诀
ʨ					缺穴
ɕ			甩摔		说
Ǿ					悦阅月越曰粤

音节	ɑ
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	巴=芭疤爸	爬=琶杷钯耙划{训读}	把	巴=霸坝欛{(柄)}	罢八


pʰ		耙		怕帕白-	拔拍
m	妈				骂抹
f	花	划华铧桦		化罚	画法乏发伐筏划
t			打		答搭
tʰ	他			沓	踏达塌榻獭塔
l	拉	爬-拿=	哪	纳-辣	纳=腊蜡捺癞
ts	渣	查茶		炸诈榨乍窄	眨札闸摘啄
tsʰ	叉杈差{(~别)}钗	·		岔铡杂-	插察擦杂=
s	沙莎纱杉		洒	萨	厦刷涮撒杀
ʈ	遮			蔗	只-炙
ʈʰ	车		扯		尺-赤-
ʂ	赊-奢-	蛇	舍-	舌折{(~本)}石-	射-麝佘社-
k	家=痂		蟹-	架嫁-	夹-
k					掐
ŋ	丫桠	牙芽伢	哑哪	砑	鸭
x	虾哈{(~腰)}		奤		下吓瞎


Ø	阿鸦

音节	ia
音节	阴平33	阳平11	上声44	阴去35	阳去13
p					壁-
pʰ					劈-
t	爹-	□{(被抓：～住)}			滴-
tʰ					□{(捆起：～起)}
l				□{(劳累：～哒)}
ʨ	家=加嘉佳	斜	假贾姐-	架驾稼价借-嫁=	夹=狭峡甲胛□{(跨)}屐谢-
ʨʰ					洽恰吃-
ȵ			惹-
ɕ		霞瑕遐邪	写-	泻-{(~稀子)}	夏厦{(～门)}暇匣锡
Ø	耶	衙爷涯	雅也野-	亚压	夜-押

音节	ua
音节	阴平55	阳平11	上声44	阴去35	阳去13
k	瓜		寡	挂卦	刮剐括
kʰ	夸		垮	跨	夸
Ø	蜗蛙洼剜挖鸦		瓦	滑猾袜扼	话


音节	ya
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ	抓	茄瘸
ɕ	靴

音节	o
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	波菠玻□{(敲打)}	婆		簸	钵博拨剥驳
pʰ	坡		颇	破薄	泼钹迫
m	摸摩	魔馍模摹	母拇摸	末暮抹沫莫膜目木穆牧	磨慕墓募幕
t	多	驮驼	躲掇堵	剁	惰舵夺踱
tʰ	拖		妥椭	唾□{(小盆地：~里)}	铎脱托
l	啰	挪罗锣箩骡螺摞	裸裹卵	赂捋诺烙落骆酪洛络乐{(快~)}	糯那
ts			左	佐	坐座作撮桌卓琢捉镯
tsʰ	搓			锉措浊-	错凿昨柞戳浊=
s	蓑梭唆		锁琐所		蟀索{(绳～)}朔速-塑
ʈ	□{(手掌内陷：手～拢)}			剁	着酌觉
ʈʰ				□{(丢失了东西)}	绰焯□{(骗取)}
ʂ				勺□{(差，不好)}


k	歌哥锅=戈		果	过=个	鸽割葛各阁搁角郭廓
kʰ	科搉{(敲打)}		可颗棵	课	磕渴阔豁郝蠢扩霍藿确壳镬
ŋ		蛾鹅俄讹	我		卧那饿鄂
x		河何荷和	火=	货盒合活缚	贺祸鹤喝获
Ø	阿倭窝=	禾-		恶{(善～)}握沃

音节	io
音节	阴平33	阳平11	上声44	阴去35	阳去13
l				略掠
ʨ				嚼	爵雀鹊
ȵ				弱疟虐
ɕ					芍削学
Ø				约药钥跃若岳乐{(音~)}耀

音节	e
音节	阴平33	阳平11	上声44	阴去35	阳去13
ts	邹蹲	愁	走	奏皱褶绉凑	卒
tsʰ					猝
s	搜馊飕		叟	漱瘦嗽
ʈ			者=
ʂ	奢=赊=			折{(～本)}舍=	社=谢=


k	勾钩沟阄	隔嗝{(打~)}	狗苟	锯{(~子)}
kʰ	抠眶		□{(抓痒)}	叩去=
ŋ	欧瓯殴		藕偶呕	怄沤
x		侯喉猴	吼		后厚

音节	ie
音节	阴平33	阳平11	上声44	阴去35	阳去13
pʰ					别撇
m		谋	亩每-牡-	灭篾茂	灭贸茂
t	爹=兜=	头投	抖陡斗{(一~)}	斗{(~争)}	豆逗跌叠
tʰ	偷			透碟蝶谍牒	叠帖贴铁
l		楼	搂篓	例猎蹑列烈裂劣	漏陋
ʨ			姐=	藉借=	给揭节结洁
ʨʰ			且	去-怯	劫杰切截绝
ȵ			惹=	聂镊业热孽
ɕ			写=	泻={(~肚)}谢=	协薛泄歇屑楔雪袭
Ø			野=	叶页乙腋腋翼-液	夜=


音节	ye
音节	阴平33	阳平11	上声44	阴去35	阳去13
ʨ			□{(折断：～脱棍子)}
Ø		□{(□骂人蠢，后一音节高平)}

音节	ei
音节	阴平33	阳平11	上声44	阴去35	阳去13
p	杯悲卑	培陪赔裴		背辈	倍焙背{(~诵)}
pʰ	胚坯丕		剖	配佩
m	痗{(背时，倒霉)}	梅枚煤媒眉=霉媚	美某每=		妹昧
