汉字	IpA												
多	to˦												
他	tha˦												
舵	to˩												
大	toa˥˩												
拖	tho˦												
駝	to˩												
陀	to˩												
馱	to˩												
挪	no˩												
羅	lo˩												
鑼	lo˩												
籮	lo˩												
左	tso˨˦												
佐	tso˨˦												
做	tso˧												
搓	tsho˦												
娑	so˦												
歌	ko˦												
哥	ko˦												
個	kie˥˩ ko˧												
可	ko˨˦												
蛾	ŋo˩												
鵝	ŋo˩												
俄	ŋo˩												
我	ŋoa˨˦												
餓	ŋo˥˩												
何	ho˩												
河	ho˩												
荷	ho˩												
賀	ho˥˩												
阿	a˦,o˦												
茄	tɕio˥˩ kie˨˦												
波	po˦												
播	po˦												
簸	po˦												
婆	po˩												
魔	mo˩												
磨	mo˩,mo˥˩												
摩	mo˩												
朵	to˨˦												
躲	to˨˦												
惰	to˥˩												
墮	to˥˩												
糯	no˥˩												
騾	lo˩												
螺	lo˩												
裸	lo˨˦												
坐	tsho˩												
座	tso˩												
鎖	so˨˦												
過	ko˧												
戈	ko˦												
果	ko˨˦												
裹	ko˨˦												
科	ko˦												
棵	ko˦												
窠	ko˦												
顆	ko˦												
課	ko˧												
臥	uo˥˩												
火	ho˨˦												
夥	ho˨˦												
貨	ko˧												
禾	uo˩												
和	ho˩												
禍	ho˥˩												
靴	ɕio˦												
巴	pa˦												
疤	pa˦												
芭	pa˦												
把	pa˨˦												
壩	pa˧												
垻	pa˧												
爬	pha˩												
麻	ma˩												
媽	ma˦												
馬	ma˩												
碼	ma˨˦												
罵	ma˧												
拿	na˩												
茶	tsa˩												
查	tsa˩												
詐	tsa˧												
炸	tsa˧												
差	tsha˧												
查	tsha˩												
沙	sa˦												
紗	sa˦												
家	ka˦												
加	ka˦												
假	ka˨˦												
價	ka˧												
架	ka˧												
駕	ka˧												
嫁	ka˧												
牙	ŋa˩												
芽	ŋa˩												
衙	ŋa˩												
雅	ŋa˨˦												
訝	ŋa˥˩												
蝦	ha˩												
霞	ha˩												
遐	ha˩												
瑕	ha˩												
下	ha˧												
夏	ha˥˩												
廈	ha˥˩												
暇	ha˩												
啞	a˨˦												
亞	ŋa˥˩												
姐	tɕia˨˦												
借	tɕia˧												
且	tsha˨˦												
些	ɕia˦												
寫	ɕia˨˦												
邪	tɕia˩												
斜	tɕhia˧												
謝	tɕhia˥˩												
爹	tia˦												
車	tsha˦												
扯	tsha˦												
蛇	sa˩												
射	sa˥˩												
奢	sa˦												
舍	sa˧												
社	sa˧												
惹	nia˨˦												
耶	ia˦												
椰	ia˦												
爺	ia˩,ia˥˩(白，爷佬)												
也	ia˨˦												
野	ia˧												
夜	ia˥˩												
瓜	kua˦												
寡	kua˨˦												
瓦	va˨˦												
花	fa˦												
化	fa˧												
華	fa˩												
譜	phu˨˦												
布	pu˧												
鋪	phu˦												
部	pu˥˩												
簿	pu˥˩												
步	pu˥˩												
捕	pu˨˦												
埠	pu˥˩												
都	tu˦												
堵	tu˨˦												
肚	tu˧												
土	thu˨˦												
圖	tu˩												
杜	tu˥˩												
奴	nu˩												
路	lu˥˩												
租	tsu˦												
做	tsuo˧												
錯	tsho˧												
蘇	su˦												
塑	su˧												
箍	ku˦												
估	ku˦												
古	ku˨˦												
賈	ku˨˦,moa˩												
苦	fu˨˦,ku˩˧												
吳	m˩												
五	m˨˦												
虎	fu˨˦												
壺	fu˩												
戶	fu˥˩												
烏	vu˦												
女	n˨˦,y˨˦												
呂	ly˨˦												
徐	tɕy˩												
序	ɕy˥˨												
豬	tɕy˦												
除	tɕy˧												
初	tsho˦												
鋤	tso˩												
