#ɿ	
ts	[1]资支知鸡滞稽姿咨姊雉脂饥肌兹滋辎淄之芝基几{茶～}幾{～乎}机讥蜘枝肢栀歧乩{扶～}楮{苦～：橡树籽}技□{～妈娘：舅母}[3]旨指子梓止趾址己纪幾{2，～个}虮紫纸籽杍{岗～：可用来毒害鱼的一种植物}□{一～菜头：一把萝卜}[5]祭际穄挤济剂制製计继至冀志誌痣记既智寄置致漈繫{～鞋带}髻□{～手；左手}
tsʰ	[1]妻栖痴溪欺雌嗤刺{酒～：粉刺}撕{1}[3]齿鼠耻起杞岂此芑启[5]砌次器弃气汽刺{～刀}疵侈翅企鳍
dz	[2]旗迟祁持骑其棋期祈池驰奇薯{1，蕃～：白薯}蕲{～蛇：五步蛇}[4]是{1}妓痔祀[6]治箸忌稚自{2}
s	[1]西势{大～：大家}筛梳{1}屎腮{2}鳃犀私师狮尸司丝思诗嬉熙希稀斯撕{2}徙施牺蛳樨□{蕨～：蕨}[3]洗死使史驶始喜蟢[5]四细婿世势{形～}系{中文～}係肆试赐戏
z	[2]齐脐荠时瓷慈磁辞词祠鲥匙侍糍□{拾}[4]是{2}士仕柿俟市恃氏嗣似巳[6]誓逝自{1}示视字牸事豉寺饲伺
#i	
p	[1]屄[3]比{1}鄙[5]蔽闭痹
pʰ	[1]批披{1}[3]譬比{2，～方}[5]屁
b	[2]皮琵枇疲脾貔{～貅：刺猬}肥{1，洋～皂}[4]被[6]敝弊毙吠备篦币彼俾婢避陛鐾{～刀布}蓖
m	[1]微眉楣弥媚眯[2]迷谜糜[3]米美尾[6]未味
f	[1]飞非妃翡[3]匪榧[5]废肺痱费狒
v	[2]肥{2，～皂，～料}维{2}惟{2}唯{2}
t	[1]猪低胝{趼子}[3]底抵□{进}[5]齿𣥼{盛。《集韵》去声御韵陟虑切：“吴俗谓盛物於器曰𣥼”。}帝蒂□{滴落}
tʰ	[1]梯{2}[3]体[5]替涕{鼻头～：鼻涕}剃屉
d	[2]题提蹄啼堤[4]弟[6]第递隶地
l	[2]犁黎梨厘狸离篱璃来{～去}[3]礼李里裏理鲤[6]例厉励丽{～水：地名；美～}利痢荔莉泪{1，眼～水}[0]哩{助词}
tʃ	[1]叽{唤鸡声}
ɲ	[1]儿尔而[2]泥倪尼疑凝[3]耳你饵拟议[6]二贰腻义艺毅宜仪谊□{蕾}[0]呢{语气词}
k	[3]幾{1，～个}[5]个{1，一～}[0]个{3，的}
kʰ	[5]去{1}
ɡ	[2]渠{他}
