"来源："	" 乔全生 陈丽 1999《平遥话音档》；侯精一 1999《现代晋语的研究》；Skanda & Sun 增补修订"
"tʂ"	"［1］周舟洲州{～府}［2］稠-{～～底}碡{碌～}［3］肘帚［5］紂晝宙□{量詞，碗盤等用繩束爲一捆叫一～}咒"
"tʂʰ"	"［1］抽{～扯：牽扯，麻煩}［2］稠=綢{～子}籌{～集}酬{～勞}售*［3］丑醜［5］臭"
"ɳ"	"［3］扭紐"
"ʂ"	"［1］收{～拾}［3］手首守［5］受獸壽授"
"ʐ"	"［2］柔{～和-}揉{～搓：揉}［5］肉"
"k"	"［1］勾{～引}鉤{～～：鉤子}溝{～～：小水～}［3］狗苟［5］夠構購"
"kʰ"	"［1］瞘{眼睛～}摳{～剝：摳搶}［3］口［5］扣釦寇"
"ŋ"	"［1］嘔毆□{～習：自學}歐{～美}甌{～～：小盅兒}［3］偶藕□{焦}［5］漚{久浸水中}慪"
"x"	"［2］侯喉{～嚨}猴{～子}瘊{～子}［3］吼［5］后{皇～}後{～頭}厚候"
"#iǝu"	""
"t"	"［1］丟"
"tʰ"	"［3］□{罵}□{路不好走，實在～（滑）咧}［5］"
"l"	"［1］溜{～舔：拍馬屁}［2］流榴劉硫{～黃}琉{～璃}留{～談：長時間閒談}瘤{～子}［3］柳綹扭*{剛纔還見～首就不見啦}［5］餾□{～皮：小孩子不愛哭}碌{～碡}溜{～下：遺下}六"
"tɕ"	"［1］鳩鬮鬏{～～}［3］酒九久韭灸糾*［5］就救究*舊柩"
"tɕʰ"	"［1］鰍鞧{後～：駕轅牲口屁股後頭套的皮帶}秋{～天}鞦{～韆}丘{～陵}蚯{～蚓}"
"ȵ"	"［2］牛{～兒/ʐʌʔ/}琉{～璃}［5］□{倔}"
"ɕ"	"［1］修{～養}羞{～恥，～大-}休{～養}［2］囚*泅*［3］朽［5］袖秀繡宿{星～}鏽嗅"
"Ø"	"［1］悠憂{～愁}優{～等}［2］游猶尤{～其}郵{～局}由{～來}油{～瓶子}遊{～民}［3］有友酉［5］莠誘又右祐柚釉"
"#ɑŋ"	""
"p"	"［1］幫=般班{～長}斑{～點}扳{～倒}幫{～手}□{～子：戒指}頒{～佈}搬{～起}［2］盤-{～纏-}［3］板版榜綁扁{～擔}［5］扮瓣辦謗半絆傍拌"
"pʰ"	"［1］攀龐潘［2］旁{～人}螃{～蟹}盤={～子}［5］胖盼叛判"
"m"	"［1］媽*［2］茫忙=饅瞞{～藏=：瞞}蠻{～女子}蔓*{～菁-}［3］滿莽蟒［5］幔漫慢墁{～磚}"
"t"	"［1］丹當=襠=單{～獨}擔{～起}耽{～誤}［2］彈-{～琴}糖-痰-{吐～}［3］膽撢{雞毛～子}黨擋=［5］擔{挑～}淡誕旦但彈{子～}當{～鋪}蕩宕檔蛋"
"tʰ"	"［1］貪湯=攤{～～}灘{河～～}［2］潭譚談棠壇塘唐檀{～香}痰={～盂}螳{～螂}堂{～屋}罈{～子}曇{～花}［3］毯坦倘躺=［5］探炭趟燙="
"n"	"［1］齉［2］囊南{～門}男{～人}難{～意：爲難}［3］攮{～子}［5］難{～民}"
"l"	"［2］蘭郎廊藍{～炭：焦炭}籃{～球}攔{～住}欄{～杆}狼{～皮=}燣{～肉：把肉加調料過火}［3］漤{～柿子}覽攬欖懶纜［5］濫爛浪="
"ts"	"［1］簪髒{～的}贓{～款}［2］蠶{～兒/ʐʌʔ/}［3］盞攢戰=［5］暫鏨{～花}站{車～}蘸贊讚綻葬藏{～族}臟湛"
"tsʰ"	"［1］□{兀掛車～（超）過去啦}攙{～起}蒼{～天}參{～加}餐{～車}倉={～猝}［2］蠶=慚饞藏={隱～}燦*讒{～言}殘{～缺}［3］慘鏟產剗"
"nz"	"［1］喃［5］□{把腳也～（陷）進泥*合離（泥裏頭）啦}"
"s"	"［1］珊桑=三{～天}衫{～～：單褂兒}山{～水}喪{～事}［3］散{椅子～啦}傘嗓搡［5］喪散{分～}刪*"
"tʂ"	"［1］沾張=章蟑彰瞻{～仰}氈{～子}樟{～木}［2］纏-［3］展漲=長={生～}掌［5］占佔戰顫障瘴丈=帳脹=杖=仗"
"tʂʰ"	"［1］娼昌{～平：地名}菖{～蒲}［2］禪長={～短}蟬嘗=嚐=蟾{～蜍}常={～～}［3］廠暢*［5］唱倡"
"ɳ"	"［2］粘{～擦}鮎{～魚}［3］□{～謀：唸叨}碾{動詞}［5］碾{～兒：碾子}"
"ʂ"	"［1］羶搧煽傷{～亡}商={～人}［2］裳=［3］償{～還}賞晌=陝閃□{～水：窩囊的樣子}［5］扇膳單{姓}尚=上=苫"
"ʐ"	"［2］瓤=然燃［3］染冉壤攘嚷［5］讓"
"k"	"［1］柑岡崗*杆甘{～美}乾{～骨：骨殖}肝{～兒/ʐʌʔ/}剛={～纔}鋼{～筆}缸{茶～～：茶杯}竿{～～}干{～涉}綱{～目}［3］趕擀敢感橄{～欖}稈桿港［5］槓幹{能～}"
"kʰ"	"［1］堪康看{～守}龕{～～}刊{～物}糠{～油}［2］杭?{～州}［3］慷砍坎扛*［5］看{～見}抗"
"ŋ"	"［1］骯=庵安{～全}鞍{馬～～}淹-［2］昂［3］揞{～住}淹{用桶或瓢舀液體}［5］暗按案"
"x"	"［1］憨酣鼾［2］函韓鹹{～菜}含{～糊}行{～～}航{～行}杭{～州}寒{～冷=}還{～行}［5］漢旱"
"#iɑŋ"	""
"l"	"［2］涼=量=糧=梁=粱良={～心}梁{～山伯}［3］兩輛*［5］亮=諒量{數～}"
"tɕ"	"［1］繮=姜{姓}監漿剛{～纔-}艱{～難}間{～～：量詞}奸{～臣}疆{～土}殭{～屍}僵{～局}江{～水}肩{～膀}將={～來}薑{鮮～}［3］減鹼簡揀講蔣獎槳講［5］降柬諫澗間={～斷}鑒監{～督}絳虹=犟=醬={～油}鐧{山藥～～：比絲略粗的土豆條}艦-"
"tɕʰ"	"［1］腔槍={～口}鵮{～住：啄住}鉛*{～筆}［2］牆={～壁}［3］搶=［5］嵌熗嗆="
"ȵ"	"［2］顏{～色}娘={大-～：大伯母}岩-{～山：綿山別稱}［3］眼仰［5］雁□{～兒：銅錢上沒有字的一面}釀諺-彥-{舊讀，見於說書中名字：王～章}"
"ɕ"	"［1］相{～互}湘襄鑲箱{～子}香{～椿}鄉{～村}［1b］閒{～人}詳{～～細細}咸{～陽：地名}鹹{～鹽}［2］祥降{投～}翔［3］想=享響［5］陷餡限相{～貌}向{方～}嚮{～導}項=巷="
"Ø"	"［1］秧={～歌}［2］羊=瘍揚=楊{～梅}陽{～光}洋{～煙：鴉片煙}［3］養=癢［5］樣=映={舊文讀，見於長者名：改開後南城養雞專業戶郭～萱，一中教師段～甫/pʰu/}"
"#uɑŋ"	""
"t"	"［1］端{～午}□{～駁：指摘，挑刺}［2］團-{一～痰}［3］短［5］斷鍛緞"
"tʰ"	"［2］團={～圓}"
"l"	"［2］鸞戀-{～愛}［3］卵［5］亂"
"ts"	"［1］妝=鑽{～洞}莊={～嚴}專{～門}磚{～瓦}樁{～子}［2］椽-{～子}［3］轉{～眼}［5］纂鑽{木工用具}壯狀傳{～記}撰轉{～動}"
"tsʰ"	"［1］川躥{往上～}穿{～成-：可以穿}牀={～單}［2］椽=傳{～達}船{～頭}［3］爽*闖篡［5］創串竄{～改}"
"nz"	"［3］暖軟"
"s"	"［1］孀拴閂{～～}霜{～雪：霜}酸{～的}痠{～痛}［3］喘［5］涮算蒜"
"k"	"［1］觀{參～}官鰥冠{衣～}棺{～材-}關{～公}光={～明}［3］廣=管［5］慣逛灌罐冠{～軍}貫觀{道家的廟宇}"
"kʰ"	"［1］眶匡筐{～子}寬{～暢*}［2］狂［3］款曠"
"x"	"［1］藩帆{～船}翻{～開}芳{～香}荒{～涼}慌{～張=}番{～瓜：倭瓜}歡{～迎}［2］桓煩礬肪房=防=黃=簧凡繁{～榮}還{～原}蝗{～蟲}皇{～天}環={～～：環兒}［3］緩反訪謊［5］範範犯泛換喚販飯患放=晃="
"Ø"	"［1］灣汪{姓}彎{～～}豌{～豆}剜{～眼：白眼}［2］王=完玩亡頑{～皮=}丸［3］宛晚挽輓{～聯}網往=碗婉［5］萬妄望=忘=旺=枉"
"#ǝŋ"	""
"p"	"［1］崩□{～蘇*：刻苦研讀}繃錛{～子}奔{～走}［2］盆-{～～}［3］本［5］笨磅{～秤}蚌{～埠}蹦"
"pʰ"	"［1］烹噴［2］朋彭膨棚{～子}蓬{～萊}篷{～子}［3］捧［5］噴{～香}碰"
"m"	"［2］們虻矇{～住}濛蒙萌{～芽}門{～前}盟={～兄}文-{～祠神：村名}［3］猛=蒙*{～古}懵［5］孟夢悶{～一～：泡一泡；～氣}"
"t"	"［1］登燈{～草}蹬{～開：開始蹬}［2］疼-謄{～寫}騰-{～開：開始騰}［3］等［5］凳鄧澄{水渾使清}"
"tʰ"	"［1］吞熥［2］藤{～條}［3］□{～子：傻子}"
"n"	"［2］能{～人}膿{～水水，～眵：眼屎}農{～民}濃{～眉}擰-［5］嫩"
"l"	"［2］棱{～條：鞋底的緣條兒}［3］冷=［5］楞"
"ts"	"［1］曾-{～經；姓}爭=箏睜=臻榛掙{～扎}增{～長}［2］憎［5］贈掙{～錢-兒/ʐʌʔ/}繒{～住：系住}□{～着了：硬物有了裂縫}"
"tsʰ"	"［2］岑層{～～}曾={～經}［5］撐*牚*{椅子～}襯蹭"
"s"	"［1］笙甥=蔘{人～}□{輕～：輕鬆}生={～豬：未閹的豬}牲{～口}僧{～侶}森{～林}籸{～～：碎渣}［3］省{～下}磣［5］森{～人：使人害怕}滲"
"z"	"［2］仍"
"tʂ"	"［1］斟征蒸=徵針{～顆：針腳}珍{～寶}真{～假}貞{～節}偵{～察}正={～月}［2］陳-{～家莊：地名}塵-{承-～：天花板}［3］疹診振=震=拯□{～形形底：人呆笨的樣子}畛{田間小路}枕*{～頭}懲-［5］枕{動詞}鎮陣證症鄭政正={～副}"
"tʂʰ"	"［2］沉陳=塵=娠辰晨=臣丞程成澄{～清}承{～包}呈{～交}誠{～實}乘{～法}城={～牆-}［3］稱{～呼}逞懲=［5］稱{相～}秤=趁慎*"
"ʂ"	"［1］深{～淺}身{～子}申{～請}伸{～開}升={～起}聲{～音}［2］神{～拍：神吹}晨-{早～}［3］沈{姓}瀋{～陽}審嬸［5］甚腎勝聖盛="
"ʐ"	"［2］壬任{姓}仁{～和}人{～民}［3］忍扔*［5］任{責～}紉{縫～}刃認韌賃-{～鋪：舊時租借白事用具的商鋪}"
"k"	"［1］庚羹耕=更{～換}跟{～前-}根{～本}［3］梗*{～米}埂耿［5］更{～加}"
"kʰ"	"［1］坑{～～}吭{～氣}［3］肯懇墾"
"ŋ"	"［1］恩{～人}"
"x"	"［1］亨［2］橫=恆{～心}痕{～跡}［3］狠很恨［5］橫{蠻～}"
"#iŋ"	""
"p"	"［1］彬賓并{～州}冰{～山}兵{～卒}［3］稟丙秉柄餅=炳［5］殯鬢病=並=併"
"pʰ"	"［1］拼{～搏}［2］憑坪貧{～窮=}頻{～繁}平{～臺}評{～書}蘋{～果}［3］品□{捱～：被指責}［5］聘"
"m"	"［2］鳴盟眠-民{～生}明={～白=}名={～聲}［3］閩*憫敏抿皿［5］命="
"t"	"［1］丁疔釘={～子}叮{～人}［3］頂=鼎［5］釘={動詞}訂定=錠"
"tʰ"	"［1］廳{～長}聽={～力}［2］廷亭停={～站：停或站}霆庭［3］艇*挺*［5］聽={～其自然}"
"l"	"［2］臨燐鱗凌=鈴=伶翎磷淋{～浴}林{～場}鄰{～家}菱{～角}陵{～園}靈{～巧}零={～錢-}羚{～羊=}玲{～瓏}［3］領=嶺=檁［5］吝另=令"
"tɕ"	"［1］禁{～不住}襟津京=驚睛=今{～天}金{～針：黃花菜}巾{～幗}荊{～州}晴={～天}精={～神}經{～理}鯨{～魚}晶{～珀：琥珀}斤{～秤=}筋{～絡}［3］緊僅錦境景警井=頸謹□{～讓：謙讓}晉-［5］敬竟鏡=勁徑□{～人：水冷刺人}靜靖淨=經={～線}競浸盡{詳～}儘{～敞*敞*底：形容做事沒有限度}進晉="
"tɕʰ"	"［1］欽寢*蜻卿傾*親{～人}清{～楚}輕{～銀：鋁}青={～年}［2］擒情{～形}晴={～天}禽{～獸}琴［3］請頃侵{～略}［5］親{～家}磬慶沁"
"ȵ"	"［1］寧{安～}擰=［2］銀{～錢-}［5］寧{～可}硬="
"ɕ"	"［1］腥=欣馨心{～兒/ʐʌʔ/}星={～～}猩{～～}新{～的}薪{～水}辛{～苦}［2］尋陘型形{～容}刑{～法}邢［3］醒［5］信訊釁姓幸杏=葚?{桑～}"
"Ø"	"［1］鷹陰{～天}因{～果}殷{～勤}英{～雄}嬰{～兒}纓{～子}櫻{～桃=}鸚{～鵡}音{～樂}［2］吟淫寅應={姓}蠅=贏=迎{～接}盈{～餘}營={～幹：活計}孕勻-{～開}［3］飲{～酒}引隱影=䌥{～棉褲}癮［5］蔭{屋子～人}窨飲{～馬}姻*洇*印應{響～}映="
"#uŋ"	""
"t"	"［1］噸鼕東{～北}冬{～天}［2］銅-{～器}［3］董懂盹［5］凍棟動洞頓盾鈍囤{糧～}燉"
"tʰ"	"［1］通［2］同屯囤{～積}彤飩桐{～油}瞳{～孔}童{～男}銅=［3］桶捅統［5］痛"
"l"	"［1］掄［2］隆淪籠{～牀-：蒸籠}聾{～子}龍{～頭}倫{～敦}輪{～子}［3］攏隴壟窿［5］弄論{《論語》的“論”}"
"ts"	"［1］鬃宗尊遵棕䝋鐘{～樓}鍾{～愛}盅{～～}中{～間}忠{～臣}衠{～肉：全是肉沒有菜}［2］重{～起：摞}蟲{～～}［3］總蹤*縱*{放～}冢種{～類}腫准{～許}準{～確}終*［5］重{輕～}種{～植}中{射～}仲衆"
"tsʰ"	"［1］沖衝匆囪□{“中”的末一筆}皴充{～足}聰{～明}蔥{～兒/ʐʌʔ/}春{～天}村{～兒/ʐʌʔ/}［1b］蟲=叢從=純={～潔}存{～站}［3］寵村蠢［5］寸"
"s"	"［1］孫{～～：孫子}鬆{～開}嵩{～山}松{～木}［2］脣*純-{～潔}［3］損榫筍聳［5］順舜送宋訟頌"
"z"	"［2］戎茸絨{～衣}［3］𣭲{～柴：小而碎的木柴}［5］潤閏"
"k"	"［1］蚣弓=躬恭翁*公{～雞}工{～作}功{～勞}攻{～擊}宮{～女}供{～給}［3］拱鞏=礦*{～物}汞滾［5］供{～給}共貢棍"
"kʰ"	"［1］坤{～鞋}崑{～崙}昆{～明}空{～的}［3］孔恐捆齫{啃}［5］控空{～缺}困"
"x"	"［1］昏婚烘封峯鋒芬葷{腥-～}轟分{～開}丰{～采}豐{～年}風{～水，～盒：風箱。}蜂{～蜜}［2］魂弘焚墳逢宏餛{～飩}渾{～家：全家}紅{～塵：兒女，～活：熱鬧、興旺。}洪{～水}縫{～補，～撮：大針腳縫住。}汾{～陽}［3］哄{～騙}粉諷［5］混鬨{起～}奉葷{內容黃色}鳳俸縫{～～：縫兒}糞奮憤忿份"
"Ø"	"［1］翁嗡溫{～水}瘟{～疫}［2］聞紋蚊{～子}文{～章}［3］吻刎穩［5］甕問璺"
"#yŋ"	""
"tɕ"	"［1］均鈞君軍{～人}弓-{～村：地名}［2］窮-{～人}［3］菌迥窘鞏-［5］俊糉"
"tɕʰ"	"［2］羣瓊窮=裙{～子}［5］□{～住：用手捏合}"
"ɕ"	"［1］薰燻勳兄={～長}兇{～惡}洶{～湧}胸{～口}［2］雄旬循{～環}巡{～查}熊{～掌}荀{～子}［3］嗅{用鼻子聞}［5］訓殉遜□{～（不受歡迎的厲害）}"
"Ø"	"［1］庸［2］云雲□{面～（面煮的時間長，過軟）啦}塋=融容蓉鎔螢{～火蟲}滎{～河縣}榮-{～譽}勻={～開}［3］永泳詠雍*擁甬勇湧踊［5］允用熨韻運暈傭"
"#ʌʔ"	""
"p"	"［7］八撥鉢不勃*博剝駁北{～門}泊渤*［8］拔鈸餑薄箔□{～趿：趿拉（鞋）}脖蔔冹{～人：涼}帛"
"pʰ"	"［7］潑樸朴{厚～：中藥名}□{～茶：泡茶}胖-{粗，如：𠰻（那棵）樹長的實在～咧}破□{白-～：醃菜上的白色菌落}勃-渤-［8］撲笸{～籃}"
"m"	"［7］摸*［8］抹末沫沒莫寞木目陌穆苜"
"t"	"［7］德得□{～老：頭}答搭沓［8］達鐸踱"
"tʰ"	"［7］塔榻塌溻{把衣裳也～（汗溼衣）溼啦}獺託托特*"
"n"	"［8］捺諾"
"l"	"［8］臘蠟辣落烙洛絡樂{快～}肋勒喇{～叭}揧{～顆：破豆粒}"
"ts"	"［7］扎紮作則札眨這{～來大：這樣大}［8］鑿澤責閘煠{用油～}雜砸賊擇*宅*"
"tsʰ"	"［7］擦察冊娶*插側測錯{～算}"
"s"	"［7］殺索塞色嗇□{～割*：包圓兒}廝*{～跟：相跟}煞［8］鍘"
"tʂ"	"［7］折{～斷}摺{～疊}執汁哲浙秩*質酌織職摘隻炙植*指*{手～頭}窄［8］轍侄直值殖={～民地}蟄{驚～}擇-{～菜}□{漂洗}宅{量词，一～院儿}濯?{漂洗：～衣裳-，～二水}"
"tʂʰ"	"［7］徹撤綽拆赤斥尺喫*"
"ɳ"	"［8］鑷{～子}□{玩笑打鬧}"
"ʂ"	"［7］溼設蝨失室識式飾䜺{豆～～：破豆}適釋澀-{～巴巴底：澀}色{～兒：骰子}□{～剋：訓斥}［8］涉十什拾舌實折{弄～了}食蝕殖-{骨～石}"
"ʐ"	"［7］熱弱［8］日若"
"k"	"［7］割葛各閣擱胳格革隔合{十～一升}蛤{～蜊}鴿圪［8］核*{～桃-}蛤{～蟆}"
"kʰ"	"［7］磕渴克{～不動：消化不動}剋{適?～：訓斥}刻客覈*{審～}恰{～好}殼"
"ŋ"	"［7］鴨鄂*惡扼壓鱷厄噩［8］額"
"x"	"［7］喝瞎郝黑赫嚇壑［8］匣轄鶴合盒核={～心}"
"#iʌʔ"	""
"p"	"［7］鱉憋筆畢必泊{梁山～}北{～京}逼百柏伯掰檗{黃～，中藥名}碧璧壁［8］別弼白-鼻"
"pʰ"	"［7］撇匹迫拍魄劈僻闢"
"m"	"［8］滅篾密蜜墨默麥脈覓"
"t"	"［7］跌的{目～；代替所指的人或物：坐～；表示所屬的關係：我～}滴得去*［8］碟牒蝶諜疊嫡笛敵狄"
"tʰ"	"［7］帖貼鐵踢剔"
"l"	"［7］略掠［8］立粒笠列烈裂劣栗慄力歷{～史}獵曆荔捩"
"tɕ"	"［7］夾裌甲胛挾接急級給{供～}揭節結潔疾吉即鯽極戟積跡脊背績擊隔{～壁子：隔壁}寂{～靜}墼［8］捷集輯及傑截籍嚲{按住些兒起不敢教～（一頭失重往下）了}"
"tɕʰ"	"［7］恰掐劫怯妾緝泣切七漆訖*乞雀鵲確戚吸{把水～了}客卻-□{～住：支住}"
"ȵ"	"［7］溺虐［8］業聶孽捏匿逆躡瘧"
"ɕ"	"［7］脅吸{呼～}薛泄歇蠍膝悉息熄惜昔錫析［8］狹峽洽協習襲學席夕"
"Ø"	"［7］押{畫～}揖噎一乙抑醃{～鹹菜}［8］逸樂{音～}益*亦譯也*{之乎者～}葉頁藥-{山～：土豆}疫役"
"#uʌʔ"	""
"t"	"［7］掇㞘{～子：屁股}厾{～點}［8］奪犢讀牘獨督*毒突*{鶻～：胡塗}"
"tʰ"	"［7］脫禿突"
"n"	"［8］□{～出去了，沒控制好閃出去了}"
"l"	"［8］律率{效～}鹿祿陸綠錄"
"ts"	"［7］撮*桌卓琢涿{～縣}捉竹築囑做{～衣裳}［8］朮{白～：中藥名}着{睡～}濁鐲軸逐燭*觸*粥-{臘月初八吃的粥}妯"
"tsʰ"	"［7］猝出戳畜{～牲}促處*{住～}縮*{圪～}"
"s"	"［7］率{～領}蟀術{算～}述朔縮叔淑*束［8］勺{～子}熟贖蜀屬芍{～藥*}"
"z"	"［7］辱［8］入褥"
"k"	"［7］聒{耳～子}颳{～風}刮{洗～}骨郭谷{太～}穀{～兒：穀子}喉{～嚨：喉嚨}國"
"kʰ"	"［7］括*闊窟廓擴哭酷［8］𣝗{～～：果核兒}"
"x"	"［7］豁發{～財}髮{頭～}劐{～挑：把菜也～挑的涼啦}福幅蝠腹複{～習}覆法忽惚［8］活滑猾筏伐罰佛藿{～香}縛服伏復{～原}獲{～獎}穫{收～}□{～條帚：扎條帚}鶻{～突：胡塗}或惑霍"
"Ø"	"［7］杌勿*屋沃握=□{～人：悶}［8］襪物五*"
"#yʌʔ"	""
"l"	"［8］捋{～柳芽兒}"
"tɕ"	"［7］訣桔腳钁{～頭}覺角{～兒：餃子}足□{～着啦：累傷了}［8］絕橛決卒爵嚼族局"
"tɕʰ"	"［7］厥掘*缺{～黑}屈卻=菊*{～花}麴{酒～}曲掬鞠"
"ɕ"	"［7］雪血速肅宿畜{～牧業}蓄{儲～}恤粟戌［8］穴俗續踅{～下：選中，看好}蓿"
"Ø"	"［7］悅閱越粵約岳嶽握-域鬱育獄欲慾浴躍［8］月藥*鑰"
"#ṇ"	""
"Ø"	"［3］你"
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
