cid	character	initial	final	tone	note
1	多	t	uo	21	
2	拖	th	uo	21	
3	大	th	uo	44	白
3	大	t	a	44	文
4	锣	l	uo	24	
5	左	ts	uo	44	
6	歌	k	ɤ	21	
7	个	k	ɤ	44	又
7	个	∅	uɛi		又
8	可	kh	ɤ	52	又
8	可	kh	ɤ	21	又
9	鹅	ŋ	ɤ	24	
10	饿	ŋ	ɤ	44	
11	河	x	uo	24	
12	茄	tɕh	iɛ	24	
13	破	ph	o	44	
14	婆	p	a	24	又
14	婆	ph	o	24	又
15	磨	m	o	24	～刀
15	磨	m	o	44	～面
16	磨	m	o	44	
17	躲	t	uo	52	
18	螺	l	uo	24	
19	坐	tsh	uo	44	
20	锁	s	uo	52	
21	果	k	uo	52	
22	过	k	uo	44	
23	课	kh	uo	44	
24	火	x	uo	52	
25	货	x	uo	44	
26	祸	x	uo	44	
27	靴	ɕ	yo	21	
28	把	p	a	52	
29	爬	ph	a	24	
30	马	m	a	52	
31	骂	m	a	44	
32	茶	tsh	a	24	
33	沙	s	a	21	
34	假	tɕ	ia	52	
35	嫁	tɕ	ia	44	
36	牙	ȵ	ia	24	
37	虾	ɕ	ia	21	
38	下	x	a	44	
39	夏	ɕ	ia	44	
40	哑	ȵ	ia	52	
41	姐	tɕ	iɛ	52	
42	借	tɕ	iɛ	44	
43	写	ɕ	iɛ	52	
44	斜	ɕ	iɛ	24	
45	谢	ɕ	iɛ	44	
46	车	tʂh	ɤ	21	
47	蛇	ʂ	ɤ	24	
47	蛇	tʂh	ã	44	仅限属相
48	射	ʂ	ɤ	52	
49	爷	∅	iɛ	24	
50	野	∅	iɛ	52	
51	夜	∅	iɛ	44	
52	瓜	k	ua	21	
53	瓦	∅	ua	52	
54	花	x	ua	21	
55	化	x	ua	44	
56	华	x	ua	21	
57	谱	ph	u	52	
58	布	p	u	44	
59	铺	ph	u	21	
60	簿	ph	u	52	
61	步	ph	u	44	
62	赌	t	u	52	
63	土	th	u	52	
64	图	th	u	24	
65	杜	th	u	44	
66	奴	l	əu	24	
67	路	l	əu	44	
68	租	ts	əu	21	又
68	租	ts	u	21	又
69	做	ts	əu	44	又
69	做	ts	uo	21	又
70	错	tsh	uo	21	
71	箍	k	u	21	
72	古	k	u	52	
73	苦	f	u	52	白
73	苦	kh	u	52	文
74	裤	f	u	44	白
74	裤	kh	u	44	文
75	吴	∅	u	24	
76	五	∅	u	52	
77	虎	x	u	52	
78	壶	x	u	24	
79	户	x	u	44	
80	乌	∅	u	21	
81	女	ȵ	y	52	
82	吕	l	y	52	
83	徐	ɕ	y	24	
84	猪	tʃ	ʅ	21	
85	除	tʃh	ʅ	24	
86	初	tsh	əu	21	又
86	初	tʃh	ʅ	21	又
87	锄	tʃh	ʅ	24	
88	所	ʃ	ɤ	52	
89	书	ʃ	ʅ	21	
90	鼠	ʃ	ʅ	52	
91	如	ʒ	ʅ	21	
92	举	tɕ	y	52	
93	锯	tɕ	y	44	
94	去	tɕh	i	44	又
94	去	tɕh	y	44	又
95	渠	tɕh	y	24	
96	鱼	∅	y	24	
97	许	ɕ	y	52	
98	余	∅	y	24	
99	府	f	u	52	
100	付	f	u	44	
101	父	f	u	44	
102	武	∅	u	52	
103	雾	∅	u	44	
104	取	tɕh	y	52	
105	柱	tʃh	ʅ	44	
106	住	tʃ	ʅ	44	
107	数	ʃ	ʅ	52	又
107	数	s	əu	52	又
108	数	ʃ	ʅ	44	又
108	数	s	əu	44	又
109	主	tʃ	ʅ	52	
110	输	ʃ	ʅ	21	又
110	输	ʒ	ʅ	21	又
111	竖	ʃ	ʅ	44	
112	树	ʃ	ʅ	44	
113	句	tɕ	y	44	
114	区	tɕh	y	21	
115	遇	∅	y	44	
116	雨	∅	y	52	
117	芋	∅	y	44	
118	裕	∅	y	21	
119	胎	th	ɛi	21	
120	台	th	ɛi	24	
121	袋	t	ɛi	44	
122	来	l	ɛi	24	
123	菜	tsh	ɛi	44	
124	财	tsh	ɛi	24	
125	该	k	ɛi	21	
126	改	k	ɛi	52	
127	开	kh	ɛi	21	
128	海	x	ɛi	52	
129	爱	ŋ	ɛi	44	
130	贝	p	ei	44	
131	带	t	ɛi	44	
132	盖	k	ɛi	44	
133	害	x	ɛi	44	
134	拜	p	ɛi	44	
135	排	ph	ɛi	24	
136	埋	m	ɛi	24	
137	戒	tɕ	iɛi	44	
138	摆	p	ɛi	52	
139	派	ph	ɛi	44	动词
139	派	ph	ɛi	52	名词
140	牌	ph	ɛi	24	
141	买	m	ɛi	52	
142	卖	m	ɛi	44	
143	柴	tsh	ɛi	24	
144	晒	s	ɛi	44	
145	街	tɕ	iɛi	21	
146	解	tɕ	iɛi	52	
147	鞋	x	ɛi	24	白
147	鞋	ɕ	iɛi	24	文
148	蟹	x	ɛi	52	
149	矮	l	ɛi	52	又
149	矮	ŋ	ɛi	52	又
150	败	ph	ɛi	44	
151	币	p	i	44	
152	制	tʂ	ʅ	44	
153	世	ʂ	ʅ	44	
154	艺	∅	i	44	
155	米	m	i	52	
156	低	t	i	21	
157	梯	tɕh	i	21	
158	剃	tɕh	i	44	
159	弟	tɕh	i	44	又
159	弟	t	i	44	又
160	递	tɕh	i	44	
161	泥	ȵ	i	24	
162	犁	l	i	24	
163	西	ɕ	i	21	
164	洗	ɕ	i	52	
165	鸡	tɕ	i	21	
166	溪	ɕ	i	21	
167	契	tɕh	i	44	
168	系	ɕ	i	44	
169	杯	ph	ei	21	
170	配	ph	ei	44	
171	赔	ph	ei	24	
172	背	ph	ei	44	又
172	背	p	ei	44	又
173	煤	m	ei	24	
174	妹	m	ei	44	
175	对	t	uei	44	
176	雷	l	uei	24	
177	罪	tsh	uei	44	
178	碎	s	uei	44	
179	灰	x	uei	21	
180	回	x	uei	24	
181	外	v	ɛi	44	又
181	外	v	ei	44	又
182	会	x	uei	44	
183	怪	k	uɛi	44	
184	块	kh	uɛi	52	
185	怀	x	uɛi	24	
186	坏	x	uɛi	44	
187	拐	k	uɛi	52	
188	挂	k	ua	44	
189	歪	∅	uɛi	21	
190	画	x	ua	44	
191	快	kh	uɛi	44	
192	话	x	ua	44	
193	岁	s	uei	44	又
193	岁	ts	uei	44	又
194	卫	∅	uei	44	
195	肺	f	ei	44	
196	桂	k	uei	44	
197	碑	p	i	21	
198	皮	ph	i	24	
199	被	p	i	44	
200	紫	ts	ɿ	21	
201	刺	tsh	ɿ	52	
