食	iɤ5	~夜：吃晚饭。
朝	tsɤ1	食~：吃早饭。做三~
夜	iu5	
晡	pu1	食~：吃午饭。
我	iu5	（训读）
你	n5	
他	tɤ5	（训读）
他	tɤ2	（训读）
□	lɤ1	表人称复数。我~/他~：你们/他们
一	i5	~两三四五。
一	i7	十~。
二	n5	~十，~十~。
二	nu5	~哥，十~，三十~。~粒：两个
两	lioŋ4	一~三四五，~个
三	su1	
四	sa5	
五	ŋ4	
六	liu5	五~七
六	li5	十~。~粒：六个
七	tsʰa7	
八	pi7	
九	tɕiu3	
十	sɿ5	七八九~，二~。
十	ɕiɤ5	~一
初	tsʰo1	（农历）~一。
百	pu7	
千	tsʰan1	
万	uan5	
台	ti2	①桌，~□/lɤ45/：桌子。②量词，一~酒：一桌酒席
□	lɤ	名词词缀，同“子”，调值随组合而改变
茶	tsʰu2	~籽树
凳	tie5	
高	kia1	
矮	i3	
长	tsʰoŋ2	与“短”相对
短	toŋ3	
看	niu7	（训读）~书：看书
书	ɕio1	
□	ŋ7	~□/kɤ44/：什么
□	kɤ3	□/ŋ114/~：什么
好	ɕia3	~矮：很矮
长	tsoŋ3	~得/tɤ44/好乖：长得很漂亮
那	nɤ5	~□/ta44/女~：那个女的。
那	na5	~是□/ŋ114/□/kɤ44/：那（些）是什么。~□/iɤ114/：那里。
个	ta3	（训读）量词
个	kɤ5	上~月，一~月
人	n2	
女	nio4	细女：小女儿
□	tɤ3	女~：女人
乖	kui1	长得好~：长得漂亮
□	kɤ3	同“的”。那□/ta44/女~：那个女的。我~：我的。
斧	pu7	~头
头	tu2	可用于动物的量词。三~狗，四~鹅
锄	tsʰo2	~头
刮	kui7	~耙：除草用的农具
耙	pu2	推~：推刨
菜	tsʰi5	
刀	tia1	
柴	tsʰi2	~刀
脑	nia3	脑牯：脑袋。脑门/ma44/心：囟门
牯	ko3	水~□/lɤ44/：水牛
发	xui2	头~
发	xui7	出~，~高烧，~财
手	ɕiu3	~骨/kua44/：手，手臂
骨	kua7	~头
熬	nia1	~汤
脚	tɕiu7	~骨/kua44/：小腿，腿骨
咀	tɕio5	~公：嘴巴
公	kie1	公公：祖父（两字皆变为阳平）。老公子/lia41 kiɛ33 lɤ33/：父亲（背称面称皆可）
□	ma3	~~：祖母
鼻	pa5	~头：鼻子
眼	niu5	~睛
睛	tɕiu1	眼~
耳	nu4	~骨/kua41/：耳朵
肚	to5	~□/lɤ41/：肚子
奶	ni4	~婆/pu41/：乳房
□	pu5	奶~：乳房
大	tu3	
没	mɤ5	食夜~得/tɤ44/：吃晚饭了吗。
□	lɤ3	烧火没~：烧火了吗。你没~烧火啊：你烧火了吗。没~：没有，表示事情没发生
肉	u3	（训读）
鸭	u7	
杀	si7	
鹅	ŋɤ2	
吧	pa3	同“了”，表动作完成。杀~鸭食：杀了鸭子吃。动词+吧（+名词）+咧/啦，表示动作完成、事件发生
狗	ku3	
养	ioŋ4	
屋	o7	起~：建房子
屋	a7	~腹/pu45/□/tsɿ45/：屋里头，家里
粪	pie5	~箕
箕	tsɿ1	
箩	lɤ2	~筐/kʰuan45/
筐	kʰuan1	
火	xu3	电~：电灯。短~：手枪
烧	ɕiu1	
烤	kʰia3	
肠	tsʰoŋ2	~□/lɤ45/：肠子
肝	koŋ1	
□	ɕi3	~股窟/xua33/：屁股眼
股	ko3	□/ɕi44/~窟/xua33/：屁股眼
窟	xua1	后缀，表示与开口空隙相关。□/ɕi44/股~：屁股眼
窟	xua7	网~牯：渔网网眼
网	moŋ4	
撒	su5	~网
心	si1	
疾	tsʰa5	心好~：心很痛
痒	ioŋ4	
抓	tsɤ3	~痒
□	kia3	给，表示对某一对象实施动作。~我抓□/ti44/痒：给我抓下痒
□	kia7	给，表示对某一对象实施动作。
颈	tɕiu3	~骨/kua44/：脖子
铁	tʰi7	
夹	kie7	铁~
夹	ku7	~衣：棉衣。~褌：棉裤。
夹	ki7	动词
卖	mi5	
几	tsɿ3	
斤	tɕi1	
