i 
p [1]悲卑碑[2]脾微唯琵蓖[3]比彼美米弥[5]庇[6]鼻{闻}备婢媚未=味= 
pʰ [2]皮={~肤}疲□{葡萄串数量词}[3]鄙{~陋}□{~笑：讽刺}[5]鼻 
t [1]知[2]持池挃[3]□{进来；腹~：心里}[5]智致戴{戴着}[6]治弟-{兄~}二-{第~；十~}腻{细；细~：小心谨慎 }
tʰ [2]啼[3]耻[5]剃[6]铁- 
n [2]尼□{léng-~：折磨}[5]势{顶势：上面，声母类化变读}[6]𥍉{眨眼 }
l [1]俬{家俬：器物，声母类化变读 }[2]来-匙{锁~，声母类化变读}狸[3]里理哩{革~底：克里特}李姊{阿~：妾，声母类化变读}[5]致{标~，声母类化变读}志{事~：事情，声母类化变读}势{声母类化变读，见于“外势”“后势”等词}[6]利=离{力智切}吏厉{~害}□{里面 }
ts [1]支肢[2]儿而[3]紫-姊{姐姐}子-{日~，果~，腰~；种子}□{这，后常接数量词}旨指=止址耳=珥尔[5]至志[6]字二=腻{细~：小心谨慎，声母类化变读还原错误}接- 
tsʰ [3]侈[5]刺饲试[6]市 
ɬ [1]丝司-施诗尸[2]时辞[3]死始[5]四-势-{南~：南边}世-{出~}[6]舐{舔}是示视氏侍□{lô̤-liā-~：闪电 }
k [1]枝基箕机=饥讥矶规{~车：圆规}[2]其期旗祈奇宜仪疑[3]纪{年~}议指-{动词}□{身~：身孕}[5]既记[6]妓忌义□{胡乱，后接单音节动词重叠：~做做（乱做），~讲讲（乱说） }
kʰ [1]欺[3]起齿[5]气=弃器 
ŋ [3]□{身~：身孕，声母类化变读 }
h [1]希牺非腓斐榧禧[3]喜[5]肺戏[6]耳-{~空：耳朵 }
∅ [1]衣医伊{第三人称}□{~弟：…的弟弟 }[2]移遗□{惊~：惊慌}[3]以已起{爬~：起来，声母类化变读}[5]意[6]异易{容~}遗{《广韵》以醉切}
u 
p [2]葡无[3]舞侮{~慢}[6]雾{眼睛看不清 }
pʰ [2]浮[3]殕{生~}□{~光：天微亮 }
m [6]妇{新~：儿媳，声母类化变读 }
t [3]拄{遭遇；~~：正好、刚好}[6]□{淹 }
n [5]咐{吩~，前字-n 韵尾残留变读 }
k [2]牛-[3]久-韭[5]句[6]旧舅□{~怪：诡怪 }
h [1]夫=肤灰-{火~}□{~头：号角}[2]扶[3]腐抚府腑[5]赋富付[6]父妇附负
∅ [5]污[6]有
y 
t [1]猪[2]除□{do̤-~：混乱；~~乱：溃乱}[3]女汝{第二人称 }
tʰ [2]锄□{啄 }
l [1]□{脰~骨：颈部}[2]驴[3]屡[6]虑 
ts [1]书-{书信}诸[2]如鴽逾[3]主={上帝}乳煮[6]聚住=谕{劝~}注喻 
tsʰ [1]舒-{铺展}[2]厨[3]取鼠[5]趣处 
ɬ [1]舒=书={约~亚}[3]绪[5]恕庶[6]序叙□{理会 }
k [1]居裾[2]鱼={鳄~}愚[3]举拒{《集韵》果羽切}矩语[5]据锯[6]拒俱遇寓□{拄着拐杖 }
kʰ [5]去 
h [1]虚[2]鱼-[3]许□{那：~一帮 }
∅ [2]余[6]预
a 
p [1]巴疤[3]靶[6]爬{~起：趋向动词，相当于“起来”，连读调}百-柏擘{掰 }
pʰ [5]帕=[6]拍 
t [1]□{现在}[3]打{~发}[6]□{~酒 ē 位处：酒醡 }
tʰ [6]皟{干净}□{~-lá̤ u：玩 }
l [6]□{~-lah：指肮脏的东西；~糠：米糠 }
ts [1]查[5]诈蚱[6]窄 
tsʰ [1]差[6]册{册子 }
ɬ [1]沙= 
k [1]茄加嘉家=佳[3]假={~冒}[5]嫁={出~}架{十字~}[6]隔 
kʰ [6]客- 
h [6]下={~贱}夏 
∅ [1]阿{~拉伯}鸦丫[5]亚[6]阿{加在亲属词前：~弟：弟弟}啊夥{偌~：多么地，韵母变读}□{用在人名之后，相当于现代的 ɛʔ；有~： 有的，有些；遘~：一直到……；相当于“一”：做~婶娘侬（造成一个女人）；出现在谓语动词和形容词之间，无实义：肩头lē迎~水瓶（肩上扛着水瓶）； 接在动词后面，相当于“了”：都号~名（都起了名字）；表示选择：爱挃看地面ē水退完~未（要看看地上的水退了没有）；有……~无，用以构成“有无” 问句：cua看伊偷乡里ē物乇~无（诘问曾取人之物否）}
ia 
p [6]壁 
pʰ [6]避 
t [1]爹 
tʰ [6]拆 
l [6]□{lô̤-~-sī：闪电 }
ts [1]遮[3]姐者{这里，这儿}惹[6]借只{车辆量词}迹{满~：到处 }
tsʰ [1]车□{转身；移开石头~爬起：起身 }[6]刺-{七迹切 }
ɬ [2]斜邪[3]写舍[5]赦[6]谢锡 
k [1]迦[6]□{低处 }
∅ [3]野[6]益-{有~}□{也，亦 }
ua 
p [2]磨[5]簸[6]抹□{~醒：提醒 }
pʰ [5]破- 
t [5]带-□{抵敌得~}[6]大- 
tʰ [1]拖 
l [1]箩 
ts [1]□{诘问，查}[5]债 
tsʰ [3]□{齐~：齐全 }
ɬ [1]沙-[3]洒[6]煞{结束}□{停止于，停在：船~亚拉腊山 }
k [1]瓜[3]寡我[5]盖卦挂{~虑}□{~-ngāi：绊倒}[6]外-割- 
kʰ [1]夸[5]跨{~头：枕着头}艐{~浅：搁浅}[6]阔{宽 }
h [1]花华{耶和~}哗{~~叫：发出猛烈的声音}[5]化[6]喝{喊 }
∅ [3]倚瓦{亚~底族}[6]话画 
ɛ 
l [6]□{句尾语气词，相当于“呢”：seh-na 讲~（怎么说呢）；放在名词后面表示地点：天~（天上） }
∅ [6]□{的}
e 
p [2]排-迷牌-[3]买-[5]蔽[6]卖𣍐{不会}八- 
pʰ [1]批{书信}[3]䫌[5]稗 
t [2]提蹄[3]底抵玺[5]帝[6]弟={子~}第地□{~母：丈母娘 }
tʰ [1]鹈[3]体[5]替 
l [2]犁藜□{~喉：喉咙；~钩：镰刀}[3]礼詈体{事~：事情，声母类化变读}奶{娘~：母亲，声母类化变读}[6]例励□{mā̤-~：什么时候 }
ts [2]齐[5]祭济制□{这，这里}[6]节-{时~：时候；~期}□{硬~：刚强，强壮 }
tsʰ [1]凄差{~遣 }
ɬ [1]西=[3]洗{清洗}[5]世=势细{小}[6]誓{发~}□{多 }
k [1]街鸡□{拴着}[2]个[3]解-{~说}[5]解{押解}桂芥疥计继[6]艺夹洁-{皟~：做动词时为“洗净”之意，做形容词时有“清洁”之意 }
kʰ [1]溪[3]启[5]快-{易于：~冲狂（易怒）}契[6]□{拥挤 }
h [5]废[6]惠慧血- 
∅ [1]耶{~和华}挨{推}[2]鞋耶{~穌，~数，~利哥}□{gai-~：自己；seh-na-~：怎么}[3]矮[5]裔□{看}[6]解{会，更}卫 
ø 
t [5]地{变读：骹无地 suā（无处落脚）}□{啄}[6]袋 
tʰ [1]推[2]退 
l [2]螺[3]□{挖；~-teⁿ：挖}[5]鑢{磋磨，锉铲 }
ts [3]阻[6]助 
tsʰ [1]初[3]楚 
ɬ [1]梳蔬[3]所[5]赛[6]坐雪 
k [3]改- 
h [5]□{那个：~时节（那时候）}[6]歇 
ɒ 
p [1]波坡玻[2]爬琶袍刨[3]饱保=宝=把马-[5]报播[6]爸暴冒麻-{~风，连读调 }
pʰ [5]破={识~}帕- 
t [1]多中{~央：当中，变读}□{干燥}□{~-dṳ́：混乱}[2]驼鸵蛇[3]祷岛[5]到[6]惰道盗导搭□{~手：拍手 }
l [2]罗劳老{~爸，连读调还原失误}[3]老□{~-liā-sī：闪电}[6]道{地~：地上，声母类化变读}□{句尾疑问语气词，相当于“吗”：汝不记lē～（你不记得了吗）；不~：不够，不足以 }
ts [1]遭[2]皂[3]左早[6]座={~位 }
tsʰ [1]操[2]樵{木}[3]炒草={牛膝~；~木}[5]造 
ɬ [1]唆{挑~}[3]琐扫{苏老切}[5]燥□{老鹰抓食 }
k [1]家-{dah-~：婆婆}傢{~俬（器物）}哥歌=高膏=铰{剪}[2]衙牙{~头齿：后牙}芽俄蛾{见于“Gó̤-mó̤-lah”一词。在施约瑟文理本《圣经》里作“俄”，现代的《圣经》作“蛾”，这里一并列出。}[3]假果=[5]告=嫁-{再~；出~}价架酵-{~母}教-{动词}过={~失；不~}[6]下-{动量词，次}傲咬虼{~蚤：跳蚤 }
kʰ [1]骹{脚}□{成双物体的一只}[3]可考[5]靠敲苛{~虐：虐待；~刻 }
h [2]何{~不如：还不如}荷和毫霞{红~：霞光}□{抠~师父：木匠}[3]好={~合}[5]货={~财}好{嗜，喜好于}[6]贺祸□{~背：驼背；运货 }
∅ [1]阿[3]拗{折断}[5]奥[6]下-哑{~口：哑巴，连读调}押-{强迫}□{sa̤ uⁿ-~：赞美；手~底：手掌；表示祈使：跪~（跪下） }
yɒ 
t [6]□{在：~我天父上帝面前；在世；在……中生长：汝ē根基是~伊 hio，起造亦是借伊（在他里面生根建造/根深在彼，建造在彼） }
l [6]誓{咒~：发誓，声母类化变读 }
ts [3]□{这么}□{~个：多个 }
tsʰ [5]□{带领 }
ɬ [1]施{洒落}[2]蛇[5]□{延续 }
k [5]寄 
kʰ [2]骑[5]企{矗立}[6]徛{站 }
h [3]□{那么地}□{那里}[6]瓦蚁{虫~。此读见于《旧约·创世纪》第一章。}
∅ [6]□{撒种 }
o 
p [2]婆毛{没有}[3]宝-{~贝}保-{中~}母-[5]报{告诉}[6]帽磨{石磨 }
pʰ [6]抱- 
m [3]罔{愈，越，随意 }
t [1]都刀[2]逃{躲藏；走~：逃跑}□{在}[3]倒[5]倒□{粪~涂：粪土；疑似“扫”字声母类化还原错误}[6]桌 
tʰ [3]讨{娶；讨要}[5]套
n [5]扫{粪~：垃圾，声母类化变读 }
l [2]锣逻骡萄{葡~，声母类化变读}[6]□{楗；门~：门环}□{者就解叫~好：这就可以称得上好的}□{句尾语气词，表示已经完成，相当于“了”：主已经近~；挪亚六百岁~；我已经衰~ }
ts [1]鹚滋[2]慈[3]枣子=紫=[5]做[6]座-{量词}自 
tsʰ [1]臊{荤腥}[3]此[5]次 
ɬ [1]思司=私鸶斯师□{互相：~送}[2]槽[3]锁嫂使{设~}[5]赐肆使{~徒，~者，天~}四=思{意~}[6]伺={~候}祀嗣士事=索{绳索 }
k [1]膏-歌-{歌曲}[3]稿[5]告-{控告}过{超过；过去，作补语；病痛蔓延}□{~样（奇怪）}□{次}[6]饿□{烤、炊 }
kʰ [1]□{计算}[5]□{人身自由被限制；缺水而受困 }
h [3]好-[5]货-[6]号{起名 }
∅ [1]锅[2]河[5]奧-{山~：山谷 }
ai 
p [2]牌={藤~}诽{读半边}排=埋楣{门~}[5]拜[6]败 
pʰ [5]派 
m [3]买=[6]迈味-{品尝 }
t [2]台□{埋}[5]□{~囝（小孩）}□{最}[6]大=代待事-{~志：事情 }
tʰ [1]胎[2]刣{杀}[5]太态 
n [3]乃□{~弟：他的弟弟}[6]耐 
l [2]来={~世；本~；往~}莱[6]赖利-{锋利 }
ts [1]知栽灾[2]才财脐[3]宰滓{目~：眼泪}[5]再载[6]在寨 
tsʰ [2]豺[3]采{采集}彩[5]菜踩 
ɬ [1]西-师-{~傅}狮[3]屎使{役使}[5]婿 
k [1]该[2]□{坏}[3]改=解={~救}[5]戒诫蚧界□{自己}[6]艾 
kʰ [1]开={~导；~端}[3]凯[5]概 
ŋ [6]碍 {gua-~：绊倒，阻碍 }
h [2]骸[3]海[6]害亥□{语气词，嗨 }
∅ [1]哀埃挨{~赖：依仗}[5]爱{想，欲}□{语气词，噫，嗐 }
uai 
k [3]拐[5]怪
kʰ [5]快= 
h [2]怀[6]坏 
oi 
p [1]飞杯[2]赔玫霉[3]每尾[5]贝辈背 {hō̤-背}[6]狈倍背{负~：背弃}悖{蒲昧切}未-昧 
pʰ [2]皮-[5]配杮{块 }
t [2]捼[5]缀{~后（然后，之后）}[6]内 
l [3]□{下来 }
ts [6]罪 
tsʰ [1]吹炊[3]髓[5]□{找}[6]啜{喝；~食：饮食}出{出来 }
ɬ [1]衰[5]帅税岁={年~}[6]说{解~ }
k [5]过-狯{狡~：狡猾}[6]外={另~，~貌，以~，格~ }
kʰ [1]盔[5]快{又读 }
h [1]灰=[2]回[3]火悔贿[5]岁-[6]会汇{~集}发{头~，声母类化变读音还原失误 }
∅ [1]歪[5]秽 
ui 
p [2]肥[6]吠 
t [1]堆追{催促；追溯}[5]对[6]队坠{~绳索：铅垂线 }
tʰ [1]梯[2]锤□{耳~：耳垂}[3]腿[5]□{吐口水 }
l [2]雷[6]类累{连累 }
ts [1]隹[3]水[5]醉 
tsʰ [1]催推{~基古，比~尼；叉隹切}[3]揣{~度}[5]碎□{很，挺，非常}□{嘴 }
ɬ [1]虽荽[2]随[5]穗 
k [1]机-归□{鸟类嗉囊}[2]危[3]鬼几[5]贵瑰[6]跪柜 
kʰ [1]开-亏[3]诡[5]气-{断~}愧 
h [2]□{陶瓷}[3]毁{~谤}[5]慰纬 
∅ [1]威[2]围违为{行~}[3]苇[5]畏□{so-~：得人报酬}[6]胃位为{因~ }
au 
p [1]包[2]鍪{头~：头盔}[5]豹[6]貌 
pʰ [6]抱={~恨}
t [1]□{树木量词；耳空~：耳边}[2]投[3]斗[5]鬥{~力：较量}罩昼[6]豆脰闹- 
tʰ [1]偷[2]头[5]透 
l [2]流-留-头{暝~：晚上，声母类化变读}[5]□{掉落}[6]老-漏-□{bah-~lāu 风：暴风 }
ts [1]糟[3]蚤走-{跑}[5]灶□{相~：挑唆 }
tsʰ [1]抄操{~练}□{~闹：争吵}[3]草-□{力~：力气 }
ɬ [5]扫 
k [1]交沟钩□{lau-~：遗落}[2]猴[3]狡九狗[5]酵={无~节}教=遘{到}[6]厚- 
kʰ [1]抠{雕刻}阄[3]口-巧- 
h [2]肴[3]吼{哭}[5]孝[6]效后-{~生：年轻 }
∅ [2]喉[5]□{破~：破烂的}[6]后-侯-{~白：虚假，连读调 }
eu 
p [1]标[2]谋[3]表母=藐[6]标{~致，连读变调}妙 
pʰ [1]漂{~流}[3]漂{~白}[5]漂{漂洗 }
t [1]雕[2]朝条调跳[3]贮[5]钓鬥□{~踢：绊倒}[6]抖召偌{~夥：多么地 }
tʰ [1]挑[5]超跳粜 
l [2]寮□{碱}□{tā-~（玩）}[3]了[6]料陋漏={血~ē病 }
ts [1]招[2]饶[3]少鸟-走={~兽}扰[5]诏照皱数-{~个}[6]借 
tsʰ [2]愁□{调整}[5]笑-臭[6]尺 
ɬ [1]消箫烧搜小{~礼：羞耻，连读调}[2]□{~~：常常}[3]小痟□{衰~：面黄肌瘦}[5]少{~年}笑=数-{动词}[6]绍惜-{疼爱；爱；贪恋 }
k [1]骄浇{加，掺入}[3]苟偶[5]叫[6]轿 
kʰ [3]口={夸~：夸赞}巧[5]扣{计算；扣押；骹手~：枷锁 }
h [2]侯={诸~；~伯：王侯}□{虚~：虚假}[3]晓[6]后=厚=候 
∅ [1]腰枵{~饿：饥饿}[2]摇谣窑[3]舀[5]要□{拿}[6]耀 
ou 
p [1]埔夫-{丈~：老公}[2]蒲漠模□{~雾：云雾}[3]补姥{老婆}斧某亩[5]布[6]部步慕 
pʰ [1]铺[3]普谱[5]□{~袋：麻袋 }
m [1]摸[5]墓 
