	参考来源：《如皋方言的音韵地理研究》、《如皋方言研究》、抖音	音系说明：乡间部分地区将f念做ɸ；北部日母均读ʐ，南部均为零声母				
	阴平	阳平	上声	阴去	阴入	阳入
	31	35	213	33	3	35
tsɿ	知蜘资支枝肢咨资姿脂兹孜之芝		紫只姊旨子止	智翅至挚置志制		
tsʰɿ	雌差（参~）疵痴治蚩巳自字寺	驰池弛瓷迟茨慈磁词祠饲辞持	此耻齿	刺赐次伺		
sɿ	斯撕施私师狮尸思司丝是氏似士仕俟市事侍	时鲥	死矢屎史使驶始	视祀四肆示嗜试世势逝誓		
nɪ			你			
pɪᶨ	屄		彼比鄙媲	秘泌闭=避=币弊		
pʰɪᶨ	披坯被避-	脾啤皮疲琵便（~宜）	痞丕	屁		
mɪᶨ	妹-	弥麋糜迷霉（倒~）	米	蚁-		
nɪᶨ	腻-	尼泥倪霓		腻=睨		
lɪᶨ	詈茘利吏隶丽俪例厉励俐痢离-泪-	离=璃篱罹梨厘黎犁	狸里鲤李礼蠡			
tɕɪᶨ	羁饥姬基肌机饥鸡箕低		姐=几纪（姓）己挤底抵	纪冀季既霁济寄计继祭系（~带子）际忌=帝缔		
tɕʰɪᶨ	欺期妻栖溪=（古~）奚=蹊技妓忌-梯=弟第地	奇骑祁琪棋其旗祈齐脐溪-奚-啼蹄提题	起岂启体	弃器气憇汽嚏替剃悌递		
ɕɪᶨ	熙希稀西牺犀兮	携	嬉徙玺喜洗	戏细系		
ɪᶨ	伊医衣依义议异毅艺	宜仪移夷姨胰疑饴贻颐遗懿	倚椅矣以已蚁=乙=	意诣亿忆		
puᵝ			补捕=	布怖		
pʰuᵝ	铺（~床）潽簿部步	蒲菩葡	甫谱圃浦普哺脯捕-辅-	铺（店~）		
fuᵝ	夫肤敷父妇	孚符扶芙巫浮	府俯斧抚釜腐辅=	赋付傅赴附负富副阜讣		
vuᵝ	污乌呜务-护-	吴吾梧毋无	五午侮武舞忤	晤误恶务=雾戊		
tuᵝ	都		堵赌睹肚=	蠹妒		
tʰuᵝ	杜度渡镀肚-	图屠徒途涂荼	土吐	兔		
luᵝ	赂路露鹭	卢炉芦庐	卤鲁橹			
tsuᵝ	租猪诸蛛诛朱珠朱		祖组阻煮主拄	贮伫著驻铸注蛀		
tsʰuᵝ	粗初柱助住箸	除储锄厨雏	楚处（~理）暑鼠杵	醋处（~长）		
suᵝ	苏酥疏梳舒书输抒殊=竖树	殊-	数（~个数）薯	墅溯塑诉素庶恕数（~字）戌漱		
ʐuᵝ		如茹儒孺	汝乳			
kuᵝ	孤箍辜姑菇估=		蛊贾（商~）古股鼓估-	固锢故雇顾		
kʰuᵝ	枯骷		苦	库裤		
xuᵝ	呼乎户互护=瓠	壶狐胡湖糊蝴葫	虎			
nyᶨ			女			
lyᶨ	泪-虑滤	驴雷-	履吕侣铝旅屡			
tɕyᶨ	车居拘驹苣堆-		嘴-举	巨拒=炬距=距句=锯据具=俱惧对-兑-		
