#i			
tsʰ	[1]青{～色}腥{～臊}星{红～}生{～鱼～肉}亲{～姆：亲家母}鲜{鱼真～：鱼很新鲜}凄{～惨}清{～明}[3]醒{睏～}浅{～色}		
s	[1]生{～日}牲{～畜}鉎{铁～：生铁}[2]盐{青果～：一种蜜饯}[5]扇{绣花～}姓{～名}[6]盐{醃：用药物等刺激皮肤或粘膜使感到疼痛}豉{豆～}		
k	[1]庚{～时}更{三～半暝}羹{肉～}经{～纱}碱{～籽粿：放碱的米粿}惊{～蜇}[2]舷{边沿}[3]哽{喉咙～着}[5]见{看～}径{算盘～}		
kʰ	[1]坑{深～}[2]钳{～工}		
ŋ	[6]硬{软～}		
h	[5]□{抛掷}[6]砚{墨～}		
∅	[1]婴{查某～：小女孩}[2]圆{～扁}楹{～仔}丸{肉～}[3]□{幼芽}[5]燕{～仔}[6]院{医～}易{容～}		
#ĩʔ			
m	[8]物{～件：东西}		
n	[7]□{～目}蹑{～骹尖：踮脚尖}[8]捏{～紧}		
s	[7]□{～蜀下：闪一下}		
#ui			
p	[2]肥{～猪}[5]痱{～仔}[6]吠{狗～}		
pʰ	[5]屁{放～}□{～痰：吐痰}		
t	[1]堆{沙～}追[2]捶[5]对碓{石～}[6]队兑{～钱}坠{～落}		
tʰ	[1]梯{楼～}推{～动}[2]锤{铁～}[3]腿[5]替{相～}蜕{～化变质}[6]坠{物件～落去：东西掉下去}		
l	[1]镭{铜～：铜钱}[2]雷擂镭{化学元素名}[3]磊儡垒累□{量词：蜀～花}[5]累{连～}类		
ts	[1]锥椎[2]□{刀戳东西}[3]水{大～}嘴{好喙～：形容人嘴甜}[5]醉		
tsʰ	[1]吹{～牛}炊{～事员}崔催[5]翠萃瘁粹碎{米～}喙{嘴}		
s	[1]虽绥蓑{棕～:棕毛编的蓑衣}[2]随隋垂谁箠[3]水{风～}髓{入～}[5]碎{粉身～骨}[6]瑞遂隧祟睡{～眠}		
k	[1]规龟{乌～}归机{布～}硅闺{～女}瑰[2]葵{向日～}逵怀{～带：怀胎}[3]鬼癸诡几{疑问代词：～只牛}轨{无～电车}[5]贵桂季刽{～子手}挂{～物件}[6]柜跪		
kʰ	[1]开亏窥[3]轨{铁～}傀{～儡}[5]愧溃气{断～}		
ɡ	[2]危巍桅[6]伪魏		
h	[1]非菲妃霏扉蜚挥徽辉飞{～机}[2]瓷{～碗}[3]匪诽斐翡毁[5]肺{心～}费卉{花～}讳{忌～}[6]沸惠{～请}慧{智～}彗		
∅	[1]威衣{胎盘}[2]围韦为唯惟帷维{～持}遗{～留}违[3]伟纬炜逶委萎[5]畏慰蔚尉[6]位胃谓猬为画{～图}		
#uiʔ			
p	[8]拔		
k	[7]刮{～鼻}		
h	[7]血{流～}		
∅	[7]□{挖}[8]划{笔～}		
#uĩ			
m	[2]煤媒{花～}枚玫霉酶梅{～花}莓[3]每[6]昧妹		
k	[5]惯{世～：习惯}		
kʰ	[5]快{～活}		
h	[2]横{蛮～}		
#u			
p	[2]烰{～香薯：煨白薯}□{匏瓜}[5]富{真～}[6]伏{孵}妇{新～：媳妇}		
pʰ	[2]浮{～沉}葡{～萄}芙{～蓉}[3]殕{食物上长出白毛}□{迷蒙不清：~～光}[6]□{水沸腾冒出状}		
b	[1]巫{小～}诬{～告}[2]无芜[3]抚{～慰}母{老～}武侮舞姆{保～}[6]雾务		
t	[1]堆{涂～}推{～车}蛛{蜘～}株{大～}[2]厨{～房}橱{衫～：衣柜}除{扫～}[3]拄[5]注{大～钱}著{～作}[6]苧		
tʰ	[3]储		
l	[2]驴儒孺如渝愉瑜逾[3]女汝旅屡褛履侣吕愈{～来～好}[5]□{来回擦}[6]吕{姓氏}铝虑滤裕喻		
ts	[1]朱珠{珍～}株诛诸资咨姿兹滋[2]慈磁糍{～粑}雌瓷薯{蕃～}蜍{蟑～:一种蛙类动物}[3]子{弟～}煮主[5]注{～意}蛀{～虫}驻[6]自字{文～}住聚		
tsʰ	[1]差{参～}疵蛆趋□{铺：~被}[3]此取娶处{～理}鼠{竹～}[5]处{总务～}次厝觑{～目}趣[6]□{向下滑坡}		
s	[1]输斯私{～自}司{～令}思{～想}师{老～}狮需须{必～}书{～本}伺[2]殊薯{～类}词祠辞{～典}[3]死{生离～别}迁徙玺{玉～}驶{驾～}史{历～}使{～用}署鼠{～目寸光}[5]四{～书五经}肆{放～}赐戍恕絮使{出～}士事仕绪嗣敍巳树{建～}序{秩～}似{相～}饲{～养}屿{鼓浪～}侍{～从}祀{祭～}		
k	[1]居车拘驹痀{驼背}龟{大~}[2]渠瞿[3]举矩久{～长}韭{～菜}[5]句锯据灸{针～}[6]旧{新～}舅{大～}臼{石～}巨拒炬距		
kʰ	[1]驱躯区丘{姓氏}[2]□{蹲下}[3]臼{舂～}柩{蜀～棺材}		
ɡ	[2]娱愚虞鱼牛[3]语[6]誉		
h	[1]夫{～人}肤麸虚墟灰{火～}[2]扶{～助}浮俘符芙[3]府斧{～斤}腑脯{鱼～}甫俯腐{～败}许{允～}[5]赴讣付附赋副富{～贵}傅[6]腐{豆～}妇{～女}负父		
∅	[1]迂淤污{贪～}[2]于余盂俞[3]雨{～水：节气}予羽{～毛}与{给～}宇禹[5]□{贴在热处取暖}[6]有{～米}豫预{～备}		
#uʔ			
pʰ	[7]□{～芽：冒出来芽}		
t	[7]□{～头：低垂头}[8]揬{戳：～蜀空}		
tʰ	[7]托{～起来}[8]□{迂拙}		
s	[7]□{吮吸}		
kʰ	[8]□{久煮}		
∅	[7]㫬{～烧}		
#iu			
p	[1]彪		
b	[6]谬		
t	[1]丢[2]绸稠筹畴[3]肘[5]昼[6]纣宙粙{水稻}		
tʰ	[1]抽[3]丑{子～寅卯}		
l	[1]溜[2]流{～水}刘留{保～}榴瘤琉柔揉[3]柳纽扭钮[5]溜[6]馏		
ts	[1]周洲州舟珠{目～}[3]帚{敝～自诊}守{～门}酒[5]咒蛀{～虫}[6]就		
tsʰ	[1]秋鳅鬚{喙～：胡须}[2]愁酋囚[3]手{大～}丑{：相貌丑}帚{扫～}[5]臭[6]树{大～}		
s	[1]收修羞[3]泅囚[3]守{保～}首手[5]兽狩秀绣锈袖[6]受授寿岫{禽兽窝穴：鸡～;虎～}		
k	[1]鸠勼{～骹～手：收缩}阄[2]求球仇{姓氏}[3]久九玖[5]救究纠疚灸[6]旧臼舅柩{灵～}咎		
kʰ	[1]丘{～陵}邱{姓氏}蚯[2]□{～筋：收缩}[6]□{年糕软又韧，与‘脆’相对}		
h	[1]休[2]裘{棉～}[3]朽[5]嗅		
∅	[1]幽优忧悠[2]油邮犹游尤[3]友有{所～权}诱[5]幼[6]又右宥柚釉		
#iũ			
t	[1]张{姓氏}[2]场{工～}[3]长{队～}[5]涨{～大水}帐{蠓～：蚊帐}胀{腹肚～}[6]丈{姑～}		
l	[2]娘{姑～}粮{米～}量{～米}梁{姓氏}凉{～伞}[3]两{三～}[6]量{大～：大量}让{～路}		
ts	[1]章{文～}樟{～脑}浆{豆～}[2]裳{衣～}[3]蒋{姓氏}掌{手～}桨{船～}[5]酱{豆～}[6]上{～楼梯}养{头～：头胎}痒{头～}		
tsʰ	[1]昌鲳{～鱼}枪{刀～}[2]墙{围～}扬{～栗}杨{～梅}蓉{芙～：地名}[3]抢{～劫}厂{工～}[5]唱{～歌}[6]象{大～}像{亲～：就像}上{～水}橡{～□：橡皮}		
s	[1]伤{～好：过分，太}箱{皮～}厢{车～}镶{～金喙齿：镶金牙}[2]疡{粘液}[3]赏{～钱}[5]相{生～}[6]和{～尚}□{想}		
k	[1]薑{～田}荆{～仔柴}獐{山～}		
kʰ	[1]腔{口～}		
h	[1]乡{～下}香{烧～}[3]响{～声}		
∅	[1]鸯{鸳～}[2]羊{山～}洋{田～：平原水田}烊{融化}[3]养{～兮：抱来养的}[6]样{模～}		
#iuʔ			
t	[7]□{肌肉抽搐抖动}		
k	[7]□{起皱}		
#a			
p	[1]巴{～黎}芭疤□{手掌张开打}[2]爬{～地龙}琶{琵～}爸{阿～：面称}耙杷{枇～}[3]把{～握}饱{食～}靶{～场}[5]霸坝豹{虎～}[6]爸{阿～：面称}罢{～工}		
pʰ	[1]抛{～网}脬{卵～：阴囊}葩{量词：蜀～灯}[2]耙[5]帕{手～}泡{水～}怕{可～}[6]泡{水～}疱		
b	[2]麻{～木}猫{山～}[6]密{门关～}觅{～头路：找职业}		
t	[1]焦{干燥}礁{海～}[2]茶□{枯～：干枯}[5]罩{口～}[6]大{～家：婆婆}丈{～夫：男子}奈{无～何}		
tʰ	[1]他{其～}[5]𤙴{用尖状物挑物}[6]䖳{水～}		
l	[1]拉{拖～}喇{～叭}[2]萝{～卜}铙{～钹}□{～蜈：蜘蛛类}[6]闹{吵～}□{搅拌}		
ts	[1]查渣{～滓}楂{山～}喳[2]查{～处}[3]早{～起：早上}[5]炸榨蚱诈{～骗}[6]昨{～日}		
tsʰ	[1]叉{～开}差{～别}杈{～枝}岔{三～街}[2]查{～处}柴{～火}材{棺～}樵[3]炒{～饭}吵{～闹}		
s	[1]纱{～窗}沙{姓氏}鲨痧□{一手总抓起来}		
k	[1]胶{～布}铰{～刀}茭{～白：笋名}交{～定}佳{～节}家{国～}加{参～}嘉{～奖}家{～具}痂[3]绞{～动}搅{滚～}贾假{～设}[5]稼嫁{～接}价{～格}架{～设}驾假教{～示}校{～场}漖{稀}[6]咬		
kʰ	[1]骹{脚}尻{～川：屁股}[3]卡{～片}巧{～妙}[5]敲□{裁减，揩油}较{～好}		
ɡ	[2]牙{脱～}芽蚜衙{～门}[6]讶{惊～}		
h	[2]遐霞{晚～}虾暇□{腰间系皮带的动作}[5]孝{带～}吓[6]下{上～}夏{立～}厦{大～}		
∅	[1]阿{～兄：词头}丫鸦[3]哑{～口无言}仔{椅～：词尾}[5]亚{～洲}也{～是}		
#aʔ			
p	[7]百{三～}		
pʰ	[7]拍{～打}		
b	[7]□{肉}		
t	[7]搭{～车}答{～应}帖{～邮票}[8]踏{出力～}		
tʰ	[7]塔{宝～}獭{水～}[8]沓{蜀～纸：量词}叠{～悬：叠高}		
l	[7]蜡{～烛}猎{拍～：打猎}腊{～肠}历{～日：日历}		
ts	[7]扎{结～}札[8]闸{水～}铡{～刀}截{围～}		
tsʰ	[7]插{手}		
s	[8]煠{食物放开水里稍煮即取出}		
k	[7]夹{～别样物件}甲{～等}胛{肩～}钾盖{～被}合教{差使～}		
kʰ	[7]较{～好}籗{鱼～}[8]□{门稍掩闭}		
h	[7]合{～身}□{竹、笋壳下的膜}哈{嘻嘻～～}		
∅	[7]鸭{～母}压{～尺}押{抵～}[8]盒{～仔：小盒子}匣{镜～}		
#ã			
pʰ	[5]□{质地松，不结实}		
m	[2]妈{母亲}麻{～烦}[3]马{姓氏}玛{～瑙}妈{祖母：外～}码[6]骂		
t	[1]担{挑}□{现在}[3]胆{大～}打疸{黄～}[5]担{重～}[6]诞		
tʰ	[3]坦{平～}挺{～胸}		
n	[2]林{树～}蓝{姓氏}篮{竹～}岩{龙～：地名}[3]榄{橄～}拿娜挪{～用}[5]爁{闪～：打闪}[6]□{～是：如果}		
ts	[6]□{舀取干的粒状物：～米}		
s	[1]衫{～裤}三{～月}相{～拍：相打}		
k	[1]监{～狱}甘{喙～～：嘴里甘美的感觉}柑{红～}[2]含{喙～物件}[3]敢{～做}橄{～榄}[6]酵{发～}		
kʰ	[1]坩{～仔}		
ŋ	[2]岩{龙～：地名}[3]雅		
h	[2]□{发问词：相当于‘怎么’‘怎么样’‘为什么’}[6]□{小缝隙}		
∅	[2]含{包容;袒护}[5]□{～头：头向下}[6]馅		
#ãʔ			
n	[7]□{凹陷}		
s	[8]□{猛扑并抓住}		
h	[7]□{热气辐射}		
#ia			
t	[1]爹		
l	[3]惹		
ts	[1]遮[2]□{这儿}[3]者姐{小～}[5]蔗炙鹧{～鸪}借{～口}		
tsʰ	[1]车奢{～侈}[2]斜{～坡}		
s	[1]些赊畬[2]斜邪蛇豺{～狗}[3]写舍[5]舍捨卸泻[6]射麝{～香}社谢夕{七～}□{～石：大理石}		
k	[2]崎{高～：地名}[5]寄		
kʰ	[1]奇{单数}[2]骑{～马}[6]徛{站}		
ɡ	[2]鹅{～卵}蜈{～蚣}		
h	[1]靴[2]□{那儿}[6]瓦{厝～}蚁{狗～：大蚁}		
∅	[1]呀[2]爷耶[3]野冶也[5]□{疲乏，累}		
#iaʔ			
p	[7]壁{～顶}		
pʰ	[7]辟{～开}僻{怪～}癖{怪～}[8]甓{厝～}□{出～：出麻疹}		
t	[7]摘{～要}[8]籴{～米}		
tʰ	[7]拆{～开}斥{驳～}		
l	[7]迹{骹～：脚印}[8]掠{捉拿}		
ts	[7]迹{痕～}只{量词}脊{胛～：脊背}睫{目～毛}雀则{才}[8]食{～饭}		
tsʰ	[7]赤{～色}		
s	[7]锡{～箔}削{～笔}[8]勺{饭～}席		
k	[8]屐{柴～：木屐}揭{～旗：举起旗}		
kʰ	[7]隙		
ɡ	[7]揭[8]额{数～}揭		
h	[7]□{那么}[8]额{～头}		
∅	[7]益{进～}□{挖}[8]役{差～}页{第几～}易{佳～：畅销货}蝶{美～：蝴蝶}驿		
#iã			
p	[1]□{用力摔}[2]平{～仄}[3]丙{～等}饼{大～}[5]拼{～命}摒{～扫}		
pʰ	[1]𩩍{胛脊～}[2]平{～本：拿回本钱}坪{草～}[3]饼{量词：蜀大～：一大片}		
m	[2]名{大～}明{清～}[6]命{性～}		
t	[2]庭{外～}呈{～文}埕{栗～}[3]鼎{铁～：铁锅}[5]碇{抛～：抛铺}[6]定{～房间}锭{金～}		
tʰ	[2]程{工～}[5]□{疼}		
n	[2]娘{伊～：他母亲}[3]领{带～}岭{山～}[6]尔{～～：一点点，不过如此而已}		
ts	[1]精{～肉}正{～月}[2]成{～人}诚{～实}情{亲～}晴{天～}[3]䭕{味淡}[6]正{～面}		
tsʰ	[1]清{福～：地名}[2]成{～全}[3]请{～客}且{而～}[5]倩{雇佣}		
s	[1]声{大～}[2]成{几～}城{～市}□{诱惑}[3]□{～侬：什么人}[5]圣{灵验}[6]𣛮{～篮}		
k	[1]惊{免～}京{～城}[2]行{～路}[3]囝{孩子}[5]镜{玻璃～}[6]件{量词}健{勇～：健壮}		
kʰ	[1]轻{～薄：柔弱}		
ŋ	[2]迎{～神}		
h	[1]兄{～弟}[2]燃{～火}惶{惊～}[5]向{～时：昔日}[6]艾{～棉}		
∅	[1]缨{红～}[2]营{军～}萤{～火虫}盈{～利}蠃{拍～}[3]影{阴～}[6]焰{火～}飏{～～飞：四处飘散}		
#iãʔ			
h	[7]吓{惊～}□{～衫：手拿东西}		
#ua			
p	[5]簸{～箕}		
pʰ	[1]披{～衫}[5]破{～碗}		
b	[2]磨{～刀}		
t	[5]带{～皮}[6]大{～细：大小}舵{船～}		
tʰ	[1]拖{～欠}[5]泰{长～：地名}		
l	[2]箩{米～}[6]赖{姓氏}□{多少}		
ts	[1]抓[2]蛇{毒～}[3]纸{白～}笊{～篱}爪{～牙}[6]誓{咒～}		
tsʰ	[5]蔡{姓氏}		
s	[1]沙{～子}鲨{～鱼}痧{着～：中暑}[3]耍徙{～动}[5]□{接续}		
k	[1]瓜{～菜}歌{唱～}柯{姓氏}羁{注足停留}过{蔬菜等老}[3]寡[5]卦褂挂{～号}芥{～菜}盖过{罪～}		
kʰ	[1]夸垮[3]可{小～}[5]□{靠}		
ɡ	[3]我瓦[6]外{～国}		
h	[1]花{姓氏}[2]华[5]化{～学}[6]画{国～}话{～别}		
∅	[1]蛙{青～}娃洼娲挖{～洞}[2]何{～厝：地名}[3]倚{～靠}[6]画{～图}话{～梅}		
#uaʔ			
p	[7]拨{～款}钵{碗～}[8]蹳{跌倒}䥽		
pʰ	[7]泼{～雨}[8]□{披：～衫}		
b	[7]抹{～药}[8]末{粉～}		
tʰ	[7]屉{桌～}脱{㪗～}獭		
l	[7]□{厮打}[8]捋{～喙须：捋胡子}热{～天}		
ts	[7]□{摇晃}[8]□{扭伤，擦失}□{家～：蟑螂}		
tsʰ	[7]擦{～番薯签}泄{～屎}□{颤抖}[8]□{歪斜不正}		
s	[7]煞{歇～：歇过了}杀{鸡～血}刷{印～厂}		
k	[7]葛{姓氏}割{～纸}刮{～刀}括{包～}		
kʰ	[7]阔{宽～}渴{喙～：口渴}		
h	[7]喝{大声～}砉[8]伐{大～：大步}		
∅	[8]活{～动}		
#uã			
p	[1]搬{～动}般[2]盘{菜～}[3]坂{莲～：地名}[5]半{～身}绊{～索}[6]伴拌{～面}		
pʰ	[1]潘{姓氏}[2]盘{～山}[5]判{审～}贩{～货}[6]伴{同～}		
m	[1]□{披在肩上}[2]麻{～索：麻蝇}瞒{～骗}鳗{～鱼}[3]满{水～}		
t	[1]单{清～}端{因～：原因}[2]弹{～琴}坛{祭～}檀{～香}[5]旦{花～}[6]弹{～棉被}段{第几～}惰{臭～：懒惰}		
tʰ	[1]滩{海～}摊{册～：书摊}[3]㔊{～草}[5]炭{火～：木炭}□{滋漫开}		
n	[2]栏{报～}拦{～截}[3]□{～面粉：揉搅}[6]烂{～布}僆{鸡～：未成年的母鸡}澜{口水}懒{真～}		
ts	[1]煎{～药}[2]泉{水～}残{喙～：唾沫星儿}[3]盏{酒～}[5]煎{～油}[6]溅{水～}贱{甘烂伓甘～：宁愿烂掉也不贱卖}		
tsʰ	[1]䉔{刺芒}[3]癣{生～}[5]灿{显赫}串{门～}		
s	[1]山{大～}[3]散{药～}产{～房}[5]伞{雨～}散{～会}汕{～头：地名}线{针～}腺{淋巴～}		
k	[1]肝{～病}官{大～}棺{～材}竿{竹～}乾{鱼～}菅{～草}[2]寒{天～}[3]赶{～路}[5]观{道～}[6]汗{流～}		
kʰ	[1]宽[3]款{～～来}[5]看{～见}		
h	[1]欢{～喜}[2]□{打鼾}[6]岸{海～}旱{苦～：旱灾}焊{电～}扞{扶着}		
∅	[1]安{同～：地名}鞍{马～}垵{曾厝～：地名}[3]碗{～箸}腕{～骨}[5]晏{迟}案{香～}[6]换{交～}		
#o			
p	[1]玻褒菠{～菜}波[2]婆[3]保宝跛[5]报簸{颠～}[6]暴{风～}		
pʰ	[1]坡波[3]颇[5]破{～坏}[6]抱{～囝}部{蜀～册：量词}		
b	[2]毛{无}[6]帽磨{石～}		
t	[1]刀[2]驼砣佗陀焘涛萄逃淘陶桃{杨～}[3]朵躲祷岛捣倒[5]剁垛倒到[6]堕驮舵{～手}盗导道惰{～性}悼蹈		
tʰ	[1]拖{～拉}[2]桃{～仔}[3]妥讨[5]套唾		
l	[2]罗锣逻骡螺牢劳痨捞脶{～纹}啰{～嗦}醪{浑浊}捼[3]老{长～}恼瑙脑{～力劳动}[5]□{身长}[6]涝		
ts	[1]遭糟[2]曹槽[3]左佐枣蚤藻早[5]做灶[6]坐座造皂		
tsʰ	[1]搓磋操{～行}臊{～味}[3]楚{清～}草{甘～}[5]锉挫剉{～柴：砍断}糙{～米}躁{急～}错措[6]造		
s	[1]梭唆娑骚{风～}搓{～圆}臊[2]□{慢慢蠕动}[3]锁琐嫂[5]扫{粪～：垃圾}臊{～性}躁燥		
k	[1]哥歌{～咏队}锅{～炉}戈膏高羔糕篙{竹～}过[2]□{缠糊着}[3]果{结～}粿裹{包～}稿[5]过{记～}个告{～别}[6]号{年～}□{慢慢滚动}		
kʰ	[1]科{～学}苛轲[3]可{～口}考烤拷洘{稠}[5]靠课{功～}铐		
ɡ	[2]俄蛾鹅熬鳌遨[6]卧饿傲		
h	[1]薅[2]河何{如～}和{～平}荷{～花}禾豪壕毫蠔[3]好伙[5]货[6]祸{兵～}号{～码}浩晧		
∅	[1]倭窝蜗婀阿{赞美}[2]蠔{买～}荷{～山}[3]袄[5]奥澳懊		
#oʔ			
p	[7]博{没有把握的尝试，希望侥幸得到某种东西}[8]薄{厚～}泊箔		
pʰ	[7]粕{豆～}朴{～实}		
t	[7]桌{椅～}卓{姓氏}[8]着{火～}		
tʰ	[7]□{举止缓慢}		
l	[7]落{～后日：大后天}[8]洛{～阳}骆{姓氏}落{～雨}		
ts	[7]作{～穑：干活}[8]昨{～日}□{四处奔命}		
tsʰ	[7]□{说粗话}		
s	[7]索{绳～：绳子}束{～水}[8]镯{玉～}		
k	[7]搁{耽～}胳{～下空：腋下}阁{楼～}廓{城～}各佫{又}		
h	[7]鹤{白～}		
∅	[7]恶{难}[8]学{～堂：学校}		
#io			
p	[1]标{～枪}镖{保～}[3]表{手～}裱{～褙}[6]鳔{鱼～}		
pʰ	[2]瓢{水～}薸[5]票{戏～}漂{～白粉}		
b	[2]描瞄[6]庙{寺～}		
t	[2]潮{～州：地名}长{～泰：地名}跳{上下跳动}[5]钓{～鱼}[6]赵{姓氏}		
tʰ	[1]挑{～刺}[2]跳{弹跳}[5]粜{～米}		
l	[2]□{在液体表层捞取某种东西}[6]尿{放～：小便}		
ts	[1]招{～生}椒{辣～}蕉{芭～}[3]少{真～}[5]照{～片}醮{做～}		
tsʰ	[1]□{发情}[5]笑{大～}唱{～喏}[6]耀{照光}		
s	[1]烧{火～}霄{云～：地名}肖{姓氏}萧{姓氏}相{～拍：相打}[3]小{～妹}[5]邵{姓氏}		
k	[2]茄桥{大～}荞{～头}[5]叫{大声～}[6]轿{花～}		
kʰ	[5]窍{做～}		
ɡ	[6]□{露～：蕌头}		
h	[1]靴		
∅	[1]幺{一的另一种叫法}腰{～部}□{养育}[2]摇{～动}窑{瓷～}[3]舀{～水}		
#ioʔ			
t	[7]擢{提拔}[8]着{对，正确}		
l	[8]略{～～仔：稍微}弱		
ts	[7]借{～钱}绩{棉～：棉胎}[8]石{～头}嚼{咀～}		
tsʰ	[7]尺{公～}螫{被小虫等咬}□{～日：照射}[8]席{草～}		
s	[7]惜{可～}[8]液{手～：手汗}俗{价贱}		
k	[7]脚{～夫}		
kʰ	[7]□{拾，捡}		
h	[7]歇[8]箬{叶子}		
∅	[7]约{猜}鬻{水～出来}[8]药{火～}钥		
#ɔ			
p	[1]晡{下～：下午}埠埔夫{丈～：男子}[2]蒲袍{龙～}捕匍{～匐}[3]补{～充}脯{果～}斧{～头}[5]布怖播{广～}傅{姓氏}[6]哺捕部{～队}		
pʰ	[1]铺麸{麦～}[2]莆{～田：地名}菩{～萨}扶[3]普谱浦埔{黄～：地名}圃[5]铺{店～}[6]薄{笔记～}		
b	[2]模摹谋眸牟[3]畝牡姥某母[6]幕墓暮募茂瑁戊		
t	[1]都兜[2]途徒图屠涂{糊～}投厨{～子师：厨师}[3]赌睹堵肚斗[5]妒斗{～争}[6]度渡镀杜肚豆痘脰窦{姓氏}		
tʰ	[1]偷[2]塗{泥土}头[3]土㪗[5]兔透		
l	[2]卢炉芦庐颅楼奴[3]鲁虏橹卤{鱼～肉}努{～力:费力}[6]卤{盐～}路鹭露赂陋漏		
ts	[1]租邹[2]刍雏[3]阻祖组组走[5]奏揍皱绉[6]助骤		
tsʰ	[1]初粗[3]楚{～国}[5]醋凑		
s	[1]苏酥舒梳蔬{～菜}疏{～密}搜[3]所叟[5]数{～学}诉素		
k	[1]姑菇沽辜孤枯沟钩[2]糊{～纸}[3]估鼓股贾古诂钴狗垢[5]故顾雇固锢购构够		
