a
p [1] 巴芭疤 [2] 拔跋 [3] 把八剥扒捌靶 [5] 霸坝爸罢鲅雹
p‘ [2] 爬琶耙 [3] 趴 [5] 怕帕 · 杷{枇~}
m [1] 妈 [2] 麻 [3] 马码抹{~布、~平} [5] 骂 · 蟆{蛤~}
f [2] 乏伐罚筏垡砝 [3] 法 · 发{头~}
t [2] 答沓打{【量词】}达 [3] 搭打{【动词】}褡 [5] 大
t‘ [1] 他她它 [3] 塔獭踏塌 [5] 拓{~本}榻
n [2] 拿 [3] 哪 [5] 那纳捺
l [1] 啦{哗~}拉{~屎} [2] 拉{~呱} [3] 腊辣{~椒很~} [5] 蜡辣{~椒}落{~位}
ts [2] 杂札铡炸{用油~} [3] 扎眨闸 [5] 咋炸{爆~}乍榨 · 楂{山~}
ts‘ [1] 差{~别}叉杈 [2] 茶搽查{调~}察擦 [3] 插 [5] 岔差{~错}
s [1] 沙纱砂痧仨 [2] 刹{~车} [3] 杀洒撒{~种} [5] 厦撒{~谎}萨
ʃ [3] 傻
k [1] 疙{~瘩} [2] 葛 [3] 割 [5] 尬
k‘ [3] 渴 [5] 磕
x [1] □{【塌】房~了} [3] 喝哈
∅ [1] 阿啊 [2] 啊 [3] 啊 [5] 啊 · 啊
ia
l [3] 俩
c [1] 家加痂嘉佳袈 [2] 夹{老鼠~子、~住}挟 [3] 贾假{真~}胛{肩~}甲颊荚夹角 [5] 假{放~}驾嫁稼价 · 稼{庄~}
c‘ [3] 掐卡{关~}卡{头~子} [5] 恰洽
ç [1] 虾 [2] 霞匣瑕暇峡侠狭辖{管~} [3] 瞎 [5] 吓下厦{~门}
∅ [1] 丫桠{~杈} [2] 牙芽伢衙 [3] 雅哑压押鸦鸭亚 [5] 轧{被车~}
ua
ts [1] 抓{~一把} [3] 爪{鸡~子}抓{~俘虏}
s [1] 唰{【象声词】} [3] 刷
k [1] 瓜呱{~~叫} [3] 寡剐刮{~胡子、~风}呱{拉~} [5] 挂卦褂
k‘ [1] 夸 [3] 垮侉
x [1] 华{【人名用词】} [2] 华{中~}铧划滑猾 [3] 花哗{~啦} [5] 化华{姓}桦画话
∅ [2] 娃蛙 [3] 瓦{【名词】}袜挖{~勺子} [5] 瓦{【动词】}洼
ə
p [1] 波菠钵玻播饽 [2] 白拨脖驳伯博搏薄勃渤泊{梁山~} [3] 北百柏钹剥跛 [5] 簸薄{~荷}
p‘ [2] 婆颇坡□{~笔}泊 [3] 迫魄拍泼泡{~一尿} [5] 破珀
m [1] 摸 [2] 摩磨{~一~}魔摹{~仿} [3] 墨默麦脉末沫 [5] 抹{拐弯~角}莫寞漠陌磨{~刀}没{埋~}
t [2] 德{缺~} [3] 得德{人名用词}
t‘ [2] 特
l [2] 肋 [5] 乐 · 旯{旮~}
ts [2] 泽择{~菜}则贼责啧 [3] 摘窄仄
ts‘ [3] 册拆{~开} [5] 厕测侧恻策
s [3] 塞色涩啬 [5] 瑟
tʃ [1] 遮 [2] 折{~叠}浙蛰辙褶{~子}哲睫捷 [3] 者这{~里}姐接节疖 [5] 柘借 · 着{睡~附~}
tʃ‘ [1] 车 [3] 扯切 [5] 彻撤妾 · 趄{趔~}
ʃ [1] 些奢赊 [2] 折{~本}舌涉蛇邪斜 [3] 舍{~不得}舍{宿~}写屑 [5] 射卸麝{~香}摄设社泻谢泄
k [1] 哥 [3] 各格革隔阁疙旮胳搁葛 [5] 个
k‘ [1] 颗 [2] 壳咳颏 [3] 刻{用刀~}克刻{时~}客可
x [2] 盒河核{审~、果子~} [3] 黑 [5] 鹤赫合吓荷{~花} · 喝{吆~}
∅ [2] 峨额 [5] 鄂扼轭恶{善~}
iə
p [1] 瘪{~了} [2] 瘪{~三}别{离~、区~} [3] 鳖憋
p‘ [3] 撇{~捺、~油}
m [1] 乜咩 [3] 灭 [5] 蔑
t [1] 爹 [2] 叠叠碟谍蝶 [3] 跌
t‘ [3] 贴铁帖
n [2] 捏{扭扭~~}那{~些} [3] 捏{~东西}聂镊{~子} [5] 孽蹑
l [3] 咧劣趔{~趄}裂列烈 [5] 猎
c [2] 杰捷劫洁{【又读】} [3] 揭结
c‘ [2] 茄 [5] 怯
ç [2] 协胁携挟偕 [3] 血歇
∅ [1] 噎耶 [2] 爷 [3] 也野页叶热惹 [5] 夜靥拽业腋液
uə
t [1] 多 [2] 掇铎踱 [3] 朵躲垛夺 [5] 堕惰舵剁驮{【名词】}
t‘ [1] 拖 [2] 砣柁驮{【动词】} [3] 脱妥椭托庹讬{【量词】} · 驼{骆~}
n [2] 挪懦{~~蹭蹭【干活很慢】} [5] 糯诺懦{~弱}
l [1] 罗{~~嗦嗦} [2] 螺摞锣罗萝箩逻 [3] 捋洛骆烙裸络落 [5] 骡
ts [2] 昨柞啄琢浊拙镯浞着{衣~} [3] 左佐桌卓捉撮{~一~面条} [5] 作{工~、胡~非为}坐座做
ts‘ [1] 搓蹉撮{~合} [3] 戳 [5] 措错挫锉矬
s [1] 缩蓑{~衣}梭唆 [3] 锁琐索{绳~} [5] 朔 · 嗦{罗~}
tʃ [2] 绝嚼
tʃ‘ [1] 戳{指指~~} [3] 雀戳{~一下} [5] 绰却确{~实} · 鹊{喜~}
ʃ [2] 芍杓妁 [3] 削说雪薛 [5] 勺硕
k [1] 锅戈歌哥郭蝈 [2] 国{硌沙子~牙} [3] 各果裹椁 [5] 过
k‘ [3] 科棵颗括阔窠劁{【从中向用刀剪分开】} [5] 扩课廓
x [1] 豁 [2] 和{~面、~气}禾曷何活 [3] 火伙合伙 [5] 货和{~~水【名词】}祸贺褐鹤或惑霍 · 荷{薄~}
∅ [1] 窝蜗涡倭 [2] 俄鹅蛾讹恶{~心}娥 [3] 我握 [5] 卧饿沃噩
yə
n [2] 虐
l [2] 略 [3] 掠
c [1] 撅噘{~嘴} [2] 决诀爵倔{~强}橛蹶{脾气~}厥掘镢攫 [3] 脚角觉{知~}镢{~头}蹶 [5] 角{~色}
c‘ [1] 榷{把筷子~短} [2] 瘸茄{【又读】} [3] 缺阙确{的~}
ç [1] 靴 [2] 穴学
∅ [1] 约 [2] 月{~亮}曰弱{身体~}若 [3] 月{坐~}哕药钥{~匙} [5] 月{一~}悦阅跃乐{音~}岳粤越弱{~不禁风}
ər
∅ [2] 儿而 [3] 耳尔饵{【又读uə³】} [5] 二贰
ɿ
ts [1] 兹滋资咨姿淄辎芝之支枝肢栀{~子}花枳 [3] 紫子梓姊纸指旨仔滓止趾址吱{~声}脂 [5] 自字牸至志 · 滓{渣~}
ts‘ [1] 疵差{参~}嗤哆哧{【象声词】} [2] 瓷磁慈词祠辞雌匙{汤~} [3] 跐刺{【动词】}此齿侈 [5] 刺{【名词】}赐次伺侍嗣翅 · 匙{钥~}
s [1] 斯撕厮嘶司丝咝私思施诗师 [2] 时鲥 [3] 死使史驶虱屎始 [5] 四泗驷饲俟肆寺似祀是示士仕巳柿试恃嗜事视市轼氏
tʃ [1] 知蜘{~蛛}唧秩只{【量词】}籍藉{狼~} [2] 直值殖植置致侄执疾集即辑 [3] 炙只{【副词】}职织积质汁即鲫迹脊绩寂挤济 [5] 稚智治滞制掷痔雉穄际剂
tʃ‘ [1] 嗤痴叱溪妻萋 [2] 池驰迟持炽敕齐脐 [3] 尺耻斥赤吃七漆戚{休~与共} [5] 砌 · 戚{亲~}
ʃ [1] 西栖犀 [2] 实食蚀识十什石拾兮席 [3] 式失徙湿适释洗悉膝息熄媳习析惜昔淅犀袭玺锡夕汐 [5] 世饰势誓逝室细 · 识{认~}
i
