cid	character	initial	final	tone	note
1	多	t	o	44	
2	拖	th	o	44	
3	大	d	a	13	
4	锣	l	o	22	
5	左	ts	o	53	
6	歌	k	o	44	
7	个	k	o	24	
8	可	kh	o	53	
9	鹅	ŋ	o	22	
10	饿	ŋ	o	13	
11	河	x	o	22	
12	茄	dʑ	ia	22	
13	破	ph	o	24	
14	婆	b	o	22	
15	磨	m	o	24	
16	磨	m	o	13	
17	躲	t	o	53	
18	螺	l	o	22	
19	坐	dz	o	13	
20	锁	s	o	53	
21	果	k	o	53	
22	过	k	o	24	
23	课	kh	o	53	
24	火	x	o	53	
25	货	x	o	24	
26	祸	∅	o	24	
27	靴	ɕ	ye	44	
28	把	p	a	53	
29	爬	b	a	22	
30	马	m	a	53	
31	骂	m	a	13	
32	茶	dz	a	22	
33	沙	s	a	44	
34	假	tɕ	ia	53	
35	嫁	tɕ	ia	24	
36	牙	ŋ	a	22	白读
36	牙	∅	ia	22	文读
37	虾	x	a	44	
38	下	ɕ	ia	13	
39	夏	ɕ	ia	13	
40	哑	∅	a	53	
41	姐	tɕ	i	53	
42	借	tɕ	ie	24	
43	写	ɕ	ie	53	
44	斜	ɕ	ie	22	
45	谢	ɕ	ie	13	
46	车	tsh	a	44	
47	蛇	s	a	22	
48	射	s	e	13	
49	爷	∅	ie	22	
50	野	∅	ie	53	
51	夜	∅	ie	13	
52	瓜	k	ua	44	
53	瓦	ŋ	a	53	
54	花	x	ua	44	
55	化	∅	ua	22	
56	华	∅	ua	22	
57	谱	ph	u	53	
58	布	p	u	24	
59	铺	ph	u	53	
60	簿	b	u	13	
61	步	b	u	13	
62	赌	t	u	53	
63	土	th	u	53	
64	图	d	u	22	
65	杜	d	u	13	
66	奴	n	u	22	
67	路	l	u	13	
68	租	ts	u	44	
69	做	ts	o	24	
70	错	tsh	uo	24	
71	箍	kh	u	44	
72	古	k	u	53	
73	苦	kh	u	53	
74	裤	kh	u	24	
75	吴	∅	u	22	
76	五	∅	u	53	
77	虎	x	u	53	
78	壶	∅	u	22	
79	户	∅	u	13	
80	乌	∅	u	44	
81	女	ȵ	y	53	
82	吕	l	y	53	
83	徐	ɕ	i	22	
84	猪	tɕ	y	44	
85	除	dʑ	y	22	
86	初	tsh	u	44	
87	锄	dz	u	22	
88	所	s	u	53	
89	书	s	u	44	
90	鼠	tɕh	y	53	
91	如	l	u	22	
92	举	tɕ	y	13	
93	锯	tɕ	y	24	
94	去	tɕh	y	24	
95	渠	dʑ	y	22	
96	鱼	∅	y	22	
97	许	ɕ	y	53	
98	余	∅	y	22	
99	府	f	u	44	
100	付	f	u	24	
101	父	f	u	13	
102	武	∅	u	13	
103	雾	∅	u	13	
104	取	tɕh	y	53	
105	柱	dʑ	y	13	
