// HSD Syllabary Data Partition
// 地区：山西省-晉中市-左權縣-城關
// 来源：王希哲《左權方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-左權縣-城關
@SRC	王希哲《左權方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	x	Ø
@FIN	a
@TON	陰平	53
@TON	上聲	53
@TON	陽平	21
@TON	去聲	35
@TON	入聲	22

// Initial	Final	Tone	CharList (Space separated)
p	a	陰平	巴 芭 笆 疤 扒 叭
p	a	上聲	把1 靶
p	a	陽平	□{八個}
p	a	去聲	霸 把2{刀~兒} 罷 壩 □{~叉(分開)} □{粘,糊,碗裂啦~住些兒}
pʰ	a	陰平	趴
pʰ	a	陽平	爬 耙 乒{乓~球}
pʰ	a	去聲	怕
m	a	上聲	馬 碼
m	a	陽平	麻 蟆1
m	a	去聲	螞
m	a	入聲	嘛
f	a	陰平	乏
v	a	陰平	挖 蛙 窪 哇1 凹
v	a	上聲	瓦
v	a	陽平	娃
v	a	去聲	襪
v	a	入聲	哇2{語氣詞} □{個,如六~}
t	a	上聲	打
t	a	去聲	大1
tʰ	a	陰平	他1 她1 它1
tʰ	a	陽平	他2 她2 它2
n	a	陰平	那{姓}
n	a	上聲	哪
n	a	陽平	拿
l	a	陰平	拉1 啦 欄1{棚~}
l	a	上聲	喇
l	a	陽平	拉{割}
l	a	去聲	辣{~椒}
ts	a	陰平	渣 查 喳 蚱
ts	a	陽平	咱
ts	a	去聲	咋 炸1{~藥} 詐 榨 柵
tsʰ	a	陰平	叉1 差1{~距}
tsʰ	a	上聲	擦 衩 叉2{壩~開腿}
tsʰ	a	陽平	茶 搽 查 茬
tsʰ	a	去聲	差2 岔
s	a	陰平	沙 砂 紗 痧
s	a	上聲	傻 灑
s	a	去聲	廈1{大~} 虱2{老~(人身上的虱子)}
k	a	去聲	鴿
kʰ	a	陰平	咖
kʰ	a	上聲	卡1
x	a	陰平	哈
Ø	a	陰平	阿
Ø	a	入聲	啊
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-左權縣-城關
// 来源：王希哲《左權方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-左權縣-城關
@SRC	王希哲《左權方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	x
@FIN	aʔ
@TON	入聲	22

// Initial	Final	Tone	CharList (Space separated)
p	aʔ	入聲	八 捌 拔 剝 鉢 駁
pʰ	aʔ	入聲	髮{頭~}
m	aʔ	入聲	抹{~桌} 蟆
f	aʔ	入聲	發 罰 伐 法
v	aʔ	入聲	握
t	aʔ	入聲	搭 答 達
tʰ	aʔ	入聲	塌 遢 塔 踏 特 沓
n	aʔ	入聲	納 捺
l	aʔ	入聲	塌 辣{毒~} 臘 蠟
ts	aʔ	入聲	閘 軋 鍘 炸{~醬} 雜 □{~面(往硬面裡揉水)}
tsʰ	aʔ	入聲	插 察
