汉字	ipa	声母	韵母	声调	
研	ȵiɛn55	ȵ	iɛn	陰平55	
爭	tʃaŋ55	tʃ	aŋ	陰平55	
箏	tʃaŋ55	tʃ	aŋ	陰平55	
睜	tʃaŋ55	tʃ	aŋ	陰平55	
撐	tʃʰaŋ55	tʃʰ	aŋ	陰平55	
生	ʃaŋ55	ʃ	aŋ	陰平55	
甥	ʃaŋ55	ʃ	aŋ	陰平55	
牲	ʃaŋ55	ʃ	aŋ	陰平55	
庚	kaŋ55	k	aŋ	陰平55	
粳	kaŋ55	k	aŋ	陰平55	
耕	kaŋ55	k	aŋ	陰平55	
更	kaŋ55	k	aŋ	陰平55	
羹	kaŋ55	k	aŋ	陰平55	
坑	haŋ55	h	aŋ	陰平55	
崩	pɐŋ55	p	ɐŋ	陰平55	
烹	pʰɐŋ55	pʰ	ɐŋ	陰平55	
登	tɐŋ55	t	ɐŋ	陰平55	
燈	tɐŋ55	t	ɐŋ	陰平55	
增	tɐŋ55	t	ɐŋ	陰平55	
曾	tɐŋ55	t	ɐŋ	陰平55	
僧	ɬɐŋ55	ɬ	ɐŋ	陰平55	
衡	hɐŋ55	h	ɐŋ	陰平55	
轟	kʰwɐŋ55	kʰw	ɐŋ	陰平55	
幫	puɔŋ55	p	uɔŋ	陰平55	
邦	puɔŋ55	p	uɔŋ	陰平55	
方	fuɔŋ55	f	uɔŋ	陰平55	
芳	fuɔŋ55	f	uɔŋ	陰平55	
當	tuɔŋ55	t	uɔŋ	陰平55	
臧	tuɔŋ55	t	uɔŋ	陰平55	
贓	tuɔŋ55	t	uɔŋ	陰平55	
髒	tuɔŋ55	t	uɔŋ	陰平55	
湯	tʰuɔŋ55	tʰ	uɔŋ	陰平55	
倉	tʰuɔŋ55	tʰ	uɔŋ	陰平55	
嗆	tʰuɔŋ55	tʰ	uɔŋ	陰平55	
蒼	tʰuɔŋ55	tʰ	uɔŋ	陰平55	
莊	tʃuɔŋ55	tʃ	uɔŋ	陰平55	
裝	tʃuɔŋ55	tʃ	uɔŋ	陰平55	
樁	tʃuɔŋ55	tʃ	uɔŋ	陰平55	
瘡	tʃʰuɔŋ55	tʃʰ	uɔŋ	陰平55	
窗	tʃʰuɔŋ55	tʃʰ	uɔŋ	陰平55	
霜	ʃuɔŋ55	ʃ	uɔŋ	陰平55	
雙	ʃuɔŋ55	ʃ	uɔŋ	陰平55	
嗓	ɬuɔŋ55	ɬ	uɔŋ	陰平55	
桑	ɬuɔŋ55	ɬ	uɔŋ	陰平55	
喪	ɬuɔŋ55	ɬ	uɔŋ	陰平55	
康	huɔŋ55	h	uɔŋ	陰平55	
糠	huɔŋ55	h	uɔŋ	陰平55	
剛	kwuɔŋ55	kw	uɔŋ	陰平55	
岡	kwuɔŋ55	kw	uɔŋ	陰平55	
綱	kwuɔŋ55	kw	uɔŋ	陰平55	
缸	kwuɔŋ55	kw	uɔŋ	陰平55	
江	kwuɔŋ55	kw	uɔŋ	陰平55	
晃	kwuɔŋ55	kw	uɔŋ	陰平55	
晃	kwuɔŋ55	kw	uɔŋ	陰平55	
光	kwuɔŋ55	kw	uɔŋ	陰平55	
筐	kʰwuɔŋ55	kʰw	uɔŋ	陰平55	
肛	kʰwuɔŋ55	kʰw	uɔŋ	陰平55	
扛	kʰwuɔŋ55	kʰw	uɔŋ	陰平55	
慷	kʰwuɔŋ55	kʰw	uɔŋ	陰平55	
炕	kʰwuɔŋ55	kʰw	uɔŋ	陰平55	
謊	wuɔŋ55	w	uɔŋ	陰平55	
荒	wuɔŋ55	w	uɔŋ	陰平55	
慌	wuɔŋ55	w	uɔŋ	陰平55	
汪	wuɔŋ55	w	uɔŋ	陰平55	
骯	øuɔŋ55	ø	uɔŋ	陰平55	
峯	foŋ55	f	oŋ	陰平55	
鋒	foŋ55	f	oŋ	陰平55	
蜂	foŋ55	f	oŋ	陰平55	
風	foŋ55	f	oŋ	陰平55	
瘋	foŋ55	f	oŋ	陰平55	
封	foŋ55	f	oŋ	陰平55	
豐	foŋ55	f	oŋ	陰平55	
冬	toŋ55	t	oŋ	陰平55	
椶	toŋ55	t	oŋ	陰平55	
鬃	toŋ55	t	oŋ	陰平55	
宗	toŋ55	t	oŋ	陰平55	
蹤	toŋ55	t	oŋ	陰平55	
聰	tʰoŋ55	tʰ	oŋ	陰平55	
悤	tʰoŋ55	tʰ	oŋ	陰平55	
蔥	tʰoŋ55	tʰ	oŋ	陰平55	
囪	tʰoŋ55	tʰ	oŋ	陰平55	
通	tʰoŋ55	tʰ	oŋ	陰平55	
舂	tʃoŋ55	tʃ	oŋ	陰平55	
鐘	tʃoŋ55	tʃ	oŋ	陰平55	
鍾	tʃoŋ55	tʃ	oŋ	陰平55	
盅	tʃoŋ55	tʃ	oŋ	陰平55	
中	tʃoŋ55	tʃ	oŋ	陰平55	
忠	tʃoŋ55	tʃ	oŋ	陰平55	
終	tʃoŋ55	tʃ	oŋ	陰平55	
衝	tʃʰoŋ55	tʃʰ	oŋ	陰平55	
充	tʃʰoŋ55	tʃʰ	oŋ	陰平55	
叢	ʃoŋ55	ʃ	oŋ	陰平55	
鬆	ɬoŋ55	ɬ	oŋ	陰平55	
供	koŋ55	k	oŋ	陰平55	
恭	koŋ55	k	oŋ	陰平55	
弓	koŋ55	k	oŋ	陰平55	
躬	koŋ55	k	oŋ	陰平55	
宮	koŋ55	k	oŋ	陰平55	
公	koŋ55	k	oŋ	陰平55	
工	koŋ55	k	oŋ	陰平55	
功	koŋ55	k	oŋ	陰平55	
凶	hoŋ55	h	oŋ	陰平55	
空	hoŋ55	h	oŋ	陰平55	
胸	hoŋ55	h	oŋ	陰平55	
兇	hoŋ55	h	oŋ	陰平55	
翁	joŋ55	j	oŋ	陰平55	
冰	peŋ55	p	eŋ	陰平55	
兵	peŋ55	p	eŋ	陰平55	
精	teŋ55	t	eŋ	陰平55	
丁	teŋ55	t	eŋ	陰平55	
釘	teŋ55	t	eŋ	陰平55	
晶	teŋ55	t	eŋ	陰平55	
旌	teŋ55	t	eŋ	陰平55	
睛	teŋ55	t	eŋ	陰平55	
清	tʰeŋ55	tʰ	eŋ	陰平55	
青	tʰeŋ55	tʰ	eŋ	陰平55	
廳	tʰeŋ55	tʰ	eŋ	陰平55	
正	tʃeŋ55	tʃ	eŋ	陰平55	
征	tʃeŋ55	tʃ	eŋ	陰平55	
偵	tʃeŋ55	tʃ	eŋ	陰平55	
貞	tʃeŋ55	tʃ	eŋ	陰平55	
蒸	tʃeŋ55	tʃ	eŋ	陰平55	
稱	tʃʰeŋ55	tʃʰ	eŋ	陰平55	
聲	ʃeŋ55	ʃ	eŋ	陰平55	
升	ʃeŋ55	ʃ	eŋ	陰平55	
星	ɬeŋ55	ɬ	eŋ	陰平55	
腥	ɬeŋ55	ɬ	eŋ	陰平55	
京	keŋ55	k	eŋ	陰平55	
荊	keŋ55	k	eŋ	陰平55	
驚	keŋ55	k	eŋ	陰平55	
經	keŋ55	k	eŋ	陰平55	
傾	kʰeŋ55	kʰ	eŋ	陰平55	
興	heŋ55	h	eŋ	陰平55	
兄	heŋ55	h	eŋ	陰平55	
輕	heŋ55	h	eŋ	陰平55	
嬰	jeŋ55	j	eŋ	陰平55	
纓	jeŋ55	j	eŋ	陰平55	
英	jeŋ55	j	eŋ	陰平55	
鸚	jeŋ55	j	eŋ	陰平55	
櫻	jeŋ55	j	eŋ	陰平55	
應	jeŋ55	j	eŋ	陰平55	
鷹	jeŋ55	j	eŋ	陰平55	
兄	weŋ55	w	eŋ	陰平55	
將	tiaŋ55	t	iaŋ	陰平55	
漿	tiaŋ55	t	iaŋ	陰平55	
槍	tʰiaŋ55	tʰ	iaŋ	陰平55	
章	tʃiaŋ55	tʃ	iaŋ	陰平55	
樟	tʃiaŋ55	tʃ	iaŋ	陰平55	
張	tʃiaŋ55	tʃ	iaŋ	陰平55	
昌	tʃʰiaŋ55	tʃʰ	iaŋ	陰平55	
倡	tʃʰiaŋ55	tʃʰ	iaŋ	陰平55	
商	ʃiaŋ55	ʃ	iaŋ	陰平55	
傷	ʃiaŋ55	ʃ	iaŋ	陰平55	
箱	ɬiaŋ55	ɬ	iaŋ	陰平55	
廂	ɬiaŋ55	ɬ	iaŋ	陰平55	
湘	ɬiaŋ55	ɬ	iaŋ	陰平55	
襄	ɬiaŋ55	ɬ	iaŋ	陰平55	
鑲	ɬiaŋ55	ɬ	iaŋ	陰平55	
相	ɬiaŋ55	ɬ	iaŋ	陰平55	
姜	kiaŋ55	k	iaŋ	陰平55	
薑	kiaŋ55	k	iaŋ	陰平55	
疆	kʰiaŋ55	kʰ	iaŋ	陰平55	
僵	kʰiaŋ55	kʰ	iaŋ	陰平55	
香	hiaŋ55	h	iaŋ	陰平55	
鄉	hiaŋ55	h	iaŋ	陰平55	
央	jiaŋ55	j	iaŋ	陰平55	
秧	jiaŋ55	j	iaŋ	陰平55	
殃	jiaŋ55	j	iaŋ	陰平55	
午	ŋ214	ŋ	自稱音節	陽上214	
五	ŋ214	ŋ	自稱音節	陽上214	
伍	ŋ214	ŋ	自稱音節	陽上214	
馬	ma214	m	a	陽上214	
瓦	ŋa214	ŋ	a	陽上214	
雅	ŋa214	ŋ	a	陽上214	
下	ha214	h	a	陽上214	
亞	øa214	ø	a	陽上214	
啞	øa214	ø	a	陽上214	
我	ŋo214	ŋ	o	陽上214	
禍	wo214	w	o	陽上214	
社	ʃɛ214	ʃ	ɛ	陽上214	
惹	ȵɛ214	ȵ	ɛ	陽上214	
野	jɛ214	j	ɛ	陽上214	
也	jɛ214	j	ɛ	陽上214	
坐	tʰœ214	tʰ	œ	陽上214	
譬	pʰi214	pʰ	i	陽上214	
被	pʰi214	pʰ	i	陽上214	
尾	mi214	m	i	陽上214	
美	mi214	m	i	陽上214	
似	tʰi214	tʰ	i	陽上214	
你	ni214	n	i	陽上214	
李	li214	l	i	陽上214	
里	li214	l	i	陽上214	
理	li214	l	i	陽上214	
鯉	li214	l	i	陽上214	
寺	tʃʰi214	tʃʰ	i	陽上214	
祀	tʃʰi214	tʃʰ	i	陽上214	
市	ʃi214	ʃ	i	陽上214	
柿	ʃi214	ʃ	i	陽上214	
是	ʃi214	ʃ	i	陽上214	
耳	ȵi214	ȵ	i	陽上214	
已	ji214	j	i	陽上214	
以	ji214	j	i	陽上214	
母	mu214	m	u	陽上214	
武	mu214	m	u	陽上214	
舞	mu214	m	u	陽上214	
婦	fu214	f	u	陽上214	
肚	tʰu214	tʰ	u	陽上214	
努	nu214	n	u	陽上214	
魯	lu214	l	u	陽上214	
櫓	lu214	l	u	陽上214	
滷	lu214	l	u	陽上214	
戶	wu214	w	u	陽上214	
娶	tʰy214	tʰ	y	陽上214	
女	ny214	n	y	陽上214	
旅	ly214	l	y	陽上214	
呂	ly214	l	y	陽上214	
裏	ly214	l	y	陽上214	
柱	tʃʰy214	tʃʰ	y	陽上214	
儲	tʃʰy214	tʃʰ	y	陽上214	
絮	ɬy214	ɬ	y	陽上214	
緒	ɬy214	ɬ	y	陽上214	
渠	kʰy214	kʰ	y	陽上214	
巨	kʰy214	kʰ	y	陽上214	
拒	kʰy214	kʰ	y	陽上214	
距	kʰy214	kʰ	y	陽上214	
語	ȵy214	ȵ	y	陽上214	
雨	øy214	ø	y	陽上214	
與	øy214	ø	y	陽上214	
給	øy214	ø	y	陽上214	
參	øy214	ø	y	陽上214	
派	pʰai214	pʰ	ai	陽上214	
買	mai214	m	ai	陽上214	
奶	nai214	n	ai	陽上214	
乃	nai214	n	ai	陽上214	
械	hai214	h	ai	陽上214	
蟹	hai214	h	ai	陽上214	
米	mɐi214	m	ɐi	陽上214	
禮	lɐi214	l	ɐi	陽上214	
在	tʰɔi214	tʰ	ɔi	陽上214	
倍	pʰui214	pʰ	ui	陽上214	
每	mui214	m	ui	陽上214	
罪	tʰui214	tʰ	ui	陽上214	
累	lui214	l	ui	陽上214	
勞	lui214	l	ui	陽上214	
積	lui214	l	ui	陽上214	
乳	ȵui214	ȵ	ui	陽上214	
蕊	ȵui214	ȵ	ui	陽上214	
卯	mau214	m	au	陽上214	
攪	lau214	l	au	陽上214	
咬	ŋau214	ŋ	au	陽上214	
抱	pʰɐu214	pʰ	ɐu	陽上214	
皂	tʰɐu214	tʰ	ɐu	陽上214	
造	tʰɐu214	tʰ	ɐu	陽上214	
導	tʰɐu214	tʰ	ɐu	陽上214	
惱	nɐu214	n	ɐu	陽上214	
腦	nɐu214	n	ɐu	陽上214	
柳	lɐu214	l	ɐu	陽上214	
摟	lɐu214	l	ɐu	陽上214	
老	lɐu214	l	ɐu	陽上214	
紂	tʃʰɐu214	tʃʰ	ɐu	陽上214	
叟	ɬɐu214	ɬ	ɐu	陽上214	
舅	kʰɐu214	kʰ	ɐu	陽上214	
柩	kʰɐu214	kʰ	ɐu	陽上214	
臼	kʰɐu214	kʰ	ɐu	陽上214	
偶	ŋɐu214	ŋ	ɐu	陽上214	
藕	ŋɐu214	ŋ	ɐu	陽上214	
厚	hɐu214	h	ɐu	陽上214	
有	jɐu214	j	ɐu	陽上214	
友	jɐu214	j	ɐu	陽上214	
嘔	øɐu214	ø	ɐu	陽上214	
妙	miu214	m	iu	陽上214	
秒	miu214	m	iu	陽上214	
貌	miu214	m	iu	陽上214	
杳	miu214	m	iu	陽上214	
鳥	niu214	n	iu	陽上214	
了	liu214	l	iu	陽上214	
了	liɛu214	l	iɛu	陽上214	
爪	ȵiɛu214	ȵ	iɛu	陽上214	
抓	ȵiɛu214	ȵ	iɛu	陽上214	
淡	tʰam214	tʰ	am	陽上214	
飲	ȵɐm214	ȵ	ɐm	陽上214	
舔	tʰim214	tʰ	im	陽上214	
臉	lim214	l	im	陽上214	
斂	lim214	l	im	陽上214	
染	ȵim214	ȵ	im	陽上214	
晚	man214	m	an	陽上214	
懶	lan214	l	an	陽上214	
眼	ŋan214	ŋ	an	陽上214	
限	han214	h	an	陽上214	
挽	wan214	w	an	陽上214	
敏	mɐn214	m	ɐn	陽上214	
奮	fɐn214	f	ɐn	陽上214	
儘	tɐn214	t	ɐn	陽上214	
頓	tɐn214	t	ɐn	陽上214	
盡	tʰɐn214	tʰ	ɐn	陽上214	
吝	lɐn214	l	ɐn	陽上214	
腎	ʃɐn214	ʃ	ɐn	陽上214	
近	kʰɐn214	kʰ	ɐn	陽上214	
菌	kʰwɐn214	kʰw	ɐn	陽上214	
忍	ȵɐn214	ȵ	ɐn	陽上214	
引	jɐn214	j	ɐn	陽上214	
允	wɐn214	w	ɐn	陽上214	
旱	hɔn214	h	ɔn	陽上214	
勉	min214	m	in	陽上214	
免	min214	m	in	陽上214	
演	øin214	ø	in	陽上214	
延	øin214	ø	in	陽上214	
拌	pʰun214	pʰ	un	陽上214	
伴	pʰun214	pʰ	un	陽上214	
胖	pʰun214	pʰ	un	陽上214	
滿	mun214	m	un	陽上214	
斷	tʰyn214	tʰ	yn	陽上214	
絕	tʰyn214	tʰ	yn	陽上214	
暖	nyn214	n	yn	陽上214	
卵	lyn214	l	yn	陽上214	
軟	ȵyn214	ȵ	yn	陽上214	
遠	øyn214	ø	yn	陽上214	
冷	laŋ214	l	aŋ	陽上214	
猛	mɐŋ214	m	ɐŋ	陽上214	
孟	mɐŋ214	m	ɐŋ	陽上214	
網	muɔŋ214	m	uɔŋ	陽上214	
項	huɔŋ214	h	uɔŋ	陽上214	
往	wuɔŋ214	w	uɔŋ	陽上214	
棒	poŋ214	p	oŋ	陽上214	
動	tʰoŋ214	tʰ	oŋ	陽上214	
重	tʃʰoŋ214	tʃʰ	oŋ	陽上214	
並	pʰeŋ214	pʰ	eŋ	陽上214	
併	pʰeŋ214	pʰ	eŋ	陽上214	
嶺	leŋ214	l	eŋ	陽上214	
領	leŋ214	l	eŋ	陽上214	
永	weŋ214	w	eŋ	陽上214	
像	tʰiaŋ214	tʰ	iaŋ	陽上214	
兩	liaŋ214	l	iaŋ	陽上214	
尚	ʃiaŋ214	ʃ	iaŋ	陽上214	
有	ʃiaŋ214	ʃ	iaŋ	陽上214	
上	ʃiaŋ214	ʃ	iaŋ	陽上214	
仰	ȵiaŋ214	ȵ	iaŋ	陽上214	
養	jiaŋ214	j	iaŋ	陽上214	
癢	jiaŋ214	j	iaŋ	陽上214	
立	lɐp1	l	ɐp	陽入1	
十	ʃɐp1	ʃ	ɐp	陽入1	
拾	ʃɐp1	ʃ	ɐp	陽入1	
及	kɐp1	k	ɐp	陽入1	
入	ȵɐp1	ȵ	ɐp	陽入1	
集	tɐp1	t	ɐp	陽入	1
習	tɐp1	t	ɐp	陽入	1
踏	tɐp1	t	ɐp	陽入	1
雜	tɐp1	t	ɐp	陽入	1
納	nɐp1	n	ɐp	陽入	1
臘	lɐp1	l	ɐp	陽入	1
閘	tʃɐp1	tʃ	ɐp	陽入	1
匣	hɐp1	h	ɐp	陽入	1
疊	tip1	t	ip	陽入	1
蝶	tip1	t	ip	陽入	1
諜	tip1	t	ip	陽入	1
碟	tip1	t	ip	陽入	1
揑	nip1	n	ip	陽入	1
獵	lip1	l	ip	陽入	1
合	hip1	h	ip	陽入	1
盒	hip1	h	ip	陽入	1
業	ȵip1	ȵ	ip	陽入	1
葉	jip1	j	ip	陽入	1
拔	pat1	p	at	陽入	1
襪	mat1	m	at	陽入	1
密	mat1	m	at	陽入	1
蜜	mat1	m	at	陽入	1
物	mat1	m	at	陽入	1
勿	mat1	m	at	陽入	1
乏	fat1	f	at	陽入	1
罰	fat1	f	at	陽入	1
佛	fat1	f	at	陽入	1
達	tat1	t	at	陽入	1
突	tat1	t	at	陽入	1
疾	tat1	t	at	陽入	1
辣	lat1	l	at	陽入	1
律	lat1	l	at	陽入	1
姪	tʃat1	tʃ	at	陽入	1
實	ʃat1	ʃ	at	陽入	1
術	ʃat1	ʃ	at	陽入	1
述	ʃat1	ʃ	at	陽入	1
轄	hat1	h	at	陽入	1
核	hat1	h	at	陽入	1
掘	kwat1	kw	at	陽入	1
又	kwat1	kw	at	陽入	1
滑	wat1	w	at	陽入	1
日	øat1	ø	at	陽入	1
別	pit1	p	it	陽入	1
滅	mit1	m	it	陽入	1
截	tit1	t	it	陽入	1
烈	lit1	l	it	陽入	1
列	lit1	l	it	陽入	1
裂	lit1	l	it	陽入	1
舌	ʃit1	ʃ	it	陽入	1
傑	kit1	k	it	陽入	1
熱	ȵit1	ȵ	it	陽入	1
末	mut1	m	ut	陽入	1
沫	mut1	m	ut	陽入	1
抹	mut1	m	ut	陽入	1
沒	mut1	m	ut	陽入	1
奪	tut1	t	ut	陽入	1
絕	tut1	t	ut	陽入	1
瘸	kʰut1	kʰ	ut	陽入	1
月	ȵut1	ȵ	ut	陽入	1
越	jut1	j	ut	陽入	1
悅	jut1	j	ut	陽入	1
閱	jut1	j	ut	陽入	1
活	wut1	w	ut	陽入	1
白	pak1	p	ak	陽入	1
脈	mak1	m	ak	陽入	1
麥	mak1	m	ak	陽入	1
墨	mak1	m	ak	陽入	1
默	mak1	m	ak	陽入	1
特	tak1	t	ak	陽入	1
賊	tʰak1	tʰ	ak	陽入	1
栗	lak1	l	ak	陽入	1
勒	lak1	l	ak	陽入	1
肋	lak1	l	ak	陽入	1
擇	tʃak1	tʃ	ak	陽入	1
宅	tʃak1	tʃ	ak	陽入	1
額	kʰak1	kʰ	ak	陽入	1
域	wak1	w	ak	陽入	1
或	wak1	w	ak	陽入	1
劃	wak1	w	ak	陽入	1
目	mok1	m	ok	陽入	1
牧	mok1	m	ok	陽入	1
木	mok1	m	ok	陽入	1
服	fok1	f	ok	陽入	1
伏	fok1	f	ok	陽入	1
續	tok1	t	ok	陽入	1
獨	tok1	t	ok	陽入	1
牘	tok1	t	ok	陽入	1
讀	tok1	t	ok	陽入	1
毒	tok1	t	ok	陽入	1
俗	tok1	t	ok	陽入	1
族	tok1	t	ok	陽入	1
席	tok1	t	ok	陽入	1
敵	tok1	t	ok	陽入	1
狄	tok1	t	ok	陽入	1
笛	tok1	t	ok	陽入	1
籍	tok1	t	ok	陽入	1
錄	lok1	l	ok	陽入	1
祿	lok1	l	ok	陽入	1
陸	lok1	l	ok	陽入	1
六	lok1	l	ok	陽入	1
鹿	lok1	l	ok	陽入	1
綠	lok1	l	ok	陽入	1
力	lok1	l	ok	陽入	1
曆	lok1	l	ok	陽入	1
歷	lok1	l	ok	陽入	1
軸	tʃok1	tʃ	ok	陽入	1
值	tʃok1	tʃ	ok	陽入	1
植	tʃok1	tʃ	ok	陽入	1
直	tʃok1	tʃ	ok	陽入	1
屬	ʃok1	ʃ	ok	陽入	1
贖	ʃok1	ʃ	ok	陽入	1
熟	ʃok1	ʃ	ok	陽入	1
食	ʃok1	ʃ	ok	陽入	1
蝕	ʃok1	ʃ	ok	陽入	1
石	ʃok1	ʃ	ok	陽入	1
局	kok1	k	ok	陽入	1
極	kok1	k	ok	陽入	1
逆	ŋok1	ŋ	ok	陽入	1
肉	ȵok1	ȵ	ok	陽入	1
玉	ȵok1	ȵ	ok	陽入	1
獄	jok1	j	ok	陽入	1
欲	jok1	j	ok	陽入	1
褥	jok1	j	ok	陽入	1
辱	jok1	j	ok	陽入	1
疫	jok1	j	ok	陽入	1
役	jok1	j	ok	陽入	1
譯	jok1	j	ok	陽入	1
亦	jok1	j	ok	陽入	1
易	jok1	j	ok	陽入	1
箔	pɔːk1	p	ɔːk	陽入	1
莫	mɔːk1	m	ɔːk	陽入	1
昨	tɔːk1	t	ɔːk	陽入	1
鑿	tʰɔːk1	tʰ	ɔːk	陽入	1
樂	lɔːk1	l	ɔːk	陽入	1
落	lɔːk1	l	ɔːk	陽入	1
略	lɔːk1	l	ɔːk	陽入	1
濁	tʃɔːk1	tʃ	ɔːk	陽入	1
著	tʃɔːk1	tʃ	ɔːk	陽入	1
勺	ʃɔːk1	ʃ	ɔːk	陽入	1
岳	ŋɔːk1	ŋ	ɔːk	陽入	1
樂	ŋɔːk1	ŋ	ɔːk	陽入	1
學	hɔːk1	h	ɔːk	陽入	1
虐	ȵɔːk1	ȵ	ɔːk	陽入	1
瘧	ȵɔːk1	ȵ	ɔːk	陽入	1
弱	ȵɔːk1	ȵ	ɔːk	陽入	1
若	ȵɔːk1	ȵ	ɔːk	陽入	1
藥	jɔːk1	j	ɔːk	陽入	1
鑰	jɔːk1	j	ɔːk	陽入	1
獲	wɔːk1	w	ɔːk	陽入	1
穫	wɔːk1	w	ɔːk	陽入	1
唔	m21	m	自稱音節	陽去21	
誤	ŋ21	ŋ	自稱音節	陽去21	
悟	ŋ21	ŋ	自稱音節	陽去21	
梧	ŋ21	ŋ	自稱音節	陽去21	
娛	ŋ21	ŋ	自稱音節	陽去21	
罷	pa21	p	a	陽去21	
罵	ma21	m	a	陽去21	
下	ha21	h	a	陽去21	
夏	ha21	h	a	陽去21	
臥	mo21	m	o	陽去21	
磨	mo21	m	o	陽去21	
訛	mo21	m	o	陽去21	
助	tʃo21	tʃ	o	陽去21	
傻	ʃo21	ʃ	o	陽去21	
餓	ŋo21	ŋ	o	陽去21	
賀	ho21	h	o	陽去21	
謝	tɛ21	t	ɛ	陽去21	
射	ʃɛ21	ʃ	ɛ	陽去21	
夜	jɛ21	j	ɛ	陽去21	
座	tœ21	t	œ	陽去21	
惰	tœ21	t	œ	陽去21	
糯	nœ21	n	œ	陽去21	
被	pi21	p	i	陽去21	
篦	pi21	p	i	陽去21	
避	pi21	p	i	陽去21	
備	pi21	p	i	陽去21	
鼻	pi21	p	i	陽去21	
未	mi21	m	i	陽去21	
味	mi21	m	i	陽去21	
自	ti21	t	i	陽去21	
字	ti21	t	i	陽去21	
地	ti21	t	i	陽去21	
利	li21	l	i	陽去21	
痢	li21	l	i	陽去21	
吏	li21	l	i	陽去21	
治	tʃi21	tʃ	i	陽去21	
恃	ʃi21	ʃ	i	陽去21	
事	ʃi21	ʃ	i	陽去21	
視	ʃi21	ʃ	i	陽去21	
示	ʃi21	ʃ	i	陽去21	
士	ʃi21	ʃ	i	陽去21	
技	ki21	k	i	陽去21	
妓	ki21	k	i	陽去21	
忌	ki21	k	i	陽去21	
二	ȵi21	ȵ	i	陽去21	
義	ȵi21	ȵ	i	陽去21	
異	ji21	j	i	陽去21	
易	ji21	j	i	陽去21	
步	pu21	p	u	陽去21	
部	pu21	p	u	陽去21	
簿	pu21	p	u	陽去21	
務	mu21	m	u	陽去21	
霧	mu21	m	u	陽去21	
墓	mu21	m	u	陽去21	
暮	mu21	m	u	陽去21	
募	mu21	m	u	陽去21	
慕	mu21	m	u	陽去21	
負	fu21	f	u	陽去21	
附	fu21	f	u	陽去21	
父	fu21	f	u	陽去21	
腐	fu21	f	u	陽去21	
傅	fu21	f	u	陽去21	
付	fu21	f	u	陽去21	
杜	tu21	t	u	陽去21	
度	tu21	t	u	陽去21	
渡	tu21	t	u	陽去21	
鍍	tu21	t	u	陽去21	
怒	nu21	n	u	陽去21	
奴	nu21	n	u	陽去21	
露	lu21	l	u	陽去21	
路	lu21	l	u	陽去21	
護	wu21	w	u	陽去21	
互	wu21	w	u	陽去21	
聚	ty21	t	y	陽去21	
序	ty21	t	y	陽去21	
敘	ty21	t	y	陽去21	
慮	ly21	l	y	陽去21	
濾	ly21	l	y	陽去21	
住	tʃy21	tʃ	y	陽去21	
樹	ʃy21	ʃ	y	陽去21	
豎	ʃy21	ʃ	y	陽去21	
具	ky21	k	y	陽去21	
譽	øy21	ø	y	陽去21	
預	øy21	ø	y	陽去21	
遇	øy21	ø	y	陽去21	
寓	øy21	ø	y	陽去21	
裕	øy21	ø	y	陽去21	
喻	øy21	ø	y	陽去21	
稗	pai21	p	ai	陽去21	
敗	pai21	p	ai	陽去21	
稗	pʰai21	pʰ	ai	陽去21	
賣	mai21	m	ai	陽去21	
邁	mai21	m	ai	陽去21	
大	tai21	t	ai	陽去21	
賴	lai21	l	ai	陽去21	
外	ŋai21	ŋ	ai	陽去21	
壞	wai21	w	ai	陽去21	
敝	pɐi21	p	ɐi	陽去21	
弊	pɐi21	p	ɐi	陽去21	
幣	pɐi21	p	ɐi	陽去21	
斃	pɐi21	p	ɐi	陽去21	
隸	tɐi21	t	ɐi	陽去21	
遞	tɐi21	t	ɐi	陽去21	
弟	tɐi21	t	ɐi	陽去21	
第	tɐi21	t	ɐi	陽去21	
膩	nɐi21	n	ɐi	陽去21	
例	lɐi21	l	ɐi	陽去21	
厲	lɐi21	l	ɐi	陽去21	
勵	lɐi21	l	ɐi	陽去21	
麗	lɐi21	l	ɐi	陽去21	
誓	ʃɐi21	ʃ	ɐi	陽去21	
藝	ŋɐi21	ŋ	ɐi	陽去21	
僞	ŋɐi21	ŋ	ɐi	陽去21	
魏	ŋɐi21	ŋ	ɐi	陽去21	
系	hɐi21	h	ɐi	陽去21	
跪	kwɐi21	kw	ɐi	陽去21	
櫃	kwɐi21	kw	ɐi	陽去21	
胃	wɐi21	w	ɐi	陽去21	
蝟	wɐi21	w	ɐi	陽去21	
謂	wɐi21	w	ɐi	陽去21	
諱	wɐi21	w	ɐi	陽去21	
位	wɐi21	w	ɐi	陽去21	
維	wɐi21	w	ɐi	陽去21	
惟	wɐi21	w	ɐi	陽去21	
遺	wɐi21	w	ɐi	陽去21	
待	tɔi21	t	ɔi	陽去21	
怠	tɔi21	t	ɔi	陽去21	
代	tɔi21	t	ɔi	陽去21	
袋	tɔi21	t	ɔi	陽去21	
貸	tɔi21	t	ɔi	陽去21	
耐	nɔi21	n	ɔi	陽去21	
奈	nɔi21	n	ɔi	陽去21	
內	nɔi21	n	ɔi	陽去21	
礙	ŋɔi21	ŋ	ɔi	陽去21	
艾	ŋɔi21	ŋ	ɔi	陽去21	
害	hɔi21	h	ɔi	陽去21	
妹	mui21	m	ui	陽去21	
昧	mui21	m	ui	陽去21	
銳	tui21	t	ui	陽去21	
隊	tui21	t	ui	陽去21	
