i
p  [45]蓖碑卑悲篦 [33]稗啤臂泌庇痹滗{～米汤}[24]比畀陛
pʰ  [45]披纰砒丕婢 [33]譬皮疲脾屁琵枇 [24]彼[31]蔽敝弊币毙被{棉～}避鼻备
m  [33]迷谜{猜～}糜{～烂}弥靡眉楣媚微 [24]尾[31]昧未味 
f  [45]非飞妃挥辉徽啡霏菲 [33]肥 [24]翡[31]吠
t  [31]哋
tʰ  [31]地
n  [45]猕 [33]宜谊[24]尔你汝
ɬ  [45]斯厮撕私狮蛳司丝思嘶 [33]四肆 [24]死
l  [45]璃[33]离篱梨蜊{蛤～}利痢狸吏漓[24]履厘李里{家～}理鲤[31]俐莉脷丽厉励   
tʃ  [45]知蜘支枝肢栀资姿咨脂兹滋之芝恣嗞孳孜旨 [33]智致稚至置志痣铸 [24]紫纸只{不～}姊指子梓止趾址 
tʃʰ  [45]差{参～}眵痴嗤雌 [33]峙脐荠刺疵赐池驰踟翅次瓷糍迟慈磁鹚辞词祠似持厕弛柿 [24]此侈耻齿始 [31]痔治自字嗣饲恃雉伺巳侍 
ȵ  [45]蚁 [33]儿{幼～ }[24]耳饵 [31]二贰议义  
ʃ  [45]施尸诗师 [33]匙{汤～}嗜祀试时寺庶 [24]矢屎使{大～} [31]是氏豉示视士仕事市  
k  [45]饥肌几{茶～}基机讥 [33]系{～鞋带}寄纪记既暨 [24]杞己几{老～}  
kʰ  [45]期 [33]奇{～怪}骑岐歧祁鳍其棋旗麒祈 [24]企徛 [31]技妓忌   
h  [45]牺欺嬉熙希稀嘻 [33]戏器弃气汽 [24]起喜岂禧  
∅ [45]伊医衣依 [33]愚虞娱仪移夷姨疑意沂彝怡颐胰薏懿噫禹 [24]倚椅矣已以 [31]易{容～}异誉  
u
p  [24]补 [33]埠{～头}布怖
pʰ  [45]铺{床～ }[33]铺{店～}菩脯{胸～}葡讣埔[24]谱圃{花～}普浦蒲甫脯{果～}捕哺辅 [31]步埠{商～} 部簿
m  [45]模{～子}巫诬 [24]武舞侮鹉母拇姆 [31]慕墓募务雾戊无 
f  [45]俘呼乎夫肤敷孵麸 [33]裤湖狐壶葫胡蝴糊沪赋芙富副浮弧 [24]苦虎浒府腑俯斧抚釜 [31]户父赴扶妇符腐互护付负傅咐{吩～}驸{～马}   
t  [45]都{首～}嘟 [24]堵赌睹 
tʰ  [33]吐{～痰}兔屠途涂图 [24]土徒 [31]肚妒杜度渡镀  
n  [33]奴怒 [24]女努   
ɬ  [45]苏酥需 [33]嗽素诉嗉絮绪漱数{～次} [24]数{～钱}
l  [33]卢炉芦鸬庐驴鲈颅 [24]鲁橹虏卤吕旅闾榈侣铝 [31]路露{显～}虑滤赂鹭 
tʃ  [45]诛租猪诸朱{姓～}朱{～砂}珠 [33]做{～工}著驻注{～解}铸[24]祖组煮主 [31]注{～意}蛀
tʃʰ  [45]粗蛆 [33]醋徐除锄处{到～}趣厨橱雏[24]处{相～}楚础取娶拄褚储[31]杵柱聚助住驻
ȵ  [33]鱼渔 
ʃ  [45]书舒输 [33]恕署薯竖[24]暑鼠黍曙[31]戍树殊 
k  [45]姑孤鸪辜估居菇沽咕 [33]固锢雇顾据锯佢俱句具惧炬[24]故古牯股鼓举矩蛊  
kh  [45]枢箍枯拘驹区{专～}躯 [33]库 [31]拒距巨渠瞿  
h  [45]圩虚嘘 [24]许[33]去{除～}祛 
∅ [45]乌污淤迂于{姓～}盂呜钨邬 [33]御于{终～}余{姓～}余{多～}预豫儒芋茹俞瑜[24]语与雨宇羽屿  
a
p  [45]巴芭疤笆吧 [33]爸霸把{刀～}坝罢[24]把{～握}靶
pʰ  [45]趴[33]怕爬琶杷耙扒 
m  [45]妈[33]麻{黄～}痳[24]马码蚂玛  [31]骂
f  [45]花[33]化
t[24]打 
tʰ  [45]他它{～们}她 
n  [45]囗{动，粘}[24]乸
ɬ  [24]洒□{撒}
l  [24]喇{～嘛}
tʃ  [45]楂渣抓揸 [33]诈榨炸{爆～}乍
tʃʰ  [45]叉杈差{～别} [33]茶岔汊查 
ȵ  [33]拿
ʃ  [45]莎沙纱裟砂鲨痧 [24]耍
k  [45]家加痂嘉枷袈 [33]假{放～}架驾嫁稼价咖[24]假{真～}贾  
kʰ [24]卡
ŋ  [45]桠[33]牙芽衙讶蚜[24]瓦[31]涯崖  
h  [45]虾哈 [33]霞遐蛤{～蟆}[31]下{底～}厦夏{春～}夏{姓～}暇  
∅ [45]鸦丫 [33]阿{～哥}亚[24]哑
ia
∅ [24]雅
ua
k  [45]瓜呱 [33]挂卦[24]寡剐  
kʰ  [45]夸挎 [33]跨胯[24]垮 
∅  [45]蛙{青～}洼哗 [33]华{中～}华{姓～}桦娃 [31]话
ɛ
m  [45]咩{～羊叫声} [33]乜[24]笡囗{歪斜}
t  [45]爹
ɬ  [45]些[33]泻卸[24]写
tʃ  [45]遮[33]借蔗鹧[24]姐者  
tʃʰ  [45]奢车[33]邪斜[24]且扯 [31]谢
ȵ [45]囗{小的意思（～鸡）}
ʃ  [45]奢赊 [33]蛇赦舍{宿～}佘[24]舍{～得}社[31]射{放～}麝  
kʰ  [33]茄
h  [45]靴
iɛ
∅ [45]爷{阿～}椰[33]耶 [24]嘢惹野冶也{～是} [31]夜爷{老～}
o
p  [45]菠玻波{～浪}波{～鞋（球鞋）} [33]播簸{～箕}
pʰ  [45]坡 [33]破婆 [24]颇
m  [45]模{劳～}摸么磨{动作慢} [33]魔磨{～刀}摩馍 [31]暮蘑
f  [45]科 [33]货[24]火伙
t  [45]多[33]剁堕惰[24]朵躲  
tʰ  [45]拖[33]舵驼紽驮鸵砣坨陀[24]妥椭  
n  [45]捼[33]挪懦娜[31]糯哪 
ɬ  [45]蓑梭唆蔬 [24]锁琐所唢 
l  [45]啰[33]罗锣箩萝骡螺脶萝逻
tʃ  [24]左佐阻 
tʃʰ  [45]搓初磋 [33]措错[31]座坐挫锉
ʃ  [45]梳疏 [33]傻
k  [45]歌哥锅戈 [33]个过嘅[24]果裹裸
kʰ  [45]棵蝌颗囗{量词（一~树）}[33]课
ŋ  [33]蛾鹅俄娥峨[24]我[31]饿 
h  [45]苛[33]荷河何和{～泥}[24]可[31]贺
∅  [45]阿{～胶}屙 [33]恶{厌～}
uo
∅  [45]倭踒窝涡莴蜗 [33]禾 [31]祸
ai
p  [33]拜[24]摆
pʰ  [33]排派牌篺 [31]败
m  [33]埋[24]买[31]卖迈 
f  [33]块{一～(石头)}快筷 
t  [45]呆{～板}[33]戴带待大{～夫}
tʰ  [33]态贷太泰汰[31]大{老～}
n  [24]乃奶 
l  [45]拉[31]赖癞
tʃ  [45]斋[33]债[24]崽
tʃʰ  [45]猜钗差{出～} [33]豺
ʃ  [45]筛[33]柴晒 [31]寨
k  [45]皆阶楷佳街 [33]介界芥疥届戒解{押～}诫[24]解{～放}解{姓～}
ŋ  [31]挨{～打}
h  [33]孩谐骇械鞋系{关～}骸骇偕 [31]懈蟹
∅ [45]埃挨{～近}[24]矮[33]隘
uai
k  [45]乖[33]怪
kʰ  [45]掷[24]拐
∅  [45]歪[33]外怀槐淮[31]刽桧坏  
ɐi
p  [45]跛{～足}被{～迫}[33]闭 
pʰ  [45]批
m  [45]捭囗{削}咪 [24]米美 
f  [33]废肺吠费 [24]匪
t  [45]低 [33]帝蒂 [24]底抵
tʰ  [45]梯锑 [33]堤嚏替涕剃屉题提蹄啼弟第递谛缔[24]体睇 [31]逮
n  [33]泥尼腻拟
ɬ  [45]西犀荽 [33]细婿[24]洗玺徙 
l  [33]犁黎[24]礼[31]例荔蛎  
tʃ  [45]挤剂 [33]制祭际济[31]滞
tʃʰ  [45]妻凄栖 [33]砌齐 [31]昨
ȵ  [33]囗{嚼}[24]囗{踩}
ʃ  [45]筛 [33]世势[24]使{好～}驶  [31]誓逝 
k  [45]鸡[33]计继髻 
kʰ  [45]溪奚 [33]契[24]启
ŋ  [45]呃[33]倪霓{～虹}[24]蚁伪 [31]危魏艺  
h  [45]囗{女阴}[31]系{～统}
iɐi
∅ [31]囗{形，差劲}
uɐi
k  [45]圭闺龟归硅 [33]桂季贵[24]诡轨鬼  
kʰ  [45]盔规亏窥 [33]溃奎携畦癸愧逵葵傀 [31]柜跪
∅  [45]煨威 [33]桅喂遗讳围违韦[24]萎委伟苇纬痿[31]位为{行～}为{～了}畏慰胃谓偎猥维惟唯尉蔚猬{刺～}渭卫   
ui
p  [45]杯[33]贝辈背{后～}
pʰ  [45]胚坯 [33]沛配培陪赔裴佩[31]倍痱焙背{～书}
m  [45]枚霉[33]梅玫媒煤脢莓魅湄 [24]每[31]妹
f  [45]恢灰麾 [33]晦回茴 [24]贿悔毁
t  [45]堆[33]对碓兑 
tʰ  [45]胎推 [33]台苔抬退颓蜕枱 [24]腿[31]待怠代袋队
n  [33]耐奈内 
ɬ  [45]须腮鳃虽绥 [33]赛碎岁尿{撒～}[31]髓瑞遂隧穗邃 
l  [33]来雷擂蕾 [24]垒儡累{积～}[31]累{连～}类泪
tʃ  [45]灾栽追锥 [33]再载最缀赘醉 [24]宰嘴
tʃʰ  [45]催崔吹炊摧璀 [33]菜蔡才材财裁淬脆垂翠粹槌锤悴萃随陲 [24]彩采睬[31]序叙罪在坠
ȵ  [24]乳 [33]锐蕊芮 
ʃ  [45]衰摔[33]税谁帅[24]水[31]睡
k  [45]该 [33]盖[24]改 
kʰ [33]概溉丐慨钙 
ŋ  [31]碍艾 
h  [45]开 [24]海[31]亥害
∅  [45]哀埃 [33]爱 [24]蔼[31]会{开～}汇蕙彗绘秽惠慧蛔烩荟
au
p  [45]包胞苞鲍 [33]豹[24]饱 
pʰ  [45]抛脬 [33]炮泡刨{～皮}[24]跑
m  [45]囗{塘～，蜻蜓}[33]茅矛{～盾}[24]卯牡铆 [31]貌茂贸冒  
n  [31]闹 
l  [45]捞唠
tʃ  [33]罩[24]爪找笊蚤 
tʃʰ  [45]抄钞焯 [24]炒吵
ʃ  [45]捎梢[33]潲
k  [45]交郊胶茭跤蛟 [33]教{～书}铰校{～对}校{学～}较窖觉{睡～} [24]稿犒绞狡搞搅饺
kʰ  [33]靠 
ŋ  [33]肴淆[24]咬[31]傲
h  [45]烤拷敲 [33]酵孝效[24]考
∅ [33]坳拗
ɐu
p  [45]褒煲 [33]报[24]保堡宝 [31]曝瀑暴爆囗{~牙（龅牙）}
pʰ  [45]剖[33]袍[31]抱菢 
m  [33]毛谋 [24]某亩冇{没有} [31]帽 
f  [33]浮[24]否缶 
t  [45]株刀叨兜蔸[33]到倒{～挂}斗{争～}[24]祷岛倒{～塌}捣斗{北～}抖陡蚪  
tʰ  [45]滔掏偷韬焘  [33]涛套桃逃淘陶萄透头投 [24]讨[31]窦道稻盗导悼豆逗痘
n  [45]嬲 [33]挠{阻～}[24]脑恼纽扭钮瑙
ɬ  [45]骚臊搔艘修羞搜飕馊 [33]扫秀绣锈 [24]嫂
l  [45]溜骝 [33]牢痨涝劳楼流刘留榴硫琉馏瘤浏 [24]缕屡老姥篓搂柳佬髅[31]漏陋
tʃ  [45]遭邹周舟州洲 [33]灶奏昼骤咒[24]早枣藻走酒  
tʃʰ  [45]邱操糙秋鳅抽 [33]躁糟曹槽造燥{干～}巢凑囚绸稠筹臭仇{恩～}酬嗅噪嘈愁 [24]草丑 [31]袖就肘售宙胄纣皂
ȵ  [33]皱囗{皱}
ʃ  [45]收 [33]瘦兽 [24]手首守[31]受寿授狩
k  [45]高膏篙羔糕沟鸠灸疚告 [33]垢够构购救究[24]狗苟九久韭枸  
kʰ  [45]抠 [33]叩扣寇求球仇{姓～}俅裘 [31]舅旧柩咎
ŋ  [45]钩勾{～当} [33]熬牛遨嗷敖 [24]藕偶
h  [45]丘蒿薅休睺 [33]好{喜～}耗豪壕毫号{～叫}侯喉猴瘊嚎 [24]好{良～}口吼[31]浩号{编～}厚候皓 
∅ [45]欧瓯鸥殴 [33]奥懊沤怄澳 [24]呕
iɐu
∅  [45]蚯优忧悠幽攸 [33]柔揉尤邮由油游犹诱釉鱿幼 [24]有友酉莠[31]又右佑 
ɛu
tʃ  [31]嚼
iu
p  [45]膘标彪飙镖猋瀌 [24]表裱婊
pʰ  [45]飘漂{～浮} [33]票漂{～亮}瓢嫖鳔 漂{～白}
m  [45]猫 [33]锚苗描谬瞄 [24]藐渺秒杳缈[31]庙妙  
t  [45]刁貂雕丢叼凋碉 [33]钓吊[24]屌[31]掉调{～查}
tʰ  [45]挑{肩～}[33]粜跳条调{协～}[24]挑{～战}
n  [24]鸟
ɬ  [45]消宵霄硝销逍萧箫屑 [33]笑[24]小
l  [31]料廖镣 [33]燎疗聊辽撩僚嘹鹩潦 [24]了瞭缭
tʃ  [45]焦蕉椒朝{今～}昭招 [33]照[24]剿[31]肇 
tʃʰ  [45]召{～集}悄超朝{清～}蹻礁 [33]嘲俏樵瞧鞘{刀～}潮憔 [31]晁赵兆召{号～}诏
ʃ  [45]烧 [33]韶[24]少{多～}[31]少{年～}绍邵 
k  [45]骄娇纠 [33]叫[24]缴 
kʰ [33]乔侨桥荞翘窍 [24]巧 [31]轿
h  [45]嚣浇 [24]侥 
∅  [45]妖邀腰要{～求}吆坳 [33]如榆逾愉愈喻裕要{想～}摇谣窑姚遥耀鹞尧 [24]扰舀晓饶绕 [31]遇寓鹞耀
am
t  [45]耽担{承～} [33]担{重～}[24]胆
tʰ  [45]贪[33]探潭谭坛 [31]淡谈痰
n  [45]喃 [33]男南[24]腩 
ɬ  [45]三
l  [33]蓝篮躝□{跨过} [24]览揽榄缆 
tʃ  [45]簪 [24]斩崭 
tʃʰ  [45]参{～加}搀[33]蚕忏蝉[24]惨[31]暂站渐 
ʃ  [45]杉衫 [33]馋
k  [45]尴监 [33]鉴[24]感减碱 
ŋ  [45]啱[33]岩
h  [33]喊函撼憾咸衔涵 
ɐm
n[24]恁□{蘸汁水}[31]□{软、熟烂}
ɬ  [45]心
l  [33]林淋临琳霖 
tʃ  [45]砧针斟 [33]浸[24]枕{～头}
tʃʰ  [45]侵[33]寻沉浔覃 [24]寝
ȵ  [33]壬吟淫[24]饮[31]任{姓～}任{责～}
ʃ  [45]森参{人～}深 [24]沈审婶 [31]甚
k  [45]甘柑今金 [33]禁{～止} [24]敢橄锦咁 
kʰ  [45]襟 [33]岑蟾琴禽擒 
h  [45]龛勘钦 [33]坎含 [24]砍□{磕到}[31]陷馅 
∅  [45]庵鹌 [33]暗
iɐm
∅  [45]音阴荫 
im
t  [45]掂 [33]店踮惦玷 [24]点典腆
tʰ  [45]添 [33]甜[31]垫
n  [45]黏拈 [31]严鲇验念
l  [33]廉镰帘[24]敛殓脸  
tʃ  [45]尖瞻占{～卜}詹沾 [33]占{～领}
tʃʰ  [45]歼签{抽～} [33]潜
ʃ  [33]禅{坐～}单{姓～}禅{～让}赡 [24]陕闪 
k  [45]兼搛[33]舰剑 [24]检 
kʰ  [33]钳 [24]舔 
h  [45]谦[33]欠歉嫌 [24]险
∅  [45]淹阉 [33]炎盐阎檐 [24]掩[31]艳焰 
an
p  [45]班斑颁扳 [24]板版 
pʰ  [45]攀[33]盼[31]扮瓣办 
m  [45]囗{动，往上攀爬}[33]顽蛮瞒[24]晚[31]慢漫幔万蔓曼馒  
f  [45]帆藩翻番幡蕃 [33]泛凡贩烦繁梵樊[24]反返[31]范{姓～}范{模～}犯矾饭   
t  [45]丹单{孤～} [33]旦[24]疸{黄～}
tʰ  [45]坍滩摊瘫[31]弹{子～}蛋 [24]毯坦袒 [33]炭叹檀坛弹{～琴}诞但 
n  [33]难{困～}
ɬ  [33]散{解～}[24]散{松～}伞 
l  [33]兰拦栏 [24]懒[31]滥烂 
tʃ  [33]赞绽[24]盏攒  
tʃʰ  [45]餐 [33]惭灿残 [31]栈溅[24]铲产 
ʃ  [45]珊山删闩姗 [33]汕疝
k  [45]艰间{中～}奸 [33]间{～隔}谏涧[24]简柬拣锏茧趼  
ŋ  [33]颜雁研 [24]眼
h  [33]闲[31]限 
∅ [33]晏
uan
k  [45]关[33]惯
∅  [45]弯湾 [33]还{归～}环寰[24]挽鲩 [31]幻患宦  
ɐn
p  [45]宾槟奔冰兵缤斌滨 [33]殡鬓柄并{合～}[24]禀丙秉饼[31]笨 
pʰ  [45]拼{～命} [33]贫频喷平坪评苹聘娉瓶屏萍颦 [24]品[31]病
m  [33]蚊民文纹闻鸣明盟名铭冥螟瞑酩 [24]闽悯敏抿吻刎皿[31]问命
f  [45]婚分{划～}吩芬纷兄 [33]粪焚坟训 [24]粉[31]愤忿份分{本～}奋氛
t  [45]敦墩丁钉叮盯 [33]订 [24]顶鼎 [31]顿
tʰ  [45]吞饨厅汀听[33]臀囤亭停廷庭蜓豚婷 [24]挺铤 [31]沌盾钝遁定锭 
n  [33]凝宁{安～}宁{～可}狞咛泞 
ɬ  [45]辛新薪星腥猩锌莘惺 [24]笋榫省{反～}醒 [33]信讯荀迅旬循巡驯殉醇性姓 
l  [33]邻鳞燐磷伦轮陵凌菱佞灵零铃伶翎麟鲮绫龄聆羚苓玲 [24]岭领[31]另令 
tʃ  [45]津珍臻真征蒸晶精睛贞侦正{～月}樽罾{鱼～} [33]进晋镇振震俊骏正{～式}政峻竣甑{～子} [24]准拯井整[31]证症尽{～管}尽{耗～}
tʃʰ  [45]亲{母～}椿春称{相～}清青蜻 [33]亲{～家}秦趁尘臣陈鹑惩橙秤情晴逞呈程澄{～清} [24]蠢请诊疹 [31]阵静靖净郑
ȵ  [33]人仁[24]忍[31]刃认韧润闰孕  
ʃ  [45]身申伸升声呻绅 [33]衬娠神辰晨胜唇乘{～法}绳塍承丞圣成城诚盛{～饭}盛{旺～} [31]肾慎顺舜剩乘{万～(之国)}
k  [45]跟根巾斤筋京荆惊经 [33]劲{干～}茎敬镜鲸竞径胫[24]紧仅谨境景警竟颈  
kʰ  [33]勤芹擎偈□{不平整，刀卷了刃} [24]啃[31]近
ŋ  [33]银迎
h  [45]兴{时～}亨欣哼卿轻 [33]痕衅兴{高～}幸庆 [24]恳垦很狠 [31]恨
∅ [45]恩殷鹰莺鹦樱英婴缨 [24]映影[31]应{～当}
iɐn
∅  [45]因姻蝇[33]印寅仍莹营茔萤 [24]引蚓隐颖 
uɐn
k  [45]均钧君军 [33]棍[31]滚
kʰ  [45]昆坤 [33]困{～难}群菌裙[24]捆[31]郡 
∅  [45]昏{～迷}温瘟熏勋晕荤[33]魂馄浑混匀云耘芸酝 [24]稳允尹[31]韵运  
in
p  [45]鞭边 [33]辨辩变遍辫 [24]贬扁匾 
pʰ  [45]篇偏翩编蝙 [33]骗便{～宜}片[31]汴便{方～}
m  [33]绵棉眠 [24]免勉娩缅冕 [31]面{外～}
t  [45]颠癫巅 [24]碘
tʰ  [45]天[33]田填[31]电殿奠靛  
n  [33]年[24]撵
ɬ  [45]仙鲜先 [33]线羡漩 [24]癣冼 
l  [33]连联鲢怜莲峦滦銮{金～殿}孪囗{缝制} [31]炼楝恋链练 
tʃ  [45]煎毡笺 [33]箭溅贱饯战颤腱荐 [24]剪践展翦 
tʃʰ  [45]迁千{万～} [33]钱缠前痊乾虔铅 [24]浅遣
ȵ  [33]唁
ʃ  [45]煽[33]扇缮 
k  [45]肩坚捐娟涓 [33]俭犍建键健见 [24]卷券
kʰ  [45]掀 [31]件 
h  [45]掀牵悭 [33]芡涎宪献砚贤弦舷劝玄悬眩蜒桊炫 [24]显蚬谴 
∅  [45]焉烟胭渊 [33]然燃谚延筵言堰燕{姓～}燕{～子}咽宴沿猿[24]演衍[31]现
un
p  [45]般搬 [33]半绊 [24]本
pʰ  [45]潘[33]判盘盆 [31]伴拌 
m  [45]焖 [33]门闷 [24]满
f  [45]宽欢 [24]款
tʰ  [33]团屯 [31]断段锻缎  
n  [24]暖 [31]嫩
ɬ  [45]酸宣喧楦孙 [33]询徇算蒜逊 [24]选损 
l  [33]鸾 [24]卵 [31]乱仑论{议～} 
tʃ  [45]遵尊钻{～研}专砖 [33]纂钻{电～}转{～动}篆传{～记} [24]转{运～}
tʃʰ  [45]川穿村 [33]窜全泉传{流～}串忖寸存旋{～风} [24]喘[31]篡撰 
ȵ [33]原县院[24]软  
ʃ  [45]拴栓 [33]船婵[31]善鳝 
k  [45]肝干{～燥}竿杆{旗～}官棺观{参～}冠{衣～} [33]干{骨～}贯灌罐观{寺～}冠{夺～}眷[24]秆杆{笔～}擀赶管馆卷{试～}莞  
kʰ  [45]圈{猪～}[33]拳权颧倦 [24]卷{翻～}
ŋ  [33]岸
h  [45]看{～守}刊鼾 [33]看{小～}寒韩悍瀚 [24]侃{调～}罕[31]汉旱汗焊翰苋  
∅ [45]安鞍豌剜冤 [33]按案桓完丸腕圆员缘元源袁辕园援猿{长臂～} [24]玩{游～}玩{～弄}缓皖碗惋阮远 [31]唤焕换涣痪 
aŋ
p  [33]棒 
pʰ  [45]烹[33]凭庞膨 
m  [24]蟒
t  [45]当{应～}铛登灯 [33]当{妥～}档荡宕凳邓 [24]党挡等
tʰ  [45]汤劏[33]烫趟堂棠螳唐糖塘腾誊藤膛搪 [24]倘躺淌 
n  [45]裆[33]囊瓤能 
ɬ  [45]桑丧{婚～}嗓 [33]丧{～失}
l  [45]噎囗{毛线} [33]郎廊狼螂榔楞 [24]朗[31]浪埌 
tʃ  [45]赃脏庄装妆桩曾{姓～}增憎 [33]葬丈杖仗{打～}壮赠 
tʃʰ  [45]仓苍舱疮沧 [33]藏{隐～}畅长{短～}肠场创{～造}状曾{～经}层 [24]闯 [31]脏{五～}
ʃ  [45]霜孀 [33]床[24]爽
k  [45]冈岗刚纲钢{～铁}缸江豇肛 [33]杠降{下～}降{投～} [24]讲港 
kʰ  [45]慷[33]抗炕扛 
ŋ  [33]昂囗{呆傻}
h  [45]康糠夯 [33]行{银～}航杭恒衡杏行{品～} [24]肯[31]项巷 
ɐŋ
pʰ  [33]凭{依～}
k  [45]更{～换}轰[33]更{～加}[24]耿
h  [45]馨
ɛŋ
pʰ  [45]烹
m  [45]虻掹 [33]盲孟 [24]猛锰蜢
tʰ  [24]艇
n  [33]娘 
ɬ  [45]相{互～}箱厢湘镶[33]相{长～}[24]想
l  [33]良凉量{测～}粮梁粱量{数～}靓{～女}[24]两俩冷 [31]亮谅辆  
tʃ  [45]将{～来}浆张章樟争筝睁彰挣狰诤铮踭[33]酱将{大～}匠帐账胀涨{～大}障瘴 [24]蒋奖桨长{生～}涨{～水}掌[31]象像橡 
tʃʰ  [45]枪昌菖腔撑鲳娼猖 [33]墙详祥唱倡常嫦 [24]抢
ȵ  [31]酿壤攘嚷让 
ʃ  [45]商伤生牲笙甥 [33]尝偿[24]赏省{全～}[31]上{～山}尚   
k  [45]疆僵姜{生～}缰姜{姓～}庚羹耕 [24]哽埂梗 
kʰ  [45]倾 [33]强{坚～}琼 [24]强{勉～}顷
ŋ  [31]硬
h  [45]香乡坑铿氢 [33]向翔{飞～}[24]晌饷享响  
iɛŋ
∅  [45]央秧殃鸯泱 [33]羊洋烊杨阳扬疡佯漾 [24]仰养痒 [31]恙{无～}样 
oŋ
