cid	character	initial	final	tone	note
1	多	t	u	33	
2	拖	th	ʊ	33	
3	大	th	æe	31	
4	锣	l	u	212	
5	左	ts	u	31	
6	歌	k	ʊ	33	
7	个	k	æe	45	白
7	个	k	u	45	文
8	可	kh	ʊ	31	
9	鹅	ŋ	u	212	
10	饿	ŋ	u	31	
11	河	x	ʊ	212	
12	茄	tɕh	iɜu	212	
13	破	ph	u	45	
14	婆	ph	u	212	
15	磨	m	u	212	
16	磨	m	ʊ	31	
18	螺	l	u	212	
19	坐	tsh	u	33	
20	锁	s	u	31	
21	果	k	ʊ	31	
22	过	k	u	45	
23	课	kh	ʊ	45	
24	火	f	u	31	
25	货	kh	ʊ	45	
26	祸	x	u	45	
28	把	p	ᴀ	31	
29	爬	ph	ᴀ	212	
30	马	m	ᴀ	33	
31	骂	m	ᴀ	45	
32	茶	tsh	ᴀ	212	
33	沙	s	ᴀ	33	
34	假	k	ᴀ	31	
35	嫁	k	ᴀ	45	
36	牙	ŋ	ᴀ	212	
37	虾	x	ᴀ	33	
38	下	x	ᴀ	33	
39	夏	x	ᴀ	31	
40	哑	∅	ᴀ	31	
41	姐	tɕ	iᴀ	31	
42	借	tɕ	iᴀ	45	
43	写	ɕ	iᴀ	31	
45	谢	tɕh	iᴀ	31	
46	车	tsh	ᴀ	33	
47	蛇	s	ᴀ	212	
48	射	s	ᴀ	31	
49	爷	∅	iᴀ	212	
50	野	∅	iᴀ	33	
51	夜	∅	iᴀ	31	
52	瓜	k	uᴀ	33	
53	瓦	ŋ	ᴀ	31	
54	花	f	ᴀ	33	
55	化	f	ᴀ	45	
56	华	f	ᴀ	212	
57	谱	ph	u	31	
58	布	p	u	45	
59	铺	ph	u	33	
60	簿	ph	u	31	
61	步	ph	u	31	白
61	步	p	u	45	文
62	赌	t	u	31	
63	土	th	u	31	
64	图	th	u	212	
65	杜	th	u	31	
66	奴	n	u	212	
67	路	l	u	31	
68	租	ts	u	33	
69	做	ts	u	45	
70	错	tsh	u	45	
71	箍	k	u	33	
72	古	k	u	31	
73	苦	kh	u	31	
74	裤	kh	u	45	
75	吴	∅	u	212	
76	五	∅	ŋ	31	
77	虎	f	u	31	
78	壶	f	u	212	
79	户	f	u	31	
80	乌	∅	u	33	
81	女	n	y	31	
82	吕	l	y	31	
83	徐	tɕh	y	212	
84	猪	tɕ	y	33	
85	除	tɕh	y	212	
86	初	tsh	u	33	
88	所	s	u	31	
89	书	ɕ	y	33	
90	鼠	tsh	uei	31	白
90	鼠	s	uei	31	文
91	如	∅	y	212	
92	举	tɕ	y	31	
93	锯	tɕ	y	45	
94	去	tɕh	i	45	
95	渠	tɕh	y	212	
96	鱼	n	y	212	
97	许	ɕ	y	31	
98	余	∅	y	212	
99	府	f	u	31	
100	付	f	u	45	
101	父	f	u	31	白
101	父	f	u	45	文
102	武	∅	u	31	
103	雾	∅	u	45	
104	取	tɕh	y	31	
105	柱	tɕ	y	45	
106	住	tɕh	y	31	
107	数	s	u	31	
108	数	s	u	45	
109	主	tɕ	y	31	
110	输	ɕ	y	33	
111	竖	ɕ	y	33	
112	树	ɕ	y	31	
113	句	tɕ	y	45	
114	区	tɕh	y	33	
115	遇	∅	y	31	
116	雨	∅	y	31	
117	芋	∅	y	31	
118	裕	∅	y	31	
119	胎	th	ɔe	33	
120	台	th	ɔe	212	
121	袋	th	ɔe	31	
122	来	l	ɔe	212	
123	菜	tsh	ɔe	45	
124	财	tsh	ɔe	212	
125	该	k	ɔe	33	
126	改	k	æe	31	
127	开	kh	ɔe	33	
128	海	x	ɔe	31	
129	爱	∅	ɔe	45	
130	贝	p	ɔe	45	
131	带	t	æe	45	
132	盖	k	ɔe	45	
133	害	x	ɔe	31	
134	拜	p	æe	45	
135	排	ph	æe	212	
136	埋	m	æe	212	
137	戒	k	æe	45	
138	摆	p	æe	31	
139	派	ph	æe	31	～任务
139	派	ph	æe	45	～头
140	牌	ph	æe	212	
141	买	m	æe	33	
142	卖	m	æe	31	
143	柴	tsh	æe	212	
144	晒	s	æe	45	
145	街	k	æe	33	
146	解	k	ei	31	白
146	解	k	æe	31	文
147	鞋	x	æe	212	
148	蟹	x	æe	212	
149	矮	∅	ei	31	
150	败	ph	æe	31	
151	币	p	i	45	
152	制	ts	ɿ	45	
153	世	s	ɿ	45	
154	艺	n	i	31	
155	米	m	i	31	
156	低	t	ei	33	
157	梯	th	ɔn	33	白
157	梯	th	i	33	文
158	剃	th	ei	45	
159	弟	th	ei	33	
160	递	t	i	45	
161	泥	n	ei	212	
162	犁	l	uei	212	
163	西	ɕ	i	33	
164	洗	s	ei	31	
165	鸡	k	ei	33	
166	溪	kh	ei	33	
167	契	tɕh	i	45	
168	系	ɕ	i	45	
169	杯	p	ei	33	
170	配	ph	ei	31	
171	赔	ph	ɔe	212	
172	背	ph	ɔe	31	
173	煤	m	ɔe	212	
174	妹	m	ɔe	45	
175	对	t	ɔe	45	
176	雷	l	uei	212	
177	罪	tsh	uei	31	
178	碎	s	uei	45	
179	灰	f	ɔe	33	
180	回	f	ei	212	
181	外	ŋ	ɔe	31	
182	会	f	ei	31	
183	怪	k	uæe	45	
184	块	kh	uæe	45	
185	怀	f	æe	212	
186	坏	f	æe	31	
187	拐	k	uæe	31	
188	挂	k	uᴀ	45	
189	歪	∅	uæe	33	
190	画	f	ᴀ	31	
191	快	kh	uæe	45	
192	话	∅	uᴀ	31	白
192	话	f	ᴀ	31	文
193	岁	s	uei	45	
194	卫	∅	uei	31	
195	肺	f	ei	45	
196	桂	k	uei	45	
197	碑	p	ei	33	
198	皮	ph	i	212	
199	被	ph	i	33	
200	紫	ts	ɿ	31	
201	刺	tsh	ɿ	45	
202	知	ts	ɿ	33	
203	池	tsh	ɿ	212	
204	纸	ts	ɿ	31	
205	儿	∅	ɛ	212	
206	寄	tɕ	i	45	
207	骑	tɕh	i	212	
208	蚁	ŋ	ei	33	
209	义	n	i	31	
210	戏	tɕh	i	45	白
210	戏	ɕ	i	45	文
211	移	∅	i	212	
212	比	p	i	31	
213	屁	ph	i	45	
214	鼻	ph	i	31	
215	眉	m	i	33	
216	地	th	i	31	
217	梨	l	i	212	
218	资	ts	ɿ	33	
219	死	ɕ	i	31	
220	四	ɕ	i	45	
221	迟	tsh	ɿ	212	
222	师	s	ɿ	33	
223	指	ts	ɿ	31	
224	二	n	i	31	
225	饥	tɕ	i	33	
226	器	tɕh	i	45	
227	姨	∅	i	212	
228	李	l	i	31	
229	子	ts	ɿ	31	
230	字	tsh	ɿ	31	
231	丝	s	ɿ	33	
232	祠	tsh	ɿ	212	
233	寺	s	ɿ	45	
234	治	tsh	ɿ	45	
235	柿	s	ɿ	45	
236	事	s	ɿ	31	
237	使	s	ɿ	31	
238	试	s	ɿ	45	
239	时	s	ɿ	212	
240	市	s	ɿ	45	
241	耳	n	i	31	
242	记	tɕ	i	45	
243	棋	tɕh	i	212	
244	喜	tɕh	i	31	
245	意	∅	i	45	
246	几	tɕ	i	31	
247	气	tɕh	i	45	
248	希	ɕ	i	33	
249	衣	∅	i	33	
250	嘴	ts	uei	31	
251	随	s	uei	212	
252	吹	tsh	uei	33	
253	垂	tsh	uei	212	
254	规	k	uei	33	
255	亏	kh	uei	33	
256	跪	kh	uei	31	
257	危	∅	uei	212	
258	类	l	uei	31	
259	醉	ts	uei	45	
260	追	ts	uei	33	
261	锤	tsh	uei	212	
262	水	s	uei	31	
263	龟	k	uei	33	
264	季	tɕ	i	45	
265	柜	kh	uei	31	
266	位	∅	uei	31	
267	飞	p	ei	33	白
267	飞	f	ei	33	文
268	费	f	ei	45	
269	肥	ph	ei	212	白
269	肥	f	ei	212	文
270	尾	m	ei	33	
271	味	m	ei	31	白
271	味	∅	uei	31	文
272	鬼	k	uei	31	
273	贵	k	uei	45	
274	围	∅	uei	212	
275	胃	∅	uei	31	
276	宝	p	u	31	
278	毛	m	u	33	白
278	毛	m	ᴀu	212	文
279	帽	m	u	31	
280	刀	t	u	33	
281	讨	th	u	31	
282	桃	th	u	212	
283	道	th	u	31	白
283	道	t	u	45	文
284	脑	n	u	31	白
284	脑	n	ᴀu	31	文
285	老	l	u	31	
286	早	ts	u	31	
287	灶	ts	u	45	
288	草	tsh	u	31	
289	糙	tsh	u	45	
290	造	tsh	u	31	白
290	造	tsh	ᴀu	31	文
291	嫂	s	u	31	
292	高	k	ʊ	33	
293	靠	kh	ᴀu	31	～山食山
293	靠	kh	ᴀu	45	～背
294	熬	ŋ	ᴀu	212	
295	好	x	u	31	
296	号	x	ᴀu	31	
297	包	p	ᴀu	33	
298	饱	p	ᴀu	31	
299	炮	ph	ᴀu	45	
300	猫	m	iᴀu	45	
301	闹	n	ᴀu	31	
302	罩	ts	ᴀu	45	
303	抓	ts	ᴀ	33	
304	找	ts	ᴀu	31	
305	抄	tsh	ᴀu	33	
306	交	k	ᴀu	33	
307	敲	kh	ᴀu	45	
308	孝	x	ᴀu	45	
309	校	k	ᴀu	45	白
309	校	ɕ	iᴀu	45	文
310	表	p	iᴀu	31	
311	票	ph	iᴀu	45	
312	庙	m	iᴀu	31	
313	焦	tɕ	iᴀu	33	
314	小	ɕ	iᴀu	31	
315	笑	ɕ	iᴀu	45	
316	朝	tsh	ᴀu	212	
317	照	ts	ᴀu	45	
318	烧	s	ᴀu	33	
320	桥	tɕh	iᴀu	212	
321	轿	tɕh	iᴀu	31	
322	腰	∅	iᴀu	33	
323	要	∅	iᴀu	45	
324	摇	∅	iᴀu	212	
325	鸟	t	iᴀu	33	
326	钓	t	iᴀu	45	
327	条	th	iᴀu	212	
328	料	l	iᴀu	31	
329	箫	ɕ	iᴀu	33	
330	叫	tɕ	iᴀu	45	
331	母	m	u	33	
332	抖	t	ɜu	31	
333	偷	th	ɜu	33	
334	头	th	ɜu	212	
335	豆	th	ɜu	31	
336	楼	l	ɜu	212	
337	走	ts	ɜu	31	
338	凑	tsh	ɜu	45	
339	钩	k	ɜu	33	
340	狗	k	ɜu	31	
341	够	k	ɜu	45	
342	口	kh	ɜu	31	
343	藕	ŋ	ɜu	33	
344	后	x	ɜu	31	
345	厚	x	ɜu	33	
346	富	f	u	45	
347	副	f	u	45	
348	浮	ph	ɜu	212	白
348	浮	f	ɜu	212	文
349	妇	f	u	45	
350	流	l	iɜu	212	
351	酒	tɕ	iɜu	31	
352	修	ɕ	iɜu	33	
353	袖	tɕh	iɜu	31	
354	抽	tɕh	iɜu	33	
355	绸	tɕh	iɜu	212	
356	愁	tsh	ɜu	212	
357	瘦	s	ɜu	45	
358	州	tɕ	iɜu	33	
359	臭	tɕh	iɜu	45	
360	手	ɕ	iɜu	31	
361	寿	ɕ	iɜu	45	
362	九	tɕ	iɜu	31	
363	球	tɕh	iɜu	212	
364	舅	tɕh	iɜu	33	
365	旧	tɕh	iɜu	31	
366	牛	ŋ	ɜu	212	
367	休	ɕ	iɜu	33	
368	优	∅	iɜu	33	
369	有	∅	iɜu	33	
370	右	∅	iɜu	31	
371	油	∅	iɜu	212	
372	丢	t	iɜu	33	
373	幼	∅	iɜu	45	
374	贪	th	ᴀŋ	33	
375	潭	th	ɔŋ	212	
376	南	n	ᴀŋ	212	
377	蚕	tsh	ᴀŋ	212	
378	感	k	ᴀŋ	31	
379	含	x	ɛn	212	白
379	含	x	ᴀŋ	212	文
380	暗	∅	ᴀŋ	45	白
380	暗	ŋ	ᴀŋ	45	文
381	搭	t	ᴀ	42	
382	踏	th	ᴀ	42	
383	拉	l	æe	33	白
383	拉	l	ᴀ	33	文
384	杂	tsh	ᴀ	33	
385	鸽	k	ɔ	42	
386	盒	x	ɔ	33	
387	胆	t	ᴀŋ	31	
388	毯	th	ᴀŋ	31	
389	淡	th	ᴀŋ	33	
390	蓝	l	ᴀŋ	212	
391	三	s	ᴀŋ	33	
392	甘	k	ɔn	33	白
392	甘	k	ᴀŋ	33	文
393	敢	k	ᴀŋ	31	
394	喊	x	ᴀŋ	45	
395	塔	th	ᴀ	42	
396	蜡	l	ᴀ	33	
397	赚	tsh	ɔn	31	
398	杉	s	ᴀ	33	
399	减	k	ᴀŋ	31	
400	咸	x	ᴀŋ	212	
401	插	tsh	ᴀ	42	
402	闸	ts	ᴀ	42	
403	夹	k	ᴀ	42	
404	衫	s	ᴀŋ	33	
405	监	k	ᴀŋ	45	～督
405	监	k	ᴀŋ	33	太～
406	岩	ŋ	ᴀŋ	212	
407	甲	k	ᴀ	42	
408	鸭	∅	ᴀ	42	
409	黏	n	iᴀ	212	
410	尖	tɕ	iɛn	33	
411	签	tɕh	iɛn	33	
412	占	ts	ɛn	45	白
412	占	ts	ᴀŋ	45	文
413	染	∅	iɛn	31	
414	钳	tɕh	iɛn	212	
415	验	n	iɛn	31	
416	险	ɕ	iɛn	31	
418	炎	∅	iɛn	212	
419	盐	∅	iɛn	212	
420	接	tɕ	iɛ	42	
421	折	ts	ɛ	42	
422	叶	∅	iɛ	33	
423	剑	tɕ	iɛn	45	
424	欠	tɕh	iɛn	45	
425	严	n	iɛn	212	
426	业	n	iɛ	33	
427	点	t	iɛn	31	
428	店	t	iɛn	45	
429	添	th	iɛn	33	
430	甜	th	iɛn	212	
