cid	character	initial	final	tone	note
1	多	t	ɔ	24	
2	拖	th	ɔ	24	
3	大	t	ɔ	52	
4	锣	l	ɔ	44	
5	左	ts	ɔ	44	
6	歌	k	ɔ	24	
7	个	k	ɔ	52	～～
7	个	k	uəʔ	4	一～
8	可	kh	ɔ	312	～以
8	可	kh	əʔ	44	～是
9	鹅	ŋ	ɔ	44	
10	饿	ŋ	ɔ	52	
11	河	x	ɔ	44	
12	茄	tɕh	ia	44	
13	破	ph	uə	52	
14	婆	ph	uə	44	
15	磨	m	uə	44	
16	磨	m	uə	52	
17	躲	t	uə	312	
18	螺	l	ɔ	44	
19	坐	ts	uə	52	
20	锁	s	uə	312	
21	果	k	uə	312	
22	过	k	uə	52	
23	课	kh	uə	52	
24	火	x	uə	312	
25	货	x	uə	52	
26	祸	x	uə	52	
27	靴	ɕ	ya	24	
28	把	p	a	312	
29	爬	p	a	24	白。～山
29	爬	ph	a	44	文。～开了
30	马	m	a	312	
31	骂	m	a	52	
32	茶	tsh	a	44	
33	沙	s	a	24	
34	假	tɕ	ia	312	
35	嫁	tɕ	ia	52	
36	牙	n	ia	44	
37	虾	ɕ	ia	24	
38	下	x	a	52	
39	夏	ɕ	ia	52	
40	哑	n	ia	312	
41	姐	tɕ	iɛ	312	
42	借	tɕ	ia	52	
43	写	ɕ	ia	312	
44	斜	ɕ	ia	44	
45	谢	ɕ	iɛ	52	
46	车	tʂh	a	24	
47	蛇	ʂ	a	44	
48	射	ʂ	ə	52	
49	爷	∅	ia	44	白。～～
49	爷	∅	iɛ	44	文。[姐儿]～
50	野	∅	ia	312	
51	夜	∅	ia	52	
52	瓜	k	ua	24	
53	瓦	∅	ua	312	
54	花	x	ua	24	
55	化	x	ua	52	
56	华	x	ua	24	
57	谱	ph	u	312	
58	布	p	u	52	
59	铺	ph	u	52	
60	簿	p	u	52	
61	步	p	u	52	
62	赌	t	u	312	
63	土	th	u	312	
64	图	th	u	44	
65	杜	t	u	52	
66	奴	n	əɯ	44	
67	路	l	əɯ	52	
68	租	ts	əɯ	24	
69	做	ts	uəʔ	4	
70	错	tsh	uə	52	
71	箍	k	u	24	
72	古	k	u	312	
