"拼音"	"IPA"	"調號"	"單字"
"di"	"ti"	"1"	"低爹[(2)老頭：劉三～]"
"di"	"ti"	"2"	"敵狄的[～確]滴[(文)]嫡"
"di"	"ti"	"3"	"氐底[(又)]抵邸詆柢砥骶牴踮[(白)]嘀[～～：汽車喇叭聲]"
"di"	"ti"	"5"	"帝蒂諦締底[(又)]"
"ti"	"tʰi"	"2"	"踢"
"ti"	"tʰi"	"3"	"體剔[(又)]"
"ti"	"tʰi"	"5"	"替梯銻剃涕屜隸[(白)]惕剔[(又)]"
"ddi"	"di"	"2"	"笛啼蹄狄荻滌堤題提[(文)]"
"ddi"	"di"	"6"	"弟第遞逮地"
"li"	"li"	"1"	"笠栗[(白)(1)板～]簍[(訓讀)～子]"
"li"	"li"	"2"	"離籬漓璃犁梨黎藜黧莉厘哩鸝罹栗[(2)～弓tsai55①：栗鑿]"
"li"	"li"	"3"	"禮旅李里裹理鯉狸俚娌哩[喚鴨聲]澧醴蠡履"
"li"	"li"	"5"	"力歷曆靂勵礪蠣律麗儷酈蒞俐立粒戾唳荔棟礫栗[(文)(1)板～]吏[(又)]隸[(文)]"
"li"	"li"	"6"	"利痢厲吏[(又)]瀝"
"zhi"	"tɕi"	"1"	"雞飢饑機譏知蜘"
"zhi"	"tɕi"	"2"	"脊[(文)]織積吉即汁職質跡績激擊唧[詞尾襯音助詞，如：妹～：妹子]執[～固]"
"zhi"	"tɕi"	"3"	"幾擠己紀[(1)～律]"
"zhi"	"tɕi"	"5"	"祭際濟劑計臍[(文)]繼寄記紀[(2)～念]既季繫[～鞋帶]智[(白)]"
"chi"	"tɕʰi"	"1"	"欺妻淒棲蛆焌[用水將燃燒物澆滅：把火～滅；煮菜時加水：～湯]趨[(白)]"
"chi"	"tɕʰi"	"2"	"七漆膝及級極吸侄集疾籍赤[(文)]吃[(2)口～]"
"chi"	"tɕʰi"	"3"	"啟起取[(白)]豈喜[(白)]"
"chi"	"tɕʰi"	"5"	"直值植置氣汽器棄契戲[(白)]"
"zzhi"	"dʑi"	"2"	"奇騎其期琪棋騏遲徐池弛馳臍[(白)]"
"zzhi"	"dʑi"	"6"	"技妓治澀忌聚[(白)]娶[(白)]序[(白)]敘緒[(白)]"
"gni"	"ȵi"	"2"	"尼泥儀宜疑鮎[(又)]嚴[(又)]閻[(又)]"
"gni"	"ȵi"	"3"	"你"
"gni"	"ȵi"	"5"	"日"
"gni"	"ȵi"	"6"	"義議蟻[(文)]逆藝毅膩[(文)]念[(變調)]驗[(變調)]"
"shi"	"ɕi"	"1"	"西犧須[(白)]鬚[(白)]需[(白)]希稀欷晞犀樨熙奚溪些[(白)]兮羲曦雖髓"
"shi"	"ɕi"	"2"	"習夕汐矽析晰蜥婿昔惜悉蟋錫[(文)]襲息媳熄瘜檄席蓆[(文)]濕失識釋室璽徙蓰恤適[(文)]"
"shi"	"ɕi"	"3"	"洗銑喜[(文)]熹禧嬉"
"shi"	"ɕi"	"5"	"十什拾實食蝕世勢式細隙絮[(白)]戲[(文)]繫[(文)～鞋帶]試誓[(白)]石[(文)]適[(白)]"
"sshi"	"ʑi"	"2"	"入[(白)狗～个：狗日的]"
"sshi"	"ʑi"	"6"	"系[～統]"
"i"	"i"	"1"	"醫衣依銥裔伊倚咿噫[表驚異]"
"i"	"i"	"2"	"夷姨荑胰痍飴怡貽遺移沂頤彝嶷"
"i"	"i"	"3"	"已以苡矣"
"i"	"i"	"5"	"一億憶屹亦異抑邑挹益溢縊逸譯驛繹弈奕羿翌翼意臆癔懿疫[(文)]役[(文)]詣蜴易[(2)交～；(3)姓]"
"i"	"i"	"6"	"易[(1)容～]"
"bu"	"pu"	"3"	"補"
"bu"	"pu"	"5"	"不布怖怖"
"pu"	"pʰu"	"1"	"捕鋪[(1)名詞：床～；動詞：～設]"
"pu"	"pʰu"	"2"	"撲[(1)～面]僕樸瀑"
"pu"	"pʰu"	"3"	"普譜璞蹼甫埔圃浦"
"pu"	"pʰu"	"5"	"鋪[(2)名詞：店鋪]"
"bbu"	"bu"	"2"	"蒲葡脯莆孽菩伏[(1)正面朝地：～嗒地下]"
"bbu"	"bu"	"6"	"部步埠簿"
"fu"	"ɸu"	"1"	"夫伕呋膚麩趺跗呼敷孚俘稃孵"
"fu"	"ɸu"	"2"	"福蝠服复腹蝮覆忽惚唿囫匐伏[(文)(1)埋～；(2)三～天]袱茯弗拂氟佛[(1)～教]彿[(3)彷～]"
"fu"	"ɸu"	"3"	"撫府腑俯腐[(1)～爛]斧輔虎琥唬滸釜否[(白)(1)～定]"
"fu"	"ɸu"	"5"	"付附咐駙富副賦阜訃赴戽瓠傅[(又)]"
"ffu"	"βu"	"2"	"扶芙鳧浮[(文)]符胡湖糊葫猢瑚蝴醐煳[燒焦：飯～嗒]鬍狐弧壺和[(2)～牌]傅[(變調)師～]腐[(2)豆～]佛[(2)阿彌陀～]"
"ffu"	"βu"	"6"	"戶滬護父婦負互[(文)]"
"gu"	"ku"	"1"	"姑估咕鴣菇酤辜孤鍋[(白)]箍"
"gu"	"ku"	"2"	"谷骨[(文)]"
"gu"	"ku"	"3"	"古詁牯罟䀦[瞪大眼睛表示不滿]汩蠱股鼓瞽菰"
"gu"	"ku"	"5"	"顧僱故固崮痼錮梏過[(白)]"
"ku"	"kʰu"	"1"	"枯骷"
"ku"	"kʰu"	"2"	"哭窟酷"
"ku"	"kʰu"	"3"	"苦"
"ku"	"kʰu"	"5"	"庫褲"
"u"	"u"	"1"	"烏嗚鎢鄔污巫誣"
"u"	"u"	"2"	"無吳蜈梧娛[(白)]禾[(白)]"
"u"	"u"	"3"	"五伍武鵡舞午忤嫵侮捂牾"
"u"	"u"	"5"	"屋勿物兀焐"
"u"	"u"	"6"	"務霧戊誤悟晤寤騖鶩互[(白)]"
"zhy"	"tɕy"	"1"	"豬諸朱蛛株侏茱誅珠拘駒掬居俱車[象棋術語]"
"zhy"	"tɕy"	"3"	"主煮渚舉櫸矩"
"zhy"	"tɕy"	"5"	"注駐蛀鑄著句鋦侷跼據劇踞倨鋸[(文)]"
"chy"	"tɕʰy"	"1"	"區驅嶇軀祛吹[(白)]黢[～黑：很黑]"
"chy"	"tɕʰy"	"2"	"屈詘"
"chy"	"tɕʰy"	"3"	"處[(1)動詞：～理]取[(文)]娶[(文)]"
"chy"	"tɕʰy"	"5"	"覷趣[(文)]去[(文)]處[(2)名詞：～所]"
"zzhy"	"dʑy"	"2"	"渠衢芻雛除滁廚櫥躕躇儲橘槌[(白)]錘[(白)]菊[(文)]"
"zzhy"	"dʑy"	"6"	"住柱巨苣拒距炬鉅詎具懼颶遽聚[(文)]"
"gny"	"ȵy"	"3"	"女"
"gny"	"ȵy"	"5"	"蕊"
"shy"	"ɕy"	"1"	"舒輸書抒虛樞倏須[(文)]鬚[(文)]需[(文)]鼠[(變調)老～子]"
"shy"	"ɕy"	"3"	"暑署曙許水黍鼠[(又)]"
"shy"	"ɕy"	"5"	"術述戍庶墅恕絮[(文)]"
"sshy"	"ʑy"	"2"	"殊薯"
"sshy"	"ʑy"	"6"	"豎樹緒[(文)]序[(文)]"
"y"	"y"	"1"	"淤迂紆"
"y"	"y"	"2"	"魚漁如余餘於盂竽俞榆瑜愉[(又)]蝓愚[(又)]娛[(文)]虞臾諛萸"
"y"	"y"	"3"	"與嶼予宇羽雨禹庾乳"
"y"	"y"	"5"	"餵[(白)餵養：～豬]"
"y"	"y"	"6"	"域蜮豫入[(文)]玉芋籲預譽峪裕馭喻諭揄愈逾愉[(又)]渝覦禦遇寓愚[(又)]聿嫗鷸鬻熨[～貼]疫[(白)]役[(白)]"
"ba"	"pa"	"1"	"巴杷爸[(又)]芭笆疤叼[(訓讀)～嗒根煙]"
"ba"	"pa"	"2"	"八捌伯"
"ba"	"pa"	"3"	"把[(1)～握，一～刀]靶叭[喇～]㞎[小孩稱大便]"
"ba"	"pa"	"5"	"垻壩霸[(1)惡霸；(2)～蠻：固執]把[(2)柄，刀～；花～子]爸[(又)]"
"pa"	"pʰa"	"2"	"拍泊拔跋醱[～酒：將煮熟的飯加發酵粉後捂緊使發酵成酒〉"
"pa"	"pʰa"	"3"	"啪趴[(文)伸開雙腿]"
"pa"	"pʰa"	"5"	"白[(白)]怕帕"
"bba"	"ba"	"2"	"扒趴[(白)]耙琶筢杷[枇～]夿[量詞：一～屎]爬[(文)]"
"bba"	"ba"	"6"	"罷跁䶕[牙齒外露]"
"ma"	"ma"	"1"	"媽[(文)]嗎麼[～解：為什麼]"
"ma"	"ma"	"2"	"麻蟆[～拐：青蛙]"
"ma"	"ma"	"3"	"馬媽[(白)姆～]碼瑪螞摸[(白)]"
"ma"	"ma"	"5"	"抹[～布]"
"ma"	"ma"	"6"	"罵"
"fa"	"ɸa"	"1"	"花髮[(變調)頭～]"
"fa"	"ɸa"	"2"	"法砝乏發髮[～型]伐閥筏"
"fa"	"ɸa"	"5"	"化罰"
"ffa"	"βa"	"2"	"華鏵嘩樺劃[(又)]"
"ffa"	"βa"	"6"	"畫話[(文)]劃[(又)]"
"da"	"ta"	"1"	"咑"
"da"	"ta"	"2"	"搭答嗒躂[(又)]耷"
"da"	"ta"	"3"	"打"
"ta"	"tʰa"	"1"	"他她它遢"
"ta"	"tʰa"	"2"	"塔達撻躂[(又)]塌踏[(2)～實]獺趿[(訓讀)穿鞋時將鞋後幫踩在腳下，比較懶散]"
"ta"	"tʰa"	"5"	"榻蹋沓踏[(1)腳～板]"
"dda"	"da"	"6"	"搨[堆疊著放]"
"na"	"na"	"2"	"捺挪[(白)]拿[(文)]"
"na"	"na"	"3"	"哪"
"na"	"na"	"5"	"納吶衲鈉"
"na"	"na"	"6"	"那"
"la"	"la"	"1"	"拉垃啦"
"la"	"la"	"2"	"爬[(白)]"
"la"	"la"	"3"	"喇邋[(又)]"
"la"	"la"	"5"	"辣臘蠟邋[(又)]旯[旮～]擸[將衣袖或褲管挽起]"
"la"	"la"	"6"	"落[(2)遺漏或丟失]"
"za"	"tsa"	"1"	"渣喳楂"
"za"	"tsa"	"2"	"閘扎摘札咱砸匝吒[哪～]咋[～舌]"
"za"	"tsa"	"3"	"紥"
"za"	"tsa"	"5"	"榨詐蚱炸[(1)爆～]"
"ca"	"tsʰa"	"1"	"差[(1)差錯]叉杈衩扠"
"ca"	"tsʰa"	"2"	"擦插坼"
"ca"	"tsʰa"	"3"	"嚓[咔～]"
"ca"	"tsʰa"	"5"	"雜鍘岔炸[(2)把食物放在沸油裏弄熟：～油條]"
"zza"	"dza"	"2"	"茶搽查"
"zza"	"dza"	"6"	"柵乍"
"sa"	"sa"	"1"	"沙紗砂莎痧裟鯊杉薩[(又)菩～]"
"sa"	"sa"	"2"	"殺剎鎩煞[(1)動詞：～尾；(2)名詞：迷信的人指凶神]刷"
"sa"	"sa"	"3"	"耍撒傻[(文)]灑[(文)]"
"sa"	"sa"	"5"	"卅颯薩[(又)比～斜塔]"
"ga"	"ka"	"1"	"家[(白)]枷痂"
"ga"	"ka"	"2"	"夾鋏裌"
"ga"	"ka"	"3"	"嘎"
"ga"	"ka"	"5"	"嫁[(白)]駕[(白)]架[(白)]篙[竹～：晾衣服的竹桿]"
"ka"	"kʰa"	"1"	"咖卡[(1)用手的虎口鉗住]"
"ka"	"kʰa"	"2"	"客[(白)]恰[(白)]掐[用指甲按]"
"ka"	"kʰa"	"3"	"卡[(2)～殼；關～；～片；～車]咔喀"
"ka"	"kʰa"	"5"	"胯[(白)兩腿之間]"
"nga"	"ŋa"	"1"	"椏[樹～子：樹杈裏]埡[山～子，山凹裏]"
"nga"	"ŋa"	"2"	"牙[(白)]芽[(白)]伢岩崖涯鴨[(白)]押"
"nga"	"ŋa"	"3"	"啞"
"nga"	"ŋa"	"5"	"額[(白)]軋壓[(白)(又)]"
"nga"	"ŋa"	"6"	"壓[(白)(又)]"
"xa"	"xa"	"1"	"哈蝦[(白)]"
"xa"	"xa"	"2"	"瞎[(白)]轄[(文)]嚇[(白)]蛤"
"xa"	"xa"	"3"	"傻[(白)]"
"xa"	"xa"	"5"	"狹[(白)]"
"xxa"	"ɣa"	"6"	"下[(白)全部：箇些肉我～要]咸[(訓讀)全部：箇些肉我～要]"
"a"	"a"	"1"	"阿啊[(1)表驚歎]"
"a"	"a"	"5"	"啊[(2)表疑問]"
"a"	"a"	"6"	"啊[(3)表否定]"
"bia"	"pia"	"2"	"壁[(白)]"
"bia"	"pia"	"3"	"噼[(又)]"
"pia"	"pʰia"	"2"	"劈[(白)]"
"pia"	"pʰia"	"3"	"噼[(又)]"
"dia"	"tia"	"1"	"嗲爹[(白)(1)]"
"dia"	"tia"	"2"	"提[(白)(又)]滴[(白)(1)動詞，～水；量詞，一～汗]"
"dia"	"tia"	"5"	"滴[(2)～嘰：一點兒]"
"tia"	"tʰia"	"2"	"締[(訓讀)捆紮：把麻袋～起]"
"ddia"	"dia"	"2"	"提[(白)(又)]"
"lia"	"lia"	"1"	"嗲[(訓讀)發～：敏嬌]"
"lia"	"lia"	"3"	"舔[(又)]咧[嘴角向兩邊伸展：～起嘴巴笑]捩[東西的兩部分向兩邊分開，衣服～起，不像樣；歪斜，碗～咯嗒，湯流咯出來嗒]"
"lia"	"lia"	"5"	"累[(訓讀)勞累]"
"zhia"	"tɕia"	"1"	"加嘉袈枷[(文)]茄[(2)雪～煙]佳遮家[(文)]"
"zhia"	"tɕia"	"2"	"甲胛岬鉀夾[(文)]莢頰葭隻[(白)(2)量詞]"
"zhia"	"tɕia"	"3"	"假賈者[(白)]姐[(白)]"
"zhia"	"tɕia"	"5"	"借[(白)]價稼嫁[(文)]駕[(文)]架[(文)]"
"chia"	"tɕʰia"	"1"	"車[(白)(1)]"
"chia"	"tɕʰia"	"2"	"尺恰[(文)]洽赤[(白)～腳]喫[～飯]"
"chia"	"tɕʰia"	"3"	"扯[(白)]"
"chia"	"tɕʰia"	"5"	"蓆[(白)～子：席子]"
"zzhia"	"dʑia"	"2"	"邪斜"
"zzhia"	"dʑia"	"6"	"謝[(白)(2)姓]㐄[跨：～過門檻]"
"gnia"	"ȵia"	"1"	"𪐀[～人，易與人熟]"
"gnia"	"ȵia"	"3"	"惹"
"gnia"	"ȵia"	"5"	"入[(白)狗～个：狗日的]肏[(訓讀)狗～个：狗日的]"
"shia"	"ɕia"	"1"	"賒[(白)]蝦[(文)]"
"shia"	"ɕia"	"2"	"俠峽設[(白)]錫[(白)]涉[(白)]狹[(文)]瞎[(文)]黠匣狎"
"shia"	"ɕia"	"3"	"舍[(白)宿～]捨[(白)～棄]寫[(白)]"
"shia"	"ɕia"	"5"	"石[(白)]舌[(白)]射[(白)]瀉[(白)稀～个：很稀]"
"sshia"	"ʑia"	"2"	"霞蛇[(白)]佘瑕暇遐"
"sshia"	"ʑia"	"6"	"下[(文)]夏廈社[(白)]"
"ia"	"ia"	"1"	"鴉丫呀"
"ia"	"ia"	"2"	"牙[(文)]芽[(文)]蚜衙押[(文)]爺[(白)]螢[(白)]"
"ia"	"ia"	"3"	"雅也[(白)]冶[(白)]椰[(白)]野[(白)]"
"ia"	"ia"	"5"	"亞訝壓[(文)]"
"ia"	"ia"	"6"	"夜[(白)]"
"gua"	"kua"	"1"	"瓜呱"
"gua"	"kua"	"2"	"刮括"
"gua"	"kua"	"3"	"寡剮"
"gua"	"kua"	"5"	"掛卦褂"
"kua"	"kʰua"	"1"	"夸誇"
"kua"	"kʰua"	"3"	"垮[(又)]"
"kua"	"kʰua"	"5"	"跨挎[(文)]胯[(文)]"
"ggua"	"ɡua"	"2"	"垮[(又)]"
"ua"	"ua"	"1"	"哇窪蛙娃[(變調)]蝸鵠挖[(文)]"
"ua"	"ua"	"2"	"娃[(又)]"
"ua"	"ua"	"3"	"瓦"
"ua"	"ua"	"5"	"滑襪"
"ua"	"ua"	"6"	"話[(白)]"
"zhya"	"tɕya"	"1"	"抓[(文)(1)動詞，～一把花生]"
"zhya"	"tɕya"	"3"	"抓[(文)(2)動詞：～緊；量詞，一～花生]"
"chya"	"tɕʰya"	"5"	"踹[(又)用爪子刨土或掙扎時蹬腿：雞～食：把雞腳扎緊下，莫得它～開嗒]"
"zzhya"	"dʑya"	"2"	"茄瘸[～子]"
"shya"	"ɕya"	"1"	"靴"
"shya"	"ɕya"	"5"	"趿[穿鞋不正規，將後幫踩在腳下]踹[(又)用爪子刨土或掙扎時蹬腿：雞～食：把雞腳扎緊下，莫得它～開嗒]"
"ya"	"ya"	"1"	"抓[(白)(1)動詞，～一把花生]"
"ya"	"ya"	"3"	"抓[(白)(2)動詞，～緊；名詞，一～花生]"
"ya"	"ya"	"5"	"噦[大聲叫嚷]"
"be"	"pe"	"2"	"百佰鉑北柏迫[(白)]伯[(文)]白[(文)]"
"pe"	"pʰe"	"2"	"魄舶粕迫[(文)]"
"me"	"me"	"1"	"默[(1)心裏暗想，心裏～下神]"
"me"	"me"	"3"	"哞[牛叫聲，小孩用以稱牛：牛～]"
"me"	"me"	"5"	"麥脈墨默沒[沉～]末[(2)粉末：～藥、椿～子]滅[(白)]"
"fe"	"ɸe"	"2"	"或"
"fe"	"ɸe"	"5"	"活[(白)與死相對，～泥鰍]"
"de"	"te"	"2"	"得德給[(訓讀)給，交給]"
"de"	"te"	"3"	"嘚[(1)舞獅時，領隊或主人唱讚詞之先要喊「～」以使鑼鼓和喧鬧聲靜下來]"
"te"	"tʰe"	"2"	"特[(文)]忑"
"de"	"te"	"6"	"嘚[(2)表提醒]"
"le"	"le"	"5"	"勒肋"
"ze"	"tse"	"2"	"則側測[～嗒去：試探着去]窄責"
"ce"	"tsʰe"	"2"	"擇澤策冊宅拆廁測[(文)]"
"ce"	"tsʰe"	"5"	"賊"
"se"	"se"	"1"	"鰓腮鎪[～鋸子：將物體鋸成彎形的鋸子]"
"se"	"se"	"2"	"色瑟嗇蝨塞[(1)堵～]骰[(訓讀)]"
"ge"	"ke"	"2"	"格革隔膈給[(文)]"
"ge"	"ke"	"5"	"鋸[(白)]"
"ke"	"kʰe"	"2"	"克剋刻咳客"
"ke"	"kʰe"	"3"	"王[(訓讀)K，撲克牌的第13張]"
"nge"	"ŋe"	"5"	"額嚙[用牙齒齩]齩[(訓讀)用牙齒齩]"
"xe"	"xe"	"1"	"嘿"
"xe"	"xe"	"2"	"黑轄核"
"xe"	"xe"	"3"	"很[(又)]"
"xxe"	"ɣe"	"2"	"很[(變調)帶有誇張的神情]"
"e"	"e"	"1"	"呃[(1)表驚奇]"
"e"	"e"	"3"	"呃[(2)打招呼或說話前提醒人注意]"
"e"	"e"	"5"	"呃[(3)表否定]"
"bie"	"pie"	"1"	"憋鱉[(文)]"
"bie"	"pie"	"2"	"屄[(又)女陰]"
"bie"	"pie"	"3"	"癟"
"pie"	"pʰie"	"2"	"別撇[(1)筆畫「丿」]"
"pie"	"pʰie"	"3"	"枇撇[(2)左～子]"
"mie"	"mie"	"1"	"搣[掰開、撕開，一分被～做兩半用；也喻指吝嗇：箇只人蠻～]"
"mie"	"mie"	"2"	"棉[(白)]"
"mie"	"mie"	"3"	"咩"
"mie"	"mie"	"5"	"篾蔑滅[(文)]"
"die"	"tie"	"1"	"爹[(文)(1)]"
"die"	"tie"	"2"	"跌迭"
"die"	"tie"	"3"	"點[(訓讀)～嘰：一點兒]"
"tie"	"tʰie"	"2"	"鐵疊蝶諜喋牒碟[(文)飛～]貼帖"
"tie"	"tʰie"	"3"	"舔[(文)(又)]"
"tie"	"tʰie"	"5"	"揲[整理好]碟[(白)]特[(白)]"
"lie"	"lie"	"3"	"舔[(白)(又)]"
"lie"	"lie"	"5"	"列例烈洌裂劣獵捩[扭傷：腳～嗒，不好走路；斜的、歪的：線畫～嗒]"
"zhie"	"tɕie"	"1"	"遮[(文)]"
"zhie"	"tɕie"	"2"	"接折浙哲節癤揭竭碣結潔拮給[(白)]"
"zhie"	"tɕie"	"3"	"者[(文)]姐[(文)]"
"zhie"	"tɕie"	"5"	"值[(文)]"
"chie"	"tɕʰie"	"1"	"車[(文)(1)]"
"chie"	"tɕʰie"	"2"	"絕[(白)]切徹竊撤澈傑截劫捷睫妾怯[(文)]"
"chie"	"tɕʰie"	"3"	"且扯[(文)]"
"chie"	"tɕʰie"	"5"	"去[(白)]"
"zzhie"	"dʑie"	"2"	"挾[夾在腋窩下]"
"zzhie"	"dʑie"	"6"	"謝[(白)(1)～～：感謝]"
"gnie"	"ȵie"	"5"	"熱業孽聶囁鑷躡捏[～造]"
"shie"	"ɕie"	"1"	"些[(文)]"
"shie"	"ɕie"	"2"	"雪薛瀉[(白)肚子～]歇協設[(文)]涉[(文)]"
"shie"	"ɕie"	"3"	"舍[(文)(又)]捨[(文)]寫[(文)]"
"shie"	"ɕie"	"5"	"赦卸洩謝[(文)(1)～～：感謝；(2)姓]瀉[(文)]舌[(文)]舍[(文)(又)]"
"sshie"	"ʑie"	"2"	"蛇[(文)]"
"sshie"	"ʑie"	"6"	"射[(文)]社[(文)]"
"ie"	"ie"	"1"	"嘢[(1)表驚奇]"
"ie"	"ie"	"2"	"噎爺[(文)]"
"ie"	"ie"	"3"	"嘢[(2)表肯定]也[(文)]野[(文)]冶[(文)]"
"ie"	"ie"	"5"	"葉頁乙"
"ie"	"ie"	"6"	"嘢[(3)啊～：表後悔或害怕]夜[(文)]"
"gue"	"kue"	"2"	"國蟈"
"zhye"	"tɕye"	"2"	"決訣抉絕[(文)]拙倔崛掘蕨獗蹶攫"
"chye"	"tɕʰye"	"2"	"缺[(文)]"
"zzhye"	"dʑye"	"2"	"揪[(訓讀)他一把就～嗒她个頭髮]"
"shye"	"ɕye"	"2"	"說[小說]血"
"ye"	"ye"	"5"	"悅閱越鉞月粵缺[(白)]"
"bo"	"po"	"1"	"波菠玻挬[用棍子敲打]"
"bo"	"po"	"2"	"駁勃脖渤剝撥博搏膊鉢亳"
"bo"	"po"	"3"	"帛箔挬[(又)用棍子敲打]播[(2)廣～]"
"bo"	"po"	"5"	"簸播[(3)～種；廣～]啵[接吻，小孩語]"
"po"	"pʰo"	"1"	"坡"
"po"	"pʰo"	"2"	"潑礴"
"po"	"pʰo"	"3"	"頗叵撲[(2)～克]"
"po"	"pʰo"	"5"	"破薄[(1)厚～]"
"bbo"	"bo"	"2"	"婆鄱卜"
"bbo"	"bo"	"6"	"薄[(2)～荷]"
"mo"	"mo"	"1"	"摸[(文)(又)]"
"mo"	"mo"	"2"	"模磨1[動詞，～刀]"
"mo"	"mo"	"3"	"摸[(文)(又)]"
"mo"	"mo"	"5"	"莫目末[(文)]抹[(文)]沫"
"mo"	"mo"	"6"	"暮募墓幕磨[(2)名詞：石～子；動詞：～豆腐]"
"do"	"to"	"1"	"多"
"do"	"to"	"2"	"奪"
"do"	"to"	"3"	"朵躲垛[(2)]"
"do"	"to"	"5"	"剁"
"to"	"tʰo"	"1"	"拖"
"to"	"tʰo"	"2"	"脫托託拓[～藍紙：複寫紙]庹[兩臂伸開的長度]"
"to"	"tʰo"	"3"	"妥"
"ddo"	"do"	"2"	"駝馱哆[簡譜七音中的「1」]"
"ddo"	"do"	"6"	"惰墮垛[堆放]"
"no"	"no"	"2"	"挪[(文)]"
"no"	"no"	"5"	"諾"
"no"	"no"	"6"	"糯懦"
"lo"	"lo"	"1"	"裹[(1)將麵團等濕的固體粘上粉末]蜘[(訓讀)～蛛子：蜘蛛]"
"lo"	"lo"	"2"	"羅鑼籮騾"
"lo"	"lo"	"3"	"玀囉裹[(2)纏繞]卵[(白)雌性生殖細胞：～子]"
"lo"	"lo"	"5"	"樂[(1)快～；音～]洛駱烙絡[(2)脈～]落[(1)降下]摞捋"
"zo"	"tso"	"2"	"桌卓捉琢啄茁拙作[(1)～業]"
"zo"	"tso"	"3"	"左佐"
"zo"	"tso"	"5"	"作[(2)病痛或藥物開始產生反映：爛疤子發～嗒；小孩吵闓不停]"
"co"	"tsʰo"	"1"	"搓"
"co"	"tsʰo"	"2"	"戳撮"
"co"	"tsʰo"	"3"	"挫矬"
"co"	"tsʰo"	"5"	"昨錯措鑿銼濁"
"zzo"	"dzo"	"6"	"坐座"
"so"	"so"	"1"	"蓑梭唆[(文)]"
"so"	"so"	"2"	"索速[(白)]塑溯率[(白)(1)統～]蟀[(白)]縮[(文)]"
"so"	"so"	"3"	"鎖瑣所"
"go"	"ko"	"1"	"哥歌鍋[(文)]"
"go"	"ko"	"2"	"各閣鴿割"
"go"	"ko"	"3"	"果箇[指示代詞，相當於「這」]"
"go"	"ko"	"5"	"個過[(文)～子：漏斗]"
"ko"	"kʰo"	"1"	"科毃[用中指或食指彎曲起來打人頭頂，疑爲敲]"
"ko"	"kʰo"	"2"	"殼瞌渴闊確擴豁霍"
"ko"	"kʰo"	"3"	"可棵顆"
"ko"	"kʰo"	"5"	"課"
"ngo"	"ŋo"	"2"	"蛾鵝俄訛昂"
"ngo"	"ŋo"	"3"	"我"
"ngo"	"ŋo"	"6"	"餓臥"
"xo"	"xo"	"1"	"窠哄[(訓讀)～人；～細傢伙睏]"
"xo"	"xo"	"2"	"合喝獲惑鶴蠚[蜇：峰～人]"
"xo"	"xo"	"3"	"火伙夥"
"xo"	"xo"	"5"	"盒貨縛[捆綁：～柴]活[(文)]"
"xxo"	"ɣo"	"2"	"何荷河和[(1)～麵；我～你；～平]"
"xxo"	"ɣo"	"6"	"賀禍"
"o"	"o"	"1"	"窩"
"o"	"o"	"2"	"禾[(又)]"
"o"	"o"	"5"	"惡握"
