咨		ʦɿ²⁴	
资			
姿			
孜			
兹			
滋			
之			
芝			
支			
吱			
枝			
肢			
栀			
知			
蜘			
脂			
祇			
淄			
只	文	ʦɿ3	
子			
仔			
籽			
紫			
旨			
脂	又		
趾			
止			
址			
梓			
纸			
姊			
至		ʦɿ5	
郅			
桎			
窒			
置			
志			
痣			
炽			
帜			
翅			
稚	又		
痴		ʦʰɿ1	
疵			
雌			
蚩			
	脚步不稳		
此		ʦʰɿ3	
耻			
齿			
侈			
次		ʦʰɿ5	
刺			
赐			
滞			
稚			
池		ʣɿ2	
弛			
驰			
迟			
	用刀切		
治		ʣɿ6	
痔			
司		sɿ1	
私			
丝			
斯			
厮			
撕			
思			
诗			
尸			
师			
狮			
施			
死		sɿ3	
史			
使			
始			
驶			
屎			
四		sɿ5	
泗			
驷			
矢			
世			
势			
肆			
试			
逝			
视			
瓷		zɿ2	
慈			
磁			
辞			
词			
祠			
饲			
嗣			
时			
鲥			
茨			
持			
士		zɿ6	
仕			
示			
氏			
似			
寺			
侍			
市			
柿			
字			
事			
屄		pi1	
比		pi3	
鄙			
彼			
闭		pi5	
秘			
毖			
毙	又		
披		pʰi1	
批			
砒			
纰			
庇		pʰi3	
痞			
毙			
屁		pʰi5	
皮		bi2	
疲			
脾			
痞	又		
币		bi5	
敝			
蔽			
弊			
避			
坒	砖		
鐾	剃刀		
被			
眯		mi1	
渳			
迷		mi2	
弥			
麋			
靡			
眉			
米		mi3	
低		ti1	
底		ti3	
抵			
坻			
帝		ti5	
蒂			
缔			
梯		tʰi1	
体		tʰi3	
	把东西分开		
替		tʰi5	
涕			
剃			
递			
嚏			
提		di2	
堤			
题			
啼			
蹄			
弟		di6	
娣			
第			
地			
厘		li2	
黎			
犁			
梨			
离			
篱			
李		li3	
礼			
里			
理			
鲤			
丽		li6	
吏			
厉			
励			
利			
莉			
痢			
例			
隶			
机		ʨi1	
肌			
饥			
讥			
鸡			
基			
簊			
几		ʨi3	
己			
挤			
计		ʨi5	
记			
纪			
季			
悸			
寄			
剂			
既			
冀			
骥			
继			
系	~鞋带		
欺		ʨʰi1	
溪			
蹊			
期			
企			
启		ʨʰi3	
起			
企	又		
岂			
气		ʨʰi5	
汽			
弃			
器			
其		ʥi2	
棋			
琪			
祺			
旗			
麒			
杞			
奇			
骑			
祁			
祈			
齐			
荠	文		
忌		ʥi6	
技			
妓			
伎			
及	白，来不及		
倪		ȵi2	
尼			
泥			
呢	~制服		
腻		ȵi6	
义	~气：厚道		
希		ɕi1	
稀			
西			
牺			
嘻			
熙			
羲			
喜		ɕi3	
禧			
洗			
孟	姓		
戏		ɕi5	
细			
去	白	kʰi5	
衣		i1	
依			
铱			
医			
宜		i2	
异			
移			
遗			
夷			
姨			
疑			
仪			
已		i3	
椅			
倚			
以			
亿			
忆			
意			
臆			
奚			
易			
勚			
艺			
毅			
义			
议			
蚁			
翼			
补		pu1	
布		pʰu5	
怖			
铺	铺天盖地	pʰu3	
潽	因沸而溢		
埠			
甫		pʰu3	
脯			
圃			
浦			
辅			
埔			
普			
谱			
铺	~床	pʰu5	
蒲	菖蒲	bu2	
菩			
步		bu6	
部			
簿			
孵	白		
夫		fu1	
肤			
麸			
府		fu3	
俯			
腑			
斧			
釜			
孵	文		
付		fu5	
副			
富			
赋			
赴			
讣			
阜			
傅			
扶		vu2	
抚			
符			
诬			
浮			
父		vu6	
戊	又		
都		tu1	
嘟			
赌		tu3	
肚			
堍			
妒		tu5	
堵			
睹			
蠹			
土		tʰu3	
吐			
兔		tʰu5	
唾			
图		du2	
途			
涂			
徒			
屠			
度		du6	
渡			
镀			
杜			
如		lu2	
茹			
卢			
芦			
庐			
炉			
颅			
汝		lu3	
鲁			
橹			
卤			
路		lu6	
露			
赂			
