i
p[1]蓖脾篦□{拦水的坝}[3]敝毙陛譬比庇被臂[5]蔽弊币闭秘泌痹备
pʰ[1]披疲[2]皮琵枇卑婢[3]避鄙[5]屁痞鼻
m[1]靡[2]迷弥眉楣媚微谜[3]米
t[1]知些[5]帝
tʰ[1]弟[2]堤题提[3]体[5]嚏第递地涕
n[2]你尔
l[1]吕璃履理鲤蠡里裹[2]荔梨厘狸篱离[3]礼旅玺李屡吕闾榈侣[5]厉励丽隶虑滤蜊利痢吏
s[1]犀苏酥需斯撕私师狮司丝思虽须鬚西[3]死[5]素诉字祀巳嗣士仕俟事四肆
ʧ[1]株蛀蜘支枝肢之芝资姿咨兹滋[3]紫子姐纸姊脂旨指滓止趾址[5]祭际挤济致稚至置痔治痣志製誌
ʧʰ[1]妻凄凄栖雉痴嗤序雌[2]驰慈脐荠述糍迟茨伺瓷磁辞词祠饲池持[3]齿[5]智剂刺赐次自似寺
ɲ[1]儿议谊语汝[2]疑仪饵[3]耳拟[2]义二贰宜仪而
ʃ[1]施尸辎诗欺熙[2]时鲥莳匙[3]屎耻史驶始使矢[5]誓逝庶戍是氏豉示视嗜寺柿试市恃侍
k[1]居肌基机讥饥饑[2]渠{第三人称}[3]举矩己杞既几[5]髻锯距俱句惧寄记据拒巨技具妓纪
kʰ[1]溪携枢拘驹区驱崎倚企[2]渠瞿骑祁其棋期旗麒祈奇[3]启岂[5]忌
ŋ[2]尼
h[1]虚嘘牺希稀墟[3]许起喜[5]戏器弃嬉气汽繫去
Ǿ[1]医衣依於宜[2]宇倚如儒濡愚虞芋榆逾愉喻谊移夷姨以沂遗余馀寓愚虞禺愈遇瑜瘀迂[33]已语雨禹羽椅矣舆与予[5]誉预豫裕忆冀肄意异易御禦驭盂

u
p[1]孵[2]葫[3]补浦捕脯[5]怖布佈
pʰ[1]簿[2]葡扶瓠[3]谱圃普蒲甫辅[5]部步铺铺
m[1]母巫诬[3]拇舞鹉[5]幕暮慕墓募务雾
f[1]夫肤俘孵呼乎[2]湖狐壶蝴糊抚符芙胡鬍敷[3]斧虎浒府腑俯釜[5]富副妇负戽户沪护付赋傅咐赴父附驸腐埠
t[1]都[3]堵赌肚
tʰ[2]徒屠途涂图[3]土[5]兔杜渡镀度吐
n[2]奴[3]努[5]怒
l[2]卢炉芦庐骡驴[3]鲁橹虏卤黸[5]路鹭露
s[5]漱
ʧ[1]租猪诸诛蛛朱硃珠[3]祖组煮主[5]著铸注註驻
ʧʰ[1]粗苎柱蛆[2]除厨橱徐[3]楚础杵鼠拄储[5]醋箸住处助
ɲ[2]如儒蠕
ʃ[1]书输舒[2]薯蜍茹[3]暑署数[5]竖树数絮
k[1]姑孤鸪辜估□{~(聊天)}[3]古牯股鼓[5]故固雇顾
kʰ[1]箍枯[3]苦[5]库裤
v[3]武
Ǿ[1]乌污坞[5]芋

a
p[1]巴芭疤笆爸[3]把[5]霸罢坝壩
pʰ[5]怕
m[1]马码[2]蟆麻痳
s[3]洒
ʧ[1]遮渣[5]诈榨乍蔗鹧
ʧʰ[1]叉杈奢差车[5]岔
ʃ[1]社[5]麝赦舍射
k[1]家加痂嘉傢稼枷茄[3]贾假[5]架驾嫁价假
h[2]霞虾[5]下夏厦
v[1]挖蛙洼[5]话
Ǿ [1]鸦丫桠亚阿[3]哑

o
pʰ[2]爬琶杷耙
m[5]骂
f[1]花[2]铧华划桦[5]化画
t[3]打
tʰ[1]他它
s[1]莎沙纱赊
ʧ[1]楂
ʧʰ[2]茶搽查[3]且扯笡
ɲ[1]惹也野冶□{子父亲}[2]爷[3]拿[5]夜
ʃ[1]佘畲[2]蛇赊[3]捨
kʰ[1]跨
ŋ[2]牙芽衙讶伢[3]雅

ɛ
pʰ[1]批
t[1]低[3]底抵
tʰ[1]替剃
l[2]犁
s[1]些[3]洗[5]细谢卸赦
ʧ[3]姐者[5]这
ʧʰ[2]齐邪斜[5]砌
ʃ[5]世势
k[1]鸡[5]计继
kʰ[5]契
ɲ[2]泥[3]呢
h[1]靴[5]係

ai
p[3]摆[5]拜
f[2]怀槐[5]坏
t[5]戴带贷
tʰ[5]态太泰大
l[1]拉[5]赖癞
ʧ[1]斋[3]宰[5]债再载
ʧʰ[1]猜
ɲ[3]嚼{训读}
ʃ[5]晒赛寨
k[1]皆阶佳街[3]解[5]介界芥疥届戒
kʰ[2]揩楷[3]慨
ŋ[1]乃[2]我{第一人称}
h[2]孩谐鞋[3]械[5]蟹
v[5]外
Ǿ[3]矮

ei
p[1]碑跛坯
m[1]□{阿~:伯母}
tʰ[1]梯[2]啼蹄
l[2]黎
n[5]腻
ʧ[3]制
k[1]稽
ŋ[2]危[5]伪魏艾倪霓毅艺蚁
h[5]系

ɔi
p[5]背{背后}
pʰ[2]胚赔培陪赔排牌[5]背{背书}吠佩派败
m[1]买[2]梅玫媒煤莓霉埋[5]妹卖
f[1]灰恢
t[5]碓
tʰ[1]胎梯苔[2]抬臺[5]待代袋
l[2]来
s[1]腮鳃[5]岁
ʧ[1]栽载灾[3]崽[5]嘴
ʧʰ[1]在差[2]才材财裁豺搓柴[3]彩采[5]菜蔡脆
ʃ[5]税睡
k[1]该[3]改[5]盖
kʰ[3]概凯[5]溉
ŋ[5]碍外
h[2]骸[3]海[5]亥害
v[1]煨歪[2]淮
Ǿ[1]哀[3]隘
ui
p[1]杯悲[5]贝辈
pʰ[2]肥[3]配倍
m[1]每尾溦{～水；毛毛雨}[2]枚[3]美[5]味痱
f[1]非飞妃辉徽挥[2]回茴[3]匪翡悔慧毁彗[5]废肺费汇会彙沛绘侮
t[1]堆[3]对兑队
tʰ[1]推[2]颓[3]腿[5]退
l[2]雷擂[3]儡垒儽累[5]泪类累旅
