cid	character	initial	final	tone	note
1	多	t	uɤ	44	
2	拖	th	uɤ	44	
3	大	t	a	44	
4	锣	l	uɤ	24	
5	左	ts	uɤ	51	
6	歌	k	ɤ	44	
7	个	k	ɤ	44	
8	可	kh	ɤ	51	
9	鹅	ŋ	ɤ	24	
10	饿	ŋ	ɤ	44	
11	河	x	ɤ	24	
12	茄	tɕh	iɛ	24	
13	破	ph	ɤ	44	
14	婆	ph	ɤ	24	
15	磨	m	ɤ	44	
16	磨	m	ɤ	44	
17	躲	t	uɤ	51	
18	螺	l	uɤ	24	
19	坐	ts	uɤ	44	
20	锁	s	uɤ	51	
21	果	k	uɤ	51	
22	过	k	uɤ	44	
23	课	kh	uɤ	44	
24	火	x	uɤ	51	
25	货	x	uɤ	44	
26	祸	x	uɤ	44	
27	靴	ɕ	yɛ	44	
28	把	p	a	24	
29	爬	ph	a	24	
30	马	m	a	51	
31	骂	m	a	44	
32	茶	tsh	a	24	
33	沙	s	a	44	
34	假	tɕ	ia	44	
35	嫁	tɕ	ia	44	
36	牙	∅	ia	24	
37	虾	ɕ	ia	24	
38	下	ɕ	ia	44	
39	夏	ɕ	ia	44	
40	哑	∅	ia	51	
41	姐	tɕ	iɛ	51	
42	借	tɕ	iɛ	44	
43	写	ɕ	iɛ	51	
44	斜	ɕ	iɛ	24	
45	谢	ɕ	iɛ	44	
46	车	tʂh	ɤ	44	
47	蛇	ʂ	ɤ	24	
48	射	ʂ	ɤ	51	
49	爷	∅	iɛ	24	
50	野	∅	iɛ	51	
51	夜	∅	iɛ	44	
52	瓜	k	ua	44	
53	瓦	v	a	51	
54	花	x	ua	44	
55	化	x	ua	44	
56	华	x	ua	44	
57	谱	ph	u	51	
58	布	p	u	44	
59	铺	ph	u	51	
60	簿	ph	u	24	
61	步	p	u	44	
62	赌	t	u	51	
63	土	th	u	51	
64	图	th	u	24	
65	杜	t	u	44	
66	奴	n	u	24	
67	路	l	u	44	
68	租	ts	u	44	
69	做	ts	uɤ	24	
70	错	tsh	uɤ	44	
71	箍	k	u	44	
72	古	k	u	51	
73	苦	kh	u	51	
74	裤	kh	u	44	
75	吴	v	u	24	
76	五	v	u	51	
77	虎	x	u	51	
78	壶	x	u	24	
79	户	x	u	44	
80	乌	v	u	44	
81	女	m	i	51	
82	吕	l	y	51	
83	徐	ɕ	y	24	
84	猪	tʂ	u	44	
85	除	tʂh	u	24	
86	初	tsh	u	51	
87	锄	tsh	u	24	
88	所	s	uɤ	51	
89	书	ʂ	u	44	
90	鼠	ʂ	u	51	
91	如	ʐ	u	24	
92	举	tɕ	y	44	
93	锯	tɕ	y	44	
94	去	tɕh	y	51	
95	渠	tɕh	y	24	
96	鱼	∅	y	24	
97	许	ɕ	y	24	
98	余	∅	y	24	
99	府	f	u	51	
100	付	f	u	51	
101	父	f	u	44	
102	武	v	u	51	
103	雾	v	u	44	
104	取	tɕ	y	51	
105	柱	tʂ	u	44	
106	住	tʂ	u	44	
107	数	s	u	51	
108	数	s	u	44	
109	主	tʂ	u	51	
110	输	ʂ	u	44	
111	竖	ʂ	u	51	
112	树	ʂ	u	44	
113	句	tʂ	ʅ	24	
114	区	tɕh	y	24	
115	遇	∅	y	44	
116	雨	∅	y	51	
117	芋	∅	y	44	
118	裕	∅	y	24	
119	胎	th	ɛe	24	
120	台	th	ɛe	24	
121	袋	t	ɛe	44	
122	来	l	ɛe	24	
