繁體	简体	拼音	/IPa/	[IPA]	注释
披	披	pei1	pʰei˦˥	pʰɘɨ˦˥	
胚	胚	pei1	pʰei˦˥	pʰɘɨ˦˥	
坯	坯	pei1	pʰei˦˥	pʰɘɨ˦˥	
邳	邳	pei1	pʰei˦˥	pʰɘɨ˦˥	
丕	丕	pei1	pʰei˦˥	pʰɘɨ˦˥	
培	培	pei2	pʰei˨˩	pʰɘɨ˨˩	
陪	陪	pei2	pʰei˨˩	pʰɘɨ˨˩	
賠	赔	pei2	pʰei˨˩	pʰɘɨ˨˩	
焙	焙	pei2	pʰei˨˩	pʰɘɨ˨˩	白读
裴	裴	pei2	pʰei˨˩	pʰɘɨ˨˩	
比	比	pei3	pʰei˦˧	pʰɘɨ˦˧	~个较；~一下
沛	沛	pei4	pʰei˨˦	pʰɘɨ˨˦	
配	配	pei4	pʰei˨˦	pʰɘɨ˨˦	
佩	佩	pei4	pʰei˨˦	pʰɘɨ˨˦	
譬	譬	pei4	pʰei˨˦	pʰɘɨ˨˦	
沒	没	mei1	mei˦˥	mᵇɘɨ˦˥	~得
未	未	mei1	mei˦˥	mᵇɘɨ˦˥	即“没”
梅	梅	mei2	mei˨˩	mᵇɘɨ˨˩	
沒	没	mei2	mei˨˩	mᵇɘɨ˨˩	文读
玫	玫	mei2	mei˨˩	mᵇɘɨ˨˩	
枚	枚	mei2	mei˨˩	mᵇɘɨ˨˩	
媒	媒	mei2	mei˨˩	mᵇɘɨ˨˩	
煤	煤	mei2	mei˨˩	mᵇɘɨ˨˩	
霉	霉	mei2	mei˨˩	mᵇɘɨ˨˩	
眉	眉	mei2	mei˨˩	mᵇɘɨ˨˩	
湄	湄	mei2	mei˨˩	mᵇɘɨ˨˩	
彌	弥	mei2	mei˨˩	mᵇɘɨ˨˩	~补
迷	迷	mei2	mei˨˩	mᵇɘɨ˨˩	~信
糜	糜	mei2	mei˨˩	mᵇɘɨ˨˩	~烂
美	美	mei3	mei˦˧	mᵇɘɨ˦˧	
每	每	mei3	mei˦˧	mᵇɘɨ˦˧	
靡	靡	mei3	mei˦˧	mᵇɘɨ˦˧	萎~；~~之音
沒	没	mei3	mei˦˧	mᵇɘɨ˦˧	~有；~做到
冇	冇	mei3	mei˦˧	mᵇɘɨ˦˧	即“没”
妹	妹	mei4	mei˨˦	mᵇɘɨ˨˦	
昧	昧	mei4	mei˨˦	mᵇɘɨ˨˦	
寐	寐	mei4	mei˨˦	mᵇɘɨ˨˦	
魅	魅	mei4	mei˨˦	mᵇɘɨ˨˦	
媚	媚	mei4	mei˨˦	mᵇɘɨ˨˦	
飛	飞	fei1	fei˦˥	fɘɨ˦˥	
非	非	fei1	fei˦˥	fɘɨ˦˥	
菲	菲	fei1	fei˦˥	fɘɨ˦˥	
扉	扉	fei1	fei˦˥	fɘɨ˦˥	
妃	妃	fei1	fei˦˥	fɘɨ˦˥	
肥	肥	fei2	fei˨˩	fɘɨ˨˩	
菲	菲	fei3	fei˦˧	fɘɨ˦˧	
匪	匪	fei3	fei˦˧	fɘɨ˦˧	
翡	翡	fei3	fei˦˧	fɘɨ˦˧	
廢	废	fei4	fei˨˦	fɘɨ˨˦	
肺	肺	fei4	fei˨˦	fɘɨ˨˦	
費	费	fei4	fei˨˦	fɘɨ˨˦	
疿	痱	fei4	fei˨˦	fɘɨ˨˦	
吠	吠	fei4	fei˨˦	fɘɨ˨˦	
的	的	lei1	lei˦˥	l̃ɘɨ˦˥	白读1
嘞	嘞	lei1	lei˦˥	l̃ɘɨ˦˥	白读1
車	车	cei1	tsʰei˦˥	tsʰɘɨ˦˥	白读
錘	锤	cei2	tsʰei˨˩	tsʰɘɨ˨˩	~~捶，划拳游戏用语；~子，语气词，表示不赞同他人的观点
捶	捶	cei2	tsʰei˨˩	tsʰɘɨ˨˩	锤锤~，划拳游戏用语；~人，把人打死
喫	吃	cei2	tsʰei˨˩	tsʰɘɨ˨˩	~饭
剋	剋	kei1	kʰei˦˥	cʰɘɨ˦˥	白读
軋	轧	ngei1	ŋei˦˥	ɲᶡɘɨ˦˥	~烂，故意反复碾压
許	许	hei3	xei˦˧	çɘɨ˦˧	~么多，即非常多
诶	诶	ei3	ei˦˧	ɦɘɨ˦˧	应答语气词
堆	堆	duei1	tuei˦˥	d̥uɘɨ˦˥	
躉	趸	duei3	tuei˦˧	d̥uɘɨ˦˧	
㨃	㨃	duei3	tuei˦˧	d̥uɘɨ˦˧	
兌	兑	duei4	tuei˨˦	d̥uɘɨ˨˦	
對	对	duei4	tuei˨˦	d̥uɘɨ˨˦	
懟	怼	duei4	tuei˨˦	d̥uɘɨ˨˦	
掇	掇	duei4	tuei˨˦	d̥uɘɨ˨˦	掂~，指讽刺、挖苦他人
隊	队	duei4	tuei˨˦	d̥uɘɨ˨˦	
𩐌	𩐌	duei4	tuei˨˦	d̥uɘɨ˨˦	藠头
碓	碓	duei4	tuei˨˦	d̥uɘɨ˨˦	
推	推	tuei1	tʰuei˦˥	tʰuɘɨ˦˥	
頹	颓	tuei2	tʰuei˨˩	tʰuɘɨ˨˩	文读
腿	腿	tuei3	tʰuei˦˧	tʰuɘɨ˦˧	
退	退	tuei4	tʰuei˨˦	tʰuɘɨ˨˦	
褪	褪	tuei4	tʰuei˨˦	tʰuɘɨ˨˦	文读
追	追	luei1	luei˦˥	l̃uɘɨ˦˥	白读
雷	雷	luei2	luei˨˩	l̃uɘɨ˨˩	
擂	擂	luei2	luei˨˩	l̃uɘɨ˨˩	
蕾	蕾	luei2	luei˨˩	l̃uɘɨ˨˩	
餒	馁	luei3	luei˦˧	l̃uɘɨ˦˧	
浽	浽	luei3	luei˦˧	l̃uɘɨ˦˧	
累	累	luei3	luei˦˧	l̃uɘɨ˦˧	~计；积~
儡	儡	luei3	luei˦˧	l̃uɘɨ˦˧	
壘	垒	luei3	luei˦˧	l̃uɘɨ˦˧	
呂	吕	luei3	luei˦˧	l̃uɘɨ˦˧	
侶	侣	luei3	luei˦˧	l̃uɘɨ˦˧	
鋁	铝	luei3	luei˦˧	l̃uɘɨ˦˧	
屢	屡	luei3	luei˦˧	l̃uɘɨ˦˧	
旅	旅	luei3	luei˦˧	l̃uɘɨ˦˧	~客
內	内	luei4	luei˨˦	l̃uɘɨ˨˦	
累	累	luei4	luei˨˦	l̃uɘɨ˨˦	
慮	虑	luei4	luei˨˦	l̃uɘɨ˨˦	考~；顾~
濾	滤	luei4	luei˨˦	l̃uɘɨ˨˦	过~
類	类	luei4	luei˨˦	l̃uɘɨ˨˦	
淚	泪	luei4	luei˨˦	l̃uɘɨ˨˦	
追	追	zuei1	tsuei˦˥	tsuɘɨ˦˥	文读
錐	锥	zuei1	tsuei˦˥	tsuɘɨ˦˥	
椎	椎	zuei1	tsuei˦˥	tsuɘɨ˦˥	
賊	贼	zuei2	tsuei˨˩	tsuɘɨ˨˩	抓~；~呵呵
嘴	嘴	zuei3	tsuei˦˧	tsuɘɨ˦˧	
咀	咀	zuei3	tsuei˦˧	tsuɘɨ˦˧	白读
罪	罪	zuei4	tsuei˨˦	tsuɘɨ˨˦	
最	最	zuei4	tsuei˨˦	tsuɘɨ˨˦	
綴	缀	zuei4	tsuei˨˦	tsuɘɨ˨˦	
錣	錣	zuei4	tsuei˨˦	tsuɘɨ˨˦	
贅	赘	zuei4	tsuei˨˦	tsuɘɨ˨˦	
墜	坠	zuei4	tsuei˨˦	tsuɘɨ˨˦	
催	催	cuei1	tsʰuei˦˥	tsʰuɘɨ˦˥	
崔	崔	cuei1	tsʰuei˦˥	tsʰuɘɨ˦˥	
吹	吹	cuei1	tsʰuei˦˥	tsʰuɘɨ˦˥	
炊	炊	cuei1	tsʰuei˦˥	tsʰuɘɨ˦˥	
趨	趋	cuei1	tsʰuei˦˥	tsʰuɘɨ˦˥	~使
垂	垂	cuei2	tsʰuei˨˩	tsʰuɘɨ˨˩	
錘	锤	cuei2	tsʰuei˨˩	tsʰuɘɨ˨˩	
捶	捶	cuei2	tsʰuei˨˩	tsʰuɘɨ˨˩	
椎	椎	cuei2	tsʰuei˨˩	tsʰuɘɨ˨˩	~心泣血
槌	槌	cuei2	tsʰuei˨˩	tsʰuɘɨ˨˩	
脆	脆	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
碎	碎	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	~花
猝	猝	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
淬	淬	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
啐	啐	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
翠	翠	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
萃	萃	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	
趣	趣	cuei4	tsʰuei˨˦	tsʰuɘɨ˨˦	识~
雖	虽	suei1	suei˦˥	suɘɨ˦˥	
睢	睢	suei1	suei˦˥	suɘɨ˦˥	
尿	尿	suei1	suei˦˥	suɘɨ˦˥	~脬眼，指眼睛脬肿不堪
隨	随	suei2	suei˨˩	suɘɨ˨˩	
隋	隋	suei2	suei˨˩	suɘɨ˨˩	
誰	谁	suei2	suei˨˩	suɘɨ˨˩	
水	水	suei3	suei˦˧	suɘɨ˦˧	
髓	髓	suei3	suei˦˧	suɘɨ˦˧	
碎	碎	suei4	suei˨˦	suɘɨ˨˦	
誶	谇	suei4	suei˨˦	suɘɨ˨˦	嘴巴~，指话多藏不住事或脏话连篇
賥	賥	suei4	suei˨˦	suɘɨ˨˦	
歲	岁	suei4	suei˨˦	suɘɨ˨˦	
稅	税	suei4	suei˨˦	suɘɨ˨˦	
說	说	suei4	suei˨˦	suɘɨ˨˦	游~
睡	睡	suei4	suei˨˦	suɘɨ˨˦	
瑞	瑞	suei4	suei˨˦	suɘɨ˨˦	
遂	遂	suei4	suei˨˦	suɘɨ˨˦	
隧	隧	suei4	suei˨˦	suɘɨ˨˦	
燧	燧	suei4	suei˨˦	suɘɨ˨˦	
邃	邃	suei4	suei˨˦	suɘɨ˨˦	
絮	絮	suei4	suei˨˦	suɘɨ˨˦	棉~
銳	锐	zruei4	zuei˨˦	zuɘɨ˨˦	
睿	睿	zruei4	zuei˨˦	zuɘɨ˨˦	
蕊	蕊	zruei4	zuei˨˦	zuɘɨ˨˦	
芮	芮	zruei4	zuei˨˦	zuɘɨ˨˦	
瑞	瑞	zruei4	zuei˨˦	zuɘɨ˨˦	外文名音译
圭	圭	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
閨	闺	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
規	规	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
龜	龟	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
晷	晷	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
歸	归	guei1	kuei˦˥	ɟ̊uɘɨ˦˥	
詭	诡	guei3	kuei˦˧	ɟ̊uɘɨ˦˧	
軌	轨	guei3	kuei˦˧	ɟ̊uɘɨ˦˧	
鬼	鬼	guei3	kuei˦˧	ɟ̊uɘɨ˦˧	
歸	归	guei3	kuei˦˧	ɟ̊uɘɨ˦˧	~归也，即杜鹃
鱖	鳜	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
桂	桂	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
跪	跪	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
癸	癸	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
貴	贵	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
櫃	柜	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
瑰	瑰	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	
歸	归	guei4	kuei˨˦	ɟ̊uɘɨ˨˦	归~也，即杜鹃
盔	盔	kuei1	kʰuei˦˥	cʰuɘɨ˦˥	
魁	魁	kuei1	kʰuei˦˥	cʰuɘɨ˦˥	
虧	亏	kuei1	kʰuei˦˥	cʰuɘɨ˦˥	
窺	窥	kuei1	kʰuei˦˥	cʰuɘɨ˦˥	
奎	奎	kuei2	kʰuei˨˩	cʰuɘɨ˨˩	
逵	逵	kuei2	kʰuei˨˩	cʰuɘɨ˨˩	文读
葵	葵	kuei2	kʰuei˨˩	cʰuɘɨ˨˩	
夔	夔	kuei2	kʰuei˨˩	cʰuɘɨ˨˩	
傀	傀	kuei3	kʰuei˦˧	cʰuɘɨ˦˧	
窺	窥	kuei3	kʰuei˦˧	cʰuɘɨ˦˧	偷~
跪	跪	kuei3	kʰuei˦˧	cʰuɘɨ˦˧	手肘反过来靠在桌缘
潰	溃	kuei4	kʰuei˨˦	cʰuɘɨ˨˦	
愧	愧	kuei4	kʰuei˨˦	cʰuɘɨ˨˦	
灰	灰	huei1	xuei˦˥	çuɘɨ˦˥	
麾	麾	huei1	xuei˦˥	çuɘɨ˦˥	
輝	辉	huei1	xuei˦˥	çuɘɨ˦˥	
揮	挥	huei1	xuei˦˥	çuɘɨ˦˥	
徽	徽	huei1	xuei˦˥	çuɘɨ˦˥	
睢	睢	huei1	xuei˦˥	çuɘɨ˦˥	
回	回	huei2	xuei˨˩	çuɘɨ˨˩	
茴	茴	huei2	xuei˨˩	çuɘɨ˨˩	
悔	悔	huei3	xuei˦˧	çuɘɨ˦˧	
晦	晦	huei3	xuei˦˧	çuɘɨ˦˧	
毀	毁	huei3	xuei˦˧	çuɘɨ˦˧	
賄	贿	huei4	xuei˨˦	çuɘɨ˨˦	
匯	汇	huei4	xuei˨˦	çuɘɨ˨˦	
會	会	huei4	xuei˨˦	çuɘɨ˨˦	
繪	绘	huei4	xuei˨˦	çuɘɨ˨˦	
彗	彗	huei4	xuei˨˦	çuɘɨ˨˦	
慧	慧	huei4	xuei˨˦	çuɘɨ˨˦	
惠	惠	huei4	xuei˨˦	çuɘɨ˨˦	
穢	秽	huei4	xuei˨˦	çuɘɨ˨˦	
諱	讳	huei4	xuei˨˦	çuɘɨ˨˦	
卉	卉	huei4	xuei˨˦	çuɘɨ˨˦	
煨	煨	uei1	uei˦˥	ɦuɘɨ˦˥	
巍	巍	uei1	uei˦˥	ɦuɘɨ˦˥	
威	威	uei1	uei˦˥	ɦuɘɨ˦˥	
桅	桅	uei2	uei˨˩	ɦuɘɨ˨˩	
危	危	uei2	uei˨˩	ɦuɘɨ˨˩	
偽	伪	uei2	uei˨˩	ɦuɘɨ˨˩	虚~
為	为	uei2	uei˨˩	ɦuɘɨ˨˩	文读
帷	帷	uei2	uei˨˩	ɦuɘɨ˨˩	
維	维	uei2	uei˨˩	ɦuɘɨ˨˩	
惟	惟	uei2	uei˨˩	ɦuɘɨ˨˩	
唯	唯	uei2	uei˨˩	ɦuɘɨ˨˩	
微	微	uei2	uei˨˩	ɦuɘɨ˨˩	
薇	薇	uei2	uei˨˩	ɦuɘɨ˨˩	
緯	纬	uei2	uei˨˩	ɦuɘɨ˨˩	经~
違	违	uei2	uei˨˩	ɦuɘɨ˨˩	
圍	围	uei2	uei˨˩	ɦuɘɨ˨˩	
葦	苇	uei2	uei˨˩	ɦuɘɨ˨˩	
韋	韦	uei2	uei˨˩	ɦuɘɨ˨˩	
委	委	uei3	uei˦˧	ɦuɘɨ˦˧	
遺	遗	uei3	uei˦˧	ɦuɘɨ˦˧	~赠
尾	尾	uei3	uei˦˧	ɦuɘɨ˦˧	
巍	巍	uei3	uei˦˧	ɦuɘɨ˦˧	~然；~峨
偉	伟	uei3	uei˦˧	ɦuɘɨ˦˧	
緯	纬	uei3	uei˦˧	ɦuɘɨ˦˧	
畏	畏	uei3	uei˦˧	ɦuɘɨ˦˧	~缩
猥	猥	uei3	uei˦˧	ɦuɘɨ˦˧	
喂	喂	uei3	uei˦˧	ɦuɘɨ˦˧	语气词，用于电话接通时打招呼
衛	卫	uei4	uei˨˦	ɦuɘɨ˨˦	
偽	伪	uei4	uei˨˦	ɦuɘɨ˨˦	
為	为	uei4	uei˨˦	ɦuɘɨ˨˦	~哪样
位	位	uei4	uei˨˦	ɦuɘɨ˨˦	
未	未	uei4	uei˨˦	ɦuɘɨ˨˦	
味	味	uei4	uei˨˦	ɦuɘɨ˨˦	
魏	魏	uei4	uei˨˦	ɦuɘɨ˨˦	
尉	尉	uei4	uei˨˦	ɦuɘɨ˨˦	
蔚	蔚	uei4	uei˨˦	ɦuɘɨ˨˦	
慰	慰	uei4	uei˨˦	ɦuɘɨ˨˦	
緯	纬	uei4	uei˨˦	ɦuɘɨ˨˦	~线
畏	畏	uei4	uei˨˦	ɦuɘɨ˨˦	
謂	谓	uei4	uei˨˦	ɦuɘɨ˨˦	
猥	猥	uei4	uei˨˦	ɦuɘɨ˨˦	~琐
餵	喂	uei4	uei˨˦	ɦuɘɨ˨˦	
餧	喂	uei4	uei˨˦	ɦuɘɨ˨˦	
褒	褒	bao1	pau˦˥	b̥ᴀɔ˦˥	~姒
煲	煲	bao1	pau˦˥	b̥ᴀɔ˦˥	
包	包	bao1	pau˦˥	b̥ᴀɔ˦˥	
抱	抱	bao1	pau˦˥	b̥ᴀɔ˦˥	~娃娃
胞	胞	bao1	pau˦˥	b̥ᴀɔ˦˥	
鮑	鲍	bao1	pau˦˥	b̥ᴀɔ˦˥	姓
孢	孢	bao1	pau˦˥	b̥ᴀɔ˦˥	
苞	苞	bao1	pau˦˥	b̥ᴀɔ˦˥	
保	保	bao3	pau˦˧	b̥ᴀɔ˦˧	
堡	堡	bao3	pau˦˧	b̥ᴀɔ˦˧	
寶	宝	bao3	pau˦˧	b̥ᴀɔ˦˧	
飽	饱	bao3	pau˦˧	b̥ᴀɔ˦˧	
抱	抱	bao4	pau˨˦	b̥ᴀɔ˨˦	
鮑	鲍	bao4	pau˨˦	b̥ᴀɔ˨˦	
鉋	铇	bao4	pau˨˦	b̥ᴀɔ˨˦	
菢	菢	bao4	pau˨˦	b̥ᴀɔ˨˦	
齙	龅	bao4	pau˨˦	b̥ᴀɔ˨˦	
雹	雹	bao4	pau˨˦	b̥ᴀɔ˨˦	
暴	暴	bao4	pau˨˦	b̥ᴀɔ˨˦	
爆	爆	bao4	pau˨˦	b̥ᴀɔ˨˦	
報	报	bao4	pau˨˦	b̥ᴀɔ˨˦	
豹	豹	bao4	pau˨˦	b̥ᴀɔ˨˦	
泡	泡	pao1	pʰau˦˥	pʰᴀɔ˦˥	
拋	拋	pao1	pʰau˦˥	pʰᴀɔ˦˥	
脬	脬	pao1	pʰau˦˥	pʰᴀɔ˦˥	
浮	浮	pao1	pʰau˦˥	pʰᴀɔ˦˥	打~球
炮	炮	pao2	pʰau˨˩	pʰᴀɔ˨˩	~制
袍	袍	pao2	pʰau˨˩	pʰᴀɔ˨˩	
刨	刨	pao2	pʰau˨˩	pʰᴀɔ˨˩	
跑	跑	pao2	pʰau˨˩	pʰᴀɔ˨˩	搞~完
潑	泼	pao2	pʰau˨˩	pʰᴀɔ˨˩	~烦
跑	跑	pao3	pʰau˦˧	pʰᴀɔ˦˧	
炮	炮	pao4	pʰau˨˦	pʰᴀɔ˨˦	
泡	泡	pao4	pʰau˨˦	pʰᴀɔ˨˦	浸~；水~
猫	猫	mao1	mau˦˥	mᵇᴀɔ˦˥	
虎	虎	mao1	mau˦˥	mᵇᴀɔ˦˥	姓；大~
毛	毛	mao2	mau˨˩	mᵇᴀɔ˨˩	
茆	茆	mao2	mau˨˩	mᵇᴀɔ˨˩	
茅	茅	mao2	mau˨˩	mᵇᴀɔ˨˩	
矛	矛	mao2	mau˨˩	mᵇᴀɔ˨˩	
貓	猫	mao2	mau˨˩	mᵇᴀɔ˨˩	~尿，指眼泪，贬义；~~咪，“躲猫猫”游戏中计时结束的口语信号，模仿猫叫
瞄	瞄	mao2	mau˨˩	mᵇᴀɔ˨˩	瞟
描	描	mao2	mau˨˩	mᵇᴀɔ˨˩	~字帖
卯	卯	mao3	mau˦˧	mᵇᴀɔ˦˧	~起~起的
冒	冒	mao4	mau˨˦	mᵇᴀɔ˨˦	
帽	帽	mao4	mau˨˦	mᵇᴀɔ˨˦	
貌	貌	mao4	mau˨˦	mᵇᴀɔ˨˦	
刀	刀	dao1	tau˦˥	d̥ᴀɔ˦˥	
禱	祷	dao3	tau˦˧	d̥ᴀɔ˦˧	
島	岛	dao3	tau˦˧	d̥ᴀɔ˦˧	
到	到	dao3	tau˦˧	d̥ᴀɔ˦˧	白读，即“着”
倒	倒	dao3	tau˦˧	d̥ᴀɔ˦˧	
著	着	dao3	tau˦˧	d̥ᴀɔ˦˧	白读
道	道	dao4	tau˨˦	d̥ᴀɔ˨˦	
導	導	dao4	tau˨˦	d̥ᴀɔ˨˦	
稻	稻	dao4	tau˨˦	d̥ᴀɔ˨˦	
蹈	蹈	dao4	tau˨˦	d̥ᴀɔ˨˦	
盜	盗	dao4	tau˨˦	d̥ᴀɔ˨˦	
到	到	dao4	tau˨˦	d̥ᴀɔ˨˦	文读
倒	倒	dao4	tau˨˦	d̥ᴀɔ˨˦	
鑄	铸	dao4	tau˨˦	d̥ᴀɔ˨˦	
掉	掉	dao4	tau˨˦	d̥ᴀɔ˨˦	完成时态动词后缀
悼	悼	dao4	tau˨˦	d̥ᴀɔ˨˦	文读
滔	滔	tao1	tʰau˦˥	tʰᴀɔ˦˥	
濤	涛	tao1	tʰau˦˥	tʰᴀɔ˦˥	人名
掏	掏	tao1	tʰau˦˥	tʰᴀɔ˦˥	
桃	桃	tao1	tʰau˦˥	tʰᴀɔ˦˥	核~；樱~
叨	叨	tao1	tʰau˦˥	tʰᴀɔ˦˥	
逃	逃	tao2	tʰau˨˩	tʰᴀɔ˨˩	
桃	桃	tao2	tʰau˨˩	tʰᴀɔ˨˩	
陶	陶	tao2	tʰau˨˩	tʰᴀɔ˨˩	
淘	淘	tao2	tʰau˨˩	tʰᴀɔ˨˩	
萄	萄	tao2	tʰau˨˩	tʰᴀɔ˨˩	
濤	涛	tao2	tʰau˨˩	tʰᴀɔ˨˩	
掏	掏	tao3	tʰau˦˧	tʰᴀɔ˦˧	~手
討	讨	tao3	tʰau˦˧	tʰᴀɔ˦˧	
套	套	tao4	tʰau˨˦	tʰᴀɔ˨˦	
撈	捞	lao1	lau˦˥	l̃ᴀɔ˦˥	搅~~，表示吃相邋遢或迫切得到的样子
癆	痨	lao1	lau˦˥	l̃ᴀɔ˦˥	干~病
孬	孬	lao1	lau˦˥	l̃ᴀɔ˦˥	文读
勞	劳	lao2	lau˨˩	l̃ᴀɔ˨˩	
撈	捞	lao2	lau˨˩	l̃ᴀɔ˨˩	
嘮	唠	lao2	lau˨˩	l̃ᴀɔ˨˩	
癆	痨	lao2	lau˨˩	l̃ᴀɔ˨˩	
牢	牢	lao2	lau˨˩	l̃ᴀɔ˨˩	
腦	脑	lao3	lau˦˧	l̃ᴀɔ˦˧	
惱	恼	lao3	lau˦˧	l̃ᴀɔ˦˧	
老	老	lao3	lau˦˧	l̃ᴀɔ˦˧	
㧯	㧯	lao3	lau˦˧	l̃ᴀɔ˦˧	
佬	佬	lao3	lau˦˧	l̃ᴀɔ˦˧	
狫	狫	lao3	lau˦˧	l̃ᴀɔ˦˧	花犵~，即花溪
鬧	闹	lao4	lau˨˦	l̃ᴀɔ˨˦	
癆	痨	lao4	lau˨˦	l̃ᴀɔ˨˦	~药；~死
落	落	lao4	lau˨˦	l̃ᴀɔ˨˦	~腮胡
召	召	zao1	tsau˦˥	tsᴀɔ˦˥	
昭	昭	zao1	tsau˦˥	tsᴀɔ˦˥	
招	招	zao1	tsau˦˥	tsᴀɔ˦˥	
朝	朝	zao1	tsau˦˥	tsᴀɔ˦˥	~夕；今~
糟	糟	zao1	tsau˦˥	tsᴀɔ˦˥	
遭	遭	zao1	tsau˦˥	tsᴀɔ˦˥	
釗	钊	zao1	tsau˦˥	tsᴀɔ˦˥	
抓	抓	zao1	tsau˦˥	tsᴀɔ˦˥	狗刨~
著	着	zao2	tsau˨˩	tsᴀɔ˨˩	表示被动，相当于“被”
遭	遭	zao2	tsau˨˩	tsᴀɔ˨˩	~了
早	早	zao3	tsau˦˧	tsᴀɔ˦˧	
棗	枣	zao3	tsau˦˧	tsᴀɔ˦˧	
蚤	蚤	zao3	tsau˦˧	tsᴀɔ˦˧	
澡	澡	zao3	tsau˦˧	tsᴀɔ˦˧	
爪	爪	zao3	tsau˦˧	tsᴀɔ˦˧	
找	找	zao3	tsau˦˧	tsᴀɔ˦˧	
灶	灶	zao4	tsau˨˦	tsᴀɔ˨˦	
皂	皂	zao4	tsau˨˦	tsᴀɔ˨˦	
罩	罩	zao4	tsau˨˦	tsᴀɔ˨˦	
趙	赵	zao4	tsau˨˦	tsᴀɔ˨˦	
兆	兆	zao4	tsau˨˦	tsᴀɔ˨˦	
笊	笊	zao4	tsau˨˦	tsᴀɔ˨˦	
召	召	zao4	tsau˨˦	tsᴀɔ˨˦	号~；~开
沼	沼	zao4	tsau˨˦	tsᴀɔ˨˦	
詔	诏	zao4	tsau˨˦	tsᴀɔ˨˦	
照	照	zao4	tsau˨˦	tsᴀɔ˨˦	
躁	躁	zao4	tsau˨˦	tsᴀɔ˨˦	烦~~
操	操	cao1	tsʰau˦˥	tsʰᴀɔ˦˥	
抄	抄	cao1	tsʰau˦˥	tsʰᴀɔ˦˥	
超	超	cao1	tsʰau˦˥	tsʰᴀɔ˦˥	
綽	绰	cao1	tsʰau˦˥	tsʰᴀɔ˦˥	宽~
曹	曹	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	
槽	槽	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	
巢	巢	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	
朝	朝	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	~代；~拜
潮	潮	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	
嘲	嘲	cao2	tsʰau˨˩	tsʰᴀɔ˨˩	
草	草	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
騲	騲	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
𩱦	𩱦	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
煼	煼	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
㥮	㤘	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	文读
炒	炒	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
吵	吵	cao3	tsʰau˦˧	tsʰᴀɔ˦˧	
燥	燥	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	
躁	躁	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	
臊	臊	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	~人，用粗话骂人
造	造	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	
糙	糙	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	
抄	抄	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	乱翻物品
肏	肏	cao4	tsʰau˨˦	tsʰᴀɔ˨˦	文读
騷	骚	sao1	sau˦˥	sᴀɔ˦˥	
搔	搔	sao1	sau˦˥	sᴀɔ˦˥	
瘙	瘙	sao1	sau˦˥	sᴀɔ˦˥	
臊	臊	sao1	sau˦˥	sᴀɔ˦˥	~气
梢	梢	sao1	sau˦˥	sᴀɔ˦˥	
捎	捎	sao1	sau˦˥	sᴀɔ˦˥	
稍	稍	sao1	sau˦˥	sᴀɔ˦˥	
筲	筲	sao1	sau˦˥	sᴀɔ˦˥	
燒	烧	sao1	sau˦˥	sᴀɔ˦˥	
韶	韶	sao2	sau˨˩	sᴀɔ˨˩	
掃	扫	sao3	sau˦˧	sᴀɔ˦˧	
少	少	sao3	sau˦˧	sᴀɔ˦˧	多~
嫂	嫂	sao3	sau˦˧	sᴀɔ˦˧	
掃	扫	sao4	sau˨˦	sᴀɔ˨˦	~把
潲	潲	sao4	sau˨˦	sᴀɔ˨˦	
