單字	下江	上江	注释	注释															
逐	tuk6	duk6		上江duk6															
軸	cuk6	zuk6		上江zuk6															
筑	cuk1	cuk1																	
矗	cuk1	cuk1																	
縮	sluk1	sluk1																	
縮	suk1	suk1																	
淑	suk1	suk1																	
熟	suk6	suk6																	
塾	suk6	suk6																	
孰	suk6	suk6																	
倏	suk1	suk1																	
叔	suk1	suk1																	
肉	njuk6	njuk6																	
穀	guk1	guk1																	
谷	guk1	guk1																	
掬	guk1	guk1																	
鞠	guk1	guk1																	
菊	guk1	guk1																	
哭	huk1	huk1																	
麴	huk1	huk1																	
蓄	cuk1	cuk1																	
斛	fu4	fu4																	
斛	fuk6	fuk6																	
斛	huk6	huk6																	
屋	uk1	uk1																	
郁	juk1	juk1																	
粥	zuk1	zuk1																	
鬻	zuk1	zuk1																	
育	juk6	juk6																	
昱	juk1	juk1																	
蹼	bbuk1	bbuk1																	
卜	bbuk1		又baat6	又baat6															
腹	fuk1	fuk1																	
蝠	fuk1	fuk1																	
福	fuk1	fuk1																	
幅	fuk1	fuk1																	
僕	buk6	bbuk6		上江bbuk6															
服	fuk6	fuk6																	
匐	fuk6	fuk6																	
馥	fuk6	fuk6																	
木	muk6	muk6																	
沐	muk6	muk6																	
睦	muk6	muk6																	
穆	muk6	muk6																	
目	muk6	muk6																	
牧	muk6	muk6																	
撲	bbok1		打耳光	打耳光															
撲	pok6		打耳光	打耳光															
撲	puk1	puk1																	
撲	pe2	pe2																	
撲	pok5	pok5																	
冬	ddung1	ddung1																	
疼	tung3	tung3																	
彤	dung4	tung4		上江tung4															
鼕	dung4	tung4		上江tung4															
農	nung4	nung4																	
膿	nung4	nung4																	
宗	dung1	dung1																	
淙	dung1	dung1																	
鬃	dung1	dung1																	
鬆	slung2	slung2																	
鬆	tung4	tung4																	
統	tung2	tung2																	
綜	dung1	dung1																	
宋	slung3	slung3																	
篤	dduk1	dduk1																	
督	dduk1	dduk1																	
毒	duk6	duk6																	
褥	juk6	juk6																	
酷	huk6	huk6																	
沃	juk1	juk1																	
濃	nung3		极烂	极烂															
濃	nung4		~厚	~厚															
龍	lung4	lung4																	
縱	dung1		~横	~横															
縱	dung2		放~	放~															
蹤	dung1	dung1																	
樅	dung1	dung1																	
從	slung1	slung1																	
從	tung4	tung4																	
松	slung1	slung1																	
松	tung4	tung4																	
訟	tung3	ddung6		上江ddung6															
重	cung4		~复	~复															
重	cung5		轻~	轻~															
重	cung6		味烈	味烈															
鐘	zung1	zung1																	
忪	cung1	cung1																	
鍾	zung1	zung1																	
憧	cung1	cung1																	
衝	cung1	cung1																	
舂	zung6	zung6																	
舂	zung1	zung1																	
茸	njung4	njung4																	
共	kung6	gung6		上江gung6															
恭	gung1	gung1																	
供	gung1	gung1																	
凶	hung1	hung1																	
洶	hung1	hung1																	
兇	hung1	hung1																	
匈	hung1	hung1																	
雍	ng1	ng1																	
蓉	jung4	jung4																	
溶	jung4	jung4																	
容	jung4	jung4																	
傭	jung4	jung4																	
鎔	jung4	jung4																	
頌	tung3	ddung6		上江ddung6															
庸	jung4	jung4																	
封	fung1	fung1																	
逢	fung4	fung4																	
縫	fung4	fung4																	
鋒	fung1	fung1																	
烽	fung1	fung1																	
丰	fung1	fung1																	
隴	lung4	lung4																	
聳	slung2	slung2																	
悚	slung2	slung2																	
慫	slung2	slung2																	
冢	zung2	zung2																	
塚	zung2	zung2																	
寵	cung2	cung2																	
踵	zung2	zung2																	
腫	zung2	zung2																	
種	zung2		~子	~子															
種	zung3		~植	~植															
鞏	gung2	gung2																	
拱	gung2	gung2																	
恐	hung2	hung2																	
擁	ng2	ng2																	
恿	njung2	njung2																	
蛹	njung2	njung2																	
勇	njung5	njung5																	
奉	fung6	fung6																	
捧	bbung2	bbung2																	
誦	tung3	ddung6		上江ddung6															
用	jung6	jung6																	
綠	luk6	luk6																	
錄	luk6	luk6																	
促	tuk1	tuk1																	
粟	sluk1	sluk1																	
續	tuk6	duk6		上江duk6															
俗	tuk6	tuk6																	
燭	zuk1	zuk1																	
囑	zuk1	zuk1																	
矚	zuk1	zuk1																	
屬	zuk1	zuk1																	
觸	zuk1	zuk1																	
鐲	zuk1	zuk1																	
蜀	zuk1	zuk1																	
束	cuk1	cuk1																	
贖	suk6	suk6																	
辱	juk6	juk6																	
曲	kuk1	kuk1																	
獄	nguk6	nguk6																	
玉	nguk6	nguk6																	
旭	juk1	juk1																	
浴	juk6	juk6																	
慾	juk6	juk6																	
欲	juk6	juk6																	
局	kuk6	guk6		上江guk6															
樁	zong3	zong3																	
撞	cong6	cong6																	
撞	cong3	zong6		上江zong6															
幢	cong3	cong3																	
雙	song1	song1																	
江	gaang1	gaang1																	
肛	gaang1	gaang1																	
扛	kong1	kong1																	
控	hung3	hung3																	
腔	kong1	kong1																	
缸	gong2	gong2																	
缸	gong1		~瓦：陶器统称	~瓦：陶器统称															
降	gaang3	gaang3																	
邦	bbaang1	bbaang1																	
邦	bbong1	bbong1																	
龐	bong4	pong4		上江pong4															
講	gaang2	gaang2																	
港	gaang2	gaang2																	
項	hong6	hong6																	
項	hong5	hong5																	
棒	baang5	paang5		上江paang5															
蚌	baang5	paang5		上江paang5															
巷	haang6	haang6																	
桌	zok3	zok3																	
琢	ddek3	ddek3																	
琢	ddok3	ddok3																	
卓	cok3	cok3																	
擢	cok6	zok6		上江zok6															
濁	cok6	zok6		上江zok6															
捉	zok3	zok3																	
浞	cok3	cok3																	
朔	sok3	sok3																	
確	kok3	kok3																	
嶽	ngaak6	ngaak6																	
岳	ngaak6	ngaak6																	
學	haak6	haak6																	
握	aak3	aak3																	
渥	aak3	aak3																	
喔	aak3	aak3																	
剝	mek1	mek1																	
剝	maak3	maak3																	
駁	bbok3	bbok3																	
雹	bok6	bok6																	
璞	pok3	pok3																	
罹	lei4	lei4																	
鸝	lei4	lei4																	
離	lei4	lei4																	
驪	lai6	lai6																	
麗	lai6	lai6																	
璃	lei1	lei1																	
漓	lei4	lei4																	
籬	lei4	lei4																	
劑	tai1	tai1																	
雌	ci1	ci1																	
疵	ci1	ci1																	
斯	slei1	slei1																	
廝	slei1	slei1																	
隨	teoi4	tui4		上江tui4															
隋	teoi4	tui4		上江tui4															
肢	zi1	zi1																	
支	zi1	zi1																	
只	zik1		一~	一~															
只	zi2		僅	僅															
枝	zi1	zi1																	
氏	zi1		大月~	大月~															
氏	si6		姓~	姓~															
炊	cui1	cui1																	
吹	cui1	cui1																	
提	dai4	tai4		上江tai4															
垂	sui4	sui4																	
匙	si4	si4																	
堤	dai4	tai4		上江tai4															
施	si1	si1																	
兒	e2		下江異讀：	下江異讀：															
兒	nji1	nji1																	
規	kwai1	kwai1																	
窺	kwai1	kwai1																	
墮	deoi6	deoi6																	
蛇	ce4	ce4																	
蠵	ce4	ce4																	
移	ji4	ji4																	
卑	bbei1	bbei1																	
脾	bei4	bei4																	
瀰	bbei3	bbei3																	
獼	bbei3	bbei3																	
彌	nei4	nei4																	
歧	kei4	kei4																	
祇	zi2		同“只有”的“只”	同“只有”的“只”															
祇	kei4		神~	神~															
示	si6	si6																	
累	lui6		~贅	~贅															
累	lui5		~積	~積															
邐	lai6	lai6																	
紫	dei2	dei2																	
此	tei2	tei2																	
髓	teoi2	tui2		上江tui2															
徙	teoi2	tui2		上江tui2															
紙	zi2	zi2																	
咫	zi2	zi2																	
枳	zik1	zik1																	
侈	ci1	ci1																	
是	si6	si6																	
是	si5	si5																	
弛	ci4	ci4																	
舐	saai5	saai5																	
蕊	njui2	njui2																	
爾	n4		白讀	白讀															
爾	nji4	nji4																	
邇	n4		白讀	白讀															
邇	nji4	nji4																	
企	kei5	kei5																	
婢	bbei5	bbei5																	
積	dik1	dik1																	
刺	tei3	tei3																	
刺	tik1	tik1																	
漬	dik1	dik1																	
賜	ci3	ci3																	
惴	cui6	cui6																	
睡	sui6	sui6																	
瑞	slui6	slui6																	
翅	ci3	ci3																	
吱	zi1	zi1																	
縊	ai3	ai3																	
易	ji6		容~	容~															
易	jik6		交~	交~															
臂	bbei3	bbei3																	
避	bei6	bbei6		上江bbei6															
譬	bbei2	bbei2																	
知	zi1	ddei1		上江ddei1															
蜘	zi1	zi1																	
池	ci4	ci4																	
錘	cui4	cui4																	
馳	ci4	ci4																	
差	caai1		~使	~使															
差	caa1		~勁	~勁															
衰	sui1	sui1																	
妓	kei6	gei6		上江gei6															
畸	kei1	kei1																	
崎	kei1	kei1																	
虧	fai1	fai1																	
崖	ngaai4	ngaai4																	
儀	n4		白讀	白讀															
儀	nji4	nji4																	
宜	n4		白讀	白讀															
宜	nji4	nji4																	
涯	ngaai4	ngaai4																	
危	ngai4	ngai4																	
犧	hei1	hei1																	
羲	hei1	hei1																	
曦	hei1	hei1																	
戲	hei3	hei3																	
犄	gei1	gei1																	
逶	wai5	wai5																	
椅	ngei2	ngei2																	
漪	ngei2	ngei2																	
萎	wai2	wai2																	
委	wai2	wai2																	
為	wai2	wai2																	
襬	bbaai2	bbaai2																	
碑	bbei1	bbei1																	
疲	pei1	pei1																	
疲	bei4	bei4																	
罷	baa4	bbaa6		上江bbaa6															
皮	bei4	bei4																	
糜	mei4	mei4																	
披	pei1	pei1																	
奇	kei4	kei4																	
琦	kei4	kei4																	
騎	kei4	kei4																	
揣	cui1	cui1																	
灑	saa2	saa2																	
詭	gwai2	gwai2																	
跪	kwai6	gwai6		上江gwai6															
綺	ei2	ei2																	
蟻	ngai2	ngai2																	
毀	fai2	fai2																	
倚	ei2	ei2																	
彼	bbei2	bbei2																	
彼	pei5	pei5																	
被	bei6	bbei6	~動	~動；上江bbei6															
被	bei2	pei2	~子	~子；上江pei2															
靡	mei5	mei5																	
技	kei6	gei6		上江gei6															
智	zi3	zi3																	
寄	gei3	gei3																	
誼	n4		白讀	白讀															
誼	nji4	nji4																	
義	n6		白讀	白讀															
義	nji6	nji6																	
議	n2		白讀	白讀															
議	nji2	nji2																	
纍	lui6	lui6																	
梨	lei4	lei4																	
諮	dei1	dei1																	
資	dei1	dei1																	
姿	dei1	dei1																	
瓷	tei4	tei4																	
茨	tei3	tei3																	
雖	sleoi1	slui1		上江slui1															
私	slei1	slei1																	
脂	zi1	zi1																	
錐	zui1	zui1																	
錐	njui1	njui1																	
推	tui1	tui1																	
誰	sui4	sui4																	
屍	si1	si1																	
屎	si2	si2																	
咦	ji2	ji2																	
伊	ei1	ei1																	
黝	jau4	jau4																	
胰	ji4	ji4																	
夷	ji4	ji4																	
惟	jui4	jui4																	
惟	wai4	wai4																	
羨	him3	him3																	
寅	jan4	jan4																	
唯	jui4	jui4																	
唯	wai4	wai4																	
遺	jui4	jui4																	
遺	wai4	wai4																	
維	jui4	jui4																	
維	wai4	wai4																	
姨	ji4	ji1		上江ji1															
琵	bei4	pei4		上江pei4															
比	bbei2	bbei2																	
枇	bei4	pei4		上江pei4															
鰭	kei4	kei4																	
葵	kwai4	kwai4																	
壘	lui2	lui2																	
履	leoi2	lui2		上江lui2															
耒	teoi6	dui6		上江dui6															
姊	dei2	dei2																	
死	slei2	slei2																	
指	zi2	zi2																	
旨	zi2	zi2																	
視	si6	si6																	
矢	ci2	ci2																	
水	sui2	sui2																	
癸	gwai3	gwai3																	
妣	bbei2	bbei2																	
揆	kwai4	kwai4																	
地	dei6	ddei6		上江ddei6															
淚	lui6	lui6																	
利	lei6	lei6																	
類	lui6	lui6																	
痢	lei6	lei6																	
恣	dei3	dei3																	
醉	dui3	dui3																	
翠	tui3	tui3																	
次	tei3	tei3																	
悴	slui6	slui6																	
自	tei6	dei6		上江dei6															
嫉	tat6	dat6		上江dat6															
萃	slui6	slui6																	
邃	slui6	slui6																	
粹	slui6	slui6																	
四	slei3	slei3																	
肆	slei3	slei3																	
祟	slui6	slui6																	
駟	slei3	slei3																	
遂	slui6	slui6																	
穗	wai6	wai6																	
穗	jui6	jui6																	
彗	wai6	wai6																	
彗	jui6	jui6																	
隧	slui6	slui6																	
摯	zi3	zi3																	
至	zi3	zi3																	
出	cat1	cat1																	
嗜	si3	si3																	
二	n6		白讀	白讀															
二	nji6	nji6																	
貳	n6		白讀	白讀															
貳	nji6	nji6																	
季	gwai3	gwai3																	
棄	hei3	hei3																	
庇	bbei2	bbei2																	
鼻	bei6	bbei6		上江bbei6															
寐	mei6	mei6																	
屁	pei3	pei3																	
悸	gwaai3	gwaai3																	
悸	kwai3	kwai3																	
尼	nai4	nai4																	
呢	nei1	nei1																	
胝	zi1	zi1																	
追	zui1	zui1																	
遲	ci4	ci4																	
槌	cui4	cui4																	
椎	zui1	zui1																	
鎚	cui4	cui4																	
莉	lei4	lei4																	
師	slei1		白讀	白讀															
師	si1	si1																	
篩	sai1	sai1																	
獅	slei1	slei1																	
肌	gei1	gei1																	
龜	gwai1	gwai1																	
飢	gei1	gei1																	
帷	wai4	wai4																	
悲	bbei1	bbei1																	
邳	pui1	pui1																	
邳	pei1	pei1																	
麋	mei4	mei4																	
薇	mei4	mei4																	
黴	bbui4	bbui4																	
楣	mei4	mei4																	
眉	mei4	mei4																	
逵	kwai4	kwai4																	
軌	gwai2	gwai2																	
几	kei1		茶~	茶~															
幾	kei2		~何	~何															
晷	gvai2	gvai2																	
鄙	bbei2	bbei2																	
圮	pei2	pei2																	
否	pei2		臧~	臧~															
否	fau3		~認	~認															
否	fau1		~認	~認															
美	mei5	mei5																	
膩	nai6	nai6																	
致	zi3	zi3																	
質	zi3		人~	人~															
質	zat1		~量	~量															
墜	cui6	zui6		上江zui6															
稚	zi3	zi3																	
緻	zi3	zi3																	
帥	sui3	sui3																	
率	lat6		匯~	匯~															
率	slat1		~領	~領															
冀	kei3	kei3																	
愧	kwai3	kwai3																	
器	hei3	hei3																	
喟	wai6	wai6																	
懿	ei3	ei3																	
位	wai6	wai6																	
祕	bbei3	bbei3																	
費	fei3	fei3																	
泌	bbei3	bbei3																	
備	bei6	bbei6		上江bbei6															
魅	mei6	mei6																	
媚	mei4	mei4																	
餽	kwai6	gwai6		上江gwai6															
櫃	kwai6	gwai6		上江gwai6															
饋	kwai6	gwai6		上江gwai6															
暨	gei3	gei3																	
匱	kwai6	gwai6		上江gwai6															
釐	lei4	lei4																	
釐	lei1	lei1																	
狸	lei4	lei4																	
仔	dai2		名詞	名詞															
仔	dei2		~細	~細															
滋	dei1	dei1																	
孜	dei1	dei1																	
慈	tei4	tei4																	
思	slei1	slei1																	
絲	slei1	slei1																	
伺	tei5	tei5																	
司	slei1	slei1																	
詞	tei4	tei4																	
辭	tei4	tei4																	
祠	tei5	tei5																	
痴	ci1	ci1																	
持	ci4	ci4																	
治	zi6	zi6																	
芝	zi1	zi1																	
之	zi1	zi1																	
嗤	ci1	ci1																	
時	si4	si4																	
詩	si1	si1																	
而	nji4	nji4																	
居	geoi1	gui1		上江gui1															
基	gei1	gei1																	
箕	gei1	gei1																	
欺	hei1	hei1																	
疑	n4		白讀	白讀															
疑	nji4	nji4																	
熙	hei1	hei1																	
熹	hei1	hei1																	
嘻	hei1	hei1																	
嬉	hei1	hei1																	
禧	hei1	hei1																	
醫	ei1	ei1																	
姬	gei1	gei1																	
怡	ji4	ji4																	
台	toi1		天台；地名	天台；地名															
台	ji4		古漢語第一人稱代詞	古漢語第一人稱代詞															
貽	ji4	ji4																	
飴	ji4	ji4																	
頤	ji4	ji4																	
期	kei4	kei4																	
淇	kei4	kei4																	
琪	kei4	kei4																	
其	kei4	kei4																	
旗	kei4	kei4																	
里	lei5		~程	~程															
李	lei5	lei5																	
理	lei5	lei5																	
鯉	lei5	lei5																	
子	dei2	dei2																	
梓	dei2	dei2																	
巳	tei5	tei5																	
似	teoi5	tui5		上江tui5															
似	tei5	tei5																	
祀	tei5	tei5																	
耜	teoi6	dui6		上江dui6															
姒	teoi6	tui6		上江tui6															
恥	ci2	ci2																	
祉	ci2	ci2																	
峙	ci4	ci4																	
仕	si6	si6																	
士	si6	si6																	
史	si2	si2																	
使	si2		出~	出~															
使	sai2		~用	~用															
駛	sai2	sai2																	
止	zi2	zi2																	
趾	zi2	zi2																	
址	zi2	zi2																	
齒	ci2	ci2																	
市	si6	si6																	
市	si5	si5																	
恃	ci4	ci4																	
始	ci2	ci2																	
耳	n5		白讀	白讀															
耳	nji5	nji5																	
己	gei2	gei2																	
紀	gei2	gei2																	
杞	gei2	gei2																	
起	hei2	hei2																	
擬	n4		白讀	白讀															
擬	nji4	nji4																	
喜	hei2	hei2																	
矣	ji5	ji5																	
已	ji5	ji5																	
以	ji5	ji5																	
吏	lei6	lei6																	
字	tei6	dei6		上江dei6															
嗣	tei5	tei5																	
寺	tei6	dei6		上江dei6															
飼	tei5	tei5																	
置	zi3	zi3																	
植	cik6	zik6		上江zik6															
值	cik6	zik6		上江zik6															
事	si6	si6																	
廁	tei3	tei3																	
織	zik1	zik1																	
誌	zi5	zi5																	
識	sik1	sik1																	
志	zi3	zi3																	
熾	zik1	zik1																	
侍	si6	si6																	
試	si3	si3																	
幟	zik1	zik1																	
餌	n5		白讀	白讀															
餌	nji5	nji5																	
記	gei3	gei3																	
亟	gik1	gik1																	
意	ei3	ei3																	
食	sik6	sik6																	
異	ei6	ei6																	
忌	kei6	gei6		上江gei6															
歸	gwai1	gwai1																	
嘰	gei1	gei1																	
饑	gei1	gei1																	
譏	gei1	gei1																	
機	gai1		槍~；打火~	槍~；打火~															
機	gei1	gei1																	
磯	gei1	gei1																	
巍	ngai4	ngai4																	
揮	fai1	fai1																	
輝	fai1	fai1																	
希	hei1	hei1																	
徽	fai1	fai1																	
暉	fai1	fai1																	
稀	hei1	hei1																	
依	ei1	ei1																	
衣	ei1	ei1																	
威	wai1	wai1																	
圍	wai4	wai4																	
違	wai4	wai4																	
韋	wai5	wai5																	
飛	fei1	fei1																	
非	fei1	fei1																	
扉	fei1	fei1																	
肥	fei4	fei4																	
微	mei4	mei4																	
微	mei1	mei1																	
妃	fei1	fei1																	
菲	fei3		~薄	~薄															
菲	fei1		芳~	芳~															
祈	kei4	kei4																	
幾	gei2		~多	~多															
鬼	gwai2	gwai2																	
豈	hei2	hei2																	
卉	fai3	fai3																	
偉	wai2	wai2																	
瑋	wai2	wai2																	
葦	wai2	wai2																	
煒	wai2	wai2																	
匪	fei2	fei2																	
尾	mei2		~巴	~巴															
尾	mei1		最後	最後															
娓	mei5	mei5																	
悱	fei2	fei2																	
斐	fei2	fei2																	
溉	koi3	koi3																	
既	gei3	gei3																	
貴	gwai3	gwai3																	
氣	hei3	hei3																	
魏	ngai4	ngai4																	
毅	ngai6	ngai6																	
諱	fai3	fai3																	
諱	wai5	wai5																	
愾	koi3	koi3																	
蔚	fai3	fai3																	
慰	fai3	fai3																	
熨	tong3	tong3																	
尉	wat1		姓氏	姓氏															
尉	fai3	fai3																	
畏	wai3	wai3																	
胃	wai6	wai6																	
渭	wai6	wai6																	
謂	wai6	wai6																	
彙	wui6	wui6																	
蝟	wai6	wai6																	
緯	wai5	wai5																	
芾	fat1	fat1																	
沸	fai3	fai3																	
翡	fei2	fei2																	
未	mei6	mei6																	
味	mei6	mei6																	
廬	lou4	lou4																	
蘆	lou4	lou4																	
櫚	leoi5	lui5		上江lui5															
驢	lou4	lou4																	
且	ce2		而~	而~															
且	deoi1	dui1	人名	人名；上江dui1															
蛆	teoi1	tui1		上江tui1															
沮	deoi1	dui1		上江dui1															
徐	teoi4	tui4		上江tui4															
豬	zi1	zi1																	
涂	dou4	tou4		上江tou4															
躇	ci4	ci4																	
除	ci4	ci4																	
儲	ci4	ci4																	
屠	dou4	dou4																	
著	zi3	zi3																	
初	co1	co1																	
鋤	co4	co4																	
疏	so3		注~	注~															
疏	so1		稀~	稀~															
蔬	so1	so1																	
梳	so1	so1																	
諸	zi1	zi1																	
藷	zi1	zi1																	
舒	si1	si1																	
紓	si1	si1																	
書	si1	si1																	
如	n4		白讀	白讀															
如	nji4	nji4																	
茹	si4	si4																	
車	geoi1	gui1	象棋棋子	象棋棋子；上江gui1															
車	ce1	ce1																	
据	geoi3	gui3		上江gui3															
墟	heoi1	hui1		上江hui1															
魚	n4		白讀	白讀															
魚	nji4	nji4																	
漁	n4		白讀	白讀															
漁	nji4	nji4																	
衙	ngaa4	ngaa4																	
虛	heoi1	hui1		上江hui1															
噓	heoi1	hui1		上江hui1															
於	eoi1	ui1		上江ui1															
予	ji5	ji5																	
餘	ji5	ji5																	
輿	ji5	ji5																	
與	ji5	ji5																	
譽	ji6	ji6																	
余	ji4	ji4																	
蜍	ci4	ci4																	
渠	keoi5	kui5		上江kui5															
女	neoi2	nui2		上江nui2															
旅	leoi5	lui5		上江lui5															
侶	leoi5	lui5		上江lui5															
呂	leoi5	lui5		上江lui5															
咀	deoi1	dui1		上江dui1															
嶼	ji5	ji5																	
序	teoi6	dui6		上江dui6															
敘	teoi6	dui6		上江dui6															
緒	zi3	zi3																	
緒	sui4	sui4																	
抒	si1	si1																	
貯	di5	di5																	
杼	ci5	ci5																	
佇	ci5	ci5																	
阻	zo2	zo2																	
俎	cou6	zou6		上江zou6															
楚	co2	co2																	
礎	co2	co2																	
所	so2	so2																	
杵	ci5	ci5																	
處	ci3		~所	~所															
處	ci2		~置	~置															
墅	sui4	sui4																	
野	je2	je2																	
鼠	si2	si2																	
暑	si2	si2																	
黍	si2	si2																	
汝	ji5	ji5																	
莒	geoi2	gui2		上江gui2															
舉	geoi2	gui2		上江gui2															
櫸	geoi3	gui2		上江gui2															
去	heoi3	hui3		上江hui3															
禦	n5		白讀	白讀															
禦	nji5	nji5																	
語	n5		白讀	白讀															
語	nji5	nji5																	
許	heoi2	hui2		上江hui2															
距	keoi5	kui5		上江kui5															
巨	keoi5	kui5		上江kui5															
炬	keoi5	kui5		上江kui5															
鉅	keoi5	kui5		上江kui5															
拒	keoi5	kui5		上江kui5															
慮	leoi6	lui6		上江lui6															
絮	sleoi6	slui6		上江slui6															
助	cou6	zou6		上江zou6															
署	si2	si2																	
曙	si2	si2																	
薯	si4	si4																	
恕	si3	si3																	
庶	si3	si3																	
踞	geoi3	gui3		上江gui3															
據	geoi3	gui3		上江gui3															
鋸	geoi3	gui3		上江gui3															
御	ngeoi6	ngui6		上江ngui6															
馭	ngeoi6	ngui6		上江ngui6															
菸	ji6	ji6																	
豫	ji6	ji6																	
預	ji6	ji6																	
遽	geoi2	gui2		上江gui2															
都	ddou1	ddou1																	
圖	dou4	tou4		上江tou4															
途	dou4	tou4		上江tou4															
塗	dou4	tou4		上江tou4															
徒	dou4	tou4		上江tou4															
荼	dou4	tou4		上江tou4															
鍍	dou6	ddou6		上江ddou6															
菟	tou3	tou3																	
奴	nou4	nou4																	
