#i					
ts	③□{骄傲，得意}□{妇女卖弄风骚，故作姿态}□{~~:果实累累。歇后语：六月间的葡萄——细~细~的。}				
tsʰ	①揣				
s	①衰 ③甩 ⑤帅				
Ø	①歪 ⑤外				
#ei					
p	①杯 ⑤贝				
pʰ	①批披 ②赔 ⑤佩				
m	①没 ②梅煤 ③美 ⑤妹				
f	①飞 ②肥 ③匪 ⑤费				
#uei					
t	①堆 ⑤对队				
tʰ	①推 ③腿 ⑤退				
n	①追{白} ②雷擂 ⑤累类内				
k	①归 ③鬼 ⑤贵				
kʰ	①亏				
x	①灰恢 ②回 ③悔 ⑤会				
ts	①锥追 ③嘴 ⑤最罪				
tsʰ	①吹 ②锤 ⑤脆				
s	①虽 ②随 ③水 ⑤岁				
z	⑤锐				
Ø	①威 ②围危微 ③尾 ⑤胃				
#aʊ					
p	①包苞 ③保 ⑤报				
pʰ	①抛 ②袍 ③跑 ⑤泡				
m	①猫 ②毛 ⑤冒				
t	①刀 ③倒 ⑤导铸{白，~铁锅}				
tʰ	①掏滔□{骂} ②桃 ③讨□{采摘}□{获得} ⑤套				
n	①捞 ②痨 ③老 ⑤闹				
k	①高□{1 .贪吃，吃喝的速度极快}□{抢先}□{忙乱}搅{~膏：面糊，俗语：～捞捞、～呵呵。}				
kʰ	①敲 ③考 ⑤靠				
ŋ	②熬 ③袄 ⑤傲				
x	①薅蒿 ②豪 ③好 ⑤号				
ts	①招 ②着{1.遭受；2.承受；3.坏。}				
tsʰ	①抄 ②曹 ③草炒 ⑤造				
s	①骚 ②苕 ③嫂 ⑤哨				
z	②饶 ③绕				
#iaʊ					
p	①标□{形容飞快地跑去} ②□{物体表面极滑} ③表				
pʰ	①漂飘□{打赌}				
m	②苗				
t	①刁				
tʰ	①挑				
n	②辽				
tɕ	①交				
tɕʰ	①悄 ②桥荞				
ɕ	①肖消 ⑤酵				
Ø	①腰 ⑤要				
#əu					
t	①兜 ⑤豆就{白，~是不信}凑{白，~钱打平伙}				
tʰ	①偷 ②头				
n	①偷{白} ②楼 ⑤漏				
k	①勾{老文读}				
kʰ	①抠				
ŋ	①欧				
x	②猴				
ts	①周				
tsʰ	①抽 ⑤凑				
s	①收 ③手				
z	②揉				
#iəu					
m	⑤缪				
t	①丢				
n	①溜 ③扭 ⑤□{动}				
tɕ	①鸠 ⑤就旧				
tɕʰ	①秋 ⑤旧{白，~年，去年}				
ɕ	①休修				
Ø	①优				
k	①勾				
kʰ					
ŋ					
x					
#ɚ					
Ø	②儿 ③耳 ⑤				
#ən					
p	①奔崩 ③本 ⑤笨				
pʰ	①烹 ②彭				
m	①焖 ②门明{白，~天、~年}				
f	①分				
t	①灯 ③等准{白，不~他休息} ⑤顿凳				
tʰ	①吞 ②屯滕 ③□{物体弹动状}□{打~:说话不流畅、中断。} ⑤□{蜕脱}□{等待、暂停。俗语：蛇～皮、涩涩~~。}				
n	①捻 ⑤论				
k	①根				
kʰ	①坑 ③肯 ⑤□{衣物、皮肤上的垢腻}				
ŋ	①恩				
x	①哼 ⑤恨				
ts	①真				
tsʰ	①村 ③逞				
s	①生孙 ②辰晨神 ③损				
z	②人				
Ø					
#uən					
k	③滚				
kʰ	①昆 ②□{1 .饱满、粗壮；2 .不具体、不明朗；3 .全部、整个。俗语： ~不垄耸。}				
x	①婚 ②横				
ts	③准				
tsʰ	①春				
s	②绳纯				
z	⑤润				
Ø	①温 ②文				
#in					
p	①兵				
pʰ	①拼 ②平 ⑤聘□{互相比试}				
m	②明名 ③敏抿{1.少量吮吸；2.将糖放在口中慢慢溶化。}				
t	①丁				
tʰ	①听				
n	①拎				
tɕ	①斤今 ③颈 ⑤尽				
tɕʰ	①清青				
ɕ	①新 ②形 ⑤信				
Ø	①英				
#an					
p	①班 ③板□{挣扎}□{强辩}				
pʰ	①潘				
m	②蛮				
f	①番 ②烦 ⑤饭				
t	①丹 ⑤淡				
tʰ	①滩				
n	②兰 ③懒 ⑤烂				
k	①干甘间{白，房~}				
kʰ	①嵌				
ŋ	①安 ②严{白，~丝合缝}谙{估计} ③□{看}				
x	①憨 ⑤旱陷{白，~进去}汉				
ts	①沾 ③展				
tsʰ	①参				
s	①山 ②婵阐蝉				
z	②然				
#uan					
t	①端				
tʰ	②团 ③□{讨好、巴结、收买、笼络。}				
n	②鸾				
k	①官 ⑤罐				
kʰ	①宽				
x	①欢				
ts	①专				
tsʰ	①穿				
s	①酸删				
z	③软				
Ø	①弯				
#iɛn					
p	①边 ③贬□{整治}□{纠缠}				
pʰ	①偏				
m	②棉				
t	①颠				
tʰ	①天添				
n	①拈 ②严				
tɕ	①尖间奸				
tɕʰ	①牵				
ɕ	①先 ⑤陷{文}县				
Ø	①烟 ②盐 ③眼				
#aŋ					
p	①邦 ⑤棒				
pʰ	②旁				
m	②忙				
f	①方				
t	①当噹 ⑤荡□{将刀刃在物体上摩擦几下}				
tʰ	①汤				
n	①躴{形容瘦} ②郎				
k	①冈豇				
kʰ	①康				
ŋ	②昂				
x	①夯 ⑤项巷				
ts	①张				
tsʰ	①仓				
s	①商 ③嗓				
z	③壤				
#uaŋ					
k	①光 ⑤逛				
kʰ	①匡				
x	①荒 ②黄皇				
ts	①庄				
tsʰ	①疮				
s	①双				
Ø	①汪				
#iaŋ					
pʰ	①□{~噹象声词:象声词，物体落地声。}				
n	②娘 ③两辆 ⑤量				
tɕ	①江 ③蒋颈{白，脖~、~颈}讲				
tɕʰ	①枪 ②详祥翔				
ɕ	①香 ②降				
Ø	①央 ②阳 ⑤样				
#oŋ					
p	①绷 ②□{水泡} ③□{~咚:象声词，物体入水声。}				
pʰ	{尘土飞扬} ②篷朋				
m	②蒙 ⑤梦孟茂				
f	①风				
t	①东				
tʰ	①通				
n	①聋 ③垄				
k	①工				
kʰ	①空				
ŋ	①翁				
x	①哄				
ts	①中				
tsʰ	①聪				
s	①松 ③怂				
z	②绒				
Ø					
#ioŋ					
tɕ	①龚				
tɕʰ	②穷				
ɕ	①凶				
Ø	②荣融容熔溶 ③拥勇 ③用				
