#i		
p	[1]陂{坝}[2]排牌[3]比表{～兄弟}[5]庇币八憋鳖{甲鱼}[9]□{～婆：蝙蝠}	
pʰ	[3]疕{痂（根据参考文献补充）}[5]鼻{鼻子；鼻涕；闻}	
b	[3]买米[4]篾𣍐{不会}[5]卖味{白，～素：味道}	
t	[1]低知‖底{～只：哪个；～□kʰɒ31：哪里}[2]池迟蹄{豨骹～：猪蹄}□{□bɒ31-5～：要}[3]底{上～：上面；下～：下面}抵{挡}[4]弟治[5]递地滴{动词，水滴下来}第{～一}	
tʰ	[1]梯{文}[2]啼{哭；公鸡打鸣}[5]剃{～头}铁	
l	[2]来{白，出～}泥犁{牛～：犁}梨□{掐；捻}[3]汝{你}李里{乡～：村庄}理{生～侬：商人；做生～：做买卖}[4]笠{根据参考文献补充}[5]二利{（刀子）快，锋利}痢{拉赤～：患疟疾}□{舔}[9]尼{～姑}	
ts	[3]子{栗～}姊{～妹；阿～：姐姐}[4]截{白}[5]字{原文声母作tʃ}製{～造}节{白，时～：时候}□{事～：事情，原文声母作tsʰ}□{多}[0]自{各～：自己，原文调值作31}	
tsʰ	[5]刺{名词}□{□nɛ̃31-33～：为什么}	
s	[1]西丝荽{芫～菜：香菜}[3]洗死[5]四	
ʃ	[3]黍{高粱；番～：玉米}[10]折{～本：亏本}	
dʒ	[2]儿宜{便～}[3]耳{木～；～聋：聋子}[5]夹{动词}	
k	[1]街鸡饥{～饿}支{薰～：香烟；量词}箕{粪～：簸箕，有梁的}[2]棋期{星～}葵{向日～}[4]夹{～子}[5]记荚{豆～：豇豆}痣	
kʰ	[1]溪[2]骑[3]契起{早～：早晨；～厝：盖房子}齿{□tʃʰiɐ31-5～：牙齿}[4]柿{柿子}[5]器气{气味；清～：干净}□{闭（眼）}[9]欺{～负}	
h	[1]希[3]喜[4]蟹{老～：螃蟹}[5]繫{联～}戏瞎{目～：瞎子}	
∅	[1]衣挨{推}[2]鞋移姨{阿～，比母大}[3]矮伊{他}[4]解{会}狭{窄}[5]艺{做手工～：手艺人}义意	
#u		
p	[1]夫{丈～：男人}‖菩{～萨}[2]匏{番～：南瓜}□{量词，朵}[3]脯{菜～：干菜}斧{～头}[4]妇{白，孙～：儿媳妇}[5]布{尿～；～塍：插秧}步伏{孵}	
pʰ	[1]铺{动词}[2]浮[3]谱{家～}[4]簿{本子}[5]铺{店～}[9]扶{～𡳞脬：拍马屁}	
b	[1]摸{摸；～脉：诊脉}[3]母{□tʃiɐ2～：女人}牡{～丹}□{～□lia45：蝴蝶；～□lia33□kʰia31：蜘蛛}[5]雾墓{坟墓}	
k	[1]姑{阿～：姑姑，比父小；～妈ba51：姑姑，比父大}菇{蘑菇，野生的}[3]古{讲～：讲故事}久股{翼～：翅膀}牯{豨～：公猪}鼓{锣～}[4]舅{阿～：舅舅}[5]句旧固{□tsaŋ31-45～：结实}	
kʰ	[2]□{蹲}跍{蹲}[3]苦[4]臼	
ɡ	[2]吴牛[4]五[9]□{～□kuɛ̃351：喜鹊}	
h	[1]烌{灰，烧成的}夫{姐～}[2]壶湖□{捞}[3]虎府[4]户父负{欺～}雨{白}[5]裤{底～：裤子}付富副腐{豆～}妇{文}□{骹～头：膝盖，原文变调调值作45，根据录音变调调值实际为33}[9]胡{～萝卜}	
∅	[1]乌{黑}[3]武[5]芋{芋头}□{淹}	
#y		
