id	ini	fn	pt	middeng	middiao	midini	midkaihe	midshe	midyun	单字	IPA	注释
919	l	ɐi	55	三	上	來	開		之	裏	lɐi55	里面
920	l	ɐi	13	三	上	來	開		之	理	lɐi13	道理
921	l	ɐi	13	三	上	來	開		之	鯉	lɐi13	鲤鱼
922	l	ɐi	22	三	去	來	開		之	吏	lɐi22	官吏
924	ʃ	i	52	三	平	精	開		之	滋	ʃi52	滋润
925	tʃ	ɐi	55	三	上	精	開		之	子	tʃɐi55	孔子；子孙
926	tʃ	ɐi	55	三	上	精	開		之	梓	tʃɐi55	桑梓
927	tʃʰ	i	22	三	平	從	開		之	慈	tʃʰi22	慈悲
928	tʃʰ	i	22	三	平	從	開		之	磁	tʃʰi22	磁铁
929	tʃ	ɐi	22	三	去	從	開		之	字	tʃɐi22	文字
930	ʃ	i	52	三	平	心	開		之	司	ʃi52	公司
931	ʃ	i	52	三	平	心	開		之	絲	ʃi52	丝绸
932	ʃ	ɐi	52	三	平	心	開		之	思	ʃɐi52	思念
934	ʃ	ɐi	52	三	平	心	開		之	思	ʃɐi52	意思
935	tʃ	i	342	三	平	邪	開		之	辭	tʃi342	告辞
936	tʃ	i	342	三	平	邪	開		之	詞	tʃi342	歌词
937	tʃ	ɐi	22	三	平	邪	開		之	祠	tʃɐi22	祠堂
938	tʃ	ɐi	13	三	上	邪	開		之	似	tʃɐi13	相似
941	tʃ	i	342	三	去	邪	開		之	寺	tʃi342	寺庙
943	tʃ	ɐi	22	三	去	邪	開		之	飼	tʃɐi22	饲养
944	tʃ	i	55	三	去	知	開		之	置	tʃi55	布置
945	tʃʰ	i	52	三	平	徹	開		之	癡	tʃʰi52	痴呆
946	tʃʰ	i	55	三	上	徹	開		之	耻	tʃʰi55	耻辱
947	ʃ	i	342	三	平	澄	開		之	持	ʃi342	坚持
948	tʃ	i	342	三	上	澄	開		之	痔	tʃi342	痔疮
949	tʃ	i	22	三	去	澄	開		之	治	tʃi22	治安
950	tʃ	i	33	三	去	初	開		之	厠	tʃi33	厕所
951	ʃ	i	22	三	上	崇	開		之	士	ʃi22	士兵
952	ʃ	i	22	三	上	崇	開		之	仕	ʃi22	仕途
953	ʃ	i	13	三	上	崇	開		之	柿	ʃi13	柿子
954	ʃ	i	22	三	去	崇	開		之	事	ʃi22	事情
955	ʃ	i	55	三	上	生	開		之	使	ʃi55	大使馆
956	ʃ	ai	55	三	上	生	開		之	使	ʃai55	使用
957	ʃ	i	55	三	上	生	開		之	史	ʃi55	历史
958	ʃ	ai	55	三	上	生	開		之	駛	ʃai55	驾驶
959	tʃ	i	52	三	平	章	開		之	之	tʃi52	之前
960	tʃ	i	52	三	平	章	開		之	芝	tʃi52	灵芝
961	tʃ	i	55	三	上	章	開		之	止	tʃi55	停止
962	tʃ	i	55	三	上	章	開		之	趾	tʃi55	脚趾
963	tʃ	i	55	三	上	章	開		之	址	tʃi55	地址
964	tʃ	i	33	三	去	章	開		之	志	tʃi33	志气
965	tʃ	i	33	三	去	章	開		之	誌	tʃi33	标志
966	tʃ	i	33	三	去	章	開		之	痣	tʃi33	与胎记不同
967	tʃʰ	i	55	三	上	昌	開		之	齒	tʃʰi55	牙齿
968	ʃ	i	52	三	平	書	開		之	詩	ʃi52	诗人
969	tʃʰ	i	55	三	上	書	開		之	始	tʃʰi55	开始
970	ʃ	i	33	三	去	書	開		之	試	ʃi33	考试
971	ʃ	i	342	三	平	禪	開		之	時	ʃi342	时间
972	ʃ	i	13	三	上	禪	開		之	市	ʃi13	市场
974	ʃ	i	22	三	去	禪	開		之	侍	ʃi22	服侍
975		i	22	三	平	日	開		之	而	i22	而且
976		i	13	三	上	日	開		之	耳	i13	耳朵
977		i	13	三	去	日	開		之	餌	i13	钓饵
978	k	ɐi	52	三	平	見	開		之	基	kɐi52	基本
979	k	ɐi	52	三	平	見	開		之	箕	kɐi52	粪箕
980	k	ɐi	55	三	上	見	開		之	己	kɐi55	自己
981	k	ɐi	55	三	上	見	開		之	紀	kɐi55	纪律
982	k	ɐi	33	三	上	見	開		之	紀	kɐi33	纪念
983	k	ɐi	33	三	去	見	開		之	記	kɐi33	记号
984	h	i	52	三	平	溪	開		之	欺	hi52	欺负
985	h	ɐi	55	三	上	溪	開		之	起	hɐi55	起床
986	k	ɐi	55	三	上	溪	開		之	杞	kɐi55	枸杞
987	k	ɐi	342	三	平	群	開		之	其	kɐi342	其他
988	k	ɐi	342	三	平	群	開		之	棋	kɐi342	下棋
989	k	ɐi	342	三	平	群	開		之	期	kɐi342	日期
990	k	ɐi	342	三	平	群	開		之	旗	kɐi342	红旗
991	k	ɐi	22	三	去	群	開		之	忌	kɐi22	禁忌
992		i	342	三	平	疑	開		之	疑	i342	怀疑
993		i	13	三	上	疑	開		之	擬	i13	拟人
994	h	i	52	三	平	曉	開		之	嬉	hi52	嬉戏
995	h	i	52	三	平	曉	開		之	熙	hi52	康熙
996	h	ɐi	55	三	上	曉	開		之	喜	hɐi55	喜欢
997		ɐi	52	三	平	影	開		之	醫	ɐi52	医生
998		ɐi	33	三	去	影	開		之	意	ɐi33	大意
1000		i	13	三	上	以	開		之	已	i13	已经
1001		i	13	三	上	以	開		之	以	i13	可以
1002		i	13	三	去	以	開		之	異	i13	异同
1003	k	ɐi	52	三	平	見	開		微	幾	kɐi52	几乎
1004	k	ɐi	52	三	平	見	開		微	機	kɐi52	机器
1005	k	ɐi	52	三	平	見	開		微	譏	kɐi52	讥笑
1006	k	ɐi	52	三	平	見	開		微	饑	kɐi52	饥荒
1007	k	ɐi	55	三	平	見	開		微	幾	kɐi55	几个
1008	k	ɐi	33	三	去	見	開		微	既	kɐi33	既然
1009	h	ɐi	55	一	上	溪	開		咍	豈	hɐi55	岂有此理
1010	h	i	33	三	去	溪	開		微	氣	hi33	空气
1011	h	i	33	三	去	溪	開		微	汽	hi33	汽车
1012	k	ɐi	342	三	平	群	開		微	祈	kɐi342	祈祷
1013	ŋ	ai	22	三	去	疑	開		微	毅	ŋai22	毅力
1014	h	i	52	三	平	曉	開		微	希	hi52	希望
1015	h	i	52	三	平	曉	開		微	稀	hi52	稀有
1016		ɐi	52	三	平	影	開		微	衣	ɐi52	衣服
1017		i	52	三	平	影	開		微	依	i52	依靠
1018	l	oi	22	一	去	來	合		灰	累	loi22	累积
1019	l	oi	22	一	去	來	合		灰	累	loi22	连累
1020	tʃ	oi	55	三	上	精	合		支	嘴	tʃoi55	嘴巴
1021	ʃ	oi	22	三	上	心	合		支	髓	ʃoi22	骨髓
1022	ʃ	oi	22	三	平	邪	合		支	隨	ʃoi22	随便
1023	tʃʰ	oi	52	三	平	昌	合		支	吹	tʃʰoi52	吹牛
1024	tʃʰ	oi	52	三	平	昌	合		支	炊	tʃʰoi52	炊烟
1025	ʃ	oi	22	三	平	禪	合		支	垂	ʃoi22	下垂
1026	ʃ	oi	22	三	去	禪	合		支	睡	ʃoi22	午睡
1027	ʃ	oi	22	三	去	禪	合		支	瑞	ʃoi22	瑞雪
1028		ioi	55	三	上	日	合		支	蕊	ioi55	花蕊
1029	kʰ	uɐi	52	三a	平	見	合		支	規	kʰuɐi52	规矩
1030	k	uɐi	55	三b	上	見	合		支	詭	kuɐi55	诡计
1031	kʰ	uɐi	52	三b	平	溪	合		支	虧	kʰuɐi52	吃亏
1032	kʰ	uɐi	52	三a	平	溪	合		支	窺	kʰuɐi52	偷窥
1033	k	uɐi	22	三b	上	群	合		支	跪	kuɐi22	下跪
1034	ŋ	ɐi	342	三b	平	疑	合		支	危	ŋɐi342	危险
1035	ŋ	ɐi	22	三b	去	疑	合		支	僞	ŋɐi22	虚伪
1036		uɐi	55	三b	上	曉	合		支	毁	uɐi55	毁灭
1037		uɐi	55	三b	平	影	合		支	萎	uɐi55	枯萎
1038		uɐi	55	三b	上	影	合		支	委	uɐi55	委托
1039		uɐi	22	三	平	雲	合		支	爲	uɐi22	为什么
1040		uɐi	342	三	平	雲	合		支	爲	uɐi342	行为
1042	l	oi	22	三	去	來	合		脂	類	loi22	分类
1043	l	oi	22	三	去	來	合		脂	淚	loi22	眼泪
1044	tʃ	oi	33	三	去	精	合		脂	醉	tʃoi33	喝醉
1045	tʃʰ	oi	33	三	去	清	合		脂	翠	tʃʰoi33	翡翠
1046	ʃ	oi	52	三	平	心	合		脂	雖	ʃoi52	虽然
1047	ʃ	oi	33	三	去	心	合		脂	粹	ʃoi33	纯粹
1048	ʃ	oi	22	三	去	邪	合		脂	遂	ʃoi22	未遂
1049	ʃ	oi	22	三	去	邪	合		脂	隧	ʃoi22	隧道
1050	ʃ	oi	22	三	去	邪	合		脂	穗	ʃoi22	谷穗
1051	tʃ	oi	52	三	平	知	合		脂	追	tʃoi52	追赶
1052	t	oi	342	三	平	澄	合		脂	槌	toi342	棒槌
1053	t	oi	342	三	平	澄	合		脂	錘	toi342	铁锤
1054	t	oi	22	三	去	澄	合		脂	墜	toi22	下坠
1055	ʃ	oi	52	三	平	生	合		脂	衰	ʃoi52	衰老
1056	ʃ	ɐt	055	三	入	生	合		術	摔	ʃɐt5	摔跤
1057	ʃ	oi	33	三	去	生	合		脂	帥	ʃoi33	元帅
1058		ioi	52	三	平	章	合		脂	錐	ioi52	圆锥
1059	ʃ	y	55	三	上	書	合		脂	水	ʃy55	水果
1060	ʃ	oi	342	三	平	禪	合		脂	誰	ʃoi342	谁人
1061	k	uɐi	52	三b	平	見	開		脂	龜	kuɐi52	乌龟
1062	k	uɐi	55	三b	上	見	合		脂	軌	kuɐi55	铁轨
1063	k	uɐi	55	三a	上	見	合		脂	癸	kuɐi55	天干第十
1064	kʰ	uɐi	13	三b	去	見	合		脂	愧	kʰuɐi13	惭愧
1065	k	uɐi	33	三a	去	見	合		脂	季	kuɐi33	四季
1066	k	uɐi	342	三b	平	群	合		脂	逵	kuɐi342	李逵
1067	k	uɐi	342	三a	平	群	合		脂	葵	kuɐi342	向日葵
1068	k	uɐi	22	三b	去	群	合		脂	櫃	kuɐi22	柜台
1069		uɐi	22	三	去	雲	合		脂	位	uɐi22	地位
1070		uɐi	22	三	平	以	合		脂	維	uɐi22	维持
1071		uɐi	22	三	平	以	合		脂	惟	uɐi22	惟一
1072		uɐi	22	三	平	以	合		脂	遺	uɐi22	遗失
1073		uɐi	22	三	上	以	合		脂	唯	uɐi22	唯有
1074	f	ɐi	52	三	平	非	合		微	非	fɐi52	非常
1075	f	ɐi	52	三	平	非	合		微	飛	fɐi52	飞机
1076	f	ɐi	13	三	上	非	合		微	匪	fɐi13	土匪
1077	f	ɐi	52	一	上	並	合	蟹	灰	痱	fɐi52	痱子，热痱
1078	f	ɐi	33	三	去	非	合		微	沸	fɐi33	沸腾
1079	f	ɐi	52	三	平	敷	合		微	妃	fɐi52	贵妃
1080	f	ɐi	33	三	去	敷	開		微	費	fɐi33	浪费
1081	f	ɐi	342	三	平	奉	合		微	肥	fɐi342	肥料
1082	p	ɐi	55	三	去	奉	合		微	翡	pɐi55	翡翠
1083	m	ɐi	342	三	平	微	合		微	微	mɐi342	细微
1084	m	ɐi	55	三	上	微	合		微	尾	mɐi55	尾巴
1085	m	ɐi	22	三	去	微	合		微	未	mɐi22	未来
1086	m	ɐi	22	三	去	微	合		微	味	mɐi22	味道
1087	k	uɐi	52	三	平	見	合		微	歸	kuɐi52	回归
1088	k	uɐi	55	三	上	見	合		微	鬼	kuɐi55	鬼神
1089	k	uɐi	33	三	去	見	合		微	貴	kuɐi33	贵客
1090	ŋ	ai	22	三	去	疑	合		微	魏	ŋai22	魏国；姓
1091	f	ɐi	52	三	平	曉	合		微	揮	fɐi52	指挥
1092	f	ɐi	52	三	平	曉	合		微	輝	fɐi52	光辉
1093	f	ɐi	52	三	平	曉	合		微	徽	fɐi52	国徽
1094		uɐi	22	三	去	曉	合		微	諱	uɐi22	忌讳
1095		uɐi	52	三	平	影	合		微	威	uɐi52	威风
1096		uɐi	33	三	去	影	合		微	畏	uɐi33	畏罪
1097		uɐi	33	三	去	影	合		微	慰	uɐi33	安慰
1098		uɐi	22	三	平	雲	合		微	違	uɐi22	违背
1099		uɐi	342	三	平	雲	合		微	圍	uɐi342	包围
1100		uɐi	55	三	上	雲	合		微	偉	uɐi55	伟大
1101		uɐi	22	三	上	雲	合		微	葦	uɐi22	芦苇
1102		uɐi	55	三	去	雲	合		微	緯	uɐi55	经纬
1103		uɐi	22	三	去	雲	合		微	胃	uɐi22	肠胃
1104		uɐi	22	三	去	雲	合		微	謂	uɐi22	所谓
1105		uɐi	22	三	去	云	合	止	微	猬	uɐi22	刺猬
1106		ui	22	一	上	匣	合		灰	匯	ui22	汇报
1107	p	o	52	一	平	幫	開		豪	褒	po52	褒奖
1108	p	o	55	一	上	幫	開		豪	保	po55	保护
1109	p	o	55	一	上	幫	開		豪	堡	po55	碉堡
1110	p	o	55	一	上	幫	開		豪	寶	po55	宝贝
1111	p	o	33	一	去	幫	開		豪	報	po33	报告；日报
1112	p	o	342	一	平	並	開		豪	袍	po342	长袍
1113	p	o	13	一	上	並	開		豪	抱	po13	拥抱
1114	p	u	22	一	去	並	開		豪	暴	pu22	暴露
1115	p	u	22	一	去	並	開		豪	菢	pu22	菢小鸡
1116	m	o	342	一	平	明	開		豪	毛	mo342	毛笔
1117	m	au	22	一	去	明	開		豪	冒	mau22	冒充
1118	m	o	22	一	去	明	開		豪	帽	mo22	草帽
1119	t	o	52	一	平	端	開		豪	刀	to52	菜刀
1120	tʰ	o	55	一	上	端	開		豪	禱	tʰo55	祈祷
1121	t	œ	55	一	上	端	開		豪	島	tœ55	海岛
1122	t	œ	55	一	上	端	開		豪	搗	tœ55	捣乱
1122	t	o	55	一	上	端	開		豪	搗	to55	捣乱
1123	t	o	55	一	上	端	開		豪	倒	to55	打倒
1124	t	o	33	一	去	端	開		豪	到	to33	来到
1125	t	o	55	一	上	端	開		豪	倒	to55	倒水
1126	tʰ	o	52	一	平	透	開		豪	滔	tʰo52	滔滔不绝
1127	tʰ	o	55	一	上	透	開		豪	討	tʰo55	讨好
1128	tʰ	o	33	一	去	透	開		豪	套	tʰo33	配套
1129	t	o	342	一	平	定	開		豪	桃	to342	桃花
1130	t	o	342	一	平	定	開		豪	逃	to342	逃难
1131	t	o	342	一	平	定	開		豪	淘	to342	淘米
1132	t	o	342	一	平	定	開		豪	陶	to342	陶瓷
1133	t	o	342	一	平	定	開		豪	萄	to342	葡萄
1134	t	o	342	一	平	定	開		豪	濤	to342	波涛
1134	tʰ	o	52	一	平	定	開		豪	濤	tʰo52	波涛
1135	t	o	22	一	上	定	開		豪	道	to22	道理
1136	t	o	22	一	上	定	開		豪	稻	to22	水稻
1137	t	o	22	一	去	定	開		豪	盗	to22	强盗
1138	t	o	22	一	去	定	開		豪	導	to22	领导
1139	n	o	342	一	上	泥	開		豪	腦	no342	大脑
1140	n	o	342	一	上	泥	開		豪	惱	no342	恼火
1141	l	o	342	一	平	來	開		豪	勞	lo342	劳动
1142	l	o	52	一	平	來	開		豪	撈	lo52	打捞
1143	l	o	52	一	平	來	開		豪	撈	lo52	捞钱，捞面
1144	l	o	342	一	平	來	開		豪	牢	lo342	坐牢
1145	l	o	13	一	上	來	開		豪	老	lo13	老实
1146	l	o	342	一	去	來	開		豪	澇	lo342	洪涝
1147	tʃ	o	52	一	平	精	開		豪	遭	tʃo52	遭殃
1148	tʃ	o	52	一	平	精	開		豪	糟	tʃo52	糟糕
1149	tʃ	o	55	一	上	精	開		豪	早	tʃo55	早上
1150	tʃ	o	55	一	上	精	開		豪	棗	tʃo55	红枣
1151	tʃ	o	55	一	上	精	開		豪	蚤	tʃo55	跳蚤
1153	tʃʰ	o	33	一	去	精	開		豪	躁	tʃʰo33	暴躁
1154	tʃ	o	33	一	去	精	開		豪	竈	tʃo33	灶神
1155	tʃʰ	o	52	一	平	清	開		豪	操	tʃʰo52	操作
1156	tʃʰ	o	55	一	上	清	開		豪	草	tʃʰo55	青草
1157	tʃʰ	o	33	一	去	清	開		豪	糙	tʃʰo33	粗糙，糙米
1158	tʃ	o	342	一	平	從	開		豪	曹	tʃo342	阴曹
1159	tʃ	o	342	一	平	從	開		豪	槽	tʃo342	猪槽
1160	tʃ	o	33	一	上	從	開		豪	皂	tʃo33	肥皂；皂角
1161	tʃ	o	22	一	上	從	開		豪	造	tʃo22	制造
1162	ʃ	o	52	一	平	心	開		豪	騷	ʃo52	风骚
1163	ʃ	o	52	一	平	心	開		豪	臊	ʃo52	羊臊气
1164	ʃ	o	33	一	上	心	開		豪	掃	ʃo33	扫把（名）
1165	ʃ	o	55	一	上	心	開		豪	嫂	ʃo55	大嫂
1166	ʃ	o	33	一	上	心	開		豪	掃	ʃo33	扫地（动）
1167	k	o	52	一	平	見	開		豪	高	ko52	跳高
1168	k	o	52	一	平	見	開		豪	膏	ko52	牙膏；膏药
1169	k	o	52	一	平	見	開		豪	篙	ko52	竹篙
1170	k	o	52	一	平	見	開		豪	羔	ko52	羊羔
1171	k	o	52	一	平	見	開		豪	糕	ko52	蛋糕
1172	k	o	55	一	上	見	開		豪	稿	ko55	草稿
1173	k	o	33	一	去	見	開		豪	告	ko33	报告
1174	h	au	55	一	上	溪	開		豪	考	hau55	考试
1174	kʰ	au	55	一	上	溪	開		豪	考	kʰau55	考试
1175	h	au	52	一	上	溪	開		豪	烤	hau52	烧烤
1176	kʰ	au	33	一	去	溪	開		豪	靠	kʰau33	可靠
1177	kʰ	au	33	一	去	溪	開		豪	銬	kʰau33	手铐
1179	ŋ	au	22	一	去	疑	開		豪	傲	ŋau22	骄傲
1180	h	o	52	一	平	曉	開		豪	蒿	ho52	蓬蒿
1181	h	o	52	一	平	曉	開		豪	薅	ho52	薅田（除田草）
1182	h	o	55	一	上	曉	開		豪	好	ho55	好坏
1183	h	o	33	一	上	曉	開		豪	好	ho33	爱好
1184	h	o	33	一	去	曉	開		豪	耗	ho33	消耗
1185	h	o	342	一	平	匣	開		豪	毫	ho342	毫厘
1186	h	o	342	一	平	匣	開		豪	壕	ho342	战壕
1187	h	o	342	一	平	匣	開		豪	豪	ho342	豪华
1188	h	o	22	一	去	匣	開		豪	號	ho22	号叫，呼号（动）
1189	h	o	22	一	上	匣	開		豪	浩	ho22	浩荡
1190	h	o	22	一	去	匣	開		豪	號	ho22	号码（名）
1191		o	33	一	上	影	開		豪	襖	o33	棉襖
1192		o	33	一	去	影	開		豪	懊	o33	懊恼
1193		o	33	一	去	影	開		豪	奥	o33	奥妙
1194		o	33	一	去	影	開		豪	懊	o33	懊悔
1195		o	33	一	去	影	開		豪	澳	o33	澳门
1196	p	ɛu	52	二	平	幫	開		肴	包	pɛu52	钱包
1197	p	ɛu	52	二	平	幫	開		肴	胞	pɛu52	同胞
1198	p	ɛu	55	二	上	幫	開		肴	飽	pɛu55	吃饱
1199	p	ɛu	33	二	去	幫	開		肴	豹	pɛu33	一种动物
1200	p	ɛu	33	二	去	幫	開		肴	爆	pɛu33	爆炸
1201	pʰ	au	33	二	去	滂	開		肴	泡	pʰau33	泡茶
1202	pʰ	ɛu	52	二	平	滂	開	效	肴	抛	pʰɛu52	抛弃
1203	pʰ	ɛu	33	二	去	滂	開		肴	炮	pʰɛu33	枪炮
1204	pʰ	au	52	二	去	滂	開		肴	泡	pʰau52	水泡，泡沫
1205	pʰ	au	55	二	平	並	開		肴	跑	pʰau55	跑步
1206	p	ɛu	342	二	平	並	開		肴	刨	pɛu342	刨地，刨木
1207	p	ɛu	55	二	上	並	開		肴	鮑	pɛu55	鲍鱼
1208	p	ɛu	342	二	去	並	開		肴	鉋	pɛu342	刨子，瓜刨
1209	m	ɛu	342	二	平	明	開		肴	茅	mɛu342	茅草
1210	m	ɛu	33	二	平	明	開		肴	貓	mɛu33	花猫
1211	m	ɛu	342	二	平	明	開		肴	錨	mɛu342	抛锚
1212	m	ɛu	13	二	上	明	開		肴	卯	mɛu13	子丑寅卯
1213	m	au	22	二	去	明	開		肴	貌	mau22	礼貌
1214	n	au	22	二	去	娘	開		肴	鬧	nau22	热闹
1215	tʃ	au	33	二	去	知	開		肴	罩	tʃau33	灯罩
1216	tʃ	a	52	二	平	莊	開		肴	抓	tʃa52	抓牌
1217	tʃ	ɛu	55	二	上	莊	開		肴	爪	tʃɛu55	脚爪
1218	tʃ	ɛu	55	二	上	莊	開		肴	找	tʃɛu55	找东西
1219	tʃ	ɛu	55	二	去	莊	開		肴	笊	tʃɛu55	笊籬（捞馄饨用）
1220	tʃʰ	ɛu	52	二	平	初	開		肴	抄	tʃʰɛu52	抄书
1221	tʃʰ	ɛu	55	二	平	初	開		肴	鈔	tʃʰɛu55	钞票
1222	tʃʰ	ɛu	55	二	上	初	開		肴	炒	tʃʰɛu55	炒股
1223	tʃʰ	ɛu	55	二	上	初	開		肴	吵	tʃʰɛu55	吵架
1226	ʃ	iu	52	二	去	生	開		肴	稍	ʃiu52	稍等
1227	ʃ	au	55	二	去	生	開		肴	潲	ʃau55	猪食
1228	ʃ	au	33	二	去	生	開		肴	哨	ʃau33	口哨
1229	k	ɛu	52	二	平	見	開		肴	交	kɛu52	交通
1230	k	ɛu	52	二	平	見	開		肴	郊	kɛu52	郊区
1231	k	ɛu	52	二	平	見	開		肴	膠	kɛu52	胶水
1232	k	ɛu	33	二	去	見	開		肴	教	kɛu33	教书
1233	k	ɛu	33	二	平	見	開		肴	茭	kɛu33	茭笋，茭白
1234	k	ɛu	55	二	上	見	開		肴	絞	kɛu55	绞毛巾
1235	k	ɛu	55	二	上	見	開		肴	狡	kɛu55	狡猾
1236	k	ɛu	33	二	上	見	開		肴	鉸	kɛu33	铰剪
1237	k	ɛu	55	二	上	見	開		肴	攪	kɛu55	搅拌
1238	k	ɛu	55	二	上	見	開		肴	搞	kɛu55	搞好
1239	k	ɛu	33	二	去	見	開		肴	教	kɛu33	教育
1240	h	ɛu	22	二	去	匣	開		肴	校	hɛu22	上校
1241	k	ɛu	33	二	去	見	開		肴	較	kɛu33	比较
1241	k	au	33	二	去	見	開		肴	較	kau33	比较
1242	h	au	52	二	去	見	開		肴	酵	hau52	发酵
1243	k	ɛu	33	二	去	見	開		肴	窖	kɛu33	地窖
1244	k	ɛu	33	二	入	見	開		覺	覺	kɛu33	睡觉
1245	kʰ	ɛu	52	二	平	溪	開		肴	敲	kʰɛu52	敲门
1246	kʰ	au	55	二	上	溪	開		肴	巧	kʰau55	碰巧
1247	ŋ	ɛu	13	二	上	疑	開		肴	咬	ŋɛu13	咬人
1248	h	ɛu	33	二	去	曉	開		肴	哮	hɛu33	哮喘
1249	h	ɛu	33	二	去	曉	開		肴	孝	hɛu33	孝顺
1250	ŋ	au	13	二	平	匣	開		肴	肴	ŋau13	佳肴
1251	ŋ	au	342	二	平	匣	開		肴	淆	ŋau342	混淆
1252	h	ɛu	22	二	去	匣	開		肴	效	hɛu22	效果
1253	k	ɛu	33	二	去	匣	開		肴	校	kɛu33	校对
1254	h	ɛu	22	二	去	匣	開		肴	校	hɛu22	学校
1255		ɛu	33	二	平	影	開		肴	坳	ɛu33	山坳
1256	p	iu	52	三a	上	滂	開	效	宵	膘	piu52	肥膘
1257	p	iu	52	三a	平	幫	開		宵	標	piu52	标志
1258	p	iu	55	三b	上	幫	開		宵	表	piu55	表示
1259	p	iu	52	三b	上	幫	開		宵	錶	piu52	手表
1260	pʰ	iu	52	三a	平	滂	開		宵	飄	pʰiu52	飘扬
1261	pʰ	iu	33	三a	去	滂	開		宵	漂	pʰiu33	漂白
1262	pʰ	iu	33	三a	去	滂	開		宵	票	pʰiu33	车票
1263	pʰ	iu	33	三a	去	滂	開		宵	漂	pʰiu33	漂亮
1264	p	iu	22	三a	平	並	開		宵	嫖	piu22	嫖妓
1266	m	iu	342	三b	平	明	開		宵	苗	miu342	火苗
1267	m	iu	13	三b	平	明	開		宵	描	miu13	描写
1268	m	ɛu	33	二	平	明	開		肴	貓	mɛu33	猫咪
1269	m	ɛu	33	三a	上	明	開		宵	藐	mɛu33	藐视
1270	m	iu	13	三a	上	明	開		宵	渺	miu13	渺小
1271	m	iu	13	三a	上	明	開		宵	秒	miu13	一分一秒
1272	m	iu	22	三b	去	明	開		宵	廟	miu22	庙会
1273	m	iu	13	三a	去	明	開		宵	妙	miu13	妙计
1274	l	ɛu	22	三	平	來	開		宵	燎	lɛu22	火烧火燎
1275	l	ɛu	22	三	平	來	開		宵	燎	lɛu22	燎原
1276	l	ɛu	342	三	去	來	開		宵	療	lɛu342	治疗
1277	tʃ	iu	52	三	平	精	開		宵	焦	tʃiu52	焦作
1278	tʃ	iu	52	三	平	精	開		宵	蕉	tʃiu52	香蕉
1279	tʃ	iu	52	三	平	精	開		宵	椒	tʃiu52	辣椒
1280	tʃ	iu	52	三	上	精	開		宵	剿	tʃiu52	围剿
1281	tʃ	iu	52	三	去	精	開		宵	醮	tʃiu52	打醮
1282	tʃʰ	iu	52	三	平	清	開		宵	鍬	tʃʰiu52	铁锹
1283	tʃʰ	iu	52	三	上	清	開		宵	悄	tʃʰiu52	静悄悄
1284	tʃʰ	iu	33	三	去	清	開		宵	俏	tʃʰiu33	娇俏
1285	tʃ	iu	52	三	平	從	開		宵	樵	tʃiu52	打樵，樵夫
1286	tʃ	iu	342	三	平	從	開		宵	瞧	tʃiu342	瞧一瞧
1287	ʃ	iu	52	三	平	心	開		宵	消	ʃiu52	消化
1288	ʃ	iu	52	三	平	心	開		宵	宵	ʃiu52	良宵
1289	ʃ	iu	52	三	平	心	開		宵	霄	ʃiu52	云霄
1290	ʃ	iu	52	三	平	心	開		宵	硝	ʃiu52	硝酸
1291	ʃ	iu	52	三	平	心	開		宵	銷	ʃiu52	供销社
1292	ʃ	iu	55	三	上	心	開		宵	小	ʃiu55	大小
1293	ʃ	iu	33	三	去	心	開		宵	笑	ʃiu33	笑话
1294	ʃ	iu	52	三	去	心	開		宵	肖	ʃiu52	生肖
1295	t	iu	52	三	平	澄	開		宵	朝	tiu52	今朝
1296	tʃʰ	iu	52	三	平	徹	開		宵	超	tʃʰiu52	超过
1297	tʃ	iu	342	三	平	澄	開		宵	朝	tʃiu342	朝代
1298	tʃ	iu	342	三	平	澄	開		宵	潮	tʃiu342	潮水
1299	tʃ	iu	22	三	上	澄	開		宵	趙	tʃiu22	赵国；姓
1300	tʃ	iu	22	三	上	澄	開		宵	兆	tʃiu22	人名用字；预兆
1301	tʃ	iu	22	三	去	澄	開		宵	召	tʃiu22	号召
1302	tʃʰ	iu	52	三	平	章	開		宵	昭	tʃʰiu52	王昭君
1303	tʃ	iu	52	三	平	章	開		宵	招	tʃiu52	招手
1304	tʃ	iu	22	三	上	章	開		宵	沼	tʃiu22	沼气
1305	tʃ	iu	33	三	去	章	開		宵	照	tʃiu33	照明
1306	ʃ	iu	52	三	平	書	開		宵	燒	ʃiu52	发烧
1307	ʃ	iu	55	三	上	書	開		宵	少	ʃiu55	多少
1308	ʃ	iu	33	三	上	書	開		宵	少	ʃiu33	少年，少爷
1309	ʃ	iu	342	三	平	禪	開		宵	韶	ʃiu342	韶关
1310	ʃ	iu	22	三	上	禪	開		宵	紹	ʃiu22	介绍
1311	ʃ	iu	22	三	去	禪	開		宵	邵	ʃiu22	姓
1312		iu	342	三	平	日	開		宵	饒	iu342	求饶
1313		iu	55	三	上	日	開		宵	擾	iu55	打扰
1314		iu	55	三	去	日	開		宵	繞	iu55	绕线团
1315		iu	55	三	去	日	開		宵	繞	iu55	围绕
1316		iu	52	三b	平	見	開		宵	驕	iu52	骄傲
1317	k	iu	52	三b	平	見	開		宵	嬌	kiu52	撒娇
1318	k	iu	55	三b	上	見	開		宵	矯	kiu55	矫正
1319	k	iu	342	三b	平	群	開		宵	喬	kiu342	姓
1320	k	iu	342	三b	平	群	開		宵	僑	kiu342	华侨
1321	k	iu	342	三b	平	群	開		宵	橋	kiu342	桥梁
