汉字	音标	注释
鸣	baŋ⁴⁵	
明	bin⁴⁵~年	
明	baŋ⁴⁵~白	
盟	baŋ⁴⁵	
命	bin²²搏~	
命	baŋ²²~运	
京	kaŋ⁵¹	
惊	kin⁵¹	
景	kaŋ³²⁴	
警	kaŋ³²⁴	
境	kaŋ³²⁴	
敬	kaŋ⁴⁴	
竟	kaŋ³²⁴▲	
镜	kin⁴⁴	
卿	haŋ⁵¹	
庆	kʰaŋ⁴⁴	
擎	kʰin⁴⁵	
鲸	kʰaŋ⁴⁵	
竞	kaŋ⁴⁴▲	
屐	kʰi⁴	木~
迎	jaŋ⁴⁵	
逆	jɛi⁴	
英	jaŋ⁵¹	
影	jin³²⁴	
映	jin³²⁴▲	
饼	pin³²⁴	
聘	pʰaŋ⁴⁴	
僻	pʰɛi²¹	
辟	pʰɛi²¹▲	
名	bin⁴⁵	
名	bin⁴	
领	lin²¹领~	
领	lin⁴衣裳~	
岭	lin²¹	
令	laŋ²²	
精	tsin⁵¹~肉	
精	tsaŋ⁵¹~神	
睛	tsin⁴	
晶	tsaŋ⁵¹	
井	tsin³²⁴	
积	tsa²¹	
迹	tsa⁴	
脊	tsi²¹	
清	tsʰaŋ⁵¹	
请	tsʰin³²⁴	
情	tsʰaŋ⁴⁵	
晴	tsʰin⁴⁵	
静	tsʰaŋ²²	
净	tsʰin²²	
籍	tsa²¹▲	~贯
姓	sin⁴⁴	
性	sin⁴⁴	
性	saŋ⁴⁴	
惜	sa²¹	
昔	sa²¹	
席	tsʰai⁴	主~
夕	tsʰai⁴	
贞	tsaŋ⁵¹	
侦	tsaŋ⁵¹▲	
呈	tsʰaŋ⁴⁵	
程	tsʰaŋ⁴⁵	
郑	tsʰin²²	
正	tsin⁵¹	~月
征	tsaŋ⁵¹	~兵
整	tsaŋ³²⁴	
正	tsin⁴⁴做~了	
正	tsaŋ⁴⁴~当	
政	tsaŋ⁴⁴	
只	tsi²¹	一~
炙	tsi²¹	
赤	tsʰi²¹	
尺	tsʰi²¹	
声	sin⁵¹	
圣	saŋ⁴⁴	
释	sa²¹	
适	sa²¹	
成	sin⁴⁵	
城	sin⁴⁵	
诚	sin⁴⁵	
盛	saŋ²²	丰~
石	si⁴⁴~灰	
石	si⁴牛卵~	
颈	kin³²⁴	
轻	kʰin⁵¹	
婴	jaŋ⁵¹	
益	ja²¹	
盈	jaŋ⁴⁵	
赢	jin⁴⁵	
译	jɛi⁴	
易	ja⁴	交~
壁	pi²¹	
壁	pi⁴隔~	
劈	pʰɛi²¹	
瓶	paŋ⁴⁵	
屏	paŋ⁴⁵	
萍	paŋ⁴⁵	
並	paŋ²²	
铭	bin⁴⁴	
丁	aŋ⁵¹	
钉	in⁴	铁~
顶	in³²⁴岭~	
顶	aŋ³²⁴~嘴	
钉	in⁵¹▲	~住
订	in⁴⁴	
的	ti⁴▲	目~
滴	ie⁴⁴▲	
嫡	ti⁴▲	~亲
听	tʰin⁴⁴▲	~见
厅	tʰin⁵¹	
厅	tʰin⁴私~	
踢	tʰi²¹	
剔	tʰi²¹	
亭	taŋ⁴⁵	
停	taŋ⁴⁵	
庭	taŋ⁴⁵	
艇	tʰin⁴	
挺	tʰaŋ³²⁴▲	
定	taŋ²²	
敌	tʰa⁴⁴	
笛	tʰi⁴	
籴	tʰi⁴⁴	
宁	laŋ⁴⁵	安~
灵	laŋ⁴⁵	
零	lin⁴⁵	
零	lin⁴十~个	
铃	laŋ⁴⁵	
另	laŋ²²	
历	lɛi⁴	经~
绩	tsa²¹	
青	tsʰin⁵¹	
戚	tsʰai⁴	
星	saŋ⁵¹~期一	
星	sin⁴天~	
腥	sin⁵¹	
醒	sin³²⁴	
析	sa²¹	
锡	si²¹	
经	kaŋ⁵¹	
激	kai²¹	
击	kai²¹	
形	haŋ⁴⁵	
型	haŋ⁴⁵	
刑	haŋ⁴⁵	
矿	kʰoŋ⁴⁴▲	
轰	kvaŋ⁵¹▲	~炸
横	vin⁴⁵	~直
宏	hoŋ⁴⁵▲	
获	vou⁴	
划	vi⁴	计~
倾	kʰaŋ⁵¹	
琼	kʰaŋ⁴⁵	
兄	hoŋ⁵¹▲	
荣	joŋ⁴⁵▲	
永	jaŋ³²⁴▲	
泳	jaŋ³²⁴▲	
营	jaŋ⁴⁵	
颖	jaŋ³²⁴	
役	jøy⁴	
疫	ji⁴	
萤	jaŋ⁴⁵▲	
扑	pʰou²¹	
蓬	poŋ⁴⁵	
篷	poŋ⁴⁵	
瀑	pʰou⁴⁴	~布
蒙	boŋ⁴⁵	
木	bou⁴	
东	oŋ⁵¹	
董	oŋ³²⁴	
懂	oŋ³²⁴	
冻	oŋ⁴⁴	
通	tʰoŋ⁵¹	
桶	tʰoŋ³²⁴	
痛	tʰoŋ⁴⁴	
秃	tʰu²¹▲	
同	tʰoŋ⁴⁵	
铜	tʰoŋ⁴⁵	
童	tʰoŋ⁴⁵	
筒	toŋ⁴⁵动词	
筒	toŋ⁴名词	
动	toŋ²²	
洞	toŋ²²	
独	tʰou⁴⁴	
读	tʰou⁴⁴	
笼	loŋ⁴	
聋	loŋ⁴⁵	
拢	loŋ³²⁴▲	
弄	loŋ²²	
鹿	lou⁴	
棕	tsoŋ⁵¹	
总	tsoŋ³²⁴	
粽	tsoŋ⁴	
聪	tsʰoŋ⁵¹	
匆	tsʰoŋ⁵¹	
葱	tsʰoŋ⁴	
丛	tsʰoŋ⁴⁵	
族	tsʰou⁴	
送	soŋ⁴⁴	
速	tsʰou²¹▲	
公	koŋ⁵¹老~	
公	koŋ⁴大人~	
工	koŋ⁵¹	
功	koŋ⁵¹	
攻	koŋ⁵¹	
贡	koŋ⁴⁴	
谷	kou²¹	~pʰie²¹
谷	kou⁴	稻~
空	hoŋ⁵¹	~气
孔	kʰoŋ³²⁴	
控	kʰoŋ⁴⁴	
空	hoŋ⁵¹▲	~缺
哭	hou²¹	
烘	kʰoŋ⁴⁴▲	
红	hoŋ⁴⁵	
洪	hoŋ⁴⁵	
汞	koŋ⁴⁴▲	
翁	voŋ⁵¹	
翁	joŋ⁵¹	
屋	ou²¹	
冬	oŋ⁵¹	
督	tou⁴▲	
统	tʰoŋ³²⁴▲	
毒	tʰou⁴⁴	
农	loŋ⁴⁵	
脓	loŋ⁴⁵	
宗	tsoŋ⁵¹	
综	tsoŋ⁵¹▲	
松	soŋ⁵¹	轻~
宋	soŋ⁴⁴	
酷	ho⁴⁴▲	
风	foŋ⁵¹	
枫	foŋ⁵¹	
讽	foŋ²²▲	
福	fou²¹	
复	fou²¹	~杂
幅	fou²¹	
丰	foŋ⁵¹	
覆	fou²¹	
冯	foŋ⁴⁵	
凤	foŋ²²	
服	fou⁴	
伏	pʰou⁴⁴趴	
伏	fou²¹	
复	fou²¹▲	~原
梦	boŋ²²	
目	bou⁴	
牧	bou⁴	
隆	loŋ⁴⁵	
六	lou⁴⁴	
陆	lou⁴⁴	
肃	sou²¹	
宿	sou²¹	住~
中	tsoŋ⁵¹	~间
忠	tsoŋ⁵¹	
中	tsoŋ⁴⁴	打~
竹	a⁴▲	
筑	tsou²¹	
畜	tsʰou²¹	~生
虫	tsʰoŋ⁴⁵	钳ŋau⁴⁵~
虫	tsʰoŋ⁴	
轴	tsʰou⁴▲	
逐	tsʰou⁴⁴	
崇	tsʰoŋ⁴⁵	
缩	sou²¹	
终	tsoŋ⁵¹	
众	tsoŋ⁴⁴	
祝	tsou²¹	
粥	tsou²¹	
充	tsʰoŋ⁵¹	
铳	tsʰoŋ⁴⁴	
铳	tsʰoŋ⁴饭~	
叔	sou⁴	
熟	sou⁴⁴	
绒	joŋ⁴⁵	
肉	lou⁴⁴▲	
弓	koŋ⁵¹	
躬	koŋ⁵¹	
宫	koŋ⁵¹	
菊	kʰou⁴▲	
穷	kʰoŋ⁴⁵	
畜	tsʰou²¹▲	~牧
蓄	tsʰou²¹▲	
熊	hoŋ⁴⁵▲	
雄	hoŋ⁴⁵▲	
融	joŋ⁴⁵	
育	jou⁴	
封	foŋ⁵¹	
峰	foŋ⁵¹	
蜂	foŋ⁵¹	
锋	foŋ⁵¹	
捧	pʰoŋ³²⁴话音	
捧	poŋ³²⁴字音▲	
逢	foŋ⁴⁵	
缝	foŋ⁴⁵	~衣
奉	foŋ²²	
缝	foŋ²²	~隙
浓	loŋ⁴⁵	
龙	loŋ⁴⁵	
绿	lou⁴⁴	
录	lou⁴	
纵	tsoŋ⁴⁴▲	~横
踪	tsoŋ⁵¹	
足	tsou²¹	
促	tsʰou²¹	
从	tsʰoŋ⁴⁵	跟~
粟	sou⁴	
松	tsʰoŋ⁴⁵	~树
诵	tsʰoŋ²²	
颂	tsʰoŋ²²	
俗	tsʰou⁴	
续	tsʰou⁴	
宠	tsʰoŋ³²⁴	
重	tsʰoŋ⁴⁵	~复
重	tsʰoŋ²¹	轻~
钟	tsoŋ⁵¹	
种	tsoŋ³²⁴	~类
种	tsoŋ⁴⁴	~树
烛	tsou²¹	
嘱	tsou²¹	
冲	tsʰoŋ⁵¹	
触	tsʰou²¹	
舂	tsoŋ⁵¹	
束	tsʰou²¹▲	
属	sou⁴⁴	
茸	joŋ⁴⁵	
辱	jou⁴	
恭	koŋ⁵¹	
供	koŋ⁴⁴▲	~给
恐	haŋ³²⁴话音▲	
恐	hoŋ³²⁴字音	
曲	kʰou⁴	
共	kʰoŋ²²	
局	kʰou⁴	
玉	jou⁴	
狱	jou⁴	
胸	hoŋ⁵¹	
凶	hoŋ⁵¹	
雍	joŋ⁵¹	
拥	oŋ³²⁴推	
拥	joŋ³²⁴	
容	joŋ⁴⁵	
勇	joŋ³²⁴▲	
用	joŋ²²	
欲	jou⁴	
浴	jou⁴▲	
