pa 32 巴{~掌}芭疤把{~握}靶巴□{~~:屎}
pa 33 跋{□人:凉}
pa 35 霸坝爸把:{刀~子}□{叉:两腿分开}
pʰa 33 爬琶耙:{一种家具}□{常:超出一般的水平}
pʰa 35 怕帕
ma 32 妈马码玛蚂{~蚍蜉:蚂蚁}
ma 33 麻痳蟆
ma 35 骂蚂{~蚱}
fa 33 乏伐筏罚阀
va 32 蛙挖洼娃瓦{~片}
va 35 瓦{动词}袜
ta 32 打
ta 35 大瘩:{圪瘩}
tʰa 32 他她它
tʰa 33 沓:{一沓纸}
na 32 哪
na 33 拿□{~糕:一种食物}
na 35 那呐捺纳
la 32 拉垃啦喇
la 35 腊蜡辣旯{：黑旯}□{~呱：聊天}
ka 35 尬
kʰa 32 咖{~啡}卡{~车}
xa 32 哈{点头~腰}□{~货：傻里傻气的人}
ʦa 32 渣喳咋{~的了}眨
ʦa 33 炸{~糕}杂砸
ʦa 35 诈榨炸{~蛋}咋{~唬}
ʦʰa 32 杈{~子}:{一种农具}差{~别}衩
ʦʰa 33 茶荏查
ʦʰa 35 岔诧差{~不多}
sa 32 沙纱砂鲨莎裟傻洒撒
sa 35 萨{拉~}
a 35 阿啊
pia 32 □{象声词}:{~地一声跌倒了}
nia 32 □{~起来：拿起来}
lia 32 俩
ʨia 32 家加痂嘉家佳假{真~}贾
ʨia 35 假{放~}架驾嫁价
ʨʰa 32 掐卡{~住了}
ʨʰa 35 恰
ɕia 32 虾
ɕia 33 霞瑕遐蝦暇匣
ɕia 35 下夏{姓}厦吓夏{春~}
ia 32 鸦:{~片}丫雅哑魇{：睡~了}
ia 33 牙芽衙伢涯崖捱
ia 35 亚压
kua 32 瓜呱寡刮□{气：不好，就那样}
kua 35 掛卦褂
kʰua 32 夸垮
kʰua 35 跨挎胯
xua 32 花
xua 33 华划{~船}滑猾
xua 35 化桦画话划{~分}
ʦua 32 抓□{个~：不整齐}爪{~子}
sua 32 耍
pɤ 32 波菠玻簸{动词}
pɤ 33 薄{单~}脖
pɤ 35 簸{~箕}薄{~荷}不{单说或在句子末尾：你去~？~}
pʰɤ 32 颇坡□{命：拼命}
pʰɤ 33 婆
pʰɤ 35 破
mɤ 33 魔磨{~面}摩馍模膜
mɤ 35 磨{石~}末沫没{单说或用在句尾：你去~？~}
fɤ 33 佛
vɤ 32 倭窝蜗我
vɤ 35 卧
lɤ 35 勒{希特~}
kɤ 32 歌哥
kɤ 35 个
kʰɤ 32 科棵颗柯珂苛可
kʰɤ 35 课
ŋɤ 33 蛾鹅讹阿{~胶}
ŋɤ 35 饿
xɤ 33 河何荷和禾盒
xɤ 35 荷贺
ʦɤ 32 遮者
ʦɤ 33 蔗
ʦʰɤ 32 车扯
ʦʰɤ 35 □{打、扇：~了他一巴掌}
sɤ 32 奢赊捨舍{~得}
sɤ 33 蛇
sɤ 35 社射赦舍{宿~}
zɤ 32 惹
tuɤ 32 多哆□{扔、打：你~打它做啥了}躲朵
tuɤ 35 惰堕垛剁舵
tʰuɤ 32 拖椭妥
tʰuɤ 33 驮驼砣
tʰuɤ 35 唾
nuɤ 33 挪
nuɤ 35 糯诺懦
luɤ 32 裸□{~动：碰，触动}
kuɤ 32 锅果裹
kuɤ 35 过
xuɤ 32 火
xuɤ 33 和{~面}
xuɤ 35 祸货
ʦuɤ 32 左
ʦuɤ 35 坐座做
ʦʰuɤ 32 搓挫
ʦʰuɤ 35 措锉
suɤ 32 梭锁所琐
piɛ 32 鞭编边蝙扁匾贬瘪
piɛ 33 别{~人}
piɛ 35 变辩辨汴便{方~}辫遍别{~扭}
pʰiɛ 32 篇偏便
pʰiɛ 35 片骗
miɛ 32 免勉娩缅
miɛ 33 绵棉眠
miɛ 35 面
tiɛ 32 爹掂{~掇}颠点典腆
tiɛ 35 店电殿奠佃垫淀惦
tʰiɛ 32 添天舔
tʰiɛ 33 甜田填
niɛ 32 碾辇撵
niɛ 33 黏鲶拈年
niɛ 35 念聂蹑捻
liɛ 32 □{没完没了：他又□□地没完了}敛脸
liɛ 33 廉镰连联怜莲帘
liɛ 35 恋殓链
ʨiɛ 32 歼皆街监尖煎间{空~}兼坚奸肩艰姐解减碱检俭简柬剪捡茧
ʨiɛ 35 借介界芥疥届戒渐剑间{~断}苋{~菜}谏涧践件箭溅贱饯犍键建健腱谏楝笺见
ʨʰiɛ 32 嵌谦迁千牵铅浅且
ʨʰiɛ 33 茄钱前潜乾前钳□{耍赖：~死了}
