《临清方言志》同音字表说明：每行开头为该音节的声母（零声母音节列韵母）；[1]阴平 [2]阳平 [3]上声 [5]去声 [轻]轻声 [次]次轻声（原书圈"次"标记）；下标为原书小字注释及同音字编号；下划线为原书所加；□为原书缺字或字形未详。
a
p [1]八扒叭巴疤[2]拔[3]把{1}㞎[5]霸坝耙{~地}把{2}爸[次]罢[轻]吧琶把-{儿·女~}
p' [1]趴[2]耙{~子}爬[5]怕
m [1]妈抹{2}麻{~札}[2]麻[3]马蚂{~蚁}码嬷[5]骂蚂{~蚱}[轻]蟆{哈~}吗
f [1]发法[2]罚乏
t [1]答搭[2]达打{量词}[3]打[5]大[轻]瘩哒
t' [1]塔塌溻褟[3]他
n [1]纳{~鞋}捺[2]纳{~闷}拿[3]哪[5]那
l [1]拉{~车}[2]拉{~呱儿}[3]喇{~叭}[5]腊蜡辣[轻]啦
k [1]嘎
k' [3]卡-
x [1]哈{~腰}[3]蛤-
ts [1]扎札眨-查{山~}渣蹅/咂[2]铡闸炸榨/杂砸[3]砟拃/[5]茬{麦~}乍炸{~弹}/[轻]蚱{蚂~}/
ts' [1]察插差{~二斤}叉杈{木~}/擦[2]茬{一年两~}茶搽查{调~}/[3]衩/[5]差{~错}岔杈{树~}/
s [1]杀煞沙纱杉/撒{~手}仨卅[2]蛇/撒{~么}[3]傻厦/洒撒{~种}[轻]砂{末~}/
a [1]阿-[轻]啊
ia
l [3]俩
tɕ [1]夹荚甲{盔~}家加佳[3]挟甲{~乙}角{羊~}假贾[5]嫁价架驾[轻]稼{庄~}价{量天~}家{人~}
tɕ' [1]掐[2]恰[3]卡-
ɕ [1]瞎虾[2]狭匣霞斜-[5]吓下夏
ia [1]押鸭压{1}鸦丫[2]牙芽蚜衙[3]雅哑亚[5]压{2}讶
ua
k [1]刮瓜呱{~哒}[3]寡剐呱{拉~}[5]褂挂卦[轻]鸹{老~}
k' [1]夸[3]垮[5]跨
x [1]花[2]划{~船}滑华[5]话画化
ts [1]抓/[3]爪{~子}/
s [1]刷/[3]耍/
ua [1]挖洼{1}蛙[2]娃[3]瓦搲{~面}[5]袜洼{2}瓦{~匠}
ə
p [1]拨博搏剥播波菠玻[2]薄脖[3]簸[5]簸{~箕}
p' [1]泼坡[2]婆[5]破
m [1]摸[2]么磨{~刀}魔馍模-[3]抹{2}[5]末沫没{淹~}磨{~石}么{儿·有~没~}
f [2]佛缚
t [1]德-
t' [2]特-
k [1]割合{升~}鸽各{~家~户}胳袼格-{1}搁革-{1}隔-{1}疙歌哥{1}戈痂[2]蛤{~拉牛}硌{~得慌}嗝{打~得}[3]各{自~}角{~蒿}哥{2}[5]个[次]个{说~话}
k' [1]渴磕刻-{1}颏-咳-克-棵颗科蝌苛{1}[2]□{~前坐}[3]可坷苛{2}[5]刻-{2}客嗑课骒
ŋ [1]恶{~心}[2]阿{~胶}蛾鹅[3]我-[5]饿
x [1]喝郝[2]合盒蛤{~蟆}核{~桃}河何荷和[5]贺
ts [1]哲折褶遮/[2]蛰/[3]者/[5]这-/
ts' [1]彻车/[3]扯/[5]厕-{1}撤/
s [1]设涉赊/[2]舌折{棍~啦}/[3]舍/[5]赦社射/
z [3]惹/[5]热/
iə
p [1]憋鳖䳤{~纂}[2]别[5]别{~扭}
p' [1]撇{~捺}[3]撇{~嘴}苤{2}
m [5]灭篾-
t [1]爹[2]碟迭跌
t' [1]铁贴帖
n [1]捏摄蹑[5]镊
l [1]劣[5]列裂烈猎[轻]篥{觱~}
tɕ [1]结洁节接揭竭羯隔-槅-革-格-[2]截劫捷杰桀[3]姐[5]褯借
tɕ' [1]切妾{1}客-且-[2]茄[5]怯妾{2}
