多	t	o	45	
拖	tʰ	o	45	
大	t	ᴀ	24	
锣	l	o	213	
左	ts	o	42	
歌	k	o	45	
个	k	o	213	白读
个	k	ə	213	文读
可	kʰ	o	42	
鹅	Ǿ	o	213	
饿	Ǿ	o	24	
我	ŋ	o	42	老
我	Ǿ	o	42	
河	x	o	213	
茄	tɕʰ	ye	213	
破	pʰ	o	24	
婆	pʰ	o	213	
颇	pʰ	o	42	
磨	m	o	213	
磨	m	o	24	
躲	t	o	42	
螺	l	o	213	
坐	ts	o	24	
锁	s	o	42	
果	k	o	42	
过	k	o	24	
课	kʰ	o	24	
火	x	o	42	
货	x	o	24	
祸	x	o	24	
靴	ɕ	ye	45	
把	p	ᴀ	42	
爬	pʰ	ᴀ	213	
拔	pʰ	ᴀ	213	
马	m	ᴀ	42	
骂	m	ᴀ	24	
茶	tsʰ	ᴀ	213	
沙	s	ᴀ	45	
假	tɕ	iᴀ	42	
嫁	tɕ	iᴀ	24	
恰	tɕʰ	iᴀ	213	
牙	Ǿ	iᴀ	213	
虾	ɕ	iᴀ	45	
下	ɕ	iᴀ	24	
下	x	ᴀ	24	白
夏	ɕ	iᴀ	24	
哑	Ǿ	ᴀ	42	
姐	tɕ	ie	42	
借	tɕ	ie	24	
写	ɕ	ie	42	
斜	ɕ	ye	213	
谢	ɕ	ie	24	
车	tsʰ	e	45	
蛇	ɕ	iᴀ	213	
射	s	e	24	
爷	Ǿ	ie	24	
野	Ǿ	ie	42	
夜	Ǿ	ie	24	
瓜	k	uᴀ	45	
瓦	Ǿ	uᴀ	42	
花	x	uᴀ	45	
化	x	uᴀ	24	
华	x	uᴀ	213	
谱	pʰ	u	42	
勃	pʰ	u	213	
卜	pʰ	u	213	
扑	pʰ	u	213	
仆	pʰ	u	213	
不	p	u	213	
布	p	u	24	
铺	pʰ	u	45	
簿	p	o	213	
步	p	u	24	
赌	t	u	42	
土	tʰ	u	42	
图	tʰ	u	213	
杜	t	u	24	
奴	l	u	213	
路	l	u	24	
租	ts	u	45	
做	ts	u	24	
错	tsʰ	o	24	
箍	kʰ	u	45	
古	k	u	42	
苦	kʰ	u	42	
裤	kʰ	u	24	
吴	Ǿ	u	213	
五	Ǿ	u	42	
虎	f	u	42	
壶	f	u	213	
户	f	u	24	
乌	Ǿ	u	45	
女	Ǿ	yi	42	
吕	Ǿ	yi	42	
徐	ɕ	yi	213	
猪	ts	u	45	
除	tsʰ	u	213	
初	tsʰ	u	45	
锄	tsʰ	u	213	
所	s	o	42	
书	s	u	45	
鼠	s	u	42	
如	z	u	213	
举	tɕ	yi	42	
锯	tɕ	yi	24	
去	tɕʰ	i	24	白读
去	tɕʰ	yi	24	文读
渠	tɕʰ	yi	213	
鱼	Ǿ	yi	213	
虽	ɕ	yi	45	
许	ɕ	yi	42	
遂	ɕ	yi	213	
余	Ǿ	yi	213	
府	f	u	45	
付	f	u	24	
父	f	u	24	
武	Ǿ	u	42	
雾	Ǿ	u	24	
取	tɕʰ	yi	42	
柱	ts	u	24	
住	ts	u	24	
数	s	u	42	
数	s	u	24	
主	ts	u	42	
输	s	u	45	
竖	s	u	24	
树	s	u	24	
句	tɕ	yi	24	
区	tɕʰ	yi	45	
遇	Ǿ	yi	24	
雨	Ǿ	yi	42	
芋	Ǿ	yi	24	
裕	Ǿ	yi	24	
胎	tʰ	ai	45	
台	tʰ	ai	213	
袋	t	ai	24	
来	l	ai	213	
菜	tsʰ	ai	24	
在	ts	ai	24	
财	tsʰ	ai	213	
该	k	ai	45	
改	k	ai	42	
开	kʰ	ai	45	
概	kʰ	ai	24	
海	x	ai	42	
爱	ŋ	ai	24	
艾	ŋ	ai	24	
贝	p	ei	24	
带	t	ai	24	
盖	k	ai	24	
害	x	ai	24	
拜	p	ai	24	
排	pʰ	ai	213	
埋	m	ai	213	
戒	k	ai	213	
摆	p	ai	42	
派	pʰ	ai	24	
牌	pʰ	ai	213	
买	m	ai	42	
卖	m	ai	42	
柴	tsʰ	ai	213	
晒	s	ai	24	
街	k	ai	45	
皆	k	ai	45	
解	k	ai	42	白读
解	tɕ	iai	42	文读
界	tɕ	iai	42	
鞋	x	ai	213	
谐	ɕ	iai	213	
偕	ɕ	iai	213	
蟹	kʰ	uai	42	
矮	ŋ	ai	42	
败	p	ai	24	
币	p	i	24	
制	ts	ɿ	24	
世	s	ɿ	24	
艺	Ǿ	i	24	
米	m	i	42	
低	t	i	45	
梯	tʰ	i	45	
剃	tʰ	i	24	
弟	t	i	24	
递	t	i	24	
泥	Ǿ	i	213	
尼	Ǿ	i	213	
溺	Ǿ	i	213	
亦	Ǿ	i	213	
译	Ǿ	i	213	
逸	Ǿ	i	213	
犁	l	i	213	
西	ɕ	i	45	
兮	ɕ	i	45	
奚	ɕ	i	45	
些	ɕ	i	45	
洗	ɕ	i	42	
鸡	tɕ	i	45	
溪	tɕʰ	i	45	
契	tɕʰ	i	24	
系	ɕ	i	24	
杯	p	ei	45	
披	pʰ	ei	45	
丕	pʰ	ei	42	
配	pʰ	ei	24	
赔	pʰ	ei	213	
背	p	ei	24	
臂	p	ei	24	
煤	m	ei	213	
妹	m	ei	24	
对	t	uei	24	
雷	l	uei	213	
累	l	uei	42	
内	l	uei	24	
类	l	uei	24	
累	l	uei	24	
罪	ts	uei	24	
碎	tsʰ	uei	24	
灰	x	uei	45	
回	x	uei	213	
外	Ǿ	uai	24	
会	x	uei	24	
怪	k	uai	213	
块	kʰ	uai	42	
怀	x	uai	213	
坏	x	uai	24	
拐	k	uai	42	
挂	k	uᴀ	24	
歪	Ǿ	uai	45	
画	x	uᴀ	24	
快	kʰ	uai	24	
话	x	uᴀ	24	
岁	s	uei	24	
卫	Ǿ	uei	24	
肺	f	ei	24	
桂	k	uei	24	
碑	p	ei	45	
皮	pʰ	i	213	
被	p	ei	24	
紫	ts	ɿ	42	
刺	tsʰ	ɿ	24	
知	ts	ɿ	45	
之	ts	ɿ	45	
隻	ts	ɿ	45	
池	tsʰ	ɿ	213	
纸	ts	ɿ	42	
只	ts	ɿ	42	
儿	Ǿ	er	213	
寄	tɕ	i	24	
