ID	IPA	simp	trad	detail	piŋyiŋ	调类
	ɦuai²⁴	慧	慧			ɦuai6
	ɦuai²⁴	伪	僞			ɦuai6
	ɦuai²⁴	伪	偽			ɦuai6
	ɦuai²⁴	为	爲	～人民服務		ɦuai6
	ɦuai²⁴	为	為			ɦuai6
	ɦuai²⁴	位	位			ɦuai6
	ɦuai²⁴	魏	魏			ɦuai6
	ɦuai²⁴	讳	諱			ɦuai6
	huai⁴³⁴	讳	諱			huai5A
	ɦuai²⁴	伟	偉			ɦuai6
	ɦuai²⁴	苇	葦			ɦuai6
	ɦuai²⁴	纬	緯			ɦuai6
	ɦuai²⁴	胃	胃			ɦuai6
	ɦuai²⁴	谓	謂			ɦuai6
	ɦuai²⁴	猬	猬			ɦuai6
	uai⁵³	煨	煨			uai1
	uai⁵³	萎	萎			uai1
	uai⁵³	葵	葵	又：向日～		uai1
	uai⁵³	威	威			uai1
	uai⁵³	畏	畏			uai1
	uai⁴⁵	委	委			uai3
	uai⁴³⁴	慰	慰			uai5A
	pɤ⁵³	搬	搬			pɤ1
	pɤ⁴³⁴	半	半			pɤ5A
	pʰɤ⁵³	潘	潘			pʰɤ1
	pʰɤ³¹²	判	判			pʰɤ5B
	bɤ³¹	盘	盤			bɤ2
	bɤ²⁴	伴	伴			bɤ6
	bɤ²⁴	拌	拌			bɤ6
	bɤ²⁴	叛	叛			bɤ6
	mɤ³¹	瞒	瞞			mɤ2
	mɤ³¹	馒	饅			mɤ2
	mɤ³¹	鳗	鰻	～鱺		mɤ2
	li³¹	鲡	鱺	鰻～		li2
	mɤ⁴⁵	满	滿			mɤ3
	mɤ²⁴	漫	漫			mɤ6
	mɤ²⁴	幔	幔			mɤ6
	tɤ⁵³	端	端			tɤ1
	tɤ⁴⁵	短	短			tɤ3
	tɤ⁴³⁴	断	斷	決～		tɤ5A
	tɤ⁴³⁴	锻	鍛			tɤ5A
	tʰɤ⁵³	贪	貪			tʰɤ1
	tʰɤ³¹²	探	探			tʰɤ5B
	dɤ³¹	潭	潭			dɤ2
	dɤ³¹	谭	譚			dɤ2
	dɤ³¹	坛	罈	酒～		dɤ2
	dɤ³¹	团	團			dɤ2
	dɤ²⁴	段	段			dɤ6
	dɤ²⁴	缎	緞			dɤ6
	dɤ²⁴	断	斷	砍～		dɤ6
	nɤ⁵³	囡	囡	～～（對小女孩的暱稱，常用於小女孩的小名）		nɤ1
	nɤ³¹	男	男			nɤ2
	nɤ³¹	南	南			nɤ2
	nɤ³¹	楠	楠			nɤ2
	nɤ⁴⁵	腩	腩			nɤ3
	nɤ⁴⁵	暖	暖			nɤ3
	lɤ³¹	鸾	鸞			lɤ2
	lɤ³¹	銮	鑾			lɤ2
	lɤ⁴⁵	卵	卵			lɤ3
	lɤ²⁴	乱	亂			lɤ6
	tsɤ⁵³	瞻	瞻			tsɤ1
	tsɤ⁵³	占	占	～卜		tsɤ1
	tsɤ⁵³	沾	沾	～～自喜		tsɤ1
	tsɤ⁵³	沾	霑	～恩，雨露均～		tsɤ1
	tsɤ⁵³	毡	氊			tsɤ1
	tsɤ⁵³	毡	氈			tsɤ1
	tsɤ⁵³	钻	鑽	～研		tsɤ1
	tsɤ⁵³	专	專			tsɤ1
	tsɤ⁵³	砖	磚			tsɤ1
	tsɤ⁵³	撰	撰			tsɤ1
	tsɤ⁴⁵	展	展			tsɤ3
	tsɤ⁴⁵	纂	纂			tsɤ3
	tsɤ⁴⁵	转	轉	～眼		tsɤ3
	tsɤ⁴³⁴	占	佔	～領		tsɤ5A
	tsɤ⁴³⁴	占	占			tsɤ5A
	tsɤ⁴³⁴	战	戰			tsɤ5A
	tsɤ⁴³⁴	颤	顫			tsɤ5A
	tsɤ⁴³⁴	钻	鑽	電～		tsɤ5A
	tsɤ⁴³⁴	转	轉	～圓圈		tsɤ5A
	tsʰɤ⁵³	参	參			tsʰɤ1
	tsʰɤ⁵³	餐	餐	～廳，～巾紙		tsʰɤ1
	tsʰɛ⁵³	餐	餐	吃一～		tsʰɛ1
	tsʰɤ⁵³	汆	汆	燙一下食物		tsʰɤ1
	tsʰɤ⁵³	窜	竄			tsʰɤ1
	tsʰɤ⁵³	篡	篡			tsʰɤ1
	tsʰɤ⁵³	川	川			tsʰɤ1
	tsʰɤ⁵³	穿	穿			tsʰɤ1
	tsʰɤ⁴⁵	惨	慘			tsʰɤ3
	tsʰɤ⁴⁵	喘	喘			tsʰɤ3
	tsʰɤ³¹²	串	串			tsʰɤ5B
	dzɤ³¹	缠	纏			dzɤ2
	dzɤ³¹	传	傳	水滸～		dzɤ2
	dzɤ³¹	椽	椽			dzɤ2
	dzɤ²⁴	篆	篆			dzɤ6
	dzɤ²⁴	传	傳			dzɤ6
	sɤ⁵³	膻	膻			sɤ1
	sɤ⁵³	膻	羶			sɤ1
	sɤ⁵³	扇	扇	～風		sɤ1
	sɤ⁵³	扇	搧	～風		sɤ1
	sɤ⁵³	煽	煽			sɤ1
	sɤ⁵³	酸	酸	味道～		sɤ1
	sɤ⁵³	酸	痠	～痛		sɤ1
	sɤ⁵³	涮	涮			sɤ1
	sɤ⁴⁵	陕	陝			sɤ3
	sɤ⁴⁵	闪	閃			sɤ3
	sɤ⁴³⁴	扇	扇	電風～		sɤ5A
	sɤ⁴³⁴	算	算			sɤ5A
	sɤ⁴³⁴	祘	祘	同“算”		sɤ5A
	sɤ⁴³⁴	蒜	蒜			sɤ5A
	zɤ³¹	蚕	蠶			zɤ2
	zɤ³¹	蟾	蟾			zɤ2
	zɤ³¹	蝉	蟬			zɤ2
	zɤ³¹	禅	禪	～宗		zɤ2
	zɤ³¹	单	單	～于		zɤ2
	zɤ³¹	婵	嬋			zɤ2
	zɤ³¹	然	然			zɤ2
	zɤ³¹	燃	燃			zɤ2
	zɤ³¹	船	船			zɤ2
	zɤ²⁴	染	染			zɤ6
	zɤ²⁴	冉	冉			zɤ6
	zɤ²⁴	善	善			zɤ6
	zɤ²⁴	鳝	鱔			zɤ6
	zɤ²⁴	单	單	姓		zɤ6
	zɤ²⁴	膳	膳			zɤ6
	zɤ²⁴	禅	禪	～讓		zɤ6
	kɤ⁵³	甘	甘			kɤ1
	kɤ⁵³	柑	柑			kɤ1
	kɤ⁵³	泔	泔			kɤ1
	kɤ⁵³	干	干	～涉		kɤ1
	kɤ⁵³	干	乾	～燥		kɤ1
	kɤ⁵³	漧	漧	～燥		kɤ1
	kɤ⁵³	肝	肝			kɤ1
	kɤ⁴⁵	感	感			kɤ3
	kɤ⁴⁵	敢	敢			kɤ3
	kɛ⁴⁵	橄	橄	～欖		kɛ3
	kɤ⁵³	杆	杆	欄～		kɤ1
	kɤ⁴⁵	杆	杆	一～秤		kɤ3
	kɤ⁴⁵	杆	桿	一～秤		kɤ3
	kɤ⁴⁵	竿	竿			kɤ3
	kɤ⁴⁵	秆	秆			kɤ3
	kɤ⁴⁵	秆	稈			kɤ3
	kɤ⁴⁵	擀	擀			kɤ3
	kɤ⁴⁵	赶	趕			kɤ3
	kɤ⁴³⁴	干	幹	骨～，～部		kɤ5A
	kɤ⁴³⁴	干	榦	樹～		kɤ5A
	kɤ⁴³⁴	赣	贛			kɤ5A
	kɤ⁴³⁴	赣	灨			kɤ5A
	kɤ⁴³⁴	赣	贑			kɤ5A
	kɤ⁴³⁴	淦	淦			kɤ5A
	kɤ⁴³⁴	绀	紺			kɤ5A
	kɤ⁴³⁴	旰	旰			kɤ5A
	kʰɤ⁵³	看	看	～守		kʰɤ1
	kʰɤ⁵³	刊	刊			kʰɤ1
	kʰɤ⁵³	刊	栞			kʰɤ1
	kʰɤ⁴⁵	砍	砍			kʰɤ3
	kʰɤ³¹²	看	看	小～		kʰɤ5B
	ŋɤ²⁴	岸	岸			ŋɤ6
	hɤ⁵³	憨	憨			hɤ1
	hɤ⁵³	酣	酣			hɤ1
	hɤ⁵³	鼾	鼾			hɤ1
	hɤ⁴⁵	罕	罕			hɤ3
	hɤ⁴³⁴	汉	漢			hɤ5A
	ɦʰɤ³¹	含	含			ɦʰɤ2
	ɦʰɤ³¹	函	函			ɦʰɤ2
	ɦʰɤ³¹	寒	寒			ɦʰɤ2
	ɦʰɤ³¹	韩	韓			ɦʰɤ2
	ɦʰɤ²⁴	撼	撼			ɦʰɤ6
	ɦʰɤ²⁴	憾	憾			ɦʰɤ6
	ɦʰɤ²⁴	旱	旱			ɦʰɤ6
	ɦʰɤ²⁴	汗	汗			ɦʰɤ6
	ɦʰɤ²⁴	焊	焊			ɦʰɤ6
	ɦʰɤ²⁴	翰	翰			ɦʰɤ6
	ɦʰɤ²⁴	瀚	瀚			ɦʰɤ6
	ɤ⁵³	庵	庵			ɤ1
	ɤ⁵³	鹌	鵪			ɤ1
	ɤ⁵³	安	安			ɤ1
	ɤ⁵³	鞍	鞍			ɤ1
	ɤ⁴⁵	揞	揞			ɤ3
	ɤ⁴³⁴	暗	暗			ɤ5A
	ɤ⁴³⁴	暗	闇			ɤ5A
	ɤ⁴³⁴	按	按			ɤ5A
	ɤ⁴³⁴	案	案			ɤ5A
	tɕiɤ⁵³	捐	捐			tɕiɤ1
	tɕiɤ⁵³	娟	娟			tɕiɤ1
	tɕiɤ⁵³	鹃	鵑			tɕiɤ1
	tɕiɤ⁴⁵	卷	卷	～起來		tɕiɤ3
	tɕiɤ⁴⁵	卷	捲	～起來		tɕiɤ3
	tɕiɤ⁴³⁴	眷	眷			tɕiɤ5A
	tɕiɤ⁴³⁴	绢	絹			tɕiɤ5A
	tɕiɤ⁴³⁴	卷	卷	試～		tɕiɤ5A
	tɕʰiɤ⁵³	圈	圈	圓～		tɕʰiɤ1
	tɕʰiɤ⁴⁵	犬	犬			tɕʰiɤ3
	tɕʰiɤ³¹²	劝	勸			tɕʰiɤ5B
	tɕʰiɤ³¹²	券	券			tɕʰiɤ5B
	dʑiɤ³¹	拳	拳			dʑiɤ2
	dʑiɤ³¹	权	權			dʑiɤ2
	dʑiɤ³¹	颧	顴			dʑiɤ2
	dʑiɤ²⁴	圈	圈	豬～		dʑiɤ6
	dʑiɤ²⁴	倦	倦			dʑiɤ6
	ȵiɤ⁴⁵	软	軟			ȵiɤ3
	ɕiɤ⁴³⁴	楦	楦	鞋～		ɕiɤ5A
	ɦiɤ³¹	圆	圓			ɦiɤ2
	ɦiɤ³¹	员	員			ɦiɤ2
	ɦiɤ³¹	缘	緣			ɦiɤ2
	ɦiɤ³¹	缘	縁			ɦiɤ2
	ɦiɤ³¹	元	元			ɦiɤ2
	ɦiɤ³¹	鼋	黿	～頭渚（無錫地名）		ɦiɤ2
	ɦiɤ³¹	原	原			ɦiɤ2
	ɦiɤ³¹	源	源			ɦiɤ2
	ɦiɤ³¹	袁	袁			ɦiɤ2
	ɦiɤ³¹	辕	轅			ɦiɤ2
	ɦuɤ³¹	园	园			ɦuɤ2
	ɦiɤ³¹	园	園	公～		ɦiɤ2
	ɦiɤ³¹	援	援			ɦiɤ2
	ɦiɤ³¹	猿	猿			ɦiɤ2
	ɦiɤ³¹	玄	玄			ɦiɤ2
	ɦiɤ³¹	悬	懸			ɦiɤ2
	ɦiɤ³¹	眩	眩			ɦiɤ2
	ɦiɤ³¹	渊	淵			ɦiɤ2
	ɦiɤ²⁴	院	院			ɦiɤ6
	ɦiɤ²⁴	阮	阮			ɦiɤ6
	ɦiɤ²⁴	愿	愿	《書·臯陶謨》～而恭		ɦiɤ6
	ɦiɤ²⁴	愿	願	～意		ɦiɤ6
	ɦiɤ²⁴	县	縣			ɦiɤ6
	iɤ⁵³	冤	冤			iɤ1
	iɤ⁵³	鸳	鴛			iɤ1
	iɤ⁴⁵	远	遠			iɤ3
	iɤ⁴³⁴	怨	怨			iɤ5A
	kuɤ⁵³	官	官			kuɤ1
	kuɤ⁵³	棺	棺			kuɤ1
	kuɤ⁵³	观	觀	參～，山～（地名）		kuɤ1
	kuɤ⁵³	冠	冠	～軍，衣～		kuɤ1
	kuɤ⁴⁵	管	管			kuɤ3
	kuɤ⁴⁵	馆	館			kuɤ3
	kuɤ⁴⁵	馆	舘			kuɤ3
	kuɤ⁴³⁴	贯	貫			kuɤ5A
	kuɤ⁴³⁴	灌	灌			kuɤ5A
	kuɤ⁴³⁴	罐	罐			kuɤ5A
	kuɤ⁴³⁴	观	觀	寺～		kuɤ5A
	kʰuɤ⁵³	宽	寬			kʰuɤ1
	kʰuɤ⁴⁵	款	款			kʰuɤ3
	huɤ⁵³	欢	歡			huɤ1
	huɤ⁴³⁴	焕	煥			huɤ5A
	huɤ⁴³⁴	唤	喚			huɤ5A
	ɦuɤ³¹	完	完			ɦuɤ2
	ɦuɤ³¹	玩	玩			ɦuɤ2
	ɦuɤ³¹	丸	丸			ɦuɤ2
	ɦuɤ³¹	桓	桓			ɦuɤ2
	ɦuɤ²⁴	换	換			ɦuɤ6
	ɦuɤ²⁴	皖	皖			ɦuɤ6
	uɤ⁵³	豌	豌			uɤ1
	uɤ⁵³	腕	腕			uɤ1
	uɤ⁴⁵	缓	緩			uɤ3
	uɤ⁴⁵	碗	碗			uɤ3
	uɤ⁴⁵	惋	惋			uɤ3
	uɤ⁴⁵	腕	腕			uɤ3
	uɤ⁴⁵	宛	宛			uɤ3
	uɤ⁴⁵	婉	婉			uɤ3
	po⁵³	巴	巴			po1
	po⁵³	芭	芭			po1
	po⁵³	疤	疤			po1
	po⁵³	笆	笆			po1
	po⁴⁵	把	把	量詞		po3
	po⁴³⁴	霸	霸			po5A
	po⁴³⁴	坝	垻			po5A
	po⁴³⁴	坝	壩			po5A
	pʰo³¹²	怕	怕			pʰo5B
	bo³¹	爬	爬			bo2
	bo³¹	琶	琶			bo2
	bo²⁴	耙	耙			bo6
	mo³¹	麻	蔴			mo2
	mo³¹	麻	麻			mo2
	mo⁴⁵	马	馬			mo3
	mo⁴⁵	码	碼			mo3
	mo²⁴	骂	駡			mo6
	mo²⁴	骂	罵			mo6
	no³¹	拿	拿			no2
	no³¹	挪	挪			no2
	tso⁵³	查	査	姓		tso1
	tso⁵³	查	查	姓		tso1
	tso⁵³	楂	楂			tso1
	tso⁵³	渣	渣			tso1
	tso⁴³⁴	诈	詐			tso5A
	tso⁴³⁴	榨	榨	～油		tso5A
	tso⁴³⁴	炸	炸	爆～		tso5A
	tso⁴³⁴	柞	柞			tso5A
	tsʰo⁵³	钗	釵			tsʰo1
	tsʰo⁵³	叉	叉			tsʰo1
	tsʰo⁵³	杈	杈			tsʰo1
	tsʰo⁵³	车	車			tsʰo1
	tsʰo³¹²	岔	岔			tsʰo5B
	dzo³¹	茶	茶			dzo2
	dzo³¹	搽	搽			dzo2
	dzo³¹	查	査			dzo2
	dzo³¹	查	查			dzo2
	so⁵³	莎	莎			so1
	so⁵³	沙	沙			so1
	so⁵³	砂	砂	硃～		so1
	so⁵³	纱	紗			so1
	səɯ⁴⁵	所	所	廁～，～有		səɯ3
	ko⁵³	瓜	瓜			ko1
	ko⁴⁵	寡	寡			ko3
	ko⁴³⁴	嫁	嫁			ko5A
	kɑ⁴³⁴	价	价			kɑ5A
	ko⁴³⁴	价	價	～錢		ko5A
	ko⁴³⁴	挂	挂			ko5A
	ko⁴³⁴	挂	掛			ko5A
	ko⁴³⁴	卦	卦			ko5A
	kʰo⁵³	夸	誇			kʰo1
	kʰo⁴⁵	可	可			kʰo3
	kʰo³¹²	跨	跨			kʰo5B
	kʰo³¹²	胯	胯			kʰo5B
	ŋo³¹	牙	牙			ŋo2
	ŋo³¹	芽	芽			ŋo2
	ŋo³¹	衙	衙			ŋo2
	ŋo³¹	瓦	瓦			ŋo2
	ŋo⁴⁵	瓦	瓦	磚～		ŋo3
	ho⁵³	虾	蝦			ho1
	ho⁵³	花	花			ho1
	ho⁴³⁴	化	化			ho5A
	ɦo³¹	华	華			ɦo2
	ɦo³¹	铧	鏵			ɦo2
	ɦo³¹	划	划	～船		ɦo2
	ɦo²⁴	画	畵			ɦo6
	ɦo²⁴	画	畫			ɦo6
	ɦo²⁴	话	話			ɦo6
	ɦʰo²⁴	厦	廈			ɦʰo6
	ɦʰo²⁴	下	下			ɦʰo6
	ɦʰo²⁴	夏	夏			ɦʰo6
	o⁵³	鸦	鴉			o1
	o⁵³	丫	丫	～頭：女孩子		o1
	o⁵³	桠	椏	～杈：枝椏		o1
	o⁵³	蛙	蛙			o1
	o⁵³	洼	洼			o1
	o⁵³	洼	窪			o1
	o⁴⁵	哑	啞			o3
	ɕio⁵³	靴	靴			ɕio1
	məɯ³¹	魔	魔			məɯ2
	məɯ³¹	磨	磨	～刀		məɯ2
	məɯ³¹	摩	摩			məɯ2
	məɯ³¹	模	模			məɯ2
	məɯ⁴⁵	亩	畮			məɯ3
	məɯ⁴⁵	亩	畝			məɯ3
	məɯ⁴⁵	母	母			məɯ3
	məɯ⁴⁵	拇	拇			məɯ3
	məɯ²⁴	磨	磨	石～		məɯ6
	məɯ²⁴	暮	暮			məɯ6
	məɯ²⁴	慕	慕			məɯ6
	məɯ²⁴	墓	墓			məɯ6
	məɯ²⁴	募	募			məɯ6
	məɯ²⁴	幕	幕			məɯ6
	təɯ⁵³	多	多			təɯ1
	təɯ⁵³	都	都			təɯ1
	təɯ⁴⁵	朵	朵			təɯ3
	təɯ⁴⁵	朵	朶			təɯ3
	təɯ⁴⁵	躲	躲			təɯ3
	təɯ⁴⁵	躲	躱			təɯ3
	təɯ⁴⁵	堵	堵			təɯ3
	təɯ⁴⁵	赌	賭			təɯ3
	təɯ⁴⁵	肚	肚	豬～，魚～		təɯ3
	təɯ⁴³⁴	妒	妒			təɯ5A
	təɯ⁴³⁴	妒	妬			təɯ5A
	tʰəɯ⁵³	拖	拖			tʰəɯ1
	tʰəɯ⁴⁵	妥	妥			tʰəɯ3
	tʰəɯ⁴⁵	椭	橢			tʰəɯ3
	tʰəɯ⁴⁵	唾	唾			tʰəɯ3
	tʰəɯ⁴⁵	土	土			tʰəɯ3
	tʰəɯ⁴⁵	吐	吐			tʰəɯ3
	tʰəɯ³¹²	兔	兔			tʰəɯ5B
	tʰəɯ³¹²	兔	兎			tʰəɯ5B
	tʰəɯ³¹²	菟	菟			tʰəɯ5B
	tʰəɯ³¹²	菟	莵			tʰəɯ5B
	dəɯ³¹	驼	駞			dəɯ2
	dəɯ³¹	驼	駝			dəɯ2
	dəɯ³¹	驮	馱			dəɯ2
	dəɯ³¹	驮	駄			dəɯ2
	dəɯ³¹	徒	徒			dəɯ2
	dəɯ³¹	屠	屠			dəɯ2
	dəɯ³¹	途	途			dəɯ2
	dəɯ³¹	涂	涂			dəɯ2
	dəɯ³¹	涂	塗	～～畫畫		dəɯ2
	dəɯ³¹	图	圖			dəɯ2
	dəɯ²⁴	舵	舵			dəɯ6
	dəɯ²⁴	大	大	～姐，～小		dəɯ6
	dəɯ²⁴	堕	墮			dəɯ6
	dəɯ²⁴	惰	惰			dəɯ6
	dəɯ²⁴	肚	肚	～臍眼，～皮		dəɯ6
	dəɯ²⁴	杜	杜			dəɯ6
	dəɯ²⁴	度	度			dəɯ6
	dəɯ²⁴	渡	渡			dəɯ6
	dəɯ²⁴	镀	鍍			dəɯ6
	na²⁴	哪	哪			na6
	nəɯ³¹	哪	哪	～吒		nəɯ2
	tso⁴³⁴	吒	吒	哪～		tso5A
	nəɯ³¹	奴	奴			nəɯ2
	nəɯ³¹	捼	捼	動詞，揉身體的某個部位		nəɯ2
	nəɯ⁴⁵	努	努			nəɯ3
	nəɯ²⁴	糯	糯			nəɯ6
	nəɯ²⁴	懦	懦			nəɯ6
	nəɯ²⁴	怒	怒			nəɯ6
	ləɯ⁵³	啰	囉			ləɯ1
	ləɯ⁵³	噜	嚕	～囌		ləɯ1
	ləɯ³¹	罗	羅			ləɯ2
	ləɯ³¹	锣	鑼			ləɯ2
	ləɯ³¹	箩	籮			ləɯ2
	ləɯ³¹	萝	蘿	菠～		ləɯ2
	ləɯ³¹	骡	騾			ləɯ2
	ləɯ³¹	螺	螺			ləɯ2
	ləɯ³¹	脶	腡			ləɯ2
	ləɯ³¹	卢	盧			ləɯ2
	ləɯ³¹	炉	爐			ləɯ2
	ləɯ³¹	芦	蘆			ləɯ2
	ləɯ³¹	鸬	鸕			ləɯ2
	ləɯ⁴⁵	鲁	魯			ləɯ3
	ləɯ⁴⁵	橹	櫓			ləɯ3
	ləɯ⁴⁵	虏	虜			ləɯ3
	ləɯ⁴⁵	卤	鹵			ləɯ3
	ləɯ⁴⁵	卤	滷			ləɯ3
	lei⁴⁵	篓	簍			lei3
	ləɯ²⁴	路	路			ləɯ6
	ləɯ²⁴	露	露			ləɯ6
	ləɯ²⁴	鹭	鷺			ləɯ6
	tsəɯ⁵³	租	租			tsəɯ1
	tsəɯ⁴⁵	左	左			tsəɯ3
	tsəɯ⁴⁵	佐	佐			tsəɯ3
	tsəɯ⁴⁵	祖	祖			tsəɯ3
	tsəɯ⁴⁵	组	組			tsəɯ3
	tsəɯ⁴⁵	阻	阻			tsəɯ3
	tsəɯ⁴³⁴	做	做			tsəɯ5A
	tsʰəɯ⁵³	搓	搓			tsʰəɯ1
	tsʰəɯ⁵³	粗	粗			tsʰəɯ1
	tsʰəɯ⁵³	初	初			tsʰəɯ1
	tsʰəɯ⁴⁵	楚	楚			tsʰəɯ3
	tsʰəɯ⁴⁵	础	礎			tsʰəɯ3
	tsʰəɯ³¹²	锉	銼			tsʰəɯ5B
	tsʰəɯ³¹²	醋	酢			tsʰəɯ5B
	tsʰəɯ³¹²	醋	醋			tsʰəɯ5B
	tsʰəɯ³¹²	措	措			tsʰəɯ5B
	tsʰəɯ³¹²	错	錯	～過機會		tsʰəɯ5B
	tsʰo³¹²	错	錯	弗～		tsʰo5B
	dzəɯ²⁴	助	助			dzəɯ6
	səɯ⁵³	蓑	蓑			səɯ1
	səɯ⁵³	梭	梭			səɯ1
	səɯ⁵³	唆	唆			səɯ1
	səɯ⁵³	苏	蘇	～州		səɯ1
	səɯ⁵³	苏	甦	～醒		səɯ1
	səɯ⁵³	苏	囌	嚕～		səɯ1
	səɯ⁵³	稣	穌			səɯ1
	səɯ⁵³	酥	酥			səɯ1
	səɯ⁵³	梳	梳			səɯ1
	səɯ⁵³	疏	疏			səɯ1
	səɯ⁵³	蔬	蔬			səɯ1
	səɯ⁴⁵	锁	鎖			səɯ3
	səɯ⁴⁵	琐	瑣			səɯ3
	səɯ⁴⁵	数	數	～銅錢（動詞）		səɯ3
	səɯ⁴³⁴	素	素			səɯ5A
	səɯ⁴³⁴	诉	訴			səɯ5A
	səɯ⁴³⁴	塑	塑			səɯ5A
	sɔʔ⁵⁵	塑	塑	～料		sɔʔ7
	səɯ⁴³⁴	数	數	～目（名詞）		səɯ5A
	səɯ⁴³⁴	漱	漱	～口		səɯ5A
	zəɯ³¹	锄	鋤			zəɯ2
	zəɯ²⁴	坐	坐			zəɯ6
	zəɯ²⁴	座	座			zəɯ6
	kəɯ⁵³	哥	哥			kəɯ1
	kəɯ⁵³	歌	歌			kəɯ1
	kəɯ⁵³	锅	鍋			kəɯ1
	kəɯ⁵³	戈	戈			kəɯ1
	kəɯ⁴⁵	个	個	～別		kəɯ3
	kəɯ⁴⁵	个	箇	～別		kəɯ3
	kəɯ⁴⁵	果	果			kəɯ3
	kəɯ⁴⁵	果	菓			kəɯ3
	kəɯ⁴⁵	裹	裹			kəɯ3
	kəɯ⁴³⁴	过	過			kəɯ5A
	kʰəɯ⁵³	科	科			kʰəɯ1
	kʰəɯ⁵³	窠	窠			kʰəɯ1
	kʰəɯ⁵³	棵	棵			kʰəɯ1
	kʰəɯ⁵³	蝌	蝌			kʰəɯ1
	kʰəɯ⁵³	颗	顆			kʰəɯ1
	kʰəɯ³¹²	课	課			kʰəɯ5B
	ŋəɯ³¹	娥	娥			ŋəɯ2
	ŋəɯ³¹	蛾	蛾			ŋəɯ2
	ŋəɯ³¹	鹅	鵝			ŋəɯ2
	ŋəɯ³¹	鹅	鵞			ŋəɯ2
	ŋəɯ³¹	鹅	䳗			ŋəɯ2
	ŋəɯ³¹	鹅	䳘			ŋəɯ2
	ŋəɯ³¹	俄	俄			ŋəɯ2
	ŋəɯ⁴⁵	我	我			ŋəɯ3
	ŋəɯ²⁴	饿	餓			ŋəɯ6
	ŋəɯ²⁴	卧	臥			ŋəɯ6
	həɯ⁵³	喝	喝	（又音）～個一口：喝一口湯、茶、粥等流質食物		həɯ1
	həɯ⁴⁵	火	火			həɯ3
	həɯ⁴⁵	伙	伙			həɯ3
	həɯ⁴⁵	伙	夥			həɯ3
	həɯ⁴³⁴	货	貨			həɯ5A
	ɦʰəɯ³¹	河	河			ɦʰəɯ2
	ɦʰəɯ³¹	何	何			ɦʰəɯ2
	ɦʰəɯ³¹	菏	菏	～澤（山東地名）		ɦʰəɯ2
	ɦʰəɯ³¹	荷	荷			ɦʰəɯ2
	ɦʰəɯ³¹	和	和	～氣，我～你，～服		ɦʰəɯ2
	ɦʰəɯ³¹	和	龢	～氣		ɦʰəɯ2
	ɦʰəɯ³¹	和	咊	～氣		ɦʰəɯ2
	ɦʰəɯ³¹	龢	龢	翁同～（人名）		ɦʰəɯ2
	ɦʰəɯ³¹	禾	禾			ɦʰəɯ2
	ɦʰəɯ²⁴	贺	賀			ɦʰəɯ6
	ɦʰəɯ²⁴	祸	禍			ɦʰəɯ6
	ɦʰəɯ²⁴	和	和	～泥		ɦʰəɯ6
	əɯ⁵³	倭	倭			əɯ1
	əɯ⁵³	涡	渦			əɯ1
	əɯ⁵³	莴	萵			əɯ1
	əɯ⁵³	蜗	蝸			əɯ1
	əɯ⁵³	屙	屙	～,～肚：腹瀉。～屎：大便		əɯ1
	liəɯ⁵³	溜	溜	又		liəɯ1
	liəɯ³¹	流	流	又		liəɯ2
	liəɯ³¹	刘	劉	又		liəɯ2
	liəɯ³¹	留	留	又		liəɯ2
	liəɯ³¹	留	畱	又		liəɯ2
	liəɯ³¹	榴	榴	又		liəɯ2
	liəɯ³¹	榴	橊	又		liəɯ2
	liəɯ³¹	硫	硫	又		liəɯ2
	liəɯ³¹	琉	琉	又		liəɯ2
	liəɯ⁴⁵	柳	柳	又		liəɯ3
	liəɯ⁴⁵	柳	桺	又		liəɯ3
	liəɯ²⁴	馏	餾	又		liəɯ6
	liəɯ²⁴	馏	𩞷	又		liəɯ6
	tsiəɯ⁴⁵	酒	酒			tsiəɯ3
	tsʰiəɯ⁵³	萩	萩			tshiəɯ1
	tsʰiəɯ⁵³	秋	秋			tshiəɯ1
	tsʰiəɯ⁵³	秋	秌			tshiəɯ1
	tsʰiəɯ⁵³	秋	龝			tshiəɯ1
	tsʰiəɯ⁵³	秋	鞦	～韆		tshiəɯ1
	tsʰiəɯ⁵³	鳅	鰍			tshiəɯ1
	ziəɯ²⁴	就	就			ziəɯ6
	zei²⁴	就	就	（口語）～是		zei6
	siəɯ⁵³	修	修			siəɯ1
	siəɯ⁵³	修	脩			siəɯ1
	siəɯ⁵³	羞	羞			siəɯ1
	siəɯ⁴³⁴	秀	秀			siəɯ5A
	siəɯ⁴³⁴	绣	繡			siəɯ5A
	siəɯ⁴³⁴	绣	綉			siəɯ5A
	siəɯ⁴³⁴	锈	銹			siəɯ5A
	siəɯ⁴³⁴	锈	鏽			siəɯ5A
	ziəɯ³¹	囚	囚			ziəɯ2
	ziəɯ³¹	泅	泅			ziəɯ2
	ziəɯ²⁴	袖	褎			ziəɯ6
	ziəɯ²⁴	袖	褏			ziəɯ6
	ziəɯ²⁴	袖	袖			ziəɯ6
	zei²⁴	袖	袖	衣～管		zei6
	tɕiəɯ⁵³	揪	揪			tɕiəɯ1
	tɕiəɯ⁵³	鬏	鬏			tɕiəɯ1
	tɕiəɯ⁵³	鸠	鳩			tɕiəɯ1
	tɕiəɯ⁵³	阄	鬮			tɕiəɯ1
