#漢字	音標	解釋			
个	`ko`				
乱	`ron`				
亂	`ron`				
事	**zu**				
京	`kin`				
亭	`tin`				
亰	`kin`				
個	**ko**				
儂	`non`				
凳	`ton`				
凴	`ton`				
叭	`ha`				
司	`su`				
呀	`ya`				
咊	**o(wo)**				
和	**o(wo)**				
哎	ai				
哥	`ko`				
啊	a				
喇	`ra`				
嗎	ma				
団	**ton**				
團	**ton**				
埠	hu				
堆	`tui`				
売	`mai`				
外	ui				
婆	`ho`				
子	**su**				
孟	`man`				
対	**tui**				
對	**tui**				
庫	**ku**				
怎	`somo`				
怎	`samu`				
恁	`in`				
打	**da**				
払	`hotu`				
抹	`mo`				
拂	`hotu`				
挼	sui				
推	`tui`				
搥	tui				
敦	`tui`				
明	`min`				
暖	`non`				
朙	`min`				
杏	`an`				
椿	tin				
櫈	`ton`				
櫺	`ren`				
欞	`ren`				
殟	`un`				
法	**haq**				
浪	`ran`				
清	`sin`				
温	`un`				
湯	`tan`				
溫	`un`				
火	`ko`				
灮	`ko`				
灯	`tin`				
灰	`kui`				
烏	`u`				
燈	`ton`				
瓈	ri				
瓶	**bin**				
甁	**bin**				
甚	somo				
甲	**kan**				
痲	ma				
磬	`kin`				
秉	`hin`				
竹	siq				
筭	`son`				
箇	`ko`				
算	`son`				
納	**na**				
納	**nan**				
経	`kin`				
經	`kin`				
綾	`rin`				
緞	don				
縀	don				
羮	`kan`				
羹	`kan`				
胡	`u`				
脚	**kya**				
茴	ui				
茶	**sa**				
菠	`ho`				
蓷	`tui`				
蔴	**ma**				
薐	`rin`				
行	**an**				
裰	`totu`				
訓	`kin`				
話	**wa**				
話	**wa**				
請	**sin**				
賣	`mai`				
踋	**kya**				
軽	`kin`				
輕	`kin`				
鈴	**rin**				
頭	tyuu(tiu)				
餡	`an(amu)`				
馬	`ma`				
鸚	`in`				
麻	**ma**				
龢	**o(wo)**				
子	tsu				
子	zu				
生	san				
廣	kan				
臘	ra				
一	ii				
風	hon				
香	tyan				
香	hyan				
平	pin				
榻	ton				
塔	taq				
下	a				
灯	don				
銀	in				
子	tuu				
知	si				
客	ka				
強	gan				
榻	ta				
俠	kyan				
行	hin				
南	nan				
東	ton				
石	siq				
卓	siq				
袱	hoku				
直	siq				
歲	sui				
聖	sin				
金	kin				
副	fuu				
笥	su				
僧	su				
鼠	su				
栗	ri				
師	su				
兄	hin				
寺	su				
都	tuu				
西	sui				
座	so				
作	so				
提	tyou(tyau)				
頂	tin				
繊	tin				
浄	tin				
聴	tin				
亭	tin				
等	ten				
炭	ta				
餅	pin				
蒲	fu				
婆	po				
陪	hoi				
焙	hoi				
菠	hou(hau)				
黃	hoq				
麼	mo				
梅	moi				
兩	ryan				
釐	rei				
薐	ren				
還	wan				
應	in				
急	kibi				
香	kyan				
香	hyan				
九	kai(kwai)				
卓	syoku				
卓	sin				
相	syan				
詳	syon				
思	su				
狆	tin				
燈	tin				
錢	tin				
楪	tya				
七	tyee				
纎	tyen				
桶	tuu				
平	hi				
江	go				
帽	mou				
六	ryuu(riu)				
龍	rin				
膽	dou				
礬	ha				
檯	dai				
楪	tyatu				
毯	dan				
燒	syo				
飯	ban				
溲	syu				
出	sui				
蘿	rou				
蔔	po				
錢	tyan				
聽	tin				
回	ui				
八	pama				
被	hii				
