#a
p ③把
pʰ ⑤怕
m ③马
f ②乏
t ②搭
tʰ ②她
n ②纳
ts ②杂
tsʰ ②茶
s ②杀
x ①哈
Ø ①啊 ⑤那

#o
p ①波 ②薄
pʰ ①坡
m ①摸
t ①多 ③朵
tʰ ①拖 ②托
n ②罗落
ts ②作昨桌浞 ⑤坐
tsʰ ①搓 ②撮
s ②说
k ①歌 ②角
kʰ ①科
ŋ ③我
x ②河合 ③火
Ø ⑤饿

#e̞
p ②百白
pʰ ②拍
m ②麦
t ②得
tʰ ②特
n ②勒
tsʰ ①车 ②泽择宅
z ②热
k ②革格
kʰ ②客
x ②黑

#ɚ
Ø ⑤二

#ai
p ⑤拜
pʰ ⑤派
m ③买 ⑤卖
t ⑤戴
tʰ ⑤太
n ⑤耐
ts ⑤在
tsʰ ⑤菜
s ⑤晒
k ①街皆阶该 ③解改 ⑤介界械届戒诫疥芥
kʰ ①开 ⑤概
ŋ ⑤爱
x ①奒{特别大} ②鞋③海蟹

#ei
p ⑤倍
pʰ ②培
m ③美
f ⑤肺

#aɤ
p ①包
pʰ ②泡
m ②毛
t ①刀
tʰ ⑤套
n ⑤闹
ts ①糟招 ⑤照
tsʰ ③草 ⑤造躁
s ⑤少
z ③绕
k ⑤告窖
kʰ ③考
ŋ ⑤傲
x ③好

#əu
m ③某
tʰ ②头 ⑤透
n ⑤漏
ts ③走
tsʰ ①抽 ⑤骤
s ⑤受
z ②柔
k ⑤够
kʰ ⑤扣
ŋ ①区
x ⑤厚
Ø ⑤噢

#an
p ⑤半办
pʰ ②盘 ⑤盼
m ③满
f ③反
t ⑤淡
tʰ ①贪 ⑤炭
n ②南蓝 ⑤烂
ts ③展
tsʰ ③惨
s ①山
z ②燃
k ③敢 ⑤赣间{∽墙：隔墙}
kʰ ③砍
ŋ ⑤岸
x ⑤汉

#ən
p ①本
pʰ ①烹
m ②门
f ①分
t ①蹲 ⑤顿盾
tʰ ①吞 ②屯
n ②轮仑伦 ③冷 ⑤论
ts ①真遵今-{∽年}尊
tsʰ ①村 ⑤衬寸慎
s ①深孙 ②晨辰神 ③损笋
z ②人
k ①根庚
kʰ ③肯
ŋ ①恩樱{∽桃} ⑤硬
x ⑤恨

#aŋ
p ⑤邦
pʰ ②旁
m ②忙
f ①方
t ⑤荡凼
tʰ ①汤
n ⑤浪
ts ⑤葬
tsʰ ①仓昌 ③厂
s ②常尝 ③赏
z ⑤让
k ③港 ⑤虹{龙∽：彩虹、虹}
kʰ ①康
ŋ ②昂
x 肮 ⑤项巷

#oŋ
p ⑤蹦
pʰ ②朋
m ⑤猛
f ①丰
t ⑤冻
tʰ ①通
n ⑤弄
ts ①终
tsʰ ①冲
s ⑤送
z ②绒
k ⑤共
kʰ ③孔
x ③哄

#i
p ①比
pʰ ②皮 ③鄙
m ③米
t ②滴 ⑤弟
tʰ ①提
n ②泥疑
tɕ ①鸡 ②疾激急 ⑤句
tɕʰ ②其 ③娶
ɕ ②席
