	音系说明：阳平、阳入镇区调值35，郊乡调值24					
	阴平	阳平	上声	阴去	阴入	阳入
	31	35/24	33	44	5	35/24
tsɿ	资姿咨(~询)知栀兹滋淄辎眦支枝之芝脂(胭~)蜘锱龇(天天嘴~叨点儿)疻(~水儿)肢孜		子籽仔(~细)梓(~树)纸只咫止址祉趾姊紫纸旨指脂(~肪)酯滓	自=志痣制至致窒智置翅(~膀)滞炙匙(钥~)		
tsʰɿ	雌疵痴字治(~病)自--痔峙寺-(~庙)牸(~牛)跐(打趔趄，滑：落嘎雨，路上一~一滑的)差(参~)士-仕-峙巳蚩莳(~秧)	词祠嗣慈磁瓷池匙(汤~)迟治(~鱼：杀鱼)持糍(~粑)茨(~菰)辞饲(猪~料)弛驰	此疵齿耻侈	次茨刺伺(~候)稚(幼~)□(剩：~饭)赐滞叱雉炽		
sɿ	司伺思丝私斯厮撕嘶市柿士=尸师事是诗施氏蛳(螺~)似巳寺-仕=狮	时鲥埘	死屎始史使驶矢	四驷泗肆世示势试弑寺=祀视俟誓嗜噬谥		
piᶨ	屄		比鄙(~人)彼	闭=毙=背-(运气不好：运气~)避=匕秘(~书、~密)弊畀痹币泌陛		
pʰiᶨ	披被批焙痱痺篦(~夹)背-(~书)毙-(枪~)避-□(用刀横割成薄片)）坯(土~)胚丕	赔-陪-裴琵(~琶)啤(~酒)脾皮疲便(~宜)纰(~漏)	丕邳痞癖(坏~)庇(包~)□(称东西时秤杆下垂)	配-屁		
miᶨ	眯妹-□(小口饮酒)□(~猫：母猫)）咪	迷谜醚弥猕梅-薇-(蔷~花)眉-霉-媒-靡糜縻麋	米芈弭	秘(书面语，~书、~密)		
tiᶨ	低(镇区音)		底(镇区音)抵(镇区音)坻(镇区音)砥(镇区音)			
