多	t	o	45		
拖	tʰ	o	45		
大	t	a	13		
锣	n	o	31		
左	ts	o	451		
歌	k	o	45		
个	k	o	13		
可	kʰ	o	451		
鹅	ŋ	o	31		
饿	ŋ	o	13		
河	x	o	31		
荷	x	o	31		
窝	∅	o	45		
茄	tɕʰ	ie	31		
瘸	tɕʰ	ie	31		
波	p	o	45		
破	pʰ	o	13		
婆	pʰ	o	31		
勃	pʰ	o	31		
磨	m	o	31		
磨	m	o	13		
墓	m	o	13		
躲	t	o	451		
朵	t	o	451		
螺	n	o	31		
坐	ts	o	13		
锁	s	o	451		
果	k	o	451		
过	k	o	13		
课	kʰ	o	13		
火	x	o	451		
货	x	o	13		
祸	x	o	13		
靴	ɕ	ie	45		
把	p	a	451		
爬	p	a	45	白	
爬	pʰ	a	31	文	
拔	pʰ	a	31		
马	m	a	451		
骂	m	a	13		
茶	tsʰ	a	31		
沙	s	a	45		
呵	x	a	45	~一口气	
佳	tɕ	ia	45		
嘉	tɕ	ia	45		
假	tɕ	ia	451		
嫁	tɕ	ia	13		
牙	∅	ia	31		
虾	ɕ	ia	45		
下	ɕ	ia	13		
夏	ɕ	ia	13		
哑	∅	ia	451		
姐	tɕ	ie	451		
借	tɕ	ie	13		
写	ɕ	ie	451		
斜	ɕ	ie	31		
谢	ɕ	ie	13		
卸	ɕ	ie	13		
车	tsʰ	e	45		
蛇	s	e	31		
射	s	e	13		
爷	∅	ie	31		
野	∅	ie	451		
也	∅	ie	451		
夜	∅	ie	13		
瓜	k	ua	45		
瓦	∅	ua	451		
花	f	a	45		
化	f	a	13		
华	f	a	31		
朴	pʰ	uᶹ	31		
仆	pʰ	uᶹ	31		
瀑	pʰ	uᶹ	31		
谱	pʰ	uᶹ	451		
普	pʰ	uᶹ	451		
不	p	uᶹ	31		
布	p	uᶹ	13		
铺	pʰ	uᶹ	45		
簿	p	o	31	白	
簿	p	uᶹ	13	文	
步	p	uᶹ	13		
赌	t	uᶹ	451		
土	tʰ	uᶹ	451		
图	tʰ	uᶹ	31		
突	tʰ	uᶹ	31		
杜	t	uᶹ	13		
奴	n	uᶹ	31		
努	n	uᶹ	451		
卤	n	uᶹ	451		
路	n	uᶹ	13		
怒	n	uᶹ	13		
租	ts	uᶹ	45		
做	ts	o	13		
错	tsʰ	o	13		
箍	kʰ	uᶹ	45		
古	k	uᶹ	451		
苦	kʰ	uᶹ	451		
裤	kʰ	uᶹ	13		
吴	v	uᶹ	31		
五	v	uᶹ	451		
虎	f	uᶹ	451		
壶	f	uᶹ	31		
户	f	uᶹ	13		
乌	∅	uᶹ	45		
女	ȵ	i	451		
旅	n	i	451		
吕	n	i	451		
徐	ɕ	i	31		
猪	ts	uᶹ	45		
除	tsʰ	uᶹ	31		
初	tsʰ	uᶹ	45		
锄	tsʰ	uᶹ	31		
所	s	o	451		
书	s	uᶹ	45		
鼠	s	uᶹ	451		
如	z	uᶹ	31		
举	tɕ	i	451		
锯	tɕ	i	13		
去	tɕʰ	ie	13		
渠	tɕʰ	i	31		
鱼	∅	i	31		
渔	∅	i	31		
许	ɕ	i	451		
余	∅	i	31		
府	f	uᶹ	451		
付	f	uᶹ	13		
父	f	uᶹ	13		
武	v	uᶹ	451		
雾	v	uᶹ	13		
取	tɕʰ	i	451		
柱	ts	uᶹ	13		
住	ts	uᶹ	13		
数	s	uᶹ	451		
数	s	uᶹ	13		
主	ts	uᶹ	451		
输	s	uᶹ	45		
竖	s	uᶹ	13		
树	s	uᶹ	13		
句	tɕ	i	13		
区	tɕʰ	i	45		
遇	∅	i	13		
雨	∅	i	451		
芋	∅	i	13		
裕	∅	i	13		
胎	tʰ	ai	45		
台	tʰ	ai	31		
袋	t	ai	13		
来	n	ai	31		
在	ts	ai	13		
菜	tsʰ	ai	13		
财	tsʰ	ai	31		
该	k	ai	45		
改	k	ai	451		
开	kʰ	ai	45		
海	x	ai	451		
爱	ŋ	ai	13		
贝	p	əi	13		
带	t	ai	13		
盖	k	ai	13		
害	x	ai	13		
拜	p	ai	13		
排	pʰ	ai	31		
埋	m	ai	31		
戒	tɕ	iai	13		
摆	p	ai	451		
派	pʰ	ai	13		
牌	pʰ	ai	31		
买	m	ai	451		
卖	m	ai	13		
柴	tsʰ	ai	31		
晒	s	ai	13		
街	k	ai	45		
解	k	ai	451	白，~开	
解	tɕ	iai	451	文	
鞋	x	ai	31		
蟹	ɕ	iai	13	文	
哀	ŋ	ai	45		
矮	ŋ	ai	451		
败	p	ai	13		
币	p	i	13		
制	ts	ɿ	13		
世	s	ɿ	13		
艺	∅	i	13		
米	m	i	451		
低	t	i	45		
梯	tʰ	i	45		
剃	tʰ	i	13		
弟	t	i	13		
递	t	i	13		
逆	ȵ	ie	31		
匿	ȵ	ie	31		
虐	ȵ	io	31		
略	n	io	31		
凝	ȵ	in	31		
宜	ȵ	i	31		
泥	ȵ	i	31		
你	ȵ	i	451		
梨	n	i	31		
犁	n	i	31		
西	ɕ	i	45		
些	ɕ	i	45		
洗	ɕ	i	451		
鸡	tɕ	i	45		
契	tɕʰ	i	13		
系	ɕ	i	13		
杯	p	əi	45		
配	pʰ	əi	13		
赔	pʰ	əi	31		
背	p	əi	13		
煤	m	əi	31		
妹	m	əi	13		
对	t	uəi	13		
队	t	uəi	13		
雷	n	uəi	31		
垒	n	uəi	451		
内	n	uəi	13		
类	n	uəi	13		
累	n	uəi	13		
罪	ts	uəi	13		
碎	s	uəi	13		
灰	f	əi	45		
回	f	əi	31		
外	∅	uai	13		
会	f	əi	13		
怪	k	uai	13		
块	kʰ	uai	451		
怀	f	ai	31		
坏	f	ai	13		
拐	k	uai	451		
挂	k	uai	13		
歪	∅	uai	45		
画	f	a	13		
快	kʰ	uai	13		
话	f	a	13		
岁	s	uəi	13		
卫	∅	uəi	13		
肺	f	əi	13		
桂	k	uəi	13		
碑	p	əi	45		
皮	pʰ	i	31		
被	p	əi	13		
紫	ts	ɿ	451		
刺	ts	ɿ	13		
知	ts	ɿ	45		
池	tsʰ	ɿ	31		
纸	ts	ɿ	451		
儿	∅	ɚ	31		
寄	tɕ	i	13		
