字	片	区	小片	方言点	声母	韵母	调值	调类	备注
虛	閩南區	大田片		大田(前路話)	h	i	33	陰平	
螺	閩南區	大田片		大田(前路話)	l	ue	24	陽平	
衝	閩南區	大田片		大田(前路話)	tsʰ	oŋ	33	陰平	
衣	閩南區	大田片		大田(前路話)	0	ui/i	33	陰平	
补	閩南區	大田片		大田(前路話)	p	u	53	陰上	
衰	閩南區	大田片		大田(前路話)	s	ue	33	陰平	
袄	閩南區	大田片		大田(前路話)	0	ɤ	53	陰上	
袍	閩南區	大田片		大田(前路話)	p	ɔ	24	陽平	
袴	閩南區	大田片		大田(前路話)	kʰ	u	31	去	
裹	閩南區	大田片		大田(前路話)	k	ue	53	陰上	
要	閩南區	大田片		大田(前路話)	0	iɤ	33	陰平	
許	閩南區	大田片		大田(前路話)	h	i	53	陰上	
认	閩南區	大田片		大田(前路話)	l	eŋ	33	陰平	
让	閩南區	大田片		大田(前路話)	0/l	ioŋ/iŋ	31/33	去/陰平	
讲	閩南區	大田片		大田(前路話)	k	ŋ̃	53	陰上	
许	閩南區	大田片		大田(前路話)	h	i	53	陰上	
赖	閩南區	大田片		大田(前路話)	l	ua/ɛ	31	去	
赵	閩南區	大田片		大田(前路話)	t	iɔ	55	陽上	
起	閩南區	大田片		大田(前路話)	kʰ	i	53	陰上	
轉	閩南區	大田片		大田(前路話)	t/ts	ŋ̃/uŋ/uaŋ	53	陰上	
输	閩南區	大田片		大田(前路話)	s	ɤ	33	陰平	
过	閩南區	大田片		大田(前路話)	k	ɤ	31	去	
迎	閩南區	大田片		大田(前路話)	0	iã	24	陽平	
郎	閩南區	大田片		大田(前路話)	l	ŋ̃/oŋ	24	陽平	
钵	閩南區	大田片		大田(前路話)	p	uaʔ	3	陰入	
铳	閩南區	大田片		大田(前路話)	tsʰ	oŋ	31	去	
锁	閩南區	大田片		大田(前路話)	s	ɤ	53	陰上	
锄	閩南區	大田片		大田(前路話)	tʰ	uã/ui	24	陽平	
锅	閩南區	大田片		大田(前路話)	0/k	ɤ/ɔ	33	陰平	
锥	閩南區	大田片		大田(前路話)	ts	ui	33	陰平	
門	閩南區	大田片		大田(前路話)	b	ueŋ/uŋ	24	陽平	
閑	閩南區	大田片		大田(前路話)	0	iŋ	24	陽平	
闷	閩南區	大田片		大田(前路話)	b	ueŋ	33	陰平	
險	閩南區	大田片		大田(前路話)	h	iaŋ	53	陰上	
雞	閩南區	大田片		大田(前路話)	k	i	33	陰平	
饮	閩南區	大田片		大田(前路話)	0	aŋ	24/53	陽平/陰上	
鲁	閩南區	大田片		大田(前路話)	l	u	53	陰上	
鳥	閩南區	大田片		大田(前路話)	ts	iɔ	53	陰上	
鹅	閩南區	大田片		大田(前路話)	z	ia	24	陽平	
麻	閩南區	大田片		大田(前路話)	m	uã	24	陽平	
齐	閩南區	大田片		大田(前路話)	ts	e	24	陽平	
齿	閩南區	大田片		大田(前路話)	kʰ	i	53	陰上	
一	闽南区	大田片		大田(前路话)	0	eʔ	3	阴入	
七	闽南区	大田片		大田(前路话)	tsʰ	eʔ	3	阴入	
丄	闽南区	大田片		大田(前路话)	ts	ŋ̃	55	阳上	
丅	闽南区	大田片		大田(前路话)	0/h	a	55	阳上	
万	闽南区	大田片		大田(前路话)	b	aŋ	31	去	
三	闽南区	大田片		大田(前路话)	s	ã	33	阴平	
上	闽南区	大田片		大田(前路话)	s/ts	aŋ/ŋ̃	31	去	
下	闽南区	大田片		大田(前路话)	0/h	a	55	阳上	
丑	闽南区	大田片		大田(前路话)	tʰ	iu	53	阴上	
且	闽南区	大田片		大田(前路话)	tsʰ	ia	53	阴上	
世	闽南区	大田片		大田(前路话)	s	i	31	去	
丗	闽南区	大田片		大田(前路话)	s	i	31	去	
丙	闽南区	大田片		大田(前路话)	p	iã	53	阴上	
东	闽南区	大田片		大田(前路话)	t	oŋ	33	阴平	
丝	闽南区	大田片		大田(前路话)	s	i	33	阴平	
丠	闽南区	大田片		大田(前路话)	kʰ	iu	33	阴平	
两	闽南区	大田片		大田(前路话)	l	iũ/iŋ	53	阴上	
严	闽南区	大田片		大田(前路话)	z	iaŋ	24	阳平	
中	闽南区	大田片		大田(前路话)	t	iɔ/oŋ	33	阴平	
主	闽南区	大田片		大田(前路话)	ts	i	53	阴上	
丼	闽南区	大田片		大田(前路话)	ts	ã	53	阴上	
举	闽南区	大田片		大田(前路话)	k	i	53	阴上	
久	闽南区	大田片		大田(前路话)	k	u/iu	53	阴上	
义	闽南区	大田片		大田(前路话)	z	i	33	阴平	
乌	闽南区	大田片		大田(前路话)	0	u	33	阴平	
九	闽南区	大田片		大田(前路话)	k	ɔ	53	阴上	
乞	闽南区	大田片		大田(前路话)	kʰ	eʔ	3	阴入	
乡	闽南区	大田片		大田(前路话)	h	iŋ	33	阴平	
书	闽南区	大田片		大田(前路话)	ts	i	33	阴平	
买	闽南区	大田片		大田(前路话)	b	ɛ	53	阴上	
乱	闽南区	大田片		大田(前路话)	l	uaŋ	33	阴平	
乳	闽南区	大田片		大田(前路话)	z	i	53	阴上	
亂	闽南区	大田片		大田(前路话)	l	uaŋ	33	阴平	
了	闽南区	大田片		大田(前路话)	l	iɔ	53	阴上	
二	闽南区	大田片		大田(前路话)	l	i	33/31	阴平/去	
亏	闽南区	大田片		大田(前路话)	kʰ	ui	33	阴平	
五	闽南区	大田片		大田(前路话)	g	u	53/55	阴上/阳上	
井	闽南区	大田片		大田(前路话)	ts	ã	53	阴上	
亖	闽南区	大田片		大田(前路话)	s	i	31	去	
产	闽南区	大田片		大田(前路话)	s	aŋ	53	阴上	
亭	闽南区	大田片		大田(前路话)	t	iŋ	24	阳平	
亮	闽南区	大田片		大田(前路话)	l	iaŋ	31	去	
仁	闽南区	大田片		大田(前路话)	l/z	iŋ/eŋ	24	阳平	
今	闽南区	大田片		大田(前路话)	k	e	33	阴平	
从	闽南区	大田片		大田(前路话)	ts	oŋ	24	阳平	
仓	闽南区	大田片		大田(前路话)	tsʰ	ŋ̃	33	阴平	
仙	闽南区	大田片		大田(前路话)	s	iaŋ	33	阴平	
代	闽南区	大田片		大田(前路话)	t	ɛ	33	阴平	
伍	闽南区	大田片		大田(前路话)	g	u	31	去	
休	闽南区	大田片		大田(前路话)	h	iu	33	阴平	
伞	闽南区	大田片		大田(前路话)	s	uã	53	阴上	
伴	闽南区	大田片		大田(前路话)	pʰ	uaŋ	55	阳上	
位	闽南区	大田片		大田(前路话)	b	ui	33	阴平	
住	闽南区	大田片		大田(前路话)	ts	i	31	去	
佛	闽南区	大田片		大田(前路话)	h	oʔ	5	阳入	
來	闽南区	大田片		大田(前路话)	l	ɛ	24	阳平	
例	闽南区	大田片		大田(前路话)	l	e	33	阴平	
侥	闽南区	大田片		大田(前路话)	h	iɔ	24	阳平	
侬	闽南区	大田片		大田(前路话)	l	aŋ	24	阳平	
俊	闽南区	大田片		大田(前路话)	ts	ueŋ	31	去	
信	闽南区	大田片		大田(前路话)	s	eŋ	31	去	
俭	闽南区	大田片		大田(前路话)	kʰ	iaŋ	31/55	去/阳上	
修	闽南区	大田片		大田(前路话)	s	iu	33	阴平	
俻	闽南区	大田片		大田(前路话)	p	i	33	阴平	
倉	闽南区	大田片		大田(前路话)	tsʰ	ŋ̃	33	阴平	
倒	闽南区	大田片		大田(前路话)	t	ɤ	53	阴上	
倚	闽南区	大田片		大田(前路话)	0	ua	53	阴上	
倩	闽南区	大田片		大田(前路话)	tsʰ	iã	55	阳上	
停	闽南区	大田片		大田(前路话)	tʰ	eŋ	24	阳平	
偷	闽南区	大田片		大田(前路话)	tʰ	ɔ	33	阴平	
傘	闽南区	大田片		大田(前路话)	s	uã	53	阴上	
備	闽南区	大田片		大田(前路话)	p	i	33	阴平	
僊	闽南区	大田片		大田(前路话)	s	iaŋ	33	阴平	
僚	闽南区	大田片		大田(前路话)	l	iɤ	24	阳平	
僥	闽南区	大田片		大田(前路话)	h	iɔ	24	阳平	
僵	闽南区	大田片		大田(前路话)	k	iŋ	55	阳上	
儁	闽南区	大田片		大田(前路话)	ts	ueŋ	31	去	
儂	闽南区	大田片		大田(前路话)	l	aŋ	24	阳平	
儉	闽南区	大田片		大田(前路话)	kʰ	iaŋ	31/55	去/阳上	
優	闽南区	大田片		大田(前路话)	0	iu	33	阴平	
元	闽南区	大田片		大田(前路话)	g	aŋ	24	阳平	
兄	闽南区	大田片		大田(前路话)	h	iã	33	阴平	
兇	闽南区	大田片		大田(前路话)	h	ioŋ	33	阴平	
先	闽南区	大田片		大田(前路话)	s	iŋ	33	阴平	
光	闽南区	大田片		大田(前路话)	k	ŋ̃/oŋ	33	阴平	
兌	闽南区	大田片		大田(前路话)	t	ue	24	阳平	
免	闽南区	大田片		大田(前路话)	b	iaŋ	53	阴上	
兜	闽南区	大田片		大田(前路话)	t	au/ɔ	33	阴平	
內	闽南区	大田片		大田(前路话)	l	ɛ/ue	53/33	阴上/阴平	
全	闽南区	大田片		大田(前路话)	ts	ueŋ	24	阳平	
兩	闽南区	大田片		大田(前路话)	l	iũ/iŋ	53	阴上	
八	闽南区	大田片		大田(前路话)	p	aʔ	3	阴入	
公	闽南区	大田片		大田(前路话)	k	oŋ/aŋ	33	阴平	
六	闽南区	大田片		大田(前路话)	l	aʔ	5	阳入	
兰	闽南区	大田片		大田(前路话)	l	anŋ	24	阳平	
关	闽南区	大田片		大田(前路话)	k	uaŋ	33	阴平	
典	闽南区	大田片		大田(前路话)	t	iaŋ	53	阴上	
内	闽南区	大田片		大田(前路话)	l	ɛ/ue	53/33	阴上/阴平	
写	闽南区	大田片		大田(前路话)	s	ia	53	阴上	
军	闽南区	大田片		大田(前路话)	k	ueŋ	33	阴平	
农	闽南区	大田片		大田(前路话)	l	oŋ	24	阳平	
冡	闽南区	大田片		大田(前路话)	b	oŋ	24	阳平	
冥	闽南区	大田片		大田(前路话)	m	ã	24	阳平	
冰	闽南区	大田片		大田(前路话)	p	iŋ/eŋ	33	阴平	
冲	闽南区	大田片		大田(前路话)	tsʰ	oŋ	33	阴平	
冷	闽南区	大田片		大田(前路话)	l	eŋ	53	阴上	
准	闽南区	大田片		大田(前路话)	ts	ueŋ	53	阴上	
凉	闽南区	大田片		大田(前路话)	l	iŋ	24	阳平	
凊	闽南区	大田片		大田(前路话)	tsʰ	eŋ/iŋ	31	去	
凤	闽南区	大田片		大田(前路话)	h	oŋ	31	去	
刀	闽南区	大田片		大田(前路话)	t	ɤ	33	阴平	
分	闽南区	大田片		大田(前路话)	h/p	ueŋ	33	阴平	
删	闽南区	大田片		大田(前路话)	s	aŋ	24	阳平	
判	闽南区	大田片		大田(前路话)	pʰ	uaŋ	31	去	
刪	闽南区	大田片		大田(前路话)	s	aŋ	24	阳平	
刮	闽南区	大田片		大田(前路话)	k	ue	31	去	
到	闽南区	大田片		大田(前路话)	k	ɔ	31	去	
刷	闽南区	大田片		大田(前路话)	s	uaʔ	3	阴入	
券	闽南区	大田片		大田(前路话)	k	uŋ	31	去	
刾	闽南区	大田片		大田(前路话)	tsʰ	i	31	去	
剃	闽南区	大田片		大田(前路话)	tʰ	i	31	去	
前	闽南区	大田片		大田(前路话)	s/ts/tsʰ	iŋ/iaŋ	24	阳平	
剪	闽南区	大田片		大田(前路话)	ts	aŋ/iaŋ	53	阴上	
割	闽南区	大田片		大田(前路话)	k	uaʔ/ua	3/31	阴入/去	
劝	闽南区	大田片		大田(前路话)	kʰ	uŋ	31	去	
办	闽南区	大田片		大田(前路话)	p	aŋ	31	去	
助	闽南区	大田片		大田(前路话)	ts	ue	33	阴上	
勇	闽南区	大田片		大田(前路话)	0	ioŋ	53	阴上	
勸	闽南区	大田片		大田(前路话)	kʰ	uŋ	31	去	
包	闽南区	大田片		大田(前路话)	p	ɔ	33	阴平	
化	闽南区	大田片		大田(前路话)	h	ua	31	去	
匠	闽南区	大田片		大田(前路话)	tsʰ	iŋ	31	去	
区	闽南区	大田片		大田(前路话)	kʰ	i	33	阴平	
匾	闽南区	大田片		大田(前路话)	p	iaŋ	53	阴上	
區	闽南区	大田片		大田(前路话)	kʰ	i	33	阴平	
半	闽南区	大田片		大田(前路话)	p	uã	53/31	阴上/去	
卓	闽南区	大田片		大田(前路话)	t	e/ɣ	31	去	
卖	闽南区	大田片		大田(前路话)	b	e/ɛ	31/33	去/阴平	
南	闽南区	大田片		大田(前路话)	l	aŋ	24	阳平	
卤	闽南区	大田片		大田(前路话)	s	e	33	阴平	
卥	闽南区	大田片		大田(前路话)	s	e	33	阴平	
卯	闽南区	大田片		大田(前路话)	b	ɔ	53	阴平	
印	闽南区	大田片		大田(前路话)	0	eŋ	31	去	
危	闽南区	大田片		大田(前路话)	0	ui	24	阳平	
厉	闽南区	大田片		大田(前路话)	l	e	31	去	
厚	闽南区	大田片		大田(前路话)	k	ɔ	31/55	去/阳上	
厲	闽南区	大田片		大田(前路话)	l	e	31	去	
县	闽南区	大田片		大田(前路话)	k	ueŋ/uŋ	24	阳平	
友	闽南区	大田片		大田(前路话)	0	iu	53	阴上	
发	闽南区	大田片		大田(前路话)	h	uaʔ	3	阴入	
叔	闽南区	大田片		大田(前路话)	ts	ɣ	55	阳上	
受	闽南区	大田片		大田(前路话)	s	u	55	阳上	
变	闽南区	大田片		大田(前路话)	p	iŋ	31	去	
叛	闽南区	大田片		大田(前路话)	p	uaŋ	33	阴平	
口	闽南区	大田片		大田(前路话)	kʰ	ɔ	53	阴上	
叫	闽南区	大田片		大田(前路话)	k	iɔ	31	去	
同	闽南区	大田片		大田(前路话)	t	aŋ	24	阳平	
名	闽南区	大田片		大田(前路话)	m	iã	24	阳平	
吞	闽南区	大田片		大田(前路话)	tʰ	ueŋ	33	阴平	
吠	闽南区	大田片		大田(前路话)	p	ui	33	阴平	
否	闽南区	大田片		大田(前路话)	pʰ	ɛ	53	阴上	
含	闽南区	大田片		大田(前路话)	k	aŋ	24	阳平	
吹	闽南区	大田片		大田(前路话)	tsʰ	ue	33	阴平	
告	闽南区	大田片		大田(前路话)	k	ɔ	31	去	
周	闽南区	大田片		大田(前路话)	ts	u	33	阴平	
味	闽南区	大田片		大田(前路话)	b	i	33	阴平	
命	闽南区	大田片		大田(前路话)	b/m	eŋ/iã	33	阴平	
咊	闽南区	大田片		大田(前路话)	h	ɤ	24	阳平	
咙	闽南区	大田片		大田(前路话)	l	aŋ/iŋ	24	阳平	
品	闽南区	大田片		大田(前路话)	pʰ	eŋ	53	阴上	
响	闽南区	大田片		大田(前路话)	h	ioŋ/iŋ	53	阴上	
唱	闽南区	大田片		大田(前路话)	tsʰ	ŋ̃/aŋ	31	去	
啼	闽南区	大田片		大田(前路话)	tʰ	i	24	阳平	
喉	闽南区	大田片		大田(前路话)	0/g	ɔ/a	24	阳平	
喊	闽南区	大田片		大田(前路话)	h	aŋ	53	阴上	
喜	闽南区	大田片		大田(前路话)	h	i	53	阴上	
單	闽南区	大田片		大田(前路话)	t	uã	33	阴平	
喷	闽南区	大田片		大田(前路话)	pʰ	ueŋ	31	去	
噴	闽南区	大田片		大田(前路话)	pʰ	ueŋ	31	去	
嚨	闽南区	大田片		大田(前路话)	l	aŋ/iŋ	24	阳平	
嚴	闽南区	大田片		大田(前路话)	z	iaŋ	24	阳平	
四	闽南区	大田片		大田(前路话)	s	i	31	去	
回	闽南区	大田片		大田(前路话)	h	ue	24	阳平	
团	闽南区	大田片		大田(前路话)	tʰ	uaŋ	24	阳平	
囪	闽南区	大田片		大田(前路话)	tʰ	ɔ	33	阴平	
圆	闽南区	大田片		大田(前路话)	b	ŋ̃	24	阳平	
圍	闽南区	大田片		大田(前路话)	b	ui	24	阳平	
團	闽南区	大田片		大田(前路话)	tʰ	uaŋ	24	阳平	
圜	闽南区	大田片		大田(前路话)	b	ŋ̃	24	阳平	
土	闽南区	大田片		大田(前路话)	tʰ	u	53	阴上	
在	闽南区	大田片		大田(前路话)	ts	e/ɛ	55	阳上	
坂	闽南区	大田片		大田(前路话)	p	uã	53	阴上	
坏	闽南区	大田片		大田(前路话)	pʰ	ɛ/ue	53/33	阴上/阴平	
坐	闽南区	大田片		大田(前路话)	ts	e	55	阳上	
坑	闽南区	大田片		大田(前路话)	kʰ	ã	33	阴平	
坚	闽南区	大田片		大田(前路话)	k	iaŋ	33	阴平	
坣	闽南区	大田片		大田(前路话)	t	ŋ̃/oŋ	24	阳平	
坤	闽南区	大田片		大田(前路话)	kʰ	ueŋ	33	阴平	
坪	闽南区	大田片		大田(前路话)	m/p/pʰ	ã	24	阳平	
坯	闽南区	大田片		大田(前路话)	pʰ	ɛ/ue	53/33	阴上/阴平	
垂	闽南区	大田片		大田(前路话)	s	ui	24	阳平	
垕	闽南区	大田片		大田(前路话)	k	ɔ	31/55	去/阳上	
垛	闽南区	大田片		大田(前路话)	t	u	31	去	
垫	闽南区	大田片		大田(前路话)	t/tʰ	iaŋ/eʔ	24/5	阳平/阳入	
城	闽南区	大田片		大田(前路话)	s	ã	24	阳平	
埽	闽南区	大田片		大田(前路话)	s	ɔ	33/53/31	阴平/阴上/去	
堂	闽南区	大田片		大田(前路话)	t	ŋ̃/oŋ	24	阳平	
堅	闽南区	大田片		大田(前路话)	k	iaŋ	33	阴平	
堖	闽南区	大田片		大田(前路话)	n	ɔ̃	53	阴上	
報	闽南区	大田片		大田(前路话)	p	ɤ	31	去	
塍	闽南区	大田片		大田(前路话)	tsʰ	aŋ/eŋ	24	阳平	
塖	闽南区	大田片		大田(前路话)	tsʰ	aŋ/eŋ	24	阳平	
塗	闽南区	大田片		大田(前路话)	tʰ	u	24/53	阳平/阴上	
塘	闽南区	大田片		大田(前路话)	t	ŋ̃	24	阳平	
塵	闽南区	大田片		大田(前路话)	t	aŋ	24	阳平	
墊	闽南区	大田片		大田(前路话)	t/tʰ	iaŋ/eʔ	24/5	阳平/阳入	
墓	闽南区	大田片		大田(前路话)	b	u	33/31	阴平/去	
墙	闽南区	大田片		大田(前路话)	tsʰ	iŋ	24	阳平	
墤	闽南区	大田片		大田(前路话)	t	e	31	去	
墬	闽南区	大田片		大田(前路话)	t	i	31/33	去/阴平	
墻	闽南区	大田片		大田(前路话)	tsʰ	iŋ	24	阳平	
壃	闽南区	大田片		大田(前路话)	k	ioŋ	33	阴平	
壄	闽南区	大田片		大田(前路话)	0	ia	53	阴上	
士	闽南区	大田片		大田(前路话)	s	ɤ	55	阳上	
壮	闽南区	大田片		大田(前路话)	ts	uaŋ	31	去	
壯	闽南区	大田片		大田(前路话)	ts	uaŋ	31	去	
壶	闽南区	大田片		大田(前路话)	h	u	24	阳平	
壺	闽南区	大田片		大田(前路话)	h	u	24	阳平	
壻	闽南区	大田片		大田(前路话)	s	ɛ	31	去	
备	闽南区	大田片		大田(前路话)	p	i	33	阴平	
外	闽南区	大田片		大田(前路话)	g	ue	31/53/33	去/阴上/阴平	
夜	闽南区	大田片		大田(前路话)	0	ia	33	阴平	
太	闽南区	大田片		大田(前路话)	tʰ	e/ɛ/ai	31	去	
失	闽南区	大田片		大田(前路话)	s	eʔ	3	阴入	
头	闽南区	大田片		大田(前路话)	kʰ/tʰ	ɔ	24	阳平	
夺	闽南区	大田片		大田(前路话)	t	uaʔ	5	阳入	
奇	闽南区	大田片		大田(前路话)	k	i	24	阳平	
契	闽南区	大田片		大田(前路话)	kʰ	e	31	去	
奔	闽南区	大田片		大田(前路话)	pʰ	ueŋ	33	阴平	
奪	闽南区	大田片		大田(前路话)	t	uaʔ	5	阳入	
女	闽南区	大田片		大田(前路话)	l	i	53	阴上	
好	闽南区	大田片		大田(前路话)	h	ɔ/ɤ	53	阴上	
如	闽南区	大田片		大田(前路话)	z	i	24	阳平	
妇	闽南区	大田片		大田(前路话)	p	u	55	阳上	
妒	闽南区	大田片		大田(前路话)	t	u	31	去	
妖	闽南区	大田片		大田(前路话)	0	iɔ	33	阴平	
妙	闽南区	大田片		大田(前路话)	b	iɔ	33	阴平	
妬	闽南区	大田片		大田(前路话)	t	u	31	去	
妹	闽南区	大田片		大田(前路话)	b	uŋ	31	去	
姆	闽南区	大田片		大田(前路话)	b	u	53	阴上	
姐	闽南区	大田片		大田(前路话)	ts	ia	53/24	阴上/阳平	
姒	闽南区	大田片		大田(前路话)	s	ɛ	31	去	
姓	闽南区	大田片		大田(前路话)	s	ã	31	去	
姨	闽南区	大田片		大田(前路话)	0	i	24	阳平	
娇	闽南区	大田片		大田(前路话)	k	iɔ	33	阴平	
娘	闽南区	大田片		大田(前路话)	l	aŋ	24	阳平	
婦	闽南区	大田片		大田(前路话)	p	u	55	阳上	
婴	闽南区	大田片		大田(前路话)	0	ɛ̃	33	阴平	
媒	闽南区	大田片		大田(前路话)	b	ue	24	阳平	
媿	闽南区	大田片		大田(前路话)	kʰ	ui	53	阴上	
嫁	闽南区	大田片		大田(前路话)	k	a	31	去	
嬌	闽南区	大田片		大田(前路话)	k	iɔ	33	阴平	
嬰	闽南区	大田片		大田(前路话)	0	ɛ̃	33	阴平	
子	闽南区	大田片		大田(前路话)	ts	i	53	阴上	
孔	闽南区	大田片		大田(前路话)	kʰ	oŋ	53	阴上	
字	闽南区	大田片		大田(前路话)	ts	i	31	去	
