cid	character	initial	final	tone	note
1	多	t	o	44	
2	拖	th	o	44	
3	大	t	ɔɑ	42	
4	锣	l	o	22	
5	左	ts	o	24	
6	歌	k	o	44	
7	个	k	ie	42	我～
7	个	k	o	33	～别
8	可	kh	o	24	
9	鹅	ŋ	o	22	声调低降
10	饿	ŋ	o	42	
11	河	h	o	22	
12	茄	tɕ	io	42	白，～哩，在词中“茄”的实际发音为tɕioʔ42
12	茄	kh	ie	24	文，番～
13	破	ph	o	33	
14	婆	p	o	22	声调低降
15	磨	m	o	22	声调低降
16	磨	m	o	42	
17	躲	t	o	24	
18	螺	l	o	22	
19	坐	ts	o	22	
20	锁	s	o	24	
21	果	k	o	24	
22	过	k	o	33	
23	课	kh	o	33	
24	火	h	o	24	
25	货	kh	o	33	
26	祸	h	o	42	
27	靴	ɕ	io	44	
28	把	p	a	24	
29	爬	p	a	22	声调低降
30	马	m	a	22	声调低降
31	骂	m	a	33	
32	茶	ts	a	22	声调低降
33	沙	s	a	44	
34	假	k	a	24	
35	嫁	k	a	33	声调下降
36	牙	ŋ	a	22	
37	虾	h	a	22	声调低降
38	下	h	a	42	“灶下”一词中“下”读为轻声
39	夏	h	a	42	
40	哑	∅	a	24	
41	姐	tɕ	ia	24	
42	借	tɕ	ia	33	声调下降
43	写	ɕ	ia	24	
44	斜	tɕ	ia	22	
45	谢	tɕ	ia	42	
46	车	tsh	a	44	
47	蛇	s	a	22	
48	射	s	a	42	
49	爷	∅	ia	22	
50	野	∅	ia	22	
51	夜	∅	ia	42	
52	瓜	k	ua	44	
53	瓦	v	a	24	
54	花	f	a	44	
55	化	f	a	33	
56	华	f	a	22	声调低降嘎裂
57	谱	ph	u	24	
58	布	p	u	33	
59	铺	ph	u	44	
60	簿	p	u	42	
61	步	p	u	42	
62	赌	t	u	24	
63	土	th	u	24	
64	图	t	u	22	
65	杜	t	u	42	
66	奴	n	u	22	声调低降
67	路	l	u	42	
68	租	ts	u	44	
69	做	ts	o	33	
70	错	tsh	o	33	
71	箍	k	u	44	
72	古	k	u	24	
73	苦	f	u	24	白，～瓜
73	苦	kh	u	24	文，辛～
74	裤	f	u	22	
75	吴	∅	m	22	
76	五	∅	m	24	
77	虎	f	u	24	
78	壶	f	u	22	
79	户	f	u	42	
80	乌	v	u	44	
81	女	∅	n	24	白，~哩
81	女	∅	y	24	文，男～
82	吕	l	y	24	
83	徐	tɕ	y	22	
84	猪	tɕ	y	44	
85	除	tɕ	y	22	
86	初	tsh	o	44	
87	锄	ts	o	22	
88	所	s	o	24	
89	书	ɕ	y	44	
90	鼠	ɕ	y	24	
91	如	∅	y	22	
92	举	tɕ	y	24	
93	锯	tɕ	y	33	
94	去	∅	i	22	白，～哪里
