#ɿ
ts [1]资姿咨兹滋辎□{形容人很生气}[3]紫姊梓子[5]自字
ts{ʰ }[1]雌疵[2]瓷糍慈辞词[3]此[5]次刺赐翅
s [1]斯厮撕私师狮司丝思□{～骡，母骡}诗[2]时[3]死使史驶[5]是氏似柿市寺嗣饲事试侍士

#i
p [1]鳖憋[2]彼别笔毕必逼碧璧闭壁[3]鄙比秕鼻□{～得，没有}[5]蔽敝弊币毙蓖陛闭避痹弼
pʰ{ }[1]批坯披丕匹劈[2]皮疲脾俾琵枇撇□{形容人动作慢，磨蹭}[5]庇屁僻
m [2]迷谜靡泌灭蔑密蜜[3]米糜弥[5]觅
t [1]爹低[2]跌叠碟牒蝶谍的{目～}滴嫡笛敌狄[3]底抵[5]弟帝第递地
tʰ{ }[1]梯[2]堤题提蹄啼帖贴铁踢□{街～□[lau⁴⁴]，街上的人}[3]体[5]替涕剃屉剔
n [2]泥倪尼疑聂镊蹑孽捏凝匿逆溺[3]女你[5]腻
l [2]犁黎离篱璃梨厘吏猎立笠粒列烈裂劣律率力历[3]旅屡礼离履李里理缕[5]虑滤例厉励丽荔利痢
tɕ [1]拘驹鸡稽饥肌基机讥饥木□{酸～～，形容很酸}[2]俱秸接捷缉集辑急级及杰揭节截结洁绝决诀疾吉橘即鲫极戟积迹脊籍藉绩击激菊掬聚[3]姐举矩挤几{茶～}纪几{～乎}[5]借巨拒距据锯祭际济剂计继技妓寄记忌既季剧寂句具惧
tɕʰ{ }[1]蛆区驱妻栖欺期趋[2]茄瘸渠瞿齐脐畦奇骑岐祁鳍其棋旗妾劫怯切缺七漆膝讫乞戚[3]且启砌企起杞祈岂取娶[5]去器弃气汽泣趣
ɕ [1]些墟虚须需西犀溪奚兮牺熙希稀蝎[2]邪斜徐谐携徙胁协习袭吸薛歇雪血穴悉息熄媳惜昔席夕锡析[3]写许洗玺嬉喜蟢[5]泻卸谢序叙绪絮蟹细系{～鞋带}契戏泄续婿
∅ [1]耶伊医衣依揖噎[2]爷鱼渔於淤余愚虞娱迂于榆逾愉愈仪移夷姨冀饴遗叶页业月越粤乙一逸翼域益亦译疫役[3]也野语与雨宇禹羽蚁倚椅已以[5]夜御誉预豫艺刈宜谊义议易意异毅悦阅忆亿抑易液腋玉欲浴遇芋喻裕郁育

#u
p [3]补捕[5]部布佈怖步阜
pʰ{ }[1]铺{～设}[2]蒲菩朴卜扑仆[3]□{大～气，差不多}脯谱普浦甫脯[5]铺{店～}
m [2]募木目穆牧[3]亩牡母拇
f [1]呼乎夫肤敷[2]胡湖狐壶葫俘孵符扶芙浮忽佛{仿～}福幅蝠复腹覆服伏复[3]虎浒府腑俯斧抚釜腐辅[5]户沪互护父付赋傅赴附妇负富副
v [1]乌污坞巫诬[2]吴蜈梧无物握屋□{把东西折弯}[3]五伍午误悟武舞鹉[5]务雾勿□{～□[su³¹]，形容人不爱干净，程度较轻}
t [1]都{～城}[2]独读牍犊笃督毒[3]堵赌[5]肚杜妒度渡镀
tʰ{ }[2]徒屠途涂图突秃[3]土吐□{老～□[tɕia³¹]，马蜂的一种}[5]兔
n [2]奴[3]努[5]怒
l [1]□{乖～～，形容小孩很乖}[2]卢炉芦鸬鹿禄六陆绿录庐驴[3]鲁橹虏卤[5]路赂露鹭
s [2]□{□[vu²¹³]～，形容人不爱干净，程度较轻}
tʂ [1]租猪诸诛蛛株朱蛛珠[2]卒竹筑逐祝烛嘱足[3]祖组阻煮拄主[5]著助柱驻注住蛀铸
tʂʰ{ }[1]粗初[2]除锄厨雏猝出族促[3]储褚楚处{相～}杵[5]醋处{～所}触
ʂ [1]苏酥梳疏蔬书舒输殊[2]术述速叔熟淑赎束蜀属肃宿俗[3]暑鼠黍署薯数[5]素诉塑庶竖树漱朔
ʐ [2]如入[3]汝儒乳辱褥
k [1]姑孤箍[2]骨谷[3]古估股鼓□{～头～脑，形容人犟}□{～子，阉过的牛}[5]故固锢雇顾
kʰ{ }[1]枯窟[2]哭[3]苦[5]库裤酷

#y
tɕʰ{ }[2]屈掘倔
ɕ [1]嘘[2]蓄
∅ [2]狱

#ʅ
tʂ [1]支枝肢芝知蜘之[2]栀脂执汁侄质直值织职殖植掷炙置[3]旨指止趾址只纸[5]滞制智雉致痔秩治志痣
tʂʰ{ }[1]侈痴嗤[2]池驰迟磁持赤斥尺吃[3]匙耻齿
ʂ [1]豉尸[2]矢湿十什拾实失室食蚀识式适释石□{惯～，形容对孩子过分宠溺}[3]屎始[5]世势誓逝示视嗜饰
ʐ [2]日

#a
p [1]巴芭疤琶杷耙[2]爸八拔[3]把[5]霸坝
pʰ{ }[1]□{形容东西熟透了}[2]爬钯□{～干净，吃干净饭}[5]怕帕
m [1]妈□{～～□[sa⁴⁴]□[sa⁴⁴]，形容凑合，过得去}[2]麻抹痲□{将袖子往胳膊上推}□{用手指剥离玉米的籽粒}[3]□{蟑～～，蟑螂}马码[5]骂
f [1]发{头～}[2]法乏发{～现}伐筏罚
v [2]袜
t [2]答搭沓达□{～～，围嘴}[3]打[5]大
tʰ{ }[1]他[2]踏拓塔榻塌
n [2]拿纳捺[5]哪那
l [1]拉[2]腊蜡辣
ts [1]□{～□[tɕiŋ⁴⁴]，形容人斤斤计较}[2]杂□{形容水冷}
tsʰ{ }[2]擦
s [1]沙纱□{□[ma⁴⁴]□[ma⁴⁴]～～，形容凑合，过得去}[2]撒萨□{～鞋，拖鞋}□{□[mei³¹]□[mei³¹]～，语气词，表感叹}[3]洒洒
tʂ [2]眨炸札扎铡[5]诈榨乍闸炸{～弹}
tʂʰ{ }[1]叉杈[2]茶茬查插察[5]岔
ʂ [1]莎[2]杀[3]傻
k [3]尬
x [1]哈
∅ [1]阿[5]二贰

#ia
p [2]□{东西被压扁}[3]□{～嘴，瘪嘴}
t [1]□{稀～～，形容很稀}
n [1]□{～声～气，形容娘娘腔}
l [2]□{左～歪，左撇子}
tɕ [1]家加痂嘉佳[2]夹甲胛□{老□[tʰu⁵³]～，马蜂的一种}[3]假{真～}贾[5]假{放～}架驾嫁稼价
tɕʰ{ }[2]恰洽□{跨过去}
ɕ [1]虾[2]霞瑕遐狭峡匣瞎辖[5]下夏厦
∅ [1]鸦丫桠[2]牙芽衙涯崖鸭押压□{～猪，公猪}[3]雅哑[5]亚

#ua
tʂ [1]抓[2]□{踢}[3]爪
ʂ [2]刷
k [1]瓜[2]刮[3]寡[5]掛卦
kʰ{ }[1]夸[3]侉垮[5]跨
x [1]花[2]华铧划滑猾[3]桦
∅ [1]蛙洼蛙挖□{爪～，形容人爱计较，大惊小怪}[3]瓦

#ie
tɕ [1]皆阶街[2]倔掘[5]介
ɕ [5]懈

#ɛ
p [1]□{～脚，瘸子}[3]摆[5]拜败
pʰ{ }[2]排牌[5]派
m [2]埋[3]买[5]卖迈
t [1]呆[5]待怠殆戴贷代袋带大{～夫}
tʰ{ }[1]胎[2]台苔抬[5]态太泰
n [2]□{□[tsʰau³¹]～，形容人不爱卫生、不干净}[3]奶□{～□[tɕʰiau⁴⁴]，阉过的猪}[5]耐奈赖
l [2]来[5]癞
