#ɿ
声调声母	阴平55	阳平213	上声44	去声35
ʦ	厮撕知蜘支枝肢栀只资姿咨脂兹滋辎之芝	姪侄质植直值殖植织职掷	紫纸姊旨指子梓滓止趾址	至滞制製智自雉稚字特痔置治志詰痔炙
ʦʰ	疵够痴嗤差{(参差)}	雌驰池瓷迟慈磁辞词祠持厕秩饬尺	此侈豉耻齿	刺赐翅赤斥
s	斯施私师狮尸屍司丝思诗	示视嗜鲥实失室食蚀识式饰石	豕死矢屎使史驶	世誓势逝舐匙是氏四肆似祀巳伺思寺嗣饲士仕柿俟事市恃试侍释适

#a
声调声母	阴平55	阳平213	上声44	去声35
p	巴芭疤八	拔	把	霸欛坝爸
pʰ		爬琶耙		怕帕
m	蟆妈	麻麻	马码抹	骂
f	發	乏伐筏罚	法	髪
t	紞{遮住}	答搭达跶{(摔跤)}		大
tʰ	塌	踏榻沓搨	塔獭
l	拉	那拿	哪	腊蜡辣捺纳
ʦ	渣	杂扎闸	眨	诈榨炸乍
ʦʰ	蔗差搽插	查茶擦察茬		岔叉杈
s	沙纱杀	傻撒	洒	厦萨
Ǿ	阿

#o
声调声母	阴平55	阳平213	上声44	去声35
t	多掇	夺铎踱	朵躲	舵惰
tʰ	拖脱託	驼驮驮	妥椭	唾
l		挪罗锣箩骡啰脶	裸	那诺落烙骆酪洛乐糯
k	歌哥锅戈聒郭	鸽阁搁虢国胳	果裹馃	个过各
kʰ	科窠棵颗		可	课括阔廓扩
x	喝	河何荷和{(和气)}禾合盒活	火夥	贺祸货和{(和面)}豁鹤霍藿劐获或惑
ʦ		拙作昨着{(睡着)}酌桌卓琢啄涿浊捉	左佐	坐莝座做
ʦʰ	搓戳	锉		措错撮错绰锉
s	蓑梭唆莎梳说	勺	所索	朔
Ǿ	倭窝	蛾鹅俄讹	我	饿卧鄂恶{(善恶)}握沃

#ɤ
声调声母	阴平55	阳平213	上声44	去声35
p		薄百柏伯白帛檗博泊北	跛簸{(簸箕)}簸{(簸一簸)}
pʰ	坡泼剖	婆蔢拍		破迫魄擘
m	摸	魔磨{(磨刀石)}麦莫膜摩馍脈		陌磨{(石磨)}寞末沫
t		得徳
tʰ		忒特
l		肋勒
k	割	格革隔核{(果子核)}	葛给
kʰ			渴	客克刻
x		赫嚇黑
ʦ	遮蜇	哲泽择窄摘则贼责	者	这
ʦʰ	車	拆坼	扯	徹撤辙策册侧测
s	奢赊佘	蛇折{(弄折了)}舌	捨舍騇	社射麝赦设塞{(堵塞)}色嗇摄涉
Ǿ		额	惹

#ɯ
声调声母	阴平55	阳平213	上声44	去声35
Ǿ		儿而	尔耳饵	二贰

#ai
声调声母	阴平55	阳平213	上声44	去声35
p			摆	拜稗败
pʰ		排牌		派
m		埋	买	卖迈
t	呆			待怠殆戴贷代袋带大{(大夫)}
tʰ	胎	台苔抬		态太泰
l		来	乃	耐奈赖癞
k	该		改解{(了解，解开)}	概溉蓋丐阶介界芥疥戒械
kʰ	开		凯	慨
x		孩鞋还{(还有)}	海	亥害骇
ʦ	灾栽斋		宰载	在再载{(载人)}债寨
ʦʰ	猜钗差{(出差)}	才财裁豺柴	彩採踩	菜蔡
s	鳃腮			赛筛晒
Ǿ	哀埃挨	捱	蔼	爱艾隘

#ei
声调声母	阴平55	阳平213	上声44	去声35
p	悲碑卑背{(背包)}杯			被焙背{(背诵)}辈倍
pʰ	披胚坯	培赔陪裴		辔配佩
m	霉	媚眉楣枚媒煤	美每梅	寐妹昧
f	非飞妃	肥	匪榧翡	痹费废肺吠
t	堆			对队蜕兑
tʰ	推		腿	退
l	内	雷	儡壘累{(积累)}	泪类累{(连累)}

#au
声调声母	阴平55	阳平213	上声44	去声35
p	包胞褒		饱宝堡保	豹爆鲍报抱暴铇
pʰ	抛	袍刨	跑	炮泡
m	猫	矛茅锚毛	卯	茂贸貌冒帽
t	刀叨		导倒祷岛	盗道稻到倒{(倒车)}
tʰ	涛	掏桃逃淘陶	讨	套
l	唠	饶桡铙挠捞牢劳	扰脑恼老	绕{(围绕)}闹涝
k	高膏篙羔糕		稿犒	告
kʰ	敲{(叩门)}		考烤	靠
x	蒿薅	豪壕毫号{(呼号)}	好	浩好{(好吃佬)}耗号{(号子)}
ʦ	昭招遭糟		沼早蚤澡	照诏躁皂造罩櫂
ʦʰ	操	曹槽	草	糙
s	烧骚	邵韶芍	少{(多少)}嫂扫{(扫地)}	少{(年少)}绍扫{(扫帚)}臊
Ǿ		熬鳌	襖	傲懊奥坳

#əu
声调声母	阴平55	阳平213	上声44	去声35
m		谋	亩某
f		浮	否
t	兜		斗抖陡	豆逗斗{(角斗)}
tʰ	偷	头投		透
l	揉楼		搂楼篓	漏陋
k	勾钩溝		狗苟	够构购勾{(勾当)}
kʰ	抠眍		口	扣寇
x		侯喉猴瘊	吼	后厚候
ʦ	周舟州洲邹掫	帚肘	走	咒皱绉骤纣昼宙奏
