"拼音"	"IPA"	"調號"	"單字"
"chy"	"tɕʰy"	1	"區驅吹[(白)～開]出[(白)～來]"
"chy"	"tɕʰy"	3	"處"
"chy"	"tɕʰy"	5	"去[(文)～皮]出[(文)～口]"
"shy"	"ɕy"	1	"書舒虛噓輸殊"
"shy"	"ɕy"	2	"儲誰"
"shy"	"ɕy"	3	"暑署薯鼠黍許水[(白)～電]"
"shy"	"ɕy"	5	"庶恕戌豎[(文)橫～]"
"shy"	"ɕy"	6	"樹豎[(白)～立]睡[(白)瞌～]"
"y"	"y"	1	"淤籲迂"
"y"	"y"	2	"如魚漁余餘儒愚虞娛于於盂榆逾愉"
"y"	"y"	3	"女汝語與乳雨宇禹羽"
"y"	"y"	5	"御禦預豫寓愈喻裕役疫日[(文)星期～]域餵[(白)～飯]"
"y"	"y"	6	"遇芋"
"ba"	"pa"	1	"八[(白)～個]"
"ba"	"pa"	5	"八[(文)～路軍]"
"pa"	"pʰa"	1	"拔[(白)～出來]"
"pa"	"pʰa"	5	"拔[(文)～苗助長]"
"ma"	"ma"	1	"抹"
"fa"	"fa"	1	"法[(白)～術]發[(白)～財]"
"fa"	"fa"	5	"法[(文)辦～]伐筏罰化發[(文)～現]"
"da"	"ta"	1	"搭"
"da"	"ta"	5	"答"
"ta"	"tʰa"	1	"踏[(白)～平]"
"ta"	"tʰa"	5	"踏[(文)～實]沓塔塌榻"
"la"	"la"	1	"拿拉臘[(白)～肉]辣[(白)～人]蠟[(白)～燭]"
"la"	"la"	5	"納臘[(文)～梅]辣[(文)～椒]蠟[(文)～染]"
"za"	"tsa"	1	"眨札"
"ca"	"tsʰa"	1	"插[(白)～秧]"
"ca"	"tsʰa"	5	"察插[(文)～座]"
"sa"	"sa"	1	"殺[(白)～雞]"
"sa"	"sa"	5	"殺[(文)～人犯]"
"dra"	"ʈa"	1	"家[(文)～庭]加佳"
"dra"	"ʈa"	3	"假賈"
"dra"	"ʈa"	5	"架[(文)大陸～]駕嫁[(文)出～]稼價"
"tra"	"ʈʰa"	1	"喫"
"tra"	"ʈʰa"	5	"恰洽"
"ga"	"ka"	1	"夾[(白)～層]胛挾骼"
"ga"	"ka"	5	"夾[(文)～板]"
"ka"	"kʰa"	1	"掐[(白)～一下]"
"nga"	"ŋa"	1	"軋[(白)～緊]嚙[(白)用口～]壓[(白)～住]"
"xa"	"xa"	1	"瞎狹[(白)窄～]"
"bia"	"pia"	1	"壁[(白)～上]"
"pia"	"pʰia"	1	"劈"
"dia"	"tia"	1	"爹[(白)～～：祖父]"
"dia"	"tia"	2	"提[(白)～東西]"
"dia"	"tia"	5	"滴[(白)～水佬]"
"tia"	"tʰia"	1	"踢[(白)～開]締[(白)用繩子繫好]"
"lia"	"lia"	1	"栗[(白)～子]𪐀[撒嬌]"
"zhia"	"tɕia"	2	"斜[(白)～得]"
"zhia"	"tɕia"	3	"姐[(白)～～]"
"zhia"	"tɕia"	5	"借"
"zhia"	"tɕia"	6	"笡謝[(白)姓～]"
"gnia"	"ȵia"	2	"黏"
"shia"	"ɕia"	1	"蝦[(文)～仁]些錫[(白)單用]"
"shia"	"ɕia"	2	"霞暇瑕遐"
"shia"	"ɕia"	3	"寫[(白)～東西]"
"shia"	"ɕia"	5	"廈狹[(文)～長]峽轄"
"shia"	"ɕia"	6	"下[(文)～班]夏[(文)～天]"
"ia"	"ia"	1	"鴉丫押"
"ia"	"ia"	2	"爺[(白)～：父親]"
"ia"	"ia"	3	"也[(白)～是]野[(白)～人]擾惹"
"ia"	"ia"	5	"亞壓[(文)～力]軋[(文)～花機]"
"ia"	"ia"	6	"夜[(白)～裏]"
"gua"	"kua"	1	"刮[(文)～痧]"
"ua"	"ua"	1	"挖[(文)～土機]襪"
"ua"	"ua"	5	"滑"
"bao"	"pɒ"	1	"巴芭疤爸琶杷"
"bao"	"pɒ"	2	"爬"
"bao"	"pɒ"	3	"把"
"bao"	"pɒ"	5	"霸垻壩罷"
"bao"	"pɒ"	6	"鈀耙稗"
"pao"	"pʰɒ"	1	"白[(白)臉色寡～]拍[(白)～幾下]"
"pao"	"pʰɒ"	5	"怕帕"
"mao"	"mɒ"	1	"麥[(白)～子]"
"mao"	"mɒ"	2	"麻蟆"
"mao"	"mɒ"	3	"馬碼"
"mao"	"mɒ"	6	"罵"
"fao"	"fɒ"	1	"花"
"fao"	"fɒ"	2	"華划[～船]樺"
"fao"	"fɒ"	5	"髮[頭～]"
"fao"	"fɒ"	6	"畫劃[～開]話[(文)電～]"
"tao"	"tʰɒ"	1	"他"
"zao"	"tsɒ"	1	"渣鍘摘[(白)～桃子]擇[(白)～菜]"
"zao"	"tsɒ"	2	"茶搽查"
"zao"	"tsɒ"	5	"詐榨炸乍雜柵"
"cao"	"tsʰɒ"	1	"叉差杈岔"
"cao"	"tsʰɒ"	5	"茬"
"sao"	"sɒ"	1	"沙紗刷[(白)～墻]涮"
"sao"	"sɒ"	3	"傻耍"
"sao"	"sɒ"	5	"刷[(文)粉～]"
"drao"	"ʈɒ"	1	"隻[(白)一～]抓遮[(白)～住]"
"drao"	"ʈɒ"	2	"茄瘸"
"trao"	"ʈʰɒ"	1	"尺[(白)幾～]車[(白)風～]赤[(白)～腳]"
"trao"	"ʈʰɒ"	3	"扯[(白)～布]"
"srao"	"ʂɒ"	1	"石[(白)～頭]靴賒"
"srao"	"ʂɒ"	2	"蛇[(白)大～]"
"srao"	"ʂɒ"	3	"捨[(白)～不得]"
"srao"	"ʂɒ"	5	"赦"
"srao"	"ʂɒ"	6	"射[(白)～中]"
"gao"	"kɒ"	1	"家[(白)～～戶戶]痂"
"gao"	"kɒ"	2	"騎[(白)～馬]"
"gao"	"kɒ"	5	"架[(白)～子]嫁[(白)～出去]"
"gao"	"kɒ"	6	"㐄[～過去]"
"kao"	"kʰɒ"	1	"掐[(白)～死]"
"ngao"	"ŋɒ"	1	"椏額[(白)頭～]"
"ngao"	"ŋɒ"	2	"牙芽伢"
"ngao"	"ŋɒ"	3	"啞"
"ngao"	"ŋɒ"	6	"砑"
"xao"	"xɒ"	1	"嚇蝦[(白)～子]"
"xao"	"xɒ"	6	"下[(白)～去]夏[(白)姓～]"
"ao"	"ɒ"	1	"阿"
"guao"	"kuɒ"	1	"瓜颳[～風]"
"guao"	"kuɒ"	5	"掛卦括虢"
"kuao"	"kʰuɒ"	1	"夸誇"
"kuao"	"kʰuɒ"	3	"垮"
"kuao"	"kʰuɒ"	5	"跨[～越]"
"uao"	"uɒ"	1	"蛙窪挖[(白)～洞]"
"uao"	"uɒ"	2	"娃"
"uao"	"uɒ"	3	"瓦搲[舀]"
"uao"	"uɒ"	5	"猾"
"uao"	"uɒ"	6	"話[(白)講～]"
"be"	"pe"	1	"鉢撥北[(白)～邊]百[(白)～分]"
"be"	"pe"	5	"北[(文)～京]百[(文)～貨]"
"pe"	"pʰe"	1	"潑趴"
"pe"	"pʰe"	5	"泊拍[(文)球～]魄[(文)落～]"
"me"	"me"	1	"墨[(白)～黑]"
"me"	"me"	5	"墨[(文)～水]默麥[(文)小～]脈陌"
"fe"	"fe"	1	"喝[(白)～水]盒[(白)～子]活[(白)～人]"
"de"	"te"	1	"得[(白)～到]"
"de"	"te"	5	"德得[(文)～失]"
"te"	"tʰe"	1	"脫[(白)～衣]"
"te"	"tʰe"	5	"特"
"le"	"le"	1	"肋勒"
"ze"	"tse"	1	"側[(白)～身]窄[(白)～狹]"
"ze"	"tse"	5	"則責窄[(文)狹～]"
"ce"	"tsʰe"	1	"賊"
"ce"	"tsʰe"	5	"策冊宅擇[(文)選～]側[(文)～面]"
"se"	"se"	1	"塞[(白)～住]膝[(白)～頭]色[(白)白～]"
"se"	"se"	5	"澀色[(文)顏～]塞[(文)活～]"
"zre"	"tʂe"	1	"遮[(文)～蔽]"
"zre"	"tʂe"	3	"者"
"zre"	"tʂe"	5	"蔗哲折浙摘[(文)～要]"
"cre"	"tʂʰe"	1	"車[(文)汽～]拆"
"cre"	"tʂʰe"	5	"撤徹轍"
"sre"	"ʂe"	1	"奢舌[(白)～子]折[(白)～稱]失[(白)走～嘚]"
"sre"	"ʂe"	2	"蛇[(文)白～傳]佘"
"sre"	"ʂe"	5	"社射[(文)～擊]舌[(文)～位]設麝"
"gne"	"ȵe"	1	"孽日[(白)～子]熱[(白)～鬧]"
"gne"	"ȵe"	2	"尼誼宜儀疑倪"
"gne"	"ȵe"	3	"議蟻擬"
"gne"	"ȵe"	5	"業膩義匿藝[(文)～術]熱[(文)～愛]"
"gne"	"ȵe"	6	"藝[(白)手～]"
"ge"	"ke"	1	"隔[(白)～開]格[(白)～子布]"
"ge"	"ke"	3	"弆[藏]"
"ge"	"ke"	5	"革隔[(文)～壁]格[(文)出～]鋸[～子]"
"ge"	"ke"	6	"鋸[～東西]"
"ke"	"kʰe"	1	"刻[(白)用刀～]客[(白)人～]"
"ke"	"kʰe"	5	"克刻[(文)～苦]客[(文)～氣]"
"nge"	"ŋe"	5	"扼軛額[(文)～外]"
"xe"	"xe"	1	"黑[(白)很～]"
"xe"	"xe"	5	"黑[(文)～板]核[(文)～桃]"
"e"	"e"	2	"兒而"
"e"	"e"	3	"爾耳餌"
"bie"	"piɛ"	1	"標彪"
"bie"	"piɛ"	2	"嫖瓢"
"bie"	"piɛ"	3	"表錶"
"pie"	"pʰiɛ"	1	"漂[～洗]飄鰾"
"pie"	"pʰiɛ"	3	"瞟"
"pie"	"pʰiɛ"	5	"票漂[～亮]"
"mie"	"miɛ"	2	"苗描"
"mie"	"miɛ"	3	"藐渺秒"
"mie"	"miɛ"	5	"妙謬"
"mie"	"miɛ"	6	"廟"
"die"	"tiɛ"	1	"刁貂雕"
"die"	"tiɛ"	2	"條調[～和油]"
"die"	"tiɛ"	3	"鳥[(白)一隻～]"
"die"	"tiɛ"	5	"釣掉調[～動]"
"tie"	"tʰiɛ"	1	"挑"
"tie"	"tʰiɛ"	5	"調[～皮]跳糶"
"lie"	"liɛ"	2	"燎聊撩廖療"
"lie"	"liɛ"	3	"瞭[～解]"
"lie"	"liɛ"	5	"料[(文)～理]"
"lie"	"liɛ"	6	"料[(白)～子布]"
"zhie"	"tɕiɛ"	1	"交郊膠焦蕉椒矯驕嬌澆"
"zhie"	"tɕiɛ"	2	"樵瞧喬僑橋蕎"
"zhie"	"tɕiɛ"	3	"絞狡鉸攪繳剿僥"
"zhie"	"tɕiɛ"	5	"教[(文)～室]校較叫酵窖"
"zhie"	"tɕiɛ"	6	"轎嚼[(白)～東西]"
"chie"	"tɕʰiɛ"	1	"悄鍬"
"chie"	"tɕʰiɛ"	3	"巧"
"chie"	"tɕʰiɛ"	5	"竅俏"
"chie"	"tɕʰiɛ"	6	"撬"
"gnie"	"ȵiɛ"	2	"饒蕘"
"gnie"	"ȵiɛ"	3	"繞鳥[(文)飛～]"
"gnie"	"ȵiɛ"	6	"尿"
"shie"	"ɕiɛ"	1	"消宵霄硝銷囂蕭簫"
"shie"	"ɕiɛ"	2	"淆"
"shie"	"ɕiɛ"	3	"小曉"
"shie"	"ɕiɛ"	5	"孝[(文)～順]效笑"
"ie"	"iɛ"	1	"妖吆邀腰要[～求]"
"ie"	"iɛ"	2	"肴搖謠窯姚"
"ie"	"iɛ"	3	"擾舀杳野[(文)田～]也[(文)者～]"
"ie"	"iɛ"	5	"要[需～]耀"
"ie"	"iɛ"	6	"鷂"
"gue"	"kue"	1	"合[十～一升]"
"gue"	"kue"	5	"國"
"zhye"	"tɕyɛ"	5	"倔厥掘橛決訣"
"zhye"	"tɕyɛ"	6	"倦[(文)～人]"
"chye"	"tɕʰyɛ"	1	"缺[(白)～人]"
"chye"	"tɕʰyɛ"	3	"折[(訓讀)～斷]"
"chye"	"tɕʰyɛ"	5	"缺[(文)～點]"
"shye"	"ɕyɛ"	1	"血[(白)流～]"
"shye"	"ɕyɛ"	5	"說"
"ye"	"yɛ"	1	"月[(文)月亮]越[(白)～來越好]"
"ye"	"yɛ"	5	"越[(文)～軌]曰粵"
"ye"	"yɛ"	6	"月[(白)一個～]"
"bo"	"po"	1	"波菠玻剝[(白)～開]"
"bo"	"po"	2	"婆"
"bo"	"po"	3	"跛簸"
"bo"	"po"	5	"勃餑博剝[(文)～削]"
"bo"	"po"	6	"薄[～荷]"
"po"	"pʰo"	1	"頗坡薄[(白)很～]"
"po"	"pʰo"	5	"破薄[(文)～膜]"
"mo"	"mo"	1	"摸莫[(白)～去]木[(白)～頭]"
"mo"	"mo"	2	"模摹磨[～刀]魔摩饃膜"
"mo"	"mo"	5	"慕募暮幕寞木[(文)杉～]目穆牧莫[(文)～名其妙]"
"mo"	"mo"	6	"墓磨[石頭～子]"
"do"	"to"	1	"多"
"do"	"to"	2	"駝馱"
"do"	"to"	3	"朵"
"do"	"to"	5	"剁惰奪鐸"
"do"	"to"	6	"舵"
"to"	"tʰo"	1	"拖托[(白)～人]"
"to"	"tʰo"	3	"妥橢"
"to"	"tʰo"	5	"托[(文)～兒所]唾脫[(文)～產]"
"lo"	"lo"	1	"囉落[(白)～下來]"
"lo"	"lo"	2	"挪羅鑼籮腡"
"lo"	"lo"	3	"裸"
"lo"	"lo"	5	"落[(文)～後]烙酪"
"lo"	"lo"	6	"摞糯"
"zo"	"tso"	1	"捉桌"
"zo"	"tso"	2	"昨"
"zo"	"tso"	3	"左佐"
"zo"	"tso"	5	"拙作卓琢濁"
"zo"	"tso"	6	"坐座"
"co"	"tsʰo"	1	"搓撮啄"
"co"	"tsʰo"	5	"錯"
"so"	"so"	1	"蓑梭唆"
"so"	"so"	3	"所鎖瑣"
"so"	"so"	5	"塑朔索"
"dro"	"ʈo"	1	"腳[(白)大～]"
"dro"	"ʈo"	5	"着[(文)看～]酌角[(文)幾～錢]腳[(文)～踏實地]"
"tro"	"ʈʰo"	1	"着[(白)睏～嘚]"
"tro"	"ʈʰo"	5	"卻"
"go"	"ko"	1	"鍋歌哥角[(白)牛～]"
"go"	"ko"	3	"果裹"
"go"	"ko"	5	"各閣擱個過[(文)～錯]"
"ko"	"kʰo"	1	"科窠磕殼"
"ko"	"kʰo"	3	"可棵顆"
"ko"	"kʰo"	5	"課渴闊廓擴確"
"ngo"	"ŋo"	1	"惡[(白)發～]"
"ngo"	"ŋo"	2	"蛾鵝俄訛"
"ngo"	"ŋo"	3	"我"
"ngo"	"ŋo"	5	"鄂惡[(文)好～]"
"ngo"	"ŋo"	6	"餓"
"xo"	"xo"	1	"荷[(白)薄～]喝[(白)吆～]"
"xo"	"xo"	2	"河何[(文)幾～]荷[(文)～花]和"
"xo"	"xo"	3	"火伙夥"
"xo"	"xo"	5	"盒[(文)～飯]貨喝[(文)～彩]豁霍藿活[(文)生～]鶴賀[(文)～詞]"
"xo"	"xo"	6	"禍賀[(白)恭～]"
"o"	"o"	1	"窩"
"o"	"o"	2	"禾何[(白)～的：哪裏]"
"o"	"o"	5	"臥握沃"
"zhio"	"tɕio"	5	"爵嚼[(文)咀～]"
"chio"	"tɕʰio"	5	"鵲雀"
"gnio"	"ȵio"	5	"略掠弱虐瘧"
"shio"	"ɕio"	1	"削[(白)～筆]學[(白)～好]"
"shio"	"ɕio"	5	"學[(文)～校]削[(文)～剝]"
"io"	"io"	1	"藥[(白)吃～]約[(白)～好]"
"io"	"io"	5	"藥[(文)西～]約[(文)～會]鑰躍若"
"bai"	"pai"	1	"𨃅跛[(白)]"
"bai"	"pai"	2	"牌排"
"bai"	"pai"	3	"擺"
"bai"	"pai"	5	"拜"
"bai"	"pai"	6	"敗"
"pai"	"pʰai"	5	"派"
"mai"	"mai"	2	"埋"
"mai"	"mai"	3	"買賣"
"fai"	"fai"	2	"懷槐淮"
"fai"	"fai"	6	"壞"
"dai"	"tai"	1	"呆[發～]"
"dai"	"tai"	2	"臺抬[(文)～頭]"
"dai"	"tai"	5	"戴帶貸待怠殆大[(文)～夫]代[(文)～表]"
"dai"	"tai"	6	"代[(白)～替]袋大[(白)～小]"
"tai"	"tʰai"	1	"胎苔"
"tai"	"tʰai"	5	"態太泰"
"lai"	"lai"	2	"來"
"lai"	"lai"	3	"乃奶"
"lai"	"lai"	5	"耐奈賴癩"
"zai"	"tsai"	1	"災栽齋"
"zai"	"tsai"	2	"才纔材財裁豺柴"
"zai"	"tsai"	3	"宰"
"zai"	"tsai"	5	"載[(文)～重]債寨"
"zai"	"tsai"	6	"載[(白)年～]在"
"cai"	"tsʰai"	1	"差[出～]猜拆"
"cai"	"tsʰai"	3	"彩睬"
"cai"	"tsʰai"	5	"菜蔡"
"sai"	"sai"	1	"篩衰"
"sai"	"sai"	3	"灑"
"sai"	"sai"	5	"賽曬"
"gai"	"kai"	1	"該皆階街"
"gai"	"kai"	3	"改解"
"gai"	"kai"	5	"丐介界芥尬疥屆戒械"
"kai"	"kʰai"	1	"開揩"
"kai"	"kʰai"	3	"凱慨楷"
"kai"	"kʰai"	5	"概溉"
"ngai"	"ŋai"	1	"哀埃挨"
"ngai"	"ŋai"	2	"岩涯崖捱呆[～笨]"
"ngai"	"ŋai"	3	"藹矮"
"ngai"	"ŋai"	5	"艾礙[(文)障～]愛隘"
"ngai"	"ŋai"	6	"礙[(白)～事]"
"xai"	"xai"	2	"還孩諧鞋"
"xai"	"xai"	3	"海"
"xai"	"xai"	5	"駭懈"
"xai"	"xai"	6	"亥害蟹"
"zruai"	"tʂuai"	3	"轉[了不起]"
"zruai"	"tʂuai"	5	"拽"
"cruai"	"tʂʰuai"	3	"揣"
"sruai"	"ʂuai"	3	"摔甩"
"uai"	"uai"	1	"歪"
"uai"	"uai"	3	"𨂿[搖晃]"
"uai"	"uai"	6	"外"
"bei"	"pei"	1	"悲杯碑卑婢揹[～包]"
"bei"	"pei"	2	"培陪賠裴"
"bei"	"pei"	5	"貝輩背避臂敝蔽[(文)～風雨]幣閉[(白)～嘴]"
"bei"	"pei"	6	"弊倍背[～書]被"
"pei"	"pʰei"	1	"胚坯丕"
"pei"	"pʰei"	3	"剖"
"pei"	"pʰei"	5	"沛配佩"
"mei"	"mei"	1	"霉[～氣]"
"mei"	"mei"	2	"楣眉迷[(白)～路]謎[(白)～語]梅枚媒煤霉[發～]"
"mei"	"mei"	3	"每美某畝牡"
"mei"	"mei"	5	"妹[(文)～～]昧媚寐"
"mei"	"mei"	6	"妹[(白)老～]"
"fei"	"fei"	1	"灰輝麾非飛妃揮徽"
"fei"	"fei"	2	"回茴肥"
"fei"	"fei"	3	"否賄悔匪翡"
"fei"	"fei"	5	"晦繪肺廢吠惠慧穢痱費諱彙[詞～]"
"fei"	"fei"	6	"會匯[～合]"
"dei"	"tei"	1	"涕[(白)鼻～]堆兜逗"
"dei"	"tei"	2	"拾[(白)～起來]頭投"
"dei"	"tei"	3	"斗[一～米]抖陡"
"dei"	"tei"	5	"對隊兌鬥[爭～]"
"dei"	"tei"	6	"豆"
"tei"	"tʰei"	1	"推偷"
"tei"	"tʰei"	3	"腿喘[(白)～氣]"
"tei"	"tʰei"	5	"退透"
"lei"	"lei"	2	"雷樓"
"lei"	"lei"	3	"呂儡纍[～積]壘摟"
"lei"	"lei"	5	"濾慮類淚陋"
"lei"	"lei"	6	"內累[很～]漏"
"zei"	"tsei"	1	"鄒"
"zei"	"tsei"	2	"愁隨[(白)～便]"
"zei"	"tsei"	3	"嘴[(文)～唇]走"
"zei"	"tsei"	5	"最醉[(文)～酒]奏縐皺掫"
"zei"	"tsei"	6	"罪"
"cei"	"tsʰei"	1	"催崔"
"cei"	"tsʰei"	5	"趣碎脆翠粹湊驟"
"sei"	"sei"	1	"搜颼餿雖"
"sei"	"sei"	2	"隨[(文)跟～]"
"sei"	"sei"	3	"叟"
"sei"	"sei"	5	"歲遂隧穗瘦"
"gei"	"kei"	1	"勾溝"
"gei"	"kei"	3	"狗苟"
"gei"	"kei"	5	"夠構購"
"kei"	"kʰei"	3	"口"
"kei"	"kʰei"	5	"叩扣寇"
"ngei"	"ŋei"	1	"歐甌毆"
"ngei"	"ŋei"	3	"偶藕嘔"
"ngei"	"ŋei"	5	"慪漚"
"xei"	"xei"	2	"侯喉猴瘊"
"xei"	"xei"	3	"吼"
"xei"	"xei"	5	"候"
"xei"	"xei"	6	"厚后後"
"guei"	"kuei"	1	"圭閨龜規歸骨[(白)～頭]"
"guei"	"kuei"	2	"奎逵葵癸"
"guei"	"kuei"	3	"軌軌鬼"
"guei"	"kuei"	5	"桂貴"
"guei"	"kuei"	6	"櫃"
"kuei"	"kʰuei"	1	"盔魁虧窺核[(文)桃～]"
"kuei"	"kʰuei"	3	"跪"
"uei"	"uei"	1	"微威"
"uei"	"uei"	2	"桅維惟唯爲危違圍"
"uei"	"uei"	3	"喂[單獨用]尾偉葦委萎緯"
"uei"	"uei"	5	"衛餵[～養]未僞魏畏慰胃渭"
"uei"	"uei"	6	"位味"
"zhyei"	"tɕyei"	1	"追錐"
"zhyei"	"tɕyei"	2	"垂"
"zhyei"	"tɕyei"	5	"綴墜贅"
"chyei"	"tɕʰyei"	1	"吹[(文)～牛]炊"
