字音					
#i					
s	[1]声- [2]城- [3]啥 [5]圣-				
k	[1]京-今-{~日} [2]行-□{~□lŋ4日：一整天} [3]囝 [5]镜- [6]件-				
kʰ	[1]铿				
ŋ	[2]迎-				
h	[1]兄- [2]燃- [3]显- [5]向- [6]艾				
∅	[1]缨- [2]营-赢 [3]影- [5]映- [6]扬-{~~飞}				
#uã					
p	[1]搬- [2]盘- [5]半- [6]绊-				
pʰ	[1]潘- [5]判- [6]伴-				
m	[1]幔-{披、斗篷} [2]鳗 [3]晚-满-				
t	[1]单- [2]弹-坛- [6]段-				
tʰ	[1]摊- [3]㔊{理草} [6]炭-碳-				
n	[3]摊-{揉搓} [6]懒-烂-澜-				
ts	[1]煎- [2]泉- [3]盏- [6]溅-				
tsʰ	[1]䉔{竹刺} [3]癣- [5]闩				
s	[1]沙-山- [2]□{狗扑来} [5]散- [6]伞-线-				
k	[1]棺官-肝- [2]寒- [3]赶- [6]汗-				
kʰ	[5]看-				
h	[1]欢- [2]鼾- [6]岸-				
∅	[1]安- [3]碗- [5]晏- [6]换晚-				
#ɔ̃					
m	[1]摸 [2]蘑毛- [3]马-{瓯语借词}瘼{老人干瘪} [6]冒谩 [8b]膜				
n	[2]挪奴 [6]怒				
ŋ	[2]俄 [3]我-五=伍= [6]误				
h	[2]嗬{应答声，表疑问} [6]嗬{应答声，表明白}				
∅	[1]捂 [6]恶{可恶}				
#ẽ					
m	[1]咩				
n	[1]奶				
ŋ	[3]夹-{夹住，动词} [8b]夹-{~仔，夹子，名词}				
h	[3]□{猛力打}				
∅	[6]□{叹词，表答应} [8b]唉				
#iũ					
m	[6]谬				
t	[1]张- [2]场- [3]长- [5]胀- [6]丈-				
n	[1]妞 [2]娘-梁- [3]两- [6]让-				
ts	[1]章-浆- [3]蒋 [5]酱- [6]匠-痒-				
tsʰ	[1]枪- [2]墙- [3]抢-厂- [5]唱- [6]象-像-唱-				
s	[1]箱- [2]疡- [5]相- [6]想-				
k	[1]姜- [6]犟				
kʰ	[1]腔				
ŋ	[3]扭				
h	[1]香- [3]响- [8b]懩{~~，心里颤抖}				
∅	[1]鸯 [2]羊融- [3]养- [6]样-				
#ũi					
m	[2]煤梅= [3]每				
k	[1]关-				
kʰ	[5]快-				
h	[5]惠□{闭眼}				
∅	[1]□{关门声，拟声词}				
#ãi					
p	[3]反-				
m	[1]娒{小孩，瓯语借词}糜-{饭} [6]迈				
t	[3]撣{剁} [5]店- [6]橂{硬}				
tʰ	[6]軃{挺，突出}				
n	[1]□{用力推过去} [2]莲- [6]荔-耐□{~□hio8b，乌鸦}				
ts	[2]前- [3]指-				
tsʰ	[1]千- [3]筅{扫，刷}				
s	[1]先-				
k	[1]肩-间-{房~} [3]拣 [5]□{着色} [6]□{碰到}				
kʰ	[3]掮{用身肩撞}				
ŋ	[3]研-				
h	[1]奒{人很大} [2]还				
∅	[2]闲- [3]□{后悔}				
#uãi					
s	[8b]□{拟声词，扁担响，嘻~}				
k	[2]悬- [3]梗-秆 [5]惯- [6]县				
h	[2]横				
∅	[8b]□{~~叫}				
#ãu					
m	[3]耄{喙} [6]貌				
n	[3]脑 [6]闹=				
s	[8b]□{~~念}				
ŋ	[2]藕				
∅	[8b]□{~~吼}				
#iãu					
m	[1]喵				
n	[1]猫 [3]鸟				
ŋ	[1]挠{瘙痒} [2]挠头{动} [3]绕{用指甲或带齿的东西划过物体} [8b]蛲{乱动}				
∅	[1]猫-				
#m					
h	[1]噷{拟声词，表不屑} [8b]默-{~~呣讲话}				
∅	[2]媒- [3]呒姆- [6]呣				
#ŋ					
p	[1]枫- [3]本- [6]饭-				
pʰ	[8b]嗙{~~吼，形容一个人自大}				
b	[1]濛 [2]暝-门- [6]问- [8b]物-				
t	[1]当- [2]长- [3]转- [5]褪-顿- [6]断-				
tʰ	[1]汤- [2]糖- [5]烫 [6]杖-				
l	[1]抡{将东西伸过去} [2]郎- [3]软-两-□{□kiã2~日：一整天} [6]卵-嫩-				
ts	[1]砖-装-桩- [2]全- [5]钻- [6]吮 [8b]旋-				
tsʰ	[1]仓-疮-窗- [2]床- [3]□{将食物的壳、刺吐出来} [5]串- [6]呛{~鼻}				
s	[1]霜-酸-闩- [2]床- [3]损- [5]算- [6]擤				
k	[1]缸光- [3]卷-广- [5]钢-囥{躲藏；瓯语借词，放置}				
kʰ	[1]糠扛 [5]劝-				
h	[1]荒- [2]园-嗯{应答声，表疑问} [6]远-嗯{应答声，表确定} [8b]□{应答声}				
∅	[1]秧- [2]黄- [3]唔影- [5]暎{向}向-				
#ɐt					
p	[7]八= [8]别-				
pʰ	[7]拍				
b	[7]□{沾染} [8]密=				
t	[7]答= [8]达值-				
tʰ	[7]踢				
l	[7]捺 [8]栗力-				
ts	[7]汁扎 [8]杂实-十□{早}				
tsʰ	[7]察擦 [8]贼				
s	[7]杀虱皂-				
k	[7]鸽 [8]合{与}				
kʰ	[7]恰 [8]磕				
h	[7]□{用力打}匄{瓯语借词，嫁人} [8]盒=合=				
∅	[7]压				
#iɐt					
p	[8]别=憋=				
pʰ	[8]撇				
b	[8]灭				
t	[7]哲贴= [8]蝶=				
tʰ	[7]帖 [8]叠				
l	[7]聂 [8]粒				
ts	[7]节=接=折= [8]捷				
tsʰ	[7]妾擦 [8]□{拟声词，拖鞋走路声音，引申为穿拖鞋}				
s	[7]设 [8]涉				
dz	[8]热=				
k	[7]劫 [8]杰				
kʰ	[7]揭= [8]碣{空空~~，路不平}				
g	[7]夹- [8]孽业				
h	[7]血= [8]穴				
∅	[7]挹 [8]叶				
#uɐt					
p	[8]□{摔倒}				
pʰ	[7]泼=				
t	[8]夺=				
tʰ	[7]脱=				
l	[8]捋=				
ts	[7]拙戳- [8]绝=				
s	[7]说=刷				
k	[7]决				
kʰ	[7]缺= [8]撅{搅拌}				
g	[8]月=				
h	[7]发= [8]罚				
∅	[7]斡 [8]越				
#iet					
p	[7]笔 [8]弼				
pʰ	[7]匹				
b	[8]蜜灭				
t	[7]德竹 [8]笛直				
tʰ	[7]佚{~佗，玩耍}				
l	[7]□{累倒} [8]立列历裂				
ts	[7]质鲫即 [8]执蜀-{一}一-集				
tsʰ	[7]七 [8]□{抖动使掉下}				
s	[7]食=失 [8]习				
dz	[8]入日				
k	[7]结橘= [8]急				
kʰ	[7]乞 [8]及-				
h	[7]□{抛弃，投掷}翕{照相} [8]□{使晃动}协				
∅	[7]一= [8]逸				
#uət					
p	[7]不 [8]佛=				
pʰ	[8]勃{~~跳}				
b	[7]勿末 [8]物=				
t	[8]突				
tʰ	[7]□{脱壳} [8]秃				
l	[7]□{溜下去} [8]律				
ts	[7]卒 [8]绝=秫				
tsʰ	[7]出				
s	[7]屑 [8]术=				
k	[7]决骨 [8]滑				
kʰ	[7]屈缺=窟 [8]□{孤~，为人孤傲}				
g	[8]兀				
h	[7]忽法发 [8]核罚				
∅	[7]郁 [8]□{轻擦过}				
#ɐk					
p	[7]北-剥 [8]缚-腹				
pʰ	[7]覆-{翻来覆去} [8]曝-				
b	[7]毣{沾染} [8]墨目-				
t	[7]豛{牛以角顶，人闹矛盾} [8]逐-				
tʰ	[8]读-				
l	[7]落- [8]六-				
ts	[7]龊{龌~，肮脏心烦}				
tsʰ	[8]凿贼				
s	[7]索-				
k	[7]角				
kʰ	[7]确壳 [8]咯{~痰，吐痰}				
g	[8]岳				
h	[7]□{打} [8]学=				
∅	[7]沃-				
#iek					
b	[8]篾密				
p	[7]逼 [8]爆{拟声，吡吡~~}				
pʰ	[8]擗劈匹				
t	[7]得=				
l	[8]绿-				
ts	[7]烛积=叔				
tsʰ	[7]撤=七=策侧测拆□{稻谷} [8]蹙{抖动}				
s	[7]室色				
k	[7]吸-吉击激□{~厝，家里} [8]极急极及=剧				
kʰ	[7]刻				
g	[8]玉				
h	[8]肉-黑				
∅	[7]益沃= [8]孽译浴				
#iɐk					
s	[7]皙 [8]𬑿{~~吼}				
#ɔk					
p	[7]驳=				
pʰ	[7]朴 [8]噗{~~仔，小舢板}				
b	[7]□{陷进去} [8]木=				
t	[7]督 [8]夺毒=				
tʰ	[7]托=脱=				
l	[7]漉 [8]乐落鹿				
ts	[7]作= [8]族				
tsʰ	[7]簇				
s	[7]束宿缩				
k	[7]国各=谷 [8]掴{扔}				
kʰ	[8]涸{凋~~，干}				
g	[8]鹤				
h	[7]福霍 [8]服				
∅	[7]恶握屋				
#iɔk					
t	[7]筑 [8]逐=				
tʰ	[7]畜蓄				
l	[8]略				
ts	[7]祝 [8]嚼=				
tsʰ	[7]触 [8]浞{戳塗}				
s	[7]叔= [8]俗蜀=				
dz	[8]辱弱				
k	[7]菊= [8]局				
kʰ	[7]雀曲=				
g	[8]玉				
h	[7]旭				
∅	[7]约 [8]育				
