字	音	注
暗	∅am[5]	
填	tᴇm[2]	2
店	tᴇm[5]	
簟	tᴇm[6]	
殿	tᴇm[6]	1
墊	tᴇm[6]	
沉	tʰᴇm[2]	
念	nᴇm[6]	～經，紀～
蠶	tʃʰᴇm[2]	
□	tʃʰᴇm[5]	～□mᴇ：銅鈸
鹹	kᴇm[2]	
□	kʰᴇm[5]	蓋子
□	θiᴇm[2]	鰭
滲	θiᴇm[5]	
櫼	tɕiᴇm[1]	1楔子
□	tɕiᴇm[2]	1濺
籤	ɕiᴇm[1]	～詩：神籤
□	ɕiᴇm[1]	～藨：野生的草莓。「刺棯」的合音
尋	ɕiᴇm[2]	1庹
□	ɕiᴇm[2]	楊梅
箋	ɕiᴇm[5]	2
□	ɕiᴇm[5]	引誘
鉗	kiᴇm[2]	1鐵～：火鉗
擒	kʰiᴇm[2]	
岩	ŋiᴇm[2]	1
嚴	ŋiᴇm[2]	～格；姓
□	ŋiᴇm[2]	坎子
艷	∅iᴇm[6]	
焰	∅iᴇm[6]	
□	tem[1]	～農：觸著凸起的東西覺得不舒服
點	tem[3]	1幾～；～火
典	tem[3]	
□	tem[6]	溺
□	tem[6]	～藥：煎藥，～豬骹：燉豬腳
□	tʰem[3]	～頭：點頭
染	nem[3]	
糝	nem[3]	飯～：飯粒
檁	lem[3]	
凜	lem[3]	
臉	lem[3]	
針	tʃem[1]	
森	θem[1]	
參	θem[1]	洋～：人參
尋	θem[2]	2尋找
蟳	θem[2]	一種海裡的螃蟹
沈	θem[3]	
審	θem[3]	
嬸	θem[3]	
腎	θem[6]	
慎	θem[6]	
□	kem[2]	雞～：一種用來罩在雞上面的罩子
減	kem[3]	
碱	kem[3]	
檢	kem[3]	
錦	kem[3]	
妗	kem[6]	舅母，～媽：父親的舅母
腎	kem[6]	鳥類的胃
鉗	kʰem[2]	2～囝：鉗子
琴	kʰem[2]	
禽	kʰem[2]	
熊	hem[2]	
險	hem[3]	
陰	∅em[1]	1～天
厴	∅em[3]	螺螄頭上的圓蓋
飲	∅em[3]	2～料
壬	∅em[6]	
任	∅em[6]	
蔭	∅em[6]	曬不到太陽的地方
碟	tip[8]	
鑷	nip[7]	2掐，撮，挾
攝	nip[7]	
食	nip[7]	3扁～：餛飩
入	nip[8]	1～被：往被套裡裝棉絮
接	tɕip[7]	
折	tɕip[7]	折疊
褶	tɕip[7]	
執	tɕip[7]	
集	tɕip[8]	
輯	tɕip[8]	
籍	tɕip[8]	
吸	ɕip[7]	1～石：磁鐵
熻	ɕip[7]	燜
協	ɕip[8]	
劫	kip[7]	
莢	kip[7]	
急	kip[7]	1
給	kip[7]	
級	ŋip[7]	
吸	ŋip[7]	2
業	ŋip[8]	
葉	∅ip[8]	姓
頁	∅ip[8]	
入	∅ip[8]	2～宅：入住新屋
答	tap[7]	
搭	tap[7]	
褡	tap[7]	～錢袋：褡褳；洋毛～：無袖的毛衣
踏	tap[8]	1
塔	tʰap[7]	
榻	tʰap[7]	
塌	tʰap[7]	
□	tʰap[7]	筆～：筆帽
納	nap[8]	
衲	nap[8]	～□pan11：尿布
□	lap[7]	烤
臘	lap[8]	
蠟	lap[8]	
獵	lap[8]	
粒	lap[8]	1蜀～珠
雜	tʃap[8]	
閘	tʃap[8]	
鍘	tʃap[8]	
插	tʃʰap[7]	
□	tʃʰap[7]	理睬；莫～汝去伓去：不管你去不去
□	tʃʰap[8]	介入
煠	θap[8]	水煮
合	kap[7]	古杳切，～𣍐來：合不來
蛤	kap[7]	
夾	kap[7]	3簟～：簟兩邊的竹竿
裌	kap[7]	
甲	kap[7]	天干之一；指～，蘿蔔～：蘿蔔纓
合	kap[8]	1～殼：通奸，傀儡𣍐～：流產
□	hap[7]	聲～□pœ533：嗓子啞
合	hap[8]	2～作，～算
鴨	∅ap[7]	
押	∅ap[7]	
壓	∅ap[7]	2
鴿	∅ap[7]	白～：鴿子
盒	∅ap[8]	
帖	tʰᴇp[7]	
貼	tʰᴇp[7]	
疊	tʰᴇp[8]	
□	tʰᴇp[8]	把鞋後跟提起來
□	nᴇp[7]	凹
捏	nᴇp[8]	捏，擰。陽入
□	lᴇp[7]	舔
汁	tʃᴇp[7]	目～：眼淚
澀	θᴇp[7]	
□	θᴇp[7]	用菜下飯，乇～：菜肴
十	θᴇp[8]	1～隻
□	kʰᴇp[7]	擠
□	kʰᴇp[7]	閉眼
峽	kʰᴇp[8]	1指頭～：手指縫
狹	∅ᴇp[8]	窄
牒	tiᴇp[8]	
蝶	tiᴇp[8]	
聶	niᴇp[7]	
鑷	niᴇp[7]	1名詞
□	niᴇp[7]	眨巴
□	liᴇp[7]	鞋～：拖鞋
閃	θiᴇp[7]	
濕	θiᴇp[7]	
翼	θiᴇp[8]	翅膀
□	θiᴇp[8]	～□maʔ34：囟門
砌	ɕiᴇp[7]	
妾	ɕiᴇp[7]	
脅	ɕiᴇp[7]	威脅
切	ɕiᴇp[7]	一～
夾	kiᴇp[7]	1動詞；蟹～：蟹螯
峽	kiᴇp[7]	2
挾	kiᴇp[7]	吉協切，用筷子夾
夾	kiᴇp[8]	2名詞，如，頭～：髮夾
挾	kiᴇp[8]	胡頰切，夾在腋下
及	kiᴇp[8]	
屐	kiᴇp[8]	木～□pɔk5：木屐
□	kiᴇp[8]	目～：妒嫉
□	kʰiᴇp[7]	衰衰～：衰弱
□	∅iᴇp[8]	揮手；扇，動詞
立	lep[8]	1～夏
笠	lep[8]	2草～：草帽
習	θep[8]	學～
席	θep[8]	主～
鞭	pin[1]	
邊	pin[1]	
彬	pin[1]	
賓	pin[1]	
檳	pin[1]	
斌	pin[1]	
冰	pin[1]	
兵	pin[1]	
變	pin[5]	
殯	pin[5]	
辨	pin[6]	
辯	pin[6]	
便	pin[6]	方～
辮	pin[6]	頭髮～：辮子
編	pʰin[1]	
篇	pʰin[1]	
偏	pʰin[1]	～僻，～枯：癱瘓
騙	pʰin[5]	
片	pʰin[5]	
綿	min[2]	
棉	min[2]	
□	min[2]	～頭：一種用糯米做的食品，無餡
緬	min[5]	
面	min[5]	臉
□	min[5]	～後：什麼時候
□	min[5]	1～□nyoŋ533：不知道
麵	min[6]	
顛	tin[1]	
癲	tin[1]	發～：發神經病
珍	tin[1]	
徵	tin[1]	
懲	tin[1]	
貞	tin[1]	
偵	tin[1]	
纏	tin[2]	～骹：裹腳
田	tin[2]	象、相。棋子的名稱
凳	tin[5]	
□	tin[5]	1～農嫌：討人嫌
電	tin[6]	
奠	tin[6]	
佃	tin[6]	
□	tin[10]	～動：動
天	tʰin[1]	天空
趁	tʰin[5]	賺
□	tʰin[5]	縫，動詞
跣	nin[1]	褪～骹：赤腳
兒	nin[2]	2～婿：女婿
年	nin[2]	
寧	nin[2]	2～德：地名
甑	nin[5]	飯～
□	nin[6]	絞，擰
連	lin[2]	2
聯	lin[2]	
憐	lin[2]	
□	lin[2]	蜀～園：一畦地，園～河：畦溝
練	lin[6]	
煉	lin[6]	
鏈	lin[6]	
仙	θin[1]	
膻	θin[1]	臭～：腥
先	θin[1]	2～生
扇	θin[1]	式連切，風～：扇車
辛	θin[1]	
新	θin[1]	
薪	θin[1]	
身	θin[1]	
申	θin[1]	
伸	θin[1]	2
娠	θin[1]	帶～：懷孕
昇	θin[1]	
信	θin[5]	相～；寫～
訊	θin[5]	
迅	θin[5]	
煎	tɕin[1]	
氈	tɕin[1]	
真	tɕin[1]	
升	tɕin[1]	容量單位
錢	tɕin[2]	
箭	tɕin[5]	
戰	tɕin[5]	
薦	tɕin[5]	2屋斜使正
進	tɕin[5]	
指	tɕin[5]	1～頭：手指
賤	tɕin[6]	
□	tɕin[10]	2～囝：女孩兒
侵	ɕin[1]	
遷	ɕin[1]	
鮮	ɕin[1]	新鮮
鮮	ɕin[1]	朝～
掀	ɕin[1]	1
親	ɕin[1]	～戚
稱	ɕin[1]	用秤稱；名～
□	ɕin[1]	～□man44糊：蜘蛛網，也指蜘蛛的絲
賢	ɕin[2]	1
弦	ɕin[2]	
玄	ɕin[2]	
懸	ɕin[2]	3
□	ɕin[2]	髮旋
稱	ɕin[5]	對～
秤	ɕin[5]	
凊	ɕin[5]	東西涼，涼快，～水：涼水。也指「泉水」
現	ɕin[6]	
今	kin[1]	1～年
間	kin[1]	1～底：房間
肩	kin[1]	
堅	kin[1]	
乾	kin[2]	～坤
虔	kin[2]	
舷	kin[2]	桌～：桌邊，溪～：河邊，塍～：田埂
見	kin[5]	
輕	kʰin[1]	
烟	∅in[1]	於真切，烟氣
因	∅in[1]	
姻	∅in[1]	
胭	∅in[1]	～脂
焉	∅in[2]	
延	∅in[2]	
筵	∅in[2]	
圓	∅in[2]	1形容詞
沿	∅in[2]	
燕	∅in[5]	燕子
印	∅in[5]	
院	∅in[6]	寺～
應	∅in[11]	2～承：允許
分	pun[1]	1～開
糞	pun[5]	
飯	pun[6]	1食～：吃早飯
□	pun[10]	～□nœŋ11：太陽穴
噴	pʰun[5]	～漆。陰去
□	pʰun[5]	雨毛～：毛毛雨
潘	pʰun[10]	孚袁切，～水：泔水
門	mun[2]	
蚊	mun[2]	1～蟲：蚊子
問	mun[5]	1
傳	tun[2]	～達
噸	tun[5]	
傳	tun[6]	自～
椽	tʰun[2]	
篆	tʰun[5]	
□	nun[1]	2□□ki0li44～：發抖
□	lun[1]	□ku33～：屁股
磚	tʃun[1]	
□	tʃun[1]	1發抖
全	tʃun[2]	
泉	tʃun[2]	
俊	tʃun[5]	
穿	tʃʰun[1]	～針
川	tʃʰun[1]	1～中：地名
伸	tʃʰun[1]	1～長：伸懶腰
春	tʃʰun[1]	
緣	θun[2]	1毛蟲、蛇等爬行
吮	θun[6]	
關	kun[1]	1～門
君	kun[1]	
軍	kun[1]	
丸	kun[2]	量詞，藥～：藥丸
權	kun[2]	
拳	kun[2]	
眷	kun[5]	
卷	kun[5]	
桊	kun[5]	
倦	kun[5]	
券	kun[5]	
棍	kun[5]	
□	kun[5]	□ɕyoŋ33～：蜥蜴
□	kun[5]	1～來：過來
□	kun[5]	～後：後邊
勸	kʰun[5]	
元	ŋun[2]	
原	ŋun[2]	
源	ŋun[2]	
袁	ŋun[2]	
轅	ŋun[2]	
願	ŋun[6]	
昏	hun[1]	
婚	hun[1]	
分	hun[1]	2春～，秋～
吩	hun[1]	～咐
芬	hun[1]	
紛	hun[1]	
園	hun[2]	菜園
楦	hun[5]	
奮	hun[5]	
釁	hun[5]	
訓	hun[5]	
□	hun[5]	半升
遠	hun[6]	1
冤	∅un[1]	
溫	∅un[1]	
瘟	∅un[1]	
完	∅un[2]	～身：身體
圓	∅un[2]	2～湯：湯圓
員	∅un[2]	
□	∅un[2]	～綫：繞綫
怨	∅un[5]	
搵	∅un[5]	蘸
援	∅un[6]	
□	myn[5]	2～□nyoŋ533：不知道
軒	ɕyn[1]	
勛	ɕyn[1]	
胸	ɕyn[1]	
凶	ɕyn[1]	
兇	ɕyn[1]	
憲	ɕyn[5]	
獻	ɕyn[5]	
絹	kyn[1]	
鵑	kyn[1]	
捐	kyn[1]	
跟	kyn[1]	
根	kyn[1]	
巾	kyn[1]	
斤	kyn[1]	
筋	kyn[1]	
建	kyn[5]	
毽	kyn[5]	
健	kyn[5]	
件	kyn[6]	
鍵	kyn[6]	
淵	∅yn[1]	
殷	∅yn[1]	
□	∅yn[1]	不新鮮，～豆腐：豆腐乳
演	∅yn[1]	～出
緣	∅yn[2]	2～分
鉛	∅yn[2]	～筆
櫞	∅yn[2]	香～：佛手
班	pan[1]	
斑	pan[1]	
頒	pan[1]	
坂	pan[3]	沙～：河灘；上～：地名
□	pan[3]	衲～：尿布
攀	pʰan[1]	
叛	pʰan[5]	
□	man[1]	□a0～：肮髒
□	man[1]	□ɕin44～糊：蜘蛛網，也指蜘蛛的絲
饅	man[2]	
□	man[2]	開玩笑
舨	man[3]	舢～
□	man[9]	～□nai33：可以
耽	tan[1]	
丹	tan[1]	
單	tan[1]	
曇	tan[2]	～花
檀	tan[2]	
壇	tan[2]	
彈	tan[2]	～琴
□	tan[2]	天～白：凌晨
旦	tan[5]	蜀～：半天
但	tan[6]	
彈	tan[6]	炸～
攤	tʰan[1]	
癱	tʰan[1]	～瘓
炭	tʰan[5]	
嘆	tʰan[5]	
難	nan[2]	形容詞
難	nan[6]	受～
蘭	lan[2]	
攔	lan[2]	
欄	lan[2]	
□	lan[2]	爬～：爬
□	lan[2]	□na11～□ŋi322：知了
□	lan[2]	□maʔ5～□ŋiᴇ322：蟢子
□	lan[2]	石～：石頭
灡	lan[3]	唾液
□	lan[5]	雞～：未下過蛋的小母雞，牛～：未生過小牛的母牛
爛	lan[6]	
□	lan[6]	濕
慚	tʃan[2]	
殘	tʃan[2]	
盞	tʃan[3]	
棧	tʃan[3]	
□	tʃʰan[3]	掀
燦	tʃʰan[5]	
山	θan[1]	
删	θan[1]	
舢	θan[1]	～舨
傘	θan[3]	
產	θan[3]	
散	θan[5]	鞋帶～
干	kan[1]	天～
肝	kan[1]	
竿	kan[1]	
乾	kan[1]	菜～：乾菜，～燥
杆	kan[1]	
艱	kan[1]	
間	kan[1]	2時～
間	kan[1]	～諜
奸	kan[1]	
菅	kan[1]	芒～：蘆葦，～手：蘆葦做的笤帚
□	kan[1]	莨～□moŋ44：蕨
寒	kan[2]	1冷
稈	kan[3]	稻草，麥～：麥秸
趕	kan[3]	
簡	kan[3]	
監	kan[5]	2～督
幹	kan[5]	～部
諫	kan[5]	
汗	kan[6]	1
看	kʰan[5]	2
癌	ŋan[2]	
顏	ŋan[2]	
諺	ŋan[2]	
眼	ŋan[3]	
岸	ŋan[6]	
雁	ŋan[6]	
汗	han[1]	2～衫
□	han[1]	～□nat5：能幹
鼾	han[2]	
寒	han[2]	2～露，～假
韓	han[2]	
漢	han[5]	
翰	han[6]	
安	∅an[1]	
鞍	∅an[1]	
□	∅an[1]	放置
按	∅an[5]	
案	∅an[5]	
晏	∅an[5]	晚
看	∅an[5]	1～見：看見，見到
監	∅an[5]	太～
旱	∅an[6]	
焊	∅an[6]	
扁	pian[5]	2～食：餛飩
囝	kian[3]	1兒子
管	kuan[3]	2～理
館	kuan[3]	
□	kuan[5]	2～來：過來
款	kʰuan[3]	
反	huan[3]	2～對
皖	∅uan[3]	
碗	∅uan[3]	
腕	∅uan[3]	
晚	∅uan[3]	
挽	∅uan[3]	
爿	pᴇn[2]	上～：上頭
瓣	pᴇn[6]	花～
辦	pᴇn[6]	
慢	mᴇn[6]	1
填	tᴇn[2]	1
𦗀	tᴇn[2]	～雷：打雷
□	tᴇn[2]	歸還
□	tᴇn[2]	猜
□	tᴇn[5]	～來：進來
殿	tᴇn[6]	2
靛	tᴇn[6]	
橂	tᴇn[6]	飽滿，緊，～實：牢固
鄧	tᴇn[6]	
□	tʰᴇn[5]	～子：魚、昆蟲產卵
挺	tʰᴇn[6]	挺胸
□	nᴇn[2]	橡膠
□	nᴇn[2]	2食～：吃奶
□	nᴇn[5]	踮
□	nᴇn[5]	1乳房，食～：吃奶
□	nᴇn[6]	□tu35～：蜥蜴
蓮	lᴇn[2]	
□	lᴇn[6]	趕，～鴨：趕鴨
□	lᴇn[6]	□pᴇ0～：掭
薦	tʃᴇn[5]	1用稻草編起來的牀墊
塍	tʃʰᴇn[2]	田。本書中寫作「塍」
前	θᴇn[2]	
懸	kᴇn[2]	1高
縣	kᴇn[6]	
還	hᴇn[2]	1動詞
懸	hᴇn[2]	2秤尾低
莧	hᴇn[5]	～菜
閑	∅ᴇn[2]	
限	∅ᴇn[6]	
懶	tiᴇn[6]	
□	niᴇn[2]	焦
綫	θiᴇn[5]	
扇	θiᴇn[5]	蒲～：扇子
善	θiᴇn[6]	
膳	θiᴇn[6]	
□	tɕiᴇn[2]	2濺
掀	ɕiᴇn[1]	2
箋	ɕiᴇn[5]	1
鱔	ɕiᴇn[6]	老～：鱔魚
硯	ŋiᴇn[5]	
癮	ŋiᴇn[5]	酒～
然	∅iᴇn[2]	
燃	∅iᴇn[2]	
豚	tɔn[2]	牛～：公牛
□	tɔn[2]	喙～：下巴
□	tɔn[2]	凳～：矮凳
頓	tɔn[5]	
斷	tɔn[6]	拗～：折斷
鍛	tɔn[6]	
段	tɔn[6]	
緞	tɔn[6]	
塅	tɔn[6]	上～：地名
□	tɔn[6]	褲～：短褲
褪	tʰɔn[5]	脫
□	nɔn[2]	拈
塵	nɔn[2]	1掃烟～：撣塵
嫩	nɔn[6]	小；細
連	lɔn[2]	1縫，動詞
卵	lɔn[6]	蛋
亂	lɔn[6]	
論	lɔn[6]	
□	lɔn[6]	□kɔ0～隻：整個
存	tʃɔn[2]	
鑽	tʃɔn[5]	□pœ0lœk4～：木工鑽
□	tʃɔn[53]	現在。「這□ɔn322」的合音
忖	tʃʰɔn[2]	想。陽平
寸	tʃʰɔn[5]	
□	tʃʰɔn[5]	～□mɔk5：吃驚
算	θɔn[5]	
蒜	θɔn[5]	
涮	θɔn[5]	～碗，～喙：漱口
□	kɔn[2]	燙
困	kʰɔn[5]	
睏	kʰɔn[5]	睡
痕	hɔn[2]	
魂	hɔn[2]	
渾	hɔn[2]	2
恨	hɔn[6]	2仇～
渾	∅ɔn[2]	1渾濁
□	∅ɔn[2]	久
□	∅ɔn[6]	牛蹭癢
般	puən[1]	
搬	puən[1]	
盤	puən[2]	
盆	puən[2]	
㖹	puən[2]	吹
□	puən[2]	舀
半	puən[5]	隻～：一個半
□	puən[6]	～粙：在稻桶上打稻子
潘	pʰuən[1]	姓
判	pʰuən[5]	
伴	pʰuən[6]	
拌	pʰuən[6]	
絆	pʰuən[6]	
鰻	muən[2]	
端	tuən[1]	
團	tʰuən[2]	
瘓	nuən[5]	癱～
鸞	luən[2]	飛～：地名
戀	luən[6]	
餐	tʃʰuən[1]	
川	tʃʰuən[1]	2四～
□	tʃʰuən[2]	麻～：糍粑，較小
竄	tʃʰuən[5]	
篡	tʃʰuən[5]	
串	tʃʰuən[5]	
官	kuən[1]	
棺	kuən[1]	～材
觀	kuən[1]	～音，參～
冠	kuən[1]	出嫁時用的一種裝飾品
冠	kuən[1]	～軍
關	kuən[1]	2～公
貫	kuən[5]	
灌	kuən[5]	强制灌注
罐	kuən[5]	
觀	kuən[5]	道教的廟宇
慣	kuən[5]	
□	kuən[6]	拎，提
寬	kʰuən[1]	鬆，不緊，～心：放心
環	kʰuən[2]	1圈；逛，溜達
□	kʰuən[6]	提梁
頑	ŋuən[2]	
歡	huən[1]	
翻	huən[1]	
番	huən[1]	
蕃	huən[1]	1～蒜：洋葱
凡	huən[2]	
環	huən[2]	2
還	huən[2]	2動詞
煩	huən[2]	
礬	huən[2]	
繁	huən[2]	
幻	huən[5]	
販	huən[5]	
飯	huən[5]	2
范	huən[6]	姓
範	huən[6]	模～
犯	huən[6]	
緩	huən[6]	
患	huən[6]	
□	huən[6]	日～：日暈
彎	∅uən[1]	
灣	∅uən[1]	
玩	∅uən[6]	
喚	∅uən[6]	
換	∅uən[6]	
萬	∅uən[6]	蜀～；姓
瓶	pen[2]	
屏	pen[2]	
貶	pen[3]	
扳	pen[3]	
板	pen[3]	
扁	pen[3]	1形容詞，～擔
匾	pen[3]	
反	pen[3]	1翻轉；腹～農：乾噦
□	pʰen[1]	雞翻食物
免	men[3]	
勉	men[3]	
娩	men[3]	
憫	men[3]	
敏	men[3]	
皿	men[3]	
永	men[3]	
泳	men[3]	
詠	men[3]	
命	men[10]	2～令
陳	ten[2]	
藤	ten[2]	
□	ten[2]	～□nɔi55：地方
展	ten[3]	1
展	ten[6]	2
陣	ten[6]	拍～：打仗；人
蟶	tʰen[1]	
□	tʰen[3]	扔
□	nen[1]	趼子
仁	nen[2]	1桃～，目珠～：眼珠兒
寧	nen[2]	1周～
塵	nen[2]	2塕～：灰塵
認	nen[6]	
鄰	len[2]	
鱗	len[2]	
剪	tʃen[3]	
踐	tʃen[3]	
診	tʃen[3]	
疹	tʃen[3]	
振	tʃen[3]	
震	tʃen[3]	
整	tʃen[3]	2
盡	tʃen[6]	很；～力
千	tʃʰen[1]	
呻	tʃʰen[1]	呻吟
塍	tʃʰen[2]	邊緣
淺	tʃʰen[3]	
癬	tʃʰen[3]	
顯	tʃʰen[3]	
先	θen[1]	1副詞
神	θen[2]	
辰	θen[2]	
晨	θen[2]	
臣	θen[2]	
乘	θen[2]	加減～除
繩	θen[2]	
承	θen[2]	
丞	θen[2]	
蠅	θen[2]	□pu23～：蒼蠅
成	θen[2]	2～功
誠	θen[2]	
□	ken[2]	斟。不送氣音
撿	ken[3]	
柬	ken[3]	
揀	ken[3]	挑選
繭	ken[3]	
緊	ken[3]	
謹	ken[3]	
牽	kʰen[1]	
遣	kʰen[3]	
犬	kʰen[3]	狗
碾	ŋen[3]	～麥
研	ŋen[3]	～藥
很	hen[3]	
人	∅en[2]	～口
村	mon[1]	2咸～
悶	mon[6]	
燜	mon[6]	
敦	ton[1]	
墩	ton[1]	2李～：地名
屯	ton[1]	
鈍	ton[1]	不鋒利。陰平
吞	tʰon[1]	
韌	non[6]	不脆
閏	non[6]	～月
侖	lon[2]	
倫	lon[2]	
淪	lon[2]	
輪	lon[2]	輪子；動量詞，次
專	tʃon[1]	
尊	tʃon[1]	
遵	tʃon[1]	
村	tʃʰon[1]	1
酸	θon[1]	
宣	θon[1]	
孫	θon[1]	～囝：孫子；姓
旋	θon[2]	旋轉
船	θon[2]	
旬	θon[2]	
循	θon[2]	
巡	θon[2]	
唇	θon[2]	
純	θon[2]	
殉	θon[2]	
順	θon[6]	
群	kon[2]	
裙	kon[2]	
郡	kon[6]	
昆	kʰon[1]	
昆	kʰon[1]	
坤	kʰon[1]	
薰	hon[1]	食～：抽烟
墳	hon[2]	
焚	hon[2]	
雲	hon[2]	
份	hon[6]	
分	hon[6]	緣～
蕃	hon[10]	3～豆：玉米
恩	∅on[1]	
□	∅on[1]	～□mit5：麻雀
文	∅on[2]	
紋	∅on[2]	
蚊	∅on[2]	2
聞	∅on[2]	
問	∅on[6]	2～題
韻	∅on[6]	
運	∅on[6]	
□	∅on[9]	□ku55～貓：貓頭鷹
奔	pøn[1]	
本	pøn[3]	折～：虧本；量詞
轉	tøn[3]	車～勢：睡覺時翻身
墩	tøn[3]	1橋～
遁	tøn[3]	
盾	tøn[3]	
暖	nøn[3]	
軟	nøn[3]	
潤	nøn[3]	用油潤
□	nøn[3]	紙～：紙媒兒
□	løn[3]	□køʔ5～：捲，頭髮蜷曲。「捲」的分音詞
準	tʃøn[3]	
准	tʃøn[3]	
蠢	tʃʰøn[3]	
□	tʃʰøn[3]	想睡覺
□	tʃʰøn[3]	發～：發芽
選	θøn[3]	
損	θøn[3]	
筍	θøn[3]	
捲	køn[3]	
滾	køn[3]	
近	køn[6]	
勤	kʰøn[2]	
芹	kʰøn[2]	
懇	kʰøn[3]	
墾	kʰøn[3]	
菌	kʰøn[3]	
孔	kʰøn[3]	毛～頭：毛孔
恐	kʰøn[3]	
銀	ŋøn[2]	
齦	ŋøn[2]	喙齒～：牙垢
蕃	høn[1]	2～𧄔：白薯
恨	høn[3]	1討厭
粉	høn[3]	
憤	høn[3]	
阮	∅øn[3]	
遠	∅øn[3]	2
忍	∅øn[3]	
引	∅øn[3]	
隱	∅øn[3]	
穩	∅øn[3]	
允	∅øn[3]	
尹	∅øn[3]	
吻	∅øn[3]	
刎	∅øn[3]	
甬	∅øn[3]	
勇	∅øn[3]	
涌	∅øn[3]	
□	∅øn[3]	～腰駝：駝子
□	∅øn[3]	～柿：用石灰漤生柿
管	∅øn[3]	1水～：舀子，手～：袖子，脰～：脖子
□	∅øn[3]	□kau33～：蚯蚓
言	ŋyøn[2]	
鱉	pit[7]	
筆	pit[7]	
畢	pit[7]	
必	pit[7]	
逼	pit[7]	
弼	pit[7]	
□	pit[7]	開裂
□	pit[7]	1～□tyoŋ533：知道
□	pit[7]	□on44～：麻雀
別	pit[8]	特～
撇	pʰit[7]	
匹	pʰit[7]	
碧	pʰit[7]	
辟	pʰit[7]	
劈	pʰit[7]	
□	pʰit[7]	～廈：廂房
□	mit[7]	～爿：小女孩的女陰
滅	mit[8]	
篾	mit[8]	
值	tit[8]	3～錢
□	tit[8]	要，動詞
獺	tʰit[7]	
鐵	tʰit[7]	1
徹	tʰit[7]	
撤	tʰit[7]	
□	tʰit[7]	～鵲：喜鵲
列	lit[8]	
烈	lit[8]	
裂	lit[8]	2
薛	θit[7]	
設	θit[7]	
屑	θit[7]	2頭垢
悉	θit[7]	
失	θit[7]	
室	θit[7]	
息	θit[7]	
熄	θit[7]	
媳	θit[7]	
食	θit[7]	5月～
蝕	θit[7]	
識	θit[7]	
式	θit[7]	
飾	θit[7]	
惜	θit[7]	2可～
昔	θit[7]	
釋	θit[7]	2解～
析	θit[7]	
□	θit[7]	～水：灑水
□	θit[7]	□□tɕiŋ44ŋᴇ44～：怎麼樣
涉	θit[8]	
拾	θit[8]	～金不昧
舌	θit[8]	
折	θit[8]	～本：虧本
節	tɕit[7]	2～約
七	ɕit[7]	
拭	ɕit[7]	～汗：擦汗
蠞	ɕit[8]	梭子蟹，是一種海裡的螃蟹
穴	ɕit[8]	
蜀	ɕit[8]	2一。本書中寫作「蜀」
乇	ɕit[8]	～乇：什麼。本書中寫作「什」
結	kit[7]	2～霜冰□nɔ433：凍冰，～合
桔	kit[7]	～梗
吉	kit[7]	
橘	kit[7]	橘子
杰	kit[8]	
缺	kʰit[7]	1～喙：豁嘴，塍～：田埂上通水的口子
乞	kʰit[7]	1給；被
吃	kʰit[7]	～虧：疲勞，難過，痛苦，窮
抉	∅it[7]	摳，挖，用一隻手指挑藥膏
一	∅it[7]	
乙	∅it[7]	
䇽	∅it[7]	粙～囝：架在稻桶上防止稻穀外揚的小簟
熱	∅it[8]	
發	put[7]	1～瘴：發生瘟疫，～癲：發神經病
不	put[7]	～如
勃	put[8]	
渤	put[8]	
□	tut[7]	點，名詞
突	tʰut[7]	
□	tʰut[7]	塞住，鼻子堵住，氣～：閉氣
□	lut[7]	火～：火柴
律	lut[8]	
卒	tʃut[7]	棋子之一
啜	tʃʰut[7]	
出	tʃʰut[7]	
觸	tʃʰut[7]	
雪	θut[7]	
說	θut[7]	
戌	θut[7]	
速	θut[7]	
束	θut[7]	
術	θut[8]	1技～
述	θut[8]	
蕨	kut[7]	
□	kut[8]	蜀～甘蔗：一節甘蔗
乞	kʰut[7]	2～食：乞丐
窟	kʰut[7]	2骹～頭：膝蓋
屈	kʰut[7]	躲，掩□i44～：捉迷藏；在；委～
哭	kʰut[7]	
月	ŋut[8]	
忽	hut[7]	
佛	hut[7]	仿～
熨	∅ut[7]	紆物切
握	∅ut[7]	
屋	∅ut[7]	
□	∅ut[7]	折疊
□	∅ut[7]	～手：拉手
髮	∅ut[7]	頭～
越	∅ut[8]	～南
□	pyt[7]	2～□tyoŋ533：知道
歇	ɕyt[7]	休息
羯	kyt[7]	閹
決	kyt[7]	
訣	kyt[7]	
缺	kʰyt[7]	2～點
訖	kʰyt[7]	
乞	kʰyt[7]	3
踏	tat[8]	2～斗：放在牀前的長條形矮凳
達	tat[8]	
忒	tʰat[7]	太
瘌	lat[7]	～頭：禿頭
□	lat[7]	□ɕiᴇ11毛～：毛蟲
粒	lat[8]	2一點兒
辣	lat[8]	
捋	lat[8]	挽袖子，用手指順著抹過去
□	lat[8]	爬～：爬
扎	tʃat[7]	駐～
紮	tʃat[7]	捆，束
擦	tʃʰat[7]	
察	tʃʰat[7]	
薩	θat[7]	
殺	θat[7]	
煞	θat[7]	
刹	θat[7]	
□	θat[7]	□han44～：能幹
□	θat[8]	蟑螂
割	kat[7]	
葛	kat[7]	～藤
渴	kʰat[7]	
□	kʰat[7]	拾，撿；收拾，～草：除草
□	ŋat[7]	黃～：鮎魚
喝	hat[7]	
□	hat[7]	～□tʃʰai55：打噴嚏
