cid	character	initial	final	tone	note
1	多	t	ɔ	55	
2	拖	th	ɔ	55	
3	大	t	ai	21	
4	锣	l	ɔ	21	
5	左	tʃ	ɔ	35	
6	歌	k	ɔ	55	
7	个	k	ɔ	33	
8	可	h	ɔ	35	
9	鹅	ŋ	ɔ	21	
10	饿	ŋ	ɔ	21	
11	河	h	ɔ	21	
12	茄	kh	ɛ	21	
13	破	ph	ɔ	33	
14	婆	ph	ɔ	21	
15	磨	m	ɔ	21	
16	磨	m	ɔ	21	
17	躲	t	ɔ	35	
18	螺	l	ɔ	21	
19	坐	tʃh	ɔ	13	
20	锁	ʃ	ɔ	35	
21	果	k	ɔ	35	
22	过	k	ɔ	33	
23	课	f	ɔ	33	
24	火	f	ɔ	35	
25	货	f	ɔ	33	
26	祸	∅	uɔ	21	
27	靴	h	ø	55	
28	把	p	a	35	
29	爬	ph	a	21	
30	马	m	a	13	
31	骂	m	a	21	
32	茶	tʃh	a	21	
33	沙	ʃ	a	55	
34	假	k	a	35	
35	嫁	k	a	33	
36	牙	ŋ	a	21	
38	下	h	a	21	
39	夏	h	a	21	
40	哑	∅	a	35	
41	姐	tʃ	ɛ	35	
42	借	tʃ	ɛ	33	
43	写	ʃ	ɛ	35	
44	斜	tʃh	ɛ	21	
45	谢	tʃ	ɛ	21	
46	车	tʃh	ɛ	55	
47	蛇	ʃ	ɛ	21	
48	射	ʃ	ɛ	21	
49	爷	∅	iɛ	21	
50	野	∅	iɛ	13	
51	夜	∅	iɛ	21	
52	瓜	k	ua	55	
53	瓦	ŋ	a	13	
54	花	f	a	55	
55	化	f	a	33	
56	华	∅	ua	21	
57	谱	ph	ou	35	
58	布	p	ou	33	
59	铺	ph	ou	55	
60	簿	p	ou	21	
61	步	p	ou	21	
62	赌	t	ou	35	
63	土	th	ou	35	
64	图	th	ou	21	
65	杜	t	ou	21	
66	奴	n	ou	21	
67	路	l	ou	21	
68	租	tʃ	ou	55	
69	做	tʃ	ou	33	
70	错	tʃh	ɔ	33	
71	箍	kh	u	55	
72	古	k	u	35	
73	苦	f	u	35	
74	裤	f	u	33	
75	吴	∅	ŋ	21	
76	五	∅	ŋ	13	
77	虎	f	u	35	
78	壶	∅	u	21	
79	户	∅	u	21	
80	乌	∅	u	55	
81	女	n	oi	13	
82	吕	l	oi	13	
83	徐	tʃh	oi	21	
84	猪	tʃ	y	55	
85	除	tʃh	oi	21	
86	初	tʃh	ɔ	55	
87	锄	tʃh	ɔ	21	
88	所	ʃ	ɔ	35	
89	书	ʃ	y	55	
90	鼠	ʃ	y	35	
91	如	∅	y	21	
92	举	k	oi	35	
93	锯	k	oi	33	
94	去	h	oi	33	
95	渠	kh	oi	21	
96	鱼	∅	y	21	
97	许	h	oi	35	
98	余	∅	y	21	
99	府	f	u	35	
100	付	f	u	21	
101	父	f	u	21	
102	武	m	ou	13	
103	雾	m	ou	21	
104	取	tʃh	oi	35	
105	柱	tʃh	y	13	
106	住	tʃ	y	21	
107	数	ʃ	ou	35	
108	数	ʃ	ou	33	
109	主	tʃ	y	35	
110	输	ʃ	y	55	
111	竖	ʃ	y	21	
112	树	ʃ	y	21	
113	句	k	oi	33	
114	区	kh	oi	55	
115	遇	∅	y	21	
116	雨	∅	y	13	
117	芋	∅	u	21	
118	裕	∅	y	21	
119	胎	th	ɔi	55	
120	台	th	ɔi	21	
121	袋	t	ɔi	21	
122	来	l	ɔi	21	
123	菜	tʃh	ɔi	33	
124	财	tʃh	ɔi	21	
125	该	k	ɔi	55	
126	改	k	ɔi	35	
127	开	h	ɔi	55	
128	海	h	ɔi	35	
129	爱	∅	ɔi	33	
130	贝	p	oi	33	
131	带	t	ai	33	
132	盖	k	ɔi	33	
133	害	h	ɔi	21	
134	拜	p	ai	33	
135	排	ph	ai	21	
136	埋	m	ai	21	
137	戒	k	ai	33	
138	摆	p	ai	35	
139	派	ph	ai	33	
140	牌	ph	ai	21	
141	买	m	ai	13	
142	卖	m	ai	21	
143	柴	tʃh	ai	21	
144	晒	ʃ	ai	33	
145	街	k	ai	55	
146	解	k	ai	35	
147	鞋	h	ai	21	
149	矮	∅	ai	35	
150	败	p	ai	21	
151	币	p	ɐi	21	
152	制	tʃ	ɐi	33	
153	世	ʃ	ɐi	33	
154	艺	ŋ	ɐi	21	
155	米	m	ɐi	13	
156	低	t	ɐi	55	
157	梯	th	ɐi	55	
158	剃	th	ɐi	33	
159	弟	t	ɐi	21	
160	递	t	ɐi	21	
161	泥	n	ɐi	21	
162	犁	l	ɐi	21	
163	西	ʃ	ɐi	55	
164	洗	ʃ	ɐi	35	
165	鸡	k	ɐi	55	
166	溪	kh	ɐi	55	
167	契	kh	ɐi	33	
168	系	h	ɐi	21	
169	杯	p	oi	55	
170	配	ph	oi	33	
171	赔	ph	oi	21	
172	背	p	oi	33	
173	煤	m	oi	21	
174	妹	m	oi	21	
175	对	t	oi	33	
176	雷	l	oi	21	
177	罪	tʃ	oi	21	
178	碎	ʃ	oi	33	
179	灰	f	oi	55	
180	回	∅	uoi	21	
181	外	ŋ	ɔi	21	
182	会	∅	uoi	21	
183	怪	k	uai	33	
184	块	f	ai	33	
185	怀	∅	uai	21	
186	坏	∅	uai	21	
187	拐	k	uai	35	
188	挂	k	ua	33	
189	歪	∅	uai	55	
191	快	f	ai	33	
192	话	∅	ua	21	
193	岁	ʃ	oi	33	
194	卫	∅	uɐi	21	
195	肺	f	ɐi	33	
196	桂	k	uɐi	33	
197	碑	p	ei	55	
198	皮	ph	ei	21	
199	被	ph	ei	13	
200	紫	tʃ	i	35	
201	刺	tʃh	i	33	
202	知	tʃ	i	55	
203	池	tʃh	i	21	
204	纸	tʃ	i	35	
205	儿	∅	i	21	
206	寄	k	ei	33	
207	骑	kh	ɛ	21	
208	蚁	ŋ	ai	13	
209	义	∅	i	21	
210	戏	h	ei	33	
211	移	∅	i	21	
212	比	p	ei	35	
213	屁	ph	ei	33	
214	鼻	p	ei	21	
215	眉	m	ei	21	
216	地	t	ei	21	
217	梨	l	ei	21	
218	资	tʃ	i	55	
219	死	ʃ	ei	35	
220	四	ʃ	ei	33	
221	迟	tʃh	i	21	
222	师	ʃ	i	55	
223	指	tʃ	i	35	
224	二	∅	i	21	
225	饥	k	ei	55	
226	器	h	ei	33	
227	姨	∅	i	21	
228	李	l	ei	13	
229	子	tʃ	i	35	
230	字	tʃ	i	21	
231	丝	ʃ	i	55	
232	祠	tʃh	i	21	
233	寺	tʃh	i	21	
234	治	tʃ	i	21	
235	柿	tʃh	i	13	
236	事	ʃ	i	21	
237	使	ʃ	ɐi	35	又，～钱
237	使	ʃ	i	33	又，～馆
238	试	ʃ	i	33	
239	时	ʃ	i	21	
240	市	ʃ	i	13	
241	耳	∅	i	13	
242	记	k	ei	33	
243	棋	kh	ei	21	
244	喜	h	ei	35	
245	意	∅	i	33	
246	几	k	ei	35	
247	气	h	ei	33	
248	希	h	ei	55	
249	衣	∅	i	55	
250	嘴	tʃ	oi	35	
251	随	tʃh	oi	21	
252	吹	tʃh	oi	55	
253	垂	ʃ	oi	21	
254	规	kh	uɐi	55	
255	亏	kh	uɐi	55	
256	跪	k	uɐi	21	
257	危	ŋ	ɐi	21	
258	类	l	oi	21	
259	醉	tʃ	oi	33	
260	追	tʃ	oi	55	
261	锤	tʃh	oi	21	
262	水	ʃ	oi	35	
263	龟	k	uɐi	55	
264	季	k	uɐi	33	
265	柜	k	uɐi	21	
266	位	∅	uɐi	21	
267	飞	f	ei	55	
268	费	f	ɐi	33	
269	肥	f	ei	21	
270	尾	m	ei	13	
271	味	m	ei	21	
272	鬼	k	uɐi	35	
273	贵	k	uɐi	33	
274	围	∅	uɐi	21	
275	胃	∅	uɐi	21	
276	宝	p	ou	35	
277	抱	ph	ou	13	
278	毛	m	ou	21	
279	帽	m	ou	21	
280	刀	t	ou	55	
281	讨	th	ou	35	
282	桃	th	ou	21	
283	道	t	ou	21	
284	脑	n	ou	13	
285	老	l	ou	13	
286	早	tʃ	ou	35	
287	灶	tʃ	ou	33	
288	草	tʃh	ou	35	
289	糙	tʃh	ou	33	
290	造	tʃ	ou	21	
291	嫂	ʃ	ou	35	
292	高	k	ou	55	
293	靠	kh	au	33	
294	熬	ŋ	ou	21	
295	好	h	ou	35	
296	号	h	ou	21	
297	包	p	au	55	
298	饱	p	au	35	
299	炮	ph	au	33	
301	闹	n	au	21	
302	罩	tʃ	au	33	
303	抓	tʃ	a	55	
304	找	tʃ	au	35	
305	抄	tʃh	au	55	
306	交	k	au	55	
307	敲	h	au	55	
308	孝	h	au	33	
309	校	h	au	21	
310	表	p	iu	55	
311	票	ph	iu	33	
312	庙	m	iu	21	
313	焦	tʃ	iu	55	
314	小	ʃ	iu	35	
315	笑	ʃ	iu	33	
316	朝	tʃh	iu	21	
317	照	tʃ	iu	33	
318	烧	ʃ	iu	55	
319	绕	∅	iu	35	
320	桥	kh	iu	21	
321	轿	kh	iu	21	
322	腰	∅	iu	55	
323	要	∅	iu	33	
324	摇	∅	iu	21	
325	鸟	t	iu	35	白
325	鸟	n	iu	13	文
326	钓	t	iu	33	
327	条	th	iu	21	
328	料	l	iu	21	
329	箫	ʃ	iu	55	
330	叫	k	iu	33	
331	母	m	ou	13	
332	抖	t	ɐu	35	
333	偷	th	ɐu	55	
334	头	th	ɐu	21	
335	豆	t	ɐu	21	
336	楼	l	ɐu	21	
337	走	tʃ	ɐu	35	
338	凑	tʃ	ɐu	33	
339	钩	ŋ	ɐu	55	
340	狗	k	ɐu	35	
341	够	k	ɐu	33	
342	口	h	ɐu	35	
343	藕	ŋ	ɐu	13	
344	后	h	ɐu	21	
345	厚	h	ɐu	13	
346	富	f	u	33	
347	副	f	u	33	
348	浮	ph	ou	21	白
348	浮	f	ɐu	21	文
349	妇	ph	ou	13	白
349	妇	f	u	13	文
350	流	l	ɐu	21	
351	酒	tʃ	ɐu	35	
352	修	ʃ	ɐu	55	
353	袖	tʃ	ɐu	21	
354	抽	tʃh	ɐu	55	
355	绸	tʃh	ɐu	21	
356	愁	ʃ	ɐu	21	
357	瘦	ʃ	ɐu	33	
358	州	tʃ	ɐu	55	
359	臭	tʃh	ɐu	33	
360	手	ʃ	ɐu	35	
361	寿	ʃ	ɐu	21	
362	九	k	ɐu	35	
363	球	kh	ɐu	21	
364	舅	kh	ɐu	13	
365	旧	k	ɐu	21	
366	牛	ŋ	ɐu	21	
367	休	∅	iɐu	55	
368	优	∅	iɐu	55	
369	有	∅	iɐu	13	
370	右	∅	iɐu	21	
371	油	∅	iɐu	21	
372	丢	t	iu	55	
373	幼	∅	iɐu	33	
374	贪	th	am	55	
375	潭	th	am	21	
376	南	n	am	21	
377	蚕	tʃh	am	21	
378	感	k	ɐm	35	
379	含	h	ɐm	21	
380	暗	∅	ɐm	33	
381	搭	t	ap	3	
382	踏	t	ap	2	
383	拉	l	ai	55	
384	杂	tʃ	ap	2	
385	鸽	k	ɐp	3	
386	盒	h	ɐp	3	
387	胆	t	am	35	
389	淡	th	am	13	白
389	淡	t	am	21	文
390	蓝	l	am	21	
391	三	ʃ	am	55	
392	甘	k	ɐm	55	
393	敢	k	ɐm	35	
394	喊	h	am	33	
395	塔	th	ap	3	
396	蜡	l	ap	2	
397	赚	tʃ	an	21	
398	杉	tʃh	am	33	
399	减	k	am	35	
400	咸	h	am	21	
401	插	tʃh	ap	3	
402	闸	tʃ	ap	2	
403	夹	k	ap	2	
404	衫	ʃ	am	55	
405	监	k	am	55	
406	岩	ŋ	am	21	
407	甲	k	ap	3	
408	鸭	∅	ap	3	
409	黏	n	im	55	
410	尖	tʃ	im	55	
411	签	tʃh	im	55	
412	占	tʃ	im	33	
413	染	∅	im	13	
414	钳	kh	ɛm	21	
415	验	∅	im	21	
416	险	h	im	35	
417	厌	∅	im	33	
418	炎	∅	im	21	
419	盐	∅	im	21	
420	接	tʃ	ip	3	
421	折	tʃ	ip	3	
422	叶	∅	ip	2	
423	剑	k	im	33	
424	欠	h	im	33	
425	严	∅	im	21	
426	业	∅	ip	2	
427	点	t	im	35	
428	店	t	im	33	
429	添	th	im	55	
430	甜	th	im	21	
431	念	n	im	21	
432	嫌	∅	im	21	
433	跌	t	it	3	
434	贴	th	ip	3	
435	碟	t	ip	2	
436	协	h	ip	3	
437	犯	f	an	21	
438	法	f	at	2	
439	品	p	ɐn	35	
440	林	l	ɐm	21	
441	浸	tʃ	ɐm	33	
442	心	ʃ	ɐm	55	
443	寻	tʃh	ɐm	21	
444	沉	tʃh	ɐm	21	
445	参	ʃ	ɐm	55	
446	针	tʃ	ɐm	55	
447	深	ʃ	ɐm	55	
448	任	∅	iɐm	21	
449	金	k	ɐm	55	
450	琴	kh	ɐm	21	
451	音	∅	iɐm	55	
452	立	l	ap	2	
453	集	tʃ	ap	2	
454	习	tʃ	ap	2	
455	汁	tʃ	ɐp	5	
456	十	ʃ	ɐp	2	
457	入	∅	iɐp	2	
458	急	k	ɐp	5	
459	及	k	ɐp	2	
460	吸	kh	ɐp	5	
461	单	t	an	55	
462	炭	th	an	33	
463	弹	th	an	21	
464	难	n	an	21	
465	兰	l	an	21	
466	懒	l	an	13	
467	烂	l	an	21	
468	伞	ʃ	an	33	
469	肝	k	ɔn	55	
470	看	h	ɔn	33	
471	岸	ŋ	ɔn	21	
472	汉	h	ɔn	33	
473	汗	h	ɔn	21	
474	安	∅	ɔn	55	
475	达	t	ɐt	2	
476	辣	l	at	2	
477	擦	tʃh	at	3	
478	割	k	ɔt	3	
479	渴	h	ɔt	3	
480	扮	p	an	21	
481	办	p	an	21	
482	铲	tʃh	an	35	
483	山	ʃ	an	55	
484	产	tʃh	an	35	
485	间	k	an	55	
486	眼	ŋ	an	13	
487	限	h	an	21	
488	八	p	at	3	
489	扎	tʃ	at	3	
490	杀	ʃ	at	3	
491	班	p	an	55	
492	板	p	an	35	
493	慢	m	an	21	
494	奸	k	an	55	
495	颜	ŋ	an	21	
497	变	p	in	33	
498	骗	ph	in	33	
499	便	p	in	21	
500	棉	m	in	21	
501	面	m	in	21	
502	连	l	in	21	
503	剪	tʃ	in	35	
504	浅	tʃh	in	35	
505	钱	tʃh	in	21	
506	鲜	ʃ	in	55	
507	线	ʃ	in	33	
508	缠	tʃh	in	21	
509	战	tʃ	in	33	
510	扇	ʃ	in	33	
511	善	ʃ	in	21	
512	件	k	in	21	
513	延	∅	in	21	
514	别	p	it	2	
515	灭	m	it	2	
516	列	l	it	2	
517	撤	tʃh	it	3	
518	舌	ʃ	it	2	
519	设	tʃh	it	3	
520	热	∅	it	2	
521	杰	k	it	2	
522	孽	l	ip	2	
523	建	k	in	33	
524	健	k	in	21	
525	言	∅	in	21	
526	歇	h	it	3	
527	扁	p	ɛn	35	又，圆～
527	扁	p	in	35	又，～担
528	片	ph	in	33	另有小称音phɛn35，尿～
529	面	m	in	21	
530	典	t	in	35	
531	天	th	in	55	
532	田	th	in	21	
533	垫	t	in	33	
534	年	n	in	21	
535	莲	l	in	21	
536	前	tʃh	in	21	
537	先	ʃ	in	55	
538	肩	k	in	55	
539	见	k	in	33	
540	牵	h	in	55	
541	显	h	in	35	
542	现	∅	in	21	
543	烟	∅	in	55	
544	憋	p	it	3	
545	篾	m	it	2	
546	铁	th	it	3	
547	捏	n	ip	3	
548	节	tʃ	it	3	
549	切	tʃh	it	3	
550	截	tʃ	it	2	
551	结	k	it	3	
552	搬	p	un	55	
553	半	p	un	33	
554	判	ph	un	33	
555	盘	ph	un	21	
556	满	m	un	13	
557	端	t	yn	55	
558	短	t	yn	35	
559	断	th	yn	13	
560	暖	n	yn	13	
561	乱	l	yn	21	
562	酸	ʃ	yn	55	
563	算	ʃ	yn	33	
564	官	k	un	55	
565	宽	f	un	55	
566	欢	f	un	55	
567	完	∅	yn	21	
568	换	∅	un	21	
569	碗	∅	un	35	
570	拨	p	ut	2	
571	泼	ph	ut	3	
572	末	m	ut	2	
573	脱	th	yt	3	
