#漢字	音標	解釋				
#簡稱	/	嘉禾普满				
#全稱	/	嘉禾普满话				
#版本	/	2022-5-28				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	45 1 1a 陰平 ꜀,24 2 1b 陽平 ꜁,33 3 2 上 ꜂,21 5 3a 阴去 ꜄,35 7 4a 阴入#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源：Wesaley 参考自《嘉禾土话研究》#HTML格式，僅允許一行，用<br>換行				
多	du1					
拖	tʰu1					
他	ie2					
驼	du2					
舵						
大	da5					
罗	lu2					
锣	lu2					
萝	lu2					
左	ʦu3					
搓	ʦʰu1					
歌	ku1					
哥	ku1					
可	kʰo1					
鹅	ɡo2					
我	sa1					
饿	ɡo5					
河	xu5					
荷	xu5					
贺	xu5					
茄	tɕʰia2					
波	po1					
菠	po1					
簸	bu3					
坡	paŋ3					
破	bʰu7					
婆	bu5					
磨	bu5					
朵	du3					
剁	du3					
糯	lo5					
骡	lu2					
螺	lu2					
脶	lu2					
坐	tsʰu3					
蓑	su1					
梭	su1					
锁	su3					
锅	tɕʰie1					
果	ko3					
过	ku5					
科						
窠	xu1					
课	kʰo2					
火	xu3					
货	xu5					
和	xu2	~气				
禾	u2					
祸	xu3					
瘸	tɕʰya2					
靴	ɕya1					
巴	ba1					
疤	ba1					
把	ba1	一~				
怕	bʰa5					
爬	ba2					
杷	ba2					
麻	ba2					
马	ba3					
骂	ba5					
拿	dei2					
茶	tsʰa2					
渣	ʦa1					
榨	ʦa5					
叉	ʦʰa1					
差	ʦʰa1	~不多				
查	ʦʰa2					
沙	sa1					
纱	sa1					
洒	sua3					
家	ka1					
加	ka1					
痂	ka1					
嘉	ka1	~禾				
假	ka3	真~				
架	ka5					
嫁	ka5					
价	ka5					
揢	kʰei1					
牙	ɡa2					
芽	ɡa2					
衙	ɡa2	~门				
虾	xa1					
赫	xa5					
下	xa5	底~				
下	xa5	~山				
夏	xa5	~天				
鸦	ua3					
哑	a3					
姐	tɕia2					
借	tɕia5					
些	li2					
写	ɕia3					
泻	ɕia5					
邪	tɕʰia2					
斜	tɕʰia2					
谢	ɕi5					
遮	tɕia1					
蔗						
车	tɕʰia2	马~				
扯	tɕʰia3					
蛇	ɕia2					
射	ɕia5					
赊	ɕia1					
舍	ɕia3	~得				
社	ɕia3	~日				
惹	ȵia3					
爷	ia2					
也	ia3					
野	ia3					
夜	ia5					
耍	sua3	玩~				
瓜	kua1					
寡	kua3					
剐	kua3					
誇	kʰua1					
垮	kʰua3					
牛						
瓦	ua3					
花	xua1					
化	xua5					
划		~船				
補	bu3					
谱	pʰu3					
布	bu5					
铺	pʰu1	~床				
铺	pʰu5	店~				
蒲	bu2					
菩	bu2					
步	bu5					
模	mu2					
都	du1					
堵	du3					
赌	du3					
肚	du3					
土	tʰu3					
吐	tʰu5					
兔	tʰu5					
徒	du2					
屠	du2					
涂	du2					
图	du2					
渡	du5					
奴	nu2					
努	nu3					
炉	nu2					
卤						
路	lu5					
露	lu5					
租	ʦu1					
祖	tu3					
做	tsɛ5					
粗	tsʰu1					
醋	tsʰu5					
错	tsʰau5					
酥						
素	su5					
诉	sɿ5					
姑	ku1					
孤	ku1					
箍	ku1					
古	ku3					
鼓	ku3					
顾	ku2					
枯	kʰu1					
苦	kʰu3					
裤	kʰu5					
吴						
蜈	ŋo2					
梧						
五	ən3					
伍	ən3					
午	ən3					
误	u5					
呼	xu1					
虎	xu3					
湖	xu2					
狐	xu2					
壶	xu2					
胡	vu2					
互						
乌	u1					
恶	ŋo2					
女	y3					
驴	lu2					
组	tɕʰy1					
猪	tɕy1					
除	tɕʰy2					
苎	tɕʰy3					
箸						
阻	ʦu3					
初	ʦʰu1					
楚	ʦʰu3					
锄	ʦʰu2					
助	ʦʰu5					
梳	su1					
所	so3					
诸	tɕʰy1					
煮	tɕy3					
杵						
书	ɕy1					
舒	ɕy1					
鼠	ɕy3					
薯	ɕy5					
如	y2					
车	tɕy1	~马炮				
举	tɕy3					
锯	kai5					
墟	ɕy1					
去	xa5					
鱼	u2					
虚	ɕy1					
许	ɕy3					
夫	fu1					
斧	fu3					
傅	fu5					
敷	fəu1					
符	fu2					
扶	fu2					
腐	fu3					
巫	u2					
武	u3					
舞	u3					
雾	u5					
取	dei5					
趣	tɕʰy5					
厨	tɕʰy2					
柱	tɕʰy3					
住	tɕʰy5					
数	su3	~数				
主	tɕy3					
输	ɕy1	~钱				
竖	tɕʰy3					
树	ɕy5					
矩	tɕy3					
句	tɕy5					
雨	u3					
羽	y3					
芋	y5					
贝	bai5					
戴	dai5					
带	dai5					
胎	tʰai1					
太	tʰai2					
台	dʰai2					
抬	dai2					
待	dai3					
代	dai5					
袋	to5					
耐	nai5					
奈	nai5					
来	lai2					
赖	lai5					
癞	lai5					
灾	tsai1					
栽	tsu1					
宰	tsai3					
再	tsai5					
猜	tsʰai1					
彩	tsʰai3					
菜	tsʰa5					
才	tsai2					
财	tsʰai2					
裁	tsʰai2					
在	tsʰai3					
腮	sai1					
鳃	sai1					
该	kai1					
改	kai3					
盖	ku5					
开	xu1					
开	fən1					
咳	kɛ1					
艾	ɡai5					
海	xai3					
害	xai5					
爱	u5					
拜	bai5					
排	bai2					
埋	bai2					
斋	tsai1					
豺	tsʰai2					
阶						
楷	kue5					
界	kai5					
戒	kai5					
摆	bai3					
派	pʰai5					
牌	bai2	出~				
稗	bai5					
买	bai3					
卖	bai5					
奶	ȵie3					
差						
筛	sai1					
晒	sai5					
街	kai1					
解	kai3					
鞋	xai2					
