#ɿ				
调\n声	阴 平	阳  平	上 声	去 声
ts	资姿咨兹滋孳龇辎		子紫梓滓姊	自字渍字
tsʰ		雌瓷糍磁慈辞词祠	此	刺赐次
s	斯撕私司丝思师狮事{白，多见于乡下}		死	四肆伺饲寺似祀侍士事
#ʅ				
调\n声	阴 平	阳 平	上 声	去 声
tʂ	知蜘支枝肢栀脂之芝		纸只旨指止趾址	智制滞致至雉稚直置痔志痣帜治汁织掷陟窒质炙翅
tʂʰ	痴蚩嗤	池驰迟持	齿耻侈	斥赤尺吃峙恃
ʂ	施尸诗是{白}十{白，多见于乡下}	时鲥	史使驶始矢屎豕	世势誓逝是氏示视嗜柿市饰试室式适释湿失十什拾实食蚀识石
ʐ			日	
#i				
调\n声	阴 平	阳 平	上 声	去 声
p	逼		比彼俾	鼻笔币毙闭箅陛篦毕弼愎必碧壁璧
pʰ	屄	皮匹疲脾琵枇	痞	屁譬癖僻辟劈霹
m	咪	迷谜糜弥靡	米	秘{文}泌密蜜觅
t	低爹地{白}		底抵抵	地的{目~}弟第递悌帝蒂笛敌狄嫡滴隶
tʰ	梯剔	提堤题啼蹄	体	替涕剃嚏
n	□{以脚掌踩蹂的}	黎犁离篱璃梨厘	李里理鲤礼	历厉励丽荔利痢吏立粒栗力疬骊脷
tɕ	鸡稽羁几{∽乎}饥肌基姬机讥去{白}		己杞几{∽个}	集辑即疾脊籍寂积迹绩击激履给{供∽}戟祭际济荠剂济计继寄技妓记纪既忌季鲫吉急级及棘极吸去{白}
tɕʰ	妻凄棲溪欺期	齐奇骑岐歧祁耆鳍其棋琪麒旗祈	启起杞岂	七乞彻砌漆戚契器弃气汽讫迄企
ȵ	□{蝉}	泥尼呢倪疑宜蚁	你拟	腻昵匿逆溺艺谊义议毅
ɕ	西犀奚兮牺嘻嬉熙希稀熹浠		洗玺徙喜	泣细系戏悉膝析淅息熄媳惜夕昔习袭席锡
Ø	衣依伊医	仪移夷姨懿怡贻沂遗	倚椅矣已以	乙刈诣益缢臀谊{新}义{新}易肄异意邑逸忆亿抑弋翼溢亦译一
#u				
调\n声	阴 平	阳 平	上 声	去 声
p	潽		补哺{文}	布怖步埠部簿不
pʰ	铺{∽床}噗捕步{白}	菩蒲脯葡铺	普谱浦埔哺{白}	铺{∽子}扑瀑曝
m		模	母拇姆	墓暮募慕幕木沐目穆牧睦
t	嘟都肚{白}		赌堵睹肚	妒度蠹渡镀杜肚{∽量}独牍读渎犊毒督笃
tʰ		图涂途徒屠	土吐	兔秃突
n	路{白}	卢炉芦庐	鲁橹撸卤虏	路露潞鹿辘绿陆录六戮
ts	租		祖组阻诅	助卒足
tsʰ	粗初刍雏	锄	楚础	醋族猝促蹴蔟镞蹙
s	苏酥窣梳疏蔬		数{~一下}	诉素塑嗦愫数{∽学}速肃夙粟漱
tʂ	朱诛株蛛硃珠猪诸		主煮	著箸驻注苎伫铸住柱住蛀竹筑逐烛嘱祝□{塞}
tʂʰ		除厨	处杵	畜{∽牲}出
ʂ	书舒辅枢殊樹{白}树{白}	储	暑鼠黍署薯墅	树恕庶竖述术戍秫属熟孰叔蜀束
ʐ	肉{白，多见于乡下}	如儒	汝乳褥	入辱肉
k	姑辜孤沽		古估贾{商~}诂股鼓	故固雇顾骨谷
kʰ	枯箍	跍	苦	库裤哭酷窟
#uᶹ				
调\n声	阴 平	阳 平	上 声	去 声
f	夫肤敷麸孚俘孵呼	乎芙符扶涪{∽陵}胡湖糊葫狐壶	府俯腐甫斧抚辅虎浒	父付咐附驸赋馥傅富副蝠福幅妇负阜复腹覆弗拂服伏袱佛忽互护户沪瓠
v	乌呜污巫诬	吴吾梧无芜毋蜈	舞午五伍仵武侮鹉	悟吾晤恶{厌∽}误务雾戊物勿屋
#y				
调\n声	阴 平	阳 平	上 声	去 声
n			旅吕缕履	
tɕ	居车{∽马炮}拘驹琚沮俱		举矩踽	据锯聚巨拒距句具惧剧橘局
tɕʰ	区蛆驱躯	渠瞿衢	取娶	去趣曲蛐桔屈菊
ȵ			女	
ɕ	虚需须胥嘘墟	徐	许	序叙绪续畜{∽牧}旭蓄恤
